"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade"
"KAI RUSSELL","KENNESAW",35,100,"A"
"MARIO THOMPSON","DOMINION",52,84.4,"A"
"CALEB SANDSTROM","APP STATE",39,75.65,"B"
"IBRAHIM DIAWARA","COAST CAR",49,74.12,"B"
"DJIBRIL RAHMAN","S DIEGO ST",44,70.42,"B"
"LANCE WILLIAMS","LA LAFAYET",41,70.01,"B"
"JEREMIAH TUIILEILA","S JOSE ST",46,69.81,"B"
"NOAH MATTHEWS","DELAWARE",36,68.09,"B"
"MATTHEW STENBROTEN","N DAK ST",39,66.69,"B"
"DYLAN HAMPSTEN","FRESNO ST",48,66.36,"B"
"ANDREW ZOCK","TOLEDO",68,65.78,"B"
"DARREN AGU","NEW MEXICO",54,65.08,"B"
"JAY CRABLE","FAU",52,64.09,"B"
"KEVONTAY WELLS","LA MONROE",43,61.98,"B"
"JAHZON JACKS","FRESNO ST",38,59.89,"C"
"TAKARI HICKLE","OREGON ST",39,59.85,"C"
"TYLIN JACKSON","UAB",51,58.64,"C"
"TYMERE JACKSON","TEXAS ST",59,58.53,"C"
"MUAAZ BYARD","UAB",56,57.32,"C"
"JUSTIN STEARNS","S JOSE ST",40,56.83,"C"
"DYLAN LABARBERA","NEVADA",67,56.18,"C"
"ASHLEY WILLIAMS","LA LAFAYET",29,55.32,"C"
"CYRUS DURHAM","AKRON",45,53.63,"C"
"JULIEN DAVIS","E CAROLINA",56,52.94,"C"
"RAMON PERNAS","SO MISS",23,52.44,"C"
"SETH CLARKE","RICE",32,52.11,"C"
"KOLE SNEED","N ILLINOIS",52,51.89,"C"
"TRE'MON HENRY","S ALABAMA",42,50.88,"C"
"MARLIN DEAN","UAB",71,50.56,"C"
"JO'LAISON LANDRY","TEXAS ST",30,50.32,"C"
"MAX STEGE","BOISE ST",47,50.07,"C"
"MATYUS MCLAIN","WASH STATE",39,49.93,"C"
"MYLES WILLIAMS","NEVADA",56,49.55,"C"
"KIERAN DAVIS","E CAROLINA",32,48.95,"C"
"JASIYAH ROBINSON","E CAROLINA",32,48.39,"C"
"DJ WARNER","WASH STATE",37,48.37,"C"
"CHRIS BURGE","UAB",15,48.32,"C"
"THOMAS DAVIS","TULSA",29,48.05,"C"
"ELIJAH KINSLER","MEMPHIS",31,47.47,"C"
"LINUS ZUNK","WASH STATE",39,46.77,"C"
