"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Position","Season","Conference","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Batted.Passes","Assistant","Stops","Sacks","NFL.Sacks","Hits","Hurries","Total.Pressures.Generated","Beaten.Defender","Pass.Break.Up","Interception","Forced.Fumble","Fumble.Recovery","Tackle.for.Loss.or.No.Gain","Dropped.Int","Pursuit.Pressure","Unblocked.Pass.Rush","First.Contact","Negative.Plays","Pass.Rush.Plays","Pass.Rush.Win.Percentage","Pass.Rush.Pressure.Percentage","Pass.Rush.Productivity","Run.Defense.Plays","Average.Depth.of.Tackle","Negative.Rush.Defense.Percentage","Positive.Rush.Defense.Percentage","Number.of.Negative.Plays","Coverage.Snaps","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","Yards.per.Reception.Allowed","Touchdowns.Allowed","First.Downs.Allowed","Interceptions","Forced.Incompletions","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Plays.of.15..Yards.Allowed","Successful.Plays.Percentage","Sacks.per.Throwaway","Open.Targets","Drops...Off.Targets.Receptions.Forced","Total.Negative.Plays","Total.Positive.Plays","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Average.Depth.of.Target.per.Coverage","Forced.Incompletion.Percentage","Jersey.Number","Total.Tackles","Missed.Tackle.Percentage","Assist.Tackles","Run.Stop","Run.Tackle.for.Losss.or.No.Gain","Missed.Tackle.Percentage.on.Run.Plays","Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Pass.Stop","Pass.Tackle.for.Loss.or.No.Gain","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","Total.Tackles..Sacks...Assists...Sacks...Missed.","Assist.on.Pass.Plays","Tackles.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Conference_Level","Row_ID","row_id"
"ANDREW ZOCK","TOLEDO",68,65.78,"B","ED",2026,"MAC",70,71.2,61.3,NA,0,3,4,1,0,0,1,2,0,0,0,0,1,1,0,2,0,5,2,26,0,0.077,5.8,42,2.25,0.048,0.191,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,3,3,1,0,4,3,0,1,0,0,8,8,0,0,0,"G5",139,139
"DARREN AGU","NEW MEXICO",54,65.08,"B","ED",2026,"MWC",73,73.7,64.2,60.3,0,2,5,1,0,0,2,3,1,0,0,0,0,0,0,1,0,5,3,23,0.087,0.087,6.5,29,2,0.103,0.31,3,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0.125,2,4,0,0.143,4,2,1,1,0,0,8,8,0,0,0,"G5",47,47
"JAY CRABLE","FAU",52,64.09,"B","ED",2026,"The American",67.7,55.7,74.9,62.4,0,0,2,1,0,4,6,11,1,0,0,0,0,0,0,0,3,2,2,37,0.243,0.297,16.2,14,4,0.071,0.071,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0.2,0,1,0,0.5,1,0,1,1,0,0,5,5,0,2,0,"G5",64,64
"KEVONTAY WELLS","LA MONROE",43,61.98,"B","ED",2026,"Sun Belt",86.7,62.5,92.6,NA,0,2,2,0,0,1,2,3,2,0,0,0,0,1,0,0,0,2,3,18,0.278,0.167,8.3,25,0.5,0.12,0.16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,4,0,2,2,1,0,2,2,0,0,0,0,4,4,0,0,0,"G5",121,121
"JAHZON JACKS","FRESNO ST",38,59.89,"C","ED",2026,"Pac-12",66.9,65.2,63.2,60,0,1,2,2,0,0,1,3,0,0,0,0,0,0,0,1,0,2,1,27,0.074,0.111,9.3,11,2,0.091,0.182,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,0,1,1,0,0,1,1,0,1,0,0,5,5,0,1,0,"G5",41,41
"TAKARI HICKLE","OREGON ST",39,59.85,"C","ED",2026,"Pac-12",71.5,59.8,74.7,NA,0,2,2,1,0,1,3,5,1,0,0,0,0,0,0,0,1,1,2,23,0.217,0.217,13,16,3,0.125,0.188,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,4,0,2,1,0,0,1,2,0,1,0,0,4,4,0,0,0,"G5",29,29
"TYLIN JACKSON","UAB",51,58.64,"C","ED",2026,"The American",65.1,62.4,64.1,60.7,0,3,3,1,0,0,0,1,1,0,0,0,0,2,0,0,1,3,4,20,0.05,0.05,5,30,-1.5,0.133,0.133,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,3,2,2,0,2,2,0,1,0,0,6,6,1,0,0,"G5",60,60
"TYMERE JACKSON","TEXAS ST",59,58.53,"C","ED",2026,"Pac-12",79.5,75.6,72.8,NA,0,0,2,0,0,3,3,6,1,0,0,0,0,2,0,1,0,3,0,36,0.167,0.167,8.3,23,0,0,0.13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,2,0,0,2,2,0,2,0,0,0,0,0,2,2,0,0,0,"G5",148,148
"MUAAZ BYARD","UAB",56,57.32,"C","ED",2026,"The American",67.1,64.9,64.4,64.5,0,4,7,0,0,0,1,1,0,0,0,0,0,2,0,0,1,12,8,3,0,0.333,16.7,38,2.14,0.184,0.263,7,15,1,1,6,6,0,1,0,0,91.7,0.4,0,0.6,0,0,0,1,1,0,0,1,0,6,3,0,35,13,0.278,4,6,2,0.267,7,4,4,1,0,0.333,18,18,0,2,1,"G5",34,34
"JUSTIN STEARNS","S JOSE ST",40,56.83,"C","ED",2026,"MWC",77.1,69.5,75.3,60.5,0,1,3,0,0,5,1,6,0,0,0,0,0,1,0,1,1,3,3,20,0.2,0.3,15,19,-0.5,0.158,0.316,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,4,0,1,2,1,0,2,1,0,1,0,0,4,4,0,1,0,"G5",19,19
"DYLAN LABARBERA","NEVADA",67,56.18,"C","ED",2026,"MWC",66.8,73.1,67.2,47,0,1,4,0,0,1,3,4,1,0,0,0,0,1,0,1,2,8,4,24,0.083,0.167,8.3,35,3.4,0.057,0.171,2,8,1,0.5,9,9,0,0,0,0,62.5,1.13,0,0.5,0,0,0,1,0,0,0,0,0,4.5,2,0,32,7,0.222,1,3,1,0.143,5,1,1,1,0,0.5,9,9,0,1,1,"G5",145,145
"ASHLEY WILLIAMS","LA LAFAYET",29,55.32,"C","ED",2026,"Sun Belt",78.7,68.8,80.3,60,0,1,2,1,0,1,1,3,0,0,0,0,0,0,0,0,1,3,2,13,0.154,0.231,15.4,15,2,0.133,0.2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,0,0,1,1,0,1,0,0,3,3,0,0,0,"G5",66,66
"CYRUS DURHAM","AKRON",45,53.63,"C","ED",2026,"MAC",72.6,72.3,65.1,63.3,0,1,1,0,0,0,2,2,3,0,0,0,0,1,0,0,1,2,0,21,0.191,0.095,4.8,20,0,0,0.15,0,4,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,1,0,0,0,0,0,2,2,1,0,0,"G5",111,111
"JULIEN DAVIS","E CAROLINA",56,52.94,"C","ED",2026,"The American",65.6,62.4,65.1,63.3,0,0,5,0,0,1,0,1,1,0,0,0,0,4,0,0,1,6,3,13,0.077,0.077,3.9,36,0.8,0.083,0.083,3,7,0,0,0,0,0,0,0,0,0,0,0,0.857,0,0,0,0,0,0,0,0,0,0,0,0,42,6,0,0,4,3,0,5,0,0,1,1,0,6,6,0,1,0,"G5",87,87
"RAMON PERNAS","SO MISS",23,52.44,"C","ED",2026,"Sun Belt",67.7,68.4,60.9,NA,0,1,2,1,0,0,2,3,0,0,0,0,0,0,0,2,0,2,0,11,0.091,0.273,18.2,12,1,0,0.083,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,3,0,1,1,0,0,1,1,0,1,0,0,3,3,0,0,0,"G5",150,150
"SETH CLARKE","RICE",32,52.11,"C","ED",2026,"The American",57.8,70.2,71.2,30.7,0,2,2,1,0,1,0,2,0,0,0,0,0,0,0,0,1,3,3,8,0.125,0.25,18.8,22,3,0.045,0.227,1,2,1,1,4,4,0,0,0,0,83.3,2,0,1,0,0,0,1,0,0,0,0,0,4,-1,0,56,4,0,2,1,0,0,1,2,0,1,0,0,4,4,0,0,0,"G5",207,207
"KOLE SNEED","N ILLINOIS",52,51.89,"C","ED",2026,"MWC",60,64,56.4,60.3,0,1,1,1,0,1,3,5,1,0,0,0,0,0,0,2,3,2,1,33,0.03,0.121,6.1,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,90,2,0.333,1,0,0,0,0,1,0,1,0,0.5,3,3,0,0,1,"G5",69,69
"TRE'MON HENRY","S ALABAMA",42,50.88,"C","ED",2026,"Sun Belt",67.8,60.4,76.7,58.2,1,2,2,0,0,0,3,3,0,0,0,0,0,1,0,1,0,3,2,18,0.111,0.111,5.6,10,5,0.1,0.2,1,14,1,1,6,6,0,0,0,0,91.7,0.43,0,0.429,0,0,0,1,1,0,0,0,0,6,5,0,25,5,0,2,1,0,0,2,1,0,1,1,0,5,5,1,1,0,"G5",100,100
"MARLIN DEAN","UAB",71,50.56,"C","ED",2026,"The American",69.4,73.1,64.6,64.5,0,1,3,1,0,0,1,2,0,0,0,0,0,1,0,0,0,5,2,20,0.1,0.1,7.5,44,2,0.045,0.159,2,7,0,0,0,0,0,0,0,0,0,0,0,0.857,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0.167,1,2,1,0.25,2,1,1,1,0,0,6,6,0,1,0,"G5",11,11
"JO'LAISON LANDRY","TEXAS ST",30,50.32,"C","ED",2026,"Pac-12",73,75,64.2,NA,0,1,1,0,0,1,1,2,3,0,0,0,0,1,0,1,0,1,1,25,0.16,0.08,4,5,-1,0,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,0.333,1,1,1,0,1,1,0,0,0,1,3,3,0,0,1,"G5",71,71
"MAX STEGE","BOISE ST",47,50.07,"C","ED",2026,"Pac-12",70.9,68.9,66.3,60.2,0,0,2,1,0,2,1,4,1,0,0,0,0,0,0,0,0,4,1,29,0.172,0.138,8.6,17,2,0.059,0.176,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95,3,0.25,0,1,0,0.5,1,0,1,1,0,0,4,4,0,1,0,"G5",77,77
"MATYUS MCLAIN","WASH STATE",39,49.93,"C","ED",2026,"Pac-12",74.1,79.3,58.3,60.8,0,2,4,0,0,0,1,1,0,0,0,0,0,3,0,0,0,3,1,20,0.05,0.05,2.5,18,-1,0.056,0.278,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,2,4,3,0,4,1,0,0,0,0,6,6,1,0,0,"G5",86,86
"MYLES WILLIAMS","NEVADA",56,49.55,"C","ED",2026,"MWC",70.3,64.2,64.5,71.1,1,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,21,0.048,0.048,4.8,27,0,0,0,0,8,1,1,0,0,0,0,0,0,79.2,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,92,4,0,2,0,0,0,0,2,0,1,1,0,4,4,0,1,0,"G5",9,9
"KIERAN DAVIS","E CAROLINA",32,48.95,"C","ED",2026,"The American",90.9,92.5,60.5,NA,0,0,4,0,0,0,1,1,0,0,0,1,0,1,0,0,0,5,2,11,0.091,0.091,4.5,21,0.25,0.095,0.381,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,0.2,0,4,1,0.2,4,0,1,0,0,0,5,5,0,0,0,"G5",88,88
"JASIYAH ROBINSON","E CAROLINA",32,48.39,"C","ED",2026,"The American",81.7,73.1,78.3,NA,0,0,1,0,0,1,3,4,1,0,0,0,0,0,0,0,0,2,1,14,0.357,0.286,14.3,18,4,0.056,0.222,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,1,0,0,2,0,0,0,0,0,2,2,0,0,0,"G5",3,3
"DJ WARNER","WASH STATE",37,48.37,"C","ED",2026,"Pac-12",61.2,61.2,68.5,64.5,0,1,2,1,0,1,0,2,0,0,0,0,0,0,0,0,1,2,4,4,0.25,0.5,37.5,20,3,0.15,0.1,3,13,0,0,0,0,0,0,0,0,0,0,0,0.769,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,1,0,0,0,0,0,0,2,0,0,3,3,1,1,0,"G5",157,157
"CHRIS BURGE","UAB",15,48.32,"C","ED",2026,"The American",60.6,55.2,70.2,60,0,0,1,1,0,0,1,2,0,0,0,0,1,0,0,1,1,0,2,2,0,1,75,12,2,0.167,0.25,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59,2,0.333,0,1,0,0.5,1,0,1,0,0,0,3,3,0,0,0,"G5",153,153
"THOMAS DAVIS","TULSA",29,48.05,"C","ED",2026,"The American",68.2,60.6,70.3,60.5,0,0,2,1,0,0,1,2,1,0,0,0,0,1,0,0,1,0,1,14,0.143,0.143,10.7,13,-7,0.077,0.077,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,1,1,0,1,0,0,1,0,0,2,2,0,0,0,"G5",5,5
"ELIJAH KINSLER","MEMPHIS",31,47.47,"C","ED",2026,"The American",75.1,72.4,68.1,NA,1,1,3,0,0,1,2,3,0,0,0,0,0,1,0,0,0,3,0,20,0.15,0.15,7.5,11,1.33,0,0.182,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,0,1,3,1,0,3,1,0,0,0,0,4,4,0,0,0,"G5",112,112
"LINUS ZUNK","WASH STATE",39,46.77,"C","ED",2026,"Pac-12",82.6,79.3,67,65.6,0,0,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,3,0,20,0.15,0.1,5,18,4,0,0.278,0,1,1,1,5,5,0,0,0,0,87.5,5,0,1,0,0,0,0,1,0,0,0,0,5,3,0,6,2,0,0,1,0,0,1,0,0,1,0,0,2,2,0,1,0,"G5",49,49
"JAYDEN VIRGIN-MORGAN","BOISE ST",44,46.73,"C","ED",2026,"Pac-12",66.7,68.9,61,60,0,1,1,1,0,1,1,3,0,0,0,0,0,0,0,1,0,2,1,26,0.077,0.115,7.7,17,0,0.059,0.176,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,1,0,1,0,0,1,0,0,2,2,0,0,0,"G5",40,40
"SCOOP GARDNER JR.","W MICHIGAN",38,46.59,"C","ED",2026,"MAC",77.3,72.1,72.7,NA,0,0,1,0,0,0,3,3,1,0,0,0,0,1,0,0,1,2,1,15,0.2,0.2,10,23,3,0.043,0.174,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,1,1,0,2,0,0,0,0,0,2,2,0,0,0,"G5",161,161
"BRANDON GORHAM","DELAWARE",29,46.51,"C","ED",2026,"C-USA",64.3,70,64.3,50.7,0,0,1,1,0,0,2,3,0,0,0,0,0,0,0,1,0,2,1,18,0.111,0.167,11.1,8,0,0,0.125,0,3,1,1,7,7,0,1,0,0,95.8,2.33,0,0.333,0,0,0,1,0,0,0,1,0,7,5,0,3,2,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,"G5",191,191
"OMARI ABOR","AKRON",19,45.58,"C","ED",2026,"MAC",81,67.4,69.8,60,0,1,0,0,0,1,2,3,1,0,1,0,0,0,0,1,0,1,0,13,0.231,0.231,11.5,5,0,0,0.2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,56,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"G5",32,32
"JAMES JENNETTE","UTAH ST",41,45.23,"C","ED",2026,"Pac-12",66,68,58.7,64.4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,20,0,0.05,5,15,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,1,0,0,0,2,1,0,1,0,0,5,5,0,1,0,"G5",4,4
"KELTON MCCASLIN","N DAK ST",36,44.85,"C","ED",2026,"MWC",73.7,62,71.7,63.7,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,16,0.188,0,0,19,0,0.053,0.158,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5",28,28
"KENO JONES","TROY",34,44.57,"C","ED",2026,"Sun Belt",73.6,74.1,58.3,65.2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,20,4.13,0,0.05,0,12,0,0,0,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,1,6,0,0,8,0,0,0,0,0,9,9,1,0,0,"G5",107,107
"KALEB STEWART","BALL ST",29,44.3,"C","ED",2026,"MAC",71.6,80,NA,63.2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,NA,NA,NA,NA,20,9.67,0.05,0.1,1,9,0,0,0,0,0,0,0,0,39.6,0,0,0.556,0,0,1,0,0,0,0,0,0,0,-3,0,16,7,0,4,1,0,0,3,4,0,0,0,0,7,7,0,0,0,"G5",116,116
"MAVERICK NOONAN","FRESNO ST",19,44.13,"C","ED",2026,"Pac-12",63.6,57.6,66.4,NA,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,12,0.083,0.083,8.3,7,0,0.143,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,2,0,1,0,0,0,0,1,0,0,0,0,2,2,0,0,0,"G5",59,59
"AMAR THOMAS","JAMES MAD",44,44.08,"C","ED",2026,"Sun Belt",62.8,65.4,54,63.5,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,1,1,3,1,16,0,0.063,3.1,24,1,0.042,0.083,1,4,1,1,13,13,0,1,0,0,118.8,3.25,0,0.75,0,0,0,0,0,0,0,1,0,13,3,0,8,3,0,1,1,0,0,1,0,0,0,0,0,3,3,1,0,0,"G5",16,16
"ZACH JOHNSON","TOLEDO",54,43.83,"C","ED",2026,"MAC",63.1,59.6,71.8,53.8,0,2,2,0,0,1,1,2,1,0,0,0,0,0,0,0,0,5,5,24,0.125,0.083,4.2,29,3,0.138,0.069,4,1,1,1,8,8,0,1,0,0,100,8,0,0,0,0,0,1,0,0,0,1,0,8,2,0,90,4,0,2,2,0,0,2,1,0,0,0,0,4,4,1,0,0,"G5",183,183
"QUINCY BYAS","E MICHIGAN",29,43.62,"C","ED",2026,"MAC",68.7,63.2,78.9,60,1,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,1,0,2,14,0.214,0.214,10.7,14,0,0.071,0.143,1,1,1,1,23,23,0,1,0,0,118.8,23,1,0,0,0,0,1,0,1,0,1,0,23,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5",165,165
