"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade"
"RONNELL DAVIS","BUFFALO",48,58.05,"C"
"KAL-EL PASCAL","BOWL GREEN",59,57.66,"C"
"TAVIAN COMBS","NEW MEXICO",32,57.63,"C"
"JAKYRI JONES","GA SOUTHRN",43,57.27,"C"
"ZYEIR GAMBLE","E CAROLINA",45,56.55,"C"
"JAYLEN THOMAS","WASH STATE",38,56.43,"C"
"XANDER CHISOLM","OREGON ST",27,56.39,"C"
"DILLON TATUM","MIAMI OH",69,56.3,"C"
"KALEB HUTCHINSON","TOLEDO",65,56.23,"C"
"CHAPMAN LEWIS","UTAH ST",74,56.22,"C"
"ESTEBAN GUILLORY","UTEP",43,55.92,"C"
"CHRISTIAN FORD","MO STATE",47,55.89,"C"
"J.J. O'NEAL","MO STATE",75,55.02,"C"
"KAM FRANKLIN","LA TECH",32,54.94,"C"
"ELIJAH MC-CANTOS","COLO STATE",26,54.88,"C"
"JAHEIM PATTERSON","OREGON ST",40,54.79,"C"
"PERRY FISHER","KENNESAW",65,54.56,"C"
"JUAN SALAS","E MICHIGAN",34,53.82,"C"
"SHAMIR STERLIN","FIU",68,53.78,"C"
"STONE PERKINS","BALL ST",19,53.73,"C"
"PRESTON ESTOESTA","BOWL GREEN",38,53.66,"C"
"CAM MILLER","KENNESAW",63,53.41,"C"
"LUCAS STRUCK","DOMINION",65,53.41,"C"
"CARL FAUNTROY","LA MONROE",28,53.18,"C"
"JAYDEN DAVIS","LIBERTY",18,53.11,"C"
"MALIK ARMSTRONG","N ILLINOIS",41,52.97,"C"
"KOURI CRUMP","W MICHIGAN",33,52.01,"C"
"C.J. COOMBES","N TEXAS",64,51.59,"C"
"ISRAEL BOYCE","USF",20,51.35,"C"
"KEVIN LONGSTREET","NEW MEXICO",22,51.22,"C"
"JORDAN PERRY","TROY",24,51.15,"C"
"TYLAN BOYKIN","E MICHIGAN",27,51.09,"C"
"SAILASA VADRAWALE III","OREGON ST",35,51.04,"C"
"JACK TCHIENCHOU","TULANE",44,51.03,"C"
"DY'LON WOMACK","CHARLOTTE",74,51.02,"C"
"AHMERE FOSTER","MEMPHIS",38,50.76,"C"
"JOHN KEOUGH","BUFFALO",37,50.7,"C"
"JAYDEN BRADLEY","TEXAS ST",85,50.68,"C"
"KALEN WOODS","MIDDLE TN",46,50.61,"C"
"KJ FLOWE","JAMES MAD",77,50.56,"C"
"JOEL ROGERS","UTSA",28,50.35,"C"
"SABOOR KARRIEM","TEMPLE",64,50.31,"C"
"ISAIAH JORDAN","NEVADA",41,50.09,"C"
"CHASE JACKSON","COAST CAR",40,49.96,"C"
"TAVIN WARD","USF",34,49.64,"C"
"JOSH PIERRE-LOUIS","MARSHALL",58,49.06,"C"
"GEORGE MULLINS","DELAWARE",39,48.76,"C"
"CAMERON FRANKLIN","SM HOUSTON",26,48.67,"C"
"TREY RIDLEY","WASH STATE",18,48.44,"C"
"MICHAEL PATTERSON III","TEXAS ST",23,48.34,"C"
"LANDON SYLVIE","SO MISS",58,48.26,"C"
"CLINTON ROBINSON","KENT STATE",29,47.43,"C"
"ROB BILLINGS IV","JVILLE ST",35,47.4,"C"
"RAILYN ADAMS","SM HOUSTON",29,47.36,"C"
"JOSEPH HOLT","GA STATE",15,47.3,"C"
"DEUCE LEE","GA STATE",44,47.25,"C"
"CHRIS PAYNE","LA MONROE",24,47.12,"C"
"KYLE PETERSON","WASH STATE",19,46.49,"C"
"AJ GRAHAM","DELAWARE",21,46.29,"C"
"KODE LOWE","UTEP",23,46.23,"C"
"JONATHAN PATTERSON","CHARLOTTE",39,45.94,"C"
"LAQUAN ROBINSON","SO MISS",19,45.9,"C"
"KALEB PURDY","APP STATE",52,45.82,"C"
"DYLAN PHELPS","COLO STATE",43,45.7,"C"
"TAINOA LAVE","S DIEGO ST",16,45.69,"C"
"JO CHAVEZ","RICE",36,45.61,"C"
"TAIJH OVERTON","LA MONROE",27,45.41,"C"
"JABARI TILLER","LA MONROE",26,45.4,"C"
"ELI COPPESS","MIAMI OH",69,44.79,"C"
"DYLAN KING","MEMPHIS",29,44.27,"C"
"ISAIAH GREEN","S DIEGO ST",22,44.27,"C"
"WILL STEIL","N DAK ST",27,44.26,"C"
"DRAKE VICKERS","OREGON ST",35,44.14,"C"
"MIKE WRIGHT III","BOWL GREEN",15,43.85,"C"
"DERRICK JACKSON III","KENT STATE",34,43.59,"C"
"ETHAN TIERNEY","FRESNO ST",56,43.58,"C"
"ADARIUS HUTCHINSON","UTEP",43,43.48,"C"
"BENI MWAMBA","MEMPHIS",23,43.38,"C"
"CHRISTIAN PETERSON","E CAROLINA",31,43.36,"C"
"JAYDEN LAWTON","TEXAS ST",65,43.34,"C"
"GERAYAS GRIMES","FRESNO ST",74,42.99,"C"
"TJ MCGILL","JAMES MAD",34,42.93,"C"
"DEMETRIUS HILL","FIU",41,42.92,"C"
"MICHAEL ROBINSON III","SO MISS",47,42.87,"C"
"AYDEN JACKSON","USF",45,42.78,"C"
"KAMAURRI MCKINLEY","E CAROLINA",22,42.75,"C"
"CALEB CLARK-GLOVER","MARSHALL",47,42.68,"C"
"JA'DEN MCBURROWS","APP STATE",30,42.61,"C"
"AMARION FORTENBERRY","USF",20,42.6,"C"
"GUMBO GASKINS","MIDDLE TN",19,41.98,"C"
"KAHLIL ALI","DELAWARE",44,41.98,"C"
"JYAIRE BROWN","SO MISS",48,41.94,"C"
"TRE'SHAWN MOORE","COLO STATE",56,41.64,"C"
"JEREMIAH VESSEL","LIBERTY",39,41.59,"C"
"MICAH DAVIS","W MICHIGAN",30,41.57,"C"
"RODRICK HUNTER","AKRON",41,41.54,"C"
"BRYCE WILLIAMS","MIDDLE TN",56,41.47,"C"
"KEVIN MOORE","DELAWARE",19,41.46,"C"
"JADEN CARRILLO","FRESNO ST",17,41.19,"C"
"DESMAN HEARNS","WYOMING",65,40.99,"C"
"CORNELL ALLEN","CHARLOTTE",47,40.97,"C"
"ASHTON WHITNER","LIBERTY",16,40.96,"C"
"AVERY POWELL","TEMPLE",58,40.96,"C"
"QUENTAVIUS SCANDRETT","BALL ST",52,40.89,"C"
"GREG JOHNSON","DOMINION",39,40.42,"C"
"AUSTIN BRAWLEY","NEW MEXICO",50,40.33,"C"
"DEDAUNTE SCOTT","TULSA",30,40.06,"C"
"RJ MCINTOSH","TULSA",29,40.05,"C"
"ZYIL POWELL","TEMPLE",34,39.73,"D"
"D'ANGELO HAGANS JR.","COLO STATE",32,39.36,"D"
"DEMARIUS HINES","E CAROLINA",31,39.29,"D"
"CHRISTIAN WHITE","W KENTUCKY",19,39.2,"D"
"XAVIER SMITH","UTEP",59,39.07,"D"
"SETH GATHERS","JAMES MAD",65,38.51,"D"
"JONAVAN CARR","JVILLE ST",42,38.5,"D"
"JAYLIN CRUMBY","N DAK ST",34,38.28,"D"
"NASIR EATMON","DELAWARE",40,38.26,"D"
"BRIAN DUKES JR.","S JOSE ST",70,38.24,"D"
"WESLEY MILLER","FIU",39,37.74,"D"
"DARRELL BRYANT JR.","C MICHIGAN",57,37.29,"D"
"DARREN JAMES-HAMILTON","OHIO",46,37.11,"D"
"WARREN SMITH JR.","SACRAMENTO",57,37.03,"D"
"D-ICEY HOPKINS","LIBERTY",41,36.81,"D"
"BRANDON JONES","N TEXAS",56,36.67,"D"
"KODY JACKSON","LA LAFAYET",53,36.6,"D"
"AHRAN OGBOR","RICE",16,35.79,"D"
"BRANDON ROSE","COAST CAR",61,35.54,"D"
"COLLIN GILL","CHARLOTTE",76,34.92,"D"
"JAEDEN GOULD","TEMPLE",31,34.82,"D"
"KYON CONYERS","N ILLINOIS",53,33.99,"D"
"CARY GRANT","APP STATE",17,33.95,"D"
"NOREY JOHNSON","KENT STATE",30,33.63,"D"
"MILES GREER","BUFFALO",46,33.54,"D"
"JOEY POPE","W MICHIGAN",63,33.26,"D"
"RJ HALL","LA MONROE",24,32.68,"D"
"MARTELL BUCHANAN","KENT STATE",17,32.28,"D"
"BREVIN HAMBLIN","UTAH ST",76,32.12,"D"
"TY JONES","LA TECH",19,31.47,"D"
"ZY JACKSON","LA MONROE",31,31.36,"D"
"JACOB COSBY-MOSLEY","W KENTUCKY",16,31.27,"D"
"JELANI MCLAUGHLIN","S DIEGO ST",59,30.78,"D"
"ASHTON WILLIAMS","TULSA",29,30.73,"D"
"AG MCGHEE","ARK STATE",67,30.27,"D"
"COLE BLAYLOCK","S ALABAMA",61,30.04,"D"
"BEN MINICH","MIAMI OH",69,29.56,"D"
"AAMII BRANCH","AKRON",50,29.31,"D"
"TYLER BAILEY","SM HOUSTON",41,29.04,"D"
"AARON SEARS","GA SOUTHRN",37,28.45,"D"
"MARC WOODS","JVILLE ST",49,28.21,"D"
"JOEL CORDOBA","KENT STATE",42,27.41,"D"
"DAVE HERARD","W KENTUCKY",38,24.88,"D"
"TRE MITTMAN","GA STATE",52,24.79,"D"
"ELIJAH BROWN","COLO STATE",40,23.58,"D"
"ELIJAH NEWELL","UTSA",46,23.54,"D"
"OREL GRAY","TEMPLE",19,23.33,"D"
"BRYCE LLEWELLYN","E MICHIGAN",58,22.69,"D"
"DALLAS YOUNG","S ALABAMA",36,21.72,"D"
"ANDRUW ELLIS","N ILLINOIS",29,19.7,"F"
"JORDAN MCRAE","LA TECH",59,19.66,"F"
"TAIRAN DAVIS JR.","AKRON",55,18.72,"F"
"JAMARCUS PIERRE","TEMPLE",18,18.3,"F"
"KEENAN NELSON","GA STATE",18,17.79,"F"
"MAKAI SHAHID","ARK STATE",58,17.76,"F"
"JALEN LEE","COAST CAR",31,14.76,"F"
"MEHKI FLOWERS","AKRON",19,7.03,"F"
"DAMON ALLEN","FAU",41,6.87,"F"
"JASON CROSS JR.","N TEXAS",18,1.95,"F"
"KAMRON CHAMBLE","BALL ST",40,0,"F"
