"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade"
"CONOR MCPHERSON","LA LAFAYET",60,100,"A"
"KOLBE FIELDS","LA TECH",45,95.72,"A"
"SIONE HALA","S DIEGO ST",50,94.02,"A"
"JADON MAYFIELD","LA TECH",33,88.23,"A"
"JACKSON FORREST","DOMINION",43,87.28,"A"
"JARED LLOYD","MO STATE",68,87.04,"A"
"ASHER CUNNINGHAM","UTAH ST",59,85.15,"A"
"ZAVIER HAMILTON","USF",39,85.01,"A"
"JUSTYCE BETTS","W MICHIGAN",16,84.88,"A"
"DONELIUS JOHNSON","AKRON",44,83.09,"A"
"WALKER O'STEEN","JVILLE ST",49,82.96,"A"
"NAKIAN JACKSON","JAMES MAD",67,80.83,"A"
"TYWON CHRISTOPHER","KENNESAW",64,79.76,"B"
"KADIN SCHMITZ","CHARLOTTE",63,78.3,"B"
"GARY RUTHERFORD","WYOMING",44,78.11,"B"
"TERRENCE COOKS II","TEXAS ST",51,77.85,"B"
"K'VION THUNDERBIRD","FRESNO ST",64,76.03,"B"
"DAX COLLINS","TULSA",35,73.71,"B"
"DERRELL FARRAR","LIBERTY",40,73.66,"B"
"CASHMIRE LEWIS","BOWL GREEN",27,73.54,"B"
"JAYDON HOOD","GA STATE",57,73.37,"B"
"DARION WHITE","UTSA",46,73.37,"B"
"AYDEN JONES","TEXAS ST",41,72.82,"B"
"MICHAEL MOLNAR","OHIO",74,72.38,"B"
"EJ SMITH","NEVADA",71,71.19,"B"
"DYLAN LEE","S JOSE ST",70,71.16,"B"
"ROBERT STEVENS III","ARK STATE",66,70.44,"B"
"DASH BAUMAN","WYOMING",54,70.32,"B"
"BRANDON TUCKER","UTSA",36,69.89,"B"
"COBY OWENS","GA STATE",54,69.73,"B"
"ASHTON TAYLOR","MIDDLE TN",53,69.65,"B"
"COLE NILLES","TEXAS ST",19,69.12,"B"
"ISAAC PRINCE","TOLEDO",22,68.63,"B"
"KEVON MERRELL","E CAROLINA",36,68.32,"B"
