"Name","Team.Name","Offensive.Snaps","Composite_Score","Player_Grade","Jersey.Number","Position","Season","Conference","Receiving.Grade","Key.Plays","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles","Fumbles.Lost","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference_Level","Catch_Rate","Yards_Per_Tgt","Tgt_Per_Snap"
"TYLER BROWN","CLEMSON",29,35.4,"D",6,"WR",2026,"ACC",70.4,4,35,2,5,4,44,11,0,4,0,0,0,4,0,0,30,7.5,8,0,1.26,9.6,1,2,1,0,"0.00%",103.3,0.143,0.143,0.4,0.8,"P4",0.8,8.8,0.142857142857143
"JAVON TRACY","MINNESOTA",31,35.16,"D",11,"WR",2026,"Big Ten",55.5,9,45,1,13,7,51,7.3,0,3,2,0,0,9,4,3,24,3.4,14,0.75,1.13,8.5,0,0,0.778,0.222,"30.80%",63.3,0.244,0.289,0,0.538,"P4",0.538461538461538,3.92307692307692,0.288888888888889
"CHAS NIMROD","AUBURN",69,35.05,"D",5,"WR",2026,"SEC",57.6,2,38,6,7,7,52,7.4,0,1,0,0,0,7,1,1,34,4.9,10,1,1.37,2.6,1,0,1,0,"14.30%",97.6,0.105,0.184,0,1,"P4",1,7.42857142857143,0.184210526315789
"CHASE HENDRICKS","CAL",88,35.03,"D",7,"WR",2026,"ACC",57.3,4,35,4,8,5,31,6.2,1,1,1,0,0,6,1,1,14,2.8,5,1,0.89,7.4,0,0,0.833,0.167,"12.50%",109.9,0.057,0.229,0.125,0.625,"P4",0.625,3.875,0.228571428571429
"MARIO CRAVER","TEXAS A&M",41,34.94,"D",1,"WR",2026,"SEC",57.2,3,31,3,6,4,43,10.8,1,1,0,0,0,4,0,0,32,8,6,0,1.39,8.5,1,0,1,0,"0.00%",87.5,0.129,0.194,0.333,0.667,"P4",0.666666666666667,7.16666666666667,0.193548387096774
"KENNY JOHNSON","TEXAS TECH",52,34.87,"D",2,"WR",2026,"Big 12",60.1,4,35,4,7,5,41,8.2,0,4,0,0,0,5,2,1,4,0.8,3,0.5,1.17,11,1,1,1,0,"28.60%",86,0.029,0.2,0.143,0.714,"P4",0.714285714285714,5.85714285714286,0.2
"TERRENCE LEWIS","OKLA STATE",34,34.69,"D",3,"WR",2026,"Big 12",63.3,5,26,10,6,5,37,7.4,0,3,1,0,0,6,1,1,4,0.8,3,1,1.42,7.3,0,1,0.833,0.167,"16.70%",92.4,0.077,0.231,0,0.833,"P4",0.833333333333333,6.16666666666667,0.230769230769231
"QUE'SEAN BROWN","VA TECH",16,33.72,"D",3,"WR",2026,"ACC",66.7,4,29,3,8,7,41,5.9,0,3,0,0,0,7,0,0,49,7,9,0,1.41,3.4,1,2,1,0,"0.00%",88,0.138,0.276,0.125,0.875,"P4",0.875,5.125,0.275862068965517
"TRENT WALKER","HOUSTON",46,32.98,"D",4,"WR",2026,"Big 12",65.7,3,15,0,3,2,35,17.5,0,1,0,0,0,2,1,0,22,11,6,0,2.33,16,1,1,1,0,"33.30%",106.3,0.133,0.2,0.333,0.667,"P4",0.666666666666667,11.6666666666667,0.2
"DEZMEN ROEBUCK","WASHINGTON",56,32.7,"D",2,"WR",2026,"Big Ten",61.2,8,47,6,11,7,59,8.4,0,5,2,0,0,9,0,0,51,7.3,15,0,1.26,6.1,2,0,0.778,0.222,"0.00%",77.5,0.17,0.234,0.091,0.636,"P4",0.636363636363636,5.36363636363636,0.234042553191489
"HUDSON CLEMENT","ILLINOIS",40,32.15,"D",13,"WR",2026,"Big Ten",60.4,4,39,3,5,4,45,11.3,0,2,0,0,0,4,1,1,6,1.5,4,1,1.15,8.4,1,0,1,0,"20.00%",104.2,0.077,0.128,0,0.8,"P4",0.8,9,0.128205128205128
"RIC'DARIOUS FARMER","UCF",20,32.11,"D",6,"WR",2026,"Big 12",64.9,4,35,2,6,4,52,13,0,1,0,0,0,4,0,0,21,5.3,7,0,1.49,6,1,2,1,0,"0.00%",93.8,0.114,0.171,0,0.667,"P4",0.666666666666667,8.66666666666667,0.171428571428571
"KENNY DARBY","KENTUCKY",20,31.72,"D",19,"WR",2026,"SEC",64.1,5,26,6,8,5,45,9,0,2,0,0,0,5,2,1,20,4,6,0.5,1.73,5.1,1,1,1,0,"25.00%",38,0.269,0.308,0,0.625,"P4",0.625,5.625,0.307692307692308
"DALEN PENSON","GA TECH",45,30.38,"D",7,"WR",2026,"ACC",60.5,8,38,7,9,6,58,9.7,0,2,1,0,0,7,1,0,19,3.2,9,0,1.53,11,1,1,0.857,0.143,"11.10%",44.9,0,0.237,0.111,0.667,"P4",0.666666666666667,6.44444444444444,0.236842105263158
"JALEN SMITH","MINNESOTA",37,30.26,"D",8,"WR",2026,"Big Ten",54,4,51,9,10,5,51,10.2,0,1,0,0,0,6,1,0,17,3.4,11,0,1,11.2,1,0,0.833,0,"10.00%",65,0.039,0.196,0.2,0.5,"P4",0.5,5.1,0.196078431372549
"TJ ABRAMS","FLORIDA",27,29.64,"D",4,"WR",2026,"SEC",63.7,2,11,0,3,3,33,11,0,1,0,0,0,3,0,0,11,3.7,7,0,3,7.3,1,1,1,0,"0.00%",112.5,0.091,0.273,0,1,"P4",1,11,0.272727272727273
"KEATON KUBECKA","KANSAS",36,29.32,"D",3,"WR",2026,"Big 12",68.1,4,35,8,9,4,49,12.3,0,2,0,0,0,4,1,0,6,1.5,3,0,1.4,16.2,1,1,1,0,"11.10%",22.2,0.086,0.257,0.333,0.444,"P4",0.444444444444444,5.44444444444444,0.257142857142857
"RYAN COLEMAN-WILLIAMS","ALABAMA",58,29.01,"D",1,"WR",2026,"SEC",60.5,5,36,14,8,5,39,7.8,0,3,0,0,0,5,1,0,7,1.4,2,0,1.08,8,1,0,1,0,"12.50%",34.9,0.028,0.222,0.25,0.625,"P4",0.625,4.875,0.222222222222222
"RASHID WILLIAMS","WASHINGTON",50,28.93,"D",3,"WR",2026,"Big Ten",61.6,1,11,1,1,1,22,22,0,1,0,0,0,1,0,0,6,6,6,0,2,16,1,0,1,0,"0.00%",118.8,0,0.091,0,1,"P4",1,22,0.0909090909090909
"ANTONIO MEEKS","WAKE",24,28.8,"D",14,"WR",2026,"ACC",62.8,3,24,7,4,2,32,16,0,2,0,0,0,2,0,0,18,9,3,0,1.33,9.5,1,0,1,0,"0.00%",77.1,0,0.167,0,0.5,"P4",0.5,8,0.166666666666667
"NAHZAE COX","KANSAS",36,28.61,"D",0,"WR",2026,"Big 12",53.6,2,30,7,2,1,10,10,1,1,1,0,0,2,1,1,0,0,0,1,0.33,8.5,0,0,0.5,0.5,"50.00%",104.2,0.033,0.067,0,0.5,"P4",0.5,5,0.0666666666666667
"BAILEY STOCKTON","FLORIDA",14,28.58,"D",3,"WR",2026,"SEC",67.8,6,22,2,5,4,41,10.3,0,3,0,0,0,4,0,0,20,5,3,0,1.86,7.8,1,1,1,0,"0.00%",61.3,0.227,0.227,0.2,0.8,"P4",0.8,8.2,0.227272727272727
"TRAYLON RAY","OLE MISS",20,28.19,"D",7,"WR",2026,"SEC",66.9,3,11,0,3,2,26,13,0,2,0,0,0,3,0,0,14,7,7,0,2.36,10,1,1,0.667,0,"0.00%",93.8,0.273,0.273,0,0.667,"P4",0.666666666666667,8.66666666666667,0.272727272727273
"JORDAN CLAY","WASHINGTON",12,28.15,"D",11,"WR",2026,"Big Ten",83.6,5,19,1,7,4,42,10.5,0,2,0,0,0,4,0,0,10,2.5,4,0,2.21,15,1,0,1,0,"0.00%",74.7,0.105,0.368,0.286,0.571,"P4",0.571428571428571,6,0.368421052631579
"LARENZO FENNER","CINCINNATI",23,28.14,"D",2,"WR",2026,"Big 12",63.9,3,16,3,3,3,28,9.3,0,0,0,0,0,3,0,0,13,4.3,3,0,1.75,5,1,2,1,0,"0.00%",105.6,0,0.188,0.333,1,"P4",1,9.33333333333333,0.1875
"EUGENE HILTON JR.","WISCONSIN",17,28.07,"D",13,"WR",2026,"Big Ten",61.4,3,16,1,4,3,32,10.7,0,2,0,0,0,3,1,0,14,4.7,3,0,2,6.3,0,1,1,0,"25.00%",97.9,0,0.25,0,0.75,"P4",0.75,8,0.25
"BRANDON WHITE","KANSAS ST",23,28.06,"D",8,"WR",2026,"Big 12",58.2,4,23,0,8,4,29,7.3,1,3,1,0,0,5,0,0,25,6.3,4,0,1.26,9.1,0,0,0.8,0.2,"0.00%",58.9,0.261,0.348,0.125,0.5,"P4",0.5,3.625,0.347826086956522
"FREDRICK MOORE","MICH STATE",73,28,"D",6,"WR",2026,"Big Ten",61,1,21,1,3,1,18,18,1,1,0,0,0,1,0,0,1,1,0,0,0.86,12.3,1,0,1,0,"0.00%",94.4,0.048,0.143,0,0.333,"P4",0.333333333333333,6,0.142857142857143
"LOTZEIR BROOKS","ALABAMA",37,27.88,"D",3,"WR",2026,"SEC",70.8,5,30,0,7,6,54,9,0,3,0,0,0,6,0,0,14,2.3,4,0,1.8,10,1,0,1,0,"0.00%",59.2,0.167,0.233,0,0.857,"P4",0.857142857142857,7.71428571428571,0.233333333333333
"BRANDON INNISS","OHIO STATE",24,27.61,"D",0,"WR",2026,"Big Ten",59.5,1,21,6,1,1,19,19,0,1,0,0,0,1,0,0,2,2,0,0,0.9,17,1,0,1,0,"0.00%",118.8,0.048,0.048,0,1,"P4",1,19,0.0476190476190476
"BRYANT WESCO JR.","CLEMSON",41,27.19,"D",12,"WR",2026,"ACC",61.9,4,45,12,11,6,35,5.8,0,3,0,0,0,6,0,0,3,0.5,1,0,0.78,12.7,1,0,1,0,"0.00%",22.9,0.067,0.244,0.273,0.545,"P4",0.545454545454545,3.18181818181818,0.244444444444444
"JOURDIN HOUSTON","RUTGERS",42,26.85,"D",4,"WR",2026,"Big Ten",59.5,6,29,6,9,5,40,8,0,1,0,1,0,6,3,1,5,1,2,0.333,1.38,7.1,0,1,0.833,0,"33.30%",27.3,0.31,0.31,0,0.556,"P4",0.555555555555556,4.44444444444444,0.310344827586207
"WINSTON WATKINS JR.","LSU",68,26.69,"D",6,"WR",2026,"SEC",66,8,41,5,9,5,43,8.6,0,4,0,0,0,5,2,0,11,2.2,7,0,1.05,12.6,1,0,1,0,"22.20%",28.7,0.195,0.219,0.111,0.556,"P4",0.555555555555556,4.77777777777778,0.219512195121951
"TREYSHUN HURRY","LOUISVILLE",70,26.33,"D",2,"WR",2026,"ACC",56.7,5,27,7,3,2,29,14.5,0,2,1,0,0,3,0,0,11,5.5,1,0,1.07,9,1,0,0.667,0.333,"0.00%",97.9,0,0.111,0.333,0.667,"P4",0.666666666666667,9.66666666666667,0.111111111111111
"BRADEN PEGAN","UTAH",45,25.8,"D",7,"WR",2026,"Big 12",57.1,3,26,10,6,3,32,10.7,0,2,1,0,0,4,0,0,11,3.7,4,0,1.23,11,0,0,0.75,0.25,"0.00%",66,0,0.231,0.167,0.5,"P4",0.5,5.33333333333333,0.230769230769231
"DAVION BROWN","VA TECH",28,25.17,"D",11,"WR",2026,"ACC",60.2,2,18,1,3,2,19,9.5,0,1,0,0,0,2,0,0,20,10,15,0,1.06,6.7,1,2,1,0,"0.00%",84,0,0.167,0.333,0.667,"P4",0.666666666666667,6.33333333333333,0.166666666666667
"NIC ANDERSON","KENTUCKY",35,25.06,"D",4,"WR",2026,"SEC",55.3,3,34,11,3,1,13,13,0,1,0,0,0,1,1,0,10,10,2,0,0.38,21.7,0,0,1,0,"33.30%",47.9,0.059,0.088,0.667,0.333,"P4",0.333333333333333,4.33333333333333,0.0882352941176471
"CREED WHITTEMORE","UTAH",21,24.7,"D",2,"WR",2026,"Big 12",59,1,16,2,1,1,17,17,0,1,0,0,0,1,0,0,2,2,2,0,1.06,15,1,0,1,0,"0.00%",118.8,0.063,0.063,0,1,"P4",1,17,0.0625
"KESHAUN SINGLETON","AUBURN",76,24.55,"D",11,"WR",2026,"SEC",53.3,7,33,4,8,3,42,14,0,2,1,0,0,5,3,0,4,1.3,1,0,1.27,13.3,2,0,0.6,0.2,"37.50%",55.2,0,0.242,0.125,0.375,"P4",0.375,5.25,0.242424242424242
"CADE WOLFORD","CINCINNATI",20,24.54,"D",8,"WR",2026,"Big 12",67.1,3,16,1,6,5,24,4.8,0,1,0,0,0,5,0,0,35,7,20,0,1.5,1.7,0,1,1,0,"0.00%",83.3,0.25,0.375,0.167,0.833,"P4",0.833333333333333,4,0.375
"NYCK HARBOR","S CAROLINA",32,24.13,"D",8,"WR",2026,"SEC",48.8,4,26,8,6,2,35,17.5,0,1,2,0,0,4,1,0,17,8.5,2,0,1.35,11.3,1,0,0.5,0.5,"16.70%",54.2,0.077,0.231,0.167,0.333,"P4",0.333333333333333,5.83333333333333,0.230769230769231
"JAMARI HAWKINS","ARKANSAS",29,24.05,"D",9,"WR",2026,"SEC",60.9,2,16,4,2,2,20,10,0,1,0,0,0,2,0,0,14,7,6,0,1.25,3,1,0,1,0,"0.00%",108.3,0,0.125,0,1,"P4",1,10,0.125
"CENSERE LEE","PITTSBURGH",41,23.85,"D",10,"WR",2026,"ACC",57.1,3,28,3,3,2,18,9,0,1,0,0,0,2,2,1,1,0.5,2,0.5,0.64,6,0,1,1,0,"66.70%",82.6,0.107,0.107,0,0.667,"P4",0.666666666666667,6,0.107142857142857
"BEN BLACK III","RUTGERS",35,23.73,"D",2,"WR",2026,"Big Ten",67.3,2,15,2,3,2,30,15,0,2,0,0,0,2,0,0,6,3,1,0,2,10.7,1,0,1,0,"0.00%",59.7,0,0.2,0,0.667,"P4",0.666666666666667,10,0.2
"KAM SHANKS","WAKE",24,23.51,"D",5,"WR",2026,"ACC",63.9,5,20,0,6,3,39,13,0,3,2,0,0,5,0,0,18,6,3,0,1.95,10.5,1,0,0.6,0.4,"0.00%",70.8,0.2,0.3,0.167,0.5,"P4",0.5,6.5,0.3
"JEREMIAH MCCLELLAN","OREGON",63,23.43,"D",3,"WR",2026,"Big Ten",52.6,2,28,6,3,1,20,20,0,1,1,0,0,2,1,1,3,3,3,1,0.71,11.3,1,0,0.5,0.5,"33.30%",57.6,0.036,0.107,0,0.333,"P4",0.333333333333333,6.66666666666667,0.107142857142857
"KAHLEIL JACKSON","FLORIDA",25,22.86,"D",22,"WR",2026,"SEC",66.4,2,15,1,2,2,19,9.5,0,2,0,0,0,2,0,0,15,7.5,3,0,1.27,2,0,0,1,0,"0.00%",106.3,0,0.133,0,1,"P4",1,9.5,0.133333333333333
"RICKY JOHNSON","UTAH",39,22.31,"D",11,"WR",2026,"Big 12",57.2,1,22,7,2,1,17,17,0,1,0,0,0,1,0,0,2,2,0,0,0.77,25.5,1,0,1,0,"0.00%",39.6,0,0.091,0.5,0.5,"P4",0.5,8.5,0.0909090909090909
"ISAIAH SATEGNA III","OKLAHOMA",20,21.9,"D",1,"WR",2026,"SEC",51.6,3,42,14,8,2,9,4.5,0,0,0,0,0,2,2,0,8,4,7,0,0.21,11.5,0,1,1,0,"25.00%",39.6,0.167,0.191,0.125,0.25,"P4",0.25,1.125,0.19047619047619
"TYSEER DENMARK","VA TECH",16,21.55,"D",4,"WR",2026,"ACC",60.1,3,18,3,2,2,17,8.5,0,1,0,0,0,2,0,0,14,7,1,0,0.94,1.5,1,0,1,0,"0.00%",102.1,0.111,0.111,0,1,"P4",1,8.5,0.111111111111111
"JOSH DERRY","UCF",29,21.45,"D",5,"WR",2026,"Big 12",53.1,2,38,18,4,2,9,4.5,0,0,0,0,0,2,1,0,7,3.5,1,0,0.24,5.3,0,0,1,0,"25.00%",56.3,0.026,0.105,0,0.5,"P4",0.5,2.25,0.105263157894737
"ANTONIO JORDAN","ARKANSAS",14,21.37,"D",19,"WR",2026,"SEC",53.4,1,22,15,3,1,10,10,0,1,0,0,0,1,1,0,0,0,0,0,0.45,14.7,0,0,1,0,"33.30%",43.8,0,0.136,0.333,0.333,"P4",0.333333333333333,3.33333333333333,0.136363636363636
"NAESHAUN MONTGOMERY","MISSOURI",59,21.34,"D",0,"WR",2026,"SEC",57.9,1,20,2,1,1,12,12,0,1,0,0,0,1,0,0,6,6,6,0,0.6,6,0,0,1,0,"0.00%",116.7,0,0.05,0,1,"P4",1,12,0.05
"RODNEY BULLARD JR.","MICH STATE",73,21.33,"D",3,"WR",2026,"Big Ten",62.4,3,22,2,6,3,26,8.7,0,2,0,0,0,3,0,0,4,1.3,3,0,1.18,10.8,1,0,1,0,"0.00%",61.8,0.136,0.273,0,0.5,"P4",0.5,4.33333333333333,0.272727272727273
"DANNY SCUDERO","COLORADO",13,21.26,"D",18,"WR",2026,"Big 12",56.3,0,14,3,3,2,14,7,0,0,0,0,0,2,1,1,6,3,4,1,1,6,0,0,1,0,"33.30%",77.1,0.071,0.214,0,0.667,"P4",0.666666666666667,4.66666666666667,0.214285714285714
"LOUIS BROWN IV","BAYLOR",100,20.98,"D",4,"WR",2026,"Big 12",55.3,2,29,6,4,1,21,21,0,1,0,0,0,1,1,0,-1,-1,-1,0,0.72,29.3,1,0,1,0,"25.00%",9.4,0,0.138,0.75,0.25,"P4",0.25,5.25,0.137931034482759
"ISIAH CANION","GEORGIA",23,20.95,"D",6,"WR",2026,"SEC",53.1,1,16,8,2,1,6,6,0,0,0,0,0,1,0,0,8,8,7,0,0.38,19,0,1,1,0,"0.00%",56.3,0,0.125,0.5,0.5,"P4",0.5,3,0.125
"BRAYDEN TRIMBLE","ILLINOIS",29,20.87,"D",11,"WR",2026,"Big Ten",58.2,1,20,2,3,3,17,5.7,0,1,0,0,0,3,0,0,13,4.3,7,0,0.85,1.3,0,1,1,0,"0.00%",90.3,0.1,0.15,0,1,"P4",1,5.66666666666667,0.15
"JORDAN KING","CAL",35,20.7,"D",4,"WR",2026,"ACC",54.2,2,16,0,3,2,6,3,1,1,1,0,0,3,0,0,1,0.5,0,0,0.38,7.3,0,0,0.667,0.333,"0.00%",109.7,0.188,0.188,0,0.667,"P4",0.666666666666667,2,0.1875
"CHRIS LAWSON","WASHINGTON",56,20.67,"D",8,"WR",2026,"Big Ten",58.4,2,42,3,6,3,29,9.7,0,0,0,0,0,3,0,0,13,4.3,3,0,0.69,10,1,0,1,0,"0.00%",63.9,0.024,0.143,0.167,0.5,"P4",0.5,4.83333333333333,0.142857142857143
"OMARION MILLER","ARIZONA ST",36,20.22,"D",4,"WR",2026,"Big 12",49.6,7,40,3,15,9,24,2.7,0,0,1,1,0,11,3,0,46,5.1,20,0,0.6,2.1,0,1,0.818,0.091,"20.00%",36.8,0.35,0.375,0.133,0.6,"P4",0.6,1.6,0.375
"MICAH HUDSON","TEXAS TECH",47,20.21,"D",1,"WR",2026,"Big 12",56.2,1,28,3,2,1,18,18,0,1,0,0,0,1,0,0,-1,-1,1,0,0.64,12,1,0,1,0,"0.00%",81.3,0,0.071,0,0.5,"P4",0.5,9,0.0714285714285714
"ANDREW MARSH","MICHIGAN",45,20.09,"D",3,"WR",2026,"Big Ten",59.3,4,22,4,7,3,13,4.3,0,1,0,0,0,3,0,0,22,7.3,10,0,0.59,8.3,0,1,1,0,"0.00%",50.3,0.045,0.318,0.143,0.429,"P4",0.428571428571429,1.85714285714286,0.318181818181818
"TRE SPIVEY","ARIZONA",37,19.83,"F",12,"WR",2026,"Big 12",51.7,3,37,7,2,2,14,7,0,0,0,0,0,2,0,0,9,4.5,2,0,0.38,2.5,0,0,1,0,"0.00%",95.8,0.027,0.054,0,1,"P4",1,7,0.0540540540540541
"CHRIS HUNTER III","ARIZONA",36,19.29,"F",11,"WR",2026,"Big 12",55.6,6,32,7,4,1,12,12,0,1,0,0,0,2,2,0,4,4,2,0,0.38,17,0,0,0.5,0,"50.00%",39.6,0.031,0.125,0.5,0.25,"P4",0.25,3,0.125
"ISAIAH JOHNSON","CINCINNATI",24,19.24,"F",0,"WR",2026,"Big 12",59.1,1,22,0,6,5,20,4,0,1,0,0,0,5,0,0,33,6.6,8,0,0.91,-2.8,0,0,1,0,"0.00%",80.6,0.182,0.273,0,0.833,"P4",0.833333333333333,3.33333333333333,0.272727272727273
"JORDAN ALLEN","GA TECH",45,19.14,"F",4,"WR",2026,"ACC",60.1,5,47,4,9,4,26,6.5,0,3,0,0,0,4,1,0,18,4.5,2,0,0.55,6.2,1,0,1,0,"11.10%",12,0.149,0.191,0.111,0.444,"P4",0.444444444444444,2.88888888888889,0.191489361702128
"MIKE MATTHEWS","TENNESSEE",44,18.39,"F",4,"WR",2026,"SEC",58.9,2,22,3,4,2,16,8,0,1,0,0,0,2,0,0,5,2.5,2,0,0.73,13.5,0,0,1,0,"0.00%",60.4,0,0.182,0.25,0.5,"P4",0.5,4,0.181818181818182
"MALIK KNIGHT","PITTSBURGH",44,17.55,"F",7,"WR",2026,"ACC",54.3,3,21,2,3,2,20,10,0,1,1,0,0,3,0,0,2,1,2,0,0.95,7.3,1,0,0.667,0.333,"0.00%",85.4,0,0.143,0,0.667,"P4",0.666666666666667,6.66666666666667,0.142857142857143
"NITRO TUGGLE","S CAROLINA",17,16.86,"F",1,"WR",2026,"SEC",53.1,3,20,6,2,1,10,10,0,1,1,0,0,2,0,0,2,2,2,0,0.5,8,0,1,0.5,0.5,"0.00%",64.6,0,0.1,0,0.5,"P4",0.5,5,0.1
"COREY SIMMS","USC",35,16.78,"F",10,"WR",2026,"Big Ten",55.7,4,12,2,5,2,19,9.5,0,1,1,0,0,3,2,0,4,2,3,0,1.58,8.8,0,0,0.667,0.333,"40.00%",51.3,0.083,0.417,0,0.4,"P4",0.4,3.8,0.416666666666667
"GIYAHNI KONTOSIS","CINCINNATI",20,16.55,"F",18,"WR",2026,"Big 12",54,1,14,2,1,1,8,8,0,0,0,0,0,1,0,0,4,4,2,0,0.57,4,0,0,1,0,"0.00%",100,0,0.071,0,1,"P4",1,8,0.0714285714285714
"JARON TIBBS","KANSAS ST",44,16.54,"F",12,"WR",2026,"Big 12",50.8,6,39,12,6,2,9,4.5,0,1,1,0,0,3,0,0,0,0,0,0,0.23,12.8,0,0,0.667,0.333,"0.00%",42.4,0.026,0.154,0.167,0.333,"P4",0.333333333333333,1.5,0.153846153846154
"JOHNATHAN MONTAGUE JR.","BOSTON COL",17,15.25,"F",8,"WR",2026,"ACC",56.4,2,27,10,1,1,3,3,0,0,0,0,0,1,0,0,1,1,0,0,0.11,2,0,0,1,0,"0.00%",79.2,0,0.037,0,1,"P4",1,3,0.037037037037037
"MARQUIS JOHNSON","MISS STATE",40,15.04,"F",2,"WR",2026,"SEC",52.7,3,21,1,3,1,8,8,0,0,0,0,0,1,1,0,11,11,1,0,0.38,12.7,0,0,1,0,"33.30%",42.4,0.048,0.143,0.333,0.333,"P4",0.333333333333333,2.66666666666667,0.142857142857143
"DEVIN MCCUIN","OHIO STATE",37,14.9,"F",3,"WR",2026,"Big Ten",52.7,2,31,7,4,1,5,5,0,0,0,0,0,1,0,0,0,0,1,0,0.16,21.3,0,0,1,0,"0.00%",39.6,0.032,0.129,0.5,0.25,"P4",0.25,1.25,0.129032258064516
"TONY KINSLER","PITTSBURGH",30,14.89,"F",2,"WR",2026,"ACC",54.8,0,12,3,1,1,6,6,0,0,0,0,0,1,0,0,1,1,0,0,0.5,5,0,0,1,0,"0.00%",91.7,0.083,0.083,0,1,"P4",1,6,0.0833333333333333
"CHRISHON MCCRAY","MICH STATE",69,14.8,"F",13,"WR",2026,"Big Ten",61.9,3,23,0,3,2,10,5,0,2,0,0,0,2,1,0,5,2.5,4,0,0.43,3,0,0,1,0,"33.30%",71.5,0.043,0.13,0,0.667,"P4",0.666666666666667,3.33333333333333,0.130434782608696
"CJ BROWN","ARKANSAS",53,14.64,"F",3,"WR",2026,"SEC",50.4,0,40,14,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14.6,0,0,0,0,"60.00%",39.6,0,0.125,0.2,0,"P4",0,0,0.125
"DARIUS JOHNSON","SYRACUSE",31,14.38,"F",6,"WR",2026,"ACC",62.1,2,28,1,8,3,20,6.7,0,1,0,0,0,3,1,0,14,4.7,8,0,0.71,8.6,0,0,1,0,"12.50%",6.3,0.214,0.286,0.25,0.375,"P4",0.375,2.5,0.285714285714286
"RAIDEN VINES-BRIGHT","ARIZONA ST",40,14.35,"F",7,"WR",2026,"Big 12",52,6,29,4,3,1,13,13,0,1,1,0,0,2,1,0,3,3,3,0,0.45,16,0,1,0.5,0.5,"33.30%",8.3,0.069,0.103,0.333,0.333,"P4",0.333333333333333,4.33333333333333,0.103448275862069
"JOJO PHILLIPS","BYU",30,13.59,"F",13,"WR",2026,"Big 12",52.9,0,22,6,2,1,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0.23,12,0,0,1,0,"0.00%",56.3,0,0.091,0,0.5,"P4",0.5,2.5,0.0909090909090909
"MARLION JACKSON","VA TECH",19,12.97,"F",5,"WR",2026,"ACC",48.2,3,31,5,2,1,6,6,0,0,1,0,0,2,0,0,1,1,1,0,0.19,10.5,0,1,0.5,0.5,"0.00%",56.3,0.032,0.065,0,0.5,"P4",0.5,3,0.0645161290322581
"MICAH MAYS JR.","FLORIDA",26,12.84,"F",5,"WR",2026,"SEC",54.4,3,15,1,2,1,6,6,0,0,1,0,0,2,1,0,10,10,6,0,0.4,3.5,0,1,0.5,0.5,"50.00%",56.3,0.133,0.133,0,0.5,"P4",0.5,3,0.133333333333333
"TRISTEN BROWN","VANDERBILT",48,12.81,"F",5,"WR",2026,"SEC",52.9,0,27,1,2,1,9,9,0,0,0,0,0,1,0,0,3,3,0,0,0.33,5.5,0,0,1,0,"0.00%",62.5,0.037,0.074,0,0.5,"P4",0.5,4.5,0.0740740740740741
"JAYCE BROWN","LSU",51,12.66,"F",1,"WR",2026,"SEC",52.5,1,21,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,"0.00%",39.6,0,0.048,1,0,"P4",0,0,0.0476190476190476
"JAVARIUS GREEN","BOSTON COL",51,12.58,"F",4,"WR",2026,"ACC",53.6,3,29,3,6,3,21,7,0,1,1,0,0,5,1,0,5,1.7,0,0,0.72,4.5,0,0,0.6,0.2,"16.70%",18.8,0.138,0.207,0,0.5,"P4",0.5,3.5,0.206896551724138
"DJ MILLER","KENTUCKY",33,11.7,"F",7,"WR",2026,"SEC",50.9,1,34,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,"0.00%",39.6,0.029,0.059,0.5,0,"P4",0,0,0.0588235294117647
"BRETT ESKILDSEN","PENN STATE",30,11.49,"F",4,"WR",2026,"Big Ten",54,1,15,1,1,1,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0.27,4,0,0,1,0,"0.00%",83.3,0,0.067,0,1,"P4",1,4,0.0666666666666667
"MILES COLEMAN","OKLA STATE",54,11.38,"F",1,"WR",2026,"Big 12",60.3,3,17,0,5,3,14,4.7,0,0,0,0,0,3,0,0,11,3.7,1,0,0.82,2.6,0,0,1,0,"0.00%",25,0.235,0.294,0,0.6,"P4",0.6,2.8,0.294117647058824
"EVAN JAMES","IOWA",29,11.27,"F",8,"WR",2026,"Big Ten",49.2,1,16,2,1,1,3,3,0,0,0,0,0,1,0,0,2,2,2,0,0.19,1,0,0,1,0,"0.00%",79.2,0.063,0.063,0,1,"P4",1,3,0.0625
