"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"NOAH JOSEY","VIRGINIA",37,100,"A"
"HAYDEN TRETER","USC",33,96.32,"A"
"COOPER POWERS","TCU",49,89.06,"A"
"RODERICK KEARNEY","FLORIDA",32,85.99,"A"
"MAX BUCHANAN","MIAMI FL",29,84.16,"A"
"DREW EVANS","INDIANA",48,83.97,"A"
"KAMEN SMITH","NC STATE",58,82.65,"A"
"MAKILAN THOMAS","VIRGINIA",37,81.36,"A"
"CONNOR STROH","KANSAS",53,80.81,"A"
"SHADRE HURST","HOUSTON",29,79.13,"B"
"JOE BRUNNER","INDIANA",48,78.95,"B"
"CURTIS PEAGLER","MISSOURI",69,77.62,"B"
"JORDAN CHURCH","TEXAS TECH",79,76.24,"B"
"JULIAN ARMELLA","UCLA",49,75.93,"B"
"JACKSON CANTWELL","MIAMI FL",26,75.57,"B"
"DONTRELL GLOVER","GEORGIA",26,74.4,"B"
"KAYLON MILLER","USC",35,74.37,"B"
"ANDREW THREATT","N CAROLINA",42,74.06,"B"
"ZACH TAYLOR","CINCINNATI",27,72.26,"B"
"TRISTAN WILSON","MISSOURI",69,69.83,"B"
"LEIGHTON JONES","IOWA",60,68.86,"B"
"PATRICK KUTAS","OLE MISS",53,68.42,"B"
"MAKI STEWART","ARIZONA ST",65,68.41,"B"
"ERYX DAUGHERTY","LOUISVILLE",56,68.32,"B"
"TAVAKE TUIKOLOVATU","KANSAS",52,68.27,"B"
"JACOB STRAND","AUBURN",36,67.69,"B"
"CRISTIAN ALVAREZ","N CAROLINA",39,67.69,"B"
"YOUSEF MUGHARBIL","NC STATE",55,67.48,"B"
"JOSEPH HANSON","OKLA STATE",31,66.91,"B"
"TELLEK LOCKETTE","MARYLAND",34,66.82,"B"
"LAMARCUS DILLARD","W VIRGINIA",25,65.82,"B"
"TANNER MORLEY","KANSAS ST",25,65.21,"B"
"JOHNNIE BROWN III","LOUISVILLE",56,64.5,"B"
"DELANO TOWNSEND","OLE MISS",40,64.04,"B"
"KADE PIEPER","IOWA",60,63.85,"B"
"ALANI NOA","USC",68,63.61,"B"
"JACK LEYRER","AUBURN",41,63.42,"B"
"SHAMURAD UMAROV","TENNESSEE",54,63.09,"B"
"LJ PRUDHOMME","MISS STATE",56,62.92,"B"
"NICK SHARPE","MICH STATE",47,62.69,"B"
"MCKENZIE AGNELLO","HOUSTON",29,62.27,"B"
"TJ SHANAHAN JR.","FLORIDA",48,62.16,"B"
"AIDEN PASTORIZA","CINCINNATI",27,62.01,"B"
"KNIJEAH HARRIS","FLORIDA",41,61.46,"B"
"CHAUNCEY GOODEN","COLORADO",63,61.34,"B"
"CADEN MAAS","IOWA STATE",53,61.26,"B"
"EVAN TENGESDAHL","CINCINNATI",56,61.1,"B"
"EUGENE BROOKS","UCLA",34,60.87,"B"
"RYAN BERGER","WAKE",53,60.68,"B"
"EMMANUEL KOJO POKU","S CAROLINA",66,60.56,"B"
"STYLZ BLACKMON","WISCONSIN",47,59.63,"C"
"JUDAH PRUITT","BOSTON COL",62,59.35,"C"
"COOPER LOVELACE","BAYLOR",29,59.14,"C"
"MANUEL BEIGEL","MICHIGAN",29,58.93,"C"
"NICK KRAHE","W VIRGINIA",32,58.86,"C"
"PAUL MUBENGA","NEBRASKA",56,58.78,"C"
"XAVIER LOZOWICKI","CINCINNATI",56,58.69,"C"
"BEN CONGDON","MIAMI FL",26,58.42,"C"
"GREG JOHNSON","MINNESOTA",67,58.24,"C"
"KEITON JONES","KANSAS ST",44,58.24,"C"
"ROGER ALDERMAN","UTAH",43,58.04,"C"
"TREVOR BUHR","PENN STATE",59,57.69,"C"
"DANTAE CHIN","RUTGERS",40,57.43,"C"
"JAYVON MCFADDEN","COLORADO",63,56.74,"C"
"TJ MCMILLEN","ILLINOIS",62,56.55,"C"
"WILLIAM SANDERS","ALABAMA",68,56.34,"C"
"NATE KIBBLE","BAYLOR",78,56.25,"C"
"MALACHI BRELAND","ARKANSAS",81,56.04,"C"
"COLIN CUBBERLY","WISCONSIN",47,55.72,"C"
"BRENDAN BLACK","NEBRASKA",56,55.18,"C"
"TROVON BAUGH","TEXAS A&M",56,54.94,"C"
"NOAH MCKINNEY","TCU",61,54.85,"C"
"ROBERT SMITH IV","BOSTON COL",62,54.85,"C"
"TEGRA TSHABOLA","KENTUCKY",40,54.79,"C"
"JORDAN LARSEN","DUKE",60,54.46,"C"
"CLINTON RICHARD","WAKE",70,54.31,"C"
"BRADLEY SMITH","DUKE",60,54.06,"C"
"DYLAN SIKORSKI","TEXAS",80,53.91,"C"
"BJ WILLIAMS","PITTSBURGH",74,53.79,"C"
"HUNTER ZAMBRANO","TEXAS TECH",79,53.55,"C"
"TONY NELSON","MINNESOTA",56,53.25,"C"
"TYSON RUFFINS","CAL",64,53.21,"C"
"CHARLIE ADAMS","KANSAS ST",44,53.16,"C"
"ASHER HALE","BAYLOR",79,52.42,"C"
"AMIR HERRING","KANSAS",36,52.27,"C"
"SONNY MAKASINI","BYU",60,52.22,"C"
"BRANDON HANSEN","ILLINOIS",73,51.86,"C"
"BLAKE IVY","TEXAS A&M",41,51.77,"C"
"ALEX WOODS","SMU",29,51.45,"C"
"DJ CHESTER","MISS STATE",75,51.41,"C"
"AUSTIN SIEREVELD","OHIO STATE",65,51.15,"C"
"CONNER MOORE","MICH STATE",62,51.08,"C"
"GAVIN BLANCHARD","CLEMSON",25,50.75,"C"
"ELYJAH THURMON","CLEMSON",54,50.67,"C"
"ADDISON NICHOLS","SMU",29,50.01,"C"
"KYLE SFARCIOC","BYU",60,48.92,"C"
"NOLAN HAY","S CAROLINA",65,48.77,"C"
"OLUWAFUNTO AKINSHILO","SYRACUSE",91,48.37,"C"
"JOHN MILLS","WASHINGTON",75,47.52,"C"
"HARRISON CLUFF","BAYLOR",78,47.24,"C"
"SOLATOA MOEA'I","UTAH",39,47.09,"C"
"ALEXANDER DOOST","ARIZONA",67,46.11,"C"
"CHASE DUARTE","KANSAS ST",31,45.98,"C"
"KELVIN OBOT","UTAH",36,45.3,"C"
"CARTER SWEAZIE","UCLA",50,44.82,"C"
"ALIOU BAH","LSU",77,44.77,"C"
"RONAN O'CONNELL","CLEMSON",71,44.74,"C"
"CADE MCCONNELL","VANDERBILT",69,44.38,"C"
"RYAN HOWERTON","MARYLAND",76,44.18,"C"
"KWABENA ASAMOAH","RUTGERS",70,41.94,"C"
"BYRON WASHINGTON","SYRACUSE",91,41.62,"C"
"KENDALL STANLEY","PITTSBURGH",74,41.29,"C"
"LAYTH GHANNAM","VA TECH",58,39.37,"D"
"KEVIN PEAY JR.","GA TECH",76,38.86,"D"
"NATHAN EFOBI","MICHIGAN",63,38.26,"D"
"KEVO WESLEY","VANDERBILT",50,38.23,"D"
"ZYKIE HELTON","GEORGIA",41,37.74,"D"
"WENDELL MOE JR.","TENNESSEE",68,36.98,"D"
"MAL WALDREP JR.","ALABAMA",68,36.87,"D"
"BRANDON BAKER","TEXAS",80,36.43,"D"
"SIOAPE VATIKANI","CAL",64,36.31,"D"
"DAVE IULI","OREGON",61,35.33,"D"
"COOPER COUSINS","PENN STATE",59,35.19,"D"
"GEIREAN HATCHETT","WASHINGTON",75,34.61,"D"
"JOHNNY DICKSON III","OKLA STATE",87,34.12,"D"
"BRODY MEADOWS","VA TECH",35,34.07,"D"
"LUKE MONTGOMERY","OHIO STATE",65,33.53,"D"
"MONTAVIOUS CUNNINGHAM","VA TECH",70,33.36,"D"
"RHINO TAPA'ATOUTAI","ARIZONA",67,32.84,"D"
"BRADY NORTON","MICHIGAN",63,32.4,"D"
"MARQUES EASLEY","PURDUE",71,32.4,"D"
"ROB LAPUAHO","ARIZONA ST",50,31.14,"D"
"TOA KATOA","SMU",26,31.11,"D"
"AMORY HILLS","MARYLAND",48,29.61,"D"
"OWEN SPELL","UCF",27,27.94,"D"
"COLLIN SADLER","CLEMSON",79,27.26,"D"
"COLE SKINNER","AUBURN",40,27.19,"D"
"BRADY WAYBURN","UCF",57,26.36,"D"
"JOSEPH IONATA","GA TECH",76,25.01,"D"
"AUSTIN BARRETT","IOWA STATE",53,24.41,"D"
"KOBE BRANHAM","ARKANSAS",75,23.4,"D"
"MICAH BANUELOS","PURDUE",86,21.7,"D"
"BO BORDELON","LSU",77,21.45,"D"
"EDDY PIERRE-LOUIS","OKLAHOMA",65,20.16,"D"
"JORDAN KNOX","KENTUCKY",28,18.3,"F"
"AMARE GRAYSON","W VIRGINIA",32,12.89,"F"
"RYAN FODJE","OKLAHOMA",65,8.75,"F"
"DEVIN VASS","W VIRGINIA",25,0,"F"
