"Name","Team","Jersey.Number.x","Position","Season","Conference.x","Rush.Grade","Key.Plays.x","Attempts","Rush.Yards","Yards.per.Attempt","Rush.Touchdowns","First.Down.Runs","Fumbles.x","Fumbles.Lost.x","Missed.Tackles.on.Runs","Yards.before.Contact","Yards.before.Contact.per.Attempt","Yards.after.Contact","Yards.after.Contract.per.Attempt","Scrambles","First.down.or.Touchdown.percentage","Missed.Tackles.forced.per.Attempt","Explosive.Runs","Change.of.direction.percentage","Team.Name","Jersey.Number.y","Conference.y","Receiving.Grade","Key.Plays.y","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles.y","Fumbles.Lost.y","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference","Conference_Level","Offensive.Snaps","Composite_Score","Player_Grade"
"CAMERON DICKEY","TEXAS TECH",8,"HB",2026,"Big 12",48.9,4,12,30,2.5,1,2,1,0,0,15,1.3,15,1.3,0,0.167,0,0,0,"TEXAS TECH",8,"Big 12",54.3,1,14,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-4,0,0,"0.00%","0.00%","100%",39.6,0.071,0.071,0,"0.00%","Big 12","P4",41,15.32,"F"
"TREY COOLEY","WASHINGTON",22,"HB",2026,"Big Ten",62,2,7,22,3.1,0,2,0,0,0,12,1.7,10,1.4,0,0.286,0,1,0.286,"WASHINGTON",22,"Big Ten",38,2,21,0,2,1,-1,-1,0,0,1,0,0,2,0,0,3,3,2,0,-0.05,-3.5,0,0,"50.00%","50.00%","0.00%",56.3,0,0.095,0,"50.00%","Big Ten","P4",8,15.22,"F"
"JAVIN GORDON","TENNESSEE",6,"HB",2026,"SEC",64.7,4,10,32,3.2,0,1,0,0,0,17,1.7,15,1.5,0,0.1,0,0,0,"TENNESSEE",6,"SEC",56.4,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5,0,0,"0.00%","0.00%","100%",39.6,0,0.167,0,"0.00%","SEC","P4",22,13.85,"F"
"CHRISTIAN CLARK","S CAROLINA",10,"HB",2026,"SEC",62.4,3,7,27,3.9,0,1,0,0,0,9,1.3,18,2.6,0,0.143,0,0,0.143,"S CAROLINA",10,"SEC",54,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","SEC","P4",15,12.35,"F"
"YASIN WILLIS","KANSAS",6,"HB",2026,"Big 12",58.1,3,8,18,2.3,0,0,0,0,1,-2,-0.3,20,2.5,0,0,0.13,0,0,"KANSAS",6,"Big 12",66.1,1,18,0,2,2,10,5,0,1,0,0,0,2,0,0,11,5.5,2,0,0.56,-0.5,0,0,"100%","0.00%","0.00%",87.5,0,0.111,0,"100%","Big 12","P4",26,12.23,"F"
"BO WALKER","GEORGIA",24,"HB",2026,"SEC",70.4,4,7,14,2,0,0,0,0,2,10,1.4,4,0.6,0,0,0.29,0,0.143,"GEORGIA",24,"SEC",28.8,1,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,"0.00%","100%","0.00%",39.6,0,0.2,0,"0.00%","SEC","P4",9,11.52,"F"
"LEKHY THOMPKINS","LOUISVILLE",22,"HB",2026,"ACC",68.2,3,6,16,2.7,0,1,0,0,0,0,0,16,2.7,0,0.167,0,0,0,"LOUISVILLE",22,"ACC",58.9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","ACC","P4",NA,8.03,"F"
"BRIAN BONNER JR.","WASHINGTON",34,"HB",2026,"Big Ten",49.4,3,9,22,2.4,0,0,1,0,0,10,1.1,12,1.3,0,0,0,0,0.333,"WASHINGTON",34,"Big Ten",54.7,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big Ten","P4",NA,7.49,"F"
"JAQUAIL SMITH","COLORADO",23,"HB",2026,"Big 12",60.2,3,6,19,3.2,0,1,0,0,0,3,0.5,16,2.7,0,0.167,0,0,0,"COLORADO",23,"Big 12",58.1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big 12","P4",12,7.28,"F"
"SEAN CUONO","INDIANA",20,"HB",2026,"Big Ten",54.8,1,6,16,2.7,0,0,0,0,0,2,0.3,14,2.3,0,0,0,0,0.333,"INDIANA",20,"Big Ten",58.3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big Ten","P4",1,6.66,"F"
"SHAVANE ANDERSON JR.","SYRACUSE",23,"HB",2026,"ACC",57.4,2,9,18,2,0,1,0,0,0,-2,-0.2,20,2.2,0,0.111,0,0,0,"SYRACUSE",23,"ACC",56.6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","ACC","P4",18,5.29,"F"
"SUTTON SMITH","ARKANSAS",5,"HB",2026,"SEC",50.8,0,7,13,1.9,0,0,0,0,0,4,0.6,9,1.3,0,0,0,0,0,"ARKANSAS",5,"SEC",28.6,2,16,0,4,1,-2,-2,0,0,2,0,0,3,0,0,0,0,0,0,-0.13,6.5,0,0,"33.30%","66.70%","0.00%",39.6,0,0.25,0,"25.00%","SEC","P4",49,0.54,"F"
"DARIUS MORANT","W VIRGINIA",34,"HB",2026,"Big 12",59.5,1,6,18,3,0,0,0,0,0,3,0.5,15,2.5,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,"Big 12","P4",NA,0,"F"
