"Name","Team","Total_Snaps","Avg_Snaps_Per_Game","Games_Played","Adjusted_Score","Display_Grade"
"FLUFF BOTHWELL","MISS STATE",74,37,2,68.89,"B"
"MARK FLETCHER JR.","MIAMI FL",64,32,2,68.66,"B"
"DANIEL HILL","ALABAMA",60,30,2,68.4,"B"
"IVERSON HOWARD","MARYLAND",50,25,2,67.96,"B"
"MICAH WELCH","COLORADO",48,24,2,67.23,"B"
"MARCELLOUS HAWKINS JR.","VA TECH",54,27,2,66.44,"B-"
"CALEB HAWKINS","OKLA STATE",104,52,2,66.31,"B-"
"DAWSON PENDERGRASS","BAYLOR",122,61,2,66.08,"B-"
"KING MILLER","USC",68,34,2,65.19,"B-"
"JA'KOBI JACKSON","OHIO STATE",18,18,1,64.96,"B-"
"MEKHI NELSON","NEBRASKA",56,28,2,64.84,"B-"
"JOE JACKSON","KANSAS ST",38,19,2,61.63,"B-"
"LJ MARTIN","BYU",51,25.5,2,61.3,"B-"
"DERRICK MCFALL","SMU",4,4,1,61.29,"B-"
"KEDRICK REESCANO","ARIZONA",56,28,2,60.88,"B-"
"LAMARCUS BELL","UTAH",0,NA,1,60.44,"B-"
"MAKHI HUGHES","HOUSTON",72,36,2,60.41,"B-"
"KYSON BROWN","ARIZONA ST",36,18,2,60.04,"B-"
"JEFFREY OVERTON JR.","VA TECH",48,24,2,59.39,"C+"
"DJ BUTLER","HOUSTON",8,8,1,58.58,"C+"
"MONTERRIO ELSTON JR.","KANSAS ST",15,15,1,58.55,"C+"
"DUKE WATSON","UCF",40,20,2,57.62,"C+"
"CA'LIL VALENTINE","ILLINOIS",46,23,2,56.88,"C+"
"KENDRICK RAPHAEL","SMU",34,34,1,55.64,"C+"
"CADEN KNIGHTEN","BAYLOR",56,28,2,55.61,"C+"
"JABREE COLEMAN","S CAROLINA",10,10,1,54.74,"C+"
"MICHAEL TURNER","BAYLOR",12,12,1,54.68,"C+"
"ABU SAMA III","WISCONSIN",62,31,2,54.29,"C+"
"DEMON JUNE","N CAROLINA",0,NA,1,53.95,"C+"
"OMAR MABSON II","AUBURN",46,23,2,53.21,"C"
"WAYMOND JORDAN","USC",50,25,2,52.88,"C"
"JAMAL ROBERTS","MISSOURI",62,31,2,52.71,"C"
"LLOYD AVANT","OKLAHOMA",50,25,2,52.53,"C"
"LEGEND BEY","OHIO STATE",0,NA,1,52.46,"C"
"RE'SHAUN SANFORD II","HOUSTON",32,32,1,52.45,"C"
"HARRY DALTON III","MARYLAND",66,33,2,52.42,"C"
"ANTHONY WOODS","UCLA",34,17,2,52.41,"C"
"JEREMIAH COBB","AUBURN",88,44,2,52.41,"C"
"ISAAC BROWN","LOUISVILLE",78,39,2,52.17,"C"
"DEVAUGHN EKA","BYU",0,NA,1,52.13,"C"
"ZANE SMITH","HOUSTON",0,NA,1,52.12,"C"
"EJ CROWELL","ALABAMA",0,NA,1,52.02,"C"
"JASON PATTERSON","KENTUCKY",36,18,2,51.34,"C"
"CLAY THEVENIN","RUTGERS",23,23,1,50.48,"C"
"JA'KYRIAN TURNER","PITTSBURGH",34,34,1,50.36,"C"
"LEE BEEBE JR.","INDIANA",50,25,2,50.17,"C"
"BRAYLEN RUSSELL","ARKANSAS",27,27,1,49.54,"C"
"DUKE CLARK","FLORIDA",40,20,2,49.35,"C"
"JU'JUAN JOHNSON","SYRACUSE",0,NA,1,49.33,"C"
"JAWARN HOWELL","S CAROLINA",0,NA,1,49.26,"C"
"TY CLARK III","WAKE",74,37,2,49.13,"C"
"DRAMEKCO GREEN","SMU",31,31,1,49.09,"C"
"SHAVANE ANDERSON JR.","SYRACUSE",36,18,2,49.02,"C"
"DAMIAN HENDERSON II","COLORADO",17,17,1,49,"C"
"DYLAN EDWARDS","KANSAS",22,22,1,48.91,"C"
"AIDEN FLORA","IOWA STATE",13,13,2,48.58,"C"
"ISAIAH WEST","OHIO STATE",19,19,1,48.52,"C"
"RALEEK BROWN","TEXAS",64,32,2,46.11,"C-"
"SAVION HITER","MICHIGAN",9,9,1,45.92,"C-"
