"Name","Team","Total_Snaps","Avg_Snaps_Per_Game","Games_Played","Adjusted_Score","Display_Grade"
"NOAH JOSEY","VIRGINIA",37,37,1,100,"A+"
"COOPER POWERS","TCU",49,49,1,99.82,"A+"
"KAMEN SMITH","NC STATE",58,58,1,94.74,"A+"
"MAKILAN THOMAS","VIRGINIA",37,37,1,93.7,"A+"
"CONNOR STROH","KANSAS",53,53,1,93.26,"A"
"ZACK OWENS","MISSOURI",41,41,1,92.15,"A"
"GREG JOHNSON","MINNESOTA",116,58,2,91.89,"A"
"SHADRE HURST","HOUSTON",105,52.5,2,88.62,"A"
"KHALIEF CANTY JR.","MISSOURI",40,40,1,88.53,"A"
"KAYLON MILLER","USC",35,35,1,87.99,"A"
"MAIKA MATELAU","ILLINOIS",44,44,1,87.89,"A"
"ANDREW THREATT","N CAROLINA",42,42,1,87.73,"A"
"TAVAKE TUIKOLOVATU","KANSAS",111,55.5,2,87.56,"A"
"DREW EVANS","INDIANA",95,47.5,2,87.43,"A"
"CHRIS VIGNA","RUTGERS",27,27,1,87.23,"A"
"ZACH TAYLOR","CINCINNATI",27,27,1,86.23,"A-"
"HAYDEN TRETER","USC",92,46,2,85.7,"A-"
"KADE PIEPER","IOWA",99,49.5,2,84.02,"A-"
"CURTIS PEAGLER","MISSOURI",107,53.5,2,83.53,"A-"
"JULIAN ARMELLA","UCLA",80,40,2,83.31,"A-"
"TRISTAN WILSON","MISSOURI",107,53.5,2,82.83,"A-"
"MAX BUCHANAN","MIAMI FL",79,39.5,2,82.66,"A-"
"CRISTIAN ALVAREZ","N CAROLINA",39,39,1,82.38,"A-"
"YOUSEF MUGHARBIL","NC STATE",55,55,1,82.2,"A-"
"AMIR HERRING","KANSAS",87,43.5,2,81.99,"A-"
"CHAUNCEY GOODEN","COLORADO",130,65,2,81.71,"A-"
"BRANDON HENDERSON","ILLINOIS",39,39,1,81.25,"A-"
"JADEN BALL","MINNESOTA",28,28,1,81.18,"A-"
"JORDAN CHURCH","TEXAS TECH",152,76,2,81.06,"A-"
"LAMARCUS DILLARD","W VIRGINIA",25,25,1,80.78,"A-"
"TANNER MORLEY","KANSAS ST",25,25,1,80.26,"A-"
"RODERICK KEARNEY","FLORIDA",69,34.5,2,80.24,"A-"
"JAYVON MCFADDEN","COLORADO",141,70.5,2,80.15,"A-"
"XAVIER LOZOWICKI","CINCINNATI",117,58.5,2,79.86,"B+"
"SEUSEU ALOFAITULI","MIAMI FL",41,41,1,79.46,"B+"
"CHARLIE ADAMS","KANSAS ST",77,38.5,2,79.21,"B+"
"RYAN BERGER","WAKE",120,60,2,78.75,"B+"
"JACK LEYRER","AUBURN",41,41,1,78.71,"B+"
"AIDEN PASTORIZA","CINCINNATI",27,27,1,77.48,"B+"
"EBUBEDIKE NNABUGWU","S CAROLINA",30,30,1,77.48,"B+"
"TELLEK LOCKETTE","MARYLAND",64,32,2,77.45,"B+"
"EVAN TENGESDAHL","CINCINNATI",117,58.5,2,76.97,"B+"
"SONNY MAKASINI","BYU",105,52.5,2,76.96,"B+"
"TONY NELSON","MINNESOTA",94,47,2,76.55,"B+"
"NICK SHARPE","MICH STATE",117,58.5,2,76.1,"B+"
"DONTRELL GLOVER","GEORGIA",51,25.5,2,76.04,"B+"
"GABE VANSICKLE","OHIO STATE",43,43,1,75.98,"B+"
"DELANO TOWNSEND","OLE MISS",116,58,2,72.54,"B"
"KEITON JONES","KANSAS ST",85,42.5,2,72.53,"B"
"JAKE COOK","OHIO STATE",28,28,1,72.27,"B"
"STYLZ BLACKMON","WISCONSIN",47,47,1,72.05,"B"
"JOE BRUNNER","INDIANA",95,47.5,2,71.99,"B"
"WILL TOMPKINS","PENN STATE",28,28,1,71.95,"B"
"JOSEPH HANSON","OKLA STATE",122,61,2,71.74,"B"
"COOPER LOVELACE","BAYLOR",29,29,1,71.64,"B"
"MANUEL BEIGEL","MICHIGAN",29,29,1,71.46,"B"
"TYSON RUFFINS","CAL",154,77,2,71.42,"B"
"MAKI STEWART","ARIZONA ST",110,55,2,71.36,"B"
"BEN CONGDON","MIAMI FL",26,26,1,71.03,"B"
"ALANI NOA","USC",120,60,2,70.78,"B"
"DANIEL CALHOUN","GEORGIA",29,29,1,70.52,"B"
"TJ LOCKHART","MISS STATE",27,27,1,70.31,"B"
"ANTHONY ROBSOCK","MARYLAND",26,26,1,70.22,"B"
"TJ SHANAHAN JR.","FLORIDA",95,47.5,2,70.06,"B"
"ADDISON NICHOLS","SMU",98,49,2,69.89,"B"
"ERYX DAUGHERTY","LOUISVILLE",126,63,2,69.86,"B"
"DANTAE CHIN","RUTGERS",77,38.5,2,69.74,"B"
"ALEXANDER DOOST","ARIZONA",122,61,2,69.56,"B"
"TJ MCMILLEN","ILLINOIS",62,62,1,69.43,"B"
"KNIJEAH HARRIS","FLORIDA",84,42,2,69.31,"B"
"CADEN MAAS","IOWA STATE",102,51,2,69.29,"B"
"EMMANUEL KOJO POKU","S CAROLINA",111,55.5,2,69.15,"B"
"DYLAN SIKORSKI","TEXAS",113,56.5,2,68.95,"B"
"EUGENE BROOKS","UCLA",83,41.5,2,68.78,"B"
"OLUWAFUNTO AKINSHILO","SYRACUSE",157,78.5,2,68.75,"B"
"TYLER THOMAS","TEXAS A&M",37,37,1,68.64,"B"
"LEIGHTON JONES","IOWA",127,63.5,2,68.59,"B"
"COLIN CUBBERLY","WISCONSIN",108,54,2,68.46,"B"
"CARTER SWEAZIE","UCLA",84,42,2,68.26,"B"
"LJ PRUDHOMME","MISS STATE",105,52.5,2,68.15,"B"
"NOLAN HAY","S CAROLINA",116,58,2,68.09,"B"
"ALEX WOODS","SMU",98,49,2,68,"B"
"BLAKE IVY","TEXAS A&M",94,47,2,67.99,"B"
"HANK PURVIS","S CAROLINA",33,33,1,67.99,"B"
