"Name","Team","Total_Snaps","Avg_Snaps_Per_Game","Games_Played","Adjusted_Score","Display_Grade"
"JIREH MOE","UTAH",52,52,1,100,"A+"
"XAVIER LEWIS","N CAROLINA",40,40,1,100,"A+"
"DEVONTE TEZINO","BAYLOR",41,41,1,97.35,"A+"
"AYCEN STEVENS","VA TECH",23,23,1,96.64,"A+"
"WILL HOLMES","ILLINOIS",68,34,2,94.77,"A+"
"A.J. HOLMES JR.","TEXAS TECH",95,47.5,2,94.41,"A+"
"BEAR ALEXANDER","OREGON",103,51.5,2,92.5,"A"
"TOMIWA DUROJAIYE","S CAROLINA",57,28.5,2,92.49,"A"
"MALCOLM ALCORN-CROWDER","SMU",62,31,2,88.68,"A"
"ELI COENEN","MICH STATE",64,32,2,87.69,"A"
"DEVAN KENNEDY","IOWA",16,16,1,87.57,"A"
"XAVIER GILLIAM","TENNESSEE",80,40,2,84.12,"A-"
"TREY PIERCE","MICHIGAN",91,45.5,2,83.96,"A-"
"LEROY JACKSON","N CAROLINA",42,42,1,83.03,"A-"
"JIDE ABASIRI","USC",52,26,2,82.61,"A-"
"BRENDAN FLAKES","NWESTERN",53,53,1,82.21,"A-"
"JULIEN LAVENTURE","TEXAS TECH",21,21,1,82.04,"A-"
"NICK JAMES","PITTSBURGH",85,42.5,2,80.73,"A-"
"JORDAN ALLEN","KANSAS ST",67,33.5,2,80.68,"A-"
"CORTEZ HARRIS","VA TECH",36,18,2,80.3,"A-"
"JAYDEN JACKSON","OKLAHOMA",70,35,2,80.22,"A-"
"JEFFSON LAFONTANT","UCF",67,33.5,2,79.5,"B+"
"NISSI OGBEBOR","SYRACUSE",86,43,2,77,"B+"
"DARIUS WILEY","W VIRGINIA",26,26,1,76.79,"B+"
"DARRION HENRY-YOUNG","VIRGINIA",24,24,1,76.74,"B+"
"ISAIAH JOHNSON","N CAROLINA",28,28,1,76.56,"B+"
"DEUCE GERALDS","LSU",50,25,2,76.54,"B+"
"JERAMIAH MCCLOUD","FLORIDA",81,40.5,2,76.43,"B+"
"GERARD JOHNSON III","VA TECH",15,15,1,76.42,"B+"
"JOE HJELLE","INDIANA",48,24,2,75.89,"B+"
"DENIGEL COOPER","WISCONSIN",21,21,1,75.75,"B+"
"EMMANUEL OYEBADEJO","FLORIDA",24,24,1,75.61,"B+"
"TAWFIQ THOMAS","GA TECH",106,53,2,75.52,"B+"
"SANTANA HOPPER","COLORADO",87,43.5,2,75.36,"B+"
"CODY SIGLER","AUBURN",87,43.5,2,75.29,"B+"
"KEVIN MOORER JR.","ARIZONA",19,19,1,75.28,"B+"
"DEREK COLMAN-BRUSA","WASHINGTON",46,23,2,74.77,"B+"
"D'ANTRE ROBINSON","OREGON",22,22,1,73.47,"B+"
"NATE GABRIEL","W VIRGINIA",89,44.5,2,72.83,"B"
"EYAN THOMAS","MARYLAND",38,19,2,72.63,"B"
"ADRIAN FARROW","NC STATE",21,21,1,72.26,"B"
"MARIO LANDINO","INDIANA",72,36,2,71.35,"B"
"VINCENT CARROLL-JACKSON","GA TECH",94,47,2,71.19,"B"
"CONNOR BACHHUBER","STANFORD",36,36,1,70.94,"B"
"BRYCE HAWTHORNE","IOWA",63,31.5,2,70.83,"B"
"TAVION GADSON","KENTUCKY",70,35,2,70.8,"B"
"KJ HENSON","W VIRGINIA",51,25.5,2,70.04,"B"
"DILLAN FONTUS","SYRACUSE",61,30.5,2,69.63,"B"
"DALLAS AFALAVA","WAKE",84,42,2,69.07,"B"
"IAN GEFFRARD","TEXAS",50,25,2,68.91,"B"
"MYLACHI WILLIAMS","VA TECH",30,15,2,68.12,"B"
"PRESTON WATSON","DUKE",75,37.5,2,68.02,"B"
"WYATT GILMORE","OKLAHOMA",16,16,1,68,"B"
"HORACE LOCKETT","UCF",54,27,2,67.67,"B"
"KHALIL LAUFAU","HOUSTON",73,36.5,2,67.54,"B"
"WILL ECHOLES","OLE MISS",74,37,2,67.47,"B"
"ANSEL DIN-MBUH","TCU",26,26,1,67.12,"B"
"STERLING WEBB","MISSOURI",36,36,1,66.83,"B"
"SIALE TAUPAKI","PENN STATE",52,26,2,66.8,"B"
"NICCO MAGGIO","N CAROLINA",30,30,1,66.43,"B-"
"CHRISTIAN DAVIS","SMU",52,26,2,66.35,"B-"
"COLBY CRONK","NC STATE",16,16,1,66.17,"B-"
"JAHSEAR WHITTINGTON","NEBRASKA",57,28.5,2,66.14,"B-"
"JAMARI LYONS","FLORIDA",27,27,1,65.91,"B-"
"ULAVAI FETULI","BYU",20,20,1,65.75,"B-"
"TRENT WILSON","OKLAHOMA",15,15,1,65.63,"B-"
"KALVIN DINKINS","MISS STATE",27,27,1,65.16,"B-"
"RONDO PORTER","RUTGERS",70,35,2,65.01,"B-"
"MYRON CHARLES","TEXAS",15,15,1,64.76,"B-"
"DOMINICK MCKINLEY","LSU",19,19,1,64.24,"B-"
"JOHN WALKER","OHIO STATE",74,37,2,63.86,"B-"
"ELHADJ FALL","VA TECH",40,20,2,63.2,"B-"
"DJ HICKS","TEXAS A&M",52,26,2,62.98,"B-"
"KALEN EDWARDS","KENTUCKY",39,19.5,2,62.7,"B-"
"DALLAS WALKER IV","AUBURN",80,40,2,62.43,"B-"
"TYLER THOMAS","KENTUCKY",18,18,1,62.38,"B-"
"TRAVIS BATES","KANSAS ST",71,35.5,2,62.37,"B-"
"A'MAURI WASHINGTON","OREGON",81,40.5,2,59.19,"C+"
"MARKIS DEAL","TCU",21,21,1,59.09,"C+"
"RANDY ADIRIKA","VA TECH",16,16,1,59.03,"C+"
"TYLER GANT","NWESTERN",49,49,1,59.02,"C+"
"DAYLEN RUSSELL","LOUISVILLE",57,28.5,2,58.96,"C+"
"CURT NEAL","PURDUE",66,33,2,58.73,"C+"
"DARIN CONLEY","WASHINGTON",74,37,2,58.66,"C+"
"MATT HERRON","WAKE",71,35.5,2,58.42,"C+"
"CHRIS MURRAY","AUBURN",41,41,1,58.39,"C+"
"KENNETH MERRIEWEATHER","IOWA",51,25.5,2,58.39,"C+"
"JJ HANNE","GEORGIA",30,15,2,58.38,"C+"
"KARSON KAUFUSI","UTAH",61,30.5,2,58.34,"C+"
"MATEEN IBIROGBA","TEXAS TECH",89,44.5,2,58.17,"C+"
"BRYCE BUTLER","TEXAS TECH",35,17.5,2,57.91,"C+"
"KEDRICK BINGLEY-JONES","ALABAMA",38,19,2,57.78,"C+"
"RASHARD PERRY","SYRACUSE",51,25.5,2,57.67,"C+"
"KOLE BRIEHLER","STANFORD",30,30,1,57.56,"C+"
"RILEY VAN POPPEL","NEBRASKA",48,24,2,57.51,"C+"
"ALEX VANSUMEREN","USC",58,29,2,57.46,"C+"
"JARAY BLEDSOE","MISS STATE",64,32,2,57.09,"C+"
