"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade"
"Hudson Page","ABILENE CH",58,100,"A"
"Rodney Mills","LIUSHAR",48,78.61,"B"
"Quoy Rainey","DELWARE ST",42,76.72,"B"
"Marquise Brunson","DELWARE ST",26,76.19,"B"
"Ka Von Chisolm","SCAR STATE",26,75.67,"B"
"Marquacious Wright","LIUSHAR",37,74.74,"B"
"Khalib Robinson","CHISTA",38,74.45,"B"
"Cameron Daniels","MURRAY ST",30,73.8,"B"
"Chris Campanelli","NEW HAMP",34,72.95,"B"
"Trevion Traylor","CENT ARK",40,72.68,"B"
"Gensley Auguste","DELWARE ST",29,72.06,"B"
"Franz Reisz","N IOWA",26,70.41,"B"
"Shawan Lewis","ALBANY",35,69.38,"B"
"Asher Wilson","ROB MORRIS",52,69.06,"B"
"Jyheam Ingram","N ALABAMA",44,66.11,"B"
"IyiolaOluwa Solomi","LAMAR",50,65.52,"B"
"Seven Cloud","TARLETON",46,65.46,"B"
"Lewon Lurry Jr.","BETH COOK",63,62.76,"B"
"Case Mankins","RHODE ISLD",44,61.7,"B"
"Kolby Gibbons","N IOWA",33,60.41,"B"
"Zacchaeus Dixon","MERCYHURST",45,59.81,"C"
"Asher Tomaszewski","S DAKOTA",31,59.24,"C"
"Alex Yearwood","STETSON",52,58.39,"C"
"Kylyn Macklin","N DAKOTA",29,58.03,"C"
"Chief Ebana","NEW HAMP",66,57.99,"C"
"Demoris Jenkins","AUSTINPEAY",29,57.89,"C"
"Timothy Maxson","SE MO ST",44,57.53,"C"
"Amiree Alexander","SE LA",47,57.41,"C"
"Gio Divers","CHISTA",24,57.3,"C"
"Ean Johnson-Kelley","MERCER",16,57,"C"
"Jordan Pritchard-Sewell","YNGTOWN ST",31,56.44,"C"
"Julian Fernandez","UC DAVIS",20,56.15,"C"
"Payne Miller","E KENTUCKY",44,55.84,"C"
"Noel Brown","BETH COOK",46,55.02,"C"
"Ke'Vion Wellington","MERCER",22,54.99,"C"
"Preston Davis","LEHIGH",42,54.91,"C"
"John Betts III","TENN MARTN",27,54.85,"C"
"Nathan Huerta","TXRG",51,54.68,"C"
"Jadin Nelson","LEHIGH",37,54.08,"C"
"Derek Berlitz","MAINE",47,54.02,"C"
"Hikifo'Ou Maile","IDAHO",39,53.66,"C"
"Lorenzo Portella","LEHIGH",21,52.83,"C"
"Antony Morris","VALPO",70,52.71,"C"
"Davin Dzidzienyo","WM & MARY",47,52.43,"C"
"Xavier Potts","TARLETON",48,51.93,"C"
"Chris Wilson","TENN MARTN",38,51.64,"C"
"Chris Dixon","S DAKOTA",29,51.47,"C"
"Jordan Gaston","WAGNER",25,51.3,"C"
"Colby Spencer","FORDHAM",38,51.27,"C"
"Anthony Spivey","CHISTA",29,51.2,"C"
"Chris Campbell","LAMAR",28,50.82,"C"
"Isaiah Boyd","ALBANY",37,50.64,"C"
"Zekiel Seumalo","MONTANA",37,50.48,"C"
"Jakub Mwangelwa","FORDHAM",34,50.12,"C"
"Kehinde Akintunde","MERCER",45,50.08,"C"
"Logan Jellison","ILL STATE",17,49.95,"C"
"Rashad Reid","ELON",40,49.5,"C"
"Joshua Barker","SCAR STATE",23,49.37,"C"
"Blake Thorp","VALPO",28,49.25,"C"
"Bryce Gentry-Warrick","MERRIMACK",46,49.11,"C"
"Tyler Henry","N DAKOTA",43,49.03,"C"
"Josh Osuagwu","STHLSK",22,48.79,"C"
"Ebony Curry Jr.","YNGTOWN ST",31,48.12,"C"
"Collin Lewis","IDAHO ST",36,47.36,"C"
"Logan Knaevelsrud","MONTANA",23,47.28,"C"
"Damola Owode","STHLSK",22,47.23,"C"
"Luke Reilly","LEHIGH",30,46.19,"C"
"Zack Black","MONTANA ST",41,46.17,"C"
"Isaiah Perez","E WASHGTON",44,46.04,"C"
"Bryce Ricks","MERRIMACK",35,45.9,"C"
"Brekien Harold","ALABAMA ST",38,45.81,"C"
"Braxton Lassiter","RICHMOND",27,45.5,"C"
"Timothy Gulley","BETH COOK",36,45.46,"C"
"Ben Harman","ILL STATE",54,45.42,"C"
"Mark Fielder","MCNEESE",41,45.11,"C"
"Christian Booker","LAMAR",16,45.11,"C"
"Jesse Smith","LNDNWD",34,44.52,"C"
"River Abenroth","SAN DIEGO",35,44.33,"C"
"Lance Bassett","S ILLINOIS",37,44.31,"C"
"Nicholas Mathious","WOFFORD",43,44.19,"C"
"Alexandre Dedieu","LAMAR",20,44.11,"C"
"CJ Wade","N IOWA",32,43.95,"C"
"Clayton McCarrell","E WASHGTON",24,43.78,"C"
"Javen Johnson","HAMPTON",37,43.74,"C"
"Hunter Sharbono","MONTANA ST",17,43.61,"C"
"Brandon Mills","MURRAY ST",41,43.36,"C"
"Jermy Jackson","LAMAR",20,42.9,"C"
"Daveon Johnson","TENN MARTN",23,42.7,"C"
"Kortlin Rausaw","ABILENE CH",57,42.67,"C"
"Joey Lightfoot","NICHOLLS",24,42.66,"C"
"Bryce Purnell","MAINE",47,42.57,"C"
"Jace Sifore","S DAK ST",15,42.31,"C"
"Kezni Brown","LIUSHAR",38,42.31,"C"
"Conlan Greene","YNGTOWN ST",25,42.27,"C"
"KB Bonds","SCAR STATE",24,42.23,"C"
"Aaziah Scott","STHLSK",32,42.08,"C"
"K'Mard Kimble","STF AUSTIN",28,41.94,"C"
"Jayden Hazelwood","BRYANT",34,41.94,"C"
"Joe Kelly","COLGATE",54,41.93,"C"
"Amari James","LIUSHAR",15,41.79,"C"
"Joseph Polite","WOFFORD",36,41.73,"C"
"Drewvon Oxendine","TXAMEA",20,41.55,"C"
"Steven Oberst","W ILLINOIS",26,41.24,"C"
"Ryan Kuennen","N IOWA",28,40.62,"C"
"TJ Baldwin","RICHMOND",35,40.61,"C"
"Will Martin","DUQUESNE",35,40.47,"C"
"Peyton Anderson","SE LA",42,40.4,"C"
"Malik Gucake","PRVIEW A&M",47,40.4,"C"
"Grant Hessler","IDAHO ST",23,40.37,"C"
"Mikel Hines","NWSTATE",26,40.03,"C"
"Jaydon Eason","STF AUSTIN",36,39.81,"D"
"Ty Kauserud","FURMAN",27,39.69,"D"
"David Johnson","ROB MORRIS",47,39.68,"D"
"Alex Larry","NWSTATE",42,39.1,"D"
"Lucian DePino","BRYANT",25,39.01,"D"
"Jalen Hand","E KENTUCKY",19,38.75,"D"
"Brandon Martin","ROB MORRIS",21,38.43,"D"
"Zalen Watkins","GARD-WEBB",32,38.41,"D"
"Montrell Henderson","CHATTNOOGA",39,38.39,"D"
"Kerry North","PRVIEW A&M",31,38.39,"D"
"Jared Hirschfeld","SACR HEART",17,38.33,"D"
"Jaden Roper","BRYANT",22,38.3,"D"
"Ugo Nwotite","VILLANOVA",41,38.21,"D"
"Dawson Rodd","COLGATE",43,38.12,"D"
"Tavales Curry","CAMPBELL",30,37.96,"D"
"Ayden Merrihew","N COLORADO",28,37.94,"D"
"Bryan Robertson","ROB MORRIS",20,37.87,"D"
"Immanuel Williams","NEWHVN",25,37.86,"D"
"Antori Hamilton","AUSTINPEAY",20,37.81,"D"
"Hyson Bey-Buie","N IOWA",22,37.72,"D"
"Kevin Johnson","WEBER ST",43,37.54,"D"
"Javon Taylor","PORTLAND",31,37.47,"D"
"Manaalii Danielson","CAL POLY",46,37.46,"D"
"Sean Scheck","SAN DIEGO",36,37.14,"D"
"JJ Lewis","MONMOUTH",43,37.03,"D"
"Talon Marsh","MONTANA ST",32,37.02,"D"
"Herbert Ware","PORTLAND",45,37.01,"D"
"Dashawn Fields","DUQUESNE",40,36.98,"D"
"Reid Jones","CENT ARK",40,36.93,"D"
"Kade Millard","CAL POLY",42,36.92,"D"
"A'Amear Walton","STF AUSTIN",45,36.7,"D"
