"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Lined.up.in.Press.Coverage","Passer.Rating.Allowed","Pass.Break.Up","Average.Depth.of.Target.per.Coverage","Receiving.Yards.Allowed.per.Snap","Yards.per.Reception.Allowed","Average.Depth.of.Tackle","Interceptions","Pass.Stop","Missed.Tackles.on.Pass.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Assist.on.Pass.Plays","Touchdowns.Allowed","Run.Tackle.for.Losss.or.No.Gain","Open.Targets","Pass.Tackle.for.Loss.or.No.Gain","Dropped.Int","Hurries","Hits","Fumble.Recovery","Forced.Fumble","Sacks","Pursuit.Pressure","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","First.Contact","Batted.Passes","Interception","Drops...Off.Targets.Receptions.Forced","Pass.Rush.Productivity","Unblocked.Pass.Rush","Beaten.Defender","Plays.of.15..Yards.Allowed"
"Emeir White","S DAK ST",26,38.76,"D",59.7,58.5,62.4,NA,NA,0,0,NA,95.8,0,12.3,1.73,19,0,0,NA,NA,NA,NA,NA,1,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,1,"33.30%",19,1,0,"9.10%","0.00%","33.30%","0.00%","0.00%",NA,NA,0,0,0,2,NA,0,0,1
"Brooks Dupree","CHISTA",27,38.64,"D",60.6,66.3,48.8,NA,1,0,0,NA,56.3,0,2,0.46,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,1,0,0,1,"50.00%",6,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","100%","0.00%",2,0,0,1,NA,0,0,0
"Cristian Conyer","E KENTUCKY",20,38.08,"D",54,65.7,46.8,NA,0,0,0,NA,39.6,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,2,1,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","100%","0.00%",0,0,0,0,NA,0,0,0
"Landon Carter","SOUTHERN U",23,38.07,"D",43.9,41.3,63.6,NA,1,0,0,NA,39.6,0,25.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,3,3,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","50.00%",1,0,0,2,NA,0,0,0
"Key Crowell","ILL STATE",21,37.99,"D",60.1,59.4,61.2,NA,NA,0,0,NA,108.3,0,-1,0.83,10,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,1,"100%",10,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"Brennon Thompson","NWSTATE",27,37.83,"D",56.9,58.3,55.6,NA,1,1,0,NA,118.8,0,12,1.44,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,2,1,0,1,"100%",13,1,0,"0.00%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"Isaiah Pinks","N IOWA",51,37.63,"D",66.8,69.2,48.1,NA,2,0,1,NA,104.2,0,4,0.86,12.7,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"50.00%",0,1,0,0,2,1,1,3,"75.00%",38,2,0,"2.30%","0.00%","50.00%","0.00%","0.00%","100%","33.30%",3,0,0,1,NA,0,0,1
"Evan Dukes","WAGNER",36,37.48,"D",53.3,52.1,59.9,NA,3,1,0,NA,141.7,0,9.3,1.89,12,31,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,2,1,0,3,"75.00%",36,2,0,"5.30%","50.00%","50.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,NA,0,0,1
"Colin Jefferson","MOREHEAD",18,37.29,"D",55.3,61.8,48.4,NA,1,0,1,NA,81.3,0,1.3,4.25,8.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,1,1,2,"66.70%",17,1,0,"0.00%","0.00%","33.30%","0.00%","0.00%","0.00%","0.00%",1,0,0,1,NA,0,0,0
"Amari Jackson","VILLANOVA",28,37.28,"D",53.6,54.8,54.4,NA,2,1,1,NA,68.8,0,7.5,0.92,12,0,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,"50.00%",0,0,0,1,3,2,0,1,"50.00%",12,1,0,"0.00%","100%","50.00%","0.00%","0.00%","50.00%","50.00%",2,0,0,1,NA,0,0,0
"Morris Taylor","MCNEESE",44,37.04,"D",53.5,56,48.7,NA,3,0,0,NA,71.3,0,10.4,0.77,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,5,4,1,3,"60.00%",23,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",4,0,0,2,NA,0,0,0
"BJ Blake","NORFOLK",27,36.74,"D",54.1,53.2,58.6,57,5,1,0,NA,118.8,0,14.5,4.86,17,13.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,2,1,0,2,"100%",34,1,0,"14.30%","50.00%","50.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,0,0,0,1
"Myti Johnson","W GEORGIA",31,36.24,"D",56.5,53.5,65.6,NA,2,0,0,NA,108.3,0,1,1.54,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,0,2,"100%",20,1,0,"0.00%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,NA,0,0,0
"Justin Wimpye","AUSTINPEAY",32,35.8,"D",61.4,60.4,60.9,NA,1,0,0,NA,158.3,0,24,0.73,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,1,"100%",16,1,0,"4.50%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,1
"Nehemiah Johnson","NEWHVN",16,35.75,"D",56.1,56.7,58.5,60,1,0,0,NA,118.8,0,11,1.3,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,1,0,1,"100%",13,1,0,"0.00%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",0,0,0,0,0,0,0,0
"Zaylon Stoker","LAMAR",36,35.37,"D",60.8,64.1,46.3,NA,1,0,0,NA,84,0,14.7,0.63,9.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"50.00%",0,0,0,0,3,2,1,2,"66.70%",19,1,0,"0.00%","0.00%","33.30%","0.00%","0.00%","100%","0.00%",2,0,0,0,NA,0,0,0
"Tramayne Bullock","RICHMOND",43,35.24,"D",55.2,60.1,43.6,60,5,0,2,NA,116.7,0,12.8,2.52,17.7,3,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"16.70%",1,0,0,0,5,3,2,3,"75.00%",53,3,0,"4.80%","75.00%","75.00%","0.00%","0.00%","0.00%","20.00%",3,0,0,1,0,0,0,1
"Jacob Davis","PRVIEW A&M",57,35.15,"D",50.9,60.6,28.6,NA,5,1,3,NA,45.4,0,4.8,0.69,5.5,2,1,1,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,"50.00%",2,1,0,1,10,5,2,4,"80.00%",22,3,0,"0.00%","0.00%","60.00%","20.00%","0.00%","50.00%","50.00%",7,0,1,1,NA,0,0,0
"Paul Holland IV","CAL POLY",32,34.9,"D",53.1,47.4,70.5,NA,6,0,0,NA,129.6,0,8.8,1.87,7,9.33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,4,4,1,4,"80.00%",28,2,0,"0.00%","0.00%","40.00%","0.00%","0.00%","0.00%","0.00%",4,0,0,1,NA,0,0,0
"Anthony Young","N ALABAMA",29,34.69,"D",56.1,54.8,61.4,NA,1,0,0,NA,131.3,0,13,0.43,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,1,0,1,"100%",6,1,0,"0.00%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",3,0,0,0,NA,0,0,0
"Jacob Waller","LNDNWD",25,34.67,"D",53.6,54.5,59.2,53.9,1,0,1,NA,118.8,0,-2,1.44,13,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"0.00%",1,0,1,0,3,1,0,1,"100%",13,1,0,"0.00%","100%","100%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,25,1,0,0
"Nicholas Humphries","DRAKE",39,34.15,"D",50.2,53.4,46.8,NA,3,1,0,NA,91.7,0,17,1.28,23,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,4,2,0,1,"50.00%",23,1,0,"5.60%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,NA,0,0,1
"Tayshaun Burney","RICHMOND",41,33.82,"D",57.9,60.9,52.8,60,4,2,0,NA,118.8,0,-2,1.38,14.5,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,"33.30%",0,0,0,2,3,1,0,2,"100%",29,1,0,"4.80%","100%","50.00%","0.00%","0.00%","66.70%","0.00%",1,0,0,0,0,0,0,1
"Branson Leduc-Mattox","WM & MARY",48,33.69,"D",58.5,56.1,64.6,NA,2,0,0,NA,116.7,0,7,0.86,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,2,2,0,1,"100%",12,1,0,"0.00%","0.00%","100%","0.00%","0.00%","0.00%","33.30%",2,0,0,0,NA,0,0,0
"Christian Palmer Jr.","MONMOUTH",30,33.62,"D",56.2,52.5,67.6,NA,3,0,0,NA,118.8,0,10,2.87,21.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,0,2,"100%",43,2,0,"13.30%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,NA,0,0,2
"Cam Boone","HOLY CROSS",41,33.56,"D",57.1,60.4,48.8,NA,0,0,0,NA,61.8,1,6,1.28,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,3,2,1,1,"33.30%",23,1,1,"5.60%","0.00%","33.30%","0.00%","33.30%","100%","0.00%",1,0,0,0,NA,0,0,1
"Nasir Bashir","NORFOLK",34,33.52,"D",53.7,54.5,54,NA,4,1,0,NA,120.8,0,8,0.47,3.5,11,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,"20.00%",0,0,0,1,3,2,0,2,"100%",7,1,0,"0.00%","50.00%","50.00%","0.00%","0.00%","33.30%","0.00%",4,0,0,0,NA,0,0,0
"Josiah Estes","SAN DIEGO",40,33.24,"D",57.3,63.7,35.4,NA,3,0,1,NA,89.6,0,6.3,0.92,8,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,0,4,2,1,3,"75.00%",24,1,0,"0.00%","0.00%","25.00%","0.00%","0.00%","50.00%","0.00%",3,0,0,1,NA,0,0,0
"Jayden Cornelius","W CAROLINA",29,32.74,"D",49.3,47,64.9,NA,4,1,1,NA,104.2,0,1.5,0.95,9,3,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"33.30%",1,0,0,1,4,4,0,2,"100%",18,1,0,"0.00%","50.00%","50.00%","0.00%","0.00%","0.00%","40.00%",3,0,0,0,NA,0,0,0
"Jalon Jones","LNDNWD",24,32.64,"D",54.5,52.9,61.9,NA,NA,0,0,NA,118.8,0,18,4.2,21,0,0,NA,NA,NA,NA,NA,0,NA,2,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,2,"100%",42,1,0,"10.00%","100%","50.00%","0.00%","0.00%",NA,NA,1,0,0,0,NA,0,0,1
"Marcellous Ryan","PORTLAND",59,32.51,"D",60.4,59.4,63.7,60,2,0,0,NA,156.3,0,16.8,2.74,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,3,"75.00%",96,1,0,"5.70%","0.00%","25.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,1,0,0,0,2
"Quedrion Miles","ROB MORRIS",18,32.28,"D",54.7,54,60.7,NA,2,0,0,NA,118.8,0,13,2.17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,0,2,"100%",26,2,0,"8.30%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,1
"Carter Hewitt","TXRG",26,31.7,"D",57.7,55.4,65.4,NA,3,0,0,NA,153.5,0,9.3,2.62,11.3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,0,3,"100%",34,2,0,"7.70%","0.00%","66.70%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,NA,0,0,1
"Ambrose Marsh","E WASHGTON",67,31.61,"D",60.3,63.7,51.2,58.7,1,0,0,NA,139.6,0,11,0.31,8,21,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,3,1,0,1,"100%",8,1,0,"0.00%","0.00%","100%","0.00%","0.00%","50.00%","0.00%",2,0,0,0,0,0,0,0
"Trevon Cannon","WM & MARY",63,31.24,"D",52.9,41.6,71.4,NA,4,0,1,NA,143.8,1,16,4.31,23,24.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"20.00%",1,0,0,0,4,4,1,3,"60.00%",69,3,1,"12.50%","0.00%","60.00%","0.00%","20.00%","0.00%","100%",4,0,0,0,NA,0,0,2
"Bones Marks","WEBER ST",36,31.23,"D",53.9,47.2,72.9,NA,4,1,1,NA,158.3,1,17.1,8,22.7,6,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,4,4,1,6,"85.70%",136,5,1,"17.60%","0.00%","71.40%","0.00%","14.30%","0.00%","0.00%",3,0,0,0,NA,0,0,3
"Amir Proctor","CENT CT ST",21,31.22,"D",51.5,51.3,56.6,NA,4,2,0,NA,116.7,0,8,3.43,12,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"20.00%",0,0,0,2,3,2,0,2,"100%",24,2,0,"0.00%","0.00%","100%","0.00%","0.00%","33.30%","0.00%",3,0,0,0,NA,0,0,0
"Mekhi Butler","ALABAMA ST",29,31.1,"D",50,65.9,33.4,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,3,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","100%","0.00%",1,0,0,0,NA,0,0,0
"Zarius Harvey","MOREHEAD",18,30.85,"D",57.5,54.9,63.7,NA,1,0,0,NA,118.8,0,17,6.75,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,1,"100%",27,1,0,"25.00%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,NA,0,0,1
"Daylyn Diston","FL A&M",19,30.39,"D",50.8,47.8,64.3,NA,3,2,0,NA,158.3,0,18.5,4.22,19,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,2,2,0,2,"100%",38,2,0,"11.10%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,1
"Quinton Murray","TEXAS STHN",41,29.96,"D",56.1,52.4,68.2,NA,1,0,0,NA,118.8,0,5,2.18,18.5,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,2,2,0,2,"100%",37,1,0,"5.90%","0.00%","50.00%","0.00%","0.00%","0.00%","100%",1,0,0,0,NA,0,0,1
"RJ Stewart","S DAKOTA",53,29.94,"D",58.7,61.2,48.7,59.5,1,0,0,NA,68.8,0,9.5,0.39,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"66.70%",0,0,0,0,3,2,0,1,"50.00%",12,1,0,"0.00%","0.00%","50.00%","0.00%","0.00%","100%","50.00%",2,0,0,1,0,0,0,0
"Gary Bailey Jr.","NICHOLLS",66,29.8,"D",58.5,60.8,45.3,NA,2,0,0,NA,118.8,0,20.6,1.83,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,5,4,1,4,"80.00%",84,4,1,"6.50%","0.00%","80.00%","0.00%","20.00%","0.00%","0.00%",4,0,0,0,NA,0,0,3
"Jonathan Landry","SO UTAH",27,29.52,"D",42.6,42.5,60.3,60,3,1,1,NA,158.3,0,40,2,38,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,3,2,0,1,"100%",38,1,0,"5.30%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,0,0,0,1
"Izziek Chandler","E TENN ST",24,29.2,"D",55.4,60.2,46.4,NA,2,0,0,NA,100,0,6,0.73,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,2,1,0,1,"100%",8,0,0,"0.00%","100%","0.00%","0.00%","0.00%","100%","0.00%",2,0,0,0,NA,0,0,0
"Anthony Baxter","FL A&M",18,28.93,"D",55.8,62.6,46.2,NA,1,0,0,NA,95.8,0,4,0.78,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,2,1,0,1,"100%",7,1,0,"0.00%","100%","100%","0.00%","0.00%","0.00%","50.00%",2,0,0,0,NA,0,0,0
"Josh Grant","S DAKOTA",29,28.67,"D",53,52,60,NA,1,0,0,NA,149.3,0,28.7,2.41,26.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,1,2,"66.70%",53,2,0,"4.50%","0.00%","66.70%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,1
"Joseph Tabe","HOWARD",30,28.03,"D",54.7,63.6,53.5,NA,2,0,1,NA,156.3,1,12.3,5.27,19.3,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,"33.30%",1,0,0,0,4,2,1,3,"75.00%",58,3,1,"18.20%","0.00%","75.00%","0.00%","25.00%","33.30%","0.00%",3,0,0,0,NA,0,0,2
"Andrew Price","N IOWA",15,27.83,"D",50.8,47.5,64.4,NA,1,0,1,NA,92.4,0,4,2.5,12.5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",1,0,0,0,2,2,0,2,"66.70%",25,1,0,"10.00%","0.00%","33.30%","0.00%","0.00%","0.00%","100%",1,0,0,0,NA,0,0,1
"Demetrius Simon","CAL POLY",25,27.8,"D",51.9,49.3,64.9,NA,1,1,0,NA,158.3,0,22.5,3.69,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,2,2,0,2,"100%",48,2,0,"7.70%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",0,0,0,0,NA,0,0,1
"Javier Waldron","NORFOLK",34,27.28,"D",55.5,53.1,65.6,NA,3,0,1,NA,158.3,0,11,4.6,17.3,7,0,1,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,"25.00%",0,0,0,0,3,3,1,4,"100%",69,3,0,"13.30%","75.00%","75.00%","0.00%","0.00%","0.00%","33.30%",3,0,0,0,NA,0,0,2
"Jahyden Clark","STETSON",70,27.09,"D",54.2,57.3,46.1,58.9,2,0,1,NA,135.4,0,31.5,1.29,45,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"33.30%",1,0,0,0,4,2,0,1,"50.00%",45,1,0,"2.90%","0.00%","50.00%","0.00%","0.00%","33.30%","0.00%",2,0,0,1,0,0,0,1
"Ryan Robinson Jr.","TEXAS STHN",32,26.53,"D",51,54.3,59,45.6,1,0,0,NA,116.7,0,6.5,2.4,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"50.00%",0,0,1,0,3,1,0,2,"100%",24,2,0,"10.00%","0.00%","100%","0.00%","0.00%","0.00%","50.00%",2,0,0,0,16.7,1,0,1
"Isiah Davis","FL A&M",18,25.74,"D",47.5,44.9,63.5,NA,2,0,0,NA,158.3,0,45,4.27,47,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,1,"100%",47,1,0,"9.10%","100%","100%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,1
"Tim Thomas II","MONTANA ST",42,25.64,"D",53.2,56.2,45.5,NA,0,0,0,NA,86.5,0,15.8,1.52,20.5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,4,3,1,2,"50.00%",41,2,0,"3.70%","0.00%","50.00%","25.00%","0.00%","100%","0.00%",1,0,1,2,NA,0,0,1
"Khalil Cueva","SAN DIEGO",20,25.52,"D",51.4,49.2,62.3,NA,1,0,0,NA,118.8,0,17.5,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,0,2,"100%",42,2,0,"28.60%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,NA,0,0,2
"Garrison Codde","DRAKE",47,25.12,"D",36.6,36.7,59.2,58.6,4,0,2,NA,106.3,0,15.5,5.58,21.2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0.00%",0,1,0,0,7,6,2,5,"62.50%",106,3,0,"21.10%","0.00%","37.50%","0.00%","0.00%","0.00%","0.00%",3,0,0,1,0,0,0,4
"Franklin Allen","GRAMBLING",21,24.79,"D",52.4,59,43.6,NA,2,0,0,NA,118.8,0,10,1.18,13,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,3,1,0,1,"100%",13,1,0,"0.00%","0.00%","100%","0.00%","0.00%","50.00%","0.00%",2,0,0,0,NA,0,0,0
"Sean Mays","SO UTAH",49,24.73,"D",52.3,58.1,39.3,60,1,0,0,NA,109.7,1,21,2.72,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,4,2,2,2,"66.70%",68,1,1,"8.00%","0.00%","33.30%","0.00%","33.30%","100%","0.00%",1,0,0,0,0,0,0,2
"LaMarion Pierce","TENN MARTN",34,24.37,"D",45.8,47.1,49.3,NA,0,0,0,NA,62.5,0,20.5,1.13,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,3,2,0,1,"50.00%",9,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","100%","0.00%",0,0,0,0,NA,0,0,0
"Jordan Holmes","DUQUESNE",25,24.16,"D",48.9,46.1,64.6,NA,3,0,0,NA,158.3,0,11.3,3,13,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,3,3,0,3,"100%",39,3,0,"7.70%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",3,0,0,0,NA,0,0,1
"Mohammed Bility","PRVIEW A&M",18,23.93,"D",58.1,57,61.8,NA,0,0,0,NA,118.8,0,3,2.63,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,1,1,0,1,"100%",21,1,0,"12.50%","0.00%","100%","0.00%","0.00%","0.00%","100%",1,0,0,0,NA,0,0,1
"Gavin Harris","CAMPBELL",27,23.89,"D",43.9,42.7,61.2,NA,1,0,0,NA,93.8,0,19.5,1.41,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,3,3,0,1,"50.00%",24,1,0,"5.90%","0.00%","50.00%","0.00%","0.00%","0.00%","50.00%",1,0,0,0,NA,0,0,1
"Daizon Allen","NORFOLK",17,23.83,"D",37.7,36.7,60.5,NA,1,0,0,NA,92.5,0,9.6,2.33,10.5,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,4,4,1,2,"40.00%",21,2,0,"11.10%","60.00%","40.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,3,NA,0,0,1
"Lamarr Stephens","PORTLAND",55,23.78,"D",52.4,55.9,43.6,60,6,0,0,NA,107.2,0,9.8,1.38,9.4,10,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,0,6,4,0,5,"55.60%",47,3,0,"2.90%","0.00%","33.30%","0.00%","0.00%","50.00%","0.00%",5,0,0,4,0,0,0,1
"Christian Sampson","SO UTAH",16,23.49,"D",34.4,33.1,60,71,2,0,0,NA,99,0,2.5,2.75,11,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,"0.00%",0,0,1,0,5,4,0,3,"75.00%",33,2,0,"8.30%","75.00%","50.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,1,25,1,0,1
"Tim Christian","SO UTAH",52,23.08,"D",38.6,45.3,29.4,NA,3,0,0,NA,39.6,0,20.3,0.55,8,7,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,"40.00%",0,0,0,0,8,5,3,2,"28.60%",16,1,1,"0.00%","42.90%","14.30%","0.00%","14.30%","66.70%","0.00%",3,0,0,2,NA,0,0,0
"Jordan Taylor","VILLANOVA",38,22.84,"D",51.8,54.9,45.6,NA,3,0,0,NA,118.8,0,5.7,2,12.7,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"25.00%",0,0,0,0,4,3,0,3,"100%",38,1,0,"5.30%","66.70%","33.30%","0.00%","0.00%","0.00%","25.00%",1,0,0,0,NA,0,0,1
"Elijah Brady","MONTANA",22,20.19,"D",49.7,45.7,60.8,63.7,3,0,0,NA,116.7,0,18,8.36,30.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,3,3,0,3,"75.00%",92,3,0,"27.30%","0.00%","75.00%","0.00%","0.00%","0.00%","0.00%",3,0,0,1,0,0,1,3
"Dallas Johnson","N ALABAMA",47,20.16,"D",55.2,64.5,33,NA,3,0,1,NA,91.7,0,1.5,2,23,5.67,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",1,0,0,0,5,2,2,2,"50.00%",46,2,0,"4.30%","0.00%","50.00%","0.00%","0.00%","40.00%","100%",3,0,0,2,NA,0,0,1
"Nicholas Williams","MERCYHURST",51,19.63,"F",57.2,57.2,57.6,NA,2,0,0,NA,149.3,0,22,4.95,49.5,15,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,4,2,0,2,"66.70%",99,2,0,"10.00%","0.00%","66.70%","0.00%","0.00%","0.00%","100%",1,0,0,1,NA,0,0,2
