"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Position","Season","Conference","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Batted.Passes","Assistant","Stops","Sacks","NFL.Sacks","Hits","Hurries","Total.Pressures.Generated","Beaten.Defender","Pass.Break.Up","Interception","Forced.Fumble","Fumble.Recovery","Tackle.for.Loss.or.No.Gain","Dropped.Int","Pursuit.Pressure","Unblocked.Pass.Rush","First.Contact","Negative.Plays","Pass.Rush.Plays","Pass.Rush.Win.Percentage","Pass.Rush.Pressure.Percentage","Pass.Rush.Productivity","Run.Defense.Plays","Average.Depth.of.Tackle","Negative.Rush.Defense.Percentage","Positive.Rush.Defense.Percentage","Number.of.Negative.Plays","Coverage.Snaps","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","Yards.per.Reception.Allowed","Touchdowns.Allowed","First.Downs.Allowed","Interceptions","Forced.Incompletions","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Plays.of.15..Yards.Allowed","Successful.Plays.Percentage","Sacks.per.Throwaway","Open.Targets","Drops...Off.Targets.Receptions.Forced","Total.Negative.Plays","Total.Positive.Plays","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Average.Depth.of.Target.per.Coverage","Forced.Incompletion.Percentage","Jersey.Number","Total.Tackles","Missed.Tackle.Percentage","Assist.Tackles","Run.Stop","Run.Tackle.for.Losss.or.No.Gain","Missed.Tackle.Percentage.on.Run.Plays","Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Pass.Stop","Pass.Tackle.for.Loss.or.No.Gain","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","Total.Tackles..Sacks...Assists...Sacks...Missed.","Assist.on.Pass.Plays","Tackles.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Conference_Level","Row_ID","Lined.up.in.Press.Coverage","Negative.Rush.Grade.Percentage","Positive.Rush.Grade.Percentage","row_id"
"Marco Patierno","W CAROLINA",21,56.51,"C","LB",2026,"Southern",67.4,69,57.9,73.9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,"0","0.00%",0,9,0,"0","0",0,8,1,"50.00%",6,6,0,0,0,0,56.3,0.75,0,"25.00%",0,2,1,1,1,"0.00%","100%","0.00%","0.00%",3,-4.5,"0.00%",11,3,"0.00%",2,0,0,"0.00%",0,1,0,0,0,"0.00%",3,3,1,1,0,"FCS",27,NA,NA,NA,27
"TJ Nelson","LAMAR",44,56.41,"C","LB",2026,"Southland",59.1,66.7,62.4,60.2,0,1,1,1,0,1,1,3,0,0,0,0,0,0,0,1,0,2,2,13,"7.70%","15.40%",11.5,7,3,"0","0",0,24,1,"100%",18,18,0,1,0,0,118.8,0.75,1,"37.50%",0,0,0,1,1,"4.20%","0.00%","100%","0.00%",18,0,"0.00%",20,5,"16.70%",1,1,0,"0.00%",1,0,0,0,0,"20.00%",6,6,1,2,1,"FCS",140,NA,NA,NA,140
"Raimoana Tinirauarii","WEBER ST",47,56.32,"C","LB",2026,"Big Sky",62.7,66.4,60,58.1,0,1,2,0,0,1,2,3,0,0,0,0,0,0,0,3,0,3,2,1,"0","100%",50,23,5.5,"4.30%","0",1,23,0,"0.00%",0,0,0,0,0,0,0,0,0,"26.10%",0,0,0,1,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",11,4,"20.00%",1,2,0,"0.00%",2,1,0,0,0,"50.00%",5,5,0,1,1,"FCS",46,NA,NA,NA,46
"Denzel Johnson","FL A&M",50,55.92,"C","LB",2026,"SWAC",68.6,58.6,57.9,75.6,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,2,"0","0.00%",0,27,6,"14.80%","3.70%",4,21,1,"50.00%",6,6,0,0,0,1,56.3,0.29,0,"9.50%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",3,14,"50.00%",12,10,"9.10%",6,0,0,"11.10%",2,6,1,0,0,"0.00%",11,11,0,2,0,"FCS",161,NA,NA,NA,161
"Stephen Sparrow","BETH COOK",45,55.42,"C","LB",2026,"SWAC",53.9,72.4,55.6,46,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2,3,9,"0","11.10%",5.6,17,2,"0","11.80%",0,19,2,"66.70%",40,20,0,1,0,0,109.7,2.11,1,"47.40%",0,0,0,3,0,"5.30%","0.00%","33.30%","0.00%",13.3,17.7,"0.00%",1,6,"0.00%",1,1,1,"0.00%",2,1,0,1,0,"0.00%",6,6,0,3,0,"FCS",57,NA,NA,NA,57
"Jordan Franklin","SCAR STATE",25,55.07,"C","LB",2026,"MEAC",70.1,73.5,56.8,65.7,0,0,1,0,0,0,2,2,0,0,0,1,0,0,0,2,0,2,0,3,"0","33.30%",16.7,4,0,"0","25.00%",0,18,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"33.30%",0,0,1,0,0,"0.00%","0.00%","0.00%","0.00%",0,4,"0.00%",10,2,"0.00%",0,1,0,"0.00%",1,0,0,0,0,"0.00%",2,2,0,1,0,"FCS",133,NA,NA,NA,133
"Will Claude","MERRIMACK",38,54.95,"C","LB",2026,"IND (FCS)",60.8,82,57.7,51.6,0,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4,3,7,"14.30%","14.30%",7.1,18,0.67,"0","11.10%",0,13,2,"100%",21,10.5,0,2,0,0,110.4,1.62,0,"53.80%",0,0,0,2,0,"0.00%","0.00%","100%","0.00%",10.5,3.5,"0.00%",15,5,"0.00%",0,2,1,"0.00%",3,0,0,1,0,"0.00%",5,5,0,2,0,"FCS",190,NA,NA,NA,190
"Adam Due","HOLY CROSS",43,54.94,"C","LB",2026,"Patriot",76.6,74.6,56.3,72.8,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,"0","0.00%",0,24,11,"0","0",0,15,1,"100%",2,2,0,0,0,0,79.2,0.13,0,"13.30%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",2,-2,"0.00%",8,7,"0.00%",3,0,0,"0.00%",2,3,0,1,0,"0.00%",7,7,0,2,0,"FCS",111,NA,NA,NA,111
"Jerrium Berry Jr.","MERRIMACK",27,54.82,"C","LB",2026,"IND (FCS)",71.1,69.9,62.9,64,0,0,2,0,0,0,2,2,0,0,0,0,0,1,0,0,1,3,1,4,"25.00%","50.00%",25,17,0.5,"5.90%","11.80%",1,6,0,"0.00%",0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",13,3,"25.00%",0,2,1,"33.30%",2,0,1,0,0,"0.00%",4,4,0,1,0,"FCS",294,NA,NA,NA,294
"Josh Lenart","LEHIGH",28,54.79,"C","LB",2026,"Patriot",74.3,63.7,NA,73.7,0,0,2,0,0,0,1,1,0,0,1,0,0,1,0,1,0,2,1,NA,NA,NA,NA,8,0,"0","0",0,20,2,"50.00%",14,7,0,1,1,0,18.8,0.7,0,"25.00%",0,0,1,1,2,"0.00%","0.00%","25.00%","25.00%",3.5,8.3,"0.00%",35,3,"0.00%",0,0,0,"0.00%",0,0,0,2,1,"0.00%",3,3,0,3,0,"FCS",328,NA,NA,NA,328
"Cedric Thornton Jr.","PRVIEW A&M",28,54.63,"C","LB",2026,"SWAC",70.7,62.9,76.2,64.9,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,2,3,"33.30%","33.30%",16.7,13,3,"15.40%","15.40%",2,12,0,"0.00%",0,0,0,0,0,0,0,0,0,"16.70%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",32,3,"25.00%",1,2,0,"33.30%",2,0,1,0,0,"0.00%",4,4,1,0,0,"FCS",338,NA,NA,NA,338
"Caleb Jacobmeier","LNDNWD",39,54.58,"C","LB",2026,"Big South - OVC Football Association",69.2,70.8,55.1,64.5,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,2,3,"0","0.00%",0,25,4.43,"8.00%","16.00%",2,11,1,"100%",-2,-2,0,0,0,0,79.2,-0.18,0,"45.50%",0,1,0,0,0,"0.00%","100%","0.00%","0.00%",-2,-3,"0.00%",30,8,"20.00%",0,4,1,"22.20%",7,0,2,1,0,"0.00%",10,10,0,1,0,"FCS",241,NA,NA,NA,241
"Gary Seidenberger","STF AUSTIN",21,54.29,"C","LB",2026,"Southland",70.9,74,67.4,61.7,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2,"0","0.00%",0,5,0,"0","20.00%",0,14,0,"0.00%",0,0,0,0,1,0,0,0,0,"28.60%",0.5,0,0,1,2,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",5,2,"33.30%",1,0,0,"0.00%",0,0,0,1,0,"33.30%",3,3,1,0,1,"FCS",310,NA,NA,NA,310
"Joseph Evans","BETH COOK",45,54.26,"C","LB",2026,"SWAC",65.3,84.6,59.1,49.9,0,1,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,4,2,9,"0","0.00%",0,16,-2.5,"0","25.00%",0,20,2,"100%",13,6.5,0,1,0,0,93.8,0.65,0,"45.00%",0,0,0,2,1,"0.00%","0.00%","50.00%","0.00%",6.5,-2.5,"0.00%",2,3,"25.00%",1,2,2,"0.00%",2,1,0,0,0,"100%",4,4,0,0,1,"FCS",343,NA,NA,NA,343
"Donovan Jones","TEXAS STHN",50,54.17,"C","LB",2026,"SWAC",68.7,75.4,57.8,59.1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,"0","0.00%",0,27,8,"3.70%","11.10%",1,20,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"15.00%",0,0,1,1,0,"0.00%","0.00%","0.00%","0.00%",0,-5,"0.00%",20,6,"14.30%",2,1,0,"20.00%",3,1,1,0,0,"0.00%",7,7,1,1,0,"FCS",291,NA,NA,NA,291
"Nick Simmons","FURMAN",21,54.04,"C","LB",2026,"Southern",69.6,65.3,67.7,63.5,0,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,0,1,1,"0","100%",50,9,0,"11.10%","11.10%",1,11,0,"0.00%",0,0,0,0,0,0,0,0,0,"36.40%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",33,3,"0.00%",3,0,0,"0.00%",0,3,0,0,0,"0.00%",3,3,0,0,0,"FCS",233,NA,NA,NA,233
"Tyler Morehead","PRVIEW A&M",24,53.94,"C","LB",2026,"SWAC",74.1,77.1,59.7,65.6,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,"0","0.00%",0,8,1,"0","25.00%",0,15,0,"0.00%",0,0,0,0,0,0,0,0,0,"26.70%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",19,3,"0.00%",0,2,1,"0.00%",2,0,0,0,0,"0.00%",3,3,0,1,0,"FCS",8,NA,NA,NA,8
"Andrew Ruffin","W GEORGIA",43,53.91,"C","LB",2026,"United Athletic",73.1,71.1,65.2,66.1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,2,3,"0","33.30%",16.7,28,10,"7.10%","7.10%",2,12,1,"100%",7,7,0,0,0,0,95.8,0.58,0,"16.70%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",7,0,"0.00%",14,5,"0.00%",1,1,0,"0.00%",1,1,0,0,0,"0.00%",5,5,0,3,0,"FCS",298,NA,NA,NA,298
"Daren Omoregie","CENT CT ST",48,53.81,"C","LB",2026,"Northeast",56,58.5,56.1,56,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,7,4,"0","0.00%",0,23,3,"13.00%","4.30%",3,21,3,"75.00%",33,11,1,3,0,1,138.5,1.57,1,"23.80%",0,0,0,4,1,"4.80%","0.00%","75.00%","0.00%",8.3,7,"25.00%",0,7,"12.50%",3,1,0,"0.00%",2,1,0,0,0,"20.00%",8,8,2,2,1,"FCS",47,NA,NA,NA,47
"Anthony Corona","ILL STATE",18,53.78,"C","LB",2026,"Missouri Valley",53.5,70.7,77.9,29.8,0,2,4,2,0,0,0,2,0,0,0,0,0,1,0,0,2,5,2,2,"0","50.00%",50,8,-1,"12.50%","25.00%",1,8,1,"100%",10,10,0,1,0,0,108.3,1.25,0,"75.00%",0,0,0,1,1,"0.00%","0.00%","100%","0.00%",10,4,"0.00%",35,6,"14.30%",2,2,1,"20.00%",2,2,1,2,0,"0.00%",7,7,0,0,0,"FCS",106,NA,NA,NA,106
"Nick Afato","UC DAVIS",44,53.76,"C","LB",2026,"Big Sky",46.6,69.2,68.2,34.9,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,3,4,3,"0","33.30%",16.7,15,3.67,"6.70%","6.70%",1,26,3,"75.00%",63,21,0,2,0,0,116.7,2.42,2,"11.50%",0,0,1,3,0,"7.70%","0.00%","50.00%","0.00%",15.8,0.5,"0.00%",44,5,"28.60%",1,1,1,"0.00%",2,0,0,1,0,"40.00%",7,7,1,2,2,"FCS",102,NA,NA,NA,102
"Rich Benenge","ALBANY",18,53.64,"C","LB",2026,"CAA",72.2,67.7,NA,69,0,0,3,1,0,0,0,1,0,0,0,0,1,1,0,1,0,4,2,NA,NA,NA,NA,12,12,"8.30%","8.30%",1,6,2,"100%",4,2,0,0,0,0,79.2,0.67,0,"33.30%",0,0,0,1,2,"0.00%","0.00%","0.00%","0.00%",2,-1,"0.00%",10,5,"16.70%",0,2,0,"0.00%",3,0,0,1,1,"33.30%",6,6,0,1,1,"FCS",139,NA,NA,NA,139
"Myron Shafer III","BETH COOK",24,53.49,"C","LB",2026,"SWAC",75.9,63,NA,74.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,0,"0","0",0,20,0,"0.00%",0,0,0,0,1,0,0,0,0,"40.00%",0,0,1,0,1,"0.00%","0.00%","0.00%","33.30%",0,1.3,"0.00%",35,1,"0.00%",1,0,0,"0.00%",0,0,0,0,0,"0.00%",1,1,1,0,0,"FCS",283,NA,NA,NA,283
"J.R. Flood","DRAKE",50,53.36,"C","LB",2026,"Pioneer",52.3,49.8,67.5,54.1,0,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,6,4,"25.00%","25.00%",12.5,28,6,"14.30%","3.60%",4,18,1,"100%",13,13,1,1,0,0,158.3,0.72,0,"33.30%",0,0,0,2,1,"0.00%","0.00%","100%","0.00%",13,11,"0.00%",7,5,"16.70%",2,1,1,"0.00%",2,1,0,1,0,"33.30%",6,6,1,1,1,"FCS",35,NA,NA,NA,35
"William Parton","LEHIGH",46,53.25,"C","LB",2026,"Patriot",73.6,73.9,54.6,70.5,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1,4,"0","25.00%",12.5,19,2,"0","5.30%",0,23,1,"50.00%",1,1,0,0,0,0,56.3,0.04,0,"30.40%",0,0,1,1,2,"0.00%","0.00%","0.00%","0.00%",0.5,0.5,"0.00%",10,3,"0.00%",0,1,0,"0.00%",1,0,0,2,0,"0.00%",3,3,0,2,0,"FCS",73,NA,NA,NA,73
"Jaiden Haygood","TXRG",71,53.08,"C","LB",2026,"Southland",72.1,73.2,NA,66.8,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,4,NA,NA,NA,NA,36,2.5,"8.30%","13.90%",3,35,1,"50.00%",6,6,0,1,0,0,56.3,0.17,0,"28.60%",0,0,1,1,1,"0.00%","0.00%","50.00%","0.00%",3,1.5,"0.00%",23,8,"27.30%",2,4,0,"25.00%",4,2,2,1,1,"33.30%",11,11,0,2,1,"FCS",292,NA,NA,NA,292
"Anthony Feltrinelli","VALPO",68,52.65,"C","LB",2026,"Pioneer",62.1,68,58.3,55.6,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,7,2,"0","0.00%",0,39,4.75,"10.30%","10.30%",4,27,2,"66.70%",19,9.5,0,1,0,0,84,0.7,0,"14.80%",0,0,1,3,0,"0.00%","0.00%","33.30%","0.00%",6.3,0.3,"0.00%",4,11,"0.00%",0,5,0,"0.00%",8,0,0,1,1,"0.00%",11,11,0,3,0,"FCS",177,NA,NA,NA,177
"Jeff Leavell","MERCYHURST",48,52.58,"C","LB",2026,"Northeast",65.2,66.7,66.1,63.5,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6,3,2,"0","50.00%",25,35,4.33,"8.60%","5.70%",3,11,0,"0.00%",0,0,0,0,0,0,0,0,0,"45.50%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",14,6,"0.00%",3,1,0,"0.00%",3,3,0,0,0,"0.00%",6,6,0,0,0,"FCS",166,NA,NA,NA,166
"Mitchell Robinson Jr.","ALABAMA ST",58,52.46,"C","LB",2026,"SWAC",68.5,70.2,55.2,65,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,9,"0","0.00%",0,32,10,"12.50%","6.30%",4,17,0,"0.00%",0,0,0,0,0,0,0,0,0,"41.20%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",5,8,"11.10%",4,1,0,"12.50%",3,4,1,0,0,"0.00%",9,9,0,1,0,"FCS",30,NA,NA,NA,30
"Nehemiah Scott","SE MO ST",37,52.45,"C","LB",2026,"Big South - OVC Football Association",72.5,70.5,64.5,69.3,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,1,4,"25.00%","25.00%",12.5,12,3,"0","0",0,21,2,"66.70%",9,4.5,0,0,0,0,70.1,0.43,0,"33.30%",0,0,1,1,1,"0.00%","0.00%","0.00%","0.00%",3,1.7,"0.00%",6,4,"20.00%",1,1,0,"0.00%",1,1,0,0,0,"33.30%",5,5,0,2,1,"FCS",304,NA,NA,NA,304
"Dillon Dunathan","ALBANY",39,52.01,"C","LB",2026,"CAA",70.5,54.2,86.8,66.3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,3,"33.30%","33.30%",33.3,20,0,"10.00%","0",2,16,0,"0.00%",0,0,0,0,0,0,0,0,0,"31.30%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",41,3,"25.00%",1,0,0,"100%",0,0,1,0,0,"0.00%",4,4,1,1,0,"FCS",103,NA,NA,NA,103
"Luke Williams","TXAMEA",15,51.92,"C","LB",2026,"Southland",71,65.3,64.5,64,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,3,1,NA,NA,NA,NA,6,-0.5,"16.70%","16.70%",1,9,1,"100%",6,6,0,0,0,0,91.7,0.67,0,"66.70%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",6,6,"0.00%",32,3,"0.00%",0,2,1,"0.00%",2,0,0,0,0,"0.00%",3,3,0,1,0,"FCS",54,NA,NA,NA,54
"Dominic Jones","ALBANY",15,51.92,"C","LB",2026,"CAA",75.1,75.5,59.6,60.5,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,"0","0.00%",0,11,-1,"0","18.20%",0,2,0,"0.00%",0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",49,3,"0.00%",1,2,1,"0.00%",2,1,0,0,0,"0.00%",3,3,0,0,0,"FCS",322,NA,NA,NA,322
"Seth Hampton","TOWSON",22,51.68,"C","LB",2026,"CAA",63.5,68.1,63,52.7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,2,1,"0","100%",50,11,4,"9.10%","9.10%",1,10,1,"100%",34,34,0,1,0,0,118.8,3.4,1,"30.00%",0,0,0,1,0,"10.00%","0.00%","100%","0.00%",34,19,"0.00%",10,3,"0.00%",0,1,0,"0.00%",3,0,0,0,0,"0.00%",3,3,0,0,0,"FCS",60,NA,NA,NA,60
"Cruz Hepburn","IDAHO",48,51.35,"C","LB",2026,"Big Sky",63.2,79.3,66.2,43.6,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,4,2,"0","0.00%",0,26,8,"3.90%","19.20%",1,20,2,"100%",54,27,1,2,0,0,158.3,2.7,2,"35.00%",0,0,0,3,1,"10.00%","0.00%","100%","0.00%",27,17,"0.00%",44,3,"40.00%",1,1,0,"33.30%",2,0,1,0,0,"50.00%",5,5,1,0,1,"FCS",162,NA,NA,NA,162
"Rohan Davy","RHODE ISLD",63,51.15,"C","LB",2026,"CAA",49.2,50.5,62.4,49.3,0,3,3,0,0,1,3,4,0,0,0,0,0,1,0,0,3,3,8,11,"9.10%","36.40%",18.2,34,3,"17.60%","14.70%",6,18,2,"100%",36,18,0,1,0,0,118.8,2,1,"44.40%",0,0,0,1,1,"5.60%","0.00%","50.00%","0.00%",18,9,"0.00%",0,6,"25.00%",3,2,0,"33.30%",2,2,2,1,1,"0.00%",8,8,1,1,0,"FCS",209,NA,NA,NA,209
"Roderick Kelly Jr.","SCAR STATE",18,50.74,"C","LB",2026,"MEAC",62,49.7,62.5,63.3,0,0,1,0,0,1,2,3,0,0,0,0,0,1,0,2,0,2,1,1,"100%","100%",50,5,0,"20.00%","0",1,12,1,"100%",2,2,0,0,0,0,79.2,0.17,0,"33.30%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",2,-5,"0.00%",34,1,"50.00%",0,1,1,"50.00%",1,0,1,0,0,"0.00%",2,2,0,0,0,"FCS",74,NA,NA,NA,74
"Chase Martin","CAL POLY",40,50.61,"C","LB",2026,"Big Sky",72.8,66.4,73.1,66.5,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,10,"20.00%","20.00%",10,18,14,"0","0",0,12,1,"100%",5,5,0,0,0,0,87.5,0.42,0,"33.30%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",5,-3,"0.00%",22,3,"0.00%",0,0,0,"0.00%",1,0,0,1,0,"0.00%",3,3,0,2,0,"FCS",99,NA,NA,NA,99
"Brendan Leal","WAGNER",26,50.39,"C","LB",2026,"Northeast",57.8,54.3,59.4,65,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,3,1,"0","0.00%",0,17,0,"17.60%","11.80%",3,8,0,"0.00%",0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",4,5,"28.60%",2,2,2,"33.30%",2,2,2,0,0,"0.00%",7,7,0,1,0,"FCS",155,NA,NA,NA,155
"Temond Marcus","HAMPTON",31,50.29,"C","LB",2026,"CAA",61.3,70.5,59.4,53.8,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,"0","0.00%",0,16,3,"18.80%","25.00%",3,14,1,"50.00%",16,16,0,1,0,0,77.1,1.14,1,"14.30%",0,0,1,1,0,"7.10%","0.00%","50.00%","0.00%",8,8.5,"0.00%",4,8,"0.00%",3,1,0,"0.00%",2,3,0,1,0,"0.00%",8,8,0,3,0,"FCS",235,NA,NA,NA,235
"Chris Williams","SACR HEART",29,50.28,"C","LB",2026,"CAA",76.9,79.8,NA,63.1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,18,4,"0","11.10%",0,11,0,"0.00%",0,0,0,0,0,0,0,0,0,"18.20%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",7,4,"0.00%",3,1,0,"0.00%",1,3,0,0,0,"0.00%",4,4,0,0,0,"FCS",215,NA,NA,NA,215
"JJ Gibson","CENT CT ST",47,50.19,"C","LB",2026,"Northeast",69.8,73.2,55.3,65.1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,"0","0.00%",0,21,-1,"0","0",0,23,1,"100%",11,11,0,1,0,0,112.5,0.48,0,"26.10%",0,0,0,1,1,"0.00%","0.00%","100%","0.00%",11,2,"0.00%",50,3,"0.00%",1,1,1,"0.00%",1,1,0,1,0,"0.00%",3,3,0,1,0,"FCS",174,NA,NA,NA,174
"Sam Jackson","CENT ARK",40,50.19,"C","LB",2026,"United Athletic",60.7,54,58.9,64.4,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,2,"0","0.00%",0,14,0,"14.30%","0",2,24,2,"40.00%",6,3,0,1,0,0,47.9,0.25,0,"50.00%",0,0,2,1,1,"0.00%","0.00%","20.00%","0.00%",1.2,2.4,"0.00%",28,3,"0.00%",3,0,0,"0.00%",0,2,0,0,0,"0.00%",3,3,1,0,0,"FCS",307,NA,NA,NA,307
"Jake Lopinto","ROB MORRIS",42,49.9,"C","LB",2026,"Northeast",71.4,73.4,NA,66.8,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,NA,NA,NA,NA,11,6.5,"0","9.10%",0,31,3,"100%",26,8.7,0,0,0,0,102.8,0.84,0,"48.40%",0,0,0,1,1,"0.00%","0.00%","0.00%","0.00%",8.7,1.3,"0.00%",44,7,"12.50%",1,1,0,"0.00%",2,1,0,2,0,"20.00%",8,8,0,4,1,"FCS",268,NA,NA,NA,268
"Zach Smith","WEBER ST",50,49.68,"C","LB",2026,"Big Sky",67,62.7,67.9,65.7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,"0","0.00%",0,25,6.2,"12.00%","0",3,22,0,"0.00%",0,0,0,0,0,0,0,0,0,"18.20%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",46,8,"0.00%",3,0,0,"0.00%",5,3,0,0,0,"0.00%",8,8,0,0,0,"FCS",330,NA,NA,NA,330
"Lucas Naquin","W GEORGIA",25,49.59,"C","LB",2026,"United Athletic",69.7,69.4,58.2,64.1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,"0","0.00%",0,16,4.67,"12.50%","12.50%",2,7,0,"0.00%",0,0,0,0,0,0,0,0,0,"42.90%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",39,7,"0.00%",3,1,0,"0.00%",2,3,0,1,0,"0.00%",7,7,0,2,0,"FCS",282,NA,NA,NA,282
"Jeremiah Curry","E TENN ST",17,49.42,"C","LB",2026,"Southern",68.8,65.1,66.5,61.9,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,1,3,"33.30%","33.30%",16.7,10,7,"10.00%","20.00%",1,4,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",35,2,"33.30%",0,1,1,"33.30%",2,0,1,0,0,"0.00%",3,3,0,0,0,"FCS",195,NA,NA,NA,195
"AJ Forehand","DUQUESNE",29,48.91,"C","LB",2026,"Northeast",64.1,70.9,56.7,60.2,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,4,"0","0.00%",0,11,2.67,"0","0",0,14,0,"0.00%",0,0,0,0,0,0,0,0,0,"14.30%",0,0,0,1,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",12,5,"16.70%",1,2,1,"0.00%",3,1,0,1,0,"50.00%",6,6,0,1,1,"FCS",263,NA,NA,NA,263
