"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade"
"Jayden Earley","CHISTA",39,100,"A"
"Danny Simms","MERRIMACK",61,93.71,"A"
"Myles Hansford","NEWHVN",23,92.23,"A"
"Nigel Lucas","GARD-WEBB",66,85.56,"A"
"Dillon Williams","ABILENE CH",66,83.92,"A"
"Joseph Garcia","STNY BROOK",61,83.87,"A"
"Calvin Jaworski","N IOWA",57,82.85,"A"
"Felix Matos","LIUSHAR",64,79.19,"B"
"Ken Moore Jr.","W CAROLINA",25,78.57,"B"
"Reece Allan","COLGATE",66,78.09,"B"
"Michael Farr III","S DAK ST",23,77.87,"B"
"Chris Edwards","MOREHEAD",24,77.54,"B"
"Trey Cotton","TENN MARTN",59,76.96,"B"
"TJ Hill","LEHIGH",27,76.91,"B"
"Josiah Davis","NORFOLK",31,76.87,"B"
"Jeremiah McGill","MAINE",49,76.3,"B"
"Stephen Woods Jr.","TARLETON",43,76.29,"B"
"Brock Beaner","MONTANA",47,76.14,"B"
"Ta'Shaun Sims","ALABAMA ST",57,76.03,"B"
"Isaac Redford","PORTLAND",61,75.98,"B"
"Ryan Maxwell","LIUSHAR",63,75.65,"B"
"David Spruiells","TXAMEA",45,75.55,"B"
"Te'Nerrean Jackson","S ILLINOIS",74,74.62,"B"
"Taki Uluilakepa","MONTANA ST",52,74.56,"B"
"Mark Hawkins Jr.","MERCYHURST",39,74.44,"B"
"Jayden Mayberry","WEBER ST",28,72.87,"B"
"Joshua Tarver","FURMAN",67,72.72,"B"
"RL Miller","CAL POLY",74,72.66,"B"
"Bryce Smith","E WASHGTON",61,72.6,"B"
"Mikhail Benner","N COLORADO",46,72.31,"B"
"Dana Johnson Jr.","ALBANY",45,72.04,"B"
"Myles Johnson","TOWSON",48,71.8,"B"
"Amaje Parker","S DAK ST",17,71.8,"B"
"Carter Byrd","SE LA",69,71.54,"B"
"Jordan Coleman","ILL STATE",70,71.47,"B"
"Roddrick Roberts","TARLETON",22,70.84,"B"
"Braylon Peebles","FURMAN",73,70.65,"B"
"Jordan McClom","N IOWA",50,70.55,"B"
"Colter Petre","MONTANA ST",74,70.29,"B"
"Jaden Davis","BETH COOK",54,70.11,"B"
"Jabin Ford","SCAR STATE",23,70.01,"B"
"Amare Townsend","BRYANT",24,69.62,"B"
"Casey Midcap","DRAKE",17,69.42,"B"
"Isaiah Cook","IDAHO ST",27,69.21,"B"
"Deonte Douglas","CENT CT ST",46,68.91,"B"
"Tae Martin","N ALABAMA",57,68.58,"B"
"Andre DePina-Gray","RHODE ISLD",48,67.81,"B"
"Kamrin Canterbury","PRVIEW A&M",52,67.76,"B"
"Kam Robinson","TARLETON",15,67.69,"B"
"Taye Proctor","DRAKE",26,67.56,"B"
"Phillip Harris","NEW HAMP",78,67.33,"B"
"Cyler Christmas","SE MO ST",67,67.31,"B"
"Jussiah Williams-West","YNGTOWN ST",37,66.98,"B"
"Jeffrey Holden","SOUTHERN U",40,66.94,"B"
"Tanner Huff","MONTANA",32,66.93,"B"
"Bryce McDonald","LAMAR",56,66.9,"B"
"Joe Natali","NWSTATE",55,66.29,"B"
"Victor Holt","ALBANY",42,66.23,"B"
"Christopher Hall","SOUTHERN U",23,66.21,"B"
"Noah Thompson","S DAK ST",15,65.74,"B"
"Jason Salman","VALPO",55,65.74,"B"
"Pierre Hunter","WEBER ST",40,65.31,"B"
"Brayden Breedlove","CAL POLY",50,65.19,"B"
"Aaron Woodard","PRVIEW A&M",31,65.16,"B"
"Jeff Banks","DUQUESNE",18,64.61,"B"
"DeAngelo Ponder","ABILENE CH",69,64.54,"B"
"Cody Williams","TOWSON",18,64.38,"B"
"Shae Terry","CENT CT ST",17,64.35,"B"
"Kael Kolarik","S DAKOTA",56,64.11,"B"
"Brevin Czosnyka","UTAHTC",69,64.09,"B"
"Cam Sturdifen","HAMPTON",64,63.95,"B"
"Cohen Charles","MCNEESE",58,63.6,"B"
"Tyler Jones","SCAR STATE",23,63.34,"B"
"Jamarion Ravenell","GARD-WEBB",62,63.26,"B"
"Evan Spivey","CAMPBELL",20,63.22,"B"
"Dawson Sechser","S DAKOTA",21,63.1,"B"
"Trevor Hardy","AUSTINPEAY",58,62.87,"B"
"Jeremy Richardson","MERCER",64,62.71,"B"
"Luciano Corpora-Ellis","MOREHEAD",30,62.6,"B"
"Eli Campbell","WOFFORD",68,62.48,"B"
"Tony Hart III","ELON",72,62.47,"B"
"Charlie Neos","DELWARE ST",64,62.46,"B"
"Tre Meadows","LEHIGH",17,62.41,"B"
"Kaleb Gallop","HOWARD",32,62.22,"B"
"Quincy Lejay","UTAHTC",43,62.05,"B"
"Cade Ellis","WM & MARY",30,62.01,"B"
"Dion Villiers","FL A&M",20,61.9,"B"
"Kedrick Green","HOWARD",32,61.84,"B"
"DeMel Turner","CAL POLY",52,61.84,"B"
"Darius Sims","TEXAS STHN",20,61.66,"B"
"Martez Cooksey Jr.","CHATTNOOGA",63,61.6,"B"
"Vinny Pierre Jr.","S ILLINOIS",74,61.47,"B"
"Jah'quii Roberts","CHISTA",47,61.24,"B"
"Kenneth Ford","SE LA",67,61.21,"B"
"Braeden Orlandi","MONTANA",35,61.17,"B"
"Skylar Husband","NICHOLLS",81,60.99,"B"
"Mark Johnson","VALPO",73,60.89,"B"
"Landin Jackson","S DAK ST",25,60.59,"B"
"Deril Valdrey","SOUTHERN U",22,60.46,"B"
"Tim White","S DAKOTA",56,60.24,"B"
"Corey Williams","WOFFORD",17,60.2,"B"
"Aiden Knapke","LNDNWD",25,60.2,"B"
"Max Stanard","S DAK ST",21,59.72,"C"
"Parker Vance","SO UTAH",57,59.41,"C"
"JJ Dolan","MONTANA ST",22,59.27,"C"
"Caleb Jones","DUQUESNE",52,59.17,"C"
"Ben Chandler IV","HOWARD",38,59.01,"C"
"Mar Mar Evans","LAMAR",73,58.91,"C"
"Bryce Barnes","WM & MARY",18,58.86,"C"
"Torrion White","DELWARE ST",19,58.85,"C"
"Sekou Roland","ALBANY",20,58.73,"C"
"Masiah Thorne","HOWARD",25,58.71,"C"
"Dax Wiskur","DRAKE",19,58.63,"C"
"Jaiden McLendon Parker","MONMOUTH",24,58.58,"C"
"Marquis Edmond","N DAKOTA",22,58.54,"C"
"Sidoine Djimbou","ALBANY",29,58.46,"C"
"Kenyez Mungro","RICHMOND",16,58.38,"C"
"DJ Delmore","SE MO ST",67,58.3,"C"
"Ryan Palmieri","SACR HEART",21,57.81,"C"
"Ernest Blackshire Jr.","WAGNER",24,57.79,"C"
"David Roulley","WM & MARY",47,57.77,"C"
"Orion Kupu","TXAMEA",16,57.64,"C"
"Nick Peltekian","LEHIGH",44,57.58,"C"
"Luke Zook","LNDNWD",18,57.43,"C"
"Ta'Ron Haile","AUSTINPEAY",61,57.17,"C"
"Sharmari Reed","SCAR STATE",22,57.13,"C"
"Thomas Nunes","SAN DIEGO",23,57.08,"C"
"Ashton Paine","MONTANA",20,57.06,"C"
"Elijah Hughes","TXAMEA",45,56.91,"C"
"Naim Lassiter","BETH COOK",40,56.49,"C"
"Braylon Jones","W CAROLINA",33,56.41,"C"
"DaMario Crawford","STNY BROOK",45,56.35,"C"
"Montel Campbell","ALABAMA ST",36,56.27,"C"
"Marcus Nixon","E WASHGTON",20,56.25,"C"
"Jermaine Hargraves","MCNEESE",15,56.22,"C"
"Jeffrey Kinley","E KENTUCKY",52,56.18,"C"
"Spencer Halvorson","DRAKE",18,56.08,"C"
"Evan Sierra","ILL STATE",17,56.01,"C"
"Tommy Williams","DRAKE",51,55.8,"C"
