"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade"
"Kennon Loftin","NICHOLLS",70,100,"A"
"Andrew Behm","S ILLINOIS",71,98.73,"A"
"Aaron Kizzee","TEXAS STHN",26,94.92,"A"
"Jyarius Carter","MERCER",67,93.61,"A"
"Max Samuel","VALPO",75,93.26,"A"
"Ben Fiegel","S ILLINOIS",62,93.1,"A"
"Nai Mose","MONTANA",28,92.13,"A"
"Peyton Wing","MONTANA",63,86.25,"A"
"Teni Worthen","WEBER ST",56,86.24,"A"
"Christian Magliacano","COLGATE",48,84.68,"A"
"Brodie Carroll","ELON",72,84.13,"A"
"Trooper Price","COLGATE",67,81.55,"A"
"KJ McRae","SE MO ST",52,80.97,"A"
"Caden Henritzy","STHLSK",51,79.01,"B"
"Klayton Ingram","MURRAY ST",60,78.49,"B"
"Cole Hughes","LEHIGH",46,77.74,"B"
"Elijah Thomas","LNDNWD",22,77.29,"B"
"Trevor Barry","NEW HAMP",79,77.14,"B"
"Christopher Higgins","WM & MARY",40,77.06,"B"
"Jackson Barry","LIUSHAR",56,75.85,"B"
"Sema'J Avery","STF AUSTIN",17,75.64,"B"
"Mason Kaplan","ILL STATE",58,74.98,"B"
"Tye Niekamp","ILL STATE",64,74.98,"B"
"Raleigh Herbert","FURMAN",44,74.49,"B"
"Jaydyn Johnson","TOWSON",43,73.85,"B"
"Ethan Boll","N DAKOTA",62,73,"B"
"Chidu Bekee","W GEORGIA",44,72.86,"B"
"Xavier Ahrens","MONTANA ST",74,72.58,"B"
"DeShaun Malone","CHISTA",49,72.58,"B"
"Jacob Perez","IDAHO ST",40,72.02,"B"
"Kaden Smith","E KENTUCKY",53,71.68,"B"
"Ryan Russo","MONMOUTH",47,70.79,"B"
"Nathan Reynolds","IDAHO ST",47,70.76,"B"
"Jaxton Helmstetler","PORTLAND",69,70.66,"B"
"Geno Calgaro","STNY BROOK",56,70.52,"B"
"Sonny Vitale","TXAMEA",23,69.97,"B"
"Malik Stinnett","BETH COOK",60,69.94,"B"
"Zion Rutledge","CHATTNOOGA",67,68.98,"B"
"Chris Robinson","TARLETON",39,68.53,"B"
"Aa'zoriyon Bonner","W ILLINOIS",47,68.53,"B"
"Jeremiah Pruitt","ALBANY",44,68.51,"B"
"Moses Meus","RHODE ISLD",52,68.33,"B"
"Tre Yanez","GARD-WEBB",60,68.28,"B"
"Logan McCloud","WOFFORD",57,68.04,"B"
"Wade Abrams","S DAKOTA",48,67.69,"B"
"Wesley York Jr.","TXAMEA",19,67.33,"B"
"Luke Miller","DUQUESNE",52,66.98,"B"
"Cole Taylor","MONTANA ST",74,66.22,"B"
"Spencer Rich","TXRG",76,66.16,"B"
"Logan Lisherness","PORTLAND",69,66.09,"B"
"Koda Canady","LAMAR",30,65.91,"B"
"Luke Hansen","UTAHTC",37,65.85,"B"
"Jaheim Lowe","TXAMEA",20,65.28,"B"
"Rafael Fasolino","LIUSHAR",58,64.77,"B"
"Ryan McCall","MURRAY ST",42,64.66,"B"
"Mike Devereaux","N DAKOTA",63,64.62,"B"
"Hudson Voggesser","N COLORADO",61,64.57,"B"
"Ashtyn Williams","CENT ARK",46,64.16,"B"
"Andrew Osmun","FORDHAM",64,64.07,"B"
"Lincoln Tuioti-Mariner","SO UTAH",27,63.68,"B"
"Wyatt Ward","WOFFORD",65,62.81,"B"
"Trace Carter","SE LA",56,62.09,"B"
"Darius Moore","ABILENE CH",58,61.3,"B"
"Drake Lusk","BRYANT",51,61.22,"B"
"Jordan Banks","DELWARE ST",60,61.16,"B"
"Cam Jessee","E KENTUCKY",43,61.06,"B"
"Elijah Binakonsky","MERCYHURST",34,61.02,"B"
"Isaiah Jones","NEW HAMP",74,61.02,"B"
"Braden McShane","N IOWA",37,60.79,"B"
"Koby Dickens","TARLETON",28,60.62,"B"
"Carter Wyatt","ELON",17,60.55,"B"
"Ryan Earl","FURMAN",48,60.39,"B"
"Cahari Haynes","GARD-WEBB",59,59.89,"C"
"Gabe Brown","ABILENE CH",64,59.87,"C"
"Jacob Staton","CENT CT ST",53,59.71,"C"
"LJ Roberts","E WASHGTON",40,59.49,"C"
"Eli Jones","AUSTINPEAY",21,59.39,"C"
"Malachi Williams","STF AUSTIN",46,58.91,"C"
"Glen Vinson III","HOWARD",23,58.87,"C"
"Rajahn Cooper","MERRIMACK",45,58.77,"C"
"Frederick Borkey","NEWHVN",52,58.77,"C"
"Carston Marshall","YNGTOWN ST",53,58.42,"C"
"CJ Favors","MERCER",52,58.35,"C"
"Rontravious Perry","NORFOLK",41,58.27,"C"
"John Powers","N IOWA",46,58.01,"C"
"JT Krivinskas","NEWHVN",44,57.96,"C"
"Thomas McCormick","UC DAVIS",28,57.93,"C"
"Etelridge McKinney","LAMAR",38,57.58,"C"
"Dre Delinois","E TENN ST",47,57.4,"C"
"Jackson Thorne","RICHMOND",58,57.29,"C"
"Jamari Young","ALBANY",47,57.08,"C"
"Danny Sears","NWSTATE",46,56.85,"C"
"Marco Patierno","W CAROLINA",21,56.51,"C"
"TJ Nelson","LAMAR",44,56.41,"C"
"Raimoana Tinirauarii","WEBER ST",47,56.32,"C"
"Denzel Johnson","FL A&M",50,55.92,"C"
"Stephen Sparrow","BETH COOK",45,55.42,"C"
"Jordan Franklin","SCAR STATE",25,55.07,"C"
"Will Claude","MERRIMACK",38,54.95,"C"
"Adam Due","HOLY CROSS",43,54.94,"C"
"Jerrium Berry Jr.","MERRIMACK",27,54.82,"C"
"Josh Lenart","LEHIGH",28,54.79,"C"
"Cedric Thornton Jr.","PRVIEW A&M",28,54.63,"C"
"Caleb Jacobmeier","LNDNWD",39,54.58,"C"
"Gary Seidenberger","STF AUSTIN",21,54.29,"C"
"Joseph Evans","BETH COOK",45,54.26,"C"
"Donovan Jones","TEXAS STHN",50,54.17,"C"
"Nick Simmons","FURMAN",21,54.04,"C"
"Tyler Morehead","PRVIEW A&M",24,53.94,"C"
"Andrew Ruffin","W GEORGIA",43,53.91,"C"
"Daren Omoregie","CENT CT ST",48,53.81,"C"
"Anthony Corona","ILL STATE",18,53.78,"C"
"Nick Afato","UC DAVIS",44,53.76,"C"
"Rich Benenge","ALBANY",18,53.64,"C"
"Myron Shafer III","BETH COOK",24,53.49,"C"
"J.R. Flood","DRAKE",50,53.36,"C"
"William Parton","LEHIGH",46,53.25,"C"
"Jaiden Haygood","TXRG",71,53.08,"C"
"Anthony Feltrinelli","VALPO",68,52.65,"C"
"Jeff Leavell","MERCYHURST",48,52.58,"C"
"Mitchell Robinson Jr.","ALABAMA ST",58,52.46,"C"
"Nehemiah Scott","SE MO ST",37,52.45,"C"
"Dillon Dunathan","ALBANY",39,52.01,"C"
"Luke Williams","TXAMEA",15,51.92,"C"
"Dominic Jones","ALBANY",15,51.92,"C"
"Seth Hampton","TOWSON",22,51.68,"C"
"Cruz Hepburn","IDAHO",48,51.35,"C"
"Rohan Davy","RHODE ISLD",63,51.15,"C"
"Roderick Kelly Jr.","SCAR STATE",18,50.74,"C"
"Chase Martin","CAL POLY",40,50.61,"C"
"Brendan Leal","WAGNER",26,50.39,"C"
"Temond Marcus","HAMPTON",31,50.29,"C"
"Chris Williams","SACR HEART",29,50.28,"C"
"JJ Gibson","CENT CT ST",47,50.19,"C"
"Sam Jackson","CENT ARK",40,50.19,"C"
"Jake Lopinto","ROB MORRIS",42,49.9,"C"
"Zach Smith","WEBER ST",50,49.68,"C"
"Lucas Naquin","W GEORGIA",25,49.59,"C"
"Jeremiah Curry","E TENN ST",17,49.42,"C"
"AJ Forehand","DUQUESNE",29,48.91,"C"
"Roman Kupu","TXAMEA",24,48.85,"C"
"Michael Wright","DUQUESNE",21,48.8,"C"
"Keith Charney","AUSTINPEAY",26,48.73,"C"
"Tyler Scott","BRYANT",27,48.57,"C"
"Kenny Olson","CAL POLY",71,48.52,"C"
"Ron Burton","HOLY CROSS",26,48.16,"C"
"Anthony Ottinot","BRYANT",39,48.14,"C"
"Ryan Matheny","WM & MARY",40,48.03,"C"
"Tango McCauley Jr.","N ALABAMA",27,47.95,"C"
"Hunter Schnakenberg","SOUTHERN U",24,47.7,"C"
"Malachi Mapp","CENT CT ST",31,47.5,"C"
"Kristian Ozane","CHATTNOOGA",53,47.47,"C"
"Jackson Marshall","E KENTUCKY",17,47.44,"C"
"James Manakaka","CENT CT ST",16,47.33,"C"
"Lynard Harris","NICHOLLS",52,46.72,"C"
"RJ Jones II","UTAHTC",35,46.68,"C"
"Amanuel Dickson","ROB MORRIS",59,46.6,"C"
"Blake Houser","RICHMOND",44,46.34,"C"
"Omari Bursey","VILLANOVA",62,46.34,"C"
"LJ Minner Jr.","SE MO ST",55,46.3,"C"
"Jayden Brown","MAINE",26,46.25,"C"
"Keegan Krupp","MOREHEAD",34,46.17,"C"
"Timmy Fleischood Jr.","MERCYHURST",49,46.13,"C"
"Marcellius Johnson","GRAMBLING",48,46.05,"C"
"Tanner Williams","MONTANA",44,45.98,"C"
"Jahmir Campfield","BRYANT",18,45.9,"C"
"Kennarius Chandler","TENN MARTN",21,45.68,"C"
"Cole Smith","HAMPTON",49,45.68,"C"
"Kevin Martin Jr.","NICHOLLS",62,45.59,"C"
"Jace Ward","PRVIEW A&M",51,45.53,"C"
"Nolan O'Hara","LNDNWD",27,45.39,"C"
"Jeremiah Coleman","SOUTHERN U",27,45.36,"C"
"Ethen Tebbetts","ROB MORRIS",15,45.32,"C"
"Alex Fiala","FORDHAM",15,45.3,"C"
"Will Miller","HOLY CROSS",33,45.04,"C"
"Zach Chambers","DUQUESNE",32,44.56,"C"
"Matthew Moore","PRVIEW A&M",31,44.56,"C"
"Antonio Dobbins","W ILLINOIS",29,44.54,"C"
"Jes Krcil","S DAK ST",24,44.51,"C"
"Nio Espinoza","ILL STATE",25,44.46,"C"
"Sir Hezekiah Ragland","NEWHVN",28,44.37,"C"
"I'Ziah Emery","NORFOLK",27,44.34,"C"
"DJ Cerisier","DUQUESNE",42,44.3,"C"
"Skylar James","DRAKE",50,44.27,"C"
"Dawson Washington","LAMAR",46,44.17,"C"
"Joshua Collins","W CAROLINA",31,44.08,"C"
"Rashad Watson","ALABAMA ST",24,43.86,"C"
"Noah Livingston","LIUSHAR",33,43.71,"C"
"Mason Van Der Brink","LNDNWD",19,43.29,"C"
"Beau Bakken","S DAK ST",18,43.09,"C"
"Jamarcus Smith","TENN MARTN",39,42.98,"C"
"Owen Thomas","LNDNWD",21,42.97,"C"
"Jordan Okoye","SE LA",28,42.91,"C"
"Mikey D'Amato","CAL POLY",79,42.82,"C"
"Tay James","SOUTHERN U",25,42.79,"C"
