"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Passer.Rating.Allowed","Interceptions","Average.Depth.of.Tackle","Yards.per.Reception.Allowed","Average.Depth.of.Target.per.Coverage","Receiving.Yards.Allowed.per.Snap","Assist.on.Pass.Plays","Drops...Off.Targets.Receptions.Forced","Missed.Tackles.on.Run.Plays","Lined.up.in.Press.Coverage","Missed.Tackles.on.Pass.Plays","Pass.Break.Up","Plays.of.15..Yards.Allowed","Pass.Rush.Productivity","Run.Tackle.for.Losss.or.No.Gain","Open.Targets","Pass.Tackle.for.Loss.or.No.Gain","Touchdowns.Allowed","Hurries","Dropped.Int","Forced.Fumble","Beaten.Defender","Hits","Pursuit.Pressure","Fumble.Recovery","Sacks","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Unblocked.Pass.Rush","Batted.Passes.at.the.Line","Interception"
"Tariq Hollinger","W GEORGIA",45,46.92,"C",68.3,62,75,NA,5,2,0,108.3,0,3.5,28,18.7,1.47,0,0,0,NA,1,1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,"16.70%",0,0,0,2,2,2,1,1,"33.30%",28,1,1,0,"5.30%","0.00%","33.30%","0.00%",9.3,"33.30%","0.00%","50.00%",0,NA,0
"Chisom Onwuzurigbo","HOLY CROSS",40,46.43,"C",63.4,60.8,66.2,59.2,4,0,1,91.7,0,10,6,-3,0.46,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,1,"100%",6,0,0,0,"0.00%","0.00%","0.00%","0.00%",6,"0.00%","0.00%","0.00%",0,NA,0
"Chyco Williams","ROB MORRIS",25,46.42,"C",63.7,60.6,68.4,NA,3,1,1,88.9,0,9,5.3,0.3,1.14,0,0,0,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,1,1,1,0,3,"100%",16,0,0,0,"0.00%","0.00%","0.00%","0.00%",5.3,"0.00%","0.00%","50.00%",0,NA,0
"Tre Rigby","BETH COOK",22,46.05,"C",64.8,58.7,73.8,58.8,3,0,2,77.1,0,3,16,1,0.94,0,1,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",2,0,0,0,1,1,0,1,"50.00%",16,1,0,0,"5.90%","0.00%","50.00%","0.00%",8,"0.00%","0.00%","0.00%",0,NA,0
"Jamel Acosta-Lewis","STF AUSTIN",50,45.72,"C",66.8,69.3,62,56.3,5,3,0,136.1,0,9,14,10.7,1.04,1,0,1,NA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"16.70%",0,0,0,3,2,1,1,2,"66.70%",28,2,1,0,"3.70%","0.00%","66.70%","0.00%",9.3,"33.30%","25.00%","0.00%",0,NA,0
"TJ Neal","TXRG",73,45.68,"C",63.4,58.7,74,58.9,3,1,0,109.7,0,14,27,0,1.5,1,1,0,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,1,3,3,1,2,"66.70%",54,1,1,0,"2.80%","0.00%","33.30%","0.00%",18,"33.30%","0.00%","33.30%",0,NA,0
"Marcus Heard Jr.","TXRG",42,45.61,"C",58.9,52.3,71.2,NA,4,1,1,110.4,0,19,10.5,5,1.17,1,0,0,NA,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,1,0,1,2,2,0,2,"100%",21,2,0,0,"5.60%","0.00%","100%","0.00%",10.5,"0.00%","0.00%","0.00%",0,NA,0
"Jairus Thurman","SOUTHERN U",16,45.45,"C",42.8,60,39.2,59.4,3,1,0,0,0,5.5,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,1,3,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","25.00%","0.00%",0,NA,0
"Luke Denny","LEHIGH",54,45.35,"C",54.2,57.8,47.6,NA,3,0,0,56.3,0,40,3,16,0.1,0,1,2,NA,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"57.10%",0,0,0,0,4,2,0,1,"50.00%",3,0,0,0,"0.00%","0.00%","0.00%","0.00%",1.5,"0.00%","50.00%","66.70%",0,NA,0
"Shamar Williams","WAGNER",25,45.34,"C",60.2,56.1,66,NA,1,0,0,66.7,0,5,11,5,1.1,0,1,0,NA,0,0,0,NA,0,2,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,1,"50.00%",11,0,0,0,"0.00%","100%","0.00%","0.00%",5.5,"0.00%","0.00%","0.00%",0,NA,0
"Wayne Favors III","DELWARE ST",52,45.16,"C",53.8,46.7,68.8,NA,4,1,0,66.7,1,5,17.5,13,1.46,0,1,0,NA,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"20.00%",0,0,0,1,4,4,1,2,"66.70%",35,2,0,0,"4.20%","0.00%","66.70%","33.30%",11.7,"0.00%","0.00%","25.00%",0,NA,1
"Raleigh Collins III","YNGTOWN ST",27,44.99,"C",58.7,64.7,42.9,69.1,2,0,1,100,0,18,8,8,1.33,0,0,0,NA,0,0,0,5.6,1,0,0,0,1,0,0,1,0,0,0,0,"0.00%",1,1,1,0,3,0,0,1,"100%",8,0,0,0,"0.00%","0.00%","0.00%","0.00%",8,"0.00%","0.00%","0.00%",0,NA,0
"Diego Sanchez","NWSTATE",56,44.98,"C",48.3,57.8,36.7,NA,8,2,2,45.8,1,19.33,6.7,1.8,0.91,1,0,3,NA,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,2,7,3,3,3,"75.00%",20,1,0,0,"4.50%","0.00%","25.00%","25.00%",5,"0.00%","42.90%","20.00%",0,NA,1
"Duke Bradley","BRYANT",21,44.73,"C",61.2,55.3,70,59.5,4,0,0,91.7,0,8.33,6,6,1.2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,1,"100%",6,0,0,0,"0.00%","0.00%","0.00%","0.00%",6,"0.00%","0.00%","0.00%",0,NA,0
"Julius Jackson","YNGTOWN ST",21,44.62,"C",64.2,54.8,73,60,4,1,0,100,0,9,8,7,1.14,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,0,1,"100%",8,1,0,0,"0.00%","0.00%","100%","0.00%",8,"0.00%","0.00%","0.00%",0,NA,0
"Louis Foster","GRAMBLING",38,44.33,"C",54.2,49.5,68.3,NA,5,1,1,81.3,0,5,8.5,16.7,0.71,1,1,0,NA,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"16.70%",0,0,0,1,4,4,2,2,"66.70%",17,1,0,0,"4.20%","0.00%","33.30%","0.00%",5.7,"0.00%","0.00%","20.00%",0,NA,0
"Brenden Toppin","VILLANOVA",39,44.32,"C",60.2,65.7,52.1,58.9,4,0,0,95.8,0,15.75,7,-6,0.44,0,0,1,NA,0,0,0,25,0,1,0,0,1,0,0,0,0,0,0,0,"20.00%",0,0,1,0,2,0,0,1,"100%",7,0,0,0,"0.00%","100%","0.00%","0.00%",7,"0.00%","20.00%","0.00%",1,NA,0
"Tazion McQueen","MOREHEAD",31,44.14,"C",70.6,69.4,66.8,NA,4,0,0,95.8,1,8.5,72,0.5,4,0,1,0,NA,0,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,1,1,"50.00%",72,1,0,0,"5.60%","0.00%","50.00%","50.00%",36,"0.00%","0.00%","0.00%",0,NA,1
"Tywon Wray Jr.","NWSTATE",18,43.91,"C",48.6,63,37,57.3,1,0,1,0,0,3,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",1,0,0,0,2,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","50.00%","0.00%",0,NA,0
"Rondell Carter","PRVIEW A&M",31,43.82,"C",45.2,41.3,63.9,NA,6,1,2,56.3,0,0,3,20.3,0.3,0,2,0,NA,1,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,"14.30%",0,0,0,1,5,5,2,2,"50.00%",6,0,0,0,"0.00%","25.00%","0.00%","0.00%",1.5,"0.00%","0.00%","16.70%",0,NA,0
"Jake Kucera","MAINE",58,43.16,"C",59.3,53.6,70,NA,3,1,1,89.6,0,0,11.5,9,1.1,1,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,2,2,0,2,"66.70%",23,2,0,0,"0.00%","0.00%","66.70%","0.00%",7.7,"0.00%","0.00%","0.00%",0,NA,0
"Ryan Barrett","STNY BROOK",70,43.1,"C",62.2,62.4,60.3,NA,5,1,2,131.3,0,20.5,6,4,0.39,0,0,1,NA,1,0,0,NA,0,0,1,1,0,0,0,0,0,0,0,0,"28.60%",1,1,0,1,4,2,1,3,"100%",18,2,0,0,"0.00%","0.00%","66.70%","0.00%",6,"0.00%","25.00%","33.30%",0,NA,0
"Teeg Slone","UC DAVIS",37,42.82,"C",62.1,56.3,57.4,83.6,5,2,3,158.3,0,-4,14.3,17.7,2.05,2,0,1,NA,0,0,1,50,1,0,0,1,0,0,0,1,1,0,0,1,"16.70%",1,1,2,2,4,3,1,3,"100%",43,2,0,0,"4.80%","0.00%","66.70%","0.00%",14.3,"0.00%","50.00%","0.00%",2,NA,0
"Nassor Ashenafi","W CAROLINA",43,42.52,"C",55.9,59.2,53.7,56.7,6,1,3,86.5,0,14.5,4.8,-0.5,1.58,0,0,2,NA,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,"40.00%",1,1,0,1,4,1,1,4,"100%",19,1,0,0,"0.00%","75.00%","25.00%","0.00%",4.8,"0.00%","40.00%","40.00%",0,NA,0
"Quincy Hamilton","TENN MARTN",48,42.3,"C",54.8,42.6,66.4,NA,6,1,0,56.3,0,11,2,16,0.22,0,0,1,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,1,3,2,0,1,"50.00%",2,1,0,0,"0.00%","0.00%","50.00%","0.00%",1,"0.00%","16.70%","50.00%",0,NA,0
"LJ Hall","LIUSHAR",61,42.19,"C",67.2,63.2,71.9,59.9,5,1,2,141.7,0,2.33,12,4.3,1.2,1,1,0,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"0.00%",2,0,0,1,1,1,0,3,"75.00%",36,2,0,0,"3.30%","0.00%","50.00%","0.00%",9,"0.00%","0.00%","0.00%",0,NA,0
"Tay Cline","MURRAY ST",54,42.07,"C",57,55.2,64.9,59.5,2,0,1,68.8,0,3,12,8,0.32,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,2,2,0,1,"50.00%",12,1,0,0,"0.00%","0.00%","50.00%","0.00%",6,"0.00%","0.00%","0.00%",0,NA,0
"AJ Vaughn","N IOWA",23,41.91,"C",64.2,63.1,60,NA,1,0,1,104.2,0,0,9,9,0.6,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,"0.00%",0,0,0,0,1,1,2,1,"100%",9,0,0,0,"0.00%","0.00%","0.00%","0.00%",9,"0.00%","0.00%","0.00%",0,NA,0
"Boogie Owens","FORDHAM",55,41.84,"C",63.3,57,75.7,NA,3,1,0,118.8,0,20,26,18,0.84,0,0,0,NA,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,1,2,2,0,1,"100%",26,1,0,0,"3.20%","0.00%","100%","0.00%",26,"0.00%","0.00%","50.00%",0,NA,0
"Ja'Torian Mack","W CAROLINA",16,41.44,"C",51.5,41.9,70.1,NA,6,4,1,118.8,0,7,2,1,0.29,2,0,0,NA,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,"0.00%",0,0,0,4,2,2,1,1,"100%",2,1,0,0,"0.00%","0.00%","100%","0.00%",2,"0.00%","0.00%","0.00%",0,NA,0
"Deven Thomas","DUQUESNE",28,41.44,"C",63.8,62,64.2,NA,3,1,0,104.2,0,0,9,8,0.75,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,0,1,"100%",9,1,0,0,"0.00%","0.00%","100%","0.00%",9,"0.00%","0.00%","0.00%",0,NA,0
"Wyatt Mueller","ILL STATE",32,41.42,"C",58.3,61.4,53.3,NA,3,1,0,66.7,0,0,11,9,0.69,0,1,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,1,2,1,0,1,"50.00%",11,1,0,0,"0.00%","0.00%","50.00%","0.00%",5.5,"0.00%","50.00%","0.00%",0,NA,0
"Donald Johnson Jr.","SOUTHERN U",22,41.28,"C",67.8,66.8,63.2,NA,0,0,0,95.8,0,0,27,12,2.7,0,0,0,NA,1,1,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,1,1,1,1,"50.00%",27,1,1,0,"10.00%","50.00%","50.00%","0.00%",13.5,"50.00%","0.00%","100%",0,NA,0
"Ian Harrison","SAN DIEGO",42,41.07,"C",52,56.9,42.8,59.2,3,1,0,42.4,0,6,8,8.3,0.36,0,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,1,4,2,0,1,"33.30%",8,0,0,0,"0.00%","0.00%","0.00%","0.00%",2.7,"0.00%","33.30%","0.00%",0,NA,0
"Chance Sautter","STF AUSTIN",29,40.95,"C",64.1,62.2,65.2,NA,4,2,0,118.8,0,0,24,22,1.33,1,0,0,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,1,1,0,1,"100%",24,1,0,0,"5.60%","0.00%","100%","0.00%",24,"0.00%","0.00%","0.00%",0,NA,0
"Eric Miles","STHLSK",55,40.61,"C",55.9,56.6,56,59.6,9,2,3,78.8,0,7.2,26,10.4,2.08,0,2,3,NA,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,"25.00%",3,0,0,2,5,2,1,2,"40.00%",52,2,1,0,"8.00%","0.00%","40.00%","0.00%",10.4,"20.00%","30.00%","0.00%",0,NA,0
"Christian Garrett","W ILLINOIS",41,40.39,"C",59.5,54,68.6,59.5,5,0,1,104.2,0,15,9,3,0.47,0,0,0,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"16.70%",1,0,0,1,2,2,0,1,"100%",9,1,0,0,"0.00%","100%","100%","0.00%",9,"0.00%","0.00%","50.00%",0,NA,0
"Krystian Pothel","FORDHAM",39,40.32,"C",62.3,54.9,74.4,NA,8,2,0,158.3,0,8.4,23,28,1.1,1,0,0,NA,0,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,1,1,0,1,"100%",23,1,0,0,"4.80%","0.00%","100%","0.00%",23,"0.00%","0.00%","0.00%",0,NA,0
"Jayonn Saunders","MERCYHURST",68,40.07,"C",56.9,45.4,70.3,57.7,5,2,2,115,0,2,24,22,2.29,0,2,0,NA,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,"0.00%",1,1,0,2,3,3,1,2,"40.00%",48,1,0,0,"4.80%","40.00%","20.00%","0.00%",9.6,"0.00%","0.00%","0.00%",0,NA,0
"Elijah Brown","BRYANT",26,40.03,"C",59.9,56.4,63.3,68.5,1,0,1,85.4,0,4,10,2.7,0.95,0,1,0,NA,1,0,1,25,0,0,0,0,1,0,0,0,0,0,0,0,"50.00%",1,0,1,0,2,2,0,2,"66.70%",20,2,0,0,"4.80%","0.00%","66.70%","0.00%",6.7,"0.00%","0.00%","100%",0,NA,0
"Christian Williams","NWSTATE",69,39.74,"D",59.9,59.5,60,NA,7,2,1,95.8,0,12.5,29,4.5,1.04,0,1,1,NA,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"22.20%",0,0,0,2,4,2,0,1,"50.00%",29,1,0,0,"3.60%","0.00%","50.00%","0.00%",14.5,"0.00%","20.00%","25.00%",0,NA,0
"Hayden John","UC DAVIS",18,39.58,"D",55.1,68.2,47.5,NA,2,2,0,87.5,0,0,5,-4,0.38,1,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,1,2,1,0,1,"100%",5,0,0,0,"0.00%","0.00%","0.00%","0.00%",5,"0.00%","100%","0.00%",0,NA,0
"Devin Dunn","MONTANA",24,39.52,"D",68.3,66.3,64.5,NA,1,1,0,118.8,0,0,15,15,0.83,0,0,0,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,0,0,0,1,"100%",15,1,0,0,"5.60%","0.00%","100%","0.00%",15,"0.00%","0.00%","0.00%",0,NA,0
"Julian Quintero","W CAROLINA",18,39.41,"D",47.1,65.1,29.2,59.2,0,0,0,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,3,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","100%","0.00%",0,NA,0
"Jake Kruger","W ILLINOIS",28,39.29,"D",51.2,48.9,57.9,60,4,2,0,66.7,0,5,11,11.5,1,0,1,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"20.00%",0,0,0,2,3,2,0,1,"50.00%",11,1,0,0,"0.00%","50.00%","50.00%","0.00%",5.5,"0.00%","25.00%","0.00%",0,NA,0
"Anthony Isley","N IOWA",28,38.88,"D",61,60.4,61.1,NA,6,0,0,101.7,0,0,10.5,8,2.1,0,1,0,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,1,4,"80.00%",42,1,0,0,"5.00%","0.00%","20.00%","0.00%",8.4,"0.00%","0.00%","0.00%",0,NA,0
"Elijah Davis","ROB MORRIS",52,38.16,"D",59.9,56.7,67.6,NA,3,1,1,118.8,0,12,17.5,11,1.09,0,0,0,NA,1,0,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,"25.00%",0,0,0,1,2,2,0,2,"100%",35,2,0,0,"3.10%","0.00%","100%","0.00%",17.5,"0.00%","0.00%","50.00%",0,NA,0
"Michael Grandy","HOWARD",24,38.14,"D",41.7,47.8,41.9,59.1,3,0,1,0,0,8.67,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.00%",1,0,0,0,4,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","40.00%","0.00%",0,NA,0
"Ezra Carter","BRYANT",59,37.83,"D",65.7,65,63.9,NA,2,0,0,118.8,0,0,15,15,0.91,0,0,0,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,2,"100%",30,1,0,0,"3.00%","0.00%","50.00%","0.00%",15,"0.00%","0.00%","0.00%",0,NA,0
"Bryan Lodge","TOWSON",59,37.81,"D",56.2,50.1,68.6,NA,6,0,2,96.9,0,5.5,10.3,8.5,1.11,0,1,1,NA,1,0,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,"25.00%",2,0,0,0,4,3,0,3,"75.00%",31,1,0,0,"3.60%","0.00%","25.00%","0.00%",7.8,"0.00%","20.00%","33.30%",0,NA,0
"Saco Alofipo","STF AUSTIN",25,37.78,"D",59,64.9,48.7,NA,0,0,0,79.2,0,0,3,-2,0.18,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,1,0,0,1,"100%",3,0,0,0,"0.00%","0.00%","0.00%","0.00%",3,"0.00%","100%","0.00%",0,NA,0
"Nick Coates","CHATTNOOGA",68,37.58,"D",49.1,64.8,28.2,NA,5,1,0,58.3,0,12.33,7,3,0.47,1,1,2,NA,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"37.50%",0,0,0,1,8,2,1,2,"50.00%",14,1,1,0,"0.00%","0.00%","25.00%","0.00%",3.5,"25.00%","40.00%","33.30%",0,NA,0
"Jacobi Hatter","WOFFORD",59,37.55,"D",59,62.6,51.4,NA,5,1,1,115.3,0,7.5,6.5,15.3,0.43,0,1,2,NA,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,"28.60%",0,0,0,1,4,2,1,2,"66.70%",13,1,0,0,"0.00%","0.00%","33.30%","0.00%",4.3,"0.00%","40.00%","0.00%",0,NA,0
"Brody Shuss","DRAKE",49,36.84,"D",63.3,57.6,71,60,4,1,1,158.3,0,7.33,14,20,0.61,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,2,1,0,1,"100%",14,1,0,0,"0.00%","0.00%","100%","0.00%",14,"0.00%","0.00%","0.00%",0,NA,0
"Brock Janeda","DUQUESNE",21,36.83,"D",58.1,52.7,65.5,59.6,2,0,0,116.7,0,11,12,-4,2,0,0,0,NA,0,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,"0.00%",0,0,1,0,1,1,0,1,"100%",12,1,0,0,"0.00%","0.00%","100%","0.00%",12,"0.00%","0.00%","0.00%",1,NA,0
"Mike Jenkins","E TENN ST",38,36.81,"D",30.1,28.7,72.4,60,8,2,0,85.4,0,14,13.3,13.4,1.82,1,1,0,NA,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,"11.10%",0,0,0,2,7,7,2,3,"60.00%",40,3,1,0,"4.50%","80.00%","60.00%","0.00%",8,"20.00%","0.00%","20.00%",0,NA,0
"Caleb Young Jr.","W CAROLINA",28,36.73,"D",54.7,63.9,43.6,NA,3,1,0,89.6,0,9,5.5,-3,1.22,1,0,1,NA,0,0,0,NA,0,2,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,1,3,1,1,2,"100%",11,1,0,0,"0.00%","100%","50.00%","0.00%",5.5,"0.00%","50.00%","0.00%",0,NA,0
"Javon Davis","MCNEESE",63,36.2,"D",55,68.5,34.5,55.6,4,2,0,95.8,0,3,7,7,0.17,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20.00%",0,0,0,2,4,1,0,1,"100%",7,0,0,0,"0.00%","0.00%","0.00%","0.00%",7,"0.00%","33.30%","0.00%",0,NA,0
"Fabian Wells","TEXAS STHN",47,36.05,"D",58.1,56.5,61.7,NA,2,1,0,112.5,0,0,11,5,0.48,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,"0.00%",0,0,0,1,4,3,1,1,"100%",11,1,0,0,"0.00%","0.00%","100%","0.00%",11,"0.00%","0.00%","0.00%",0,NA,0
"Jaquavus Hallman","TEXAS STHN",27,35.15,"D",58.2,72.2,36.7,NA,1,0,0,105.2,0,0,10.5,8.5,1.4,0,1,1,NA,0,1,0,NA,0,0,0,1,0,1,0,0,0,0,0,0,"50.00%",0,0,0,0,3,1,1,2,"50.00%",21,1,1,0,"0.00%","0.00%","25.00%","0.00%",5.3,"25.00%","100%","0.00%",0,NA,0
"Nahamani Harris","PRVIEW A&M",65,34.95,"D",50.2,44.8,64.4,NA,10,0,1,95.8,0,8.57,32,19.5,0.84,0,0,0,NA,0,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,4,2,0,1,"50.00%",32,1,0,0,"2.60%","50.00%","50.00%","0.00%",16,"0.00%","0.00%","0.00%",0,NA,0
"La'Shavion Brown","ILL STATE",38,34.82,"D",53.1,49,62.7,NA,6,3,1,112.5,0,4.5,11,7,0.96,1,0,1,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"14.30%",1,0,0,3,4,3,0,2,"100%",22,1,0,0,"4.30%","0.00%","50.00%","0.00%",11,"0.00%","20.00%","0.00%",0,NA,0
"Luca Moore","IDAHO",44,34.28,"D",58.2,62.6,50.2,NA,5,0,3,88.9,0,4.5,5.3,-2.3,0.64,0,0,2,NA,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"44.40%",1,0,0,0,4,2,1,3,"100%",16,0,0,0,"0.00%","0.00%","0.00%","0.00%",5.3,"0.00%","50.00%","40.00%",0,NA,0
"Damari Burton","E TENN ST",17,33.33,"D",63,60.9,63.2,NA,1,1,0,118.8,0,0,14,-1,2,0,0,0,NA,1,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,1,1,1,1,1,"100%",14,1,0,0,"0.00%","100%","100%","0.00%",14,"0.00%","0.00%","100%",0,NA,0
"Damani Maxson","PRVIEW A&M",39,33.24,"D",59.5,55.4,67.4,NA,3,1,0,118.8,0,5,12.5,5,1.32,0,0,0,NA,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,1,2,2,0,2,"100%",25,2,0,0,"5.30%","0.00%","100%","0.00%",12.5,"0.00%","0.00%","50.00%",0,NA,0
"Kymari Latney","SACR HEART",27,33.1,"D",45.6,34.6,68.5,48.9,4,2,0,83.3,0,16.5,19,18,1.58,0,0,0,NA,1,0,1,NA,0,2,0,0,1,0,0,0,0,0,0,0,"20.00%",0,0,1,2,4,3,0,1,"50.00%",19,1,0,0,"8.30%","100%","50.00%","0.00%",9.5,"0.00%","0.00%","100%",1,NA,0
"Jordan Allen","RICHMOND",24,32.83,"D",49.2,47.3,55.5,60,7,4,2,118.8,0,2,15,13,1.88,2,0,2,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"30.00%",2,1,0,4,5,2,0,1,"100%",15,1,0,0,"12.50%","0.00%","100%","0.00%",15,"0.00%","28.60%","33.30%",0,NA,0
"Jouvenson Romulus","W ILLINOIS",23,32.33,"D",60.2,57.9,64.2,59.4,2,0,0,118.8,0,5,25,17,1.92,0,0,0,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,1,"100%",25,1,0,0,"7.70%","100%","100%","0.00%",25,"0.00%","0.00%","0.00%",0,NA,0
"Jake East","CAL POLY",51,31.86,"D",52.5,55.9,48.7,60,7,2,1,93.8,0,2,6.5,5,0.5,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22.20%",1,0,0,2,5,2,0,2,"100%",13,2,0,0,"0.00%","0.00%","100%","0.00%",6.5,"0.00%","40.00%","0.00%",0,NA,0
"Avery Dixon","N DAKOTA",62,31.51,"D",50.1,47.6,59.4,NA,5,2,0,108.3,0,10.5,10,4,0.98,1,0,1,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"16.70%",0,0,0,2,3,2,0,4,"100%",40,3,0,0,"2.40%","0.00%","75.00%","0.00%",10,"0.00%","25.00%","0.00%",0,NA,0
