"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade"
"Olatunde Mkparu","BRYANT",30,100,"A"
"Caleb Easterling","FURMAN",69,99.77,"A"
"Juice Ricks","MERRIMACK",31,98.53,"A"
"Lono Solomon","PORTLAND",49,97.29,"A"
"Jackson Daniels","IDAHO ST",68,94.29,"A"
"Takhari Carr","MONTANA ST",64,93.42,"A"
"Bryson Adamoh","CENT ARK",41,93.01,"A"
"Daylan Pringle","MERCYHURST",55,92.68,"A"
"Kasai Jones","NICHOLLS",79,92.42,"A"
"Jermel Bynum","RHODE ISLD",16,92.3,"A"
"Trey Lubin","RHODE ISLD",66,91.88,"A"
"Kemari Nix","DELWARE ST",59,91.42,"A"
"Marquis Cooper","TOWSON",63,91.07,"A"
"Sean Webb","NEW HAMP",72,90.74,"A"
"Caden Rice","HAMPTON",61,89.8,"A"
"Eric Jones","ELON",46,89.26,"A"
"D.J. Adams","CHATTNOOGA",71,88.07,"A"
"Samuel McCall","BETH COOK",62,87.92,"A"
"Kemani Wilson","TXAMEA",42,86.39,"A"
"Amari McGill","MURRAY ST",41,86.33,"A"
"Jhamal Shelby Jr.","NICHOLLS",80,85.47,"A"
"Jeremiah Jimoh","UTAHTC",55,84.97,"A"
"Sean Ferguson","W GEORGIA",35,84.23,"A"
"Chaas McCoy","RHODE ISLD",66,83.85,"A"
"Grant Noland","N DAKOTA",60,83.76,"A"
"Tymir Wynn","COLGATE",67,83.03,"A"
"Dominic Julius","YNGTOWN ST",22,82.7,"A"
"Paul Kim","S DAK ST",15,82.18,"A"
"Cameron Goggins","MERCER",55,80.49,"A"
"Ethan McCann-Carter","RHODE ISLD",19,80.44,"A"
"Keyshawn Jackson","CHATTNOOGA",68,79.01,"B"
"Denzel Peoples","WEBER ST",16,78.29,"B"
"David Obadein","S ILLINOIS",60,78,"B"
"Dominic Girard","MURRAY ST",15,77.66,"B"
"Isiah Bivins","IDAHO",27,77.31,"B"
"Brian Harris","MONTANA ST",42,76.82,"B"
"Josiah Young","N IOWA",34,76.8,"B"
"Jack Oliver","ILL STATE",70,76.24,"B"
"Tramar Gilbert","TXAMEA",52,76.18,"B"
"Kemaury Tye","FORDHAM",38,76.07,"B"
"Tahseen Howard","ROB MORRIS",65,75.83,"B"
"Javario Tinch","WOFFORD",40,75.73,"B"
"Jaiydyn Johnson","STF AUSTIN",50,75.24,"B"
"Cadence Turner","N COLORADO",57,75.02,"B"
"Jivon Oggs","E TENN ST",26,74.9,"B"
"Nigel Gay","MERCER",55,74.55,"B"
"Makai Frisby","STF AUSTIN",49,74.04,"B"
"Chris Johnson II","MONTANA",39,73.78,"B"
"Kanijal Thomas","N ALABAMA",54,73.69,"B"
"Dorian Blackwell","TXRG",55,73.67,"B"
"Kamden Tiller","MAINE",52,73.58,"B"
"Mekhi Kilburn","ROB MORRIS",40,73.5,"B"
"Jevean Brown","ELON",66,73.28,"B"
"Jamari Holliman","S DAK ST",28,73.07,"B"
"Adonis Marshall","MERCYHURST",19,72.93,"B"
"Braylon Vincent","LIUSHAR",62,72.8,"B"
"Cole Walker","WOFFORD",58,72.68,"B"
"Deuce Carr","E WASHGTON",39,72.59,"B"
"Chase Jarrett","COLGATE",36,72.35,"B"
"Caleb Holmes","LAMAR",56,71.95,"B"
"Brennen Bailey","LAMAR",48,71.86,"B"
"Eric Zachery","PRVIEW A&M",56,71.58,"B"
"Zion Crawford","ALABAMA ST",61,71.34,"B"
"Jalen Guillard","GRAMBLING",54,71.03,"B"
"Gavin Shepard","S ILLINOIS",63,70.89,"B"
"Nic Lendino","VALPO",73,70.59,"B"
"Kareem Hector","STNY BROOK",38,70.36,"B"
"Sabin McLaughlin","GARD-WEBB",40,70.29,"B"
"Charron Dorsey","SCAR STATE",19,70.11,"B"
"Zakaa Brown","TOWSON",63,69.9,"B"
"Alex Herrera Jr.","MOREHEAD",21,69.75,"B"
"Mason Edwards","MCNEESE",66,69.75,"B"
"Ty Pringle","SO UTAH",15,69.66,"B"
"Remington Moss","ELON",72,69.42,"B"
"Romero Lavalais Jr.","ALBANY",19,68.75,"B"
"Tamal Johnson","WEBER ST",22,68.48,"B"
"Jackson Dowd","LEHIGH",35,68.45,"B"
"Justyn Toler","COLGATE",67,68.38,"B"
"Johnny Hutton III","FL A&M",36,68.18,"B"
"Terrell Poyser","W CAROLINA",18,67.91,"B"
"Jocelyn Malaska","ABILENE CH",40,67.29,"B"
"Doreon Dubose","ILL STATE",49,66.64,"B"
"Ty Lee","SOUTHERN U",26,66.45,"B"
"Trevon Baxter","STHLSK",55,66.33,"B"
"Chris Hudson","NEWHVN",43,66.29,"B"
"David Williams","GARD-WEBB",33,66.26,"B"
"Keon Powell","ALBANY",48,66,"B"
"Alonzo Riddick","FORDHAM",28,65.87,"B"
"Farand Washington","TENN MARTN",38,65.87,"B"
"James Monds III","DUQUESNE",35,65.8,"B"
"Terry Lewis II","MURRAY ST",47,64.9,"B"
"Avery Scott","N DAKOTA",16,64.82,"B"
"Ezekiel Swayne","SAN DIEGO",37,64.71,"B"
"Davonta Morgan Collins","STF AUSTIN",38,64.67,"B"
"Bertin Placide","MERRIMACK",32,64.6,"B"
"CJ Gilmore","E TENN ST",25,64.57,"B"
"Keith Moko","CENT CT ST",42,64.53,"B"
"Devin Brown","W CAROLINA",23,64.24,"B"
"Brandon Ross","NWSTATE",59,64.13,"B"
"Lamont Payne","DELWARE ST",65,63.38,"B"
"Isaac Nyenabo","W GEORGIA",17,63.33,"B"
"Boston Wilson","CAL POLY",43,63.28,"B"
"Tywan Royal","AUSTINPEAY",25,63.13,"B"
"Ryan Tillman","UTAHTC",45,63.09,"B"
"Sammy Draper","GRAMBLING",16,62.99,"B"
"Adrian Patterson","SE MO ST",44,62.59,"B"
"Erv Wiggins Jr.","MAINE",49,62.44,"B"
"Evin McDowell","MERCER",26,62.24,"B"
"Justin Ferguson","MERCER",31,62.1,"B"
"Brandon Chambers Jr.","YNGTOWN ST",36,62.09,"B"
"Christian Oku","ABILENE CH",69,62.01,"B"
"Trenton Bell","GARD-WEBB",19,61.99,"B"
"Sage Salopek","MONTANA",52,61.96,"B"
"O.C. Nurse","VALPO",72,61.68,"B"
"Deandre Creary","AUSTINPEAY",23,61.57,"B"
"Maximillian Johnson","YNGTOWN ST",19,61.3,"B"
"Braden Cervello","UTAHTC",15,61.27,"B"
"Brodie Williams","NEWHVN",38,60.85,"B"
"DeMarkus Boykin","MURRAY ST",23,60.77,"B"
"Brayren Briscoe","GRAMBLING",19,60.76,"B"
"DonPaul Keith","W ILLINOIS",40,60.74,"B"
"Tayden Gray","MONTANA ST",22,60.7,"B"
"Justin Johnson","FORDHAM",36,60.67,"B"
"Donny Jones","ALBANY",48,60.59,"B"
"Jaylen Boehm-Peterson","S DAKOTA",44,60.56,"B"
"Kasahn Johnson","SO UTAH",25,60.51,"B"
"Noah St-Juste","S DAK ST",15,60.11,"B"
"Ethan Washington","FURMAN",41,59.64,"C"
"Omar Ibrahim","MONMOUTH",31,59.63,"C"
"Christen Williams","GRAMBLING",28,59.31,"C"
"Ryan Tyler Williams","BRYANT",27,59.15,"C"
"Corday Bethel","MERRIMACK",23,59.11,"C"
"Michael Evans","SCAR STATE",17,59.07,"C"
"Geovanny Fabian","DELWARE ST",36,59.06,"C"
"Jackson Waid","TXRG",48,58.75,"C"
"Tehron Spencer","CHISTA",37,58.43,"C"
"Antonio Turner Jr.","HAMPTON",31,58.4,"C"
"CJ Fraser","SE LA",73,58.11,"C"
"Mark Arthur","WOFFORD",28,58.08,"C"
"Vincent Bertone","WAGNER",21,57.95,"C"
"Julian Sampson","STETSON",33,57.9,"C"
"DaMari Smith","CENT ARK",33,57.67,"C"
"Trey Carr","UC DAVIS",26,57.57,"C"
"Carmaro Mayo","TXAMEA",28,57.17,"C"
"Ja'Mareion Gipson","TARLETON",27,57.07,"C"
"Jerry Allen III","IDAHO",30,57.04,"C"
"Zion Graham","SACR HEART",24,57.01,"C"
"Jaden Sasu","CENT CT ST",18,56.86,"C"
"Zayden Harvey","MOREHEAD",16,56.47,"C"
"Rett Hemphill","MURRAY ST",47,56.34,"C"
"Chaz Gilbreath","UC DAVIS",26,56.23,"C"
"X'Avion Brice","TXAMEA",18,56.17,"C"
"Brandon Parnell Jr.","HAMPTON",22,56.16,"C"
"D.J. Galva","E KENTUCKY",47,56.09,"C"
"Hasson Manning Jr.","MONMOUTH",15,55.85,"C"
"Ife Current","S DAK ST",16,55.64,"C"
"Anthony Hightower III","HAMPTON",67,55.62,"C"
"Aaron Evans","NORFOLK",16,55.61,"C"
"Xavier Tates","SCAR STATE",15,55.56,"C"
"Wendell Smith","TENN MARTN",38,55.54,"C"
"Quency Grant III","W CAROLINA",16,55.11,"C"
"Amyrion Mingo","MCNEESE",28,54.82,"C"
"Mick McKee","LEHIGH",21,54.75,"C"
"Da'Sean Anderson","MERCYHURST",16,54.74,"C"
"Keontae Byas","BETH COOK",62,54.55,"C"
"Nikkem Reynolds","NEWHVN",26,54.51,"C"
"Jaheim Williams","LNDNWD",18,54.45,"C"
"Myles Green","S DAK ST",18,54.42,"C"
"Justin Wilson","W GEORGIA",18,54.29,"C"
"Marcus Samuels","SCAR STATE",19,54.24,"C"
"Amari Gardner","HOLY CROSS",18,54.2,"C"
"Antone Monroe","CHISTA",29,54.2,"C"
"Dorian Gibson","W GEORGIA",25,54.11,"C"
"Jamari Mosley","TXAMEA",19,54.06,"C"
"Jylon Jackson","SOUTHERN U",33,54.05,"C"
"Evan Kludt","N DAKOTA",53,54.02,"C"
"Jaylen Latson","WAGNER",20,53.94,"C"
"J. Augustus Olidge","HOWARD",31,53.89,"C"
"Mark Burns","DELWARE ST",32,53.78,"C"
"DeVonta Owens","LNDNWD",28,53.67,"C"
"Zach Williams","ALABAMA ST",39,53.05,"C"
"Zayd Rogan","WOFFORD",40,53,"C"
"Naz Hill","S ILLINOIS",27,52.96,"C"
"Codey Larkins","ELON",20,52.76,"C"
"Jadyn Marshall","CAL POLY",58,52.71,"C"
"Mekhi Toms","N IOWA",48,52.67,"C"
"Tay'Shawn Wilson","ROB MORRIS",30,52.55,"C"
"Sir Christian Johnson","CENT ARK",32,52.53,"C"
"Darvens Tunis","YNGTOWN ST",34,52.48,"C"
"Quan Peterson","AUSTINPEAY",37,52.4,"C"
"Caleb McKenzie","FL A&M",30,52.27,"C"
"Tyler Hutcherson","STF AUSTIN",31,52.27,"C"
"Aden Tagaloa-Nelson","E KENTUCKY",51,52.2,"C"
"Tamajh Mitchell","E TENN ST",23,51.91,"C"
"Kamden Wyatt","MERRIMACK",25,51.51,"C"
"Keshawn Lyons","LNDNWD",34,51.39,"C"
"Safir Stills-Bey","MCNEESE",65,51.18,"C"
"Taylor Smallwood","GARD-WEBB",55,51.16,"C"
"Johnny Delancy","STETSON",62,50.97,"C"
"Mika Roberson","IDAHO",16,50.84,"C"
"Antonio Hall","NWSTATE",40,50.68,"C"
"David Jones","SE MO ST",57,50.61,"C"
"Zay Franks","SE LA",55,50.46,"C"
"Jeremiah Postell","TARLETON",51,50.35,"C"
"Jack McGrath","E KENTUCKY",45,49.66,"C"
"Chance Harrison Jr.","W ILLINOIS",28,49.51,"C"
"Jordan Miller","FURMAN",40,49.5,"C"
"Zech Pratt","LNDNWD",27,49.43,"C"
"Brayden Isaiah","MAINE",53,49.38,"C"
"Alijah Prosser","TXRG",66,49.36,"C"
"Jacoby Davis","ABILENE CH",28,49.2,"C"
"Newton Essiem","VILLANOVA",40,49.05,"C"
"Hysan Dalton","IDAHO",49,49.04,"C"
"Mohamed Toure","STHLSK",55,48.85,"C"
"DJ Brown","LEHIGH",54,48.73,"C"
"Gabe Stroud","MONTANA",30,48.7,"C"
"Ty Richardson","UC DAVIS",29,48.39,"C"
"Fredd Adams","TARLETON",75,48.37,"C"
"TreShawn Shorty","IDAHO ST",52,48.29,"C"
"Devin Costello","UTAHTC",36,48.28,"C"
"Isaac Edwards","LNDNWD",29,48.2,"C"
"Antonio Martin","ROB MORRIS",25,48.01,"C"
"Brayden Hapner","W ILLINOIS",18,47.98,"C"
"Sebastian Vargas","S ILLINOIS",22,47.83,"C"
"Chase Fountain","HOLY CROSS",35,47.82,"C"
"Tysean Griffin","W ILLINOIS",32,47.81,"C"
"Mateo Andrews","WAGNER",20,47.58,"C"
"Richard McKneely","SE LA",70,47.45,"C"
"Tareq Council","CHISTA",44,47.45,"C"
"Nicholas Peace","TXRG",27,47.19,"C"
"Charles Castille III","SAN DIEGO",19,46.99,"C"
"MJ Hinson","TEXAS STHN",56,46.93,"C"
"Gabe Bonner","CENT ARK",15,46.57,"C"
"Vance Sheppert","CAMPBELL",28,46.01,"C"
"Evan Harrell","N COLORADO",15,45.57,"C"
"Elisha Luckett III","GARD-WEBB",37,45.39,"C"
"Lanar Kelley","LAMAR",40,45.1,"C"
"Davis Rice","LEHIGH",35,45.05,"C"
"Craig Murphy","CAMPBELL",28,45.05,"C"
"AK Burrell","FURMAN",75,44.75,"C"
"Nyair Domnie","NEW HAMP",17,44.69,"C"
"Jonnie Wiltshire","N DAKOTA",61,44.5,"C"
"Omari Russell","ALABAMA ST",46,44.18,"C"
"Drew Faulkner","UC DAVIS",35,44.17,"C"
"Amori McNeil","MONMOUTH",21,44.16,"C"
"DeMardrick Blunt","CENT ARK",23,43.75,"C"
"Cameron Cason","S ILLINOIS",47,43.74,"C"
"mir Haskett","MONMOUTH",28,43.72,"C"
"Tiwan Jones","IDAHO ST",50,43.7,"C"
"Kyle Nguyen","CAMPBELL",21,43.53,"C"
"Da'Quan Gonzales","NEW HAMP",70,43.22,"C"
"Kenny Selby","SACR HEART",26,43.03,"C"
"Cam Johnson","STNY BROOK",40,42.9,"C"
"Omaris McMiller Jr.","BRYANT",29,42.82,"C"
"Christian Robbins","W CAROLINA",22,42.54,"C"
"Jaden Outar","FL A&M",36,42.32,"C"
"Dashawn Long","WAGNER",22,42.29,"C"
"Dre Kirton","NEWHVN",37,42.27,"C"
"Teion Winslow","BRYANT",34,42.04,"C"
"Jameson Jean","STETSON",18,41.97,"C"
"Ty Murrell","CHISTA",29,41.97,"C"
"Kaleb Quammie","N COLORADO",56,41.9,"C"
"Ky'Ree Murphy","WOFFORD",35,41.74,"C"
"Drew Cofield","UC DAVIS",29,41.45,"C"
"Drew Minich","FORDHAM",60,41.32,"C"
"Greg Jackson Jr.","NICHOLLS",32,41.24,"C"
"Joshua Kabaka","FORDHAM",31,40.83,"C"
"Garret Jackson","MERRIMACK",20,40.31,"C"
"Chase Arrington","CAMPBELL",20,40.28,"C"
"Harrison Brun","S DAKOTA",48,40.16,"C"
"Malik Baker","SE MO ST",42,40.09,"C"
"Isaiah Watts","MOREHEAD",23,40.05,"C"
"Andre Jackson Jr.","W CAROLINA",44,39.56,"D"
"Joshua Jones","LEHIGH",66,39.52,"D"
"Xavier Maple","MERRIMACK",30,39.49,"D"
"Mykhi Davis","CENT CT ST",48,39.34,"D"
"Emeir White","S DAK ST",26,38.76,"D"
"Brooks Dupree","CHISTA",27,38.64,"D"
"Cristian Conyer","E KENTUCKY",20,38.08,"D"
"Landon Carter","SOUTHERN U",23,38.07,"D"
"Key Crowell","ILL STATE",21,37.99,"D"
"Brennon Thompson","NWSTATE",27,37.83,"D"
"Isaiah Pinks","N IOWA",51,37.63,"D"
"Evan Dukes","WAGNER",36,37.48,"D"
"Colin Jefferson","MOREHEAD",18,37.29,"D"
"Amari Jackson","VILLANOVA",28,37.28,"D"
"Morris Taylor","MCNEESE",44,37.04,"D"
"BJ Blake","NORFOLK",27,36.74,"D"
