"Name","Team.Name","Offensive.Snaps","Composite_Score","Player_Grade"
"Brayden White","S DAKOTA",50,39.84,"D"
"Samuel Gbatu Jr.","UC DAVIS",30,39.57,"D"
"Tysen Boze","S DAKOTA",52,38.44,"D"
"Cole Monach","SAN DIEGO",57,38.35,"D"
"Hank Foley","DRAKE",27,38.11,"D"
"Christopher Hall","SAN DIEGO",41,38,"D"
"Stevan Gavric","ILL STATE",26,37.86,"D"
"Suderian Harrison","E TENN ST",43,37.79,"D"
"Ty Carlson","NEW HAMP",47,37.72,"D"
"DK Daniel","W GEORGIA",29,37.44,"D"
"Terence Loville","PORTLAND",64,37.39,"D"
"Lincoln Fisher","HOLY CROSS",37,37.11,"D"
"Anthony Westervelt","SE MO ST",40,36.98,"D"
"Zack Card","IDAHO",26,36.49,"D"
"Khylen Harris-Norman","SE MO ST",24,36.08,"D"
"Ryan Jezioro","IDAHO",68,35.56,"D"
"Gavin Nelson","MONMOUTH",83,35.55,"D"
"Stetson Sarratt","STF AUSTIN",61,35.55,"D"
"Kobe Stewart","BETH COOK",36,35.5,"D"
"Deng Deng","N DAKOTA",55,35.29,"D"
"Zion Fowler-El","WAGNER",32,35.13,"D"
"Snap Reed","N ALABAMA",56,35.01,"D"
"Wyatt Rogers","STETSON",61,34.94,"D"
"Elyjah Mitchell","NORFOLK",45,34.5,"D"
"Keyon Concepcion","MAINE",22,34.46,"D"
"Devin Yeats","VALPO",34,34.38,"D"
"Jamall Mensah","RHODE ISLD",41,34.34,"D"
"Ja'Kheo Mitchell","UTAHTC",23,34.07,"D"
"Jack Smith","S DAK ST",27,33.91,"D"
"Kory Jones","GARD-WEBB",76,33.56,"D"
"Taj Hughes","N IOWA",24,33.35,"D"
"Paul Billups II","NORFOLK",45,33.35,"D"
"Dimitri Howard","MURRAY ST",24,32.66,"D"
"Willie Anderson","BETH COOK",57,32.66,"D"
"Trey Firestone","MURRAY ST",55,32.48,"D"
"Nathan Stewart","DELWARE ST",61,32.47,"D"
"Julian Mason","IDAHO ST",43,32.22,"D"
"David Cabrera","E WASHGTON",26,31.6,"D"
"Anthony Ice","MOREHEAD",39,31.59,"D"
"Alijah Turner","STHLSK",45,31.52,"D"
"Lonyatta Alexander Jr.","IDAHO",30,31.38,"D"
"Jai Boyd","W CAROLINA",37,31.34,"D"
"DJ Maultsby","SCAR STATE",43,31.29,"D"
"Nehemiah Hixon","ALABAMA ST",27,31.19,"D"
"Luke Shields","FURMAN",50,31.07,"D"
"Trey Weary","E TENN ST",43,31.06,"D"
"Brit Simmons","LAMAR",23,30.81,"D"
"Derrick Miller","HOWARD",22,29.96,"D"
"Drew Krobath","LNDNWD",55,29.72,"D"
"Kameran Senegal","MCNEESE",39,29.35,"D"
"Cameron Glenn","TXRG",35,29.32,"D"
"Terrence Honeywood","WOFFORD",50,29.3,"D"
"Prince Zombo Jr.","UTAHTC",46,29.27,"D"
"Matt Fogler","COLGATE",64,29.19,"D"
"Dakarai Anderson","CENT ARK",43,29.11,"D"
"Ray Hall","CAL POLY",53,28.89,"D"
"Isaac McMullin","UTAHTC",23,28.69,"D"
"Torance Washington Jr.","STHLSK",53,28.64,"D"
"D.J. Linkins","STNY BROOK",49,28.5,"D"
"Kam Phillips","COLGATE",58,28.45,"D"
"B.J. Fleming","TARLETON",56,28.42,"D"
"Lincoln Delaere","DRAKE",17,28.18,"D"
"Seth Sweitzer","STNY BROOK",57,28.13,"D"
"Franck Pierre","ALABAMA ST",37,27.92,"D"
"Isaiah Scott","WOFFORD",49,27.86,"D"
"Noah Colon","HAMPTON",37,27.46,"D"
"Spencer Jones","CAMPBELL",43,27.18,"D"
"Jackson House","E KENTUCKY",43,27.17,"D"
"Brandon Binkowski","VILLANOVA",52,27.08,"D"
"Chinua Ezeigbo","CAMPBELL",38,26.85,"D"
"Christian Sabsook","TXRG",53,26.73,"D"
"Ricky Gonzalez II","FORDHAM",50,26.63,"D"
"Josiah Brown","LIUSHAR",31,26.39,"D"
"Ellis Stewart","NICHOLLS",56,26.25,"D"
"Elijah Taylor","SAN DIEGO",50,26.1,"D"
"Alex Voss","ELON",51,26.05,"D"
"Santana Carlos","W CAROLINA",35,25.96,"D"
"Jaquan McGee","TEXAS STHN",48,25.95,"D"
"Joseph Young","LIUSHAR",60,25.86,"D"
"Deuce Oliver","TENN MARTN",41,25.81,"D"
"Nae'Saan Dickerson","GRAMBLING",27,25.7,"D"
"Zae-Mear Correll","DUQUESNE",40,25.54,"D"
"Tanner Harrison","TXAMEA",60,24.95,"D"
"Dylan Evans","MERCYHURST",37,24.75,"D"
"AJ Colombo","W CAROLINA",44,24.73,"D"
"Matthew Iuvara","ALBANY",27,24.56,"D"
"Tyson George","GRAMBLING",25,24.54,"D"
"Daejawn Smith","SOUTHERN U",18,24.52,"D"
"Jashaun Amin","TOWSON",29,24.47,"D"
"Elijah Daniels","CENT CT ST",23,24.16,"D"
"Roriyon Richardson","TEXAS STHN",47,24.16,"D"
"Alfred Honesty","WM & MARY",58,24.03,"D"
"Kaleb Washington","TENN MARTN",58,24,"D"
"Lawson Dixon","SE LA",60,23.98,"D"
"Kaymen Coleman","CHISTA",28,23.86,"D"
"Tommy Poe","IDAHO ST",51,23.75,"D"
"Kenaz McMillian","ELON",48,23.58,"D"
"Tyler Hennessy","UC DAVIS",29,23.51,"D"
"Evan Brooks","LIUSHAR",52,23.4,"D"
"Tristin Purnell","SE MO ST",30,23.39,"D"
"Bryce Allen","RICHMOND",23,23.12,"D"
"LJ Green","MURRAY ST",30,22.83,"D"
"Colton Rodriguez","TARLETON",19,22.81,"D"
"Evan Wallace","MAINE",30,22.73,"D"
"Evan Van Dyke","MERCYHURST",29,22.53,"D"
"Tony Harste","IDAHO",61,22.1,"D"
"Tristan Goodly","SE LA",61,21.94,"D"
"Damani Williams","CENT CT ST",42,21.84,"D"
"Giovanni Adopte","GARD-WEBB",72,21.73,"D"
"Steven Dowdy Jr.","SACR HEART",48,21.59,"D"
"Willis Nofsinger","DRAKE",37,21.57,"D"
"Marvin Session","WEBER ST",72,21.21,"D"
"Jarvis Jones","TOWSON",35,21.16,"D"
"Jobe Bryant","SE MO ST",36,21.02,"D"
"Semaj Pierre","HOWARD",23,20.62,"D"
"Landon Ransom-Goelz","MONTANA",34,20.34,"D"
"Josiah Rainey","DRAKE",26,20.34,"D"
"Se'Quan Osborne","HOWARD",28,19.96,"F"
"Teree McDonald","WAGNER",30,19.85,"F"
"Luke Mailander","ILL STATE",66,19.69,"F"
"Allen Middleton","S ILLINOIS",40,19.47,"F"
"Auystn Howe","CENT CT ST",32,19.32,"F"
"Jalile Bost","GARD-WEBB",40,19.31,"F"
"Weston Adams","MONTANA",30,19.28,"F"
"Justin Reshard","STNY BROOK",19,19.22,"F"
"Greg Donaldson","NICHOLLS",44,19.22,"F"
"Kenyon Massey","MERRIMACK",38,19.16,"F"
"Corey Petty","FL A&M",26,19.11,"F"
"Brandon Winton","E TENN ST",49,18.98,"F"
"Petey Tucker","W ILLINOIS",39,18.97,"F"
"Jaqai Carter","ROB MORRIS",46,18.87,"F"
"Cannon Dinger","MOREHEAD",38,18.78,"F"
"Montez Green","GARD-WEBB",36,18.76,"F"
"Jasean Mayberry","WEBER ST",68,18.74,"F"
"Stephon Patrick","MERRIMACK",49,18.62,"F"
"Malik Leverett","W GEORGIA",42,18.48,"F"
"Oliver Luebkert","E WASHGTON",35,18.29,"F"
"Ryan Pellum Taylor","DELWARE ST",61,18.02,"F"
"Floyd Jones","SOUTHERN U",35,17.55,"F"
"Keegan Zylstra","MOREHEAD",39,17.41,"F"
"Christian Harrison","MONMOUTH",30,17.19,"F"
"Zach Jones","UC DAVIS",26,17.14,"F"
"Malik McNeely","MAINE",47,16.52,"F"
"Elijah Caldwell","E KENTUCKY",50,16.11,"F"
"Chris Colby","VILLANOVA",28,15.89,"F"
"Jyron Waiters","CAMPBELL",23,15.53,"F"
"Toric Goins Jr.","PRVIEW A&M",35,15.32,"F"
"Jalen Smith","LNDNWD",54,15.29,"F"
"Brevin Caldwell","NORFOLK",35,15.22,"F"
"Ethan Harris","FURMAN",50,15.17,"F"
"Amare Lattimore","MERCYHURST",32,14.99,"F"
"Jason Robinson Jr.","PORTLAND",33,14.94,"F"
"Kobe Lewis","DRAKE",28,14.94,"F"
"Dylan Rhodes","NWSTATE",58,14.89,"F"
"Quanye Veney","RICHMOND",19,14.66,"F"
"Ty'ee Stephens","MAINE",38,14.49,"F"
"Clayton Wayland","STF AUSTIN",53,14.32,"F"
"Yosei Takahashi","SAN DIEGO",37,14.3,"F"
"Alex Green","TXRG",27,14.22,"F"
"Judah Mallette","DRAKE",18,14.19,"F"
"Ivory Aikens","WOFFORD",32,13.87,"F"
"Brody Jones","W GEORGIA",37,13.65,"F"
"Jake Hilton","VILLANOVA",41,13.25,"F"
"Markell Quick","S ILLINOIS",56,12.56,"F"
"Rodny Ojo","PRVIEW A&M",28,12.28,"F"
"Tyler Evans","ROB MORRIS",23,12.26,"F"
"Noah Gregg","N ALABAMA",51,11.85,"F"
"Brendan Webb","NWSTATE",56,11.71,"F"
"Jaiden Fair","RICHMOND",24,11.55,"F"
"Keylijah Williams","BRYANT",45,11.34,"F"
"Daniel White","VALPO",45,11.21,"F"
"Luke Morgan","SAN DIEGO",41,10.81,"F"
"James Dely","STNY BROOK",50,10.52,"F"
"Dave Pardo","CENT CT ST",35,10.49,"F"
"Cross Watson","MOREHEAD",28,10.35,"F"
"Jamai East","E WASHGTON",33,10.22,"F"
"Jimmie Duncan","NWSTATE",36,9.83,"F"
"Jack Fairchild","SO UTAH",34,9.75,"F"
"Malaqhi Jones","SCAR STATE",37,9.25,"F"
"Aric Johnson","W ILLINOIS",34,9.2,"F"
"Nare Means","HAMPTON",37,9.16,"F"
"Jordan Reed","MONTANA ST",60,8.98,"F"
"Laviel Pickett","UC DAVIS",37,8.8,"F"
"Chaz Portis","HAMPTON",38,8.67,"F"
"Jaden George","CHATTNOOGA",43,8.54,"F"
"Jamarien Dalton","ELON",44,8,"F"
"Cameron Hergott","E KENTUCKY",57,7.75,"F"
"Jamar Taylor","FL A&M",24,7.66,"F"
"Ty Curran","HOLY CROSS",42,7.39,"F"
"KJ Reed","FORDHAM",30,7.3,"F"
"An'Tiyan Neal","STHLSK",29,7.28,"F"
"Zay Morris","UTAHTC",22,6.77,"F"
"Chief Montalvo","COLGATE",22,6.62,"F"
"Brayden Smith","MERCER",56,6.54,"F"
"Logan Perez","NEW HAMP",45,6,"F"
"Damien Henderson Jr.","SOUTHERN U",36,5.19,"F"
"Ben Evee","SACR HEART",43,5.08,"F"
"Tay Norman","N IOWA",39,4.38,"F"
"Malachi Townsend","STETSON",35,4.32,"F"
"Marty O'Keeffe","VALPO",27,3.73,"F"
"Erik Bussmann","CHATTNOOGA",58,3.32,"F"
"Anthony Carter","TENN MARTN",32,2.9,"F"
"Corey Holmes","TXRG",47,2.17,"F"
"Myles Walker","DUQUESNE",33,1.69,"F"
"Aidan Garcia","DRAKE",20,1.68,"F"
"Conor Lawlor","WAGNER",22,1.57,"F"
"Ace Cobb","FL A&M",23,1.54,"F"
"Randall King","ALABAMA ST",23,1.5,"F"
"Damien McDaniel","PRVIEW A&M",31,1.44,"F"
"Jaden Perez","N ALABAMA",19,1.44,"F"
"Nick Gentilella","SACR HEART",26,1.44,"F"
"Justin Rice","RICHMOND",24,1.33,"F"
"Kyle Vaka","MURRAY ST",44,1.22,"F"
"Sam Harkness","MOREHEAD",29,1.11,"F"
"Keshawn Mister","MONMOUTH",30,0,"F"
