"Name","Team.Name","Offensive.Snaps","Composite_Score","Player_Grade","Jersey.Number","Position","Season","Conference","Receiving.Grade","Key.Plays","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles","Fumbles.Lost","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference_Level","Catch_Rate","Yards_Per_Tgt","Tgt_Per_Snap"
"Tommy Poe","IDAHO ST",51,23.75,"D",13,"WR",2026,"Big Sky",56.9,2,31,17,4,3,25,8.3,0,1,0,0,0,3,0,0,13,4.3,6,0,0.81,6,0,0,1,0,"0.00%",90.6,0,0.129,0,0.75,"FCS",0.75,6.25,0.129032258064516
"Kenaz McMillian","ELON",48,23.58,"D",9,"WR",2026,"CAA",58.3,2,19,1,5,1,22,22,0,1,1,0,0,2,1,1,1,1,1,1,1.16,28.2,1,0,0.5,0.5,"20.00%",5.8,0.105,0.263,0.8,0.2,"FCS",0.2,4.4,0.263157894736842
"Tyler Hennessy","UC DAVIS",29,23.51,"D",13,"WR",2026,"Big Sky",64.8,3,21,4,6,3,19,6.3,0,1,0,0,0,4,1,0,17,5.7,9,0,0.9,4.2,0,0,0.75,0,"16.70%",56.9,0.095,0.286,0,0.5,"FCS",0.5,3.16666666666667,0.285714285714286
"Evan Brooks","LIUSHAR",52,23.4,"D",8,"WR",2026,"Northeast",57.5,2,22,10,4,1,18,18,0,1,0,0,0,1,0,0,2,2,0,0,0.82,24,1,0,1,0,"0.00%",45.8,0,0.182,0.5,0.25,"FCS",0.25,4.5,0.181818181818182
"Tristin Purnell","SE MO ST",30,23.39,"D",17,"WR",2026,"Big South - OVC Football Association",52.2,3,21,2,6,4,22,5.5,0,1,0,0,0,4,0,0,6,1.5,5,0,1.05,5.3,0,1,1,0,"0.00%",72.9,0.191,0.286,0,0.667,"FCS",0.666666666666667,3.66666666666667,0.285714285714286
"Bryce Allen","RICHMOND",23,23.12,"D",8,"WR",2026,"Patriot",56.3,2,18,10,7,2,22,11,0,1,0,0,0,2,2,1,0,0,-1,0.5,1.22,12.6,1,0,1,0,"28.60%",40.2,0,0.389,0.143,0.286,"FCS",0.285714285714286,3.14285714285714,0.388888888888889
"LJ Green","MURRAY ST",30,22.83,"D",7,"WR",2026,"Missouri Valley",60,1,17,0,1,1,11,11,0,1,0,0,0,1,0,0,4,4,3,0,0.65,7,0,0,1,0,"0.00%",112.5,0,0.059,0,1,"FCS",1,11,0.0588235294117647
"Colton Rodriguez","TARLETON",19,22.81,"D",80,"WR",2026,"United Athletic",59.1,1,17,3,1,1,11,11,0,1,0,0,0,1,0,0,3,3,3,0,0.65,8,0,0,1,0,"0.00%",112.5,0.059,0.059,0,1,"FCS",1,11,0.0588235294117647
"Evan Wallace","MAINE",30,22.73,"D",12,"WR",2026,"CAA",55.3,3,16,2,6,3,31,10.3,0,1,1,0,0,4,0,0,27,9,10,0,1.94,8.5,1,1,0.75,0.25,"0.00%",25.7,0.25,0.375,0.167,0.5,"FCS",0.5,5.16666666666667,0.375
"Evan Van Dyke","MERCYHURST",29,22.53,"D",1,"WR",2026,"Northeast",65.4,1,21,2,2,2,13,6.5,0,1,0,0,0,2,0,0,4,2,2,0,0.62,4.5,0,0,1,0,"0.00%",93.8,0.048,0.095,0,1,"FCS",1,6.5,0.0952380952380952
"Tony Harste","IDAHO",61,22.1,"D",4,"WR",2026,"Big Sky",54.9,4,46,11,5,2,30,15,0,2,1,0,0,3,1,0,19,9.5,3,0,0.65,15.4,1,0,0.667,0.333,"20.00%",60.4,0.065,0.109,0.4,0.4,"FCS",0.4,6,0.108695652173913
"Tristan Goodly","SE LA",61,21.94,"D",4,"WR",2026,"Southland",61.2,8,31,7,7,2,16,8,0,1,0,0,0,3,3,1,3,1.5,1,0.333,0.52,10.9,0,0,0.667,0,"42.90%",39.6,0,0.226,0.143,0.286,"FCS",0.285714285714286,2.28571428571429,0.225806451612903
"Damani Williams","CENT CT ST",42,21.84,"D",2,"WR",2026,"Northeast",58.5,3,27,0,7,4,21,5.3,0,2,1,0,0,5,2,1,8,2,3,0.5,0.78,3.1,0,0,0.8,0.2,"28.60%",62.2,0.185,0.259,0,0.571,"FCS",0.571428571428571,3,0.259259259259259
"Giovanni Adopte","GARD-WEBB",72,21.73,"D",0,"WR",2026,"Big South - OVC Football Association",55.9,8,46,13,13,4,34,8.5,0,2,1,0,0,5,3,0,24,6,10,0,0.74,12.1,1,0,0.8,0.2,"23.10%",8.2,0.022,0.283,0.308,0.308,"FCS",0.307692307692308,2.61538461538462,0.282608695652174
"Steven Dowdy Jr.","SACR HEART",48,21.59,"D",5,"WR",2026,"CAA",59.5,2,17,9,4,2,18,9,0,1,0,0,0,2,1,0,6,3,2,0,1.06,9.8,0,0,1,0,"25.00%",62.5,0.059,0.235,0,0.5,"FCS",0.5,4.5,0.235294117647059
"Willis Nofsinger","DRAKE",37,21.57,"D",85,"WR",2026,"Pioneer",57.2,1,29,2,6,2,28,14,0,1,0,0,0,2,1,0,10,5,1,0,0.97,7,1,0,1,0,"16.70%",49.3,0.138,0.207,0.167,0.333,"FCS",0.333333333333333,4.66666666666667,0.206896551724138
"Marvin Session","WEBER ST",72,21.21,"D",18,"WR",2026,"Big Sky",53.3,4,52,40,7,1,24,24,0,1,1,0,0,2,3,1,3,3,3,0.333,0.46,13.6,1,0,0.5,0.5,"42.90%",41.4,0,0.135,0.286,0.143,"FCS",0.142857142857143,3.42857142857143,0.134615384615385
"Jarvis Jones","TOWSON",35,21.16,"D",12,"WR",2026,"CAA",59.1,1,25,9,4,2,20,10,0,1,0,0,0,2,0,0,1,0.5,0,0,0.8,10.5,0,0,1,0,"0.00%",64.6,0.08,0.16,0,0.5,"FCS",0.5,5,0.16
"Jobe Bryant","SE MO ST",36,21.02,"D",11,"WR",2026,"Big South - OVC Football Association",61,1,26,1,3,1,16,16,0,1,0,0,0,1,0,0,0,0,0,0,0.62,12,1,0,1,0,"0.00%",52.1,0.077,0.115,0.333,0.333,"FCS",0.333333333333333,5.33333333333333,0.115384615384615
"Semaj Pierre","HOWARD",23,20.62,"D",2,"WR",2026,"MEAC",61,2,17,0,2,1,14,14,0,0,0,0,0,1,0,0,0,0,0,0,0.82,11.5,0,0,1,0,"0.00%",72.9,0.118,0.118,0,0.5,"FCS",0.5,7,0.117647058823529
"Landon Ransom-Goelz","MONTANA",34,20.34,"D",2,"WR",2026,"Big Sky",53.9,4,26,0,7,3,17,5.7,0,1,0,0,0,3,0,0,7,2.3,3,0,0.65,7.7,0,1,1,0,"0.00%",50.3,0,0.269,0,0.429,"FCS",0.428571428571429,2.42857142857143,0.269230769230769
"Josiah Rainey","DRAKE",26,20.34,"D",21,"WR",2026,"Pioneer",54.9,1,17,6,3,2,13,6.5,0,0,0,0,0,2,1,1,3,1.5,1,1,0.76,9,0,0,1,0,"33.30%",75.7,0.059,0.176,0,0.667,"FCS",0.666666666666667,4.33333333333333,0.176470588235294
"Se'Quan Osborne","HOWARD",28,19.96,"F",18,"WR",2026,"MEAC",62.1,1,16,0,2,2,11,5.5,0,1,0,0,0,2,0,0,5,2.5,0,0,0.69,3,0,0,1,0,"0.00%",89.6,0,0.125,0,1,"FCS",1,5.5,0.125
"Teree McDonald","WAGNER",30,19.85,"F",9,"WR",2026,"Northeast",54.4,2,20,7,5,1,13,13,0,0,0,0,0,1,0,0,9,9,12,0,0.65,16.8,0,0,1,0,"0.00%",39.6,0.05,0.25,0.4,0.2,"FCS",0.2,2.6,0.25
"Luke Mailander","ILL STATE",66,19.69,"F",84,"WR",2026,"Missouri Valley",59.4,3,32,13,4,2,19,9.5,0,1,0,0,0,2,0,0,0,0,0,0,0.59,19,0,0,1,0,"0.00%",24,0,0.125,0.5,0.5,"FCS",0.5,4.75,0.125
"Allen Middleton","S ILLINOIS",40,19.47,"F",5,"WR",2026,"Missouri Valley",50,8,28,4,9,4,46,11.5,0,2,2,1,0,6,1,0,-2,-0.5,-4,0,1.64,17.2,1,0,0.667,0.333,"11.10%",60.4,0.286,0.321,0.333,0.444,"FCS",0.444444444444444,5.11111111111111,0.321428571428571
"Auystn Howe","CENT CT ST",32,19.32,"F",8,"WR",2026,"Northeast",59.2,1,18,2,1,1,8,8,0,1,0,0,0,1,0,0,4,4,2,0,0.44,4,0,0,1,0,"0.00%",100,0,0.056,0,1,"FCS",1,8,0.0555555555555556
"Jalile Bost","GARD-WEBB",40,19.31,"F",6,"WR",2026,"Big South - OVC Football Association",57.5,1,25,6,2,1,13,13,0,1,0,0,0,1,0,0,2,2,2,0,0.52,8.5,0,0,1,0,"0.00%",70.8,0.08,0.08,0,0.5,"FCS",0.5,6.5,0.08
"Weston Adams","MONTANA",30,19.28,"F",7,"WR",2026,"Big Sky",54.7,2,20,1,4,3,18,6,0,0,0,0,0,3,0,0,4,1.3,2,0,0.9,5.8,0,0,1,0,"0.00%",83.3,0,0.2,0,0.75,"FCS",0.75,4.5,0.2
"Justin Reshard","STNY BROOK",19,19.22,"F",13,"WR",2026,"CAA",61.6,1,15,3,2,2,11,5.5,0,0,0,0,0,2,0,0,5,2.5,2,0,0.73,3,0,0,1,0,"0.00%",89.6,0.067,0.133,0,1,"FCS",1,5.5,0.133333333333333
"Greg Donaldson","NICHOLLS",44,19.22,"F",86,"WR",2026,"Southland",52.5,2,23,2,2,1,15,15,0,1,1,0,0,2,0,0,16,16,16,0,0.65,0.5,1,1,0.5,0.5,"0.00%",75,0,0.087,0,0.5,"FCS",0.5,7.5,0.0869565217391304
"Kenyon Massey","MERRIMACK",38,19.16,"F",1,"WR",2026,"IND (FCS)",59,3,18,1,4,2,20,10,0,1,0,0,0,2,0,0,6,3,2,0,1.11,11,0,0,1,0,"0.00%",25,0.222,0.222,0,0.5,"FCS",0.5,5,0.222222222222222
"Corey Petty","FL A&M",26,19.11,"F",0,"WR",2026,"SWAC",50.8,3,17,3,5,3,20,6.7,0,1,1,0,0,4,0,0,6,2,3,0,1.18,7.2,0,1,0.75,0.25,"0.00%",68.8,0.294,0.294,0,0.6,"FCS",0.6,4,0.294117647058824
"Brandon Winton","E TENN ST",49,18.98,"F",0,"WR",2026,"Southern",57.5,3,28,4,2,2,9,4.5,0,0,0,0,0,2,1,1,0,0,0,1,0.32,4.5,0,0,1,0,"50.00%",85.4,0,0.071,0,1,"FCS",1,4.5,0.0714285714285714
"Petey Tucker","W ILLINOIS",39,18.97,"F",0,"WR",2026,"Big South - OVC Football Association",59.4,1,18,8,2,1,10,10,0,1,0,0,0,1,0,0,0,0,0,0,0.56,12.5,0,0,1,0,"0.00%",64.6,0,0.111,0,0.5,"FCS",0.5,5,0.111111111111111
"Jaqai Carter","ROB MORRIS",46,18.87,"F",8,"WR",2026,"Northeast",53.5,3,32,0,6,3,15,5,0,1,0,1,0,3,2,1,13,4.3,2,0.5,0.47,12.5,0,0,1,0,"33.30%",56.3,0,0.188,0.333,0.5,"FCS",0.5,2.5,0.1875
"Cannon Dinger","MOREHEAD",38,18.78,"F",7,"WR",2026,"Pioneer",54.3,1,24,0,4,3,15,5,0,0,0,0,0,3,0,0,0,0,0,0,0.63,10.3,0,0,1,0,"0.00%",80.2,0.167,0.167,0.25,0.75,"FCS",0.75,3.75,0.166666666666667
"Montez Green","GARD-WEBB",36,18.76,"F",13,"WR",2026,"Big South - OVC Football Association",57.4,1,28,3,4,2,24,12,0,1,0,0,0,2,0,0,5,2.5,0,0,0.86,9.8,1,0,1,0,"0.00%",29.2,0.143,0.143,0,0.5,"FCS",0.5,6,0.142857142857143
"Jasean Mayberry","WEBER ST",68,18.74,"F",19,"WR",2026,"Big Sky",55,6,50,42,8,3,15,5,0,1,0,0,0,3,4,0,6,2,3,0,0.3,10.3,0,0,1,0,"50.00%",45.8,0,0.16,0.125,0.375,"FCS",0.375,1.875,0.16
"Stephon Patrick","MERRIMACK",49,18.62,"F",10,"WR",2026,"IND (FCS)",55.8,2,18,5,4,3,14,4.7,0,1,0,0,0,4,1,0,1,0.3,1,0,0.78,2.5,0,0,0.75,0,"25.00%",79.2,0,0.222,0,0.75,"FCS",0.75,3.5,0.222222222222222
"Malik Leverett","W GEORGIA",42,18.48,"F",17,"WR",2026,"United Athletic",57,2,30,7,4,2,14,7,0,0,0,0,0,2,1,0,8,4,0,0,0.47,15.8,0,0,1,0,"25.00%",58.3,0,0.133,0.25,0.5,"FCS",0.5,3.5,0.133333333333333
"Oliver Luebkert","E WASHGTON",35,18.29,"F",89,"WR",2026,"Big Sky",57.6,2,23,0,4,1,11,11,0,1,0,0,0,1,1,0,0,0,0,0,0.48,16.8,0,0,1,0,"25.00%",39.6,0.043,0.174,0.25,0.25,"FCS",0.25,2.75,0.173913043478261
"Ryan Pellum Taylor","DELWARE ST",61,18.02,"F",16,"WR",2026,"MEAC",50,2,32,1,6,4,24,6,0,0,1,0,0,5,0,0,13,3.3,1,0,0.75,7.2,0,1,0.8,0.2,"0.00%",74.3,0,0.188,0,0.667,"FCS",0.666666666666667,4,0.1875
"Floyd Jones","SOUTHERN U",35,17.55,"F",85,"WR",2026,"SWAC",54.4,0,19,9,4,2,12,6,0,0,0,0,0,2,0,0,1,0.5,1,0,0.63,7.8,0,1,1,0,"0.00%",56.3,0,0.211,0,0.5,"FCS",0.5,3,0.210526315789474
"Keegan Zylstra","MOREHEAD",39,17.41,"F",0,"WR",2026,"Pioneer",49.9,2,25,5,2,2,19,9.5,0,1,0,1,0,2,0,0,9,4.5,1,0,0.76,5,0,0,1,0,"0.00%",106.3,0,0.08,0,1,"FCS",1,9.5,0.08
"Christian Harrison","MONMOUTH",30,17.19,"F",14,"WR",2026,"CAA",58.2,1,19,8,3,1,11,11,0,1,0,0,0,1,0,0,0,0,0,0,0.58,11,0,0,1,0,"0.00%",45.1,0,0.158,0,0.333,"FCS",0.333333333333333,3.66666666666667,0.157894736842105
"Zach Jones","UC DAVIS",26,17.14,"F",3,"WR",2026,"Big Sky",60.9,1,17,5,3,2,9,4.5,0,0,0,0,0,2,0,0,20,10,13,0,0.53,-6,0,0,1,0,"0.00%",70.1,0.176,0.176,0,0.667,"FCS",0.666666666666667,3,0.176470588235294
"Malik McNeely","MAINE",47,16.52,"F",4,"WR",2026,"CAA",57.8,3,25,14,5,2,16,8,0,1,0,0,0,2,0,0,16,8,1,0,0.64,13.6,0,0,1,0,"0.00%",9.2,0.04,0.2,0.4,0.4,"FCS",0.4,3.2,0.2
"Elijah Caldwell","E KENTUCKY",50,16.11,"F",9,"WR",2026,"United Athletic",56.4,2,27,5,3,1,10,10,0,1,0,0,0,1,1,0,2,2,2,0,0.37,9.7,0,0,1,0,"33.30%",43.8,0,0.111,0,0.333,"FCS",0.333333333333333,3.33333333333333,0.111111111111111
"Chris Colby","VILLANOVA",28,15.89,"F",13,"WR",2026,"Patriot",53.7,1,21,3,4,2,7,3.5,0,0,0,0,0,2,0,0,9,4.5,3,0,0.33,14.3,0,0,1,0,"0.00%",56.3,0.143,0.191,0.5,0.5,"FCS",0.5,1.75,0.19047619047619
"Jyron Waiters","CAMPBELL",23,15.53,"F",9,"WR",2026,"CAA",59.2,2,17,4,3,2,4,2,0,1,0,0,0,2,0,0,1,0.5,1,0,0.24,2.7,0,0,1,0,"0.00%",70.1,0.176,0.176,0,0.667,"FCS",0.666666666666667,1.33333333333333,0.176470588235294
"Toric Goins Jr.","PRVIEW A&M",35,15.32,"F",11,"WR",2026,"SWAC",54.6,3,23,5,4,2,10,5,0,0,0,0,0,2,2,0,2,1,2,0,0.43,8.5,0,0,1,0,"50.00%",56.3,0,0.174,0,0.5,"FCS",0.5,2.5,0.173913043478261
"Jalen Smith","LNDNWD",54,15.29,"F",4,"WR",2026,"Big South - OVC Football Association",53.3,0,30,7,3,2,10,5,0,0,0,0,0,3,0,0,3,1.5,3,0,0.33,7.3,0,0,0.667,0,"0.00%",71.5,0,0.1,0,0.667,"FCS",0.666666666666667,3.33333333333333,0.1
"Brevin Caldwell","NORFOLK",35,15.22,"F",11,"WR",2026,"MEAC",53.4,3,27,6,6,2,25,12.5,0,1,1,0,0,3,0,0,25,12.5,3,0,0.93,4.8,1,1,0.667,0.333,"0.00%",7.6,0.222,0.222,0,0.333,"FCS",0.333333333333333,4.16666666666667,0.222222222222222
"Ethan Harris","FURMAN",50,15.17,"F",3,"WR",2026,"Southern",52.3,0,29,6,1,1,6,6,0,1,0,0,0,1,0,0,2,2,1,0,0.21,4,0,0,1,0,"0.00%",91.7,0,0.035,0,1,"FCS",1,6,0.0344827586206897
"Amare Lattimore","MERCYHURST",32,14.99,"F",4,"WR",2026,"Northeast",60.1,1,24,3,4,2,13,6.5,0,1,0,0,0,2,0,0,15,7.5,2,0,0.54,4.3,1,0,1,0,"0.00%",17.7,0.167,0.167,0,0.5,"FCS",0.5,3.25,0.166666666666667
"Jason Robinson Jr.","PORTLAND",33,14.94,"F",2,"WR",2026,"Big Sky",52.3,1,24,7,3,1,7,7,0,0,0,0,0,1,0,0,1,1,0,0,0.29,21.3,0,0,1,0,"0.00%",42.4,0,0.125,0.667,0.333,"FCS",0.333333333333333,2.33333333333333,0.125
"Kobe Lewis","DRAKE",28,14.94,"F",24,"WR",2026,"Pioneer",56,3,23,0,6,3,8,2.7,0,1,0,0,0,4,0,0,7,2.3,1,0,0.35,4.5,0,1,0.75,0,"0.00%",16.7,0.261,0.261,0,0.5,"FCS",0.5,1.33333333333333,0.260869565217391
"Dylan Rhodes","NWSTATE",58,14.89,"F",1,"WR",2026,"Southland",51.7,1,37,6,1,1,4,4,0,0,0,0,0,1,1,1,0,0,0,1,0.11,4,0,0,1,0,"100%",83.3,0,0.027,0,1,"FCS",1,4,0.027027027027027
"Quanye Veney","RICHMOND",19,14.66,"F",1,"WR",2026,"Patriot",59.9,1,16,3,4,1,11,11,0,1,0,0,0,1,1,0,8,8,0,0,0.69,9.3,0,0,1,0,"25.00%",0,0.25,0.25,0.25,0.25,"FCS",0.25,2.75,0.25
"Ty'ee Stephens","MAINE",38,14.49,"F",1,"WR",2026,"CAA",53,1,21,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,"0.00%",39.6,0,0.048,1,0,"FCS",0,0,0.0476190476190476
"Clayton Wayland","STF AUSTIN",53,14.32,"F",14,"WR",2026,"Southland",51.8,0,30,8,4,1,2,2,0,0,0,0,0,1,1,1,0,0,0,1,0.07,16.8,0,0,1,0,"25.00%",39.6,0,0.133,0.5,0.25,"FCS",0.25,0.5,0.133333333333333
"Yosei Takahashi","SAN DIEGO",37,14.3,"F",22,"WR",2026,"Pioneer",54,3,18,5,5,2,18,9,0,1,1,0,0,3,0,0,15,7.5,8,0,1,2.2,0,1,0.667,0.333,"0.00%",10.8,0,0.278,0,0.4,"FCS",0.4,3.6,0.277777777777778
"Alex Green","TXRG",27,14.22,"F",14,"WR",2026,"Southland",54.5,0,21,11,2,2,2,1,0,0,0,0,0,2,1,1,7,3.5,1,1,0.1,-2.5,0,0,1,0,"50.00%",79.2,0.095,0.095,0,1,"FCS",1,1,0.0952380952380952
"Judah Mallette","DRAKE",18,14.19,"F",0,"WR",2026,"Pioneer",52.9,0,15,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,"0.00%",39.6,0,0.067,1,0,"FCS",0,0,0.0666666666666667
"Ivory Aikens","WOFFORD",32,13.87,"F",0,"WR",2026,"Southern",53.6,2,20,0,4,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0.15,21.3,0,0,1,0,"0.00%",39.6,0.2,0.2,0.5,0.25,"FCS",0.25,0.75,0.2
"Brody Jones","W GEORGIA",37,13.65,"F",16,"WR",2026,"United Athletic",49.6,4,22,2,5,2,17,8.5,0,0,1,0,0,3,0,0,9,4.5,3,0,0.77,12.6,0,0,0.667,0.333,"0.00%",49.6,0.136,0.227,0.4,0.4,"FCS",0.4,3.4,0.227272727272727
"Jake Hilton","VILLANOVA",41,13.25,"F",5,"WR",2026,"Patriot",52.3,5,29,10,6,1,6,6,0,0,0,0,0,2,4,0,1,1,1,0,0.21,12.8,0,0,0.5,0,"66.70%",39.6,0,0.207,0.167,0.167,"FCS",0.166666666666667,1,0.206896551724138
"Markell Quick","S ILLINOIS",56,12.56,"F",11,"WR",2026,"Missouri Valley",51,0,27,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3,0,0,0,0,"0.00%",39.6,0.037,0.111,1,0,"FCS",0,0,0.111111111111111
"Rodny Ojo","PRVIEW A&M",28,12.28,"F",9,"WR",2026,"SWAC",49.3,3,17,3,4,1,10,10,0,1,2,0,0,3,2,1,4,4,4,0.5,0.59,6,0,1,0.333,0.667,"50.00%",39.6,0.059,0.235,0,0.25,"FCS",0.25,2.5,0.235294117647059
"Tyler Evans","ROB MORRIS",23,12.26,"F",11,"WR",2026,"Northeast",51.8,1,23,0,1,1,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0.17,4,0,0,1,0,"0.00%",83.3,0.043,0.043,0,1,"FCS",1,4,0.0434782608695652
"Noah Gregg","N ALABAMA",51,11.85,"F",4,"WR",2026,"United Athletic",55.2,4,36,10,5,1,5,5,0,0,0,0,0,1,2,0,0,0,0,0,0.14,19.8,0,0,1,0,"40.00%",0,0,0.139,0.4,0.2,"FCS",0.2,1,0.138888888888889
"Brendan Webb","NWSTATE",56,11.71,"F",3,"WR",2026,"Southland",51.1,3,36,9,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,26,0,0,0,0,"66.70%",39.6,0,0.083,0.667,0,"FCS",0,0,0.0833333333333333
"Jaiden Fair","RICHMOND",24,11.55,"F",2,"WR",2026,"Patriot",53.8,0,16,1,3,1,6,6,0,0,0,0,0,1,0,0,2,2,1,0,0.38,5.7,0,0,1,0,"0.00%",42.4,0.188,0.188,0,0.333,"FCS",0.333333333333333,2,0.1875
"Keylijah Williams","BRYANT",45,11.34,"F",1,"WR",2026,"CAA",51,1,22,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,0,0,0,0,"50.00%",39.6,0,0.091,0.5,0,"FCS",0,0,0.0909090909090909
"Daniel White","VALPO",45,11.21,"F",14,"WR",2026,"Pioneer",52.8,3,34,6,5,2,17,8.5,0,0,1,0,0,3,0,0,12,6,3,0,0.5,13.6,0,0,0.667,0.333,"0.00%",10,0,0.147,0.4,0.4,"FCS",0.4,3.4,0.147058823529412
"Luke Morgan","SAN DIEGO",41,10.81,"F",82,"WR",2026,"Pioneer",53.3,0,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,"0.00%",39.6,0,0.063,1,0,"FCS",0,0,0.0625
"James Dely","STNY BROOK",50,10.52,"F",8,"WR",2026,"CAA",52.7,0,34,17,7,2,9,4.5,0,0,0,0,0,2,0,0,-1,-0.5,0,0,0.26,12,0,0,1,0,"0.00%",0,0,0.206,0.286,0.286,"FCS",0.285714285714286,1.28571428571429,0.205882352941176
"Dave Pardo","CENT CT ST",35,10.49,"F",9,"WR",2026,"Northeast",52.1,0,22,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,"0.00%",39.6,0,0.091,0.5,0,"FCS",0,0,0.0909090909090909
"Cross Watson","MOREHEAD",28,10.35,"F",19,"WR",2026,"Pioneer",54.2,0,16,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,"0.00%",39.6,0,0.125,0.5,0,"FCS",0,0,0.125
"Jamai East","E WASHGTON",33,10.22,"F",17,"WR",2026,"Big Sky",53.3,0,25,1,4,1,4,4,0,0,0,0,0,1,0,0,5,5,2,0,0.16,4.8,0,0,1,0,"0.00%",39.6,0,0.16,0,0.25,"FCS",0.25,1,0.16
"Jimmie Duncan","NWSTATE",36,9.83,"F",19,"WR",2026,"Southland",50,3,26,0,8,3,2,0.7,0,0,1,0,0,4,1,0,3,1,0,0,0.08,11.4,0,0,0.75,0.25,"12.50%",45.8,0.308,0.308,0.375,0.375,"FCS",0.375,0.25,0.307692307692308
"Jack Fairchild","SO UTAH",34,9.75,"F",14,"WR",2026,"Big Sky",53.9,2,17,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.5,0,0,0,0,"50.00%",39.6,0,0.118,0,0,"FCS",0,0,0.117647058823529
"Malaqhi Jones","SCAR STATE",37,9.25,"F",11,"WR",2026,"MEAC",51.8,1,18,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,"0.00%",39.6,0.056,0.222,0.25,0,"FCS",0,0,0.222222222222222
"Aric Johnson","W ILLINOIS",34,9.2,"F",23,"WR",2026,"Big South - OVC Football Association",50.1,3,15,1,3,2,7,3.5,0,0,1,0,0,3,0,0,4,2,0,0,0.47,2.7,0,0,0.667,0.333,"0.00%",70.1,0.133,0.2,0,0.667,"FCS",0.666666666666667,2.33333333333333,0.2
"Nare Means","HAMPTON",37,9.16,"F",14,"WR",2026,"CAA",52,1,26,12,3,1,-2,-2,0,0,0,0,0,1,1,0,0,0,0,0,-0.08,12.3,0,0,1,0,"33.30%",42.4,0,0.115,0.333,0.333,"FCS",0.333333333333333,-0.666666666666667,0.115384615384615
"Jordan Reed","MONTANA ST",60,8.98,"F",12,"WR",2026,"Big Sky",51.9,2,25,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,"100%",39.6,0,0.04,0,0,"FCS",0,0,0.04
"Laviel Pickett","UC DAVIS",37,8.8,"F",22,"WR",2026,"Big Sky",52.1,2,25,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0,"0.00%",39.6,0.04,0.2,0.2,0,"FCS",0,0,0.2
"Chaz Portis","HAMPTON",38,8.67,"F",19,"WR",2026,"CAA",48.7,1,27,11,5,2,10,5,0,0,1,0,0,3,1,0,7,3.5,3,0,0.37,3.4,0,0,0.667,0.333,"20.00%",47.9,0,0.185,0,0.4,"FCS",0.4,2,0.185185185185185
"Jaden George","CHATTNOOGA",43,8.54,"F",80,"WR",2026,"Southern",51.5,0,24,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,"0.00%",39.6,0,0.083,0.5,0,"FCS",0,0,0.0833333333333333
"Jamarien Dalton","ELON",44,8,"F",1,"WR",2026,"CAA",48.9,2,20,2,2,1,8,8,0,0,1,0,0,2,0,0,7,7,1,0,0.4,3,0,0,0.5,0.5,"0.00%",60.4,0.1,0.1,0,0.5,"FCS",0.5,4,0.1
"Cameron Hergott","E KENTUCKY",57,7.75,"F",2,"WR",2026,"United Athletic",51.5,0,24,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,"0.00%",39.6,0,0.042,0,0,"FCS",0,0,0.0416666666666667
"Jamar Taylor","FL A&M",24,7.66,"F",13,"WR",2026,"SWAC",50,2,17,8,4,2,4,2,0,0,1,0,0,3,2,0,6,3,1,0,0.24,2.8,0,0,0.667,0.333,"50.00%",56.3,0,0.235,0,0.5,"FCS",0.5,1,0.235294117647059
