"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"STANTON RAMIL","AUBURN",69,25.92,"D"
"CHRISTIAN MARTIN","ILLINOIS",53,25.83,"D"
"PJ WILKINS","WISCONSIN",62,25.71,"D"
"CASON HENRY","LOUISVILLE",65,24.05,"D"
"TYREE ADAMS","TEXAS A&M",71,21.98,"D"
"XAVIER CHAPLIN","FLORIDA ST",67,21.19,"D"
"JALEN KLEMM","ARIZONA ST",62,20.61,"D"
"ANWAR O'NEAL","LOUISVILLE",60,14.74,"F"
"MARKELL SAMUEL","GA TECH",25,12.21,"F"
"LUKE BAKLENKO","ARIZONA ST",29,12.01,"F"
"KAHLIL HOUSE","STANFORD",55,7.37,"F"
"JORDAN DAVIS","UCLA",55,6.92,"F"
"PJ WILLIAMS","SMU",85,6.37,"F"
"JO SIMMONS","AUBURN",69,4.7,"F"
"DREW EVERS","SMU",48,2.8,"F"
"KEVIN BROWN","W VIRGINIA",72,0.9,"F"
"JORDAN HALL","N CAROLINA",70,0,"F"
