"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"GABRIEL GREENLEE","IOWA STATE",28,100,"A"
"GERNORRIS WILSON","OREGON",45,87.91,"A"
"FOX CRADER","OREGON",39,83.81,"A"
"ANDREW GENTRY","BYU",47,82.49,"A"
"SHAUN TORGESON","OKLA STATE",49,81.42,"A"
"EMERSON MANDELL","WISCONSIN",26,79.51,"B"
"JESSE PERRY","TENNESSEE",65,79.14,"B"
"BEN MURAWSKI","MICH STATE",35,77.36,"B"
"MATTHEW MCCOY","MIAMI FL",70,76.37,"B"
"MAASAI KING","IOWA STATE",44,74.19,"B"
"ZIYARE ADDISON","OREGON",68,72.81,"B"
"KEVIN HEYWOOD","WISCONSIN",64,72.57,"B"
"DREW AZZOPARDI","WASHINGTON",56,71.72,"B"
"KAVION BROUSSARD","ARKANSAS",56,71.25,"B"
"JACOB PONTON","TEXAS TECH",63,70.88,"B"
"TREVOR LAUCK","IOWA",38,70.65,"B"
"FREDERICK WILLIAMS III","CAL",55,70.35,"B"
"DAVID SANDERS JR.","TENNESSEE",51,70.01,"B"
"BLAKE FRAZIER","MICHIGAN",62,68.74,"B"
"KODI GREENE","WASHINGTON",47,68.48,"B"
"ZEREOUE WILLIAMS","UTAH",65,68.27,"B"
"HENRY TABANSI","UCF",59,68.26,"B"
"NETINHO OLIVIERI","PITTSBURGH",64,68.01,"B"
"JUDEA MILON","CINCINNATI",77,67.95,"B"
"DREW TERRILL","HOUSTON",78,67.7,"B"
"NATHAN ROY","MINNESOTA",55,67.53,"B"
"PAKI FINAU","BYU",37,67.15,"B"
"LEON BELL","COLORADO",67,65.81,"B"
"CALVIN CLEMENTS","KANSAS",76,65.63,"B"
"MOSHOOD GIWA","RUTGERS",63,65.62,"B"
"IAN MOORE","OHIO STATE",48,64.81,"B"
"E'MARION HARRIS","OKLAHOMA",59,64.67,"B"
"GUNNAR GOTTULA","NEBRASKA",47,63.77,"B"
"WITTEN VAN HOY","TCU",41,63.65,"B"
"MELVIN SIANI","TEXAS",75,63.64,"B"
"TYLER NEEDHAM","RUTGERS",72,63.58,"B"
"RYAN BAER","PITTSBURGH",64,63.51,"B"
"ANTHONY DONKOH","PENN STATE",43,63.25,"B"
"RYAN FODJE","OKLAHOMA",59,62.9,"B"
"ELIJAH PRITCHETT","NEBRASKA",46,62.89,"B"
"ASHTON LEPO","OKLA STATE",49,62.86,"B"
"ELIJAH PAIGE","USC",68,62.53,"B"
"AIDAN LYNCH","VA TECH",82,62.5,"B"
"BRADEN MILLER","DUKE",55,62.36,"B"
"NICK MORROW","KANSAS",69,59.98,"C"
"DESMOND MAGIYA","OKLA STATE",58,59.54,"C"
"CAYDEN GREEN","MISSOURI",52,59.49,"C"
"ANDREW CHAMBLEE","SMU",37,58.74,"C"
"JOE COTTON","CINCINNATI",77,58.15,"C"
"PRESTON CUSHMAN","UCF",59,58.14,"C"
"CHIMDY ONOH","PENN STATE",26,57.83,"C"
"NATHAN KNAPIK","ILLINOIS",50,57.75,"C"
"JENSEN SOMERVILLE","UCLA",28,57.49,"C"
"CARTER SMITH","INDIANA",60,57.38,"C"
"CEDRIC JEFFERSON","UTAH",65,56.9,"C"
"HOWARD SAMPSON","TEXAS TECH",58,56.36,"C"
"TREVOR GOOSBY","TEXAS",75,56.25,"C"
"MALACHI CARNEY","GA TECH",65,55.65,"C"
"ADEDAMOLA AJANI","INDIANA",60,55.53,"C"
"JACARRIUS PEAK","S CAROLINA",37,54.89,"C"
"JORDAN FLOYD","GA TECH",65,54.84,"C"
"TRISTAN BOUNDS","ARIZONA",58,54.47,"C"
"JUSTIN TAUANUU","USC",68,54.12,"C"
"RYAN HOWARD","KANSAS ST",65,53.88,"C"
"LUKE WORK","MISSOURI",52,53.53,"C"
"BRAYDEN JACOBS","CLEMSON",72,53.15,"C"
"KADEN SIERACKI","BAYLOR",69,53.13,"C"
"LOUIE CANEPA","OKLA STATE",25,52.97,"C"
"DARIUS GRAY","S CAROLINA",76,52.89,"C"
"DAYNE ARNETT","S CAROLINA",59,52.72,"C"
"GUS HAWKINS","KANSAS ST",65,51.18,"C"
"LOGAN HOWLAND","VA TECH",58,50.99,"C"
"JIMARION MCCRIMON","NC STATE",79,50.81,"C"
"TEREZ DAVIS","OLE MISS",77,50.45,"C"
"RAKEEM JOHNSON","MICH STATE",35,50.38,"C"
"JAKE TAYLOR","IOWA STATE",40,50.35,"C"
"ISAIAH WRIGHT","MARYLAND",58,50.19,"C"
"MICHAEL KLISIEWICZ","CAL",55,50.15,"C"
"NICK DEL GRANDE","DUKE",69,49.83,"C"
"SAMSON OKUNLOLA","MIAMI FL",70,49.58,"C"
"AIDAN MARTIN","WAKE",68,48.86,"C"
"DEUCE MCGUIRE","NWESTERN",73,48.82,"C"
"EARNEST GREENE III","GEORGIA",56,48.62,"C"
"BRYCE LOVETT","FLORIDA",81,48.11,"C"
"DANIEL SHIPP","MINNESOTA",55,48.06,"C"
"ORION IRVING","VANDERBILT",55,47.55,"C"
"CHAMP WESTBROOKS","ARIZONA ST",45,47.53,"C"
"JORDAN SEATON","LSU",72,47.53,"C"
"RAHTREL PERRY","MARYLAND",71,47.21,"C"
"MALACHI GOODMAN","PENN STATE",43,47.04,"C"
"VEGUER JEAN-JUMEAU","BOSTON COL",45,46.21,"C"
"ALVIN EBOSELE","HOUSTON",76,46.06,"C"
"HALL SCHMIDT","UCLA",75,45.91,"C"
"JACKSON LLOYD","ALABAMA",68,45.77,"C"
"GRANT SEAGREN","NWESTERN",73,45.45,"C"
"TREVION MACK","SYRACUSE",56,45.41,"C"
"MONROE MILLS","VIRGINIA",75,44.97,"C"
"CONNOR HOWES","OLE MISS",50,44.68,"C"
"MALACHI WOOD","KENTUCKY",55,44.61,"C"
"WILKIN FORMBY","TEXAS A&M",79,44.29,"C"
"TEAGUE ANDERSEN","NC STATE",80,44.11,"C"
"JACK DOTZLER","IOWA",38,42.86,"C"
"BEN YORK","VIRGINIA",55,42.48,"C"
"BO HUGHLEY","COLORADO",67,41.92,"C"
"BRYANT WILLIAMS","ARKANSAS",65,41.8,"C"
"MCKALE BOLEY","VIRGINIA",62,40.95,"C"
"COOPER LOVELACE","BAYLOR",75,40.82,"C"
"JUDE MCCOSKEY","PURDUE",63,40.69,"C"
"KRISTIAN PHILLIPS","BOSTON COL",61,40.46,"C"
"MATTHEW LADO","ARIZONA",63,40.45,"C"
"KILIAN REGISTE","TCU",31,39.97,"D"
"EKENE OGBOKO","GEORGIA",27,39.85,"D"
"TOMMY KINSLER IV","OLE MISS",27,39.7,"D"
"JAYVIN JAMES","ALABAMA",68,39.5,"D"
"LANCE HEARD","KENTUCKY",55,38.63,"D"
"JAKHEEM SHUMPERT-PERKINS","MISS STATE",69,38.42,"D"
"MILES MCVAY","MISS STATE",58,37.88,"D"
"CLINTON AZUBUIKE","VANDERBILT",65,37.69,"D"
"JACQAWN MCROY","N CAROLINA",69,37.48,"D"
"COLLIN SADLER","CLEMSON",49,36.37,"D"
"NUKU MAFI","PURDUE",63,36.01,"D"
"LANCE ROBINSON","LOUISVILLE",65,35.46,"D"
"BEAU JOHNSON","VANDERBILT",63,35.2,"D"
"JUAN GASTON","GEORGIA",42,34.97,"D"
"RICO JACKSON","NC STATE",78,34.85,"D"
"TOLU OLAJIDE","WAKE",68,34.71,"D"
"EMEKA UGORJI","FLORIDA",81,33.04,"D"
"CARSTEN CASADY","W VIRGINIA",72,32.77,"D"
"EVERETT SMALL","RUTGERS",37,32.33,"D"
"BEN TAYLOR-WHITFIELD","TCU",64,31.79,"D"
"WESTON DAVIS","LSU",71,31.73,"D"
"KAM PRINGLE","SYRACUSE",74,31.47,"D"
"FISHER ANDERSON","STANFORD",61,29.67,"D"
