"Name","Team.Name","Offensive.Snaps","Composite_Score","Player_Grade","Jersey.Number","Position","Season","Conference","Receiving.Grade","Key.Plays","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles","Fumbles.Lost","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference_Level","Catch_Rate","Yards_Per_Tgt","Tgt_Per_Snap"
"KOBY YOUNG","HOUSTON",64,46.04,"C",2,"WR",2026,"Big 12",61.3,2,39,8,5,2,48,24,1,1,0,0,0,2,2,1,2,1,2,0.5,1.23,14,1,0,1,0,"40.00%",115,0,0.128,0.2,0.4,"P4",0.4,9.6,0.128205128205128
"YAMIR KNIGHT","SMU",53,45.57,"C",8,"WR",2026,"ACC",70.3,6,31,0,9,7,70,10,1,3,0,0,0,7,0,0,40,5.7,16,0,2.26,7.2,2,1,1,0,"0.00%",96.5,0.194,0.29,0.111,0.778,"P4",0.777777777777778,7.77777777777778,0.290322580645161
"WADEN CHARLES","UCF",50,44.71,"C",9,"WR",2026,"Big 12",65.3,3,17,2,3,3,46,15.3,1,1,0,0,0,3,0,0,11,3.7,2,0,2.71,11.7,1,0,1,0,"0.00%",158.3,0.059,0.176,0,1,"P4",1,15.3333333333333,0.176470588235294
"RODNEY BULLARD JR.","MICH STATE",35,43.88,"C",3,"WR",2026,"Big Ten",68.8,3,22,6,3,2,66,33,0,2,0,0,0,2,1,0,4,2,0,0,3,30,1,0,1,0,"33.30%",70.1,0.091,0.136,0.667,0.667,"P4",0.666666666666667,22,0.136363636363636
"BRYANT WESCO JR.","CLEMSON",63,43.86,"C",12,"WR",2026,"ACC",59.9,7,32,16,10,5,77,15.4,0,2,1,0,0,6,1,1,56,11.2,16,1,2.41,14.3,2,0,0.833,0.167,"10.00%",36.3,0.063,0.313,0.3,0.5,"P4",0.5,7.7,0.3125
"VERNON ALLEN III","RUTGERS",32,43.57,"C",5,"WR",2026,"Big Ten",61.9,1,21,2,1,1,28,28,1,1,0,0,0,1,0,0,12,12,2,0,1.33,16,1,1,1,0,"0.00%",158.3,0.048,0.048,0,1,"P4",1,28,0.0476190476190476
"JAYVAN BOGGS","FLORIDA ST",48,43.24,"C",15,"WR",2026,"ACC",72,6,30,3,9,3,77,25.7,0,2,0,0,0,4,3,1,23,7.7,8,0.333,2.57,23.4,2,1,0.75,0,"33.30%",25.9,0.2,0.3,0.444,0.333,"P4",0.333333333333333,8.55555555555556,0.3
"ISAIAH HORTON","TEXAS A&M",58,43.02,"C",7,"WR",2026,"SEC",65.6,5,38,10,8,5,61,12.2,0,4,0,0,0,5,1,1,8,1.6,3,1,1.61,11.8,1,0,1,0,"12.50%",85.9,0.026,0.211,0.125,0.625,"P4",0.625,7.625,0.210526315789474
"JARED RICHARDSON","DUKE",42,42.86,"C",17,"WR",2026,"ACC",68.9,3,20,9,3,3,44,14.7,0,1,0,0,0,3,1,1,13,4.3,7,1,2.2,10.3,2,2,1,0,"33.30%",118.8,0.05,0.15,0.333,1,"P4",1,14.6666666666667,0.15
"TRE RICHARDSON","LOUISVILLE",36,42.09,"C",0,"WR",2026,"ACC",64.8,7,19,7,6,4,62,15.5,0,2,1,0,0,5,2,1,10,2.5,10,0.5,3.26,12.7,2,0,0.8,0.2,"33.30%",100.7,0.263,0.316,0.167,0.667,"P4",0.666666666666667,10.3333333333333,0.31578947368421
"JACORY BARNEY JR.","NEBRASKA",49,41.2,"C",2,"WR",2026,"Big Ten",65.4,2,22,5,3,2,35,17.5,0,2,0,0,0,2,1,1,7,3.5,6,1,1.59,21.7,1,2,1,0,"33.30%",106.3,0.045,0.136,0.667,0.667,"P4",0.666666666666667,11.6666666666667,0.136363636363636
"REECE VANDER ZEE","IOWA",28,41.15,"C",2,"WR",2026,"Big Ten",64.5,2,16,10,2,2,51,25.5,0,1,0,0,0,2,0,0,38,19,12,0,3.19,6.5,1,0,1,0,"0.00%",118.8,0,0.125,0,1,"P4",1,25.5,0.125
"HORATIO FIELDS","OLE MISS",56,41.11,"C",11,"WR",2026,"SEC",59.3,8,39,10,9,5,52,10.4,0,3,1,0,0,7,2,1,30,6,14,0.5,1.33,9,1,4,0.714,0.143,"22.20%",72.5,0.077,0.231,0,0.556,"P4",0.555555555555556,5.77777777777778,0.230769230769231
"DESHAWN SPENCER","AUBURN",38,41.11,"C",9,"WR",2026,"SEC",65.5,4,29,0,2,2,20,10,1,2,0,0,0,2,2,2,0,0,0,1,0.69,12,0,0,1,0,"100%",147.9,0.069,0.069,0,1,"P4",1,10,0.0689655172413793
"LANDON ELLIS","UCLA",61,40.38,"C",11,"WR",2026,"Big Ten",61.9,2,25,11,4,3,22,7.3,1,1,0,0,0,3,1,1,8,2.7,2,1,0.88,7.5,0,0,1,0,"25.00%",127.1,0,0.16,0,0.75,"P4",0.75,5.5,0.16
"MARQUIS JOHNSON","MISS STATE",38,40.32,"C",2,"WR",2026,"SEC",59,1,24,9,4,3,29,9.7,1,1,0,0,0,3,0,0,7,2.3,2,0,1.21,13.5,1,0,1,0,"0.00%",134.4,0.042,0.167,0.5,0.75,"P4",0.75,7.25,0.166666666666667
"BRAYDEN TRIMBLE","ILLINOIS",20,40.25,"C",11,"WR",2026,"Big Ten",76.7,4,15,1,5,5,57,11.4,0,4,0,0,0,5,0,0,18,3.6,12,0,3.8,7.8,2,0,1,0,"0.00%",114.2,0.333,0.333,0,1,"P4",1,11.4,0.333333333333333
"DEANDRE MOORE JR.","COLORADO",59,39.76,"D",3,"WR",2026,"Big 12",65.3,5,31,6,9,7,56,8,0,3,0,0,0,7,2,0,15,2.1,15,0,1.81,10.1,1,2,1,0,"22.20%",92.6,0.065,0.29,0.111,0.778,"P4",0.777777777777778,6.22222222222222,0.290322580645161
"JAMAL POLITE JR.","IOWA STATE",19,39.52,"D",13,"WR",2026,"Big 12",55.3,4,11,0,4,1,34,34,1,1,1,0,0,2,2,0,18,18,0,0,3.09,25,1,0,0.5,0.5,"50.00%",62.5,0,0.364,0.5,0.25,"P4",0.25,8.5,0.363636363636364
"AYDEN GREENE","VA TECH",32,38.76,"D",0,"WR",2026,"ACC",76.4,6,21,10,7,4,57,14.3,0,2,0,0,0,4,1,0,5,1.3,2,0,2.71,12.1,3,0,1,0,"14.30%",83.6,0,0.333,0,0.571,"P4",0.571428571428571,8.14285714285714,0.333333333333333
"SALESI MOA","MICHIGAN",28,38.54,"D",12,"WR",2026,"Big Ten",65.6,1,17,4,2,2,23,11.5,1,1,0,0,0,2,0,0,1,0.5,1,0,1.35,14,1,0,1,0,"0.00%",154.2,0.059,0.118,0.5,1,"P4",1,11.5,0.117647058823529
"NA'EEM ABDUL-RAHIM GLADDING","MARYLAND",60,38.5,"D",1,"WR",2026,"Big Ten",56.7,5,44,14,7,3,57,19,0,2,0,0,0,4,1,0,24,8,4,0,1.3,16.1,1,0,0.75,0,"14.30%",71.7,0.023,0.159,0.429,0.429,"P4",0.428571428571429,8.14285714285714,0.159090909090909
"RICO SCOTT","ALABAMA",62,38.27,"D",7,"WR",2026,"SEC",63.9,3,32,11,6,4,48,12,0,2,0,0,0,4,0,0,16,4,8,0,1.5,11.8,2,2,1,0,"0.00%",91,0.063,0.188,0.167,0.667,"P4",0.666666666666667,8,0.1875
"GAVIN FREEMAN","BAYLOR",50,38.25,"D",6,"WR",2026,"Big 12",69,7,26,0,8,7,47,6.7,0,3,0,0,0,7,1,1,14,2,14,1,1.81,8.1,0,2,1,0,"12.50%",91.1,0.308,0.308,0.125,0.875,"P4",0.875,5.875,0.307692307692308
"CHASE SOWELL","PENN STATE",39,37.64,"D",0,"WR",2026,"Big Ten",63.9,2,18,5,3,2,35,17.5,0,1,0,0,0,2,1,1,4,2,4,1,1.94,20,1,0,1,0,"33.30%",106.3,0,0.167,0.667,0.667,"P4",0.666666666666667,11.6666666666667,0.166666666666667
"DONOVAN OLUGBODE","MISSOURI",48,37.56,"D",1,"WR",2026,"SEC",58.4,3,24,5,6,3,31,10.3,1,2,1,0,0,4,1,1,0,0,0,1,1.29,11.3,0,0,0.75,0.25,"16.70%",104.9,0.083,0.25,0.167,0.5,"P4",0.5,5.16666666666667,0.25
"DONOVAN MURPH","S CAROLINA",32,37.41,"D",6,"WR",2026,"SEC",62.1,2,19,6,2,1,44,44,0,1,0,0,0,1,0,0,0,0,0,0,2.32,28.5,1,0,1,0,"0.00%",56.3,0.053,0.105,0.5,0.5,"P4",0.5,22,0.105263157894737
"BRIAN ROWE JR.","UCLA",56,37.23,"D",2,"WR",2026,"Big Ten",64.5,6,27,6,9,3,77,25.7,0,2,2,0,0,5,1,0,9,3,5,0,2.85,20.4,2,0,0.6,0.4,"11.10%",65.5,0.111,0.333,0.444,0.333,"P4",0.333333333333333,8.55555555555556,0.333333333333333
"JORDAN KING","CAL",17,36.51,"D",4,"WR",2026,"ACC",77.1,3,12,0,4,3,44,14.7,0,3,0,0,0,3,0,0,10,3.3,2,0,3.67,11.8,1,0,1,0,"0.00%",110.4,0.167,0.333,0.25,0.75,"P4",0.75,11,0.333333333333333
"WYATT YOUNG","OKLA STATE",26,35.99,"D",10,"WR",2026,"Big 12",64.8,1,14,0,1,1,13,13,1,1,0,0,0,1,0,0,0,0,0,0,0.93,20,0,0,1,0,"0.00%",158.3,0.071,0.071,1,1,"P4",1,13,0.0714285714285714
"RICKY AHUMARAEZE","NWESTERN",27,35.78,"D",10,"WR",2026,"Big Ten",62.2,2,13,4,3,2,40,20,0,2,0,0,0,2,0,0,7,3.5,7,0,3.08,12.3,2,0,1,0,"0.00%",109.7,0,0.231,0,0.667,"P4",0.666666666666667,13.3333333333333,0.230769230769231
"CAYDEN LEE","MISSOURI",37,35.15,"D",19,"WR",2026,"SEC",65.5,6,20,1,10,6,49,8.2,0,1,0,0,0,6,2,1,32,5.3,9,0.5,2.45,9.3,2,0,1,0,"20.00%",72.5,0.5,0.5,0.2,0.6,"P4",0.6,4.9,0.5
"JALEN SMITH","MINNESOTA",38,34.91,"D",8,"WR",2026,"Big Ten",70.3,2,24,2,5,2,27,13.5,1,1,0,0,0,2,3,1,4,2,3,0.333,1.13,18.6,1,0,1,0,"60.00%",57.9,0.042,0.208,0.4,0.4,"P4",0.4,5.4,0.208333333333333
"BRANDON PHELPS","ARIZONA",23,34.65,"D",18,"WR",2026,"Big 12",66.8,2,15,0,5,3,45,15,0,2,0,0,0,3,0,0,16,5.3,3,0,3,17.8,1,0,1,0,"0.00%",89.6,0.267,0.333,0.4,0.6,"P4",0.6,9,0.333333333333333
"ISAIAH JOHNSON","CINCINNATI",46,34.58,"D",0,"WR",2026,"Big 12",60.4,4,38,1,9,8,57,7.1,0,4,0,0,0,8,0,0,32,4,8,0,1.5,6,1,0,1,0,"0.00%",93.1,0.211,0.237,0.111,0.889,"P4",0.888888888888889,6.33333333333333,0.236842105263158
"BRYCE YATES","PITTSBURGH",22,34.39,"D",4,"WR",2026,"ACC",68.7,2,13,4,3,3,36,12,0,2,0,0,0,3,0,0,17,5.7,10,0,2.77,6.3,1,1,1,0,"0.00%",116.7,0.154,0.231,0,1,"P4",1,12,0.230769230769231
"BROCK BOYD","OHIO STATE",36,34.2,"D",11,"WR",2026,"Big Ten",68.4,5,19,0,7,4,66,16.5,0,3,1,0,0,5,0,0,15,3.8,4,0,3.47,18.4,1,0,0.8,0.2,"0.00%",49.4,0,0.368,0.286,0.571,"P4",0.571428571428571,9.42857142857143,0.368421052631579
"RICO FLORES JR.","VIRGINIA",37,33.88,"D",1,"WR",2026,"ACC",63,2,22,13,5,1,26,26,0,1,0,0,0,1,2,1,2,2,2,0.5,1.18,18.6,1,0,1,0,"40.00%",48.8,0,0.227,0.4,0.2,"P4",0.2,5.2,0.227272727272727
"MARK HAMPER","CAL",21,33.61,"D",15,"WR",2026,"ACC",69.3,3,12,1,5,5,43,8.6,0,2,0,0,0,5,0,0,10,2,5,0,3.58,6.6,1,0,1,0,"0.00%",102.5,0,0.417,0,1,"P4",1,8.6,0.416666666666667
"CREED WHITTEMORE","UTAH",23,33.6,"D",2,"WR",2026,"Big 12",63.2,3,21,0,4,2,43,21.5,0,1,0,0,0,2,2,0,20,10,4,0,2.05,21.5,1,0,1,0,"50.00%",88.5,0.191,0.191,0.75,0.5,"P4",0.5,10.75,0.19047619047619
"EVAN JAMES","IOWA",21,33.57,"D",8,"WR",2026,"Big Ten",68.6,2,12,3,3,3,35,11.7,0,2,0,0,0,3,0,0,23,7.7,10,0,2.92,4,1,1,1,0,"0.00%",115.3,0.25,0.25,0,1,"P4",1,11.6666666666667,0.25
"CADEN HIGH","STANFORD",36,33.56,"D",0,"WR",2026,"ACC",58.9,8,27,4,10,5,43,8.6,1,4,3,0,0,8,0,0,28,5.6,8,0,1.59,9.3,1,0,0.625,0.375,"0.00%",95,0.259,0.37,0.1,0.5,"P4",0.5,4.3,0.37037037037037
"RICKY JOHNSON","UTAH",51,33.48,"D",11,"WR",2026,"Big 12",60.5,5,32,0,5,4,43,10.8,0,3,1,0,0,5,1,1,10,2.5,3,1,1.34,12.4,1,1,0.8,0.2,"20.00%",102.5,0.063,0.156,0.2,0.8,"P4",0.8,8.6,0.15625
"DAVION BROWN","VA TECH",48,33.38,"D",11,"WR",2026,"ACC",55.9,2,26,10,3,1,27,27,0,1,0,0,0,1,0,0,5,5,4,0,1.04,28,1,0,1,0,"0.00%",67.4,0,0.115,1,0.333,"P4",0.333333333333333,9,0.115384615384615
"TYLER BROWN","CLEMSON",44,33.35,"D",6,"WR",2026,"ACC",60.2,6,28,13,2,2,28,14,0,1,0,0,0,2,0,0,9,4.5,5,0,1,9.5,1,1,1,0,"0.00%",118.8,0.036,0.071,0,1,"P4",1,14,0.0714285714285714
"JACOBE HAYES","TCU",31,33.04,"D",80,"WR",2026,"Big 12",64,1,19,0,6,3,52,17.3,0,2,0,0,0,3,0,0,26,8.7,15,0,2.74,13.8,2,2,1,0,"0.00%",40.3,0.105,0.316,0.167,0.5,"P4",0.5,8.66666666666667,0.31578947368421
"YANNICK SMITH","SMU",73,32.99,"D",3,"WR",2026,"ACC",65.3,3,39,8,5,3,50,16.7,0,2,0,0,0,3,1,0,4,1.3,3,0,1.28,15.6,2,1,1,0,"20.00%",54.2,0.026,0.128,0.4,0.6,"P4",0.6,10,0.128205128205128
"JORDAN CLAY","WASHINGTON",26,32.64,"D",11,"WR",2026,"Big Ten",64.9,2,18,3,3,3,10,3.3,1,2,0,0,0,3,1,1,4,1.3,3,1,0.56,3.7,0,0,1,0,"33.30%",120.1,0,0.167,0,1,"P4",1,3.33333333333333,0.166666666666667
"SHAZZ PRESTON","INDIANA",37,32.59,"D",7,"WR",2026,"Big Ten",73.7,3,13,10,4,3,32,10.7,0,2,0,0,0,3,0,0,9,3,7,0,2.46,6.3,1,0,1,0,"0.00%",97.9,0,0.308,0,0.75,"P4",0.75,8,0.307692307692308
"T.J. MOORE","CLEMSON",63,32.51,"D",1,"WR",2026,"ACC",61.1,4,34,15,8,7,36,5.1,0,2,0,0,0,7,0,0,20,2.9,9,0,1.06,3,0,0,1,0,"0.00%",85.4,0,0.235,0,0.875,"P4",0.875,4.5,0.235294117647059
"MIKE MATTHEWS","TENNESSEE",52,32.33,"D",4,"WR",2026,"SEC",65.1,5,30,7,7,4,41,10.3,0,3,0,0,0,5,0,0,18,4.5,8,0,1.37,14.3,1,0,0.8,0,"0.00%",74.1,0,0.233,0.143,0.571,"P4",0.571428571428571,5.85714285714286,0.233333333333333
"KWAZI GILMER","NEBRASKA",54,31.92,"D",3,"WR",2026,"Big Ten",62,3,23,1,3,3,42,14,0,2,0,0,0,3,0,0,12,4,2,0,1.83,10,1,0,1,0,"0.00%",118.8,0.043,0.13,0.333,1,"P4",1,14,0.130434782608696
"BEN BLACK III","RUTGERS",41,31.91,"D",2,"WR",2026,"Big Ten",69.2,4,24,1,3,2,43,21.5,0,2,0,0,0,2,0,0,6,3,2,0,1.79,11.3,1,0,1,0,"0.00%",109.7,0,0.125,0.333,0.667,"P4",0.666666666666667,14.3333333333333,0.125
"BRADY BIDWELL","OREGON",32,30.85,"D",89,"WR",2026,"Big Ten",61.8,2,12,3,3,2,12,6,1,1,0,0,0,2,0,0,0,0,0,0,1,13.3,0,0,1,0,"0.00%",113.9,0,0.25,0.333,0.667,"P4",0.666666666666667,4,0.25
"JUSTUS ROSS-SIMMONS","SYRACUSE",20,30.57,"D",86,"WR",2026,"ACC",67.2,2,14,10,4,1,25,25,0,1,0,0,0,1,0,0,4,4,2,0,1.79,19.3,1,0,1,0,"0.00%",53.1,0,0.286,0.75,0.25,"P4",0.25,6.25,0.285714285714286
"DONOVAN FAUPEL","ARKANSAS",25,30.57,"D",8,"WR",2026,"SEC",58.6,2,20,9,3,2,28,14,0,1,0,0,0,2,1,0,5,2.5,1,0,1.4,14.7,1,0,1,0,"33.30%",96.5,0,0.15,0.333,0.667,"P4",0.666666666666667,9.33333333333333,0.15
"COLE ADAMS","VANDERBILT",16,30.5,"D",7,"WR",2026,"SEC",62.5,1,13,0,2,2,25,12.5,0,1,0,0,0,2,1,1,11,5.5,0,1,1.92,7,1,0,1,0,"50.00%",118.8,0.154,0.154,0,1,"P4",1,12.5,0.153846153846154
"DARIUS JOHNSON","SYRACUSE",32,30.47,"D",6,"WR",2026,"ACC",67.8,5,24,1,6,5,42,8.4,0,2,0,0,0,5,0,0,21,4.2,11,0,1.75,5.3,1,1,1,0,"0.00%",95.8,0.25,0.25,0.167,0.833,"P4",0.833333333333333,7,0.25
"QUE'SEAN BROWN","VA TECH",59,30.22,"D",3,"WR",2026,"ACC",60.6,4,33,11,9,7,30,4.3,0,1,1,0,0,8,1,1,19,2.7,8,1,0.91,5.2,0,0,0.875,0.125,"11.10%",80.6,0.121,0.273,0.111,0.778,"P4",0.777777777777778,3.33333333333333,0.272727272727273
"JOSHUA MOORE","MIAMI FL",39,30.05,"D",3,"WR",2026,"ACC",58.5,1,23,2,3,3,16,5.3,1,1,0,0,0,3,0,0,2,0.7,-1,0,0.7,6.3,0,0,1,0,"0.00%",128.5,0.043,0.13,0,1,"P4",1,5.33333333333333,0.130434782608696
"COY EAKIN","TEXAS TECH",43,29.38,"D",3,"WR",2026,"Big 12",62.7,5,26,3,5,3,40,13.3,0,2,0,0,0,4,1,0,27,9,22,0,1.54,4.4,1,1,0.75,0,"20.00%",85.4,0.192,0.192,0,0.6,"P4",0.6,8,0.192307692307692
"JOURDIN HOUSTON","RUTGERS",44,29.16,"D",4,"WR",2026,"Big Ten",60.2,2,31,2,3,2,27,13.5,0,2,0,0,0,2,2,2,0,0,0,1,0.87,13,0,0,1,0,"66.70%",55.6,0.097,0.097,0,0.667,"P4",0.666666666666667,9,0.0967741935483871
"NYCK HARBOR","S CAROLINA",62,29.09,"D",8,"WR",2026,"SEC",56.9,4,37,8,3,1,22,22,0,1,0,0,0,1,1,0,19,19,14,0,0.59,22,1,0,1,0,"33.30%",60.4,0.027,0.081,0.333,0.333,"P4",0.333333333333333,7.33333333333333,0.0810810810810811
"JAMARI HAWKINS","ARKANSAS",23,29.05,"D",9,"WR",2026,"SEC",59.4,4,18,1,3,2,30,15,0,2,1,0,0,3,1,1,13,6.5,4,1,1.67,10,1,0,0.667,0.333,"33.30%",99.3,0.167,0.167,0,0.667,"P4",0.666666666666667,10,0.166666666666667
"TONY DIAZ","IOWA",21,28.79,"D",14,"WR",2026,"Big Ten",61.4,2,12,5,3,2,22,11,0,1,0,0,0,2,0,0,15,7.5,11,0,1.83,12.7,1,1,1,0,"0.00%",88.2,0,0.25,0.333,0.667,"P4",0.666666666666667,7.33333333333333,0.25
"RYAN WINGO","TEXAS",53,28.5,"D",1,"WR",2026,"SEC",56,4,31,10,6,2,22,11,0,1,0,0,0,3,2,1,3,1.5,2,0.5,0.71,17.8,1,0,0.667,0,"33.30%",45.1,0.032,0.194,0.5,0.333,"P4",0.333333333333333,3.66666666666667,0.193548387096774
"BRETT ESKILDSEN","PENN STATE",28,28.38,"D",4,"WR",2026,"Big Ten",66.4,2,15,4,2,2,24,12,0,2,0,0,0,2,0,0,6,3,5,0,1.6,9,0,0,1,0,"0.00%",116.7,0,0.133,0,1,"P4",1,12,0.133333333333333
"DRAYDEN DICKMANN","WAKE",29,28.25,"D",18,"WR",2026,"ACC",63.4,4,26,13,2,2,22,11,0,1,0,0,0,2,0,0,16,8,4,0,0.85,3,0,0,1,0,"0.00%",112.5,0,0.077,0,1,"P4",1,11,0.0769230769230769
"JALEN MOSS","ARIZONA ST",28,28.07,"D",18,"WR",2026,"Big 12",61.4,2,14,1,1,1,14,14,0,1,0,0,0,1,1,1,0,0,0,1,1,14,0,0,1,0,"100%",118.8,0,0.071,0,1,"P4",1,14,0.0714285714285714
"TANOOK HINES","USC",44,27.89,"D",16,"WR",2026,"Big Ten",57.9,3,23,9,5,3,33,11,0,2,1,0,0,4,0,0,16,5.3,10,0,1.43,7.6,1,1,0.75,0.25,"0.00%",79.6,0.043,0.217,0,0.6,"P4",0.6,6.6,0.217391304347826
"HUDSON LEWIS","OREGON",27,27.89,"D",83,"WR",2026,"Big Ten",61,1,14,5,3,3,25,8.3,0,1,0,0,0,3,0,0,28,9.3,12,0,1.79,-1,0,2,1,0,"0.00%",101.4,0.143,0.214,0,1,"P4",1,8.33333333333333,0.214285714285714
"TAZ WILLIAMS JR.","BAYLOR",41,27.78,"D",18,"WR",2026,"Big 12",59.9,2,18,5,3,2,20,10,0,1,0,0,0,2,1,1,8,4,6,1,1.11,10,1,0,1,0,"33.30%",85.4,0,0.167,0,0.667,"P4",0.666666666666667,6.66666666666667,0.166666666666667
"LONDON HUMPHREYS","GEORGIA",34,27.1,"D",16,"WR",2026,"SEC",61.6,2,12,4,1,1,17,17,0,0,0,0,0,1,0,0,2,2,1,0,1.42,15,1,0,1,0,"0.00%",118.8,0,0.083,0,1,"P4",1,17,0.0833333333333333
"KAMERON COURTNEY","VIRGINIA",42,26.78,"D",5,"WR",2026,"ACC",62.9,2,27,2,6,5,30,6,0,2,0,0,0,5,0,0,34,6.8,17,0,1.11,0.3,0,2,1,0,"0.00%",87.5,0.222,0.222,0,0.833,"P4",0.833333333333333,5,0.222222222222222
"CHAUNCEY MAGWOOD","PURDUE",53,26.72,"D",5,"WR",2026,"Big Ten",60.3,4,32,11,6,3,32,10.7,0,2,1,0,0,4,0,0,-1,-0.3,0,0,1,14.8,0,0,0.75,0.25,"0.00%",66,0.063,0.188,0.333,0.5,"P4",0.5,5.33333333333333,0.1875
"JONANTHONY HALL","STANFORD",17,26.69,"D",11,"WR",2026,"ACC",67.8,2,14,4,2,2,21,10.5,0,2,0,0,0,2,0,0,4,2,3,0,1.5,8.5,0,0,1,0,"0.00%",110.4,0,0.143,0,1,"P4",1,10.5,0.142857142857143
"CJ BROWN","ARKANSAS",31,26.09,"D",3,"WR",2026,"SEC",62.9,3,23,8,3,2,22,11,0,2,0,0,0,2,1,0,-1,-0.5,0,0,0.96,9.7,1,0,1,0,"33.30%",88.2,0,0.13,0,0.667,"P4",0.666666666666667,7.33333333333333,0.130434782608696
"CHRIS LAWSON","WASHINGTON",38,25.96,"D",8,"WR",2026,"Big Ten",57.4,3,23,1,4,2,19,9.5,1,1,0,0,0,2,1,0,24,12,10,0,0.83,5.3,1,0,1,0,"25.00%",63.5,0,0.174,0,0.5,"P4",0.5,4.75,0.173913043478261
"GATLIN BAIR","OREGON",48,25.96,"D",13,"WR",2026,"Big Ten",63.4,5,23,5,4,3,25,8.3,0,3,0,0,0,4,1,0,11,3.7,2,0,1.09,5.5,0,0,0.75,0,"25.00%",90.6,0,0.174,0,0.75,"P4",0.75,6.25,0.173913043478261
"ELIAS COKE","RUTGERS",29,25.91,"D",13,"WR",2026,"Big Ten",53.9,3,23,1,4,1,16,16,1,1,1,0,0,3,0,0,3,3,3,0,0.7,9.5,1,1,0.333,0.333,"0.00%",83.3,0.174,0.174,0,0.25,"P4",0.25,4,0.173913043478261
"JOSHISA TRADER","NC STATE",46,25.72,"D",2,"WR",2026,"ACC",61,5,27,1,6,2,29,14.5,0,2,0,0,0,2,2,0,8,4,4,0,1.07,16.8,1,1,1,0,"33.30%",50,0,0.222,0.333,0.333,"P4",0.333333333333333,4.83333333333333,0.222222222222222
"ZACHARYUS WILLIAMS","USC",30,25.68,"D",0,"WR",2026,"Big Ten",62.2,1,19,1,3,1,27,27,0,1,0,0,0,1,0,0,15,15,4,0,1.42,10,1,0,1,0,"0.00%",67.4,0.158,0.158,0.333,0.333,"P4",0.333333333333333,9,0.157894736842105
"ISAIAH FUHRMANN","GA TECH",42,25.65,"D",13,"WR",2026,"ACC",60.1,2,14,4,2,1,19,19,0,0,0,0,0,1,0,0,5,5,1,0,1.36,17,1,0,1,0,"0.00%",83.3,0,0.143,0.5,0.5,"P4",0.5,9.5,0.142857142857143
"JERMAINE BISHOP JR.","TEXAS",25,25.26,"D",4,"WR",2026,"SEC",60.7,2,16,4,3,2,22,11,0,1,0,0,0,2,1,0,27,13.5,11,0,1.38,3,1,1,1,0,"33.30%",88.2,0,0.188,0,0.667,"P4",0.666666666666667,7.33333333333333,0.1875
"JAYDEN WARREN","TEXAS A&M",21,25.22,"D",81,"WR",2026,"SEC",61.3,2,15,1,1,1,11,11,0,1,0,0,0,1,1,1,0,0,0,1,0.73,11,0,0,1,0,"100%",112.5,0.067,0.067,0,1,"P4",1,11,0.0666666666666667
"JOSH DERRY","UCF",51,25.08,"D",5,"WR",2026,"Big 12",60.3,3,16,1,4,2,24,12,0,1,0,0,0,2,0,0,7,3.5,5,0,1.5,15,1,1,1,0,"0.00%",68.8,0,0.25,0.25,0.5,"P4",0.5,6,0.25
"JALEN HALE","SMU",41,24.91,"D",2,"WR",2026,"ACC",58.9,2,20,4,2,1,11,11,0,1,0,0,0,1,0,0,0,0,0,0,0.55,33.5,0,0,1,0,"0.00%",66.7,0.1,0.1,0.5,0.5,"P4",0.5,5.5,0.1
"KAM SHANKS","WAKE",14,24.67,"D",5,"WR",2026,"ACC",71.8,3,11,2,4,3,27,9,0,0,0,0,0,3,0,0,14,4.7,4,0,2.45,2.5,1,0,1,0,"0.00%",92.7,0.364,0.364,0,0.75,"P4",0.75,6.75,0.363636363636364
"JEREMIAH KOGER","AUBURN",32,24.62,"D",4,"WR",2026,"SEC",59.1,1,22,2,2,1,25,25,0,1,0,0,0,1,1,0,3,3,1,0,1.14,17.5,1,0,1,0,"50.00%",56.3,0,0.091,0.5,0.5,"P4",0.5,12.5,0.0909090909090909
"ANTONIO MEEKS","WAKE",40,23.89,"D",14,"WR",2026,"ACC",53.7,2,33,15,4,2,9,4.5,0,0,0,0,0,2,1,1,3,1.5,1,1,0.27,7.5,0,0,1,0,"25.00%",56.3,0,0.121,0.25,0.5,"P4",0.5,2.25,0.121212121212121
"MAZEO BENNETT JR.","S CAROLINA",59,23.89,"D",3,"WR",2026,"SEC",58.7,4,39,1,7,4,40,10,0,3,1,0,0,5,0,0,20,5,5,0,1.03,9.9,1,2,0.8,0.2,"0.00%",33.9,0.128,0.179,0.143,0.571,"P4",0.571428571428571,5.71428571428571,0.17948717948718
