"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"VAEA IKAKOULA","PENN STATE",52,48.78,"C"
"ROGER ALDERMAN","UTAH",47,48.47,"C"
"KEITH OLSON","UTAH",29,48.43,"C"
"SOLATOA MOEA'I","UTAH",57,48.4,"C"
"PAUL MUBENGA","NEBRASKA",56,47.5,"C"
"HANK PURVIS","S CAROLINA",76,47.38,"C"
"ELYJAH THURMON","CLEMSON",72,47.23,"C"
"JORDAN LARSEN","DUKE",69,47.08,"C"
"TROVON BAUGH","TEXAS A&M",57,46.05,"C"
"MICAH BANUELOS","PURDUE",63,45.56,"C"
"ALEX WOODS","SMU",85,44.28,"C"
"RONAN O'CONNELL","CLEMSON",38,43.29,"C"
"ZIRON BROWN","STANFORD",35,42.38,"C"
"TYSON RUFFINS","CAL",55,41.75,"C"
"NATE KIBBLE","BAYLOR",75,41.73,"C"
"PATRICK KUTAS","OLE MISS",77,39.72,"D"
"ROBERT SMITH IV","BOSTON COL",61,39.62,"D"
"JAYVON MCFADDEN","COLORADO",67,38.48,"D"
"IDRYS COTTON","NWESTERN",73,38.38,"D"
"ASHER HALE","BAYLOR",75,37.5,"D"
"COLIN CUBBERLY","WISCONSIN",64,37.43,"D"
"CADE MCCONNELL","VANDERBILT",55,37.11,"D"
"MALACHI BRELAND","ARKANSAS",65,36.9,"D"
"AMORY HILLS","MARYLAND",30,36.28,"D"
"ROB LAPUAHO","ARIZONA ST",51,35.5,"D"
"CHRIS VIGNA","RUTGERS",45,34.81,"D"
"MARQUES EASLEY","PURDUE",63,34.2,"D"
"WILLIAM SANDERS","ALABAMA",68,33.58,"D"
"KAMEN SMITH","NC STATE",77,33.45,"D"
"JOHNNIE BROWN III","LOUISVILLE",65,32.22,"D"
"SIOAPE VATIKANI","CAL",42,32.13,"D"
"ANDREW THREATT","N CAROLINA",70,31.83,"D"
"COOPER COUSINS","PENN STATE",43,31.34,"D"
"SIMIONE PALE","STANFORD",43,30.84,"D"
"NATE PABST","FLORIDA ST",67,29.43,"D"
"TANNER MORLEY","KANSAS ST",36,26.16,"D"
"ALIOU BAH","LSU",72,23.62,"D"
"NICK KRAHE","W VIRGINIA",36,21.48,"D"
"BRADY WAYBURN","UCF",59,20.92,"D"
"TYLER THOMAS","TEXAS A&M",34,20.38,"D"
"BLAKE IVY","TEXAS A&M",79,16.73,"F"
"COLE SKINNER","AUBURN",69,15.43,"F"
"DELANO TOWNSEND","OLE MISS",77,13.91,"F"
"RYAN HOWERTON","MARYLAND",71,11.39,"F"
"BO BORDELON","LSU",72,9.8,"F"
"WILSON ZIERER","AUBURN",69,3.52,"F"
"PAUL BOWLING","FLORIDA ST",67,0,"F"
