"Name","Team","Jersey.Number.x","Position","Season","Conference.x","Rush.Grade","Key.Plays.x","Attempts","Rush.Yards","Yards.per.Attempt","Rush.Touchdowns","First.Down.Runs","Fumbles.x","Fumbles.Lost.x","Missed.Tackles.on.Runs","Yards.before.Contact","Yards.before.Contact.per.Attempt","Yards.after.Contact","Yards.after.Contract.per.Attempt","Scrambles","First.down.or.Touchdown.percentage","Missed.Tackles.forced.per.Attempt","Explosive.Runs","Change.of.direction.percentage","Team.Name","Jersey.Number.y","Conference.y","Receiving.Grade","Key.Plays.y","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles.y","Fumbles.Lost.y","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference","Conference_Level","Offensive.Snaps","Composite_Score","Player_Grade"
"TRAE'SHAWN BROWN","ALABAMA",17,"HB",2026,"SEC",67.1,6,12,86,7.2,1,3,0,0,0,60,5,26,2.2,0,0.25,0,4,0.083,"ALABAMA",17,"SEC",57.6,0,10,0,1,1,6,6,0,0,0,0,0,1,0,0,10,10,1,0,0.6,-4,0,0,"100%","0.00%","0.00%",91.7,0.1,0.1,0,"100%","SEC","P4",27,45.83,"C"
"CLAY THEVENIN","RUTGERS",9,"HB",2026,"Big Ten",83.7,4,4,24,6,1,3,0,0,3,6,1.5,18,4.5,0,0.75,0.75,1,0.5,"RUTGERS",9,"Big Ten",44.5,2,12,0,2,1,7,7,0,0,1,0,0,2,0,0,10,10,3,0,0.58,-2,0,0,"50.00%","50.00%","0.00%",58.3,0,0.167,0,"50.00%","Big Ten","P4",19,45.81,"C"
"JAIVIAN THOMAS","UCLA",21,"HB",2026,"Big Ten",68.7,5,9,58,6.4,1,3,0,0,4,10,1.1,48,5.3,0,0.333,0.44,3,0,"UCLA",21,"Big Ten",66.4,1,9,0,2,1,9,9,0,1,0,0,0,1,0,0,6,6,2,0,1,3,0,0,"100%","0.00%","0.00%",62.5,0.111,0.222,0,"50.00%","Big Ten","P4",25,45.02,"C"
"JAMES PEOPLES","PENN STATE",1,"HB",2026,"Big Ten",78.5,5,8,58,7.3,2,3,0,0,1,42,5.3,16,2,0,0.375,0.13,3,0.125,"PENN STATE",1,"Big Ten",58.6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big Ten","P4",13,44.73,"C"
"HOLLYWOOD SMOTHERS","TEXAS",2,"HB",2026,"SEC",74.1,8,10,54,5.4,0,5,0,0,4,13,1.3,41,4.1,0,0.5,0.4,2,0.1,"TEXAS",2,"SEC",59.8,2,19,0,2,2,11,5.5,0,1,0,0,0,2,0,0,13,6.5,4,0,0.58,-1,0,1,"100%","0.00%","0.00%",89.6,0.053,0.105,0,"100%","SEC","P4",35,44.59,"C"
"CALEB KOMOLAFE","NWESTERN",5,"HB",2026,"Big Ten",71.5,5,11,49,4.5,0,3,0,0,3,22,2,27,2.5,0,0.273,0.27,2,0.182,"NWESTERN",5,"Big Ten",83.7,2,8,0,3,3,27,9,0,0,0,0,1,3,0,0,42,14,12,0,3.38,-5,0,1,"100%","0.00%","0.00%",104.2,0,0.375,0,"100%","Big Ten","P4",25,43.79,"C"
"ISAAC BROWN","LOUISVILLE",1,"HB",2026,"ACC",71.9,6,11,73,6.6,1,3,0,0,5,8,0.7,65,5.9,0,0.273,0.45,2,0,"LOUISVILLE",1,"ACC",30.5,1,13,0,1,1,-2,-2,0,0,0,1,0,1,0,0,3,3,1,0,-0.15,-5,0,0,"100%","0.00%","0.00%",79.2,0.077,0.077,0,"100%","ACC","P4",39,43.72,"C"
"JOURNEE TONGA","BYU",20,"HB",2026,"Big 12",74.6,7,11,100,9.1,0,4,0,0,0,72,6.5,28,2.5,0,0.364,0,3,0.091,"BYU",20,"Big 12",58.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big 12","P4",21,43.47,"C"
"DARRION DUPREE","WISCONSIN",6,"HB",2026,"Big Ten",76.2,4,8,29,3.6,1,2,0,0,6,-2,-0.3,31,3.9,0,0.25,0.75,1,0.125,"WISCONSIN",6,"Big Ten",63,1,16,0,1,1,9,9,0,1,0,0,0,1,0,0,8,8,8,0,0.56,1,0,1,"100%","0.00%","0.00%",104.2,0,0.063,0,"100%","Big Ten","P4",34,43.18,"C"
"DEKALON TAYLOR","COLORADO",20,"HB",2026,"Big 12",71,4,7,34,4.9,0,1,0,0,3,7,1,27,3.9,0,0.143,0.43,1,0.286,"COLORADO",20,"Big 12",80.4,3,15,0,4,4,46,11.5,0,0,0,0,0,4,0,0,60,15,44,0,3.07,-3.5,1,3,"100%","0.00%","0.00%",114.6,0,0.267,0,"100%","Big 12","P4",28,43,"C"
"QUINTON MARTIN JR.","PENN STATE",25,"HB",2026,"Big Ten",74.1,5,10,100,10,0,2,0,0,5,18,1.8,82,8.2,0,0.2,0.5,1,0,"PENN STATE",25,"Big Ten",30,1,10,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-3,0,0,"0.00%","100%","0.00%",39.6,0,0.1,0,"0.00%","Big Ten","P4",22,42.92,"C"
"DUKE CLARK","FLORIDA",20,"HB",2026,"SEC",75.3,5,7,50,7.1,1,3,0,0,2,16,2.3,34,4.9,0,0.429,0.29,1,0,"FLORIDA",20,"SEC",68.2,1,6,0,1,1,9,9,0,1,0,0,0,1,0,0,2,2,1,0,1.5,7,0,0,"100%","0.00%","0.00%",104.2,0,0.167,0,"100%","SEC","P4",18,42.7,"C"
"RUEBEN OWENS II","TEXAS A&M",4,"HB",2026,"SEC",67.8,10,18,74,4.1,0,4,0,0,3,36,2,38,2.1,0,0.222,0.17,2,0.056,"TEXAS A&M",4,"SEC",54.4,3,33,0,3,2,9,4.5,0,0,0,0,0,2,0,0,6,3,5,0,0.27,0.7,0,1,"100%","0.00%","0.00%",70.1,0,0.091,0,"66.70%","SEC","P4",67,42.16,"C"
"CHARMAR BROWN","MIAMI FL",6,"HB",2026,"ACC",60.9,1,2,35,17.5,0,1,0,0,1,21,10.5,14,7,0,0.5,0.5,1,0.5,"MIAMI FL",6,"ACC",77.7,1,2,0,1,1,6,6,0,1,0,0,0,1,0,0,12,12,5,0,3,-6,0,0,"100%","0.00%","0.00%",91.7,0,0.5,0,"100%","ACC","P4",8,41.7,"C"
"DEMON JUNE","N CAROLINA",0,"HB",2026,"ACC",62.8,7,13,71,5.5,1,5,1,1,2,18,1.4,53,4.1,0,0.385,0.15,4,0.077,"N CAROLINA",0,"ACC",57.5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","ACC","P4",19,41.69,"C"
"DESEAN BISHOP","TENNESSEE",18,"HB",2026,"SEC",72.5,5,9,42,4.7,1,3,0,0,2,16,1.8,26,2.9,0,0.333,0.22,1,0,"TENNESSEE",18,"SEC",77.7,1,8,0,1,1,15,15,0,1,0,0,0,1,0,0,14,14,8,0,1.88,1,1,1,"100%","0.00%","0.00%",118.8,0,0.125,0,"100%","SEC","P4",22,41.58,"C"
"JEKAIL MIDDLEBROOK","VIRGINIA",21,"HB",2026,"ACC",60.8,6,17,75,4.4,1,4,0,0,1,38,2.2,37,2.2,0,0.235,0.06,1,0,"VIRGINIA",21,"ACC",62.3,1,15,0,2,2,1,0.5,1,1,0,0,0,2,0,0,4,2,0,0,0.07,-1.5,0,0,"100%","0.00%","0.00%",118.8,0,0.133,0,"100%","ACC","P4",40,41.37,"C"
"JOSEPH HIMON II","NWESTERN",6,"HB",2026,"Big Ten",76,2,4,28,7,0,0,0,0,1,22,5.5,6,1.5,0,0,0.25,1,0,"NWESTERN",6,"Big Ten",89.5,4,8,0,4,3,46,15.3,3,3,0,0,0,3,0,0,22,7.3,0,0,5.75,16,2,0,"100%","0.00%","0.00%",152.1,0,0.5,0.25,"75.00%","Big Ten","P4",20,41.35,"C"
"TRE PAGE III","OKLA STATE",6,"HB",2026,"Big 12",70.4,5,7,58,8.3,1,3,0,0,3,24,3.4,34,4.9,0,0.429,0.43,2,0.143,"OKLA STATE",6,"Big 12",54.8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big 12","P4",17,41.07,"C"
"J'KOBY WILLIAMS","TEXAS TECH",20,"HB",2026,"Big 12",63.3,2,7,62,8.9,1,2,0,0,1,23,3.3,39,5.6,0,0.286,0.14,2,0,"TEXAS TECH",20,"Big 12",72,2,8,1,3,3,14,4.7,0,0,0,0,0,3,0,0,18,6,12,0,1.75,-1.3,0,1,"100%","0.00%","0.00%",86.1,0.125,0.375,0,"100%","Big 12","P4",24,40.98,"C"
"JAVARI BARNETT","ILLINOIS",24,"HB",2026,"Big Ten",79.8,5,8,50,6.3,1,3,0,0,5,9,1.1,41,5.1,0,0.375,0.63,1,0,"ILLINOIS",24,"Big Ten",60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big Ten","P4",10,40.44,"C"
"LEE BEEBE JR.","INDIANA",29,"HB",2026,"Big Ten",61.3,7,17,50,2.9,2,3,0,0,4,-1,-0.1,51,3,0,0.176,0.24,1,0,"INDIANA",29,"Big Ten",58.1,1,12,0,1,1,2,2,0,0,0,0,0,1,0,0,8,8,3,0,0.17,-6,0,1,"100%","0.00%","0.00%",79.2,0,0.083,0,"100%","Big Ten","P4",32,40.34,"C"
"JA'KOBI JACKSON","OHIO STATE",24,"HB",2026,"Big Ten",70.5,6,8,47,5.9,2,3,0,0,3,12,1.5,35,4.4,0,0.375,0.38,2,0,"OHIO STATE",24,"Big Ten",57.1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big Ten","P4",15,39.35,"D"
"BRIAN BONNER JR.","WASHINGTON",34,"HB",2026,"Big Ten",63.8,2,6,81,13.5,0,2,0,0,1,65,10.8,16,2.7,0,0.333,0.17,2,0.167,"WASHINGTON",34,"Big Ten",55.1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big Ten","P4",22,38.36,"D"
"QUINCY CRAIG","ARIZONA",24,"HB",2026,"Big 12",71.8,3,3,22,7.3,0,2,0,0,2,1,0.3,21,7,0,0.667,0.67,1,0.333,"ARIZONA",24,"Big 12",78,1,3,0,1,1,5,5,0,1,0,0,0,1,0,0,4,4,3,0,1.67,1,0,1,"100%","0.00%","0.00%",87.5,0.333,0.333,0,"100%","Big 12","P4",11,37.89,"D"
"SEDRICK ALEXANDER","VANDERBILT",28,"HB",2026,"SEC",67.9,5,7,53,7.6,0,2,0,0,2,18,2.6,35,5,0,0.286,0.29,2,0,"VANDERBILT",28,"SEC",47.4,3,27,0,6,2,15,7.5,1,1,1,0,0,3,1,0,16,8,1,0,0.56,9.3,0,0,"66.70%","33.30%","16.70%",81.9,0.148,0.222,0.333,"33.30%","SEC","P4",46,37.37,"D"
"AYO ADEYI","OKLA STATE",25,"HB",2026,"Big 12",73.5,4,7,67,9.6,0,3,0,0,3,29,4.1,38,5.4,0,0.429,0.43,2,0,"OKLA STATE",25,"Big 12",57.8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big 12","P4",12,37.28,"D"
"SAVION HITER","MICHIGAN",5,"HB",2026,"Big Ten",58.9,8,11,58,5.3,2,5,0,1,1,28,2.5,30,2.7,0,0.455,0.09,1,0,"MICHIGAN",5,"Big Ten",59,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big Ten","P4",17,37.04,"D"
"RYELAN MORRIS","BAYLOR",25,"HB",2026,"Big 12",76.8,2,4,55,13.8,0,2,0,0,1,1,0.3,54,13.5,0,0.5,0.25,2,0,"BAYLOR",25,"Big 12",65,1,2,0,1,1,-1,-1,0,0,0,0,0,1,0,0,5,5,1,0,-0.5,-6,0,1,"100%","0.00%","0.00%",79.2,0,0.5,0,"100%","Big 12","P4",6,36.37,"D"
"DIERRE HILL JR.","OREGON",6,"HB",2026,"Big Ten",60.9,1,2,11,5.5,1,1,0,0,1,5,2.5,6,3,0,0.5,0.5,0,0,"OREGON",6,"Big Ten",93.3,2,8,0,3,3,50,16.7,0,2,0,0,0,3,0,0,66,22,33,0,6.25,-5.3,2,3,"100%","0.00%","0.00%",118.8,0,0.375,0,"100%","Big Ten","P4",15,36.27,"D"
"FAME IJEBOI","PURDUE",2,"HB",2026,"Big Ten",62.8,8,17,47,2.8,2,4,0,0,3,13,0.8,34,2,0,0.235,0.18,1,0,"PURDUE",2,"Big Ten",54.6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big Ten","P4",37,36.15,"D"
"DAVION GAUSE","NC STATE",7,"HB",2026,"ACC",60.5,3,7,33,4.7,0,2,0,0,1,3,0.4,30,4.3,0,0.286,0.14,2,0.143,"NC STATE",7,"ACC",86.2,4,10,0,5,5,44,8.8,0,3,0,0,0,5,0,0,37,7.4,19,0,4.4,1.4,1,0,"100%","0.00%","0.00%",103.3,0,0.5,0,"100%","ACC","P4",26,35.63,"D"
"XAVIER BROWN","VIRGINIA",0,"HB",2026,"ACC",62.5,3,8,71,8.9,1,2,0,0,0,60,7.5,11,1.4,0,0.25,0,1,0,"VIRGINIA",0,"ACC",60.8,0,5,0,1,1,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,-2,0,0,"100%","0.00%","0.00%",79.2,0,0.2,0,"100%","ACC","P4",19,35.4,"D"
"RALEEK BROWN","TEXAS",0,"HB",2026,"SEC",66.6,6,10,41,4.1,0,1,0,0,2,18,1.8,23,2.3,0,0.1,0.2,1,0.4,"TEXAS",0,"SEC",73,2,15,0,2,2,10,5,0,1,0,0,0,2,0,0,20,10,6,0,0.67,-5,0,1,"100%","0.00%","0.00%",87.5,0,0.133,0,"100%","SEC","P4",30,35.33,"D"
"JEREMIAH COBB","AUBURN",23,"HB",2026,"SEC",65.3,4,9,32,3.6,1,3,0,0,2,4,0.4,28,3.1,0,0.333,0.22,0,0.222,"AUBURN",23,"SEC",62.4,2,22,0,1,1,11,11,0,1,0,0,0,1,0,0,16,16,5,0,0.5,-5,0,0,"100%","0.00%","0.00%",112.5,0,0.045,0,"100%","SEC","P4",46,35.22,"D"
"MEKHI NELSON","NEBRASKA",13,"HB",2026,"Big Ten",74.2,6,9,54,6,0,2,0,0,3,39,4.3,15,1.7,0,0.222,0.33,1,0,"NEBRASKA",13,"Big Ten",62,0,5,0,1,1,7,7,0,0,0,0,0,1,0,0,12,12,4,0,1.4,-5,0,0,"100%","0.00%","0.00%",95.8,0,0.2,0,"100%","Big Ten","P4",16,35.03,"D"
"HUNTER BARNES","TENNESSEE",24,"HB",2026,"SEC",70,3,7,63,9,1,3,0,0,0,26,3.7,37,5.3,0,0.429,0,2,0,"TENNESSEE",24,"SEC",57.9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","SEC","P4",10,34.56,"D"
"WILLIAM MASON","OKLA STATE",22,"HB",2026,"Big 12",74.2,4,5,46,9.2,0,4,0,0,2,12,2.4,34,6.8,0,0.8,0.4,3,0,"OKLA STATE",22,"Big 12",57.3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big 12","P4",8,34.51,"D"
"CJ CAMPBELL","DUKE",0,"HB",2026,"ACC",71.6,6,10,41,4.1,0,4,0,0,4,4,0.4,37,3.7,0,0.4,0.4,2,0.1,"DUKE",0,"ACC",54,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"0.00%","0.00%","0.00%",39.6,0,0.111,0,"0.00%","ACC","P4",21,34.42,"D"
"KEWAN LACY","OLE MISS",5,"HB",2026,"SEC",71.4,6,11,41,3.7,1,2,0,0,2,7,0.6,48,4.4,0,0.182,0.18,2,0,"OLE MISS",5,"SEC",56,2,22,0,4,2,-2,-1,0,0,0,0,0,2,0,0,9,4.5,2,0,-0.09,2.5,0,0,"100%","0.00%","0.00%",56.3,0.091,0.182,0,"50.00%","SEC","P4",43,34.19,"D"
"JAYDEN SCOTT","NC STATE",1,"HB",2026,"ACC",66.3,7,16,50,3.1,0,2,0,0,5,5,0.3,45,2.8,0,0.125,0.31,0,0.188,"NC STATE",1,"ACC",56.3,1,14,0,1,1,2,2,0,0,0,0,0,1,0,0,8,8,2,0,0.14,-6,0,0,"100%","0.00%","0.00%",79.2,0.071,0.071,0,"100%","ACC","P4",48,34.06,"D"
"RE'SHAUN SANFORD II","HOUSTON",6,"HB",2026,"Big 12",67,3,5,30,6,0,1,0,0,0,10,2,20,4,0,0.2,0,1,0.2,"HOUSTON",6,"Big 12",86.8,3,17,0,4,4,39,9.8,0,2,0,0,0,4,0,0,33,8.3,14,0,2.29,1.5,0,2,"100%","0.00%","0.00%",107.3,0,0.235,0,"100%","Big 12","P4",34,33.72,"D"
"DERREK COOPER","TEXAS",5,"HB",2026,"SEC",69.2,6,11,44,4,1,4,0,0,1,8,0.7,36,3.3,0,0.364,0.09,1,0.182,"TEXAS",5,"SEC",57.5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","SEC","P4",18,32.88,"D"
"SHAVANE ANDERSON JR.","SYRACUSE",23,"HB",2026,"ACC",62.5,3,11,26,2.4,0,3,0,0,1,5,0.5,21,1.9,0,0.273,0.09,1,0.273,"SYRACUSE",23,"ACC",69.4,1,2,0,2,2,15,7.5,0,1,0,0,0,2,0,0,26,13,13,0,7.5,-5.5,0,1,"100%","0.00%","0.00%",97.9,0.5,1,0,"100%","ACC","P4",18,32.43,"D"
"GAVIN SAWCHUK","NWESTERN",27,"HB",2026,"Big Ten",70.5,6,12,48,4,0,2,0,0,2,19,1.6,29,2.4,0,0.167,0.17,1,0.083,"NWESTERN",27,"Big Ten",56,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,"0.00%","0.00%","0.00%",39.6,0,0.125,0,"0.00%","Big Ten","P4",31,32.19,"D"
"DAWSON PENDERGRASS","BAYLOR",35,"HB",2026,"Big 12",63.5,8,16,46,2.9,1,5,0,0,1,6,0.4,40,2.5,0,0.313,0.06,0,0.063,"BAYLOR",35,"Big 12",60.7,1,8,0,1,1,-1,-1,0,0,0,0,0,1,0,0,4,4,1,0,-0.13,-5,0,0,"100%","0.00%","0.00%",79.2,0,0.125,0,"100%","Big 12","P4",28,32.17,"D"
"O'LONTAE DEAN","IOWA",15,"HB",2026,"Big Ten",63.3,5,10,38,3.8,0,3,0,0,3,22,2.2,16,1.6,0,0.3,0.3,2,0.2,"IOWA",15,"Big Ten",58.6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,"0.00%","0.00%","0.00%",39.6,0,0.5,0,"0.00%","Big Ten","P4",12,31.79,"D"
"ISAIAH MOZEE","NEBRASKA",22,"HB",2026,"Big Ten",65,5,10,40,4,0,0,0,0,4,2,0.2,38,3.8,0,0,0.4,1,0,"NEBRASKA",22,"Big Ten",73.7,1,4,0,1,1,13,13,0,1,0,0,0,1,0,0,16,16,7,0,3.25,-3,0,1,"100%","0.00%","0.00%",118.8,0,0.25,0,"100%","Big Ten","P4",15,31.72,"D"
"CADEN KNIGHTEN","BAYLOR",11,"HB",2026,"Big 12",64.1,4,11,49,4.5,0,2,0,0,2,8,0.7,41,3.7,0,0.182,0.18,0,0.091,"BAYLOR",11,"Big 12",64.4,1,8,0,2,2,8,4,0,0,0,0,0,2,0,0,18,9,6,0,1,-5,0,2,"100%","0.00%","0.00%",83.3,0,0.25,0,"100%","Big 12","P4",24,30.99,"D"
"MICHAEL TERRY III","TEXAS",11,"HB",2026,"SEC",72.1,6,7,39,5.6,0,2,0,0,4,8,1.1,31,4.4,0,0.286,0.57,1,0.143,"TEXAS",11,"SEC",59.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","SEC","P4",8,30.6,"D"
"KD JONES","OKLA STATE",20,"HB",2026,"Big 12",78.1,5,7,54,7.7,1,3,0,0,1,26,3.7,28,4,0,0.429,0.14,1,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,"Big 12","P4",11,30.22,"D"
"ASHTEN EMORY","CAL",20,"HB",2026,"ACC",60.6,4,6,17,2.8,1,2,0,0,2,2,0.3,15,2.5,0,0.333,0.33,0,0.167,"CAL",20,"ACC",61.2,1,11,0,1,1,15,15,0,1,0,0,0,1,0,0,18,18,7,0,1.36,-3,1,0,"100%","0.00%","0.00%",118.8,0,0.091,0,"100%","ACC","P4",17,30.15,"D"
"MARQUIS GILLIS","ARIZONA ST",6,"HB",2026,"Big 12",65,3,5,32,6.4,0,1,0,0,2,20,4,12,2.4,0,0.2,0.4,1,0.2,"ARIZONA ST",6,"Big 12",62.5,2,7,0,2,2,8,4,0,0,0,0,0,2,0,0,5,2.5,1,0,1.14,1.5,0,0,"100%","0.00%","0.00%",83.3,0,0.286,0,"100%","Big 12","P4",14,29.61,"D"
"SEDRICK IRVIN","STANFORD",26,"HB",2026,"ACC",66.7,3,4,18,4.5,0,1,0,0,1,9,2.3,9,2.3,0,0.25,0.25,1,0.5,"STANFORD",26,"ACC",68.4,2,7,0,2,2,7,3.5,0,0,0,0,0,2,0,0,10,5,3,0,1,-1.5,0,0,"100%","0.00%","0.00%",81.3,0.143,0.286,0,"100%","ACC","P4",13,29.6,"D"
"CARSON HANSEN","PENN STATE",21,"HB",2026,"Big Ten",65.3,2,5,37,7.4,1,3,0,0,1,16,3.2,21,4.2,0,0.6,0.2,2,0,"PENN STATE",21,"Big Ten",57.1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big Ten","P4",12,29.39,"D"
"JABREE COLEMAN","S CAROLINA",21,"HB",2026,"SEC",76.2,3,4,18,4.5,0,2,0,0,2,8,2,10,2.5,0,0.5,0.5,1,0,"S CAROLINA",21,"SEC",78.6,1,10,0,3,2,14,7,0,1,0,0,0,2,0,0,19,9.5,2,0,1.4,-0.7,0,0,"100%","0.00%","0.00%",77.1,0.1,0.3,0,"66.70%","SEC","P4",16,29.08,"D"
"LANDEN CHAMBERS","UCF",11,"HB",2026,"Big 12",65,3,9,62,6.9,0,3,0,0,1,32,3.6,30,3.3,0,0.333,0.11,2,0,"UCF",11,"Big 12",56.3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big 12","P4",18,28.83,"D"
"MAKHILYN YOUNG","VANDERBILT",22,"HB",2026,"SEC",63.9,2,5,20,4,1,2,0,0,0,12,2.4,8,1.6,0,0.4,0,0,0.2,"VANDERBILT",22,"SEC",59.3,0,12,0,4,2,10,5,0,0,0,0,0,2,1,1,3,1.5,1,1,0.83,7,0,0,"100%","0.00%","25.00%",16.7,0.083,0.333,0,"50.00%","SEC","P4",19,28.56,"D"
"A.J. TURNER","MINNESOTA",2,"HB",2026,"Big Ten",69.4,5,8,40,5,1,3,0,0,1,18,2.3,22,2.8,0,0.375,0.13,1,0,"MINNESOTA",2,"Big Ten",29.6,1,8,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,"0.00%","100%","100%",39.6,0,0.125,0,"0.00%","Big Ten","P4",22,28.06,"D"
"WAYMOND JORDAN","USC",2,"HB",2026,"Big Ten",62.5,3,9,23,2.6,0,0,0,0,2,6,0.7,17,1.9,0,0,0.22,0,0.333,"USC",2,"Big Ten",62.6,1,11,1,1,1,20,20,0,1,0,0,0,1,0,0,27,27,3,0,1.82,-7,1,0,"100%","0.00%","0.00%",118.8,0,0.091,0,"100%","Big Ten","P4",22,27.51,"D"
"KJ EDWARDS","TEXAS A&M",0,"HB",2026,"SEC",76.5,4,5,28,5.6,0,2,0,0,0,5,1,23,4.6,0,0.4,0,0,0.2,"TEXAS A&M",0,"SEC",62.3,1,6,0,2,2,6,3,0,0,0,0,0,2,0,0,8,4,4,0,1,-1,0,0,"100%","0.00%","0.00%",79.2,0,0.333,0,"100%","SEC","P4",12,27.21,"D"
"DEUCE LAWRENCE","WAKE",22,"HB",2026,"ACC",64.3,3,6,27,4.5,0,1,0,0,1,12,2,15,2.5,0,0.167,0.17,1,0,"WAKE",22,"ACC",77.3,2,7,0,2,1,14,14,0,1,0,0,0,1,0,0,10,10,9,0,2,1.5,0,1,"100%","0.00%","0.00%",72.9,0,0.286,0,"50.00%","ACC","P4",27,24.43,"D"
"JT LINDSEY","OLE MISS",26,"HB",2026,"SEC",71.6,4,5,20,4,0,3,0,0,0,11,2.2,9,1.8,0,0.6,0,1,0,"OLE MISS",26,"SEC",67.1,1,19,0,1,1,8,8,0,0,0,0,0,1,0,0,8,8,1,0,0.42,0,0,0,"100%","0.00%","0.00%",100,0.053,0.053,0,"100%","SEC","P4",34,23.96,"D"
"XAVIER FORD","MINNESOTA",9,"HB",2026,"Big Ten",70.2,7,8,41,5.1,0,2,0,0,3,4,0.5,37,4.6,0,0.25,0.38,1,0.125,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,"Big Ten","P4",9,23.2,"D"
"YASIN WILLIS","KANSAS",6,"HB",2026,"Big 12",52.5,4,8,35,4.4,0,2,1,1,1,18,2.3,17,2.1,0,0.25,0.13,1,0.125,"KANSAS",6,"Big 12",59.3,1,4,0,1,1,2,2,0,0,0,0,0,1,0,0,6,6,5,0,0.5,-4,0,1,"100%","0.00%","0.00%",79.2,0.25,0.25,0,"100%","Big 12","P4",15,22.71,"D"
"SAMUEL SINGLETON JR.","FLORIDA ST",3,"HB",2026,"ACC",62.2,1,4,7,1.8,0,0,0,0,0,-3,-0.8,10,2.5,0,0,0,0,0,"FLORIDA ST",3,"ACC",73.7,1,9,1,2,2,68,34,0,1,0,0,0,2,0,0,77,38.5,63,0,7.56,-4.5,1,2,"100%","0.00%","0.00%",118.8,0,0.222,0,"100%","ACC","P4",15,22.27,"D"
