"Name","Team.Name","Offensive.Snaps","Composite_Score","Player_Grade"
"WILLIE RODRIGUEZ","KENTUCKY",45,25.66,"D"
"LINKON CURE","KANSAS ST",30,25.64,"D"
"JETT CARPENTER","TEXAS TECH",30,25.42,"D"
"KEVIN ROCHE JR.","GA TECH",28,24.76,"D"
"TYLER POWELL","ARIZONA",15,24.53,"D"
"EMMETT BORK","WISCONSIN",29,24.29,"D"
"TERRANCE CARTER JR.","TEXAS TECH",22,24.22,"D"
"MICHAEL SMITH","OLE MISS",13,23.05,"D"
"BRADY HUNT","S CAROLINA",50,22.34,"D"
"JAKE JOHNSON","AUBURN",29,22.26,"D"
"COLE RUSK","ARIZONA",29,22.21,"D"
"NATE ROBERTS","OHIO STATE",33,22.11,"D"
"MICAH RILEY","TEXAS A&M",30,21.9,"D"
"JAILEN BUTLER","KANSAS",72,21.29,"D"
"JA'RICOUS HAIRSTON","VA TECH",18,21.27,"D"
"MARSHALL PRITCHETT","ALABAMA",19,21.21,"D"
"OLSEN PATT-HENRY","CLEMSON",54,21.12,"D"
"BRAYDEN LOFTIN","UCLA",60,20.18,"D"
"TAIMANE PURCELL","CAL",25,19.83,"F"
"LANDEN THOMAS","FLORIDA ST",38,18.97,"F"
"LUKE DEHNICKE","NWESTERN",49,18.96,"F"
"JOHN ROGERS","VIRGINIA",35,18.84,"F"
"KEAYEN NEAD","BYU",28,18.29,"F"
"LOGAN BLAKE","RUTGERS",43,18.1,"F"
"JADEN PLATT","ARKANSAS",25,17.9,"F"
"DAVID CLEMENT","SYRACUSE",58,17.5,"F"
"LUKE HARPRING","FLORIDA",24,17.5,"F"
"BENJI GOSNELL","VA TECH",29,17.14,"F"
"JELANI THURMAN","N CAROLINA",65,17.01,"F"
"VINCE BENETTI","IOWA STATE",22,16.23,"F"
"DAVIN STOFFEL","ILLINOIS",19,15.58,"F"
"JANIRAN BONNER","NEBRASKA",19,15.4,"F"
"BENJAMIN BRAHMER","PENN STATE",25,15.17,"F"
"JAYVONTAY CONNER","VANDERBILT",39,14.95,"F"
"RILEY WILLIAMS","MISS STATE",11,14.57,"F"
"LUKE HASZ","OLE MISS",47,14.34,"F"
"MIKKEL SKINNER","KENTUCKY",11,13.23,"F"
"HUNTER PROVIENCE","NC STATE",57,13.21,"F"
"CHASE LOFTIN","FLORIDA ST",13,12.76,"F"
"JADEN REDDELL","GEORGIA",27,12.48,"F"
"KADEN FEAGIN","ILLINOIS",23,12.12,"F"
"DORIAN THOMAS","CAL",22,12.08,"F"
"DOMINICK BARRY","WAKE",27,11.52,"F"
"DECKER DEGRAAF","WASHINGTON",39,11.49,"F"
"WILL LOERZEL","WAKE",33,11.46,"F"
"ETHAN BARBOUR","GEORGIA",29,11.18,"F"
"CHICO HOLT","STANFORD",17,10.86,"F"
"ARLIS BOARDINGHAM","AUBURN",17,10.81,"F"
"LACOTA DIPPRE","FLORIDA",52,10.47,"F"
"CARTER NELSON","NEBRASKA",14,10.04,"F"
"CHRISTIAN ABNEY","ILLINOIS",40,9.89,"F"
"KALEB THOMAS","HOUSTON",19,9.36,"F"
"HAWKINS POLLEY","BAYLOR",20,9.12,"F"
"CHRIS CORBO","GA TECH",34,9.02,"F"
"GABE BURKLE","PENN STATE",28,9.01,"F"
"JULIAN JOHNSON","MINNESOTA",16,8.88,"F"
"HUNTER ANDREWS","UTAH",25,8.59,"F"
"SPENCER SHANNON","TEXAS",45,8.54,"F"
"A.J. PUGLIANO","OREGON",13,7.06,"F"
"TONY LIVINGSTON","BAYLOR",28,6.94,"F"
"CAM BALL","W VIRGINIA",14,6.61,"F"
"HOUSTON THOMAS","TEXAS A&M",43,6.05,"F"
"WILL MONNEY","UTAH",15,5.67,"F"
"MAURICE VENEY","VANDERBILT",13,5.35,"F"
"CHARLIE WILLIAMS","COLORADO",64,5.07,"F"
"MICHAEL BURT","IOWA",15,5.04,"F"
"JOSH FORD","ALABAMA",25,4.98,"F"
"LUKE MCGARY","HOUSTON",12,4.8,"F"
"BOBBY MEARS","PENN STATE",19,4.42,"F"
"ELYISS WILLIAMS","GEORGIA",23,4.4,"F"
"BENNETT CHRISTIAN","OHIO STATE",20,4.22,"F"
"ZACH GRACE","LSU",17,4.2,"F"
"MATT LUDWIG","TEXAS TECH",18,4.07,"F"
"LYVIEL WATERS","CINCINNATI",26,4.03,"F"
"DONOVAN GREEN","OKLA STATE",13,3.97,"F"
"MATTHEW KLOPFENSTEIN","BAYLOR",37,3.86,"F"
"HOGAN HANSEN","MICHIGAN",13,3.86,"F"
"ZACH ORTWERTH","IOWA",25,3.75,"F"
"GRAYSON BROUSSEAU","UCF",16,3.54,"F"
"MASON MINI","CAL",46,3.38,"F"
"BROCK SCHOTT","INDIANA",24,3.32,"F"
"MARKUS DIXON","OREGON",11,3.27,"F"
"THOMAS MEYER","IOWA",21,3.12,"F"
"AJ IA","ARIZONA ST",12,3.04,"F"
"MASON WILLIAMS","OHIO STATE",13,3,"F"
"TYLER FORTENBERRY","IOWA STATE",24,2.99,"F"
"ANDREW BARKER","INDIANA",26,2.73,"F"
"CONNOR COX","VIRGINIA",18,2.72,"F"
"CADEN PIENING","UCF",42,2.65,"F"
"EMAREE WINSTON","TEXAS",48,2.63,"F"
"BRETT NORFLEET","MISSOURI",28,2.55,"F"
"JACK VAN DORSELAER","OKLAHOMA",20,2.53,"F"
"JAMES GIGGEY","ARIZONA ST",39,2.5,"F"
"SHANE KING","ARIZONA",17,2.49,"F"
"TREVOR GIBBS","INDIANA",18,2.45,"F"
"JOSH SAPP","W VIRGINIA",32,2.43,"F"
"BRENNAN PARACHEK","MICH STATE",20,2.39,"F"
"RICHIE ANDERSON III","TEXAS A&M",20,2.37,"F"
"NOAH BENNEE","UTAH",40,2.35,"F"
"BRIAN KORTOVICH","PENN STATE",16,2.34,"F"
"PIERCE WALSH","MINNESOTA",34,2.31,"F"
"ZACK MARSHALL","MICHIGAN",25,2.31,"F"
"HUNTER WELCING","OHIO STATE",11,2.3,"F"
"SIONE MOTUAPUAKA","UTAH",12,2.3,"F"
"DESIRRIO RILES","FLORIDA ST",34,2.25,"F"
"OWEN RUSKAVICH","MIAMI FL",15,2.25,"F"
"ERIC INGWERSON","NEBRASKA",15,2.17,"F"
"ELIJAH LAGG","PITTSBURGH",26,2.1,"F"
"GABE FISHER","VANDERBILT",11,2.01,"F"
"WALTER TAYLOR","VANDERBILT",13,2,"F"
"HARRY LODGE","UCLA",35,1.97,"F"
"GRANT STEC","WISCONSIN",32,1.94,"F"
"NOAH FOX-FLORES","UCLA",15,1.87,"F"
"SEMI TAULANGA","UTAH",13,1.86,"F"
"MIKE TYLER","S CAROLINA",13,1.8,"F"
"CARTER MOSES","KANSAS",18,1.79,"F"
"SHAMAR EASTER","N CAROLINA",21,1.75,"F"
"JORDON HARRIS","MISSOURI",36,1.73,"F"
"JALEN HOFFMAN","MICHIGAN",15,1.72,"F"
"AJ SZYMANSKI","MARYLAND",14,1.67,"F"
"BRODY FOLEY","LOUISVILLE",27,1.6,"F"
"TUCKER ASHCRAFT","USC",26,1.54,"F"
"JACKSON BERRYMAN","PURDUE",11,1.48,"F"
"BLAKE VAN BUREN","NWESTERN",14,1.43,"F"
"ANTHONY MILLER","ARIZONA ST",19,1.42,"F"
"CARSON SNEED","N CAROLINA",21,1.36,"F"
"SPENCER MERMANS","GA TECH",19,1.23,"F"
"RYAN WARD","W VIRGINIA",31,1.17,"F"
"ALEX HONIG","NWESTERN",33,1.12,"F"
"JAKE TAYLOR","DUKE",25,0.98,"F"
"NATE KURISKY","DUKE",36,0.95,"F"
"FISHER CLEMENTS","COLORADO",38,0.82,"F"
"ELIJAH WASHINGTON-BAKER","SYRACUSE",24,0.27,"F"
"KADEN HELMS","MINNESOTA",14,0.08,"F"
"DYLAN WADE","UCF",29,0,"F"
