"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"Falesalafai Gatoloai","SAN DIEGO",78,100,"A"
"Bobby Galindo","COLGATE",78,84.67,"A"
"Justin Selbert","PRINCETON",54,82.64,"A"
"Burke Mastel","MONTANA ST",62,79.89,"B"
"Landon Woodard","ILL STATE",64,79.05,"B"
"Barrett Eddlemon","PRINCETON",57,77.64,"B"
"Thomas O'Brien","HARVARD",63,76.74,"B"
"Jack Funke","BRYANT",63,75.4,"B"
"Aaron McIver","W CAROLINA",75,74.76,"B"
"Jacob Messina","LEHIGH",62,73.8,"B"
"Charles Mackley","BUTLER",64,72.1,"B"
"Nick Paul","CHATTNOOGA",58,68.98,"B"
"Zac Wurm","INDIANA ST",69,68.94,"B"
"David Trujillo","E ILLINOIS",40,68.6,"B"
"Andres Barraza","INCAR WORD",81,67.05,"B"
"Sean Haney","COLGATE",78,66.89,"B"
"Collin Goetter","MONMOUTH",53,65.63,"B"
"Eli Long","N ALABAMA",39,64.58,"B"
"Abiathar Curry","MERCER",64,63.82,"B"
"Daz Galloway","MURRAY ST",25,63.69,"B"
"Kaden Haeckel","IDAHO",71,63.13,"B"
"Damon McMillian Jr.","RHODE ISLD",45,63.03,"B"
"Everett Carr","MONTANA ST",57,62.86,"B"
"Demoni Taylor","SE MO ST",66,62.23,"B"
"Landon Roaten","ABILENE CH",65,61.09,"B"
"Jalen Morris","NC CENT",25,61.02,"B"
"Tristan Fui","CAL POLY",52,60.68,"B"
"Aidan Palmer","LEHIGH",62,60.67,"B"
"Bryson Wilson","MERCER",27,60.29,"B"
"Korede Folorunso","TXAMEA",59,60.2,"B"
"Kaleb Ferschke","PRESBYTERN",51,60.17,"B"
"Marco DeCroce","FORDHAM",69,59.78,"C"
"Karl Khuns","CENT CT ST",67,59.75,"C"
"Steven Hamby","W CAROLINA",75,59.18,"C"
"Kanyon Ives","STF AUSTIN",47,59.16,"C"
"Eric Lane","TENN MARTN",58,58.95,"C"
"Hayden Raley","WM & MARY",66,58.78,"C"
"Panayiotis Mihalopoulos","E ILLINOIS",50,58.38,"C"
"Dyllan Drummond","MONTANA",67,58.23,"C"
"William Paepke","S DAK ST",69,58.1,"C"
"Mason LaFond","FORDHAM",69,57.88,"C"
"Jacob Johnson","NICHOLLS",33,57.83,"C"
"Reed Collins","MONMOUTH",26,57.68,"C"
"Carter Wilson","MERCYHURST",26,57.32,"C"
"Jefferson Giles","N ARIZONA",64,57.08,"C"
"Michael McLaughlin","BUTLER",29,56.86,"C"
"Luke Sacchetti","PENN",81,56.44,"C"
"Ben Wallace","ILL STATE",64,56.02,"C"
"Andy Hertlein","INDIANA ST",69,55.23,"C"
"Jason Crowder","STF AUSTIN",52,54.81,"C"
"Carter Lavrusky","N ARIZONA",64,54.78,"C"
"Carson Wheeler","N ALABAMA",46,54.74,"C"
"Jack Mitchell","BUTLER",39,54.67,"C"
"Tristan Lewis","PORTLAND",39,54.25,"C"
"Mason Merriwether","CAMPBELL",64,54.14,"C"
"Joden Nelson","TOWSON",25,53.84,"C"
"Nick Chomko","CENT CT ST",67,53.66,"C"
"Jackson Kerstin","S DAK ST",69,53.51,"C"
"Michael Wells","BUTLER",41,53.49,"C"
"Aden Smith","BRYANT",63,53.32,"C"
"Jayden Montanez","UC DAVIS",55,52.84,"C"
"Collin Wright","N ALABAMA",61,52.83,"C"
"Michael Gradle","E WASHGTON",75,52.72,"C"
"Justin Sokol","SACR HEART",64,52.64,"C"
"Dolapo Egunjobi","TENN MARTN",58,52.4,"C"
"Leroy Woolridge III","CENT ARK",66,51.82,"C"
"Kamron Barnes","NICHOLLS",39,51.59,"C"
"Keon Daceus","CHISTA",60,51.07,"C"
"Tyler Blevins","PENN",31,51.02,"C"
"Brandon Sullivan","HARVARD",63,50.98,"C"
"Jaden Brinkley","WOFFORD",56,50.71,"C"
"Lucas Freitas","MONTANA",34,50.65,"C"
"Alec Washington","MORGAN ST",49,50.53,"C"
"Mattis Karrasch","N ARIZONA",64,48.98,"C"
"Tommy Broderick","VILLANOVA",60,48.97,"C"
"Will Tellers","ELON",68,48.91,"C"
"Cole Canty","DUQUESNE",30,48.66,"C"
"Jon Faletra","STETSON",66,48.65,"C"
"James Spainhour","WM & MARY",66,48.11,"C"
"Luke Surrett","RICHMOND",79,47.8,"C"
"Dru McClough","PRESBYTERN",60,46.58,"C"
"Navi Arretche","MERCYHURST",29,46.58,"C"
"Corin Boudreaux","SE LA",55,46.54,"C"
"Zak Bowden","AUSTINPEAY",40,46.26,"C"
"Anton Kravchuk","MAINE",69,46.2,"C"
"Howard Stedford","IDAHO",71,46.14,"C"
"Chase Burns","INCAR WORD",97,46.13,"C"
"JC Campos","STNY BROOK",40,45.27,"C"
"Kevin Garcia","STNY BROOK",80,45.04,"C"
"Liam Becher","N DAKOTA",52,44.88,"C"
"Kam Newhouse","INCAR WORD",75,44.65,"C"
"Kyle Lenhart","CORNELL",55,44.54,"C"
"Qae'Shon Sapp","NC A&T",41,44.43,"C"
"Danny Thompson","BROWN",59,44.34,"C"
"Tracy Jackson","CHATTNOOGA",58,44.32,"C"
"Micah Sumpter","E TENN ST",27,44.27,"C"
"Dayen Marouf-Araibi","RHODE ISLD",54,44.19,"C"
"Terrance Saunders II","TARLETON",59,44,"C"
"Danny Aselton","BUCKNELL",52,43.94,"C"
"Wade Victor","LIUSHAR",69,43.85,"C"
"Taki Dadiotis","SAN DIEGO",78,43.78,"C"
"Tommy Dickinson","MERRIMACK",70,43.72,"C"
"Caden Bowers","PRVIEW A&M",65,43.68,"C"
"Damion Clark","LIUSHAR",69,43.61,"C"
"Kelan Washington","MERCER",64,43.46,"C"
"Evan Safreed","ELON",68,43.04,"C"
"Levi Gould","Argonauts",65,42.41,"C"
"Kahini Austin","DUQUESNE",48,41.92,"C"
"Brock Woolf","S DAKOTA",37,41.65,"C"
"Austin Lambert","VALPO",46,41.65,"C"
"Shane Keenan","YNGTOWN ST",45,41.58,"C"
"Eliseo Polanco","NEWHVN",75,41.14,"C"
"Kellen Francis","S ILLINOIS",62,40.72,"C"
"Jezniah Thurston","UC DAVIS",61,40.69,"C"
"Devan Taylor","ALBANY",69,40.35,"C"
"DeQuan Freeland","PORTLAND",35,40.33,"C"
"Pesi Fonua","UTAHTC",65,40.08,"C"
"Arvid Sillberg","NEW HAMP",77,40.08,"C"
"Sam Fallon","ALBANY",69,39.62,"D"
"Kaden Carr","ABILENE CH",60,38.97,"D"
"Nick Herzog","S DAKOTA",31,38.81,"D"
"Derek Joiner","TARLETON",59,36.69,"D"
"Will Evans","GEORGETOWN",47,36.13,"D"
"Caleb Smith","NICHOLLS",36,35.77,"D"
"Jacob Darby","MURRAY ST",39,35.62,"D"
"Caden Ellingson","S DAKOTA",53,35.01,"D"
"Noah Okoye","NC A&T",50,34.97,"D"
"Isaac Cariveau","N DAKOTA",52,34.68,"D"
"Ben Mercado","SACR HEART",35,34.37,"D"
"Ty Brown","PRVIEW A&M",78,33.92,"D"
"Reggie Houston","WOFFORD",56,33.86,"D"
"Jose Gonzalez","GARD-WEBB",79,33.13,"D"
"Aidan Johnson","TOWSON",82,32.79,"D"
"Tyler Kohler","NEWHVN",77,32.73,"D"
"Cole McGovern","E WASHGTON",41,32.11,"D"
"Kameron Durant","CAMPBELL",58,31.68,"D"
"Kelsey Hundley","RICHMOND",80,31.64,"D"
"Peter Fiumara","STHLSK",47,30.92,"D"
"Evan Cooke","MORGAN ST",55,30.39,"D"
"Chris McCullers","VILLANOVA",60,30.25,"D"
"Chaylin Peine","CENT ARK",66,30.23,"D"
"Mosiah Talanoa","GEORGETOWN",56,30.22,"D"
"Kuba Tyszka","HOLY CROSS",72,30.03,"D"
"Alejandro Arellano","E ILLINOIS",25,28.83,"D"
"Lakeem Steele","MERRIMACK",70,28.03,"D"
"George Dragovich","TXAMEA",72,27.6,"D"
"Labron Baldwin","Argonauts",65,27.42,"D"
"Dylan Garrity","YALE",73,26.45,"D"
"Kaikoa Kanakaole","MONTANA",40,25.98,"D"
"Trey Price","UTAHTC",65,25.91,"D"
"Blake Hoegler","MERCYHURST",55,25.8,"D"
"Kolbe Breland","NC A&T",64,25.73,"D"
"Mark Johnson","E WASHGTON",40,25.69,"D"
"Caleb Yates","BROWN",33,25.51,"D"
"Luke Rogers","NEW HAMP",77,24.48,"D"
"Jeff Burton","AUSTINPEAY",65,23.82,"D"
"Chizara Alegbe","HOUCHR",77,23.78,"D"
"Noah Stanley","MAINE",61,23.76,"D"
"Josiah Ware","STNY BROOK",43,23.15,"D"
"Bo Fowler","RICHMOND",80,22.44,"D"
"Isaac Perkins","YNGTOWN ST",62,21.64,"D"
"Andrew Monsivais","N IOWA",51,21.28,"D"
"Lucas Catoggio","HOLY CROSS",72,20.71,"D"
"Michael Petito","MONMOUTH",27,20.45,"D"
"Ryan Long","WAGNER",46,20.39,"D"
"Logan Potter","SE LA",55,18.58,"F"
"Jack Hearne","N IOWA",61,18.04,"F"
"Charles Thorpe III","STETSON",55,17.98,"F"
"Evan Romano","STHLSK",42,16.2,"F"
"Carter Giberson","ALBANY",69,14.73,"F"
"Julian Sutton","DARTMOUTH",62,14.33,"F"
"Brendan Mcilvenna","VALPO",54,13.11,"F"
"Richard Dennis","STETSON",66,11.83,"F"
"Adrian Lopez","GARD-WEBB",74,11.13,"F"
"Nate Cervantes","E WASHGTON",81,9.61,"F"
"Marselle Felton","GARD-WEBB",79,7.55,"F"
"Jaden Bryant","ALCORN ST",85,5.21,"F"
"Jonas Ross","GEORGETOWN",53,1.82,"F"
"Cameran Rogers","ALCORN ST",85,1.4,"F"
"Tyler James","WAGNER",46,0,"F"
