"Name","Team.Name","Offensive.Snaps","Composite_Score","Player_Grade","Jersey.Number","Position","Season","Conference","Receiving.Grade","Key.Plays","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles","Fumbles.Lost","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference_Level","Catch_Rate","Yards_Per_Tgt","Tgt_Per_Snap"
"Marquis Buchanan","RHODE ISLD",53,55.6,"C",1,"WR",2026,"CAA",70.2,6,36,5,10,6,88,14.7,1,4,1,0,0,7,2,1,56,9.3,27,0.5,2.44,7.3,1,4,0.857,0.143,"20.00%",122.1,0.083,0.278,0,0.6,"FCS",0.6,8.8,0.277777777777778
"Joseph Towler","MORGAN ST",30,54.08,"C",0,"WR",2026,"MEAC",86.1,4,17,7,4,3,76,25.3,1,2,0,0,0,3,2,1,29,9.7,0,0.5,4.47,15.5,2,0,1,0,"50.00%",156.3,0,0.235,0.25,0.75,"FCS",0.75,19,0.235294117647059
"Terrence Honeywood","WOFFORD",38,54,"C",10,"WR",2026,"Southern",71.5,3,24,6,4,4,113,28.3,1,2,0,0,0,4,0,0,47,11.8,4,0,4.71,16.5,2,1,1,0,"0.00%",158.3,0.042,0.167,0.5,1,"FCS",1,28.25,0.166666666666667
"Isaiah Champagne","INCAR WORD",54,53.96,"C",2,"WR",2026,"Southland",71.1,7,35,0,13,11,119,10.8,0,6,0,1,0,11,1,1,62,5.6,22,1,3.4,7.2,3,2,1,0,"7.70%",104.8,0.371,0.371,0.154,0.846,"FCS",0.846153846153846,9.15384615384615,0.371428571428571
"Dylan Evans","MERCYHURST",50,52.88,"C",23,"WR",2026,"Northeast",69.7,4,27,14,6,4,105,26.3,2,3,0,0,0,4,0,0,58,14.5,8,0,3.89,9.8,2,0,1,0,"0.00%",109.7,0.111,0.222,0.167,0.667,"FCS",0.666666666666667,17.5,0.222222222222222
"Tysen Boze","S DAKOTA",41,52.58,"C",6,"WR",2026,"Missouri Valley",72.5,4,25,11,6,3,73,24.3,2,2,0,0,0,3,1,0,25,8.3,3,0,2.92,18,1,1,1,0,"16.70%",134,0.08,0.24,0.333,0.5,"FCS",0.5,12.1666666666667,0.24
"Lofton O'Groske","S DAK ST",54,51.78,"C",1,"WR",2026,"Missouri Valley",77.7,8,26,2,10,7,94,13.4,0,4,0,0,0,7,2,1,32,4.6,23,0.5,3.62,10.2,2,2,1,0,"20.00%",99.6,0.039,0.385,0,0.7,"FCS",0.7,9.4,0.384615384615385
"Trayjen Llanas-Wilcox","HOUCHR",69,51.77,"C",7,"WR",2026,"Southland",67.4,5,38,0,7,3,81,27,1,3,1,0,0,4,2,1,47,15.7,31,0.5,2.13,12.6,1,2,0.75,0.25,"28.60%",125.6,0.184,0.184,0.143,0.429,"FCS",0.428571428571429,11.5714285714286,0.184210526315789
"Lincoln Fisher","HOLY CROSS",53,51.66,"C",2,"WR",2026,"Patriot",67.7,3,39,16,6,2,59,29.5,2,2,0,0,0,2,2,0,13,6.5,10,0,1.51,23.2,2,2,1,0,"33.30%",110.4,0,0.154,0.667,0.333,"FCS",0.333333333333333,9.83333333333333,0.153846153846154
"James Dely","STNY BROOK",37,50.85,"C",8,"WR",2026,"CAA",69.8,2,18,1,4,4,89,22.3,1,2,0,0,0,4,1,1,40,10,1,1,4.94,12.3,1,0,1,0,"25.00%",158.3,0,0.222,0.25,1,"FCS",1,22.25,0.222222222222222
"Marquis Willis","TARLETON",47,50.4,"C",7,"WR",2026,"United Athletic",76,5,30,7,10,7,87,12.4,1,3,0,0,0,7,0,0,18,2.6,11,0,2.9,11.7,1,1,1,0,"0.00%",130,0.067,0.333,0.2,0.7,"FCS",0.7,8.7,0.333333333333333
"Justin Perry","MORGAN ST",52,50.17,"C",15,"WR",2026,"MEAC",66.8,3,26,15,3,2,73,36.5,1,2,0,0,0,2,1,1,9,4.5,1,1,2.81,26,2,0,1,0,"33.30%",149.3,0,0.115,0.667,0.667,"FCS",0.666666666666667,24.3333333333333,0.115384615384615
"Mar'Quan Gary","ILL STATE",30,50.12,"C",3,"WR",2026,"Missouri Valley",74.4,4,18,3,5,3,72,24,1,3,0,0,0,4,2,1,27,9,6,0.5,4,11.8,2,0,0.75,0,"40.00%",143.8,0.056,0.278,0.2,0.6,"FCS",0.6,14.4,0.277777777777778
"Ja'Ryan Wallace","HOUCHR",44,50.11,"C",3,"WR",2026,"Southland",73.6,4,25,6,9,5,85,17,1,3,0,0,0,5,1,0,49,9.8,12,0,3.4,14.6,1,1,1,0,"11.10%",124.8,0,0.36,0.333,0.556,"FCS",0.555555555555556,9.44444444444444,0.36
"Jason Palmieri","SACR HEART",54,50.09,"C",8,"WR",2026,"CAA",69.8,10,37,5,10,9,66,7.3,1,3,0,0,0,9,1,0,27,3,17,0,1.78,4.3,1,4,1,0,"10.00%",127.5,0.189,0.27,0,0.9,"FCS",0.9,6.6,0.27027027027027
"Nick Gentilella","SACR HEART",37,49.81,"C",9,"WR",2026,"CAA",72.3,4,27,6,3,3,67,22.3,1,3,0,0,0,3,1,1,11,3.7,5,1,2.48,18.7,2,0,1,0,"33.30%",158.3,0,0.111,0.667,1,"FCS",1,22.3333333333333,0.111111111111111
"Sean Wilson Jr.","BRYANT",48,49.69,"C",2,"WR",2026,"CAA",78.1,6,23,6,7,6,85,14.2,0,4,0,0,0,6,1,1,22,3.7,19,1,3.7,10.7,3,1,1,0,"14.30%",117.3,0.087,0.304,0.143,0.857,"FCS",0.857142857142857,12.1428571428571,0.304347826086957
"Sean Brady","GARD-WEBB",21,49.14,"C",81,"WR",2026,"Big South - OVC Football Association",79.9,2,13,0,3,3,62,20.7,1,2,0,0,0,3,0,0,3,1,0,0,4.77,19.7,2,0,1,0,"0.00%",158.3,0.231,0.231,0.667,1,"FCS",1,20.6666666666667,0.230769230769231
"Myseth Currie","N ARIZONA",50,48.97,"C",4,"WR",2026,"Big Sky",71.3,5,28,1,6,5,117,23.4,0,3,0,0,0,5,0,0,58,11.6,38,0,4.18,13.5,3,1,1,0,"0.00%",79.2,0.036,0.214,0.333,0.833,"FCS",0.833333333333333,19.5,0.214285714285714
"Bugs Mortimer","STF AUSTIN",33,48.72,"C",9,"WR",2026,"Southland",70.1,4,18,0,6,6,73,12.2,1,2,0,0,0,6,1,1,21,3.5,4,1,4.06,9.5,1,0,1,0,"16.70%",156.9,0.333,0.333,0.167,1,"FCS",1,12.1666666666667,0.333333333333333
"Kai Austin","WM & MARY",62,47.9,"C",0,"WR",2026,"Patriot",70.5,6,34,1,6,6,81,13.5,1,5,0,0,0,6,0,0,16,2.7,5,0,2.38,11.7,2,0,1,0,"0.00%",158.3,0.118,0.176,0.333,1,"FCS",1,13.5,0.176470588235294
"Jamaal Hall II","HOUCHR",53,47.83,"C",14,"WR",2026,"Southland",69.5,6,28,9,10,6,71,11.8,0,3,0,0,0,6,4,3,26,4.3,21,0.75,2.54,12.3,1,1,1,0,"40.00%",81.7,0,0.357,0.2,0.6,"FCS",0.6,7.1,0.357142857142857
"B.J. Fleming","TARLETON",41,47.8,"C",4,"WR",2026,"United Athletic",76.9,5,27,11,6,4,115,28.8,0,3,0,0,0,4,0,0,89,22.3,20,0,4.26,13.7,2,0,1,0,"0.00%",109.7,0,0.222,0.5,0.667,"FCS",0.666666666666667,19.1666666666667,0.222222222222222
"Brandon Binkowski","VILLANOVA",58,47.64,"C",81,"WR",2026,"Patriot",75.4,5,29,9,7,6,113,18.8,0,5,0,0,0,6,0,0,38,6.3,29,0,3.9,11.6,4,0,1,0,"0.00%",79.2,0,0.241,0.143,0.857,"FCS",0.857142857142857,16.1428571428571,0.241379310344828
"Makhia Sherrard","TENN MARTN",23,47.3,"C",7,"WR",2026,"Big South - OVC Football Association",77.9,4,15,3,5,4,53,13.3,1,4,0,0,0,4,0,0,26,6.5,13,0,3.53,11.2,2,0,1,0,"0.00%",150.4,0.067,0.333,0,0.8,"FCS",0.8,10.6,0.333333333333333
"Tennel Bryant","S DAKOTA",35,46.79,"C",9,"WR",2026,"Missouri Valley",76.3,5,23,5,5,3,104,34.7,0,3,0,0,0,3,1,1,5,1.7,2,1,4.52,23.4,3,0,1,0,"20.00%",64.6,0.087,0.217,0.6,0.6,"FCS",0.6,20.8,0.217391304347826
"Nick Palumbo","LEHIGH",46,46.18,"C",7,"WR",2026,"Patriot",82.3,5,13,1,6,6,52,8.7,1,3,0,0,0,6,0,0,17,2.8,9,0,4,6.5,0,0,1,0,"0.00%",142.4,0,0.462,0,1,"FCS",1,8.66666666666667,0.461538461538462
"Ky'Dric Fisher","DARTMOUTH",42,45.82,"C",7,"WR",2026,"Ivy",74.1,5,27,0,8,4,88,22,1,3,0,0,0,4,1,0,25,6.3,4,0,3.26,16.6,3,0,1,0,"12.50%",89.6,0,0.296,0.5,0.5,"FCS",0.5,11,0.296296296296296
"Shawn Corchado","STHLSK",18,44.43,"C",19,"WR",2026,"Northeast",81.7,2,11,4,3,3,41,13.7,0,2,0,0,0,3,3,3,3,1,3,1,3.73,12.7,1,0,1,0,"100%",118.8,0,0.273,0.333,1,"FCS",1,13.6666666666667,0.272727272727273
"Stephon Patrick","MERRIMACK",56,43.17,"C",10,"WR",2026,"IND (FCS)",71.6,7,30,11,7,5,73,14.6,0,5,0,0,0,5,1,0,17,3.4,11,0,2.43,16.7,2,2,1,0,"14.30%",105.1,0.033,0.233,0.143,0.714,"FCS",0.714285714285714,10.4285714285714,0.233333333333333
"Nathan Stewart","DELWARE ST",43,43.16,"C",11,"WR",2026,"MEAC",67.1,3,24,5,5,2,102,51,1,1,1,0,0,3,1,0,79,39.5,0,0,4.25,6.2,1,0,0.667,0.333,"20.00%",127.1,0,0.208,0,0.4,"FCS",0.4,20.4,0.208333333333333
"Dominic Grguric","NEWHVN",49,42.85,"C",19,"WR",2026,"Northeast",66,5,37,2,10,6,55,9.2,1,3,0,0,0,6,0,0,50,8.3,16,0,1.49,8.5,2,2,1,0,"0.00%",108.3,0.216,0.27,0.1,0.6,"FCS",0.6,5.5,0.27027027027027
"Xavier Johnson","N ALABAMA",65,42.81,"C",0,"WR",2026,"United Athletic",69.1,8,35,5,8,5,86,17.2,0,4,1,0,0,7,1,0,29,5.8,18,0,2.46,14.8,1,3,0.714,0.143,"12.50%",99,0,0.229,0.25,0.625,"FCS",0.625,10.75,0.228571428571429
"Elijah Daniels","CENT CT ST",39,42.8,"C",1,"WR",2026,"Northeast",66.9,2,25,5,4,2,56,28,1,2,0,0,0,2,1,1,15,7.5,1,1,2.24,13.8,1,0,1,0,"25.00%",135.4,0,0.16,0.25,0.5,"FCS",0.5,14,0.16
"Luke Vanantwerp","WM & MARY",55,42.69,"C",19,"WR",2026,"Patriot",70.6,4,27,2,6,5,80,16,0,4,0,0,0,5,0,0,37,7.4,17,0,2.96,7.8,1,2,1,0,"0.00%",118.8,0,0.222,0,0.833,"FCS",0.833333333333333,13.3333333333333,0.222222222222222
"Damien McDaniel","PRVIEW A&M",50,41.79,"C",19,"WR",2026,"SWAC",65.7,9,31,8,10,5,88,17.6,0,3,1,0,0,7,3,1,22,4.4,23,0.333,2.84,13,3,1,0.714,0.143,"30.00%",80.4,0.323,0.323,0.3,0.5,"FCS",0.5,8.8,0.32258064516129
"Jaylin Terzado","DELWARE ST",41,40.28,"C",0,"WR",2026,"MEAC",71.4,4,25,4,4,3,43,14.3,1,2,0,0,0,3,1,1,10,3.3,0,1,1.72,7.5,1,0,1,0,"25.00%",149,0.04,0.16,0.25,0.75,"FCS",0.75,10.75,0.16
"Joey Stout","N ARIZONA",49,40.24,"C",3,"WR",2026,"Big Sky",72.7,5,28,4,8,7,68,9.7,0,2,0,0,0,7,0,0,46,6.6,21,0,2.43,5.8,2,2,1,0,"0.00%",102.1,0.25,0.286,0.125,0.875,"FCS",0.875,8.5,0.285714285714286
"BJ Norman","ALBANY",50,40.01,"C",5,"WR",2026,"CAA",73.3,4,23,11,6,4,63,15.8,0,4,0,0,0,4,0,0,37,9.3,32,0,2.74,6.5,2,2,1,0,"0.00%",61.8,0.13,0.261,0,0.667,"FCS",0.666666666666667,10.5,0.260869565217391
"Daniel White","VALPO",13,40.01,"C",14,"WR",2026,"Pioneer",68.9,1,11,0,2,1,34,34,1,1,0,0,0,1,0,0,3,3,0,0,3.09,21,1,0,1,0,"0.00%",135.4,0,0.182,0.5,0.5,"FCS",0.5,17,0.181818181818182
"Nick Lemon","DARTMOUTH",58,39.9,"D",2,"WR",2026,"Ivy",72.5,7,36,0,8,5,102,20.4,0,4,1,0,0,6,1,0,15,3,5,0,2.83,15.9,2,0,0.833,0.167,"12.50%",106.3,0,0.222,0.375,0.625,"FCS",0.625,12.75,0.222222222222222
"RJ Lancaster","NC CENT",25,39.89,"D",19,"WR",2026,"MEAC",75.8,3,12,5,5,3,47,15.7,0,2,0,0,0,3,2,2,6,2,3,1,3.92,14.2,1,0,1,0,"40.00%",91.3,0,0.417,0.4,0.6,"FCS",0.6,9.4,0.416666666666667
"Dakarai Anderson","CENT ARK",46,39.73,"D",8,"WR",2026,"United Athletic",71.6,5,27,3,7,6,68,11.3,0,4,0,0,0,6,0,0,32,5.3,12,0,2.52,5.6,2,2,1,0,"0.00%",107.1,0.259,0.259,0,0.857,"FCS",0.857142857142857,9.71428571428571,0.259259259259259
"Brayden Smith","MERCER",35,39.62,"D",9,"WR",2026,"Southern",73.5,2,14,1,5,4,58,14.5,0,2,0,0,0,4,0,0,29,7.3,13,0,4.14,12.4,2,1,1,0,"0.00%",115,0.357,0.357,0.4,0.8,"FCS",0.8,11.6,0.357142857142857
"Luke Johnson","PENN",49,39.37,"D",11,"WR",2026,"Ivy",73.7,5,26,2,10,6,70,11.7,0,3,0,0,0,6,1,0,18,3,17,0,2.69,10.4,2,1,1,0,"10.00%",81.3,0.192,0.385,0.1,0.6,"FCS",0.6,7,0.384615384615385
"Kyle Thomas","S ILLINOIS",62,39.17,"D",6,"WR",2026,"Missouri Valley",61.6,5,44,4,9,6,77,12.8,0,2,1,0,0,7,1,0,45,7.5,38,0,1.75,7.9,1,3,0.857,0.143,"11.10%",93.3,0.023,0.204,0,0.667,"FCS",0.666666666666667,8.55555555555556,0.204545454545455
"Landyn Backey","ELON",35,38.86,"D",3,"WR",2026,"CAA",67,4,18,0,6,5,42,8.4,1,2,0,0,0,5,0,0,17,3.4,5,0,2.33,7.8,1,1,1,0,"0.00%",135.4,0.333,0.333,0.167,0.833,"FCS",0.833333333333333,7,0.333333333333333
"Gavin Nelson","MONMOUTH",50,38.76,"D",0,"WR",2026,"CAA",65.2,2,15,3,3,2,51,25.5,1,1,0,0,0,2,0,0,6,3,4,0,3.4,18.7,1,0,1,0,"0.00%",109.7,0.2,0.2,0.333,0.667,"FCS",0.666666666666667,17,0.2
"Quanye Veney","RICHMOND",52,38.7,"D",1,"WR",2026,"Patriot",75.4,7,42,7,8,7,85,12.1,0,4,0,0,0,7,0,0,21,3,2,0,2.02,9.8,1,0,1,0,"0.00%",110.9,0.191,0.191,0,0.875,"FCS",0.875,10.625,0.19047619047619
"Nodin Tracy","FORDHAM",50,38.07,"D",21,"WR",2026,"Patriot",66.4,4,24,17,5,3,35,11.7,1,2,0,0,0,3,3,1,3,1,2,0.333,1.46,15.6,1,0,1,0,"60.00%",120.8,0,0.208,0.2,0.6,"FCS",0.6,7,0.208333333333333
"Elijah Kennedy","NC A&T",47,37.99,"D",88,"WR",2026,"CAA",60.2,5,41,1,10,7,65,9.3,1,2,0,0,0,7,0,0,59,8.4,13,0,1.59,4.5,1,0,1,0,"0.00%",120.8,0.219,0.244,0,0.7,"FCS",0.7,6.5,0.24390243902439
"Terence Loville","PORTLAND",36,37.93,"D",3,"WR",2026,"Big Sky",68.2,2,21,9,2,2,50,25,0,2,0,0,0,2,1,1,11,5.5,8,1,2.38,19.5,1,0,1,0,"50.00%",118.8,0.048,0.095,0.5,1,"FCS",1,25,0.0952380952380952
"Bryan Hunt","YNGTOWN ST",38,37.69,"D",8,"WR",2026,"Missouri Valley",65.8,5,27,2,5,4,49,12.3,0,3,0,0,0,4,2,2,6,1.5,4,1,1.81,16.8,1,0,1,0,"40.00%",107.5,0.037,0.185,0.2,0.8,"FCS",0.8,9.8,0.185185185185185
"Deuce Oliver","TENN MARTN",27,37.61,"D",1,"WR",2026,"Big South - OVC Football Association",69,2,18,1,5,4,69,17.3,0,2,0,0,0,4,0,0,10,2.5,4,0,3.83,11.8,2,1,1,0,"0.00%",118.8,0.278,0.278,0.2,0.8,"FCS",0.8,13.8,0.277777777777778
"Chris Gundy","VALPO",40,37.55,"D",9,"WR",2026,"Pioneer",61.6,4,31,1,6,5,34,6.8,1,0,0,0,0,5,2,2,14,2.8,7,1,1.1,7,0,0,1,0,"33.30%",129.9,0.194,0.194,0.167,0.833,"FCS",0.833333333333333,5.66666666666667,0.193548387096774
"Dane Steel","MONTANA ST",49,37.28,"D",84,"WR",2026,"Big Sky",64.6,4,28,6,6,4,62,15.5,1,3,1,0,0,5,1,0,25,6.3,5,0,2.21,7.8,1,0,0.8,0.2,"16.70%",140.3,0.036,0.214,0.167,0.667,"FCS",0.666666666666667,10.3333333333333,0.214285714285714
"Allen Middleton","S ILLINOIS",44,37.25,"D",5,"WR",2026,"Missouri Valley",67.7,6,36,2,8,5,33,6.6,1,4,0,0,0,5,0,0,15,3,8,0,0.92,14.4,0,0,1,0,"0.00%",110.9,0.194,0.222,0.25,0.625,"FCS",0.625,4.125,0.222222222222222
"Clayton Wayland","STF AUSTIN",46,36.98,"D",14,"WR",2026,"Southland",65.2,2,24,11,3,2,85,42.5,0,2,0,0,0,2,1,0,58,29,9,0,3.54,16.7,2,0,1,0,"33.30%",70.1,0,0.125,0.333,0.667,"FCS",0.666666666666667,28.3333333333333,0.125
"Bryce Allen","RICHMOND",69,36.92,"D",8,"WR",2026,"Patriot",65.9,8,51,11,11,6,78,13,0,5,0,0,0,6,2,1,5,0.8,2,0.5,1.53,10.4,2,0,1,0,"18.20%",77.1,0,0.216,0,0.545,"FCS",0.545454545454545,7.09090909090909,0.215686274509804
"Damani Williams","CENT CT ST",42,36.48,"D",2,"WR",2026,"Northeast",68.6,5,26,0,9,6,50,8.3,1,3,0,0,0,6,0,0,23,3.8,9,0,1.92,7.1,1,0,1,0,"0.00%",78.2,0.269,0.346,0,0.667,"FCS",0.666666666666667,5.55555555555556,0.346153846153846
"Cleveland Charlton","TOWSON",31,36.3,"D",2,"WR",2026,"CAA",69.2,3,20,8,6,4,49,12.3,0,3,0,0,0,4,0,0,35,8.8,18,0,2.45,9.3,2,2,1,0,"0.00%",91.7,0.05,0.3,0.167,0.667,"FCS",0.666666666666667,8.16666666666667,0.3
"AJ Colombo","W CAROLINA",67,36.28,"D",0,"WR",2026,"Southern",63.7,3,36,1,9,7,64,9.1,0,5,0,0,0,7,0,0,52,7.4,19,0,1.78,3.9,1,1,1,0,"0.00%",96.3,0.25,0.25,0,0.778,"FCS",0.777777777777778,7.11111111111111,0.25
"Elijah Griffin","ALCORN ST",59,35.95,"D",14,"WR",2026,"SWAC",66.2,9,35,2,7,4,87,21.8,0,2,1,0,0,6,2,1,13,3.3,2,0.5,2.49,13.3,2,0,0.667,0.167,"28.60%",101.5,0.2,0.2,0.286,0.571,"FCS",0.571428571428571,12.4285714285714,0.2
"Jaedon Alford","ELON",60,35.76,"D",17,"WR",2026,"CAA",64.9,3,29,11,6,3,62,20.7,0,3,0,0,0,3,1,0,17,5.7,10,0,2.14,19.5,2,1,1,0,"16.70%",86.8,0,0.207,0.333,0.5,"FCS",0.5,10.3333333333333,0.206896551724138
"Michael Nix","BUTLER",38,35.38,"D",11,"WR",2026,"Pioneer",63.8,1,18,5,1,1,14,14,1,1,0,0,0,1,1,1,0,0,0,1,0.78,19,0,0,1,0,"100%",158.3,0,0.056,0,1,"FCS",1,14,0.0555555555555556
"Caleb Johnson","PRESBYTERN",50,35.08,"D",2,"WR",2026,"Pioneer",63.9,6,31,11,8,5,35,7,1,3,0,0,0,5,1,0,18,3.6,4,0,1.13,7.6,0,1,1,0,"12.50%",112,0.032,0.258,0.25,0.625,"FCS",0.625,4.375,0.258064516129032
