"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"Braden Zimmer","MONTANA ST",62,100,"A"
"Leif Magnuson","CAL POLY",43,99.11,"A"
"Secrea Algie","W CAROLINA",75,98.94,"A"
"Wyatt Whalen","BRYANT",63,97.62,"A"
"Cooper LaFond","FORDHAM",69,93.72,"A"
"Josh Duran","MONMOUTH",39,93.62,"A"
"Samuel Petros","MERCYHURST",55,92.78,"A"
"Charlie Vliem","IDAHO",71,90.56,"A"
"Henry Fanua","UC DAVIS",29,89.8,"A"
"Spencer Doan","HARVARD",53,88.58,"A"
"Justin Kaye","STNY BROOK",80,84.39,"A"
"Jacorey Wright","MERCER",39,84.27,"A"
"Trevanti Davis","STF AUSTIN",52,84.07,"A"
"Anthony Patt","CAL POLY",52,83.89,"A"
"Will Fitzpatrick","GARD-WEBB",79,83.54,"A"
"AJ Hasson","UC DAVIS",61,82.06,"A"
"Jacob Ziegler","CHATTNOOGA",39,82,"A"
"John Pica","S DAK ST",60,81.71,"A"
"Kyle Fay","VILLANOVA",60,80.99,"A"
"Dylan Page","CORNELL",59,80.44,"A"
"Torin Jeske","MONTANA",67,79.44,"B"
"Watts Alexander","CHATTNOOGA",58,79.34,"B"
"Kyron Barnes","NICHOLLS",39,79.26,"B"
"Quinten Christensen","S DAK ST",69,78.43,"B"
"Sawyer Prementine","MERCYHURST",55,78.36,"B"
"Will Prince","DARTMOUTH",64,78.15,"B"
"Gray McGown","YALE",73,77.67,"B"
"Zane Feltz","SAN DIEGO",78,77.64,"B"
"Trevor Newkirk","PORTLAND",39,77.44,"B"
"Matthew Snarr","UTAHTC",65,76.86,"B"
"Logan Brasfield","ILL STATE",64,76.76,"B"
"David Porotesano","UC DAVIS",55,75.94,"B"
"Gabriel Rzany","E WASHGTON",81,75.86,"B"
"Nick Nielsen","YNGTOWN ST",62,75.43,"B"
"Camaar Epps","Argonauts",65,74.24,"B"
"Renard Smith","W CAROLINA",60,74.15,"B"
"Reuben Logan","BUCKNELL",52,73.38,"B"
"Matt Fries","MONMOUTH",39,73.29,"B"
"Saidou Ba","AUSTINPEAY",52,72.54,"B"
"Marcello Coleman","PRESBYTERN",60,72.47,"B"
"Aidan Donald","CHATTNOOGA",26,72.41,"B"
"Branden Hollis","TXAMEA",43,72.16,"B"
"Matt McElwain","WM & MARY",51,71.81,"B"
"Jacob Hood","NICHOLLS",31,71.63,"B"
"Titan Fleischmann","MONTANA ST",62,71.52,"B"
"Will Smith","FORDHAM",53,70.5,"B"
"Chris Leonardo","MERRIMACK",70,70.29,"B"
"Leavy Johnson","N ALABAMA",59,70.03,"B"
"David Rolands","PENN",81,69.94,"B"
"Johnny Holly","STF AUSTIN",52,69.94,"B"
"Sean Tanner","ELON",68,69.41,"B"
"LaJuan Owens","CENT ARK",65,69.29,"B"
"Charles Soska","LEHIGH",62,69.21,"B"
"Desmeal Leigh","YNGTOWN ST",62,69.14,"B"
"Jake Utley","S DAKOTA",38,68.46,"B"
"Michael Muldrow Jr.","ELON",68,68.19,"B"
"Jayden Simmons","N ALABAMA",72,67.79,"B"
"Enzo Agostini","HARVARD",63,67.7,"B"
"Rashad Turner","SE MO ST",66,67.36,"B"
"Camarion Ragland","NC A&T",27,67.02,"B"
"Kiegan Henson","IDAHO",71,66.04,"B"
"Tyler Nordmann","SACR HEART",30,65.86,"B"
"Isaac Adams","N ARIZONA",64,65.35,"B"
"Joshua Sales Jr.","AUSTINPEAY",64,64.85,"B"
"KJ Brooks","TOWSON",82,64.6,"B"
"Quinton Lewis","YALE",73,64.27,"B"
"Abdallah Daud","DUQUESNE",48,64.26,"B"
"Brody Balliew","MERCER",64,64.2,"B"
"Bennett Nunnally","HOLY CROSS",72,64.07,"B"
"Ryan Pemberton","CENT CT ST",30,63.99,"B"
"Brady O'Hara","MONMOUTH",33,63.97,"B"
"Justice Musser","INDIANA ST",46,63.92,"B"
"Dontay Bishop","RHODE ISLD",47,63.68,"B"
"Carl Brenagh","TXAMEA",29,63.62,"B"
"RJ Adams","TOWSON",57,63.43,"B"
"Jeremiah McCrimmon","CAMPBELL",70,63.01,"B"
"Sam Browder","E TENN ST",35,62.14,"B"
"Santiago Macias","TENN MARTN",58,62.02,"B"
"Andrew Nicholson","BUCKNELL",52,61.66,"B"
"Ty Williams","E TENN ST",27,61.27,"B"
"Sean Broderick","LIUSHAR",69,61.24,"B"
"Andrew Pedersen","PRINCETON",54,60.92,"B"
"Aaron Kruse","PENN",50,60.81,"B"
"Luke Roaten","ABILENE CH",65,60.69,"B"
"Isaiah Hayes","SE LA",55,60.45,"B"
"CK Carter","PRVIEW A&M",33,60.13,"B"
"Cameron Vann","ABILENE CH",65,59.63,"C"
"Cameron Beiswenger","BUTLER",65,59.6,"C"
"Pule Leatigaga","PORTLAND",39,59.56,"C"
"Xavier Parker","TARLETON",59,59.28,"C"
"William Cook","HOUCHR",76,58.59,"C"
"Caleb Flores","TARLETON",59,58.55,"C"
"Gregory Celestin Jr","SACR HEART",64,57.86,"C"
"Jordan Yandila","E ILLINOIS",55,57.67,"C"
"Takai Wallace","DELWARE ST",46,56.26,"C"
"Connor Van Tassell","STNY BROOK",75,56.03,"C"
"James Aldrich","WAGNER",40,55.91,"C"
"Michael Zack","PENN",81,55.89,"C"
"Daved Richardson","LIUSHAR",69,55.75,"C"
"Victor Goree","NC CENT",47,55.48,"C"
"Tim Hammonds","NC A&T",32,55.23,"C"
"Zy'Terrio Lee","CAMPBELL",65,55.14,"C"
"Antonie De Lau","E ILLINOIS",55,55.07,"C"
"Alton Williams","N DAKOTA",52,54.79,"C"
"Abe Diallo","ALCORN ST",80,54.6,"C"
"Kelton Sparks","MORGAN ST",55,54.55,"C"
"Charlie Pietrosante","BROWN",51,54.47,"C"
"Austin Buehler","MONTANA",67,54.34,"C"
"Paul Binder","DARTMOUTH",64,54.06,"C"
"Tyler Dunn","CORNELL",59,54.05,"C"
"Connor Johnstone","SAN DIEGO",78,53,"C"
"Anthony Iliano","MAINE",69,52.76,"C"
"Moritz Schmoranzer","WOFFORD",56,52.53,"C"
"Xyler Myles","PRVIEW A&M",42,52.38,"C"
"Esom Nnajiofor","WOFFORD",56,52.31,"C"
"Jaden Wedderburn","ILL STATE",64,51.76,"C"
"Trace Thaden","N DAKOTA",50,51.64,"C"
"Taron Williams","NC CENT",47,51.51,"C"
"Ryan Cregan","VILLANOVA",60,51.33,"C"
"Oyintare Porbeni","PRINCETON",65,50.4,"C"
"Jacob Katauskas","S ILLINOIS",62,50.04,"C"
"Dylan Lloyd","Argonauts",65,49.88,"C"
"Jourden Hale-Frater","CHISTA",60,49.08,"C"
"Brendon Crispe","S DAKOTA",53,48.42,"C"
"Ronald Anderson","RICHMOND",80,48.41,"C"
"Andrew Kocan","MAINE",69,47.7,"C"
"Jake Waltman","BRYANT",63,47.52,"C"
"Ryan Steinbrink","COLGATE",78,47.51,"C"
"Ryan Dirksen","INCAR WORD",97,47.21,"C"
"Tim Suk","SACR HEART",63,47.13,"C"
"Jonathan Stark","STETSON",66,46.77,"C"
"Ty Miles","NEW HAMP",77,46.18,"C"
"Jackson St. Aubyn","YALE",73,44.89,"C"
"Jaylen Eberhardt","CHISTA",44,44.82,"C"
"Ellington Brooks-Lytle","PRESBYTERN",60,44.76,"C"
"Bennett Ringleb","CENT ARK",50,43.82,"C"
"Sammy Ayache","LEHIGH",62,43.38,"C"
"Beau Smith","BROWN",70,43.19,"C"
"Bradford Blattner","HOLY CROSS",72,42.59,"C"
"Joshua Schuetzmann","RHODE ISLD",58,42.14,"C"
"Mason Knoch","VALPO",64,41.91,"C"
"Success Chikezie","NEWHVN",41,41.12,"C"
"Wilbert Phillips","SE MO ST",66,41.02,"C"
"Linden Clemmons","WM & MARY",66,40.77,"C"
"Kendal Septs","TXAMEA",72,39.1,"D"
"Travis Gray","TENN MARTN",56,38.85,"D"
"Daniel Cole","MURRAY ST",32,38.53,"D"
"Beau Riley","NEW HAMP",77,36.67,"D"
"Noah Kline","VALPO",64,36.4,"D"
"Ramsey Qishta","HOUCHR",73,35.63,"D"
"Eli Williams","NC A&T",42,35.09,"D"
"Rambo Mageo","UTAHTC",65,34.72,"D"
"Ryan Murphy","COLGATE",72,34.42,"D"
"Emmitt Harris","ALBANY",69,34.29,"D"
"Malik Wilson","WAGNER",41,33.5,"D"
"Kyle Kelly","N IOWA",61,32.68,"D"
"Shar'Dez Taylor","ALCORN ST",32,32.44,"D"
"Colton Lewis","STETSON",42,32.32,"D"
"Ben Kuehnast","N IOWA",61,31.15,"D"
"Davit Boyajyan","CAL POLY",52,30.61,"D"
"Griffin Hile","INDIANA ST",68,29.62,"D"
"Gavin Allen","E WASHGTON",75,29.02,"D"
"Sean Pozniak","NEWHVN",77,28.58,"D"
"Ra'Qui Martin","MERRIMACK",70,28,"D"
