"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"Anthony Crawford","CHISTA",52,27.95,"D"
"Adorain Favors","MORGAN ST",53,27.53,"D"
"Calvin McMillian","PRVIEW A&M",78,27.04,"D"
"Blaine Halley","S ILLINOIS",62,26.7,"D"
"Kynjrick ""KD"" Boyd","MURRAY ST",28,26,"D"
"Max Livingston","DARTMOUTH",64,25.02,"D"
"La-Quann Gaddy","CENT CT ST",67,24.15,"D"
"Aderian Adelabu","YALE",64,23.06,"D"
"Coleon Smith","S ILLINOIS",62,17.74,"F"
"Jaydon Harris","DUQUESNE",45,14.77,"F"
"David Kerr","NEWHVN",36,13.54,"F"
"Derrick Cooper","ALCORN ST",58,11.93,"F"
"T'Khi Alexander","TOWSON",82,10.75,"F"
"Spencer McClintock","STHLSK",47,9.64,"F"
"Jelani Lomotey","STHLSK",47,9.55,"F"
"Daniel McClees","CENT CT ST",42,3.27,"F"
"Zach Corrigan","SE LA",54,3.21,"F"
"Daniel Olalekan","DELWARE ST",58,0,"F"
