"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Position","Season","Conference","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Batted.Passes","Assistant","Stops","Sacks","NFL.Sacks","Hits","Hurries","Total.Pressures.Generated","Beaten.Defender","Pass.Break.Up","Interception","Forced.Fumble","Fumble.Recovery","Tackle.for.Loss.or.No.Gain","Dropped.Int","Pursuit.Pressure","Unblocked.Pass.Rush","First.Contact","Negative.Plays","Pass.Rush.Plays","Pass.Rush.Win.Percentage","Pass.Rush.Pressure.Percentage","Pass.Rush.Productivity","Run.Defense.Plays","Average.Depth.of.Tackle","Negative.Rush.Defense.Percentage","Positive.Rush.Defense.Percentage","Number.of.Negative.Plays","Coverage.Snaps","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","Yards.per.Reception.Allowed","Touchdowns.Allowed","First.Downs.Allowed","Interceptions","Forced.Incompletions","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Plays.of.15..Yards.Allowed","Successful.Plays.Percentage","Sacks.per.Throwaway","Open.Targets","Drops...Off.Targets.Receptions.Forced","Total.Negative.Plays","Total.Positive.Plays","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Average.Depth.of.Target.per.Coverage","Forced.Incompletion.Percentage","Jersey.Number","Total.Tackles","Missed.Tackle.Percentage","Assist.Tackles","Run.Stop","Run.Tackle.for.Losss.or.No.Gain","Missed.Tackle.Percentage.on.Run.Plays","Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Pass.Stop","Pass.Tackle.for.Loss.or.No.Gain","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","Total.Tackles..Sacks...Assists...Sacks...Missed.","Assist.on.Pass.Plays","Tackles.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Conference_Level","Row_ID","Lined.up.in.Press.Coverage","Negative.Rush.Grade.Percentage","Positive.Rush.Grade.Percentage","row_id"
"Camron Watkins","VA MILT IN",21,48.49,"C","LB",2026,"Southern",60.6,59.3,66,57.2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,"100%","0.00%",0,11,7,"18.20%","0",2,9,1,"100%",33,33,0,1,0,0,118.8,3.67,1,"11.10%",0,0,0,1,0,"11.10%","0.00%","100%","0.00%",33,14,"0.00%",39,6,"0.00%",2,1,0,"0.00%",3,1,0,0,0,"0.00%",6,6,1,1,0,"FCS",223,NA,NA,NA,223
"Donovan Jones","TEXAS STHN",52,48.48,"C","LB",2026,"SWAC",67.9,58.4,64.8,70.4,0,1,2,0,0,1,0,1,0,0,0,0,0,2,0,0,0,4,3,5,"20.00%","20.00%",10,23,14,"8.70%","4.30%",2,24,3,"100%",6,2,0,1,0,0,79.2,0.25,0,"41.70%",0,0,0,1,2,"0.00%","0.00%","33.30%","0.00%",2,1,"0.00%",20,5,"16.70%",1,0,0,"33.30%",1,1,1,2,2,"0.00%",5,6,0,3,0,"FCS",325,NA,NA,NA,325
"Jaxton Helmstetler","PORTLAND",52,48.47,"C","LB",2026,"Big Sky",66.6,59.2,55.3,72.8,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,5,3,"0","0.00%",0,28,3.5,"17.90%","10.70%",5,21,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"33.30%",0,0,1,0,1,"0.00%","0.00%","0.00%","0.00%",0,6,"0.00%",6,8,"20.00%",3,1,1,"28.60%",2,3,2,2,0,"0.00%",8,10,0,3,0,"FCS",52,NA,NA,NA,52
"Kade Moledor","WOFFORD",18,48.45,"C","LB",2026,"Southern",75.7,72.5,57.4,71.7,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,"0","0.00%",0,5,4,"0","20.00%",0,11,1,"100%",7,7,0,0,0,0,95.8,0.64,0,"18.20%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",7,-2,"0.00%",33,4,"0.00%",1,1,1,"0.00%",2,1,0,1,0,"0.00%",4,4,0,1,0,"FCS",148,NA,NA,NA,148
"Canaan Williams","AUSTINPEAY",49,48.4,"C","LB",2026,"United Athletic",71.9,72,59.8,67.2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"0","0.00%",0,26,0,"0","0",0,22,0,"0.00%",0,0,0,0,0,0,0,0,0,"13.60%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",29,4,"0.00%",4,0,0,"0.00%",0,2,0,0,0,"0.00%",4,4,2,0,0,"FCS",25,NA,NA,NA,25
"Mike Deitelbaum","SACR HEART",46,48.35,"C","LB",2026,"CAA",70.8,59.8,64,71.8,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,4,"0","0.00%",0,19,3,"10.50%","0",2,23,5,"100%",28,5.6,0,1,0,0,90,1.22,1,"30.40%",0,0,0,1,3,"4.30%","0.00%","20.00%","0.00%",5.6,2.2,"0.00%",35,6,"0.00%",1,1,0,"0.00%",1,0,0,2,0,"0.00%",6,6,1,4,0,"FCS",131,NA,NA,NA,131
"Trace Carter","SE LA",59,48.28,"C","LB",2026,"Southland",60.3,52.4,59.6,67.6,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,1,"0","0.00%",0,32,4.67,"15.60%","6.30%",5,26,1,"100%",8,8,0,0,0,0,100,0.31,0,"30.80%",0,1,0,0,0,"0.00%","100%","0.00%","0.00%",8,2,"0.00%",34,7,"0.00%",3,2,1,"0.00%",3,2,0,0,0,"0.00%",7,7,1,1,0,"FCS",354,NA,NA,NA,354
"Noble Young-Blackgoat","N ARIZONA",28,48.22,"C","LB",2026,"Big Sky",85.7,57.5,55.1,90.8,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,4,"0","0.00%",0,8,3,"25.00%","12.50%",2,16,1,"50.00%",10,10,0,1,1,0,25,0.63,0,"25.00%",0,0,1,0,1,"0.00%","0.00%","50.00%","50.00%",5,-4.5,"0.00%",16,3,"0.00%",0,2,0,"0.00%",2,0,0,0,0,"0.00%",3,3,0,1,0,"FCS",331,NA,NA,NA,331
"Braden McShane","N IOWA",62,48,"C","LB",2026,"Missouri Valley",72.8,72.6,58.2,69.1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,2,"0","0.00%",0,30,3.25,"0","0",0,30,0,"0.00%",0,0,0,0,0,0,0,0,0,"13.30%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",36,8,"0.00%",1,2,0,"0.00%",4,1,0,2,1,"0.00%",8,8,0,3,0,"FCS",232,NA,NA,NA,232
"AJ Benton","CAMPBELL",64,47.79,"C","LB",2026,"CAA",64.5,67.9,71.3,58.8,1,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,4,9,"11.10%","11.10%",11.1,14,2,"0","0",0,41,6,"100%",63,10.5,0,2,0,0,110.4,1.54,1,"29.30%",0,0,0,4,2,"2.40%","0.00%","33.30%","0.00%",10.5,3,"0.00%",7,8,"27.30%",1,1,0,"0.00%",1,0,0,3,0,"30.00%",11,11,1,5,3,"FCS",254,NA,NA,NA,254
"Seth Chestnut","TOWSON",33,47.5,"C","LB",2026,"CAA",78.1,71.3,59.2,77.1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,1,"0","0.00%",0,26,5.6,"15.40%","19.20%",4,6,0,"0.00%",0,0,0,0,0,1,39.6,0,0,"50.00%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,5,"100%",15,6,"25.00%",1,1,0,"25.00%",5,1,2,0,0,"0.00%",8,8,0,0,0,"FCS",276,NA,NA,NA,276
"Blake Houser","RICHMOND",65,47.46,"C","LB",2026,"Patriot",67.1,66.4,60,65.7,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,"0","0.00%",0,28,3.63,"10.70%","17.90%",3,36,1,"100%",13,13,0,1,0,0,118.8,0.36,0,"44.40%",0,0,0,1,1,"0.00%","0.00%","100%","0.00%",13,7,"0.00%",11,12,"7.70%",1,6,0,"10.00%",8,1,1,2,0,"0.00%",13,13,0,3,0,"FCS",173,NA,NA,NA,173
"Qua Birdsong","E TENN ST",17,47.44,"C","LB",2026,"Southern",74.4,74.3,NA,60.6,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,NA,NA,NA,NA,14,8,"0","14.30%",0,3,0,"0.00%",0,0,0,0,0,0,0,0,0,"66.70%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",14,4,"0.00%",0,2,1,"0.00%",4,0,0,0,0,"0.00%",4,4,0,0,0,"FCS",210,NA,NA,NA,210
"Brandon Franklin","SAMFORD",38,47.36,"C","LB",2026,"Southern",72.9,73.5,62.8,64.6,0,1,1,0,0,1,1,2,0,0,0,0,0,1,0,0,1,2,3,6,"16.70%","33.30%",16.7,17,2.33,"11.80%","23.50%",2,15,0,"0.00%",0,0,0,0,0,0,0,0,0,"40.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",35,4,"20.00%",1,1,1,"0.00%",3,1,0,0,0,"100%",5,5,0,0,1,"FCS",48,NA,NA,NA,48
"Herman Brister III","SOUTHERN U",48,47.36,"C","LB",2026,"SWAC",61.2,71.1,57.3,57.6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,2,3,"0","33.30%",16.7,18,12,"0","5.60%",0,27,2,"100%",95,47.5,1,2,0,0,158.3,3.52,2,"29.60%",0,0,0,2,0,"7.40%","0.00%","100%","0.00%",47.5,9.5,"0.00%",3,3,"0.00%",1,0,0,"0.00%",1,1,0,0,0,"0.00%",3,3,0,1,0,"FCS",244,NA,NA,NA,244
"Frederick Borkey","NEWHVN",58,47.31,"C","LB",2026,"Northeast",55.4,51.6,67.5,58.8,0,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,8,3,"33.30%","0.00%",0,37,6.17,"18.90%","8.10%",7,18,0,"0.00%",0,0,0,0,0,0,0,0,0,"22.20%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",5,8,"11.10%",1,2,1,"14.30%",6,0,1,0,0,"0.00%",9,9,1,1,0,"FCS",322,NA,NA,NA,322
"Lucas Naquin","W GEORGIA",39,47.23,"C","LB",2026,"United Athletic",63.8,47,57.5,71.3,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,3,2,"0","0.00%",0,13,6,"15.40%","0",2,24,1,"100%",12,12,0,1,0,0,116.7,0.5,0,"41.70%",0,1,0,1,2,"0.00%","100%","100%","0.00%",12,7,"0.00%",39,6,"0.00%",3,0,0,"0.00%",1,1,0,1,0,"0.00%",6,6,2,2,0,"FCS",315,NA,NA,NA,315
"Stefan Ponder","TENN MARTN",28,47.21,"C","LB",2026,"Big South - OVC Football Association",73.8,76,59.2,64.1,0,1,3,0,0,1,1,2,0,0,0,0,0,0,0,2,0,3,0,3,"0","33.30%",16.7,14,2.33,"0","7.10%",0,11,1,"100%",2,2,0,0,0,0,79.2,0.18,0,"36.40%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",2,-1,"0.00%",32,4,"0.00%",1,3,0,"0.00%",3,1,0,0,0,"0.00%",4,4,0,0,0,"FCS",136,NA,NA,NA,136
"Cayden Adkins","N ALABAMA",45,47.21,"C","LB",2026,"United Athletic",75.5,68.1,90.9,54.7,0,0,2,1,0,1,0,2,0,0,0,1,0,0,0,0,1,2,1,13,"7.70%","15.40%",11.5,20,2,"0","5.00%",0,12,2,"100%",17,8.5,0,0,0,0,102.1,1.42,0,"16.70%",0,2,0,1,0,"0.00%","100%","0.00%","0.00%",8.5,-5.5,"0.00%",5,3,"0.00%",0,1,0,"0.00%",1,0,0,1,0,"0.00%",3,3,0,1,0,"FCS",308,NA,NA,NA,308
"Luke Miller","DUQUESNE",57,46.97,"C","LB",2026,"Northeast",54.2,50.7,NA,65.8,0,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,10,NA,NA,NA,NA,49,3.8,"16.30%","14.30%",8,8,0,"0.00%",0,0,0,0,0,1,39.6,0,0,"62.50%",0,0,1,1,1,"0.00%","0.00%","0.00%","0.00%",0,14,"50.00%",55,11,"8.30%",6,5,0,"8.30%",5,6,1,0,0,"0.00%",12,12,0,0,0,"FCS",144,NA,NA,NA,144
"Malachi Williams","PRVIEW A&M",44,46.8,"C","LB",2026,"SWAC",65.7,53.6,77.4,64.1,0,0,3,2,0,0,0,2,0,0,0,0,0,1,0,0,2,5,3,3,"0","66.70%",66.7,17,0,"5.90%","0",1,24,3,"75.00%",24,8,0,1,0,0,89.6,1,1,"50.00%",0,0,1,2,2,"4.20%","0.00%","25.00%","0.00%",6,7.8,"0.00%",2,4,"20.00%",0,0,0,"100%",0,0,1,3,1,"0.00%",5,5,0,2,0,"FCS",17,NA,NA,NA,17
"Jalen Harrell","DUQUESNE",31,46.76,"C","LB",2026,"Northeast",68.8,68.1,NA,62.7,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,NA,NA,NA,NA,24,6.25,"12.50%","8.30%",3,7,0,"0.00%",0,0,0,0,0,0,0,0,0,"71.40%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",13,6,"0.00%",2,1,1,"0.00%",4,2,0,0,0,"0.00%",6,6,0,0,0,"FCS",3,NA,NA,NA,3
"Jack Casey","GEORGETOWN",54,46.74,"C","LB",2026,"Patriot",58.4,64.3,66,48,0,2,4,0,0,0,2,2,0,0,0,0,0,1,0,1,0,6,8,4,"25.00%","25.00%",12.5,33,3.43,"18.20%","15.20%",6,17,0,"0.00%",0,0,0,0,0,0,0,0,0,"23.50%",0,0,0,2,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",51,9,"0.00%",2,4,1,"0.00%",7,2,0,0,0,"0.00%",9,9,0,0,0,"FCS",291,NA,NA,NA,291
"Xavier Dillard","WM & MARY",49,46.72,"C","LB",2026,"Patriot",77.7,65.3,60,78.9,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,"0","0.00%",0,20,0,"0","0",0,28,3,"100%",12,4,0,0,1,0,43.8,0.43,0,"28.60%",0,0,0,0,3,"0.00%","0.00%","0.00%","33.30%",4,1.3,"0.00%",11,4,"0.00%",1,0,0,"0.00%",0,1,0,3,1,"0.00%",4,4,0,3,0,"FCS",279,NA,NA,NA,279
"Jyarius Carter","MERCER",43,46.62,"C","LB",2026,"Southern",55.9,71.1,73.2,43.5,0,1,2,0,0,1,1,2,0,0,0,0,0,2,0,1,1,7,5,4,"0","50.00%",25,17,3,"5.90%","5.90%",1,22,4,"100%",42,10.5,0,2,0,0,110.4,1.91,1,"31.80%",0,0,0,4,0,"4.50%","0.00%","50.00%","0.00%",10.5,-1.3,"0.00%",0,6,"14.30%",1,1,1,"0.00%",2,1,0,1,1,"25.00%",7,7,0,3,1,"FCS",314,NA,NA,NA,314
"Mahamadou Diarra","ALCORN ST",35,46.55,"C","LB",2026,"SWAC",69.1,68.1,63.4,62.7,0,0,2,0,0,1,0,1,0,0,0,1,0,1,0,0,1,5,4,4,"0","0.00%",0,24,2.2,"16.70%","16.70%",4,7,0,"0.00%",0,0,0,0,0,0,0,0,0,"28.60%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",33,5,"0.00%",0,2,1,"0.00%",5,0,0,0,0,"0.00%",5,5,0,0,0,"FCS",153,NA,NA,NA,153
"Elijah Washington","WOFFORD",45,45.77,"C","LB",2026,"Southern",63.8,56.6,56.8,67.2,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,3,2,"0","0.00%",0,15,0.67,"20.00%","20.00%",3,28,1,"100%",6,6,0,0,0,0,91.7,0.21,0,"35.70%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",6,-7,"0.00%",8,7,"0.00%",2,3,2,"0.00%",3,2,0,0,0,"0.00%",7,7,0,2,0,"FCS",190,NA,NA,NA,190
"Ryan McCall","MURRAY ST",32,45.75,"C","LB",2026,"Missouri Valley",65.9,44.2,68,76.8,0,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,4,1,"0","0.00%",0,15,0,"26.70%","6.70%",4,16,0,"0.00%",0,0,0,0,0,1,39.6,0,0,"50.00%",0,0,0,0,2,"0.00%","0.00%","0.00%","0.00%",0,19,"100%",7,6,"14.30%",2,1,1,"25.00%",1,2,1,0,0,"0.00%",7,7,0,3,0,"FCS",356,NA,NA,NA,356
"KJ McRae","SE MO ST",33,45.72,"C","LB",2026,"Big South - OVC Football Association",80.6,74.7,56.8,76.3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,2,2,"0","0.00%",0,19,4,"10.50%","36.80%",2,12,0,"0.00%",0,0,0,0,0,1,39.6,0,0,"41.70%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,8,"100%",41,3,"25.00%",0,1,0,"33.30%",2,0,1,0,0,"0.00%",4,4,0,1,0,"FCS",200,NA,NA,NA,200
"Kyle Hall","SACR HEART",54,45.69,"C","LB",2026,"CAA",64.2,73,NA,57.3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,NA,NA,NA,NA,20,6,"0","0",0,34,5,"100%",52,10.4,1,4,0,0,149.6,1.53,2,"26.50%",0,0,0,2,1,"5.90%","0.00%","80.00%","0.00%",10.4,4.8,"0.00%",6,5,"0.00%",3,0,0,"0.00%",1,2,0,0,0,"0.00%",5,5,1,1,0,"FCS",132,NA,NA,NA,132
"Ayden Bell","DAVIDSON",39,45.62,"C","LB",2026,"Pioneer",57.1,73.3,56.2,43.3,0,2,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2,3,3,"0","0.00%",0,23,2,"4.30%","8.70%",1,13,2,"100%",33,16.5,0,2,0,0,118.8,2.54,1,"23.10%",0,0,0,2,0,"7.70%","0.00%","100%","0.00%",16.5,14.5,"0.00%",14,5,"0.00%",2,1,1,"0.00%",2,1,0,0,0,"0.00%",5,5,1,1,0,"FCS",286,NA,NA,NA,286
"Eli Ennis","STF AUSTIN",23,45.54,"C","LB",2026,"Southland",75.5,64.1,83.3,63.5,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,3,"66.70%","33.30%",16.7,7,0,"0","0",0,13,0,"0.00%",0,0,0,0,0,0,0,0,0,"61.50%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",4,1,"0.00%",0,0,0,"0.00%",0,0,0,1,0,"0.00%",1,1,0,0,0,"FCS",43,NA,NA,NA,43
"Jackson Irwin","IDAHO ST",69,45.49,"C","LB",2026,"Big Sky",67.1,71.3,59.2,63.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,14,"0","0.00%",0,25,4,"0","4.00%",0,30,1,"50.00%",23,23,0,1,0,0,91.7,0.77,1,"30.00%",0,1,1,1,2,"3.30%","50.00%","50.00%","0.00%",11.5,6,"0.00%",18,5,"0.00%",1,0,0,"0.00%",1,1,0,1,0,"0.00%",5,5,0,3,0,"FCS",266,NA,NA,NA,266
"Shane Hulmes","BUCKNELL",24,45.36,"C","LB",2026,"Patriot",75.7,70.6,56.2,73,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,3,"0","0.00%",0,13,3.5,"7.70%","15.40%",1,8,1,"50.00%",3,3,0,0,0,0,56.3,0.38,0,"37.50%",0,0,1,0,1,"0.00%","0.00%","0.00%","0.00%",1.5,3,"0.00%",46,3,"0.00%",0,1,0,"0.00%",1,0,0,2,1,"0.00%",3,3,0,2,0,"FCS",349,NA,NA,NA,349
"Roderick Kelly Jr.","SCAR STATE",22,45.26,"C","LB",2026,"MEAC",67.4,77,46.4,63.4,0,1,1,0,0,1,1,2,0,0,0,0,0,1,0,1,1,1,1,2,"0","50.00%",25,7,3,"0","28.60%",0,13,0,"0.00%",0,0,0,0,0,0,0,0,0,"30.80%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",34,3,"25.00%",1,1,1,"0.00%",2,1,0,0,0,"100%",4,4,0,0,1,"FCS",84,NA,NA,NA,84
"Tre Yanez","GARD-WEBB",47,45.24,"C","LB",2026,"Big South - OVC Football Association",58.2,59.5,76.5,50.7,0,1,4,1,0,0,0,1,1,0,0,0,0,1,0,1,0,7,5,2,"50.00%","0.00%",0,24,2.75,"12.50%","4.20%",3,21,3,"100%",19,6.3,0,2,0,0,93.1,0.9,0,"33.30%",0.5,0,0,2,1,"0.00%","0.00%","66.70%","0.00%",6.3,-4.7,"0.00%",1,7,"12.50%",1,3,1,"16.70%",4,1,1,1,0,"0.00%",8,8,0,1,0,"FCS",343,NA,NA,NA,343
"Jes Krcil","S DAK ST",39,44.8,"C","LB",2026,"Missouri Valley",56.5,57.4,54.8,58.8,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,3,"0","0.00%",0,18,5.75,"11.10%","5.60%",2,18,1,"100%",22,22,0,1,0,0,118.8,1.22,1,"38.90%",0,0,0,1,0,"5.60%","0.00%","100%","0.00%",22,21,"0.00%",18,7,"12.50%",2,1,1,"16.70%",4,1,1,0,0,"0.00%",8,8,1,1,0,"FCS",346,NA,NA,NA,346
"Klayton Ingram","MURRAY ST",42,44.77,"C","LB",2026,"Missouri Valley",54.4,49.3,57.6,66.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,"0","0.00%",0,18,4,"11.10%","5.60%",2,21,1,"50.00%",1,1,0,0,0,0,56.3,0.05,0,"38.10%",0,1,1,2,1,"0.00%","50.00%","0.00%","0.00%",0.5,9,"0.00%",1,4,"20.00%",3,1,0,"0.00%",1,0,0,0,0,"25.00%",5,5,3,0,1,"FCS",288,NA,NA,NA,288
"Etelridge McKinney","LAMAR",35,44.71,"C","LB",2026,"Southland",57.7,83.7,59.5,34.7,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,"0","0.00%",0,18,2.67,"0","16.70%",0,16,4,"100%",58,14.5,0,3,0,0,118.8,3.63,2,"25.00%",0,3,0,3,0,"12.50%","75.00%","75.00%","0.00%",14.5,6.8,"0.00%",17,6,"0.00%",2,3,1,"0.00%",3,2,0,0,0,"0.00%",6,6,0,1,0,"FCS",224,NA,NA,NA,224
"Anthony Corona","ILL STATE",44,44.63,"C","LB",2026,"Missouri Valley",66.8,76.8,54.7,61.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,"0","0.00%",0,14,4,"0","7.10%",0,24,2,"100%",23,11.5,0,1,0,0,114.6,0.96,1,"33.30%",0,0,0,1,0,"4.20%","0.00%","50.00%","0.00%",11.5,2,"0.00%",35,6,"0.00%",1,1,0,"0.00%",3,0,0,0,0,"0.00%",6,6,1,2,0,"FCS",128,NA,NA,NA,128
"Ayindae Pugh","ALCORN ST",17,44.58,"C","LB",2026,"SWAC",73.7,60.8,NA,77.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,NA,NA,NA,NA,13,8.5,"15.40%","0",2,4,0,"0.00%",0,0,0,0,0,1,39.6,0,0,"50.00%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,4,"100%",22,4,"0.00%",0,1,0,"0.00%",4,0,0,0,0,"0.00%",4,4,0,0,0,"FCS",378,NA,NA,NA,378
"Josh Dorsainvil","TEXAS STHN",23,44.39,"C","LB",2026,"SWAC",64.8,60.5,67,61,0,1,2,1,0,0,2,3,0,0,0,0,0,0,0,3,0,1,1,7,"0","14.30%",14.3,11,8,"9.10%","9.10%",1,5,0,"0.00%",0,0,0,0,0,0,0,0,0,"60.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",18,3,"25.00%",1,1,0,"33.30%",1,1,1,1,0,"0.00%",4,4,0,0,0,"FCS",159,NA,NA,NA,159
"Logan McCloud","WOFFORD",34,44.12,"C","LB",2026,"Southern",71.7,75.5,58.1,65.8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,"0","0.00%",0,10,4.5,"0","10.00%",0,22,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"22.70%",0,0,1,0,0,"0.00%","0.00%","0.00%","0.00%",0,-1,"0.00%",41,5,"0.00%",0,3,0,"0.00%",4,0,0,0,0,"0.00%",5,5,0,1,0,"FCS",281,NA,NA,NA,281
"Montravius Lloyd","BETH COOK",29,43.84,"C","LB",2026,"SWAC",50.6,68.7,66.7,30.8,0,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,2,"50.00%","50.00%",25,19,7,"5.30%","10.50%",1,8,3,"100%",34,11.3,0,2,0,0,113.9,4.25,2,"25.00%",0,2,0,2,0,"25.00%","66.70%","66.70%","0.00%",11.3,3,"0.00%",4,4,"0.00%",2,1,1,"0.00%",2,1,0,0,0,"0.00%",4,4,1,0,0,"FCS",112,NA,NA,NA,112
"Caden Henritzy","STHLSK",47,43.75,"C","LB",2026,"Northeast",75.7,67,55.3,78.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,6,"0","0.00%",0,16,8.33,"12.50%","18.80%",2,25,2,"66.70%",9,4.5,0,0,0,1,70.1,0.36,0,"32.00%",0,0,0,0,2,"0.00%","0.00%","0.00%","0.00%",3,5.7,"33.30%",11,4,"20.00%",0,0,0,"25.00%",3,0,1,1,0,"0.00%",5,5,0,1,0,"FCS",243,NA,NA,NA,243
"Carston Marshall","YNGTOWN ST",39,43.44,"C","LB",2026,"Missouri Valley",62.4,63.8,55.5,61.5,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,4,"0","0.00%",0,21,-1,"9.50%","4.80%",2,14,3,"75.00%",39,13,0,2,0,1,105.2,2.79,2,"0.00%",0,0,0,2,1,"14.30%","0.00%","50.00%","0.00%",9.8,3.3,"25.00%",5,5,"16.70%",2,1,1,"33.30%",1,1,1,0,0,"0.00%",6,6,1,2,0,"FCS",12,NA,NA,NA,12
"Ricky Encarnacion","NEWHVN",61,43.42,"C","LB",2026,"Northeast",63.6,72.4,63.7,48.5,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,5,5,"0","20.00%",10,38,6.17,"7.90%","10.50%",3,18,1,"50.00%",7,7,0,1,0,0,58.3,0.39,0,"33.30%",0,0,1,2,0,"0.00%","0.00%","50.00%","0.00%",3.5,4.5,"0.00%",13,10,"0.00%",1,2,0,"0.00%",6,1,0,0,0,"0.00%",10,10,0,3,0,"FCS",321,NA,NA,NA,321
"Marquis Lane-Owens","SCAR STATE",29,43.32,"C","LB",2026,"MEAC",65,80.8,53.6,53.9,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,1,7,"0","14.30%",7.1,11,3,"0","27.30%",0,11,1,"100%",15,15,0,1,0,0,118.8,1.36,1,"54.50%",0,0,0,1,0,"9.10%","0.00%","100%","0.00%",15,5,"0.00%",12,3,"0.00%",0,2,1,"0.00%",3,0,0,0,0,"0.00%",3,3,0,0,0,"FCS",307,NA,NA,NA,307
