"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade"
"Jouvenson Romulus","W ILLINOIS",44,100,"A"
"Noel Roach","ROB MORRIS",64,90.23,"A"
"Justin Bostic","FL A&M",50,88.91,"A"
"Brayden Rosa","UC DAVIS",58,88.21,"A"
"Zachary Corna","BUCKNELL",47,84.3,"A"
"Tim White","S DAKOTA",64,84.25,"A"
"Luke Denny","LEHIGH",28,84.08,"A"
"Sentario Willis","MCNEESE",22,83.61,"A"
"Joseph Garcia","STNY BROOK",65,82.88,"A"
"Ryan Barrett","STNY BROOK",56,82.82,"A"
"Brian Allen","GEORGETOWN",60,80.01,"A"
"Zamari Hall","ALABAMA ST",17,79.68,"B"
"Jamal Cooper Jr.","NWSTATE",20,79.49,"B"
"Sidney Webb","MOREHEAD",26,78.91,"B"
"Drew Buckley","ALBANY",76,78.86,"B"
"Hayden Bender","DAVIDSON",31,77.09,"B"
"Nahamani Harris","PRVIEW A&M",44,77.08,"B"
"Jalen Nelson","SAMFORD",66,76.88,"B"
"Zeb Stroup","CITADEL",40,76.84,"B"
"Kaleb Gallop","HOWARD",53,76.71,"B"
"Shawn Smith","DRAKE",46,75.39,"B"
"Billy Lewis","FURMAN",33,75.02,"B"
"Caleb Geronomi","RICHMOND",40,74.95,"B"
"Zayden Harvey","MOREHEAD",17,74.81,"B"
"Derek Taylor","E KENTUCKY",57,74.77,"B"
"Donovan Fey","MONMOUTH",63,74.65,"B"
"Brenden Bradshaw","HOUCHR",31,74.57,"B"
"Jake Kruger","W ILLINOIS",49,74.22,"B"
"Brody Shuss","DRAKE",55,74.21,"B"
"Jayden Earley","CHISTA",56,74.19,"B"
"Garrett Baldwin","HOLY CROSS",57,73.67,"B"
"Jeremiah McGill","MAINE",43,73.53,"B"
"David Roulley","WM & MARY",45,73.42,"B"
"Omaris McMiller Jr.","BRYANT",51,73.37,"B"
"Kam Baah-Slay","CHATTNOOGA",61,73.18,"B"
"Terian Williams II","E TENN ST",23,73.13,"B"
"Jaden Davis","BETH COOK",44,73.04,"B"
"Jaden Nelson","CHATTNOOGA",50,72.84,"B"
"Jarrett Mitchel","LAMAR",42,72.66,"B"
"Nigel Lucas","GARD-WEBB",39,72.41,"B"
"Braylon Jones","W CAROLINA",39,72.41,"B"
"Omari Philyaw","TENN TECH",39,72.09,"B"
"Nick Peltekian","LEHIGH",28,72.05,"B"
"Troy Wilkey","IDAHO ST",64,72.01,"B"
"Leon Thomas","TENN TECH",27,72.01,"B"
"Mar Mar Evans","LAMAR",41,71.99,"B"
"Joe Hall III","TENN TECH",50,71.91,"B"
"Kamrin Canterbury","PRVIEW A&M",49,71.87,"B"
"Jayden Cornelius","W CAROLINA",58,71.73,"B"
"Avery Dixon","CHARLES SO",34,71.61,"B"
"Ronnie Woods","ROB MORRIS",45,71.57,"B"
"Jordan McClom","N IOWA",69,71.49,"B"
"TJ Sands","TOWSON",67,71.13,"B"
"Hayden John","UC DAVIS",60,71.06,"B"
"Tae Martin","N ALABAMA",80,70.98,"B"
"Cohen Charles","MCNEESE",24,70.95,"B"
"Deandre Goodson","STHLSK",17,70.55,"B"
"RL Miller","CAL POLY",57,70.45,"B"
"Jackson Stone","NEW HAMP",61,70.42,"B"
"Braylon Beckwith","MERCYHURST",68,70.15,"B"
"Mike Jenkins","E TENN ST",37,70.12,"B"
"Trevor Hardy","AUSTINPEAY",61,69.76,"B"
"Matai Tomas","HOUCHR",50,69.52,"B"
"Caleb Turner","NORFOLK",28,69.27,"B"
"Parker Vance","SO UTAH",71,69.06,"B"
"Javian Jones","BRYANT",31,69.04,"B"
"Joel Castleberry","TENN MARTN",59,68.97,"B"
"Jamarion Ravenell","GARD-WEBB",34,68.95,"B"
"Tommy Williams","DRAKE",55,68.92,"B"
"Dillon Williams","ABILENE CH",76,68.82,"B"
"Tre Meadows","LEHIGH",15,68.72,"B"
"DeAngelo Ponder","ABILENE CH",76,68.49,"B"
"Tate Sander","N IOWA",63,68.05,"B"
"Xavian Andrews","INDIANA ST",57,67.61,"B"
"Julian Quintero","W CAROLINA",32,67.59,"B"
"Calvin Jaworski","N IOWA",23,67.55,"B"
"Darrick LeBeouf","LAFAYETTE",60,67.55,"B"
"Darien Harden","W GEORGIA",35,67.51,"B"
"Cody Williams","TOWSON",26,67.37,"B"
"Kason Hooks","CHARLES SO",23,67.34,"B"
"Kyle Molett","HAMPTON",27,67.11,"B"
"Kameron Brown","ALCORN ST",28,67.03,"B"
"Mike Polke","MERCER",40,66.99,"B"
"Javon Bejarano","HOUCHR",42,66.84,"B"
"James Schlendorf","BUCKNELL",22,66.69,"B"
"Felix Matos","LIUSHAR",68,66.61,"B"
"Joe Natali","NWSTATE",42,66.36,"B"
"Victor Holt","ALBANY",84,66.2,"B"
"Jordan Irvine","STHLSK",60,66.19,"B"
"Colter Petre","MONTANA ST",34,66.18,"B"
"Ta'Shaun Sims","ALABAMA ST",45,66.07,"B"
"Jean-Christophe Vital Cloutier","MERCYHURST",29,66.04,"B"
"Cyler Christmas","SE MO ST",21,66.01,"B"
"Anthony Baxter","FL A&M",21,65.96,"B"
"Jaquavus Hallman","TEXAS STHN",48,65.51,"B"
"Donald Johnson Jr.","SOUTHERN U",69,65.46,"B"
"Jamari Stokes","MS VLY ST",45,65.38,"B"
"Taye Proctor","DRAKE",31,65.26,"B"
"Joshua Cruz","NEW HAMP",19,65.15,"B"
"Eric Taylor","TENN TECH",28,65.14,"B"
"Cam Smith","YNGTOWN ST",22,65.06,"B"
"Josh Brown","E ILLINOIS",25,65,"B"
"Menyelek Pilgrim","CHISTA",16,64.97,"B"
"Sharmari Reed","SCAR STATE",42,64.9,"B"
"Aaron Woodard","PRVIEW A&M",31,64.89,"B"
"Shoes Brinkley","N ARIZONA",44,64.43,"B"
"Caden Dowler","MONTANA ST",28,64.37,"B"
"Jamari Mosley","TXAMEA",35,64.34,"B"
"Walker Blair","LEHIGH",17,64.26,"B"
"Wes Johnston","WAGNER",50,64.22,"B"
"Spencer Halvorson","DRAKE",20,64.16,"B"
"Bryce McDonald","LAMAR",24,64.11,"B"
"Cade Ellis","WM & MARY",70,64.03,"B"
"Shamar Williams","WAGNER",47,64,"B"
"Tre' McLeod","CITADEL",24,63.98,"B"
"Trevian Tribble","WEBER ST",51,63.76,"B"
"Jeremiah Lewis","SACR HEART",22,63.46,"B"
"Casey Midcap","DRAKE",28,63.45,"B"
"Javaris Jones","FURMAN",19,63.37,"B"
"Tazion McQueen","MOREHEAD",25,63.21,"B"
"Timothy Jasper","ALCORN ST",79,63.04,"B"
"Drew Minich","FORDHAM",67,63.01,"B"
"Tremel States-Jones","RHODE ISLD",16,62.97,"B"
"Amir Williams","MS VLY ST",15,62.9,"B"
"Wyatt Mueller","ILL STATE",22,62.75,"B"
"Jorge Valdes","INDIANA ST",23,62.74,"B"
"Kwantre' Harry","SCAR STATE",32,62.58,"B"
"O'Marion Lewis","CAMPBELL",60,62.35,"B"
"Javon Davis","MCNEESE",24,62.3,"B"
"Jeff Banks","DUQUESNE",31,62.3,"B"
"Darius Bean","HOUCHR",50,62.28,"B"
"Erick Franklin","MCNEESE",17,61.77,"B"
"Craig Murphy","CAMPBELL",19,61.61,"B"
"TJ Hill","LEHIGH",15,61.52,"B"
"Isaiah Summerlin","DUQUESNE",16,61.03,"B"
"Ta'Ron Haile","AUSTINPEAY",55,60.92,"B"
"Mikhail Benner","N COLORADO",18,60.7,"B"
"Ryan Palmieri","SACR HEART",42,60.68,"B"
"Jake East","CAL POLY",22,60.58,"B"
"Kaleb Neal","E KENTUCKY",28,60.49,"B"
"Trey Cotton","TENN MARTN",48,60.47,"B"
"Tony Hart III","ELON",54,60.41,"B"
"Christian Sampson","SO UTAH",43,60.31,"B"
"Ross Smith","ELON",47,60.06,"B"
"Jermaine Hargraves","MCNEESE",25,60.06,"B"
"Jordan Watkins","HAMPTON",17,59.81,"C"
"Michael Farr III","S DAK ST",41,59.78,"C"
"Jamel Acosta-Lewis","STF AUSTIN",16,59.75,"C"
"Ryan Moore","SACR HEART",15,59.39,"C"
"Isaiah Cook","IDAHO ST",27,59.38,"C"
"Steven Stephany","BUTLER",18,59.29,"C"
"Stephon Hall","NORFOLK",25,59.27,"C"
"Amare Townsend","BRYANT",34,59,"C"
"Leo Glover","N ALABAMA",58,58.88,"C"
"Charlie Neos","DELWARE ST",21,58.85,"C"
"Rylan Crawford","ILL STATE",23,58.79,"C"
"Kasir Hicks","MERRIMACK",16,58.73,"C"
"Marek Marcellus","WOFFORD",15,58.61,"C"
"Dion Villiers","FL A&M",34,58.48,"C"
"Jayvont Williams","VILLANOVA",66,58.29,"C"
"Alex Dawkins","TENN TECH",16,58.19,"C"
"Cody Morris","SOUTHERN U",33,58.11,"C"
"Chancellor Bryant","W GEORGIA",46,57.95,"C"
"Reece Allan","COLGATE",60,57.9,"C"
"Elijah Davis","ROB MORRIS",67,57.82,"C"
"Nick Coates","CHATTNOOGA",21,57.72,"C"
"Jaeden Jones","MONMOUTH",72,57.58,"C"
"Joshua Reese","TENN STATE",27,57.36,"C"
"Dhonte Jackson","LAFAYETTE",61,57.13,"C"
"Jadan Aubert","TARLETON",69,57.11,"C"
"AJ Forehand","DUQUESNE",26,56.98,"C"
"Stephen Woods Jr.","TARLETON",64,56.82,"C"
"Dana Johnson Jr.","ALBANY",78,56.79,"C"
"Luke Armstrong","PRESBYTERN",34,56.34,"C"
"Bryan Lodge","TOWSON",51,56.03,"C"
"Bruce Mitchell","E ILLINOIS",25,56.02,"C"
"Ja'Torian Mack","W CAROLINA",35,55.71,"C"
"Ken Moore Jr.","W CAROLINA",62,55.51,"C"
"Chris Edwards","MOREHEAD",23,55.46,"C"
"Dontay Johnson","S DAK ST",50,55.35,"C"
"Nate Walker","ARKAPB",40,55.18,"C"
"EJ Wilborne","VA MILT IN",43,55.05,"C"
"Vinny Pierre Jr.","S ILLINOIS",64,54.87,"C"
"Kyron Grayson","TOWSON",26,54.86,"C"
"Lonell Cunningham","GRAMBLING",56,54.76,"C"
"Denzel Williams","SOUTHERN U",26,54.76,"C"
"Brayden Breedlove","CAL POLY",30,54.69,"C"
"Brayon Crawford","LNDNWD",29,54.58,"C"
"Alant'e Reese","W CAROLINA",17,54.39,"C"
"Jayden Rice-Claiborne","IDAHO",26,54.37,"C"
"Nassor Ashenafi","W CAROLINA",38,54.37,"C"
"Champ Brantley","CHARLES SO",32,54.08,"C"
"Jabin Ford","SCAR STATE",42,54.04,"C"
"Ian Harrison","SAN DIEGO",40,53.98,"C"
"Damani Maxson","PRVIEW A&M",17,53.92,"C"
"Justin Wallace","MERRIMACK",22,53.76,"C"
"Elijah Hughes","TXAMEA",41,53.48,"C"
"Johnny Schmitt","FORDHAM",64,53.46,"C"
"Josiah Harris","GARD-WEBB",35,53.39,"C"
"Jaheim Miller","TEXAS STHN",15,53.34,"C"
"Zayveon Wells","SCAR STATE",33,53.33,"C"
"AJ Mintze","W CAROLINA",19,53.32,"C"
"Kymari Latney","SACR HEART",48,53.29,"C"
"Jaden Ratliff","WM & MARY",53,53.21,"C"
"Dedric Walker","BRYANT",37,52.87,"C"
"Kaleb Simpkins","CAMPBELL",64,52.77,"C"
"Gabe White","HOUCHR",31,52.74,"C"
"Anthony Redfern","HOLY CROSS",15,52.7,"C"
"Tay Cline","MURRAY ST",25,52.64,"C"
"Louis Foster","GRAMBLING",54,52.49,"C"
"Devin Geronomi","RICHMOND",65,52.49,"C"
"Carter Kermott","MERCER",21,52.45,"C"
"Leo Lane Jr.","PRVIEW A&M",17,52.36,"C"
"Ryan Largin","PRESBYTERN",22,52.31,"C"
"Jordan Ford","TXRG",47,52.25,"C"
"Jeffrey Kinley","E KENTUCKY",41,52.09,"C"
"Stephan French","W GEORGIA",50,51.79,"C"
"Tyson Grimm","RHODE ISLD",29,51.7,"C"
"Kaleb Lyons","E ILLINOIS",16,51.66,"C"
"Gavin Duplechin","NICHOLLS",62,51.66,"C"
"Josiah Blake","MORGAN ST",39,51.65,"C"
"Kael Kolarik","S DAKOTA",65,51.55,"C"
"Marcus Heard Jr.","TXRG",29,51.5,"C"
"Josh Oluremi","VILLANOVA",33,51.34,"C"
"Brandon Worsley","E ILLINOIS",28,51.32,"C"
"DaMario Crawford","STNY BROOK",27,51.25,"C"
"Kedrick Green","HOWARD",50,51.19,"C"
"Alex Nash-Lally","MAINE",47,50.9,"C"
"Malek Jackson","MS VLY ST",39,50.6,"C"
"Caleb Jones","DUQUESNE",64,50.53,"C"
"Quincy Hamilton","TENN MARTN",45,50.46,"C"
"Franky Morales","N COLORADO",58,50.19,"C"
"Kareem Williams","CAMPBELL",61,50.18,"C"
"Isaac Redford","PORTLAND",46,50.13,"C"
"Ryan Maxwell","LIUSHAR",57,50.13,"C"
"Dylan Scott","TXAMEA",16,50.04,"C"
"Cohen Cook","NEW HAMP",71,49.95,"C"
"Chisom Onwuzurigbo","HOLY CROSS",34,49.94,"C"
"Eric Miles","STHLSK",47,49.89,"C"
"Carter Johnson","LNDNWD",60,49.85,"C"
"Tavian Edwards","SO UTAH",22,49.85,"C"
"Brandon Gunn","MERCER",22,49.82,"C"
"Javonte Walker","MERCER",16,49.67,"C"
"Colin Jefferson","MOREHEAD",28,49.56,"C"
"Jonathan Kimbrough-Campbell","NC A&T",53,49.42,"C"
"La'Shavion Brown","ILL STATE",42,48.93,"C"
"Daimon Jacobs","SACR HEART",48,48.85,"C"
"Danny Simms","MERRIMACK",48,48.84,"C"
"Jacobi Hatter","WOFFORD",73,48.84,"C"
"Dallas Harper","DUQUESNE",31,48.82,"C"
"Jordan Saunders","NORFOLK",49,48.76,"C"
"Qwae Willis","HAMPTON",64,48.18,"C"
"Terrell Poyser","W CAROLINA",21,48.08,"C"
"Joshua Coleman","NC A&T",20,47.96,"C"
"Kiemond Emilien","CHARLES SO",31,47.86,"C"
"Jeremy Richardson","MERCER",48,47.82,"C"
"Lynard Harris","NICHOLLS",23,47.8,"C"
"Deryk Farmer","PORTLAND",34,47.64,"C"
"Mahkeil Shuler","MS VLY ST",26,47.59,"C"
"Nick Vecchiarelli","E ILLINOIS",27,47.54,"C"
"JJ Dolan","MONTANA ST",23,47.36,"C"
"Amarion York","SO UTAH",62,47.32,"C"
"Xavier McIntyre","INDIANA ST",18,47.01,"C"
"Sadonnie Gay","BETH COOK",34,46.85,"C"
"Ezra Carter","BRYANT",35,46.57,"C"
"Elijah Ruffin","ALCORN ST",62,46.54,"C"
"Ben Chandler IV","HOWARD",33,46.49,"C"
"Wayne Favors III","DELWARE ST",54,46.25,"C"
"Stephen Sparrow","BETH COOK",25,46.19,"C"
"Sian John","MS VLY ST",21,46.19,"C"
"Jamie Tyson","VILLANOVA",62,46.06,"C"
"Nelson Sparrow","BRYANT",32,45.72,"C"
"Te'Nerrean Jackson","S ILLINOIS",50,45.02,"C"
"Caleb Williams","SCAR STATE",24,44.93,"C"
"Brenden Toppin","VILLANOVA",55,44.72,"C"
"Chance Sautter","STF AUSTIN",21,44.66,"C"
"Temarcus Elam","CITADEL",52,44.61,"C"
"DJ Delmore","SE MO ST",45,44.27,"C"
"Du'Wayne Paulhill Jr.","ARKAPB",33,44.25,"C"
"JoJo Wash","TXAMEA",22,44.24,"C"
"Xavier Maple","MERRIMACK",31,44.14,"C"
"Jordan Coleman","ILL STATE",45,43.93,"C"
"Trae Williams","FURMAN",25,43.92,"C"
"Carter Byrd","SE LA",69,43.76,"C"
"Titan Saxton","IDAHO ST",69,43.69,"C"
"Josiah Davis","NORFOLK",36,43.37,"C"
"Ruben Lopez","SAN DIEGO",28,43.19,"C"
"Mason Taylor","NEWHVN",63,42.9,"C"
"Lucas Theriaque","NEWHVN",59,42.6,"C"
"Brice Baker","DAVIDSON",25,42.16,"C"
"Remington Moss","ELON",38,41.79,"C"
"Christian Garrett","W ILLINOIS",57,41.51,"C"
"Eli Campbell","WOFFORD",86,41.47,"C"
"Kameron Armstrong","BUTLER",34,41.31,"C"
"Myles Johnson","TOWSON",54,40.97,"C"
"Boogie Owens","FORDHAM",57,40.92,"C"
"Khaled Rawls","IDAHO",44,40.66,"C"
"Brady Sorenson","UTAHTC",27,40.63,"C"
"Braylon Peebles","FURMAN",49,40.55,"C"
"Mykell Harvey","NC A&T",56,40.44,"C"
"Chris Martin","GEORGETOWN",63,40.26,"C"
"Avian Rice","TARLETON",69,40.02,"C"
"Jeremiah Polk","LAFAYETTE",39,39.79,"D"
"Jalen Brassell","CHARLES SO",34,39.45,"D"
"Javeon Wilcox","ABILENE CH",76,39.35,"D"
"Na'il Johnson","ARKAPB",49,39.23,"D"
"LaShon Young","SAMFORD",70,39.19,"D"
"Rondell Carter","PRVIEW A&M",44,39.04,"D"
"Jussiah Williams-West","YNGTOWN ST",38,38.92,"D"
"Raquane Matthews","MORGAN ST",29,38.78,"D"
"Saipeti Maiava Jr","E ILLINOIS",49,38.69,"D"
"Cam Sturdifen","HAMPTON",55,38.68,"D"
"Micah Henderson","HOUCHR",35,37.98,"D"
"Devin Johnson","INDIANA ST",54,37.83,"D"
"Dionte West","PORTLAND",23,37.71,"D"
"Andre Powell Jr.","FL A&M",37,37.7,"D"
"TJ Neal","TXRG",33,37.3,"D"
"Hudson Altenburg","DAVIDSON",52,37.14,"D"
"Evan Sierra","ILL STATE",28,37.13,"D"
"Orion Kupu","TXAMEA",40,37.06,"D"
"Shahid Wilson","N ARIZONA",44,36.87,"D"
"Daemon Fagan","IDAHO",19,36.84,"D"
"CJ Hector","ELON",15,36.74,"D"
"Nic Land","VA MILT IN",47,36.53,"D"
"LJ Hall","LIUSHAR",40,36.25,"D"
"Joshua Tarver","FURMAN",43,36.19,"D"
"Carter Hanberry","SE LA",82,36.19,"D"
"Kwasie Kwaku Jr.","BETH COOK",15,36.1,"D"
"Matthew McClelland","S ILLINOIS",24,35.9,"D"
