"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade"
"Jordan Dollard","SCAR STATE",47,100,"A"
"Ibrahim Sanogo","S ILLINOIS",46,86.74,"A"
"Julian Amankwah","STHLSK",24,80.1,"A"
"Erik Hehl","E ILLINOIS",47,75.67,"B"
"Quintin Goins","NORFOLK",29,73.39,"B"
"Lance Byndon","STNY BROOK",54,73.25,"B"
"Lance Joseph","SOUTHERN U",49,72.48,"B"
"Avery Howard","N ALABAMA",47,69.32,"B"
"Gio Divers","CHISTA",41,63.3,"B"
"Carl Nesmith","DELWARE ST",46,63.01,"B"
"Nathaniel McDonald","WM & MARY",63,62.3,"B"
"Quinten Beamon","ALABAMA ST",21,61.68,"B"
"AJ Mebane","GARD-WEBB",33,61.61,"B"
"Tre Rankin","STHLSK",31,61.49,"B"
"Trey Weems","GARD-WEBB",39,61.46,"B"
"Elijah Barnes","W GEORGIA",47,59.93,"C"
"Tyce Donnelly","WOFFORD",30,59.55,"C"
"Cooper Ackerman","HOLY CROSS",34,59.41,"C"
"Donta Jenkins Jr.","MORGAN ST",16,58.68,"C"
"Khalid Bueno","STNY BROOK",65,58.46,"C"
"RJ Staten","MCNEESE",28,57.89,"C"
"Reggie Darkah","STNY BROOK",22,56.81,"C"
"Nathan Laperi","S DAKOTA",55,56.74,"C"
"Korede Sogbesan","HAMPTON",44,56.57,"C"
"Withchiel Filamar","TXRG",35,56.44,"C"
"Dinellson Exume","GRAMBLING",20,55.81,"C"
"Alijah Williams","WOFFORD",44,55.76,"C"
"Dwayne Green Jr.","MERRIMACK",44,55,"C"
"Maurice Bonneau Jr.","CITADEL",45,54.16,"C"
"Doug Quarles III","ELON",26,52.63,"C"
"Andrew Huff","LAMAR",35,52.27,"C"
"Brandon Roberts","W GEORGIA",20,51.85,"C"
"Mac Bradley","MERCER",22,51.69,"C"
"Chigozie Oge-Evans","GEORGETOWN",54,51.59,"C"
"Javario Tinch","WOFFORD",62,51.55,"C"
"Jayden Walker","MURRAY ST",44,51.25,"C"
"Jordan Edgecomb","COLGATE",24,50.78,"C"
"Ethan McDowell","MERCER",18,50.77,"C"
"Justin Garza","CAMPBELL",32,50.68,"C"
"Carlo Crocetti","HOLY CROSS",30,50.3,"C"
"Lukus McDaniels","S ILLINOIS",28,50.11,"C"
"Dane Picariello","RHODE ISLD",48,49.93,"C"
"Luke Westfall","CAL POLY",33,49.85,"C"
"Keiyhaun Wilks","ARKAPB",46,49.69,"C"
"Lorenzo Riddick","FORDHAM",47,49.67,"C"
"Justin Buckner","W ILLINOIS",65,49.4,"C"
"Daniel Sellers","RICHMOND",47,48.9,"C"
"Gabe Copeland","SE LA",35,48.88,"C"
"Jaden Few","UC DAVIS",48,48.85,"C"
"Caden Brown","FL A&M",17,48.39,"C"
"Trent Taylor","MERRIMACK",18,48.23,"C"
"Brandon McDonald","CHARLES SO",41,47.78,"C"
"Aidan Williams","LEHIGH",28,47.63,"C"
"Dominic Butts","N COLORADO",31,47.35,"C"
"Janier Armstead","SACR HEART",54,47.2,"C"
"Kobe McInnis","MERCER",35,47.15,"C"
"Jordyn Dickerson","SOUTHERN U",65,46.96,"C"
"Khalil Hunter","ROB MORRIS",28,46.42,"C"
"Ckelby Givens","SOUTHERN U",55,46.42,"C"
"BreShun Hall","HAMPTON",30,46.34,"C"
"Clayton Dobler","WM & MARY",17,45.65,"C"
"Myles Richardson","ALABAMA ST",22,45.31,"C"
"Boone Morris","ABILENE CH",17,45.19,"C"
"Emmanuel Harris","STF AUSTIN",25,44.71,"C"
"Tyler Sapit","S DAKOTA",21,44.62,"C"
"Donte Hookfin","GRAMBLING",35,44.54,"C"
"Aidan Archibald","E ILLINOIS",55,44.46,"C"
"Kamore Harris","N ALABAMA",30,44.06,"C"
"Eric Brantley Jr.","MERCER",40,44.05,"C"
"Gabe Stephens","HOWARD",38,44.02,"C"
"Dillon Pardue","ELON",33,43.9,"C"
"Camden Byrd","RICHMOND",53,43.72,"C"
"John Gayer","ROB MORRIS",38,43.68,"C"
"Callahan Blair","LAFAYETTE",43,43.51,"C"
"Joe Edwards","W ILLINOIS",26,43.45,"C"
"Kaleb Brown","TARLETON",51,43.35,"C"
"Hunter Watson","MONMOUTH",51,43.08,"C"
"Myles Amey","SO UTAH",69,42.15,"C"
"Malcolm Jefferies","DELWARE ST",38,41.93,"C"
"Donovan Moyer","MORGAN ST",40,41.91,"C"
"Jamesly Jean Louis","W ILLINOIS",24,41.89,"C"
"Khalid Moore","SE LA",51,41.56,"C"
"Malaki Dobbins","FURMAN",21,40.88,"C"
"Marquis Williams","MERCER",24,40.87,"C"
"Nico Pate","DUQUESNE",35,40.6,"C"
"Trehsyn Fesili","IDAHO ST",51,40.4,"C"
"Derick Simon Jr.","ARKAPB",42,40.3,"C"
"Dominic Solano","MONTANA ST",25,40.21,"C"
"Jayden Childers","INDIANA ST",40,40.17,"C"
"Malik Denkins","AUSTINPEAY",35,40.1,"C"
"Dorian Gates","PRVIEW A&M",21,39.63,"D"
"Okemdi Eze","BUTLER",37,39.36,"D"
"Macray Madruga","UC DAVIS",31,38.57,"D"
"Peter Eyabi","INDIANA ST",32,38.36,"D"
"Jake Parrella","S ILLINOIS",41,38.06,"D"
"Brandon Martin","ROB MORRIS",29,37.77,"D"
"Junior Kaufusi","IDAHO ST",36,37.72,"D"
"Isaiah Wray","S DAKOTA",52,37.53,"D"
"Nate Abbott","IDAHO ST",20,37.41,"D"
"Garfield Lawrence","TEXAS STHN",29,37.05,"D"
"Julian Rampino","STHLSK",30,36.91,"D"
"Jon Horton","GRAMBLING",35,36.47,"D"
"Andrew Jordan","SAMFORD",34,36.47,"D"
"Nick Felago","SAN DIEGO",52,36.39,"D"
"Kaleb Pleis","CAL POLY",27,36.36,"D"
"Richard Garrett","TENN STATE",26,36.33,"D"
"Joshua Stoneking","FURMAN",48,36.17,"D"
"Charles Woodard","E TENN ST",34,36.08,"D"
"Toby Brown Jr.","BRYANT",38,36.04,"D"
"Dalton Epps","W GEORGIA",47,35.34,"D"
"Matthew Goldman","TXAMEA",15,35.17,"D"
"Jahide Lesaine Jr.","MONMOUTH",51,34.77,"D"
"Kolben Miller","N IOWA",64,34.53,"D"
"Faisal Mass","HOWARD",38,34.43,"D"
"Jaden Williams","SAN DIEGO",35,34.28,"D"
"Aiden Holewski","MERCER",18,34.28,"D"
"Irv Briggs","NEWHVN",35,33.97,"D"
"Jayven Anderson","HOUCHR",59,33.79,"D"
"River Abenroth","SAN DIEGO",39,33.65,"D"
"Koda Canady","LAMAR",25,33.54,"D"
"Bronson Childs","IDAHO ST",62,33.49,"D"
"Jamar Hodges","RICHMOND",43,33.43,"D"
"Jerrium Berry Jr.","MERRIMACK",28,33.33,"D"
"Hudson Tucker","TENN TECH",34,33.02,"D"
"Zac Crews","MONTANA ST",21,32.85,"D"
"Amarion Fuller","ALABAMA ST",18,32.52,"D"
"Dexter Niekamp","ILL STATE",43,32.02,"D"
"Joel Queisser","MS VLY ST",37,32,"D"
"Jamarion Augustus","IDAHO",28,31.73,"D"
"Will Alovao","UTAHTC",43,31.71,"D"
"Kenny Seymour","NEWHVN",45,31.66,"D"
"Adrian Bowers","CHISTA",57,31.32,"D"
"Josiah Aidoo","SACR HEART",16,31.28,"D"
"Reis Kirschenman","S DAK ST",37,31.22,"D"
"Jake Thorner","WOFFORD",20,31,"D"
"Levi Hoss","PRESBYTERN",19,30.98,"D"
"Jake Vigen","MONTANA ST",28,30.88,"D"
"Trevor Short","FURMAN",22,30.73,"D"
"Jordan Thompson","TEXAS STHN",27,30.56,"D"
"Dashawn Fields","DUQUESNE",36,30.5,"D"
"Carter Sitzman","S DAK ST",35,30.47,"D"
"Toddrick Brewton","RHODE ISLD",27,30.1,"D"
"Jamari Young","ALBANY",53,30.08,"D"
"Logan Fredericksen","MONTANA ST",19,30.04,"D"
"Dawson Ripperda","S DAK ST",26,29.9,"D"
"Eli Lipscomb","FURMAN",42,29.89,"D"
"Teddy McDuffie Jr.","MERCYHURST",41,29.87,"D"
"Knowledge Davis","TEXAS STHN",21,29.8,"D"
"Avery Ducsik","PORTLAND",39,29.8,"D"
"Olanrewaju Adeyemi","WAGNER",37,29.58,"D"
"Kaleb Harris","INDIANA ST",32,29.56,"D"
"Andrew Sharga","LEHIGH",24,29.48,"D"
"Ryan Bell","CHATTNOOGA",40,29.24,"D"
"Kye Pressley","MAINE",46,28.96,"D"
"Blake Weslin","N COLORADO",40,28.89,"D"
"Sean Dubose","MCNEESE",24,28.82,"D"
"Andrew Jackson","CITADEL",56,28.72,"D"
"Darien Riley","LAFAYETTE",41,28.46,"D"
"Rushaune Vilane","HOLY CROSS",40,28.33,"D"
"Caleb Turner-Allen","W CAROLINA",51,28.24,"D"
"Dominic Jones","ALBANY",31,28.14,"D"
"JC Wilson","MOREHEAD",37,28.09,"D"
"Bernard Blakey","DUQUESNE",36,28.03,"D"
"Javieane Stevens","MS VLY ST",31,27.95,"D"
"Khalib Robinson","CHISTA",31,27.45,"D"
"Mounir Keshen","MONMOUTH",26,27.25,"D"
"Julius Ray","UC DAVIS",18,27.15,"D"
"Jaxon Lee","ALABAMA ST",24,27.1,"D"
"Anthony Rosier","FL A&M",16,26.96,"D"
"KJ Gillespie","E TENN ST",29,26.93,"D"
"JR Lyons","MOREHEAD",21,26.56,"D"
"Antonio Camon","FL A&M",18,26.45,"D"
"Sandy Lewis","MCNEESE",28,26.11,"D"
"Shaun Aletor","SAN DIEGO",26,25.91,"D"
"Mason Smith","NEW HAMP",51,25.83,"D"
"Blaine Downing","MONTANA ST",31,25.65,"D"
"Ta'kai Chisolm","MAINE",28,25.62,"D"
"Chris Koffi","TOWSON",44,25.54,"D"
"John Scott III","SAMFORD",40,25.5,"D"
"Lewon Lurry Jr.","BETH COOK",60,25.35,"D"
"Jalonn Booth","CAL POLY",25,25.34,"D"
"Terrell James","FL A&M",36,25.11,"D"
"Jordan Martin-Durham","W CAROLINA",25,24.8,"D"
"Micah Wing","NEW HAMP",42,24.75,"D"
"Isaac Engle","E ILLINOIS",16,24.63,"D"
"Luke Teskey","IDAHO",16,24.54,"D"
"Joshua Modupe","CHARLES SO",25,24.29,"D"
"Tyrese Whitaker","TENN TECH",34,24.03,"D"
"Paul-Marie Dogui","COLGATE",30,23.97,"D"
"Phillip Baynes Jr.","LIUSHAR",24,23.9,"D"
"Mylan Bowen","CHARLES SO",44,23.66,"D"
"Dom Rausch","N ARIZONA",18,23.53,"D"
"Brogan De'Asis","PORTLAND",36,23.45,"D"
