"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Passer.Rating.Allowed","Interceptions","Average.Depth.of.Tackle","Yards.per.Reception.Allowed","Average.Depth.of.Target.per.Coverage","Receiving.Yards.Allowed.per.Snap","Assist.on.Pass.Plays","Drops...Off.Targets.Receptions.Forced","Missed.Tackles.on.Run.Plays","Lined.up.in.Press.Coverage","Missed.Tackles.on.Pass.Plays","Pass.Break.Up","Plays.of.15..Yards.Allowed","Pass.Rush.Productivity","Run.Tackle.for.Losss.or.No.Gain","Open.Targets","Pass.Tackle.for.Loss.or.No.Gain","Touchdowns.Allowed","Hurries","Dropped.Int","Forced.Fumble","Beaten.Defender","Hits","Pursuit.Pressure","Fumble.Recovery","Sacks","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Unblocked.Pass.Rush","Batted.Passes.at.the.Line","Interception"
"JoJo Wash","TXAMEA",22,44.24,"C",66.6,67.1,61.7,59.5,2,0,0,93.8,0,0,6.5,-0.5,1.63,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,0,0,2,"100%",13,0,0,0,"0.00%","0.00%","0.00%","0.00%",6.5,"0.00%","0.00%","0.00%",0,NA,0
"Xavier Maple","MERRIMACK",31,44.14,"C",62.1,61.3,60.6,NA,2,0,0,72.1,0,0,22,16.6,1.69,0,1,0,NA,0,0,1,NA,0,2,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,1,2,"40.00%",44,2,1,0,"3.90%","40.00%","40.00%","0.00%",8.8,"20.00%","0.00%","0.00%",0,NA,0
"Jordan Coleman","ILL STATE",45,43.93,"C",63.1,59.5,70.4,NA,1,0,1,95.8,0,12,47,20.5,1.81,0,0,0,NA,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,1,0,0,2,2,1,1,"50.00%",47,1,0,0,"3.90%","0.00%","50.00%","0.00%",23.5,"0.00%","0.00%","0.00%",0,NA,0
"Trae Williams","FURMAN",25,43.92,"C",66.6,66.1,62.9,NA,1,0,0,95.8,0,0,7,0,0.78,0,0,0,NA,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,1,"100%",7,0,0,0,"0.00%","100%","0.00%","0.00%",7,"0.00%","0.00%","0.00%",0,NA,0
"Carter Byrd","SE LA",69,43.76,"C",51.6,53.8,48.8,NA,8,1,2,80.1,0,7,6.2,6.3,1.03,0,1,1,NA,1,1,0,NA,0,3,1,0,0,0,0,0,0,0,0,0,"20.00%",0,1,0,1,9,5,3,5,"71.40%",31,2,1,0,"0.00%","42.90%","28.60%","0.00%",4.4,"14.30%","25.00%","16.70%",0,NA,0
"Titan Saxton","IDAHO ST",69,43.69,"C",63.8,59.8,74.3,56.2,6,1,1,143.8,0,7,9,13.5,0.41,0,0,0,NA,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,2,2,0,2,"100%",18,2,0,0,"0.00%","100%","100%","0.00%",9,"0.00%","0.00%","0.00%",0,NA,0
"Josiah Davis","NORFOLK",36,43.37,"C",57.2,44.7,70.2,68.4,3,2,1,109.7,1,0,24.5,18,3.77,0,0,0,NA,0,0,1,25,0,2,0,1,0,0,0,0,0,0,0,1,"0.00%",0,0,1,2,2,2,1,2,"66.70%",49,2,0,0,"7.70%","66.70%","66.70%","33.30%",16.3,"0.00%","0.00%","0.00%",1,NA,1
"Ruben Lopez","SAN DIEGO",28,43.19,"C",66.4,78.4,40.7,NA,2,0,0,108.3,1,8.5,10,13,0.59,0,0,1,NA,1,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,4,2,1,1,"100%",10,1,0,0,"0.00%","0.00%","100%","100%",10,"0.00%","33.30%","100%",0,NA,1
"Mason Taylor","NEWHVN",63,42.9,"C",61.2,57.8,64.6,59.5,6,1,3,118.8,0,0.33,23,6,2.19,0,0,0,NA,0,0,1,25,1,0,0,0,1,0,0,0,0,0,0,0,"0.00%",3,1,1,1,3,1,0,2,"100%",46,1,0,0,"4.80%","0.00%","50.00%","0.00%",23,"0.00%","0.00%","0.00%",1,NA,0
"Lucas Theriaque","NEWHVN",59,42.6,"C",61.8,60.5,62.2,59.7,6,1,3,106.3,0,5,9.5,2.5,1.81,0,0,1,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"25.00%",2,1,0,1,5,2,1,4,"100%",38,1,0,0,"0.00%","0.00%","25.00%","0.00%",9.5,"0.00%","16.70%","50.00%",0,NA,0
"Brice Baker","DAVIDSON",25,42.16,"C",57.7,51.6,52.3,79.1,2,0,1,87.5,0,8,5,6,0.71,0,0,0,NA,0,0,0,50,0,0,0,0,0,0,0,0,1,0,0,1,"0.00%",0,0,2,0,3,1,0,1,"100%",5,1,0,0,"0.00%","0.00%","100%","0.00%",5,"0.00%","0.00%","0.00%",1,NA,0
"Remington Moss","ELON",38,41.79,"C",59.8,59,62,NA,2,0,0,82.9,0,0,28.5,20.6,2.04,0,2,0,NA,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,3,3,2,2,"40.00%",57,2,2,0,"7.10%","0.00%","40.00%","0.00%",11.4,"40.00%","0.00%","0.00%",0,NA,0
"Christian Garrett","W ILLINOIS",57,41.51,"C",62.7,68.5,49.6,59.6,5,2,1,89.6,0,0,11.5,6.7,0.74,0,1,2,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"37.50%",0,0,0,2,3,1,1,2,"66.70%",23,1,0,0,"3.20%","0.00%","33.30%","0.00%",7.7,"0.00%","50.00%","25.00%",0,NA,0
"Eli Campbell","WOFFORD",86,41.47,"C",60.2,60.1,59.4,NA,3,0,0,102.9,0,0,20.3,15.6,1.05,0,1,0,NA,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,0,6,5,2,3,"60.00%",61,3,2,0,"1.70%","0.00%","60.00%","0.00%",12.2,"40.00%","0.00%","25.00%",0,NA,0
"Kameron Armstrong","BUTLER",34,41.31,"C",60.1,62.2,55,NA,4,1,0,95.8,0,8,7,2,0.93,1,0,1,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,1,2,1,0,2,"100%",14,0,0,0,"0.00%","0.00%","0.00%","0.00%",7,"0.00%","33.30%","33.30%",0,NA,0
"Myles Johnson","TOWSON",54,40.97,"C",55.3,67.2,45.3,NA,9,0,1,91.7,0,10.14,6,6,0.55,0,0,3,NA,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,"25.00%",1,0,0,0,5,0,0,1,"100%",6,0,0,0,"0.00%","100%","0.00%","0.00%",6,"0.00%","30.00%","0.00%",0,NA,0
"Boogie Owens","FORDHAM",57,40.92,"C",62.7,66.2,53.4,NA,3,0,0,86.8,0,0,10.5,6.3,0.75,0,0,1,NA,1,1,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,"40.00%",0,0,0,0,3,2,1,2,"66.70%",21,1,1,0,"0.00%","33.30%","33.30%","0.00%",7,"33.30%","100%","25.00%",0,NA,0
"Khaled Rawls","IDAHO",44,40.66,"C",52.1,45.8,69.6,58,5,0,0,109.2,0,18,7,15.4,1.05,0,0,0,NA,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"16.70%",0,0,0,0,5,5,1,3,"60.00%",21,3,2,0,"0.00%","20.00%","60.00%","0.00%",4.2,"40.00%","0.00%","33.30%",0,NA,0
"Brady Sorenson","UTAHTC",27,40.63,"C",41.9,41.9,48.1,NA,2,1,0,0,0,7,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,1,3,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","33.30%","0.00%",0,NA,0
"Braylon Peebles","FURMAN",49,40.55,"C",61.7,66.2,51.9,NA,9,1,3,109.7,0,11.33,10.3,-2.7,1.24,0,0,2,NA,1,0,1,NA,0,3,0,0,0,0,0,0,0,0,0,0,"25.00%",1,0,0,1,3,1,0,3,"100%",31,1,0,0,"4.00%","100%","33.30%","0.00%",10.3,"0.00%","33.30%","16.70%",0,NA,0
"Mykell Harvey","NC A&T",56,40.44,"C",50.1,54.3,49.8,48.2,5,3,0,81.9,0,4,8,6.7,0.31,2,2,1,NA,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"44.40%",0,0,1,3,6,4,0,1,"33.30%",8,1,0,0,"0.00%","33.30%","33.30%","0.00%",2.7,"0.00%","33.30%","50.00%",1,NA,0
"Chris Martin","GEORGETOWN",63,40.26,"C",59.6,61.3,57.5,NA,5,2,0,135.4,0,12.5,7,11,0.33,1,0,1,NA,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,"16.70%",0,0,0,2,4,1,0,1,"100%",7,1,0,0,"0.00%","0.00%","100%","0.00%",7,"0.00%","25.00%","0.00%",0,NA,0
"Avian Rice","TARLETON",69,40.02,"C",51.8,44.6,65.1,NA,11,3,3,115.1,0,5.4,13.3,9.5,2.82,2,0,1,NA,1,1,3,NA,2,0,0,0,0,0,0,0,0,0,0,0,"15.40%",3,2,0,3,10,7,1,7,"87.50%",93,6,1,0,"9.10%","0.00%","75.00%","0.00%",11.6,"12.50%","14.30%","16.70%",0,NA,0
"Jeremiah Polk","LAFAYETTE",39,39.79,"D",47.9,45.9,59.9,NA,3,0,0,71.3,0,4,21.5,23.2,1.65,0,2,0,NA,0,1,2,NA,0,2,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,5,4,1,2,"40.00%",43,1,1,0,"7.70%","40.00%","20.00%","0.00%",8.6,"20.00%","0.00%","0.00%",0,NA,0
"Jalen Brassell","CHARLES SO",34,39.45,"D",57.4,66.8,40,NA,2,0,0,79.2,0,18,2,-3,0.1,0,0,0,NA,1,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,2,0,0,1,"100%",2,0,0,0,"0.00%","100%","0.00%","0.00%",2,"0.00%","0.00%","50.00%",0,NA,0
"Javeon Wilcox","ABILENE CH",76,39.35,"D",53.2,49.5,61.8,NA,9,3,2,116.7,1,5.67,31.7,20,2.44,1,2,2,NA,2,0,2,NA,0,3,0,1,0,0,0,0,0,0,0,0,"30.80%",1,0,0,3,8,6,1,3,"75.00%",95,3,0,0,"5.10%","75.00%","75.00%","25.00%",23.8,"0.00%","28.60%","33.30%",0,NA,1
"Na'il Johnson","ARKAPB",49,39.23,"D",50.8,46.1,57.4,67.9,2,0,1,83.3,0,0,4,3,0.16,0,0,0,NA,0,0,0,50,0,1,0,0,0,0,0,0,0,1,0,1,"0.00%",0,0,1,0,3,2,0,1,"100%",4,0,0,0,"0.00%","100%","0.00%","0.00%",4,"0.00%","0.00%","0.00%",0,NA,0
"LaShon Young","SAMFORD",70,39.19,"D",52.8,51.6,54.1,64,6,1,1,95.8,0,7.67,10,0,1.03,0,1,2,NA,1,0,0,33.3,0,0,0,0,0,0,0,0,2,0,0,0,"33.30%",0,0,2,1,4,2,0,3,"75.00%",30,2,0,0,"0.00%","0.00%","50.00%","0.00%",7.5,"0.00%","33.30%","50.00%",2,NA,0
"Rondell Carter","PRVIEW A&M",44,39.04,"D",55.1,58.7,50.3,NA,2,1,1,75,0,-4,15,8,0.6,0,1,1,NA,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,"33.30%",1,1,0,1,3,1,0,1,"50.00%",15,1,0,0,"4.00%","0.00%","50.00%","0.00%",7.5,"0.00%","33.30%","0.00%",0,NA,0
"Jussiah Williams-West","YNGTOWN ST",38,38.92,"D",54.3,51.1,62.5,NA,5,1,1,95.8,0,9,31,11.5,1.72,0,1,0,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,3,2,1,1,"50.00%",31,1,0,0,"5.60%","0.00%","50.00%","0.00%",15.5,"0.00%","0.00%","0.00%",0,NA,0
"Raquane Matthews","MORGAN ST",29,38.78,"D",53.9,55.3,54.5,60,6,1,0,96.9,0,18,10.3,-2.3,1.72,0,1,1,NA,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,1,3,2,0,3,"75.00%",31,2,0,0,"0.00%","100%","50.00%","0.00%",7.8,"0.00%","33.30%","20.00%",0,NA,0
"Saipeti Maiava Jr","E ILLINOIS",49,38.69,"D",59.7,68.6,45,NA,4,1,1,87.5,0,1,5,-2,0.2,0,0,3,NA,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,"42.90%",0,0,0,1,3,0,0,1,"100%",5,0,0,0,"0.00%","100%","0.00%","0.00%",5,"0.00%","60.00%","0.00%",0,NA,0
"Cam Sturdifen","HAMPTON",55,38.68,"D",47,43.8,59.6,NA,8,1,2,77.1,0,3.67,10,10.4,0.88,1,2,1,NA,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"20.00%",1,0,0,1,6,5,1,3,"60.00%",30,2,0,0,"2.90%","0.00%","40.00%","0.00%",6,"0.00%","25.00%","16.70%",0,NA,0
"Micah Henderson","HOUCHR",35,37.98,"D",29.7,62.5,24.9,NA,4,1,0,39.6,0,5,0,22,0,0,1,2,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,1,9,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","33.30%","0.00%",0,NA,0
"Devin Johnson","INDIANA ST",54,37.83,"D",60.8,69.2,43.1,57.4,4,0,3,93.1,0,0,6.3,3.3,0.66,0,0,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"20.00%",0,0,0,0,3,1,1,3,"100%",19,1,0,0,"0.00%","33.30%","33.30%","0.00%",6.3,"0.00%","100%","0.00%",0,NA,0
"Dionte West","PORTLAND",23,37.71,"D",55.9,41.9,76.6,NA,3,0,0,104.2,0,5.5,9,5.5,2,0,0,0,NA,0,0,0,NA,0,2,0,0,0,0,1,0,0,0,0,0,"0.00%",0,0,0,0,2,2,0,2,"100%",18,1,0,0,"0.00%","100%","50.00%","0.00%",9,"0.00%","0.00%","0.00%",0,NA,0
"Andre Powell Jr.","FL A&M",37,37.7,"D",57.7,52.7,63.3,59.1,6,2,1,118.8,0,10,21,21,1.91,0,0,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.30%",1,0,0,2,2,1,0,1,"100%",21,1,0,0,"9.10%","0.00%","100%","0.00%",21,"0.00%","16.70%","0.00%",0,NA,0
"TJ Neal","TXRG",33,37.3,"D",63.2,73.7,36.4,59.4,4,0,1,87.5,0,0,5,-0.5,0.5,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20.00%",0,0,0,0,2,0,1,2,"100%",10,0,0,0,"0.00%","0.00%","0.00%","0.00%",5,"0.00%","100%","0.00%",0,NA,0
"Hudson Altenburg","DAVIDSON",52,37.14,"D",55.3,52.5,60.5,57.5,5,1,3,107.6,0,-3,18,13.7,1.89,0,1,2,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"28.60%",1,1,0,1,4,2,1,2,"66.70%",36,1,0,0,"5.30%","0.00%","33.30%","0.00%",12,"0.00%","50.00%","0.00%",0,NA,0
"Evan Sierra","ILL STATE",28,37.13,"D",54.3,53.6,60,60,2,1,0,91.7,0,0,6,2,0.25,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,1,2,2,0,1,"100%",6,1,0,0,"0.00%","0.00%","100%","0.00%",6,"0.00%","0.00%","50.00%",0,NA,0
"Orion Kupu","TXAMEA",40,37.06,"D",58.7,58.7,58.7,NA,2,0,0,81.3,0,8,18,-2.5,1.06,0,1,1,NA,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,2,1,0,1,"50.00%",18,1,0,0,"5.90%","0.00%","50.00%","0.00%",9,"0.00%","33.30%","100%",0,NA,0
"Shahid Wilson","N ARIZONA",44,36.87,"D",64.6,71.1,44.7,NA,5,0,1,106.3,0,1,9.5,8,0.61,0,0,2,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"28.60%",1,0,0,0,2,0,0,2,"100%",19,1,0,0,"0.00%","0.00%","50.00%","0.00%",9.5,"0.00%","66.70%","0.00%",0,NA,0
"Daemon Fagan","IDAHO",19,36.84,"D",38.5,53.3,31.4,NA,2,1,0,0,0,6,0,0,0,1,0,2,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"60.00%",0,0,0,1,4,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","66.70%","50.00%",0,NA,0
"CJ Hector","ELON",15,36.74,"D",56.8,56.2,60,NA,0,0,0,93.8,0,0,6.5,4,1,0,0,0,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,1,1,0,2,"100%",13,0,0,0,"0.00%","0.00%","0.00%","0.00%",6.5,"0.00%","0.00%","100%",0,NA,0
"Nic Land","VA MILT IN",47,36.53,"D",35.2,30.7,58,NA,9,4,1,79.9,0,6.5,8,13.3,0.76,3,1,0,NA,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"18.20%",1,0,0,4,8,6,0,2,"66.70%",16,1,0,0,"0.00%","0.00%","33.30%","0.00%",5.3,"0.00%","0.00%","33.30%",0,NA,0
"LJ Hall","LIUSHAR",40,36.25,"D",54,47.5,62.5,NA,9,2,3,87.5,0,4.17,21,16,1.4,0,0,2,NA,1,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,"25.00%",3,0,0,2,6,3,0,1,"50.00%",21,1,0,0,"6.70%","50.00%","50.00%","0.00%",10.5,"0.00%","20.00%","50.00%",0,NA,0
"Joshua Tarver","FURMAN",43,36.19,"D",37.1,31.8,49.1,59.5,6,2,1,39.6,0,10.67,0,13,0,0,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",1,0,0,2,5,2,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","28.60%","0.00%",0,NA,0
"Carter Hanberry","SE LA",82,36.19,"D",51,49.2,55,NA,9,3,2,118.8,0,3.75,14.5,12.5,0.94,1,0,1,NA,0,0,1,NA,1,2,0,0,0,0,0,0,0,0,0,0,"10.00%",2,1,0,3,8,3,0,2,"100%",29,2,0,0,"3.20%","100%","100%","0.00%",14.5,"0.00%","14.30%","0.00%",0,NA,0
"Kwasie Kwaku Jr.","BETH COOK",15,36.1,"D",40.8,54.8,34.6,NA,1,0,1,0,0,0,0,0,0,0,0,1,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"66.70%",0,0,0,0,3,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","100%","50.00%",0,NA,0
"Matthew McClelland","S ILLINOIS",24,35.9,"D",54.2,60.3,47.6,NA,3,0,1,95.8,0,1,5,6,0.38,0,1,0,NA,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,3,1,0,1,"50.00%",5,1,0,0,"0.00%","0.00%","50.00%","0.00%",2.5,"0.00%","0.00%","0.00%",0,NA,0
"Kenny Langston","COLGATE",63,35.73,"D",46.2,44.1,48.4,70.1,4,0,2,56.3,0,1.5,6,9.5,0.18,0,0,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"20.00%",2,1,1,0,5,3,1,1,"50.00%",6,1,0,0,"0.00%","0.00%","50.00%","0.00%",3,"0.00%","0.00%","50.00%",0,NA,0
"Sam Owens","LNDNWD",46,35.72,"D",56.4,55.4,61.5,NA,5,0,1,118.8,1,0,21.2,10.8,3.03,0,1,0,NA,1,0,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,"16.70%",0,0,0,0,3,3,1,5,"83.30%",106,4,0,0,"5.70%","0.00%","66.70%","16.70%",17.7,"0.00%","0.00%","16.70%",0,NA,1
"Fabian Wells","TEXAS STHN",40,35.72,"D",48.5,59.8,31.3,NA,1,0,1,0,0,3,0,0,0,0,0,3,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"80.00%",1,0,0,0,4,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","75.00%","100%",0,NA,0
"Braylon Singleton","N ARIZONA",46,35.66,"D",47.8,48.7,50,NA,5,0,0,88.5,0,16.67,21,12.8,0.81,0,3,1,NA,0,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,"16.70%",0,0,0,0,4,2,0,1,"25.00%",21,1,0,0,"3.90%","0.00%","25.00%","0.00%",5.3,"0.00%","25.00%","0.00%",0,NA,0
"Montel Campbell","ALABAMA ST",35,35.61,"D",56.7,62.3,50.5,NA,5,0,0,109.7,0,9.33,19,8.7,3.45,0,0,1,NA,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"16.70%",0,0,0,0,4,2,1,2,"66.70%",38,2,1,0,"9.10%","0.00%","66.70%","0.00%",12.7,"33.30%","25.00%","0.00%",0,NA,0
"Skylar Husband","NICHOLLS",63,35.33,"D",52.5,49.5,60.3,NA,9,2,1,118.8,0,4.5,12.7,9.7,1.31,1,0,0,NA,1,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,"10.00%",1,0,0,2,6,4,0,3,"100%",38,3,0,0,"0.00%","33.30%","100%","0.00%",12.7,"0.00%","0.00%","14.30%",0,NA,0
"Jamaal Purefoy-Thaxton","NC A&T",18,35.28,"D",60.1,53.7,66.9,60,3,1,0,109,0,7,18.5,10.3,9.25,0,1,0,NA,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,0,2,"66.70%",37,2,0,0,"25.00%","66.70%","66.70%","0.00%",12.3,"0.00%","0.00%","0.00%",0,NA,0
"Naim Lassiter","BETH COOK",41,35.27,"D",45.7,41.2,55.9,58.6,4,1,0,64.6,0,10,10,10,0.59,0,1,2,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,1,5,3,0,1,"50.00%",10,1,0,0,"0.00%","50.00%","50.00%","0.00%",5,"0.00%","40.00%","0.00%",0,NA,0
"Jake Kucera","MAINE",24,35.08,"D",58.7,58.4,59.8,60,3,1,1,127.1,0,8,5,0,0.33,0,0,0,NA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"25.00%",0,0,0,1,3,2,1,1,"100%",5,1,0,0,"0.00%","100%","100%","0.00%",5,"0.00%","0.00%","50.00%",0,NA,0
"Lucas Rost","BUCKNELL",20,34.87,"D",60.7,49.5,72.7,NA,2,1,0,118.8,0,0,15,15,3,0,0,0,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,0,1,"100%",15,1,0,0,"20.00%","0.00%","100%","0.00%",15,"0.00%","0.00%","0.00%",0,NA,0
"Quincy Lejay","UTAHTC",49,34.58,"D",54,50.9,60.4,60,6,0,2,118.8,0,8,15,6,0.88,0,0,0,NA,2,0,1,NA,0,0,0,0,2,0,0,0,0,0,0,0,"25.00%",2,0,2,0,5,3,0,1,"100%",15,1,0,0,"5.90%","0.00%","100%","0.00%",15,"0.00%","0.00%","50.00%",2,NA,0
"Tre Rigby","BETH COOK",17,34.57,"D",55.5,49.9,56.9,69.4,4,0,2,116.7,0,5,12,12,2,0,0,1,NA,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,"20.00%",1,0,1,0,2,1,0,1,"100%",12,1,0,0,"0.00%","0.00%","100%","0.00%",12,"0.00%","50.00%","0.00%",1,NA,0
"Garret Jackson","MERRIMACK",25,34.52,"D",57.5,56.9,60,57.4,3,0,0,118.8,0,0,18.5,16.5,2.18,0,0,0,NA,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,"0.00%",0,0,1,0,2,2,0,2,"100%",37,2,0,0,"5.90%","50.00%","100%","0.00%",18.5,"0.00%","0.00%","0.00%",0,NA,0
"Devontae Roberts","CHARLES SO",19,34.1,"D",62.2,58.5,68.5,NA,1,0,1,118.8,0,1,17,5,2.83,0,0,0,NA,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",1,0,0,0,1,1,0,2,"100%",34,1,0,0,"8.30%","0.00%","50.00%","0.00%",17,"0.00%","0.00%","100%",0,NA,0
"Tariq Hollinger","W GEORGIA",39,33.6,"D",54.7,58.7,49.9,57.8,4,0,2,110.4,0,2,10.5,3,1.17,0,0,1,NA,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,"20.00%",1,1,0,0,3,1,1,2,"100%",21,1,0,0,"5.60%","100%","50.00%","0.00%",10.5,"0.00%","33.30%","0.00%",0,NA,0
"Andrew Lieske","BUTLER",46,32.86,"D",45.7,44.8,52.5,NA,4,0,0,56.3,0,9.5,6,5,0.24,0,1,2,NA,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,5,3,0,1,"50.00%",6,0,0,0,"0.00%","0.00%","0.00%","0.00%",3,"0.00%","50.00%","50.00%",0,NA,0
"Braylon Carstarphen","PRESBYTERN",33,32.64,"D",40.4,37.1,55.1,NA,3,1,0,63.2,0,13,24,30.7,1.33,0,0,1,NA,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"40.00%",0,0,0,1,5,4,1,1,"33.30%",24,1,1,0,"5.60%","0.00%","33.30%","0.00%",8,"33.30%","33.30%","50.00%",0,NA,0
"Brendan Hale","TENN STATE",35,32.36,"D",51.3,45.5,68,NA,5,1,0,125.8,0,9,13.7,10,1.78,0,1,0,NA,1,0,2,NA,0,4,0,1,0,0,0,0,0,0,0,0,"16.70%",0,0,0,1,4,4,1,3,"60.00%",41,2,0,0,"8.70%","80.00%","40.00%","0.00%",8.2,"0.00%","0.00%","25.00%",0,NA,0
"Masiah Thorne","HOWARD",21,32.03,"D",54.4,52.4,61.6,NA,4,0,1,118.8,0,0,16.3,11,3.27,0,0,0,NA,0,0,2,NA,0,0,1,0,0,0,0,0,0,0,0,0,"0.00%",0,1,0,0,2,2,1,3,"100%",49,2,0,0,"13.30%","0.00%","66.70%","0.00%",16.3,"0.00%","0.00%","0.00%",0,NA,0
"Bryant Meredith","MONTANA ST",26,32,"D",53.9,49.2,64.3,NA,2,0,1,118.8,0,-3,3,4,0.23,0,0,0,NA,1,0,0,NA,1,0,0,1,0,0,0,0,0,0,0,0,"33.30%",1,1,0,0,2,2,0,1,"100%",3,1,0,0,"0.00%","0.00%","100%","0.00%",3,"0.00%","0.00%","50.00%",0,NA,0
