"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade"
"Christian Magliacano","COLGATE",59,100,"A"
"Jacob Perez","IDAHO ST",63,99.04,"A"
"Kenny Olson","CAL POLY",64,94.08,"A"
"Ben Fiegel","S ILLINOIS",56,91.23,"A"
"Porter Connors","UC DAVIS",61,88.55,"A"
"Nathan Reynolds","IDAHO ST",80,85.34,"A"
"Omari Bursey","VILLANOVA",72,85.26,"A"
"Andrew Osmun","FORDHAM",69,82.74,"A"
"Wade Abrams","S DAKOTA",50,82.58,"A"
"Teni Worthen","WEBER ST",71,80.44,"A"
"Lonnie Burt","E ILLINOIS",31,79.33,"B"
"Jaylen Dawson","FORDHAM",49,77.21,"B"
"Zyion Brown","CITADEL",68,75.87,"B"
"Harrison Johnson","WM & MARY",84,74.7,"B"
"Chris Robinson","TARLETON",51,73.53,"B"
"Spencer Rich","TXRG",53,71.77,"B"
"Dre Delinois","E TENN ST",43,71.68,"B"
"Trevor Barry","NEW HAMP",82,70.38,"B"
"Nick Reinicke","W ILLINOIS",79,69.52,"B"
"Adam Due","HOLY CROSS",59,68.9,"B"
"Brodie Carroll","ELON",54,68.83,"B"
"Logan Lisherness","PORTLAND",51,68.67,"B"
"Aidan Foster","HOWARD",42,67.27,"B"
"Skylar James","DRAKE",57,66.68,"B"
"Marcellius Johnson","GRAMBLING",33,65.33,"B"
"Mason Stromstad","SO UTAH",66,65.3,"B"
"Wyatt Ward","WOFFORD",69,64.97,"B"
"Mason Wuenschel","LAMAR",37,64.52,"B"
"Gerard Culotta","TARLETON",38,64.45,"B"
"Tay James","SOUTHERN U",59,64.44,"B"
"Keion Dunlap","SAMFORD",36,64.43,"B"
"Mikey D'Amato","CAL POLY",79,64.16,"B"
"Chase Martin","CAL POLY",34,64.05,"B"
"Micah Valenzuela","E ILLINOIS",36,63.13,"B"
"Trooper Price","COLGATE",62,62.89,"B"
"Cole Taylor","MONTANA ST",27,61.79,"B"
"Rodney Roane","HOWARD",57,61.61,"B"
"Jaiden Letua","N ARIZONA",40,61.38,"B"
"Rashad Watson","ALABAMA ST",21,60.69,"B"
"Gabe Brown","ABILENE CH",74,60.48,"B"
"Matthew Cooks","N ARIZONA",17,59.89,"C"
"Geno Calgaro","STNY BROOK",50,59.57,"C"
"Garrett Rogan","VILLANOVA",72,59.56,"C"
"Mason Kaplan","ILL STATE",31,59.4,"C"
"Brendan Thompson","NORFOLK",47,59.27,"C"
"Spencer Conn","SAMFORD",74,58.98,"C"
"Mitchell Robinson Jr.","ALABAMA ST",42,58.7,"C"
"Dillon Dunathan","ALBANY",78,57.94,"C"
"Kristian Ozane","CHATTNOOGA",49,57.72,"C"
"Amanuel Dickson","ROB MORRIS",55,57.45,"C"
"Rohan Davy","RHODE ISLD",47,56.95,"C"
"Markeith Hogan","MERRIMACK",19,56.51,"C"
"Jordan Okoye","SE LA",73,55.94,"C"
"Raelon Sims","N ALABAMA",43,55.55,"C"
"Micah McNair","INDIANA ST",19,55.39,"C"
"John Powers","N IOWA",70,55,"C"
"Corey Lucius","ALABAMA ST",40,54.45,"C"
"Ryder Holt","IDAHO ST",25,54.06,"C"
"Jarvis Johnson","E TENN ST",55,54.01,"C"
"Ryan Johnson","FL A&M",38,53.95,"C"
"Caleb Jacobmeier","LNDNWD",40,53.7,"C"
"Zach Smith","WEBER ST",36,53.16,"C"
"Reginald Allen Jr.","TENN MARTN",41,52.94,"C"
"Tyrek Brown","NC A&T",46,52.79,"C"
"Wesley York Jr.","TXAMEA",55,52.53,"C"
"Khalil Daniels","ROB MORRIS",28,52.47,"C"
"Jackson Stratton","BUTLER",53,52.42,"C"
"Nikko Speer","IDAHO",48,52.32,"C"
"Ayden Guess","E TENN ST",15,52.31,"C"
"Sam Oppenheimer","MAINE",55,52.29,"C"
"Jake Lopinto","ROB MORRIS",39,52.25,"C"
"Kalen Villanueva","CAMPBELL",37,52.19,"C"
"Will Cornelson","WEBER ST",68,51.9,"C"
"Andrew Behm","S ILLINOIS",64,51.71,"C"
"Andrew Harris","DELWARE ST",27,51.65,"C"
"Brock Steel","MONTANA ST",32,51.56,"C"
"Cam Jessee","E KENTUCKY",43,51.51,"C"
"Joshua Collins","W CAROLINA",41,51.39,"C"
"Jordan Banks","DELWARE ST",48,51.33,"C"
"Cullen McShane","S DAK ST",38,51.04,"C"
"David Loch","SAN DIEGO",25,51.01,"C"
"Will Beesley","BUTLER",38,50.71,"C"
"Nick Afato","UC DAVIS",45,50.71,"C"
"Tim Hays","SAN DIEGO",49,50.56,"C"
"Derek Hite","ELON",29,50.55,"C"
