"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Lined.up.in.Press.Coverage","Passer.Rating.Allowed","Pass.Break.Up","Average.Depth.of.Target.per.Coverage","Receiving.Yards.Allowed.per.Snap","Yards.per.Reception.Allowed","Average.Depth.of.Tackle","Interceptions","Pass.Stop","Missed.Tackles.on.Pass.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Assist.on.Pass.Plays","Touchdowns.Allowed","Run.Tackle.for.Losss.or.No.Gain","Open.Targets","Pass.Tackle.for.Loss.or.No.Gain","Dropped.Int","Hurries","Hits","Fumble.Recovery","Forced.Fumble","Sacks","Pursuit.Pressure","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","First.Contact","Batted.Passes","Interception","Drops...Off.Targets.Receptions.Forced","Pass.Rush.Productivity","Unblocked.Pass.Rush","Beaten.Defender","Plays.of.15..Yards.Allowed"
"Savionne Rogers","CITADEL",23,65.72,"B",70.6,64.5,68.1,68.4,3,0,2,NA,87.5,0,-4.3,1.67,5,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,"0.00%",1,1,1,0,1,1,1,3,"100%",15,0,0,"0.00%","100%","0.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,25,0,0,0
"Davonta Morgan Collins","STF AUSTIN",18,65.62,"B",67.6,64.3,66.3,NA,2,2,0,NA,79.2,0,18,1.79,25,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,1,1,1,1,"100%",25,1,0,"7.10%","0.00%","100%","100%","0.00%","0.00%","0.00%",0,0,1,0,NA,0,0,1
"Spencer Davila","STHLSK",26,65.58,"B",72.8,71.2,62.1,66.9,1,0,1,NA,79.2,0,0,0.08,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0.00%",0,0,1,0,0,0,1,1,"100%",1,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,25,0,0,0
"Kyree Lewis","SAMFORD",17,65.53,"B",66.6,64.9,64,NA,1,1,0,NA,39.6,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,1,NA,0,0,0
"Justyn Toler","COLGATE",64,65.36,"B",68,67.6,63.9,NA,3,0,1,NA,60.4,1,7.7,0.67,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,0,3,3,2,3,"50.00%",24,1,1,"2.80%","0.00%","16.70%","0.00%","16.70%","0.00%","25.00%",4,0,0,0,NA,0,0,1
"Jonathan Landry","SO UTAH",32,65.21,"B",67.1,66.6,62.7,NA,NA,0,0,NA,39.6,0,21.5,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,1,NA,0,0,0
"Darvens Tunis","YNGTOWN ST",43,65.16,"B",71.4,68.2,73.6,NA,5,1,0,NA,87.5,0,-3.5,0.45,5,7.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,0,0,0,2,"100%",10,1,0,"0.00%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",3,0,0,0,NA,0,0,0
"Will Hawkins","MS VLY ST",38,65.02,"B",70.4,69.6,66.2,NA,6,1,2,NA,118.8,0,12,4.07,15.3,16,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,2,4,"100%",61,1,0,"6.70%","0.00%","25.00%","0.00%","0.00%","0.00%","0.00%",4,0,0,0,NA,0,0,1
"Luciano Corpora-Ellis","MOREHEAD",33,64.77,"B",64.5,66.1,58.8,NA,2,1,1,NA,39.6,0,21,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",1,0,0,1,1,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","33.30%","0.00%",1,0,0,1,NA,0,0,0
"Jakari Nicely","VA MILT IN",20,64.73,"B",57.7,51.9,64.6,56.9,4,2,1,NA,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,1,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,0,0,0,0
"Aundre Gibson","N ARIZONA",30,64.72,"B",70.1,69.1,65.1,NA,4,1,1,NA,82.6,0,1,0.95,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,0,0,0,2,"66.70%",18,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,1,NA,0,0,0
"Nathan Nwagwu","ALABAMA ST",43,64.57,"B",65.8,66.7,59.3,NA,1,0,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,0,NA,0,0,0
"Ryan Tyler Williams","BRYANT",34,64.56,"B",58.3,64.1,53.1,NA,5,2,1,NA,0,0,0,0,0,4.67,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"16.70%",1,0,0,2,3,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","16.70%","0.00%",3,0,0,0,NA,0,0,0
"Kaleb Quammie","N COLORADO",50,64.35,"B",67.4,67.9,69.9,47.4,4,1,0,NA,91.7,0,5,0.32,6,9,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,"20.00%",0,0,2,1,1,1,0,1,"100%",6,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","50.00%",2,0,0,0,50,2,0,0
"Rico Clay","ILL STATE",27,64.29,"B",67.1,66.1,63.2,NA,1,0,0,NA,61.8,1,10.7,1.05,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,1,1,"33.30%",23,1,1,"4.50%","0.00%","33.30%","0.00%","33.30%","0.00%","0.00%",1,0,0,1,NA,0,0,1
"Chris Hudson","NEWHVN",46,64.25,"B",61.4,66.1,52,NA,5,1,2,NA,47.9,1,12.7,0.76,13,2.5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"28.60%",2,0,0,1,3,1,1,1,"33.30%",13,1,1,"0.00%","0.00%","33.30%","0.00%","33.30%","40.00%","0.00%",6,0,0,1,NA,0,0,0
"Joey Davis","MS VLY ST",41,64.15,"B",67.8,67.6,63.3,59.7,4,2,2,NA,88.3,0,11.4,1.24,6.5,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,2,2,2,2,4,"80.00%",26,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","33.30%",4,0,0,1,0,0,0,0
"Omar Ibrahim","MONMOUTH",34,64.12,"B",65.8,62.7,70.6,NA,2,0,2,NA,56.3,0,3.5,0.22,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,1,1,1,1,"50.00%",4,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,NA,0,0,0
"Fitzroy Ledgister","PRVIEW A&M",15,64.06,"B",65.6,63.8,63.5,NA,1,0,0,NA,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,0,NA,0,0,0
"Eric Jones","ELON",47,64,"B",68.1,67.8,62.9,59.7,3,0,1,NA,96.5,1,12.5,1.81,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,3,4,"66.70%",56,2,2,"6.50%","0.00%","33.30%","0.00%","33.30%","0.00%","0.00%",3,0,0,0,0,0,0,2
"Makai Frisby","STF AUSTIN",25,63.94,"B",63.1,65.7,55.3,NA,1,0,0,NA,0,0,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,2,1,1,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","100%","0.00%","0.00%","50.00%",2,0,1,1,NA,0,0,0
"Khalil Cueva","SAN DIEGO",18,63.84,"B",67.1,66,61.8,NA,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"Chaas McCoy","RHODE ISLD",64,63.74,"B",63.9,63.5,63.2,59.2,5,1,1,NA,39.6,0,8.3,0.26,6,1,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,"28.60%",1,1,0,1,4,3,2,1,"25.00%",6,0,1,"0.00%","50.00%","0.00%","0.00%","25.00%","0.00%","50.00%",3,0,0,2,0,0,0,0
"Phillip Harris","NEW HAMP",37,63.58,"B",61.4,72.3,45.2,56.8,6,2,2,NA,75.7,0,9,0.93,6.5,6,0,1,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,"14.30%",1,1,0,2,4,0,1,2,"66.70%",13,1,0,"0.00%","66.70%","33.30%","0.00%","0.00%","25.00%","0.00%",6,0,0,1,0,0,0,0
"Damarcus Batiste","MOREHEAD",25,63.55,"B",68,67.7,60.1,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,0,NA,0,0,0
"Kemani Wilson","TXAMEA",51,63.31,"B",60.1,55,66.5,76,4,0,1,NA,77.1,0,21,0.57,16,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"0.00%",0,0,1,0,3,3,0,1,"50.00%",16,1,0,"3.60%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",4,0,0,1,100,1,0,1
"Brian Harris","MONTANA ST",22,63.3,"B",66.9,66.2,61.5,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"Jonathan Brown","MS VLY ST",17,63.01,"B",62,63.7,57.8,NA,1,1,0,NA,39.6,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,1,NA,0,0,0
"Jacob Davis","PRVIEW A&M",25,63,"B",66.5,65.9,62.4,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,1,0,0,0,NA,0,0,0
"Jalen O'Neal","PRVIEW A&M",41,62.91,"B",61.4,60.3,65.9,58.3,2,0,1,NA,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,1,1,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,0,0,0,0
"Antonio Martin","ROB MORRIS",22,62.85,"B",63.5,63,60.4,NA,2,0,0,NA,41.7,0,28.5,1.29,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,1,1,"50.00%",18,1,0,"7.10%","0.00%","50.00%","50.00%","0.00%","0.00%","0.00%",2,0,1,1,NA,0,0,1
"Joshua Jones","LEHIGH",17,62.79,"B",66.9,66.3,60.3,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"David Williams","GARD-WEBB",26,62.6,"B",66.5,65.9,61.9,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"Terry Lewis II","MURRAY ST",48,62.59,"B",72.8,72.6,63.3,NA,4,2,0,NA,86.1,0,-2,0.52,4.7,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,"20.00%",0,0,0,2,1,1,2,3,"100%",14,1,0,"0.00%","100%","33.30%","0.00%","0.00%","0.00%","20.00%",2,0,0,0,NA,0,0,0
"mir Haskett","MONMOUTH",32,62.54,"B",64.8,62.5,67.7,NA,4,2,1,NA,120.8,0,11.3,1.06,8.5,11,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,1,1,1,2,"66.70%",17,1,1,"0.00%","0.00%","33.30%","0.00%","33.30%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"Tramayne Bullock","RICHMOND",29,62.54,"B",67.1,66.1,64,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,0,NA,0,0,0
"Ryan Tillman","UTAHTC",47,62.2,"B",61.5,69,40.4,NA,2,0,0,NA,39.6,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,0,NA,0,0,0
"Langston Blair","BUCKNELL",17,62.12,"B",65.4,64.8,61.6,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,0,NA,0,0,0
"Darren Burton II","NEW HAMP",32,62.07,"B",71.9,76.2,56.1,60,3,0,2,NA,79.2,0,-4.5,0.15,1,4,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,"25.00%",1,1,0,0,1,0,2,2,"100%",2,0,0,"0.00%","100%","0.00%","0.00%","0.00%","50.00%","0.00%",2,0,0,0,0,0,0,0
"J'vion Luster","WOFFORD",72,62.07,"B",63,62.3,63.4,NA,4,0,2,NA,56.9,0,9.8,0.4,6.3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,4,4,2,3,"50.00%",19,1,1,"0.00%","0.00%","16.70%","0.00%","16.70%","0.00%","0.00%",3,0,0,1,NA,0,0,0
"Alex Herrera Jr.","MOREHEAD",20,62,"B",69.7,69.4,60,NA,2,0,0,NA,93.8,1,10,1.87,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,1,3,"75.00%",28,1,1,"0.00%","0.00%","25.00%","0.00%","25.00%","0.00%","0.00%",2,0,0,0,NA,0,0,0
"Richard McKneely","SE LA",79,61.89,"B",56.5,71.3,37.1,66.8,7,2,3,NA,81.3,0,6.3,0.75,4.2,7.5,0,2,0,0,1,2,0,0,5,1,0,0,0,0,0,0,0,"12.50%",1,1,0,2,10,3,3,5,"83.30%",21,1,1,"0.00%","83.30%","16.70%","0.00%","16.70%","33.30%","0.00%",6,0,0,0,0,0,1,0
"Tramar Gilbert","TXAMEA",59,61.86,"B",59.2,59.1,63.5,68.1,6,1,3,NA,70.1,0,9,0.24,3,15.5,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",2,0,0,1,5,2,1,2,"66.70%",6,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","28.60%","0.00%",5,0,0,1,0,0,1,0
"Miles McGoy","STNY BROOK",72,61.86,"B",61.1,58.1,71.4,NA,6,1,0,NA,104.2,1,17.6,1.81,22.3,8.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.30%",0,0,0,1,3,3,0,3,"60.00%",67,2,1,"5.40%","0.00%","40.00%","0.00%","20.00%","0.00%","0.00%",2,0,0,1,NA,0,0,2
"Zarius Harvey","MOREHEAD",19,61.64,"B",65.9,65.4,60.7,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"Xavier Tates","SCAR STATE",23,61.57,"B",66,65.5,60.4,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"Trevion Butler","N ALABAMA",59,61.41,"B",64.6,65.8,59.8,NA,6,3,0,NA,75.7,0,5.7,1.13,11.7,4,1,0,1,0,1,3,0,0,2,0,0,0,0,0,0,0,0,"25.00%",0,0,0,3,3,2,1,3,"100%",35,3,0,"0.00%","66.70%","100%","33.30%","0.00%","50.00%","16.70%",4,0,1,0,NA,0,0,0
"Naz Hill","S ILLINOIS",30,61.34,"B",57.1,61.4,47.3,58.7,3,2,0,NA,42.4,1,18.7,0.42,8,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,2,3,2,1,1,"33.30%",8,0,1,"0.00%","0.00%","0.00%","0.00%","33.30%","50.00%","0.00%",1,0,0,0,0,0,0,0
"Zion Crawford","ALABAMA ST",28,61.29,"B",67,76,47.8,NA,0,0,0,NA,39.6,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,1,0,1,0,"0.00%",0,0,1,"0.00%","0.00%","0.00%","0.00%","100%","100%","0.00%",1,0,0,0,NA,0,0,0
"Tycorien Gist","NC A&T",16,61.17,"B",65.7,65,60.3,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"Tywan Royal","AUSTINPEAY",37,60.59,"B",69.3,68.2,66.2,NA,3,0,1,NA,95.8,0,7,0.5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,0,0,0,1,"100%",7,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",3,0,0,0,NA,0,0,0
"Doreon Dubose","ILL STATE",36,60.58,"B",69.2,68.9,62.4,NA,1,0,0,NA,81.9,1,17,2.32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,1,1,"33.30%",44,1,1,"5.30%","0.00%","33.30%","0.00%","33.30%","0.00%","0.00%",0,0,0,1,NA,0,0,1
"Kory Boyd","MONTANA ST",19,60.54,"B",67.5,67.1,60,NA,1,0,0,NA,60.4,0,21,0.62,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,1,"50.00%",8,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,1,NA,0,0,0
"Jimmy Bowdry","E TENN ST",43,60.53,"B",63.4,63.6,61.3,NA,1,0,1,NA,39.6,0,13.3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"50.00%",1,1,0,0,2,1,1,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","50.00%","0.00%",3,0,0,3,NA,0,0,0
"Shamir Johnson","TOWSON",15,60.44,"B",62.8,NA,63.1,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA
"Chris Presto","S ILLINOIS",58,60.34,"B",67.7,67.8,68,55.5,2,0,1,NA,105.6,0,8,0.72,9.3,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"33.30%",0,0,2,0,3,1,2,3,"100%",28,1,0,"2.60%","0.00%","33.30%","0.00%","0.00%","0.00%","33.30%",4,1,0,0,50,2,0,1
"Cameron Cunningham","DRAKE",16,60.34,"B",63.4,62.8,61.8,60,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,0,0,0,0
"Ricardo Butler","ALCORN ST",59,60.31,"B",63.5,61.7,67.3,NA,3,1,0,NA,70.1,0,11.7,0.31,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,2,2,0,2,"66.70%",8,1,0,"0.00%","0.00%","33.30%","0.00%","0.00%","0.00%","0.00%",2,0,0,1,NA,0,0,0
"Markell Redding","AUSTINPEAY",44,60.25,"B",60.8,56.3,69.9,NA,6,2,2,NA,107.6,0,16.3,1.5,18,0,0,2,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,"14.30%",0,0,0,2,3,3,2,2,"66.70%",36,1,0,"4.20%","100%","33.30%","0.00%","0.00%","0.00%","16.70%",4,0,0,1,NA,0,0,1
"Kyrin Gray","SE LA",15,59.92,"C",61.9,NA,62.8,57.5,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,0,0,NA
"Isiah Davis","FL A&M",15,59.88,"C",63.7,67.3,53.8,NA,1,0,0,NA,66.7,1,11.5,1.38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,1,1,1,"50.00%",11,1,1,"0.00%","0.00%","50.00%","0.00%","50.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"Jah'quii Roberts","CHISTA",48,59.82,"C",62.8,59.7,65.4,61,4,2,2,NA,118.8,0,0.5,3.92,23.5,0,0,2,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,"0.00%",0,0,2,2,2,2,2,2,"100%",47,1,0,"16.70%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,9.1,1,0,2
"DJ Brown","LEHIGH",40,59.74,"C",63.4,62.7,62.5,NA,1,0,0,NA,39.6,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,1,NA,0,0,0
"Tyler Bannon","STHLSK",38,59.73,"C",64.4,62.3,69.1,56.8,4,0,1,NA,92.6,1,4.7,2.17,10.4,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"20.00%",0,0,1,0,3,3,2,5,"71.40%",52,3,1,"8.30%","0.00%","42.90%","0.00%","14.30%","0.00%","25.00%",4,0,0,1,12.5,0,0,2
"Brayden Hapner","W ILLINOIS",54,59.64,"C",56.8,56,60.5,NA,9,2,2,NA,69.3,0,12.3,1.71,17.7,10.67,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",2,0,0,3,4,3,0,3,"42.90%",53,3,0,"6.50%","0.00%","42.90%","0.00%","0.00%","0.00%","0.00%",5,0,0,3,NA,0,0,2
"Chase Van Tol","S DAK ST",48,59.46,"C",59.8,54.6,69,59.9,8,0,3,NA,93.8,1,9.4,2.27,16.7,1.25,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"11.10%",3,1,0,0,4,3,1,3,"60.00%",50,3,1,"13.60%","20.00%","60.00%","0.00%","20.00%","20.00%","0.00%",9,0,0,2,0,0,0,3
"Jaylen McRoy","ALCORN ST",50,59.13,"C",59.1,58.7,60.2,58.7,4,2,1,NA,81.9,1,19.7,2.26,43,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"20.00%",1,0,0,2,3,2,1,1,"33.30%",43,1,1,"5.30%","0.00%","33.30%","0.00%","33.30%","25.00%","0.00%",2,0,0,0,0,0,0,1
"Shay Ragland","DAVIDSON",33,59.05,"C",60.9,58.5,66,60,2,1,0,NA,52.1,0,17.3,1.23,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,2,2,1,1,"33.30%",16,1,1,"7.70%","0.00%","33.30%","0.00%","33.30%","0.00%","0.00%",1,0,0,2,0,0,0,1
"Morris Taylor","MCNEESE",34,59.03,"C",64.3,63.9,61.8,NA,1,0,1,NA,56.3,0,6,0.33,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,1,2,"50.00%",8,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,2,NA,0,0,0
"Tayvion Haney","ALCORN ST",62,58.22,"C",66.7,66,65.2,NA,3,0,0,NA,63.5,1,8.9,1.58,9.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.00%",0,0,0,0,3,3,2,4,"50.00%",38,3,1,"4.20%","0.00%","37.50%","0.00%","12.50%","0.00%","40.00%",5,0,0,2,NA,0,0,1
