"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Position","Season","Conference","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Batted.Passes","Assistant","Stops","Sacks","NFL.Sacks","Hits","Hurries","Total.Pressures.Generated","Beaten.Defender","Pass.Break.Up","Interception","Forced.Fumble","Fumble.Recovery","Tackle.for.Loss.or.No.Gain","Dropped.Int","Pursuit.Pressure","Unblocked.Pass.Rush","First.Contact","Negative.Plays","Pass.Rush.Plays","Pass.Rush.Win.Percentage","Pass.Rush.Pressure.Percentage","Pass.Rush.Productivity","Run.Defense.Plays","Average.Depth.of.Tackle","Negative.Rush.Defense.Percentage","Positive.Rush.Defense.Percentage","Number.of.Negative.Plays","Coverage.Snaps","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","Yards.per.Reception.Allowed","Touchdowns.Allowed","First.Downs.Allowed","Interceptions","Forced.Incompletions","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Plays.of.15..Yards.Allowed","Successful.Plays.Percentage","Sacks.per.Throwaway","Open.Targets","Drops...Off.Targets.Receptions.Forced","Total.Negative.Plays","Total.Positive.Plays","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Average.Depth.of.Target.per.Coverage","Forced.Incompletion.Percentage","Jersey.Number","Total.Tackles","Missed.Tackle.Percentage","Assist.Tackles","Run.Stop","Run.Tackle.for.Losss.or.No.Gain","Missed.Tackle.Percentage.on.Run.Plays","Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Pass.Stop","Pass.Tackle.for.Loss.or.No.Gain","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","Total.Tackles..Sacks...Assists...Sacks...Missed.","Assist.on.Pass.Plays","Tackles.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Conference_Level","Row_ID","Lined.up.in.Press.Coverage","row_id"
"Jordan Dollard","SCAR STATE",47,100,"A","ED",2026,"MEAC",91.3,88.1,76.8,72.8,1,1,4,2,0,2,3,7,1,0,0,1,0,3,0,0,1,6,1,29,"24.10%","24.10%",15.5,17,-2,"0","47.10%",0,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",9,6,"14.30%",1,3,3,"0.00%",3,1,0,1,0,"33.30%",7,7,0,0,1,"FCS",122,NA,122
"Ibrahim Sanogo","S ILLINOIS",46,86.74,"A","ED",2026,"Missouri Valley",84.9,73.5,80.3,NA,0,0,6,3,0,1,4,8,2,0,0,0,0,1,0,1,3,7,2,29,"20.70%","27.60%",19,17,0,"5.90%","23.50%",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,"14.30%",0,3,1,"0.00%",3,0,0,3,0,"25.00%",7,7,0,0,1,"FCS",151,NA,151
"Julian Amankwah","STHLSK",24,80.1,"A","ED",2026,"Northeast",81.6,82.4,76.7,60,0,0,3,0,0,1,0,1,3,0,0,0,0,2,0,0,0,3,1,17,"23.50%","5.90%",2.9,6,-0.33,"0","50.00%",0,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",25,3,"0.00%",0,3,2,"0.00%",3,0,0,0,0,"0.00%",3,3,0,0,0,"FCS",202,NA,202
"Erik Hehl","E ILLINOIS",47,75.67,"B","ED",2026,"Big South - OVC Football Association",69.4,61.2,74.3,NA,0,1,4,0,0,1,0,1,3,0,0,0,0,2,0,0,0,5,4,22,"18.20%","4.50%",2.3,25,1,"16.00%","16.00%",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,5,"0.00%",1,4,2,"0.00%",4,1,0,0,0,"0.00%",5,5,0,0,0,"FCS",172,NA,172
"Quintin Goins","NORFOLK",29,73.39,"B","ED",2026,"MEAC",85.9,78.6,77.7,NA,0,0,3,1,0,0,0,1,3,0,0,0,0,1,0,0,1,3,0,11,"27.30%","9.10%",9.1,18,0,"0","22.20%",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,3,"0.00%",0,2,1,"0.00%",2,0,0,1,0,"0.00%",3,3,0,0,0,"FCS",165,NA,165
"Lance Byndon","STNY BROOK",54,73.25,"B","ED",2026,"CAA",76.1,68.9,74.2,60.7,0,0,4,2,0,0,1,3,2,0,0,0,0,2,0,1,0,5,1,26,"15.40%","11.50%",9.6,26,-1.33,"3.90%","15.40%",1,2,0,"0.00%",0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",0,5,"16.70%",0,3,2,"25.00%",3,0,1,1,0,"0.00%",6,6,0,0,0,"FCS",87,NA,87
"Lance Joseph","SOUTHERN U",49,72.48,"B","ED",2026,"SWAC",78.3,68.7,76.3,NA,0,0,1,0,0,1,2,3,5,0,0,0,0,0,0,1,0,2,0,32,"21.90%","9.40%",4.7,17,4.5,"0","5.90%",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,2,"0.00%",0,1,0,"0.00%",2,0,0,0,0,"0.00%",2,2,0,0,0,"FCS",108,NA,108
"Avery Howard","N ALABAMA",47,69.32,"B","ED",2026,"United Athletic",63.1,63,70.3,46.2,0,2,5,2,0,0,2,4,1,0,0,0,0,2,0,1,0,6,3,23,"17.40%","17.40%",13,20,0.33,"10.00%","15.00%",2,4,1,"100%",21,21,0,1,0,0,118.8,5.25,1,"50.00%",0,1,0,1,0,"25.00%","100%","100%","0.00%",21,-1,"0.00%",15,8,"20.00%",2,3,2,"28.60%",3,2,2,2,0,"0.00%",10,10,0,1,0,"FCS",58,NA,58
"Gio Divers","CHISTA",41,63.3,"B","ED",2026,"IND (FCS)",67,61.8,65.3,61.6,0,0,3,0,0,0,2,2,3,0,0,1,0,1,0,1,1,4,4,22,"13.60%","9.10%",4.5,19,1.67,"15.80%","15.80%",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,"0.00%",0,3,1,"0.00%",3,0,0,0,0,"0.00%",4,4,0,1,0,"FCS",111,NA,111
"Carl Nesmith","DELWARE ST",46,63.01,"B","ED",2026,"MEAC",72.6,71.2,66.2,60,0,0,5,2,0,1,1,4,0,0,0,0,0,2,0,2,0,6,2,17,"11.80%","23.50%",17.6,28,0,"7.10%","17.90%",2,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",4,5,"16.70%",0,3,2,"25.00%",3,0,1,2,0,"0.00%",6,6,0,0,0,"FCS",11,NA,11
"Nathaniel McDonald","WM & MARY",63,62.3,"B","ED",2026,"Patriot",68.4,55.3,71,60.7,1,0,3,2,0,5,2,9,1,0,0,1,0,0,0,1,2,5,2,45,"15.60%","20.00%",12.2,18,0,"5.60%","0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,5,"28.60%",0,0,0,"100%",0,0,1,3,0,"16.70%",7,7,0,3,1,"FCS",140,NA,140
"Quinten Beamon","ALABAMA ST",21,61.68,"B","ED",2026,"SWAC",80,76.6,68.9,NA,0,2,2,1,0,0,0,1,0,0,0,0,0,2,0,1,0,2,0,7,"0","14.30%",14.3,14,-0.5,"0","14.30%",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,5,"0.00%",2,2,2,"0.00%",2,2,0,0,0,"0.00%",5,5,0,0,0,"FCS",324,NA,324
"AJ Mebane","GARD-WEBB",33,61.61,"B","ED",2026,"Big South - OVC Football Association",83.2,66.4,78.9,65.8,0,0,3,1,0,0,2,3,2,0,0,1,0,1,0,0,0,2,0,17,"29.40%","17.60%",11.8,16,1,"0","6.30%",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,"0.00%",0,1,0,"0.00%",1,0,0,2,1,"0.00%",3,3,0,1,0,"FCS",93,NA,93
"Tre Rankin","STHLSK",31,61.49,"B","ED",2026,"Northeast",79.3,56.3,89.1,60.8,0,0,0,0,0,1,4,5,2,0,0,0,0,0,0,0,0,0,1,17,"41.20%","29.40%",14.7,11,0,"9.10%","0",1,3,0,"0.00%",0,0,0,0,0,0,0,0,0,"66.70%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FCS",203,NA,203
"Trey Weems","GARD-WEBB",39,61.46,"B","ED",2026,"Big South - OVC Football Association",70.3,69.4,64.3,NA,0,1,2,0,0,1,0,1,2,0,0,0,0,2,0,0,0,2,1,17,"17.60%","5.90%",2.9,22,1.33,"4.50%","18.20%",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"0.00%",1,2,2,"0.00%",3,1,0,0,0,"0.00%",4,4,0,0,0,"FCS",263,NA,263
"Elijah Barnes","W GEORGIA",47,59.93,"C","ED",2026,"United Athletic",73.3,62.5,79.7,64.1,0,1,2,0,0,0,2,2,3,0,0,0,0,0,0,1,0,7,3,19,"21.10%","10.50%",5.3,25,4.75,"12.00%","16.00%",3,3,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",6,6,"25.00%",1,2,0,"28.60%",4,1,2,0,0,"0.00%",8,8,0,1,0,"FCS",323,NA,323
"Tyce Donnelly","WOFFORD",30,59.55,"C","ED",2026,"Southern",74.3,55.9,78.7,60,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,1,21,"33.30%","14.30%",7.1,8,0,"12.50%","0",1,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FCS",253,NA,253
"Cooper Ackerman","HOLY CROSS",34,59.41,"C","ED",2026,"Patriot",82.1,77.3,73.9,NA,0,1,4,0,0,0,1,1,3,0,0,0,0,0,0,0,0,4,1,14,"28.60%","7.10%",3.6,20,1.75,"5.00%","30.00%",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,5,"0.00%",1,4,0,"0.00%",4,1,0,0,0,"0.00%",5,5,0,0,0,"FCS",152,NA,152
"Donta Jenkins Jr.","MORGAN ST",16,58.68,"C","ED",2026,"MEAC",95,78.7,92.6,NA,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,10,"10.00%","10.00%",10,6,1.5,"0","50.00%",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,3,"0.00%",0,2,0,"0.00%",2,0,0,1,0,"0.00%",3,3,0,0,0,"FCS",299,NA,299
"Khalid Bueno","STNY BROOK",65,58.46,"C","ED",2026,"CAA",73.6,73.8,66.8,73,0,3,7,1,0,0,3,4,1,0,0,0,0,1,0,0,0,8,3,32,"15.60%","12.50%",7.8,31,1.2,"6.50%","19.40%",2,2,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",11,10,"16.70%",3,5,1,"12.50%",5,2,1,2,0,"25.00%",12,12,1,1,1,"FCS",245,NA,245
"RJ Staten","MCNEESE",28,57.89,"C","ED",2026,"Southland",79,62.5,81.7,62.6,0,0,1,1,0,0,1,2,2,0,0,1,0,0,0,0,0,2,0,15,"26.70%","13.30%",10,10,0,"0","0",0,3,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"0.00%",0,0,1,0,0,"0.00%","0.00%","0.00%","0.00%",0,13,"0.00%",23,2,"0.00%",0,0,0,"0.00%",0,0,0,1,0,"0.00%",2,2,0,1,0,"FCS",297,NA,297
"Reggie Darkah","STNY BROOK",22,56.81,"C","ED",2026,"CAA",70.4,57.1,76.7,NA,0,0,2,2,0,1,0,3,1,0,0,0,0,0,0,2,1,2,1,9,"11.10%","33.30%",27.8,13,0,"7.70%","0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,2,"0.00%",0,0,0,"0.00%",0,0,0,2,0,"0.00%",2,2,0,0,0,"FCS",52,NA,52
"Nathan Laperi","S DAKOTA",55,56.74,"C","ED",2026,"Missouri Valley",70.1,67.1,61.4,72.3,0,2,3,0,0,0,2,2,2,0,0,0,0,2,0,1,0,5,1,29,"10.30%","3.50%",1.7,21,3.67,"4.80%","9.50%",1,5,0,"0.00%",0,0,0,0,0,0,0,0,0,"40.00%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",46,6,"0.00%",2,2,1,"0.00%",3,2,0,1,1,"0.00%",6,6,0,1,0,"FCS",169,NA,169
"Korede Sogbesan","HAMPTON",44,56.57,"C","ED",2026,"CAA",68.9,69.1,62.9,NA,0,1,1,0,0,0,2,2,3,0,0,0,0,1,0,2,0,1,1,24,"12.50%","4.20%",2.1,20,-1,"5.00%","10.00%",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,"0.00%",1,1,1,"0.00%",1,1,0,0,0,"0.00%",2,2,0,0,0,"FCS",48,NA,48
"Withchiel Filamar","TXRG",35,56.44,"C","ED",2026,"Southland",72,58.5,79.9,NA,0,1,0,0,0,1,2,3,2,0,0,0,0,0,0,0,2,0,1,18,"16.70%","16.70%",8.3,17,5,"5.90%","5.90%",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,2,"0.00%",1,0,0,"0.00%",1,1,0,0,0,"0.00%",2,2,0,0,0,"FCS",292,NA,292
"Dinellson Exume","GRAMBLING",20,55.81,"C","ED",2026,"SWAC",73,63.8,86.8,NA,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2,10,"20.00%","10.00%",5,10,-1,"10.00%","10.00%",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,"0.00%",0,1,1,"0.00%",1,0,0,0,0,"0.00%",1,1,0,0,0,"FCS",125,NA,125
"Alijah Williams","WOFFORD",44,55.76,"C","ED",2026,"Southern",57.1,59.9,65.4,66.2,0,1,2,0,0,2,1,3,1,0,1,0,0,2,0,0,0,2,4,29,"13.80%","10.30%",5.2,13,-3,"15.40%","15.40%",2,2,1,"100%",8,8,0,1,0,0,100,4,0,"0.00%",0,0,0,1,0,"0.00%","0.00%","100%","0.00%",8,-2,"0.00%",9,3,"0.00%",1,2,2,"0.00%",2,0,0,0,0,"0.00%",3,3,1,0,0,"FCS",85,NA,85
"Dwayne Green Jr.","MERRIMACK",44,55,"C","ED",2026,"IND (FCS)",65.6,69.7,57.5,61.2,0,0,3,0,0,0,1,1,2,0,0,0,0,2,0,0,0,3,1,25,"12.00%","4.00%",2,17,2.6,"5.90%","11.80%",1,2,0,"0.00%",0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",8,6,"0.00%",0,3,2,"0.00%",5,0,0,0,0,"0.00%",6,6,0,1,0,"FCS",234,NA,234
"Maurice Bonneau Jr.","CITADEL",45,54.16,"C","ED",2026,"Southern",74.7,75.9,65.3,63.4,0,1,2,0,0,0,3,3,2,0,0,0,0,1,0,0,0,6,0,26,"19.20%","11.50%",5.8,16,-2,"0","18.80%",0,3,1,"100%",1,1,0,0,0,0,79.2,0.33,0,"33.30%",0,1,0,0,0,"0.00%","100%","0.00%","0.00%",1,-2,"0.00%",5,3,"0.00%",1,2,1,"0.00%",2,0,0,0,0,"0.00%",3,3,1,0,0,"FCS",32,NA,32
"Doug Quarles III","ELON",26,52.63,"C","ED",2026,"CAA",75.6,64.2,75,NA,0,0,1,0,0,0,2,2,2,0,0,0,0,1,0,0,1,1,1,20,"15.00%","10.00%",5,6,-2,"16.70%","33.30%",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,"50.00%",0,1,1,"50.00%",1,0,1,0,0,"0.00%",2,2,0,0,0,"FCS",276,NA,276
"Andrew Huff","LAMAR",35,52.27,"C","ED",2026,"Southland",69.9,45.5,90.7,65.3,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,2,13,"23.10%","15.40%",7.7,18,7,"11.10%","0",2,4,0,"0.00%",0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",7,3,"0.00%",0,0,0,"0.00%",1,0,0,0,0,"0.00%",3,3,0,2,0,"FCS",89,NA,89
"Brandon Roberts","W GEORGIA",20,51.85,"C","ED",2026,"United Athletic",80.3,76.1,71.6,61.1,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,10,"10.00%","0.00%",0,9,-1.5,"0","22.20%",0,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",42,4,"0.00%",1,2,1,"0.00%",2,1,0,0,0,"0.00%",4,4,0,1,0,"FCS",336,NA,336
"Mac Bradley","MERCER",22,51.69,"C","ED",2026,"Southern",74.1,66,76.9,63.7,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,3,"33.30%","33.30%",33.3,10,0,"10.00%","30.00%",1,9,0,"0.00%",0,0,0,0,0,0,0,0,0,"44.40%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",34,2,"33.30%",1,0,0,"50.00%",0,1,1,0,0,"0.00%",3,3,0,0,0,"FCS",231,NA,231
"Chigozie Oge-Evans","GEORGETOWN",54,51.59,"C","ED",2026,"Patriot",70.1,64.5,72.3,60.6,0,0,4,0,0,0,2,2,2,0,0,1,0,0,0,1,0,6,4,16,"18.80%","12.50%",6.3,38,3.6,"10.50%","15.80%",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7,"22.20%",0,2,0,"28.60%",5,0,2,2,0,"0.00%",9,9,0,2,0,"FCS",72,NA,72
"Javario Tinch","WOFFORD",62,51.55,"C","ED",2026,"Southern",71.3,72.3,65.9,68.9,0,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,4,1,4,"0","25.00%",12.5,20,7,"0","5.00%",0,38,4,"80.00%",23,5.8,0,1,0,0,85.8,0.61,0,"26.30%",0,0,0,1,1,"0.00%","0.00%","20.00%","0.00%",4.6,3.8,"0.00%",12,8,"0.00%",1,1,1,"0.00%",2,0,0,1,0,"0.00%",8,8,1,3,0,"FCS",114,NA,114
"Jayden Walker","MURRAY ST",44,51.25,"C","ED",2026,"Missouri Valley",64,68,63.7,60,0,2,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0,3,2,25,"12.00%","4.00%",2,19,10.5,"10.50%","21.10%",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,5,"16.70%",2,1,1,"20.00%",2,2,1,0,0,"0.00%",6,6,0,1,0,"FCS",259,NA,259
"Jordan Edgecomb","COLGATE",24,50.78,"C","ED",2026,"Patriot",73.9,70.2,69.2,61.5,0,1,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,7,"28.60%","14.30%",14.3,14,-4,"0","14.30%",0,3,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",24,3,"0.00%",1,1,1,"0.00%",1,1,0,1,0,"0.00%",3,3,0,0,0,"FCS",222,NA,222
"Ethan McDowell","MERCER",18,50.77,"C","ED",2026,"Southern",60.7,56.1,79.5,54.7,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,7,"42.90%","14.30%",7.1,10,8,"10.00%","10.00%",1,1,1,"100%",10,10,0,1,0,0,108.3,10,0,"0.00%",0,0,0,1,0,"0.00%","0.00%","100%","0.00%",10,3,"0.00%",14,3,"0.00%",1,0,0,"0.00%",1,1,0,0,0,"0.00%",3,3,0,1,0,"FCS",67,NA,67
"Justin Garza","CAMPBELL",32,50.68,"C","ED",2026,"CAA",70.8,67.6,65,66.5,0,0,3,1,0,0,5,6,0,0,0,0,0,1,0,1,2,3,1,18,"16.70%","33.30%",19.4,7,-1,"0","14.30%",0,7,1,"100%",7,7,0,0,0,0,95.8,1,0,"28.60%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",7,4,"0.00%",40,4,"20.00%",0,1,1,"0.00%",1,0,0,2,0,"25.00%",5,5,0,2,1,"FCS",219,NA,219
"Carlo Crocetti","HOLY CROSS",30,50.3,"C","ED",2026,"Patriot",72.8,76.8,58.4,NA,0,1,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,15,"6.70%","0.00%",0,15,2,"0","26.70%",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,"0.00%",1,3,2,"0.00%",4,1,0,0,0,"0.00%",5,5,0,0,0,"FCS",103,NA,103
"Lukus McDaniels","S ILLINOIS",28,50.11,"C","ED",2026,"Missouri Valley",66.5,78.6,54,NA,0,0,3,0,0,3,2,5,0,0,0,0,0,1,0,2,3,3,0,22,"0","22.70%",11.4,6,0.67,"0","50.00%",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"0.00%",0,3,1,"0.00%",3,0,0,0,0,"0.00%",3,3,0,0,0,"FCS",145,NA,145
"Dane Picariello","RHODE ISLD",48,49.93,"C","ED",2026,"CAA",63.9,58.1,67.6,62.6,0,1,1,0,0,2,2,4,0,0,0,0,0,1,0,0,2,1,2,13,"15.40%","30.80%",15.4,31,5,"6.50%","3.20%",2,4,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",16,3,"0.00%",1,1,1,"0.00%",2,1,0,0,0,"0.00%",3,3,0,0,0,"FCS",28,NA,28
"Luke Westfall","CAL POLY",33,49.85,"C","ED",2026,"Big Sky",77.1,80.7,59.4,NA,0,0,3,0,0,0,2,2,0,0,0,0,0,2,0,0,1,4,0,15,"6.70%","13.30%",6.7,18,2.25,"0","27.80%",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,4,"0.00%",0,3,2,"0.00%",4,0,0,0,0,"0.00%",4,4,0,0,0,"FCS",218,NA,218
"Keiyhaun Wilks","ARKAPB",46,49.69,"C","ED",2026,"SWAC",65.6,72.3,53.2,NA,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,1,5,1,22,"0","4.50%",2.3,24,1.8,"4.20%","16.70%",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,5,"0.00%",0,3,3,"0.00%",5,0,0,0,0,"0.00%",5,5,0,0,0,"FCS",344,NA,344
"Lorenzo Riddick","FORDHAM",47,49.67,"C","ED",2026,"Patriot",68.8,62.7,69.6,64.4,0,1,3,0,0,0,2,2,1,0,0,0,0,1,0,1,0,3,1,18,"11.10%","11.10%",5.6,22,1.5,"4.50%","9.10%",1,7,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"42.90%",0,0,1,0,0,"0.00%","0.00%","0.00%","0.00%",0,1,"0.00%",46,4,"20.00%",1,2,1,"25.00%",2,1,1,1,0,"0.00%",5,5,0,1,0,"FCS",295,NA,295
"Justin Buckner","W ILLINOIS",65,49.4,"C","ED",2026,"Big South - OVC Football Association",63.5,59.2,72,56.2,0,1,2,1,0,1,1,3,1,0,0,0,0,0,0,2,0,9,3,18,"11.10%","11.10%",8.3,34,8.25,"5.90%","2.90%",2,13,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"23.10%",0,0,1,1,0,"0.00%","0.00%","0.00%","0.00%",0,5,"0.00%",11,6,"14.30%",1,1,0,"16.70%",4,1,1,1,0,"0.00%",7,7,0,0,0,"FCS",285,NA,285
"Daniel Sellers","RICHMOND",47,48.9,"C","ED",2026,"Patriot",73.1,67.1,70.6,NA,0,1,2,2,0,0,2,4,1,0,0,0,0,0,0,1,1,2,0,29,"10.30%","13.80%",10.3,18,4,"0","5.60%",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,5,"0.00%",1,0,0,"0.00%",1,1,0,2,0,"0.00%",5,5,0,0,0,"FCS",139,NA,139
"Gabe Copeland","SE LA",35,48.88,"C","ED",2026,"Southland",72.2,72.2,61.5,NA,0,2,4,0,0,0,1,1,0,0,0,0,0,2,0,0,0,6,2,10,"10.00%","10.00%",5,25,0.5,"8.00%","16.00%",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,6,"14.30%",2,4,2,"14.30%",4,2,1,0,0,"0.00%",7,7,0,0,0,"FCS",304,NA,304
"Jaden Few","UC DAVIS",48,48.85,"C","ED",2026,"Big Sky",77.9,79.4,65.7,60.8,0,2,4,0,0,1,1,2,0,0,0,0,0,1,0,0,0,4,0,22,"9.10%","9.10%",4.5,24,1.75,"0","25.00%",0,2,0,"0.00%",0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",7,6,"0.00%",2,4,1,"0.00%",4,2,0,0,0,"0.00%",6,6,0,0,0,"FCS",250,NA,250
