"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade"
"Ka Von Chisolm","SCAR STATE",51,100,"A"
"John Starman","S DAKOTA",50,74.88,"B"
"Asher Wilson","ROB MORRIS",56,68.09,"B"
"Lowote Jurkin","STF AUSTIN",28,67.54,"B"
"Joshua Barker","SCAR STATE",46,67.43,"B"
"Quoy Rainey","DELWARE ST",36,66.89,"B"
"Malik Gucake","PRVIEW A&M",40,64.94,"B"
"Kehinde Akintunde","MERCER",19,62.96,"B"
"Brock Winsett","COLGATE",25,61.27,"B"
"Malik Brown","TENN MARTN",52,60.64,"B"
"Amir Dwight","S ILLINOIS",46,59.41,"C"
"Manaalii Danielson","CAL POLY",56,58.96,"C"
"Alexandre Dedieu","LAMAR",15,58.74,"C"
"DeMarcus Wynn","PRVIEW A&M",20,58.47,"C"
"Julian Fernandez","UC DAVIS",34,58.42,"C"
"Mason Burke","LNDNWD",39,57.34,"C"
"Case Mankins","RHODE ISLD",45,56.6,"C"
"Duston Chavis","TENN MARTN",44,56.59,"C"
"Dakari Harris","TXAMEA",43,55.13,"C"
"Folu Shobowale","GEORGETOWN",48,54.58,"C"
"Ugo Nwotite","VILLANOVA",23,53.73,"C"
"Jack Inserra","BUCKNELL",34,53.42,"C"
"Abraham Clinkscales","STNY BROOK",36,53.22,"C"
"Chris Wilson","TENN MARTN",41,52.86,"C"
"Chaz Knox","ELON",25,52.33,"C"
"TJ Baldwin","RICHMOND",41,52.32,"C"
"Luke Reilly","LEHIGH",29,52.25,"C"
"Rashad Reid","ELON",34,52.08,"C"
"Jakub Mwangelwa","FORDHAM",39,51.22,"C"
"De'Myrion Johnson","SOUTHERN U",44,50.89,"C"
"Jaydon Eason","STF AUSTIN",22,49.42,"C"
"KJ Hardesty","MOREHEAD",18,49.39,"C"
"Davin Dzidzienyo","WM & MARY",69,48.49,"C"
"Avery Barnes","MONMOUTH",29,47.59,"C"
"Mitchel Jaskowiak","IDAHO",46,47.57,"C"
"Amiree Alexander","SE LA",60,47.09,"C"
"Asher Tomaszewski","S DAKOTA",29,47.08,"C"
"Gensley Auguste","DELWARE ST",23,46.89,"C"
"Dean Mangiocavallo","GEORGETOWN",50,46,"C"
"IyiolaOluwa Solomi","LAMAR",33,45.09,"C"
"Zion Patillo","DUQUESNE",34,45.02,"C"
"Teddy Roby","ALCORN ST",41,44.97,"C"
"Nathan Huerta","TXRG",33,44.88,"C"
"Braxton Lassiter","RICHMOND",59,44.75,"C"
"Ean Johnson-Kelley","MERCER",33,44.54,"C"
"Tyreek'e Robinson","E TENN ST",25,43.73,"C"
"Nicholas Mathious","WOFFORD",48,43.42,"C"
"Devin Huegel","UC DAVIS",31,43.11,"C"
"Nakobi Spurrier","W GEORGIA",46,42.66,"C"
"Zacchaeus Dixon","MERCYHURST",41,42.6,"C"
"Sean Scheck","SAN DIEGO",48,42.35,"C"
"Jayden Baer","N ARIZONA",37,42.02,"C"
"Joe Kelly","COLGATE",49,41.82,"C"
"JJ Lewis","MONMOUTH",47,41.81,"C"
"Donovan Dozier","NWSTATE",32,41.63,"C"
"Isaiah Boyd","ALBANY",52,41.46,"C"
"Patrick Conserve","RHODE ISLD",27,41.26,"C"
"Ty Gordon","WM & MARY",69,40.91,"C"
"Jarmal Gilmore","DAVIDSON",45,40.9,"C"
"Demetrius Baldwin","FURMAN",32,40.77,"C"
"Kahmari Valentine","WAGNER",28,40.75,"C"
"Myles Dixon","SCAR STATE",21,40.56,"C"
"Kilas Francis","GRAMBLING",35,40.42,"C"
"Delano Marcelus","MERCER",47,40.15,"C"
"Chase Kerns","W CAROLINA",35,40.03,"C"
"Eugene Allen IV","NORFOLK",21,38.68,"D"
"Ashtin Rustemeyer","LNDNWD",38,38.37,"D"
"Ben Harman","ILL STATE",42,38.23,"D"
"Isaac Saffold","GEORGETOWN",30,38.15,"D"
"Thad Parson","ALABAMA ST",22,37.54,"D"
"Jordan Johnson","WOFFORD",38,37.48,"D"
"Jeremiah Shelby","WOFFORD",27,37.42,"D"
"Nigel McSween","VILLANOVA",38,37.05,"D"
"Alex Villavaso","NICHOLLS",33,36.97,"D"
"Jayden Wells","SO UTAH",28,36.86,"D"
"Seni Tuiaki","SO UTAH",49,36.78,"D"
"Adam DeSantis","COLGATE",32,36.75,"D"
"Tavales Curry","CAMPBELL",34,36.29,"D"
"Jason Bush Jr.","GRAMBLING",23,36.2,"D"
"Travis Jones","ILL STATE",40,36.12,"D"
"Brady Echols","WM & MARY",43,35.57,"D"
"Colin Scharriter","MERCYHURST",47,35.54,"D"
"Seven Cloud","TARLETON",44,35.42,"D"
"Jake Rhodes","MOREHEAD",16,35.35,"D"
"Brooks Maile","N COLORADO",37,35.32,"D"
"Aidan Salow","N IOWA",39,35.32,"D"
"Kai Baugh","TXAMEA",55,35.31,"D"
"Preston Hamilton","GARD-WEBB",33,35.3,"D"
"Andres Rodriguez","N COLORADO",30,35.15,"D"
"Christ Kore","MS VLY ST",42,35.11,"D"
"Charlie Stec","DUQUESNE",24,35.04,"D"
"Ramon McCollough Jr.","WOFFORD",44,34.92,"D"
"Chief Ebana","NEW HAMP",47,34.79,"D"
"Kendall Carter","MERRIMACK",20,34.75,"D"
"Alijah Alexander","MCNEESE",27,34.69,"D"
"Max Bremer","S ILLINOIS",17,34.58,"D"
"A'Amear Walton","STF AUSTIN",25,34.54,"D"
"Bryan Robertson","ROB MORRIS",17,34.13,"D"
"Ebenezer Bedada","CAMPBELL",50,33.65,"D"
"Graysen Schneider","MONTANA ST",18,33.6,"D"
"Gage Brown","SE LA",35,33.56,"D"
"Zavier Pollard","DAVIDSON",24,33.53,"D"
"Jyheam Ingram","N ALABAMA",45,33.42,"D"
"Kevin Johnson","WEBER ST",48,33.28,"D"
"Jayden Wilson-Abrams","E TENN ST",24,33.18,"D"
"Mark Fielder","MCNEESE",17,33.16,"D"
"Justin Tedim","COLGATE",37,32.93,"D"
"David Alexander","CITADEL",31,32.84,"D"
"Ratu Delano Navoti","VILLANOVA",34,32.72,"D"
"Payne Miller","E KENTUCKY",34,32.5,"D"
"Marquan Saddler Jr.","STHLSK",23,32.28,"D"
"Timothy Maxson","SE MO ST",32,32.2,"D"
"Jordan Jones","CAMPBELL",23,32.08,"D"
"Zalen Watkins","GARD-WEBB",25,32.05,"D"
"Zeliah Wade","PORTLAND",28,32.05,"D"
"Thomas Gerke","BUCKNELL",18,31.99,"D"
"Cameryn Heath","WM & MARY",30,31.92,"D"
"Joseph Polite","WOFFORD",41,31.65,"D"
"Cam Moore","MERCER",26,31.38,"D"
"Ahmir Crawley","LAFAYETTE",41,31.29,"D"
"Ashton Nawrocki","BUTLER",37,31.25,"D"
"Hollis Sams","MS VLY ST",36,31.24,"D"
"Jake East","IDAHO ST",41,31.2,"D"
"Cidney Johnson","W ILLINOIS",45,31.15,"D"
"Broderick Tommie Jr.","TENN MARTN",35,30.86,"D"
"Jayden Marable","E KENTUCKY",33,30.63,"D"
"Dh'King Brown","WOFFORD",23,30.56,"D"
"Hunter Sharbono","MONTANA ST",22,30.43,"D"
"Isaiah Fowler","MCNEESE",21,30.41,"D"
