"Name","Team","Total_Snaps","Avg_Snaps_Per_Game","Games_Played","Adjusted_Score","Display_Grade"
"GIOVANNI PANOZZO","WYOMING",107,53.5,2,96.58,"A+"
"KALAN ELLIS","S DIEGO ST",109,54.5,2,94.81,"A+"
"CHANDLER DONAWAY","WYOMING",107,53.5,2,93.45,"A+"
"TRISTIAN SMITH","ARK STATE",170,56.6666666666667,3,91.13,"A"
"EVAN BUSHONG","JAMES MAD",149,49.6666666666667,3,91.07,"A"
"JACKSON PRUITT","TEMPLE",189,63,3,91.07,"A"
"ISAIAH BULLERDICK","CHARLOTTE",105,35,3,90.63,"A"
"DARIUS NEALS","KENNESAW",78,39,2,89.35,"A"
"WIL SAXTON","ARK STATE",148,49.3333333333333,3,89.24,"A"
"JOSIAH PETAIA","WYOMING",95,47.5,2,88.81,"A"
"HADINE DIABY","JVILLE ST",93,46.5,2,87.82,"A"
"CONNOR DRAKE","DOMINION",124,62,2,87.59,"A"
"RASHEED JACKSON","TEXAS ST",209,69.6666666666667,3,87.4,"A"
"MALIK ALIANE","NEW MEXICO",167,55.6666666666667,3,86.83,"A"
"BRADEN HALES","COLO STATE",190,63.3333333333333,3,86.61,"A-"
"TYLER BROWN","JAMES MAD",160,53.3333333333333,3,86.16,"A-"
"MUSTAFA KANNEH","DELAWARE",205,68.3333333333333,3,85.97,"A-"
"JOEP ENGBERS","LIBERTY",193,64.3333333333333,3,85.41,"A-"
"SHALIK HUBBARD","S ALABAMA",242,80.6666666666667,3,85.11,"A-"
"ROGER CARREON","BOISE ST",199,66.3333333333333,3,84.24,"A-"
"NATHAN ELU","OREGON ST",210,70,3,83.85,"A-"
"MICHAEL LEVILLE WATKINS","S DIEGO ST",102,51,2,83.59,"A-"
"NICK BAKKEN","WASH STATE",175,58.3333333333333,3,82.96,"A-"
"MATTHEW GREENE","MO STATE",139,46.3333333333333,3,82.51,"A-"
"MO CLIPPER JR.","GA SOUTHRN",61,30.5,2,82.43,"A-"
"JACKSON BELLAMY","BUFFALO",158,52.6666666666667,3,81.94,"A-"
"BRYCE PARSON","OHIO",183,61,3,81.72,"A-"
"AHMAD CARWISE","TOLEDO",186,62,3,81.67,"A-"
"SKYLER GRANT","MEMPHIS",119,39.6666666666667,3,81.27,"A-"
"JAMAL SILER","S ALABAMA",242,80.6666666666667,3,81.19,"A-"
"AIDEN JONES","FAU",240,80,3,81.18,"A-"
"HUNTER WHITENACK","W MICHIGAN",179,59.6666666666667,3,81.07,"A-"
"TREVARIS EDWARDS","MIDDLE TN",170,56.6666666666667,3,81.02,"A-"
"RYAN WALKER","JVILLE ST",151,50.3333333333333,3,80.91,"A-"
"JACOB RUSSELL","C MICHIGAN",112,56,2,80.44,"A-"
"MIKE WALLACE JR.","KENNESAW",117,58.5,2,76.77,"B+"
"BAMIDELE BADUSI","TEXAS ST",153,51,3,76.75,"B+"
"COLE PRINCIPE","RICE",165,55,3,76.74,"B+"
"JACOB SCHORSCH","MIAMI OH",141,47,3,76.74,"B+"
"JAYDEN TRAPP","UTEP",54,27,2,76.38,"B+"
"JOSH RAYMOND","GA SOUTHRN",57,28.5,2,76.31,"B+"
"HUNTER ERB","TULSA",119,59.5,2,76.13,"B+"
"CARSON RASMUSSEN","BOISE ST",226,75.3333333333333,3,75.99,"B+"
"JOHN IANNUZZI","C MICHIGAN",155,51.6666666666667,3,75.83,"B+"
"ZACH COCHNAUER","NEVADA",106,53,2,75.79,"B+"
"GAGE STANALAND","GA STATE",198,66,3,75.21,"B+"
"GUZZY KAYED","E MICHIGAN",188,62.6666666666667,3,75.14,"B+"
"GRACESON SPANN","SM HOUSTON",196,65.3333333333333,3,75.12,"B+"
"BRANDON STONER","GA SOUTHRN",150,50,3,74.91,"B+"
"IAN MAYES","TULSA",184,61.3333333333333,3,74.9,"B+"
"JOE METZGER","UNLV",64,32,2,74.8,"B+"
"BRANDON SMITH","AKRON",137,45.6666666666667,3,74.51,"B+"
"PRECIOUS EKEH","KENNESAW",182,60.6666666666667,3,74.47,"B+"
"MAC WALTERS","APP STATE",155,51.6666666666667,3,74.44,"B+"
"THOMAS SHRADER","USF",112,56,2,74.22,"B+"
"VINCENT FIACABLE","FAU",240,80,3,74.02,"B+"
"RHETT LARSON","W KENTUCKY",218,72.6666666666667,3,73.94,"B+"
"DYLAN SENDA","TOLEDO",78,39,2,73.82,"B+"
"ZERIAN HUDSON","SO MISS",58,29,2,73.75,"B+"
