"Name","Team.Name","Total_Snaps","Avg_Snaps_Per_Game","Games_Played","Adjusted_Score","Display_Grade"
"JESSE LEGREE","OREGON ST",131,43.6666666666667,3,91.59,"A"
"CHANCE MORROW","BUFFALO",202,67.3333333333333,3,83.27,"A-"
"JAMILL WILLIAMS","JVILLE ST",40,20,2,81.11,"A-"
"CAM'RON LACY","MIDDLE TN",113,37.6666666666667,3,80.15,"A-"
"SEAN WILSON","DELAWARE",151,50.3333333333333,3,80.15,"A-"
"MAGUIRE ANDERSON","FIU",174,58,3,79.97,"B+"
"EASTON MESSER","FAU",250,83.3333333333333,3,79.35,"B+"
"ADJATAY DABBS","TOLEDO",134,44.6666666666667,3,74.4,"B+"
"TK KING","NEW MEX ST",46,23,2,72.47,"B"
"JEREMIAH MELVIN","E CAROLINA",74,37,2,72.19,"B"
"MAKAI JACKSON","LIBERTY",135,45,3,71.98,"B"
"CHRIS DAWN JR.","TEXAS ST",150,50,3,71.93,"B"
"TK KEYES","TROY",169,56.3333333333333,3,71.84,"B"
"JALEN MICKENS","LA TECH",143,47.6666666666667,3,71.73,"B"
"KELBY VALSIN","FAU",243,81,3,71.36,"B"
"SAM PICKETT III","APP STATE",167,55.6666666666667,3,70.93,"B"
"RILEY NEER","OHIO",153,51,3,70.69,"B"
"RJ VICK","COLO STATE",161,53.6666666666667,3,70.5,"B"
"DAMARION WITTEN","MIAMI OH",75,37.5,2,70.36,"B"
"DA'WAIN LOFTON","DELAWARE",140,46.6666666666667,3,70.07,"B"
"AVEION CHENAULT","W MICHIGAN",149,49.6666666666667,3,69.67,"B"
"DJ ALLEN JR.","UTSA",68,34,2,69.13,"B"
"ELI WOOD","UTAH ST",198,66,3,68.65,"B"
"RASEAN JONES","BOISE ST",193,64.3333333333333,3,68.22,"B"
"COOPER HOCH","S JOSE ST",174,58,3,68.16,"B"
"COLTON HINTON","COAST CAR",50,16.6666666666667,3,68.07,"B"
"CHRIS REED","SM HOUSTON",164,54.6666666666667,3,66.8,"B"
"BRENDAN JENKINS","S ALABAMA",217,72.3333333333333,3,66.42,"B-"
"JAYLEN HAMPTON","CHARLOTTE",200,66.6666666666667,3,65.43,"B-"
"CLAYTON COPPOCK JR.","COAST CAR",144,48,3,63.54,"B-"
"RICO BOND","TOLEDO",60,30,2,63.18,"B-"
"ISAIAH MYERS","MO STATE",131,43.6666666666667,3,62.47,"B-"
"ORAN SINGLETON JR.","TULSA",142,47.3333333333333,3,62.47,"B-"
"HAROLD MACK","E MICHIGAN",116,58,2,62.17,"B-"
"JOSHUA PORTER","USF",110,36.6666666666667,3,61.91,"B-"
"CORRI MILLINER","N TEXAS",131,43.6666666666667,3,61,"B-"
"ASHTON HOLLINS","GA SOUTHRN",127,42.3333333333333,3,60.76,"B-"
"MARIO SANDERS","SO MISS",176,58.6666666666667,3,60.35,"B-"
"JUSTIN STEVENSON","N TEXAS",126,42,3,60.21,"B-"
"GRADY O'NEILL","SM HOUSTON",136,45.3333333333333,3,59.94,"C+"
"JOJO STONE","FIU",126,42,3,59.66,"C+"
"ERIC NELSON JR.","FIU",70,35,2,59.63,"C+"
"ARHMAD BRANCH","USF",102,51,2,59.12,"C+"
"CARSON CLARK","S JOSE ST",160,53.3333333333333,3,59.1,"C+"
"RODSHAUN DORSEY","GA STATE",114,38,3,58.65,"C+"
"BRYSON RODGERS","USF",90,30,3,58.17,"C+"
"MALEEK HUGGINS","MIAMI OH",43,21.5,2,57.98,"C+"
"RUSSELL BABINEAUX","LA LAFAYET",50,25,2,57.8,"C+"
"HUNTER SUMMERS","ARK STATE",146,48.6666666666667,3,57.53,"C+"
"JACKSON HARPER","COLO STATE",98,32.6666666666667,3,57.25,"C+"
"DEONDRE JOHNSON","JVILLE ST",150,50,3,57.16,"C+"
"AJ WILLIAMS III","NEW MEX ST",90,45,2,56.68,"C+"
"EZEKIEL AVIT","FRESNO ST",110,36.6666666666667,3,56.51,"C+"
"JADEN BARNES","CHARLOTTE",173,57.6666666666667,3,56.37,"C+"
"COLIN CHASE","TEMPLE",182,60.6666666666667,3,56.09,"C+"
"JOSIAH FREEMAN","FRESNO ST",119,39.6666666666667,3,55.45,"C+"
"MEKHI ANDERSON","UTSA",95,31.6666666666667,3,55.32,"C+"
"DARYL BARNETT JR.","TOLEDO",86,43,2,55.28,"C+"
"DYLAN GARY","KENNESAW",51,25.5,2,52.6,"C"
"EJ REID","UAB",98,32.6666666666667,3,52.15,"C"
"DESTYN HILL","TULANE",118,39.3333333333333,3,51.64,"C"
"ZION BOOKER","KENNESAW",137,45.6666666666667,3,51.41,"C"
"NATHAN ACEVEDO","S DIEGO ST",112,37.3333333333333,3,50.92,"C"
"BRYSON HAMMER","TOLEDO",71,23.6666666666667,3,50.62,"C"
"WINN SHARP","BOWL GREEN",70,35,2,50.25,"C"
"AERYN HAMPTON","OREGON ST",118,39.3333333333333,3,49.95,"C"
"AUDRIC HARRIS","HAWAII",50,25,2,49.85,"C"
"DOM DORWART","OHIO",155,51.6666666666667,3,49.75,"C"
"TUCKER CUSANO","TEXAS ST",94,47,2,49.63,"C"
"TY MIMS","UAB",141,47,3,49.61,"C"
"BREDELL RICHARDSON","TULANE",44,22,2,49.58,"C"
"JAYLEN BONELLI","ARK STATE",154,51.3333333333333,3,49.33,"C"
"XAYVION TURNER-BRADSHAW","MARSHALL",125,41.6666666666667,3,49.23,"C"
"JEREMIAH WARE","GA SOUTHRN",72,24,3,49.16,"C"
"BRYCE RANDOLPH","LIBERTY",50,25,2,49.01,"C"
"CARVER CHEEKS","UTEP",110,36.6666666666667,3,48.49,"C"
"TERRENCE SMITH JR.","COLO STATE",105,35,3,48.45,"C"
"DEAREE ROGERS","N ILLINOIS",130,43.3333333333333,3,48.37,"C"
"TAMA UILIATA","HAWAII",76,38,2,48.3,"C"
"CHRIS LOFTON","APP STATE",160,53.3333333333333,3,48.28,"C"
"BRAYDEN MUNROE","KENNESAW",130,43.3333333333333,3,48.1,"C"
"DERRICK ELEY","CHARLOTTE",205,68.3333333333333,3,47.99,"C"
"KYLEN EVANS","TEXAS ST",99,33,3,47.86,"C"
"KYLE MCNEAL","FIU",82,41,2,47.77,"C"
"AJ WILSON","UTSA",97,32.3333333333333,3,47.56,"C"
"JOSH DALLAS","GA SOUTHRN",145,48.3333333333333,3,47.41,"C"
"JAVON ROGERS","KENNESAW",68,22.6666666666667,3,47.32,"C"
"DJ RILES","GA STATE",86,28.6666666666667,3,47.29,"C"
"COREY SCOTT","JAMES MAD",131,43.6666666666667,3,47.27,"C"
"BAYLIN BROOKS","W MICHIGAN",165,55,3,47.02,"C"
"NOAH GREVIOUS","JAMES MAD",36,18,2,46.91,"C"
"CHAUNCY COBB","ARK STATE",115,38.3333333333333,3,46.64,"C-"
"KYLE KOCH","N TEXAS",47,23.5,2,46.63,"C-"
"TYSON CARTER","FIU",80,26.6666666666667,3,46.45,"C-"
"NATE BRANCH","APP STATE",88,29.3333333333333,3,46.34,"C-"
"MARCELLUS JACKSON","LA MONROE",53,26.5,2,46.32,"C-"
"WAYNE HARRIS","KENT STATE",95,31.6666666666667,3,46.32,"C-"
"CHARLIE COENEN","WYOMING",126,42,3,46.26,"C-"
"KAINOA CARVALHO","HAWAII",66,33,2,46.25,"C-"
"DA'REALYST CLARK","KENT STATE",97,32.3333333333333,3,46.15,"C-"
"DOMINIQUE HENRY","FAU",219,73,3,46.11,"C-"
"PARKER FULGHUM","LA MONROE",108,36,3,46.02,"C-"
"JEREMIAH JONES-THOMAS","S ALABAMA",111,37,3,46.01,"C-"
"LA'DON BRYANT","N ILLINOIS",117,39,3,45.92,"C-"
"JOSH RODRIGUEZ","DOMINION",148,49.3333333333333,3,45.7,"C-"
"JAMARI PERSON","LIBERTY",160,53.3333333333333,3,45.51,"C-"
"JAYCE FREEMAN","TEMPLE",176,58.6666666666667,3,45.5,"C-"
"TRISTIAN GARDNER","COAST CAR",136,45.3333333333333,3,45.42,"C-"
"TIM BURNS JR.","SM HOUSTON",146,48.6666666666667,3,44.95,"C-"
"DEMICK STARLING","UTAH ST",108,36,3,44.62,"C-"
"AKEEM WRIGHT","BOISE ST",104,34.6666666666667,3,44.46,"C-"
"GRANT PAGE","SO MISS",98,32.6666666666667,3,43.97,"C-"
"MARCEL WILLIAMS","AKRON",113,37.6666666666667,3,43.86,"C-"
"CAMERON FLOWERS","W KENTUCKY",157,52.3333333333333,3,43.74,"C-"
"CYNAI THOMAS","OREGON ST",56,28,2,43.28,"C-"
"TAESHAUN LYONS","UNLV",107,53.5,2,43.22,"C-"
"NEO CLIFTON","MIDDLE TN",103,34.3333333333333,3,41.07,"C-"
"ROBBY WASHINGTON","COAST CAR",109,36.3333333333333,3,41.05,"C-"
"TROY OMEIRE","NEW MEXICO",98,32.6666666666667,3,40.81,"C-"
"BRAYLON ISOM","MIAMI OH",84,42,2,40.69,"C-"
"NICK DEVEREAUX","E MICHIGAN",145,48.3333333333333,3,40.65,"C-"
"EGYPT NELSON","W MICHIGAN",118,39.3333333333333,3,40.6,"C-"
"CJ SMITH","UAB",151,50.3333333333333,3,40.54,"C-"
"MARKUS ALLEN","MIDDLE TN",119,39.6666666666667,3,40.33,"C-"
"JIMMY CALLOWAY","TULSA",119,39.6666666666667,3,40.28,"C-"
"CAM BATES","BOISE ST",114,38,3,40.27,"C-"
"MICAH WOODS","S ALABAMA",121,60.5,2,40.25,"C-"
"DANIEL BLOOD","WASH STATE",154,51.3333333333333,3,40.18,"C-"
"JOSIAH MARTIN","N TEXAS",71,35.5,2,40.16,"C-"
"TALYN SHETTRON","LA TECH",100,33.3333333333333,3,40.14,"C-"
"DERRICK AVERY JR.","GA STATE",122,40.6666666666667,3,40.03,"C-"
"A.J. LITTLE","SO MISS",149,49.6666666666667,3,39.58,"D+"
"DARRIUS CLEMONS","WASH STATE",162,54,3,39.16,"D+"
"RONNEL JOHNSON","JVILLE ST",147,49,3,39.01,"D+"
"JAYLEN HIMES","SO MISS",120,40,3,38.98,"D+"
"NIC TRUJILLO","LA MONROE",154,51.3333333333333,3,38.97,"D+"
"JONATHAN STAFFORD JR.","W KENTUCKY",148,49.3333333333333,3,38.92,"D+"
"KAM THOMAS","UTEP",88,29.3333333333333,3,38.91,"D+"
"JMARIYAE ROBINSON","MO STATE",109,36.3333333333333,3,38.87,"D+"
"BRANDEN GANASHAMOORTHY","WASH STATE",121,40.3333333333333,3,38.68,"D+"
"TAZ REDDICKS","UNLV",53,26.5,2,38.5,"D+"
"KARMELLO ENGLISH","COAST CAR",135,45,3,38.49,"D+"
"GARY GIVENS III","NEVADA",156,52,3,38.4,"D+"
"JAYLEN ANDREWS","BUFFALO",36,18,2,38.4,"D+"
"DARRICK BLEDSOE III","SM HOUSTON",109,36.3333333333333,3,38.32,"D+"
"JAVON ROBINSON","UTAH ST",74,24.6666666666667,3,38.31,"D+"
"JOJO BERMUDEZ","TEMPLE",118,39.3333333333333,3,38.24,"D+"
"KENDALL HARRIS","DOMINION",47,23.5,2,38.1,"D+"
"ADRIAN NORTON","MARSHALL",145,48.3333333333333,3,37.88,"D+"
"AJ JONES","MIDDLE TN",112,37.3333333333333,3,37.75,"D+"
"BRYSON GRAVES","DELAWARE",87,29,3,37.66,"D+"
"MARSHAUN BROWN","NEVADA",64,32,2,37.59,"D+"
"TYLER JOHNSON","E CAROLINA",115,38.3333333333333,3,37.36,"D+"
"BERT EMANUEL JR.","S DIEGO ST",117,39,3,37.24,"D+"
"LYNEL BILLUPS-WILLIAMS","MIAMI OH",72,36,2,37.16,"D+"
"NAVELLE DEAN","KENNESAW",135,45,3,37.16,"D+"
"DAMIEN MORGAN","NEVADA",142,47.3333333333333,3,36.92,"D+"
"AARON BUTLER","OREGON ST",93,31,3,36.74,"D+"
"DJ DARLING","NEW MEXICO",87,29,3,36.65,"D+"
"TJ LOTT","TROY",89,44.5,2,36.6,"D+"
"ISAIAH THACKER","BALL ST",91,30.3333333333333,3,36.49,"D+"
"JORDAN ANDERSON","S JOSE ST",101,33.6666666666667,3,36.36,"D+"
"ALEX TAYLOR","GA SOUTHRN",151,50.3333333333333,3,36.14,"D+"
"DONOVAN LEWIS","DELAWARE",69,23,3,36.12,"D+"
"OWEN SWEENEY","MARSHALL",113,37.6666666666667,3,36.1,"D+"
"JJ HARRELL","DOMINION",154,51.3333333333333,3,35.83,"D+"
"DONOVAN BROWN","S DIEGO ST",62,31,2,35.8,"D+"
"JAMARION MCDOUGLE","BALL ST",91,30.3333333333333,3,35.51,"D+"
"BAILEN GEORGE","NEW MEXICO",110,36.6666666666667,3,35.49,"D+"
"PATRICK CLACKS III","BUFFALO",48,24,2,35.3,"D+"
"BARON TIPTON","N TEXAS",111,37,3,35.29,"D+"
"MEKHI MILLER","MO STATE",100,33.3333333333333,3,35.16,"D+"
"BRADY KLUSE","MEMPHIS",92,30.6666666666667,3,35.1,"D+"
"JASE NIX","S JOSE ST",108,36,3,34.56,"D+"
"KEDARIUS WADE","LA LAFAYET",127,42.3333333333333,3,31.14,"D"
"DAVID AMADOR II","UTSA",91,30.3333333333333,3,30.94,"D"
"DARIUS CANNON","JVILLE ST",75,25,3,30.62,"D"
"KRISTION BROOKS","LA LAFAYET",78,26,3,30.59,"D"
"LUKE WATKINS","LA TECH",92,30.6666666666667,3,30.47,"D"
"JERMANE HAYES","MEMPHIS",56,28,2,30.44,"D"
"ANTHONY BROWN-STEPHENS","TULANE",114,38,3,30.2,"D"
"T.J. JOHNSON","DOMINION",141,47,3,29.99,"D"
"DONOVAN HAMILTON","BALL ST",120,40,3,29.96,"D"
"JYWON BOYD","TROY",52,26,2,29.82,"D"
"JERRY MCCLURE","S JOSE ST",129,43,3,29.68,"D"
"BRANDON HILLS","AKRON",80,26.6666666666667,3,29.52,"D"
"QUINCY BURROUGHS","W KENTUCKY",101,33.6666666666667,3,29.38,"D"
"ERIC RICHARDSON","WYOMING",135,45,3,29.33,"D"
"ANTHONY IVEY","S JOSE ST",108,36,3,29.28,"D"
"CARSON BROWN","HAWAII",102,51,2,28.99,"D"
"CHRIS CULLIVER","MARSHALL",68,22.6666666666667,3,28.97,"D"
"BRANDEN HOCH","FAU",59,19.6666666666667,3,28.77,"D"
"JUSTIN RUFFIN JR.","C MICHIGAN",44,22,2,28.73,"D"
"JEREMIAH NASH","UTEP",47,23.5,2,28.37,"D"
"JACE PETTY","TROY",56,28,2,28.24,"D"
"KYAN MASON","AKRON",94,31.3333333333333,3,28.07,"D"
"ZA'RON COLLINS","JAMES MAD",49,24.5,2,28.05,"D"
"PRESTON BOWMAN","OHIO",69,34.5,2,27.88,"D"
"ANTHONY GARCIA","UTAH ST",127,42.3333333333333,3,27.55,"D"
"JAHLIL MCCLAIN","FRESNO ST",67,22.3333333333333,3,27.55,"D"
"NOREEL WHITE","TROY",107,35.6666666666667,3,27.45,"D"
"JEMYRI DAVIS","MEMPHIS",69,34.5,2,27.22,"D"
"STONKA BURNSIDE","MEMPHIS",118,39.3333333333333,3,26.99,"D"
"GARRETT MMAHAT","TULANE",71,23.6666666666667,3,26.94,"D"
"DONNIE CHEERS","NEVADA",55,27.5,2,26.39,"D-"
"ARDELL BANKS","KENT STATE",56,18.6666666666667,3,26.28,"D-"
"CJ NELSON","BALL ST",52,26,2,25.8,"D-"
"JADEN SMITH","UTEP",37,18.5,2,25.66,"D-"
"MILES BURRIS","AKRON",94,31.3333333333333,3,25.57,"D-"
"NIKKO BONCORE","UTAH ST",60,30,2,25.5,"D-"
"JAYDON JOHNSON","LA LAFAYET",44,22,2,25.25,"D-"
"ANDRE GREENE JR.","GA SOUTHRN",113,37.6666666666667,3,25.2,"D-"
"MILES WILLIAMS","NEW MEXICO",47,23.5,2,25.2,"D-"
"RAY RAY JOSEPH JR.","E CAROLINA",105,35,3,24.33,"D-"
"CASH SEMONZA","TULANE",37,18.5,2,24.18,"D-"
"LT ROBINSON","LA MONROE",49,24.5,2,23.05,"D-"
"MOUSSA BARRY","W KENTUCKY",75,37.5,2,22.83,"D-"
"GREG GAINES III","FIU",86,28.6666666666667,3,22.39,"D-"
"EIAN PUGH","OHIO",121,40.3333333333333,3,22.31,"D-"
"LANGSTON LEWIS","C MICHIGAN",82,41,2,22.31,"D-"
"DAVID WELLS JR.","TULSA",84,42,2,22.27,"D-"
"JACKSON HOLMAN","WYOMING",70,23.3333333333333,3,22.17,"D-"
"JP COULTER","LA MONROE",121,40.3333333333333,3,22.06,"D-"
"JAMEL HARDY JR.","UTSA",70,35,2,21.59,"D-"
"DAVIS BRYSON","KENNESAW",52,26,2,21.54,"D-"
"GEORGE DIMOPOULOS","N ILLINOIS",88,29.3333333333333,3,20.6,"D-"
"BRAYLEN WALKER","RICE",151,50.3333333333333,3,20.2,"D-"
