"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Position","Season","Conference","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Batted.Passes","Assistant","Stops","Sacks","NFL.Sacks","Hits","Hurries","Total.Pressures.Generated","Beaten.Defender","Pass.Break.Up","Interception","Forced.Fumble","Fumble.Recovery","Tackle.for.Loss.or.No.Gain","Dropped.Int","Pursuit.Pressure","Unblocked.Pass.Rush","First.Contact","Negative.Plays","Pass.Rush.Plays","Pass.Rush.Win.Percentage","Pass.Rush.Pressure.Percentage","Pass.Rush.Productivity","Run.Defense.Plays","Average.Depth.of.Tackle","Negative.Rush.Defense.Percentage","Positive.Rush.Defense.Percentage","Number.of.Negative.Plays","Coverage.Snaps","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","Yards.per.Reception.Allowed","Touchdowns.Allowed","First.Downs.Allowed","Interceptions","Forced.Incompletions","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Plays.of.15..Yards.Allowed","Successful.Plays.Percentage","Sacks.per.Throwaway","Open.Targets","Drops...Off.Targets.Receptions.Forced","Total.Negative.Plays","Total.Positive.Plays","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Average.Depth.of.Target.per.Coverage","Forced.Incompletion.Percentage","Jersey.Number","Total.Tackles","Missed.Tackle.Percentage","Assist.Tackles","Run.Stop","Run.Tackle.for.Losss.or.No.Gain","Missed.Tackle.Percentage.on.Run.Plays","Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Pass.Stop","Pass.Tackle.for.Loss.or.No.Gain","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","Total.Tackles..Sacks...Assists...Sacks...Missed.","Assist.on.Pass.Plays","Tackles.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Conference_Level","Row_ID","Lined.up.in.Press.Coverage","Negative.Rush.Grade.Percentage","Positive.Rush.Grade.Percentage","row_id"
"Charles Whelpley","S ILLINOIS",31,30.88,"D","LB",2026,"Missouri Valley",58.5,67.1,64.6,52.2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,5,"20.00%","20.00%",10,12,0,"0","0",0,14,3,"100%",48,16,0,2,0,0,118.8,3.43,2,"35.70%",0,0,0,2,0,"14.30%","0.00%","66.70%","0.00%",16,7.7,"0.00%",15,3,"25.00%",2,0,0,"0.00%",0,1,0,0,0,"33.30%",4,4,1,1,1,"FCS",168,NA,NA,NA,168
"Lucas Naquin","W GEORGIA",15,30.7,"D","LB",2026,"United Athletic",70.4,67.7,NA,64.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,9,3,"0","0",0,6,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",39,2,"0.00%",1,1,0,"0.00%",1,0,0,0,0,"0.00%",2,2,1,0,0,"FCS",245,NA,NA,NA,245
"Andrew Ruffin","W GEORGIA",25,30.7,"D","LB",2026,"United Athletic",71.6,69.7,60,66.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,"0","0.00%",0,14,1,"0","0",0,10,0,"0.00%",0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",14,4,"0.00%",1,1,0,"0.00%",1,1,0,0,0,"0.00%",4,4,0,2,0,"FCS",259,NA,NA,NA,259
"Terrelle Elmore","SE MO ST",19,30.47,"D","LB",2026,"Big South - OVC Football Association",64,63.8,56.2,63.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,"0","0.00%",0,11,10,"0","0",0,3,0,"0.00%",0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",21,2,"0.00%",1,0,0,"0.00%",1,0,0,0,0,"0.00%",2,2,1,0,0,"FCS",123,NA,NA,NA,123
"Troy Bean","CAL POLY",41,30.29,"D","LB",2026,"Big Sky",69.4,75.7,53.2,65.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,"0","0.00%",0,22,2.67,"0","9.10%",0,14,0,"0.00%",0,0,0,0,0,0,0,0,0,"35.70%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",2,3,"0.00%",0,2,0,"0.00%",3,0,0,0,0,"0.00%",3,3,0,0,0,"FCS",52,NA,NA,NA,52
"Ja'Wuan Nickson","E ILLINOIS",56,30.21,"D","LB",2026,"Big South - OVC Football Association",52.1,33.7,76.4,63.3,0,2,1,0,0,2,0,2,1,0,0,0,0,1,0,0,2,2,8,9,"11.10%","22.20%",11.1,28,2.5,"25.00%","10.70%",7,19,1,"50.00%",6,6,0,1,0,0,56.3,0.32,0,"31.60%",0,0,1,1,1,"0.00%","0.00%","50.00%","0.00%",3,3.5,"0.00%",5,4,"33.30%",2,1,1,"20.00%",2,2,1,0,0,"100%",6,6,0,0,1,"FCS",208,NA,NA,NA,208
"Ryker Jones","PRINCETON",26,30.18,"D","LB",2026,"Ivy",55.9,54.8,60,54,0,3,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,4,4,1,"0","100%",50,20,3,"15.00%","5.00%",3,5,1,"100%",3,3,0,0,0,0,79.2,0.6,0,"20.00%",0,0,0,1,0,"0.00%","0.00%","0.00%","0.00%",3,3,"0.00%",10,5,"28.60%",3,1,0,"25.00%",1,2,1,1,1,"33.30%",7,7,1,1,1,"FCS",162,NA,NA,NA,162
"Mafileo Tupou","E ILLINOIS",60,30.04,"D","LB",2026,"Big South - OVC Football Association",68,67.3,56.9,66.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,"0","0.00%",0,34,7.67,"5.90%","8.80%",2,22,0,"0.00%",0,0,0,0,0,0,0,0,0,"45.50%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",19,7,"12.50%",0,1,0,"14.30%",6,0,1,0,0,"0.00%",8,8,0,1,0,"FCS",266,NA,NA,NA,266
"Harrison McKinley","PRVIEW A&M",53,30.03,"D","LB",2026,"SWAC",61.5,61.2,56.4,61.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,"0","0.00%",0,26,18,"7.70%","0",2,24,1,"50.00%",6,6,0,0,0,0,56.3,0.25,0,"75.00%",0,0,1,1,0,"0.00%","0.00%","0.00%","0.00%",3,6.5,"0.00%",18,2,"0.00%",0,0,0,"0.00%",2,0,0,0,0,"0.00%",2,2,0,0,0,"FCS",284,NA,NA,NA,284
"Ryder Bordner","IDAHO",17,29.93,"D","LB",2026,"Big Sky",64.5,71.6,66.7,54.9,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,"50.00%","50.00%",25,13,1,"0","7.70%",0,2,0,"0.00%",0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,1,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",42,2,"0.00%",1,1,0,"0.00%",1,1,0,0,0,"0.00%",2,2,0,0,0,"FCS",83,NA,NA,NA,83
"Curtis Whiting","SACR HEART",21,29.89,"D","LB",2026,"CAA",65.9,66.7,60,63.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,"0","0.00%",0,14,8,"0","0",0,6,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"50.00%",0,0,1,0,0,"0.00%","0.00%","0.00%","0.00%",0,10,"0.00%",2,1,"0.00%",0,0,0,"0.00%",1,0,0,0,0,"0.00%",1,1,0,0,0,"FCS",33,NA,NA,NA,33
"Geno Calgaro","STNY BROOK",29,29.75,"D","LB",2026,"CAA",73.7,76.8,60,63.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0.00%",0,15,0,"0","6.70%",0,13,0,"0.00%",0,0,0,0,0,0,0,0,0,"76.90%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",20,1,"0.00%",1,0,0,"0.00%",0,1,0,0,0,"0.00%",1,1,0,0,0,"FCS",136,NA,NA,NA,136
"Ben Kumpon","TOWSON",38,29.74,"D","LB",2026,"CAA",59,65.8,64.5,47.7,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,4,3,4,"25.00%","50.00%",25,22,3,"9.10%","13.60%",2,12,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"66.70%",0,0,1,1,0,"0.00%","0.00%","0.00%","0.00%",0,23,"0.00%",0,4,"33.30%",2,1,0,"33.30%",2,2,2,0,0,"0.00%",6,6,0,0,0,"FCS",221,NA,NA,NA,221
"Jordan Okoye","SE LA",25,29.66,"D","LB",2026,"Southland",63.7,55,NA,66.9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,NA,NA,NA,NA,11,5,"18.20%","0",2,10,2,"100%",8,4,0,0,0,0,83.3,0.8,0,"50.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",4,0.5,"0.00%",10,4,"0.00%",2,0,0,"0.00%",1,1,0,1,0,"0.00%",4,4,1,1,0,"FCS",68,NA,NA,NA,68
"Kasai Jones","NICHOLLS",39,29.4,"D","LB",2026,"Southland",48.9,52,53.7,51.9,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,"0","0.00%",0,13,1,"23.10%","7.70%",3,22,3,"75.00%",73,24.3,1,2,0,0,156.3,3.32,2,"40.90%",0,4,1,3,0,"9.10%","100%","50.00%","0.00%",18.3,3.8,"0.00%",21,4,"20.00%",2,1,0,"0.00%",1,1,0,1,0,"33.30%",5,5,1,1,1,"FCS",277,NA,NA,NA,277
"Ethan Boll","N DAKOTA",65,29.17,"D","LB",2026,"Missouri Valley",70.4,74,55.1,62.1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,"0","0.00%",0,40,1.5,"10.00%","17.50%",4,22,1,"100%",5,5,0,0,0,0,87.5,0.23,0,"50.00%",0,0,0,1,0,"0.00%","0.00%","0.00%","0.00%",5,3,"0.00%",11,6,"45.50%",4,2,0,"44.40%",2,3,4,0,0,"50.00%",11,11,1,0,1,"FCS",92,NA,NA,NA,92
"Nio Espinoza","ILL STATE",26,28.7,"D","LB",2026,"Missouri Valley",57.4,49.7,54.8,73.4,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,8,"0","0.00%",0,12,-3,"16.70%","0",2,6,1,"100%",1,1,0,0,0,0,79.2,0.17,0,"66.70%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",1,1,"0.00%",22,4,"0.00%",0,1,1,"0.00%",1,0,0,2,0,"0.00%",4,4,0,3,0,"FCS",213,NA,NA,NA,213
"Malaki Te'o","N ARIZONA",20,28.25,"D","LB",2026,"Big Sky",65.5,54.6,71.8,65.6,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,NA,NA,NA,NA,9,0,"11.10%","0",1,11,0,"0.00%",0,0,0,0,0,0,0,0,0,"81.80%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",28,4,"20.00%",2,0,0,"33.30%",0,2,1,1,0,"0.00%",5,5,0,1,0,"FCS",76,NA,NA,NA,76
"Xavier Ahrens","MONTANA ST",67,28.09,"D","LB",2026,"Big Sky",58.9,54.7,56.2,62.4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,3,"0","0.00%",0,28,5,"17.90%","7.10%",5,36,1,"100%",6,6,0,0,0,0,91.7,0.17,0,"52.80%",0,0,0,1,0,"0.00%","0.00%","0.00%","0.00%",6,2,"0.00%",43,5,"16.70%",1,1,1,"25.00%",2,1,1,0,0,"0.00%",6,6,0,2,0,"FCS",215,NA,NA,NA,215
"Jamaal Purefoy-Thaxton","NC A&T",31,28.04,"D","LB",2026,"CAA",64.1,59.3,59.8,65.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,"0","0.00%",0,13,-2,"7.70%","7.70%",1,16,0,"0.00%",0,0,0,0,0,0,0,0,0,"31.30%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",20,1,"0.00%",0,1,1,"0.00%",1,0,0,0,0,"0.00%",1,1,0,0,0,"FCS",217,NA,NA,NA,217
"Ben Fiegel","S ILLINOIS",48,27.98,"D","LB",2026,"Missouri Valley",51.8,66.4,NA,45.3,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,6,NA,NA,NA,NA,18,4.67,"11.10%","11.10%",2,30,2,"100%",21,10.5,0,1,0,0,110.4,0.7,1,"36.70%",0,0,0,4,0,"3.30%","0.00%","50.00%","0.00%",10.5,2.5,"0.00%",45,6,"14.30%",2,2,0,"0.00%",3,1,0,0,0,"33.30%",7,7,1,1,1,"FCS",133,NA,NA,NA,133
"Noah Williams","E ILLINOIS",23,27.76,"D","LB",2026,"Big South - OVC Football Association",66.2,64,58.3,65.4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"0","0.00%",0,15,0,"0","0",0,6,1,"100%",0,0,0,0,0,0,79.2,0,0,"66.70%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",11,2,"0.00%",2,0,0,"0.00%",0,1,0,0,0,"0.00%",2,2,1,0,0,"FCS",209,NA,NA,NA,209
"Jaylen Dawson","FORDHAM",25,27.65,"D","LB",2026,"Patriot",54.8,69.2,59.1,49.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"0","0.00%",0,10,4.5,"0","0",0,14,2,"66.70%",29,14.5,0,2,0,0,97.9,2.07,1,"64.30%",0,0,1,2,0,"7.10%","0.00%","66.70%","0.00%",9.7,1.3,"0.00%",32,3,"25.00%",1,1,0,"0.00%",2,0,0,0,0,"50.00%",4,4,1,0,1,"FCS",177,NA,NA,NA,177
"Brandon Biagiarelli","BUCKNELL",68,27.56,"D","LB",2026,"Patriot",64.2,74.9,58.6,49.5,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,3,17,"5.90%","5.90%",2.9,35,2,"2.90%","11.40%",1,16,2,"66.70%",16,8,0,1,0,0,79.9,1,0,"56.30%",0,0,1,2,0,"0.00%","0.00%","33.30%","0.00%",5.3,3.7,"0.00%",10,5,"16.70%",0,3,0,"0.00%",5,0,0,0,0,"100%",6,6,0,0,1,"FCS",161,NA,NA,NA,161
"Nico Pate","DUQUESNE",55,27.51,"D","LB",2026,"Northeast",54.5,55.7,66,52.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,"0","0.00%",0,30,7.6,"10.00%","3.30%",3,20,1,"100%",11,11,1,1,0,0,152.1,0.55,0,"40.00%",0,1,0,2,1,"0.00%","100%","100%","0.00%",11,3,"0.00%",27,7,"0.00%",1,1,0,"0.00%",5,1,0,0,0,"0.00%",7,7,0,1,0,"FCS",18,NA,NA,NA,18
"Cody Pham","GEORGETOWN",46,27.41,"D","LB",2026,"Patriot",58.4,62.7,54.7,57.8,0,0,4,0,0,1,1,2,0,0,0,0,0,0,0,1,1,6,3,4,"0","25.00%",12.5,13,3.33,"15.40%","15.40%",2,29,2,"100%",15,7.5,0,1,0,0,97.9,0.52,0,"41.40%",0,0,0,1,0,"0.00%","0.00%","50.00%","0.00%",7.5,1.5,"0.00%",10,4,"20.00%",0,3,0,"25.00%",3,0,1,1,0,"0.00%",5,5,0,1,0,"FCS",97,NA,NA,NA,97
"Noah Livingston","LIUSHAR",37,27.39,"D","LB",2026,"Northeast",43.6,65.8,50.8,45,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,2,18,"0","5.60%",2.8,17,-4,"5.90%","5.90%",1,2,0,"0.00%",0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",0,2,"0.00%",1,1,1,"0.00%",1,0,0,0,0,"0.00%",2,2,1,0,0,"FCS",140,NA,NA,NA,140
"Joshua Collins","W CAROLINA",31,27.24,"D","LB",2026,"Southern",58.4,59.6,60,58,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,3,6,1,"0","0.00%",0,14,9.25,"21.40%","7.10%",3,16,3,"75.00%",32,10.7,0,2,1,0,58.3,2,0,"43.80%",0,0,0,3,1,"0.00%","0.00%","50.00%","25.00%",8,8.3,"0.00%",3,4,"20.00%",0,0,0,"0.00%",4,0,0,0,0,"100%",5,5,0,0,1,"FCS",141,NA,NA,NA,141
"Sean Chester","DARTMOUTH",31,26.98,"D","LB",2026,"Ivy",67.5,45.7,59.1,86.7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,"0","0.00%",0,22,0,"13.60%","0",3,8,1,"100%",5,5,0,0,0,1,87.5,0.63,0,"50.00%",0,0,0,0,2,"0.00%","0.00%","0.00%","0.00%",5,1,"100%",52,2,"0.00%",0,0,0,"0.00%",0,0,0,1,0,"0.00%",2,2,0,2,0,"FCS",194,NA,NA,NA,194
"LaRawn Robinson","CHATTNOOGA",22,26.97,"D","LB",2026,"Southern",60.8,57.2,NA,63.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,13,6,"7.70%","0",1,9,1,"50.00%",5,5,0,0,0,0,56.3,0.56,0,"77.80%",0,0,1,0,0,"0.00%","0.00%","0.00%","0.00%",2.5,10,"0.00%",17,2,"0.00%",1,0,0,"0.00%",1,1,0,0,0,"0.00%",2,2,0,0,0,"FCS",258,NA,NA,NA,258
"Dominic Jones","ALBANY",19,26.87,"D","LB",2026,"CAA",61.9,57.4,66.8,60.8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,2,"50.00%","50.00%",25,15,4,"20.00%","20.00%",3,2,0,"0.00%",0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",49,1,"0.00%",0,1,0,"0.00%",1,0,0,0,0,"0.00%",1,1,0,0,0,"FCS",286,NA,NA,NA,286
"Garrett Rogan","VILLANOVA",25,26.85,"D","LB",2026,"Patriot",65.8,67.1,56.3,62.8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,"0","0.00%",0,16,5,"6.30%","12.50%",1,6,0,"0.00%",0,0,0,0,0,0,0,0,0,"83.30%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",41,2,"0.00%",0,0,0,"0.00%",0,0,0,2,0,"0.00%",2,2,0,2,0,"FCS",30,NA,NA,NA,30
"Andrew Ruppe","PRESBYTERN",77,26.77,"D","LB",2026,"Pioneer",60.7,54.9,55.3,65.6,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,5,"0","0.00%",0,40,3.25,"17.50%","15.00%",7,32,3,"100%",22,7.3,0,1,0,0,97.2,0.69,0,"53.10%",0,0,0,1,0,"0.00%","0.00%","33.30%","0.00%",7.3,5,"0.00%",5,9,"10.00%",1,2,0,"16.70%",4,1,1,1,0,"0.00%",10,10,0,4,0,"FCS",235,NA,NA,NA,235
"Dean Schmitt","STHLSK",17,26.75,"D","LB",2026,"Northeast",61.5,60.4,59.2,62.1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,"0","0.00%",0,11,7,"9.10%","0",1,5,0,"0.00%",0,0,0,0,0,0,0,0,0,"60.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",48,4,"20.00%",3,1,0,"20.00%",1,3,1,0,0,"0.00%",5,5,0,0,0,"FCS",220,NA,NA,NA,220
"Helaman Ofahengaue","UTAHTC",64,26.67,"D","LB",2026,"Big Sky",52.8,52.9,NA,55.2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,7,NA,NA,NA,NA,33,5,"15.20%","12.10%",5,31,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"45.20%",0,0,2,2,0,"0.00%","0.00%","0.00%","0.00%",0,7,"0.00%",7,4,"42.90%",1,2,1,"42.90%",3,1,3,0,0,"0.00%",7,7,0,0,0,"FCS",77,NA,NA,NA,77
"Tyson Cooreman","N IOWA",16,26.65,"D","LB",2026,"Missouri Valley",65.9,64.8,NA,62.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,NA,NA,NA,NA,11,9,"9.10%","9.10%",1,5,0,"0.00%",0,0,0,0,0,0,0,0,0,"20.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",37,4,"20.00%",1,1,0,"20.00%",3,1,1,0,0,"0.00%",5,5,0,0,0,"FCS",57,NA,NA,NA,57
"Charles Battaglia","CAMPBELL",37,26.57,"D","LB",2026,"CAA",67.1,68.8,56,65.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,"0","0.00%",0,10,0,"0","0",0,23,2,"100%",19,9.5,0,1,0,0,106.3,0.83,0,"47.80%",0,0,0,1,1,"0.00%","0.00%","50.00%","0.00%",9.5,9.5,"0.00%",33,2,"0.00%",0,0,0,"0.00%",0,0,0,1,0,"0.00%",2,2,0,2,0,"FCS",288,NA,NA,NA,288
"Jayden Brown","MAINE",28,26.45,"D","LB",2026,"CAA",62.8,58.8,59.7,65.5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"0","0.00%",0,17,5,"11.80%","0",2,10,0,"0.00%",0,0,0,0,0,0,0,0,0,"30.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",18,5,"16.70%",3,0,0,"20.00%",1,3,1,0,0,"0.00%",6,6,0,1,0,"FCS",198,NA,NA,NA,198
"Cameren Dalrymple","NC A&T",22,26.34,"D","LB",2026,"CAA",66.4,67.2,56.8,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,"0","0.00%",0,12,11,"0","0",0,7,0,"0.00%",0,0,0,0,0,0,0,0,0,"42.90%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",23,1,"0.00%",0,0,0,"0.00%",1,0,0,0,0,"0.00%",1,1,0,0,0,"FCS",7,NA,NA,NA,7
"Lonnie Burt","E ILLINOIS",21,26.24,"D","LB",2026,"Big South - OVC Football Association",49,47.2,59.6,56.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,"0","0.00%",0,10,12,"20.00%","0",2,10,1,"100%",30,30,0,1,0,0,118.8,3,1,"40.00%",0,0,0,1,0,"10.00%","0.00%","100%","0.00%",30,27,"0.00%",43,3,"25.00%",1,0,0,"50.00%",1,0,1,0,0,"0.00%",4,4,1,1,0,"FCS",234,NA,NA,NA,234
"Alex Fiala","FORDHAM",20,26.23,"D","LB",2026,"Patriot",65,59.7,NA,65.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,8,8.5,"12.50%","0",1,12,0,"0.00%",0,0,0,0,0,0,0,0,0,"41.70%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",38,3,"0.00%",0,1,0,"0.00%",2,0,0,0,0,"0.00%",3,3,0,1,0,"FCS",178,NA,NA,NA,178
"Juju Laguerre","NC CENT",66,26.15,"D","LB",2026,"MEAC",71.7,83.6,55.3,59.8,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,3,5,8,"0","12.50%",6.3,31,4,"12.90%","6.50%",4,27,1,"100%",10,10,0,1,0,0,108.3,0.37,0,"55.60%",0,0,0,1,0,"0.00%","0.00%","100%","0.00%",10,5,"0.00%",40,1,"66.70%",0,1,0,"50.00%",1,0,1,0,0,"100%",3,3,0,0,1,"FCS",276,NA,NA,NA,276
"Dylan Torrico","PRINCETON",16,26.01,"D","LB",2026,"Ivy",61.8,69.4,NA,54.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,NA,NA,NA,NA,9,4.5,"0","0",0,7,1,"100%",15,15,0,1,0,0,118.8,2.14,1,"28.60%",0,0,0,1,0,"14.30%","0.00%","100%","0.00%",15,12,"0.00%",31,3,"0.00%",0,0,0,"0.00%",2,0,0,0,0,"0.00%",3,3,0,1,0,"FCS",240,NA,NA,NA,240
"Jordyn Stewart","E ILLINOIS",27,26,"D","LB",2026,"Big South - OVC Football Association",55.2,54.7,59.4,58.6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,"0","0.00%",0,15,0,"13.30%","6.70%",2,11,2,"100%",15,7.5,0,1,0,0,97.9,1.36,0,"36.40%",0,0,0,1,0,"0.00%","0.00%","50.00%","0.00%",7.5,2,"0.00%",34,3,"0.00%",1,1,1,"0.00%",1,1,0,0,0,"0.00%",3,3,0,1,0,"FCS",170,NA,NA,NA,170
"Conlee Crossno","MURRAY ST",21,25.97,"D","LB",2026,"Missouri Valley",66,64.6,NA,63,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,NA,NA,NA,NA,16,3,"6.30%","12.50%",1,5,0,"0.00%",0,0,0,0,0,0,0,0,0,"40.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",5,3,"0.00%",0,2,0,"0.00%",3,0,0,0,0,"0.00%",3,3,0,0,0,"FCS",183,NA,NA,NA,183
"Wesley York Jr.","TXAMEA",34,25.84,"D","LB",2026,"Southland",56.8,46.3,63.8,65.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,4,6,"0","16.70%",8.3,17,6.33,"23.50%","0",4,11,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"72.70%",0,0,1,0,0,"0.00%","0.00%","0.00%","0.00%",0,1,"0.00%",13,5,"0.00%",0,0,0,"0.00%",3,0,0,1,0,"0.00%",5,5,0,2,0,"FCS",80,NA,NA,NA,80
"Koby Dickens","TARLETON",16,25.6,"D","LB",2026,"United Athletic",67,68.4,55.4,64.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"0","0.00%",0,7,5,"0","0",0,6,0,"0.00%",0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",10,2,"0.00%",0,0,0,"0.00%",1,0,0,0,0,"0.00%",2,2,0,1,0,"FCS",182,NA,NA,NA,182
"Mason Kaplan","ILL STATE",31,25.44,"D","LB",2026,"Missouri Valley",58,46.1,69.6,60,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,3,7,"14.30%","28.60%",14.3,11,0,"18.20%","9.10%",2,13,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"61.50%",0,0,1,1,0,"0.00%","0.00%","0.00%","0.00%",0,4,"0.00%",14,1,"50.00%",1,0,0,"0.00%",0,0,0,0,0,"50.00%",2,2,1,0,1,"FCS",13,NA,NA,NA,13
