"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade"
"ASHTON HAMPTON","CLEMSON",69,100,"A"
"JALEN MAYO","HOUSTON",21,97.5,"A"
"DANIEL HARRIS","CAL",72,96.73,"A"
"JYAIRE HILL","MICHIGAN",58,96.51,"A"
"ANDREW MARSHALL","NEBRASKA",44,94.37,"A"
"DEMELLO JONES","GEORGIA",23,93.71,"A"
"MARTEL HIGHT","VANDERBILT",47,92.74,"A"
"KALEB PATTERSON","KANSAS ST",51,92.63,"A"
"JAYLON BRAXTON","OLE MISS",49,87.32,"A"
"JAIRE RAWLISON","W VIRGINIA",21,87.08,"A"
"JARVIS LEE","SMU",16,86.89,"A"
"CANNON DEVRIES","BYU",42,86.54,"A"
"VERNON GLOVER JR.","TCU",37,85.99,"A"
"DAVID COFFEY","IOWA STATE",57,85.5,"A"
"GRACESON LITTLETON","TEXAS",44,84.25,"A"
"MARQAVIOUS SABOOR","CINCINNATI",19,83.63,"A"
"MONTANA WARREN","ARIZONA ST",44,83.28,"A"
"DERRICK BARKSDALE","UCLA",56,83.14,"A"
"ELI BOWEN","OKLAHOMA",61,82.79,"A"
"DONOVAN JONES","NEBRASKA",41,82.7,"A"
"KELVIN HILL","GA TECH",53,82.63,"A"
"JACKSON VICK","NC STATE",16,80.77,"A"
"JACOB WALLACE","IOWA",35,79.75,"B"
"JETT JEFFERSON","MISS STATE",60,79.58,"B"
"J'VARI FLOWERS","FLORIDA",27,79.51,"B"
"DJ WALLER JR.","LOUISVILLE",42,79.45,"B"
"SMITH SNOWDEN","MICHIGAN",62,79.2,"B"
"OMAR THORNTON","MIAMI FL",23,79.05,"B"
"ELIJAH DAVIS","UTAH",47,78.96,"B"
"KENSLEY LOUIDOR-FAUSTIN","MISSOURI",48,78.77,"B"
"BOO CARTER","COLORADO",64,78.58,"B"
"EVAN SMITH","DUKE",47,78.23,"B"
"DEVON JORDAN","BAYLOR",43,77.66,"B"
"AUDAVION COLLINS","PENN STATE",30,76.37,"B"
"ZION TRACY","PENN STATE",29,76.04,"B"
"BRADLEE JONES","RUTGERS",56,75.93,"B"
"ANTIONE JACKSON","UCF",46,75.92,"B"
"BENI NGOYI","IOWA STATE",25,75.91,"B"
"TEON PARKS","TCU",17,75.84,"B"
"BYRON BALDWIN JR.","INDIANA",27,75.61,"B"
"JASON STOKES JR.","COLORADO",34,75.25,"B"
"BRICE POLLOCK","TEXAS TECH",74,74.8,"B"
"JAMES CHENAULT JR.","UTAH",36,74.77,"B"
"BRAVION ROGERS","TEXAS A&M",21,74.66,"B"
"SHELTON LEWIS","ARKANSAS",49,73.96,"B"
"NAZIR WARD","SYRACUSE",30,73.38,"B"
"GENTRY WILLIAMS","GEORGIA",20,72.65,"B"
"RODRICK PLEASANT","UCLA",57,72.33,"B"
"CHRIS GRAVES JR.","MISSOURI",58,72.16,"B"
"MICHAEL RICHARD","MICH STATE",21,71.7,"B"
"HASAAN SYKES","KENTUCKY",65,71.58,"B"
