"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade"
"TOMIWA DUROJAIYE","S CAROLINA",30,100,"A"
"DEUCE GERALDS","LSU",29,96.03,"A"
"XAVIER LEWIS","N CAROLINA",40,94.9,"A"
"JIREH MOE","UTAH",52,93.59,"A"
"A.J. HOLMES JR.","TEXAS TECH",57,85.19,"A"
"AYCEN STEVENS","VA TECH",23,85.03,"A"
"TAVION GADSON","KENTUCKY",39,83.64,"A"
"JAYDEN JACKSON","OKLAHOMA",47,82.65,"A"
"MARIO LANDINO","INDIANA",24,79.93,"B"
"SIALE TAUPAKI","PENN STATE",37,77.29,"B"
"MALCOLM ALCORN-CROWDER","SMU",21,77.1,"B"
"ELI COENEN","MICH STATE",31,73.66,"B"
"CORTEZ HARRIS","VA TECH",20,73.25,"B"
"JIDE ABASIRI","USC",32,71.09,"B"
"JERAMIAH MCCLOUD","FLORIDA",29,68.95,"B"
"LEROY JACKSON","N CAROLINA",42,68.45,"B"
"TREY PIERCE","MICHIGAN",36,67.92,"B"
"JOE HJELLE","INDIANA",17,67.76,"B"
"SANTANA HOPPER","COLORADO",45,67.64,"B"
"BEAR ALEXANDER","OREGON",53,67.44,"B"
"TAWFIQ THOMAS","GA TECH",50,66.93,"B"
"NICK JAMES","PITTSBURGH",49,65.97,"B"
"WILL HOLMES","ILLINOIS",31,65.37,"B"
"ELHADJ FALL","VA TECH",23,63.31,"B"
"JEFFSON LAFONTANT","UCF",46,63.31,"B"
"KALEN EDWARDS","KENTUCKY",21,62.69,"B"
"DARRION HENRY-YOUNG","VIRGINIA",24,61.17,"B"
"ISAIAH JOHNSON","N CAROLINA",28,60.96,"B"
"JORDAN ALLEN","KANSAS ST",33,60.62,"B"
"DENIGEL COOPER","WISCONSIN",21,60.04,"B"
"HORACE LOCKETT","UCF",39,58.51,"C"
"KADEAR DEMBELE","WAKE",30,57.61,"C"
"D'ANTRE ROBINSON","OREGON",22,57.48,"C"
"KHALIL LAUFAU","HOUSTON",15,57.4,"C"
"DEREK COLMAN-BRUSA","WASHINGTON",18,56.86,"C"
"ADRIAN FARROW","NC STATE",21,56.13,"C"
"NISSI OGBEBOR","SYRACUSE",51,52.31,"C"
"CODY SIGLER","AUBURN",29,52.24,"C"
"DK KALU","FLORIDA",25,51.21,"C"
"WILL ECHOLES","OLE MISS",24,50.67,"C"
"ANSEL DIN-MBUH","TCU",26,50.52,"C"
"TOMMY ZIESMER","LOUISVILLE",27,50.51,"C"
"RASHARD PERRY","SYRACUSE",34,50.42,"C"
"STERLING WEBB","MISSOURI",36,50.2,"C"
"VINCENT CARROLL-JACKSON","GA TECH",46,50.08,"C"
"CURT NEAL","PURDUE",43,50.01,"C"
"KJ HENSON","W VIRGINIA",32,49.95,"C"
"NICCO MAGGIO","N CAROLINA",30,49.78,"C"
"CHRISTIAN HUDSON","BOSTON COL",20,49.69,"C"
"COLBY CRONK","NC STATE",16,49.5,"C"
"JAHSEAR WHITTINGTON","NEBRASKA",31,49.49,"C"
"LANCE JACKSON","TEXAS",45,49.33,"C"
"KENNETH MERRIEWEATHER","IOWA",33,49.04,"C"
"CHRISTIAN SPEAKMAN","GA TECH",19,49.01,"C"
"TRAVIS BATES","KANSAS ST",39,48.29,"C"
"MATTHEW JOHNSON","OREGON",24,48.25,"C"
"DEREK WILKINS","CAL",57,47.97,"C"
"DALLAS AFALAVA","WAKE",56,47.82,"C"
"PRESTON WATSON","DUKE",41,47.1,"C"
"DILLAN FONTUS","SYRACUSE",32,47,"C"
"GLENN SEABROOKS III","VANDERBILT",21,45.93,"C"
"ZACH LOHAVICHAN","WAKE",48,45.91,"C"
"AHMAD MOTEN SR.","MIAMI FL",19,45.44,"C"
"KEMARI COPELAND","VA TECH",26,45.42,"C"
"IAN GEFFRARD","TEXAS",30,45.28,"C"
"MARKIS DEAL","TCU",21,44.92,"C"
"MAYS PESE","ARIZONA",44,44.8,"C"
"DALLAS WALKER IV","AUBURN",24,44.69,"C"
"LUKE GAFFNEY","IOWA",26,44.34,"C"
"STEPHIYLAN GREEN","LSU",20,43.76,"C"
"JONAH LEA'EA","MICHIGAN",19,43.69,"C"
"KEANU WILLIAMS","PENN STATE",38,43.16,"C"
"ELIJAH GRIFFIN","GEORGIA",20,42.22,"C"
"DEVARRICK WOODS","CLEMSON",28,41.46,"C"
"MICAH AMEDEE","BOSTON COL",35,41.34,"C"
"KEANU TANUVASA","BYU",50,41.31,"C"
"JJ HANNE","GEORGIA",15,41.02,"C"
"DAYLEN RUSSELL","LOUISVILLE",27,40.99,"C"
"XAVIER GILLIAM","TENNESSEE",53,40.87,"C"
"CHRISTIAN DAVIS","SMU",16,40.84,"C"
"JOSEPH MBATCHOU","FLORIDA",20,40.77,"C"
"A'MAURI WASHINGTON","OREGON",40,40.33,"C"
"EYAN THOMAS","MARYLAND",23,40.01,"C"
"ALEX VANSUMEREN","USC",32,39.97,"D"
"KEDRICK BINGLEY-JONES","ALABAMA",20,39.93,"D"
"TAYLOR BROWN","W VIRGINIA",22,39.72,"D"
"DJ HICKS","TEXAS A&M",36,39.37,"D"
"NATE GABRIEL","W VIRGINIA",39,38.97,"D"
"JARAY BLEDSOE","MISS STATE",37,38.36,"D"
"TYRIQUE TUCKER","INDIANA",24,37.6,"D"
"CHARLES PERKINS","WISCONSIN",17,37.46,"D"
"JAMAAL WHYCE JR.","BAYLOR",22,37.44,"D"
"JOHN WALKER","OHIO STATE",54,37.31,"D"
"DARIN CONLEY","WASHINGTON",41,37.02,"D"
"KEVIN ALLEN","SMU",24,36.83,"D"
"BAILEY ABERCROMBIE","LOUISVILLE",22,36.72,"D"
"RICHARD ANDERSON","LSU",17,36.45,"D"
"ZAIRE ANGOY","RUTGERS",21,36.25,"D"
"THEORIN RANDLE","MINNESOTA",37,36.19,"D"
"MYLACHI WILLIAMS","VA TECH",15,36.12,"D"
"BEN ROBERTS","MICH STATE",24,35.76,"D"
"NOAH CLARK","S CAROLINA",16,35.63,"D"
"CHRIS MARABLE JR.","BOSTON COL",21,35.35,"D"
"MARQUAZE PARKER","CINCINNATI",23,35.31,"D"
"BRYCE BUTLER","TEXAS TECH",19,35.24,"D"
"BRYSON LAMB","IOWA STATE",46,35.05,"D"
"DERRICK LEBLANC","MARYLAND",24,35.02,"D"
"LAVON JOHNSON","MARYLAND",23,34.99,"D"
"JERICHO JOHNSON","CAL",46,34.75,"D"
"HAMMOND RUSSELL IV","WISCONSIN",23,34.67,"D"
"BRYCE HAWTHORNE","IOWA",43,34.6,"D"
"AMIER WASHINGTON","UCLA",25,33.96,"D"
"DAVID OKE","ARKANSAS",30,33.93,"D"
"KEONA DAVIS","MIAMI FL",15,33.81,"D"
