"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade"
"KINGSTON LOPA","CAL",86,100,"A"
"JAH JAH BOYD","COLORADO",31,97.23,"A"
"ALEX MCLAUGHLIN","WASHINGTON",59,89.74,"A"
"ISAIAH CROSBY","CAL",69,89.45,"A"
"DAVAUGHN PATTERSON","WAKE",78,85.23,"A"
"CJ HEARD","VANDERBILT",44,85,"A"
"LAGONZA HAYWARD","FLORIDA",25,82.37,"A"
"SANTANA BANNER","MISSOURI",64,79.97,"B"
"DEJUAN LANE","TENNESSEE",71,76.48,"B"
"ANDREW PELLICCIOTTA","DUKE",60,76.46,"B"
"KADEN MCFADDEN","TCU",42,76.07,"B"
"TY BENEFIELD","LSU",45,74.81,"B"
"FALETAU SATUALA","BYU",67,73.89,"B"
"JARDIN GILBERT","MISS STATE",59,73.52,"B"
"RAHSHAWN CLARK","WASHINGTON",51,72.31,"B"
"DEVIN VAUGHT","MICH STATE",52,70.52,"B"
"JELANI MCDONALD","TEXAS",65,70.21,"B"
"SAEL REYES","SMU",30,70.19,"B"
"BRANDYN HILLMAN","VIRGINIA",29,69.47,"B"
"PEYTON BOWEN","OKLAHOMA",61,68.07,"B"
"TA'SHAWN JAMES","UCLA",47,67.52,"B"
"MONTINO WILLIAMS","VIRGINIA",20,66.2,"B"
"MEKHAI SMITH","MINNESOTA",33,65.95,"B"
"KP PRICE","BOSTON COL",70,65.87,"B"
"TYSON FLOWERS","VA TECH",33,65.59,"B"
"RICARDO JONES","VANDERBILT",54,65.08,"B"
"TAMARCUS COOLEY","LSU",37,65.07,"B"
"CRUCE BROOKINS","PITTSBURGH",56,64.92,"B"
"GEIMERE LATIMER II","W VIRGINIA",44,64.34,"B"
"MALIK HARTFORD","UCLA",58,63.75,"B"
"LYRIK RAWLS","ARIZONA ST",39,63.74,"B"
"ZACH LUTMER","IOWA",53,63.61,"B"
"ISAAC SMITH","MISS STATE",52,62.82,"B"
"GREG SMITH","N CAROLINA",42,62.78,"B"
"JORDAN CASTELL","KENTUCKY",64,62.04,"B"
"JUSTIN DENSON JR.","PURDUE",55,61.36,"B"
"JIMMY WYRICK","SMU",23,61.34,"B"
"JACKSON BENNEE","UTAH",60,61.1,"B"
"TY BRYANT","KENTUCKY",67,60.97,"B"
"CARTER DAVIS","BOSTON COL",69,59.45,"C"
"JAYLEN MOSES","SMU",18,59.3,"C"
"MATTHEW JUNG","WISCONSIN",57,58.78,"C"
"BRAY HUBBARD","ALABAMA",53,58.43,"C"
"JORDAN ALLEN","HOUSTON",27,58.42,"C"
"JAYLEN MCCLAIN","OHIO STATE",80,57.99,"C"
"MICAH GIFFORD","BAYLOR",31,57.88,"C"
"DASHAWN SPEARS","LSU",44,57.58,"C"
"DREW SURGES","IOWA STATE",28,57.44,"C"
"TAE HARRIS","GA TECH",66,57.32,"C"
"ALFONZO ALLEN JR.","FLORIDA",24,57.18,"C"
"JJ DUNNIGAN","MIAMI FL",23,56.94,"C"
"KOY BEASLEY","KANSAS ST",46,56.85,"C"
"RONAN HANAFIN","CLEMSON",47,56.11,"C"
"TJ METCALF","TENNESSEE",73,55.96,"C"
"TY BARTRUM","UCF",15,55.65,"C"
"QUAY'SHEED SCOTT","S CAROLINA",26,55.58,"C"
"JAYDEN WILLIAMS","UCF",59,55.45,"C"
"MIGUEL MITCHELL","ARKANSAS",37,54.55,"C"
"BRODY MILLER","IOWA STATE",40,54.53,"C"
"MALIK ESQUERRA","TEXAS TECH",75,53.81,"C"
"KEON SABB","ALABAMA",47,53.3,"C"
"NATE RITCHIE","UTAH",71,53.16,"C"
"DAVIEN KERR","SYRACUSE",62,52.74,"C"
"MJ CANNON","CINCINNATI",49,52.64,"C"
"AARON FLOWERS","OREGON",57,52.53,"C"
"BRYCE THORNTON","FLORIDA",15,52.47,"C"
"QUIMARI SHEMWELL","CAL",30,52.16,"C"
"JERON JONES","WASHINGTON",48,52.06,"C"
"KJ BOLDEN","GEORGIA",22,51.88,"C"
"CHRISTIAN PIERCE","USC",44,51.74,"C"
"KALEB HARRIS","AUBURN",41,51.56,"C"
"JEREMIAH COOPER","PENN STATE",34,51.33,"C"
"WESLEY FAIR","KANSAS ST",16,51.31,"C"
"CAIRO SKANES","WISCONSIN",22,51.13,"C"
"J'ZAVIEN CURRENCE","S CAROLINA",19,51.03,"C"
"CARSON LAWRENCE","VANDERBILT",36,50.94,"C"
"JESSIAH MCGREW","ARIZONA ST",38,50.4,"C"
"PEYTON WILLIAMS","S CAROLINA",36,50.33,"C"
"DRAKE STUBBS","FLORIDA",32,49.64,"C"
"CHRISTIAN HARRISON","ARKANSAS",47,49.38,"C"
"DWAYNE MCDOUGLE III","NEBRASKA",43,49.37,"C"
"NIKAI MARTINEZ","MICH STATE",53,49.34,"C"
"BRAYLAN LOVELACE","PITTSBURGH",53,49.23,"C"
"KYLIN JACKSON","TCU",16,49.22,"C"
"JORDAN DAVIS","BAYLOR",17,48.93,"C"
"COLBY MCCALISTER","BAYLOR",29,48.64,"C"
"RANDON FONTENETTE","COLORADO",65,48.37,"C"
"MARCUS UPTON","BOSTON COL",70,48.04,"C"
"RUSHAUN TONGUE","WAKE",80,47.97,"C"
"OMARION ROBINSON","OKLAHOMA",35,47.63,"C"
"PEYTON WOODYARD","OREGON",30,47.55,"C"
"RABBIT EVANS","UTAH",60,47.36,"C"
"CORTEZ REDDING","MIAMI FL",24,47.27,"C"
"MARCUS RATCLIFFE","TEXAS A&M",59,46.96,"C"
"ADRIAN WILSON","ARIZONA ST",44,46.85,"C"
"JORDAN LESTER","TCU",33,46.32,"C"
"JOHN SLAUGHTER","PURDUE",62,46.32,"C"
"JAHLEEL CULBREATH","UCF",16,46.26,"C"
"KYEAURE MAGLOIRE","ARKANSAS",34,46.25,"C"
"COREY MYRICK","CLEMSON",59,46.04,"C"
"JEROME CARTER III","CLEMSON",66,45.74,"C"
"PEYTON WATERS","N CAROLINA",43,45.71,"C"
"AMARE FERRELL","INDIANA",31,45.67,"C"
"MARVIN BURKS JR.","WISCONSIN",41,45.66,"C"
"LEE MOLETTE III","ARIZONA",29,45.4,"C"
"JAYDEN SHIPPS","MARYLAND",32,45.34,"C"
"NICK CULL","OLE MISS",31,45.32,"C"
"MARCUS WILLIAMS","MISS STATE",44,45.3,"C"
"MYLES TURPIN","WAKE",15,45,"C"
"MOSE PHILLIPS III","OKLA STATE",57,44.74,"C"
"CAM SIDNEY","CAL",41,44.74,"C"
"JASPER BEELER","CINCINNATI",48,44.66,"C"
"DEVYN HIDROGO","TCU",18,44.2,"C"
"BO ONU","BAYLOR",28,44.08,"C"
"QUA MOSS","TENNESSEE",50,43.97,"C"
"REX GUTHRIE","NEBRASKA",15,43.94,"C"
"PATRICK SMITH-YOUNG","DUKE",41,43.82,"C"
"MATTHEW BAILEY","ILLINOIS",60,43.55,"C"
"JAMIR CONN","NEBRASKA",35,43.43,"C"
"SYLVESTER SMITH-REED","AUBURN",26,43.38,"C"
"NAETEN MITCHELL","COLORADO",65,43.37,"C"
"DUHRON GOODMAN","IOWA STATE",51,43.28,"C"
"EARL LITTLE JR.","OHIO STATE",71,43.05,"C"
"MESSIAH DELHOMME","MARYLAND",31,42.74,"C"
"MASON ELLIS","KANSAS",31,42.27,"C"
"MATT SIEG","W VIRGINIA",27,42.12,"C"
"BRYCE FITZGERALD","MIAMI FL",17,41.96,"C"
"KENDEL DOLBY","MISS STATE",21,41.75,"C"
"RYAN YAITES","TCU",17,41.49,"C"
"KOI PERICH","OREGON",87,41.48,"C"
"RASEAN DINKINS","GEORGIA",25,41.23,"C"
"KALEB BEASLEY","LOUISVILLE",44,41.13,"C"
"KENTRELL WEBB","HOUSTON",24,40.87,"C"
"KYAN MCDONALD","ARIZONA ST",17,40.76,"C"
"BRAHEEM LONG JR.","SYRACUSE",63,40.72,"C"
"JOENEL AGUERO","OLE MISS",28,40.59,"C"
"RYLON DILLARD-ALLEN","WASHINGTON",59,40.59,"C"
"QUINTON HAMMONDS","OKLA STATE",61,40.49,"C"
"JA'MARLEY RIDDLE","GEORGIA",28,40.34,"C"
"IVAN TAYLOR","ALABAMA",26,40.03,"C"
"DEMARI HENDERSON","UCF",55,39.91,"D"
"DAVID BUCEY","S CAROLINA",34,39.91,"D"
"KING MACK","NC STATE",26,39.8,"D"
"JAYLEN JONES","VIRGINIA",18,39.71,"D"
"CHRIS JOINES","RUTGERS",62,39.55,"D"
"TODD ROBINSON","GEORGIA",20,39.38,"D"
"JOSH GUERRIER","PITTSBURGH",55,38.96,"D"
"BRODY BARNHARDT","NC STATE",32,38.63,"D"
"TYLER TURNER","BAYLOR",24,38.54,"D"
"DALTON BROOKS","TEXAS A&M",58,37.74,"D"
"DA'MARE WILLIAMS","W VIRGINIA",17,37.68,"D"
"BRODY JENNINGS","MIAMI FL",15,37.64,"D"
"LOGAN BARTLEY","KANSAS ST",40,36.92,"D"
"SEAN JOHNSON","MARYLAND",15,36.6,"D"
"CARTER STOUTMIRE","ARKANSAS",18,36.54,"D"
"TEVIS METCALF","TENNESSEE",18,36.52,"D"
"ANDY JAFFE","OLE MISS",20,36.51,"D"
"CAM DOOLEY","FLORIDA",21,35.57,"D"
"ANQUON FEGANS","AUBURN",24,35.56,"D"
"BRAYLON JOHNSON","WAKE",66,35.47,"D"
"RONNIE ROYAL III","NC STATE",18,35.43,"D"
"ELIJAH DOTSON","MISSOURI",35,34.81,"D"
"KAMARI WILSON","W VIRGINIA",37,34.72,"D"
"KOBE BLACK","TEXAS",40,34.72,"D"
"JOHNSLEY BARBAS","HOUSTON",15,34.54,"D"
"DJ COLEMAN","FLORIDA",34,34.53,"D"
"JAVION BUTTS","N CAROLINA",18,34.35,"D"
"QUENTIN REDDISH","VA TECH",42,34.07,"D"
"JALEN GILBERT","VANDERBILT",24,34.04,"D"
"TYREN POLLEY JR.","SMU",29,33.56,"D"
"LEWIS CARTER","UCF",65,33,"D"
"ANDREW POWDRELL","W VIRGINIA",30,32.84,"D"
"ETHAN MINTER","VIRGINIA",29,32.79,"D"
"LAVAIN SCRUGGS","MARYLAND",25,32.65,"D"
"MALCOLM HARTZOG JR.","ARIZONA",60,32.64,"D"
"XAVIER SCOTT","ILLINOIS",59,32.43,"D"
"ISAIAH TAYLOR","MIAMI FL",24,32.39,"D"
"MICHAEL BOGANOWSKI","OKLAHOMA",29,31.29,"D"
"TRISTAN TEASDELL","NC STATE",18,31.24,"D"
"JADEN MILLINER-JONES","SMU",32,30.94,"D"
"COREY GORDON","KANSAS",67,30.84,"D"
"CHRIS BRACY","MICHIGAN",61,30.5,"D"
"NATE TILMON","UTAH",21,30.46,"D"
"JADEN MANGHAM","PURDUE",22,30,"D"
"QUINN OLSON","ARIZONA",48,29.56,"D"
"ANTHONY HAWKINS","IOWA",53,28.76,"D"
"MJ PRESTON","OLE MISS",17,28.7,"D"
"KOEN ENTRINGER","LOUISVILLE",44,28.59,"D"
"CALEB FLAGG","UCF",17,28.01,"D"
"PRESTON ZACHMAN","INDIANA",27,27.48,"D"
"KERRY BROWN","MINNESOTA",58,27.43,"D"
"GARRISON MONROE","MINNESOTA",21,27.23,"D"
"CHAMP ANTHONY","AUBURN",31,26.81,"D"
"ROD MOORE JR.","MICHIGAN",57,25.79,"D"
"ZECHARIAH POYSER","MIAMI FL",23,24.54,"D"
"CHRISTIAN ELLIS","VIRGINIA",20,24.41,"D"
"DRE RILEY","MISS STATE",25,24.3,"D"
"DAYLEN AUSTIN","ARIZONA",17,23.81,"D"
"DASHAWN STONE","DUKE",45,23.62,"D"
"GERALD KILGORE","S CAROLINA",25,23.54,"D"
"ERIC WINTERS","AUBURN",43,23.42,"D"
"TOMMY PRASSAS","BYU",67,23.23,"D"
"MAC RESETICH","ILLINOIS",56,22.6,"D"
"SAVION RILEY","GA TECH",68,22.57,"D"
"KAMERON REDDIC","W VIRGINIA",24,21.57,"D"
"KENDALL DANIELS JR.","S CAROLINA",18,20.95,"D"
"TRAE STEVENSON JR.","GA TECH",28,20.89,"D"
"LATRELL NOEL","RUTGERS",62,20.68,"D"
"TYRIQ GREEN","GEORGIA",42,19.75,"F"
"ANTHONY ROBINSON III","OLE MISS",25,19.11,"F"
"COLEMAN BRYSON","N CAROLINA",17,18.5,"F"
"ZACK HARDEN","MINNESOTA",68,17.97,"F"
"DEREK WILLIAMS JR.","TEXAS",25,17.96,"F"
"PEYTON MORGAN","TEXAS TECH",71,16.49,"F"
"PROPHET BROWN","USC",47,16.28,"F"
"JAMISON PATTON","PENN STATE",35,16.17,"F"
"EDWIN JOSEPH","OLE MISS",31,14.74,"F"
"QUAN SANKS","INDIANA",20,14.58,"F"
"TAYLOR DAVIS","KANSAS",35,13.87,"F"
"JHASE THOMAS","LSU",22,11.89,"F"
"MICHAEL HURST JR.","CAL",31,10.6,"F"
"JAI EUGENE JR.","SYRACUSE",30,10.49,"F"
"CARL WILLIAMS IV","OREGON",30,10.29,"F"
"TRAJEN GRECO","MISSOURI",70,9.04,"F"
"T.J. BANKS","LOUISVILLE",21,8.09,"F"
"AIDAN GOUSBY","MINNESOTA",35,4.84,"F"
"MARCUS NEAL JR.","PENN STATE",34,1.51,"F"
"JULIUS SIMMS","TCU",35,0,"F"
