"Name","Team","Total_Snaps","Avg_Snaps_Per_Game","Games_Played","Adjusted_Score","Display_Grade"
"DEEJAY HOLMES JR.","FIU",40,40,1,100,"A+"
"ELISHA BALDRIDGE","FIU",31,31,1,100,"A+"
"JABRIEL RHODES-NELSON","GA STATE",66,33,2,92.96,"A"
"XAVIER ESQILLION","GA STATE",57,28.5,2,92.48,"A"
"ZACH JOHNSON","TOLEDO",86,43,2,92.03,"A"
"ESAIA BOGAR","WYOMING",101,50.5,2,90.55,"A"
"BRETT KARHU","NEW MEXICO",51,25.5,2,89.03,"A"
"DYLAN LABARBERA","NEVADA",130,65,2,88.86,"A"
"KYRAN DUHON","TULSA",75,37.5,2,88.42,"A"
"TAKARI HICKLE","OREGON ST",108,54,2,87.91,"A"
"THOMAS DAVIS","TULSA",103,51.5,2,84.79,"A-"
"KENO JONES","TROY",79,39.5,2,84.68,"A-"
"MITCHELL TONEY","COAST CAR",88,44,2,83.24,"A-"
"CALEB SANDSTROM","APP STATE",88,44,2,83.2,"A-"
"BRAYDEN KNOX","N TEXAS",28,28,1,82.43,"A-"
"JUSTIN STEARNS","S JOSE ST",64,32,2,81.57,"A-"
"JEREMIAH TUIILEILA","S JOSE ST",61,30.5,2,81.11,"A-"
"KEVONTAY WELLS","LA MONROE",60,30,2,79.99,"B+"
"DONNIE SMITH","TROY",112,56,2,79.88,"B+"
"OMARI ABOR","AKRON",103,51.5,2,78.87,"B+"
"LAYTON STARKS","BALL ST",43,21.5,2,78.05,"B+"
"BRODY HENDERSON","SM HOUSTON",96,48,2,78.01,"B+"
"OBINNA ONWUKA","COAST CAR",15,15,1,77.3,"B+"
"JAMES WALLEY JR.","UTSA",65,32.5,2,76.51,"B+"
"MAX STEGE","BOISE ST",87,43.5,2,76.32,"B+"
"JAYDEN VIRGIN-MORGAN","BOISE ST",95,47.5,2,76.14,"B+"
"JACK DUNKLEY","WYOMING",41,41,1,76.09,"B+"
"ANDREW ZOCK","TOLEDO",93,46.5,2,75.45,"B+"
"JAHZON JACKS","FRESNO ST",70,35,2,74.5,"B+"
"IBRAHIM DIAWARA","COAST CAR",70,35,2,74.13,"B+"
"MYLES BRADLEY","BOWL GREEN",107,53.5,2,74.12,"B+"
"CHIBBY NWAJUAKU","RICE",55,27.5,2,73.7,"B+"
"KELTON MCCASLIN","N DAK ST",78,39,2,73.62,"B+"
"JULIEN DAVIS","E CAROLINA",78,39,2,73.08,"B"
"MJ STROUD","GA SOUTHRN",71,35.5,2,73.06,"B"
"IAN MITCHELL","JVILLE ST",39,19.5,2,72.9,"B"
"BRANDON GORHAM","DELAWARE",74,37,2,72.89,"B"
"MATTHEW STENBROTEN","N DAK ST",81,40.5,2,72.32,"B"
"AIDEN BENTON","APP STATE",94,47,2,72.08,"B"
"KENDRICK DUJOUR","E CAROLINA",54,27,2,71.77,"B"
"BRADY NASSAR","S DIEGO ST",96,48,2,71.03,"B"
"KAI WALLIN","S DIEGO ST",76,38,2,70.22,"B"
"TYMERE JACKSON","TEXAS ST",70,35,2,70.16,"B"
"J'MOND TAPP","MEMPHIS",107,53.5,2,70.05,"B"
"JAIHIEN ROY","KENT STATE",75,37.5,2,69.99,"B"
"CAMRON COOPER","UTSA",82,41,2,69.96,"B"
"KALEB STEWART","BALL ST",54,27,2,69.09,"B"
"GABE PETERSON","NEW MEX ST",82,41,2,68.39,"B"
"JOSH ROBERTS","FAU",80,40,2,68.27,"B"
