"Name","Team","Total_Snaps","Avg_Snaps_Per_Game","Games_Played","Adjusted_Score","Display_Grade"
"CARSON TUJAGUE","UTAH ST",108,54,2,85.7,"A-"
"ELIAS SHERMAN","ARK STATE",95,47.5,2,85.11,"A-"
"LOGAN GOODWIN","BUFFALO",104,52,2,84.32,"A-"
"ZEION SIMPSON-SMITH","MIDDLE TN",83,41.5,2,83.62,"A-"
"LUCAS CONTI","UNLV",78,39,2,80.16,"A-"
"DEEJAY HOLMES JR.","FIU",38,38,1,80.11,"A-"
"ANTHONY BYNUM","GA SOUTHRN",75,37.5,2,75.08,"B+"
"ELISHA BALDRIDGE","FIU",18,18,1,72.23,"B"
"JAYLEN GEORGE","TULSA",100,50,2,71.02,"B"
"MIKAIO EDWARD","BOISE ST",80,40,2,70.46,"B"
"GRIFFEN WILLIS","NAVY",94,47,2,69.88,"B"
"LUCAS LAMBERT-PIPKIN","TOLEDO",51,25.5,2,69.85,"B"
"WESLEY HUDSON","N TEXAS",30,30,1,68.96,"B"
"TYREE MORRIS","UTAH ST",102,51,2,68.75,"B"
"KA'SHAWN THOMAS","BALL ST",70,35,2,68.55,"B"
"JAWAUN CAMPBELL","JVILLE ST",84,42,2,68.28,"B"
"WILKY DENAUD","FAU",80,40,2,67.97,"B"
"JARRA ANDERSON","SM HOUSTON",22,22,1,67.11,"B"
"DOMINICK BROGNA","DELAWARE",88,44,2,66.09,"B-"
"MASE LEWIS","S ALABAMA",64,32,2,65.4,"B-"
"RUSSELL SYKES IV","TEMPLE",48,24,2,65.38,"B-"
"JEREMIAH BAILEY","UTSA",97,48.5,2,64.36,"B-"
"ED SMITH IV","TULANE",106,53,2,64.09,"B-"
"RYAN REESE","ARK STATE",98,49,2,63.72,"B-"
"TEVITA TUHA","UTAH ST",80,40,2,63.45,"B-"
"JACK MORAN","COLO STATE",53,26.5,2,63.3,"B-"
"CHRISTOPHER CLIMES","BUFFALO",95,47.5,2,62.79,"B-"
"JAYLAND MCGLOTHEN","S JOSE ST",61,30.5,2,62.61,"B-"
"HUNTER ZIRKLE","C MICHIGAN",59,29.5,2,62.46,"B-"
"ALEX MULLINGS","GA STATE",32,32,1,62.31,"B-"
"KHURTISS PERRY","JVILLE ST",78,39,2,61.7,"B-"
"BLAKE BURRIS","FAU",63,31.5,2,61.5,"B-"
"BRADEN BAYS","RICE",46,23,2,61.33,"B-"
"KEVIN HORNBEAK JR.","TEMPLE",61,30.5,2,61.31,"B-"
"KAMERON HAMILTON","TULANE",72,36,2,61.29,"B-"
"JEREMIAH SANDIFORD","NEW MEX ST",49,24.5,2,61.21,"B-"
"TY CLEMONS","TROY",81,40.5,2,60.91,"B-"
"LANE CONDRY","LA TECH",33,33,1,60.84,"B-"
"CHANCELLOR OWENS","TEXAS ST",96,48,2,59.86,"C+"
"SOLOMONE LANGI","S JOSE ST",52,26,2,59.72,"C+"
"DAKARI FRAZIER","W MICHIGAN",25,25,1,59.61,"C+"
"ROBBY HARRISON","COLO STATE",54,27,2,59.31,"C+"
"TONY CARTER","ARK STATE",69,34.5,2,59.13,"C+"
"JUSTIN TERRELL","SM HOUSTON",47,23.5,2,59.07,"C+"
"JORDYN CRITES","TULANE",21,21,1,58.99,"C+"
"PAUL HUTSON III","WASH STATE",60,30,2,58.94,"C+"
"JAXON CHERRY","C MICHIGAN",62,31,2,58.82,"C+"
"MARTIN OWUSU","FRESNO ST",63,31.5,2,58.6,"C+"
"GAVRIEL LIGHTFOOT","S DIEGO ST",75,37.5,2,58.06,"C+"
"MARKUS CLARK","LIBERTY",48,24,2,57.96,"C+"
"JAKOLBI WILSON","JAMES MAD",37,18.5,2,57.44,"C+"
"MARQUIS HOOD","JVILLE ST",55,27.5,2,57.44,"C+"
"TYLER BAILEY","OREGON ST",63,31.5,2,57.37,"C+"
"KEENAN WILSON","N DAK ST",61,30.5,2,57.29,"C+"
"MARKELL CHAPMAN","MO STATE",38,38,1,57.22,"C+"
"ENZO-PIERRE TAYOU","NEW MEX ST",40,20,2,57.12,"C+"
"AARON CLARK","APP STATE",52,26,2,57.05,"C+"
"XZAVIER BOOKER","COAST CAR",42,21,2,56.89,"C+"
"AMARI COMIER","S DIEGO ST",83,41.5,2,56.54,"C+"
"SHAKAUN BOWSER","UTEP",53,26.5,2,56.45,"C+"
"JJ DOUGLAS","C MICHIGAN",79,39.5,2,56.43,"C+"
"AHMAD POOLE","COAST CAR",62,31,2,56.42,"C+"
