"Name","Team.Name","Offensive.Snaps","Composite_Score","Player_Grade"
"TYLER JOHNSON","E CAROLINA",30,44.7,"C"
"CHRIS DAWN JR.","TEXAS ST",41,44.22,"C"
"DONOVAN LEWIS","DELAWARE",24,44.02,"C"
"DERRICK ELEY","CHARLOTTE",73,44,"C"
"AJ WILSON","UTSA",31,43.99,"C"
"JOSH DALLAS","GA SOUTHRN",48,43.78,"C"
"TRISTIAN GARDNER","COAST CAR",53,43.64,"C"
"CHRIS REED","SM HOUSTON",64,42.88,"C"
"JOJO STONE","FIU",34,42.79,"C"
"JOJO BERMUDEZ","TEMPLE",31,42.75,"C"
"JACKSON HARPER","COLO STATE",27,42.66,"C"
"JUSTIN STEVENSON","N TEXAS",33,42.22,"C"
"COREY SCOTT","JAMES MAD",39,42.1,"C"
"TUCKER CUSANO","TEXAS ST",47,42.08,"C"
"JONATHAN STAFFORD JR.","W KENTUCKY",53,41.93,"C"
"TK KEYES","TROY",49,41.86,"C"
"TY MIMS","UAB",54,41.24,"C"
"KEDARIUS WADE","LA LAFAYET",40,40.97,"C"
"BRANDEN HOCH","FAU",19,40.97,"C"
"T.J. JOHNSON","DOMINION",43,40.06,"C"
"DESTYN HILL","TULANE",40,39.62,"D"
"BRYSON HAMMER","TOLEDO",24,39.44,"D"
"JEREMIAH JONES-THOMAS","S ALABAMA",41,39.43,"D"
"BRYCE RANDOLPH","LIBERTY",25,38.78,"D"
"ERIC NELSON JR.","FIU",35,38.77,"D"
"JIMMY CALLOWAY","TULSA",35,38.28,"D"
"TJ LOTT","TROY",44,38.06,"D"
"JAYCE FREEMAN","TEMPLE",54,38,"D"
"ROBBY WASHINGTON","COAST CAR",43,37.99,"D"
"CYNAI THOMAS","OREGON ST",26,37.83,"D"
"BREDELL RICHARDSON","TULANE",20,37.54,"D"
"TALYN SHETTRON","LA TECH",24,37.44,"D"
"ZION BOOKER","KENNESAW",42,37.34,"D"
"CARSON CLARK","S JOSE ST",53,37.28,"D"
"MATTHEW MCKINLEY-DANIELS","DELAWARE",23,37.14,"D"
"DERRICK AVERY JR.","GA STATE",32,36.9,"D"
"WINN SHARP","BOWL GREEN",44,36.88,"D"
"JEREMIAH WARE","GA SOUTHRN",23,36.85,"D"
"JAMARI PERSON","LIBERTY",62,36.82,"D"
"TIM BURNS JR.","SM HOUSTON",57,36.81,"D"
"RODSHAUN DORSEY","GA STATE",30,36.52,"D"
"ALEX TAYLOR","GA SOUTHRN",46,36.5,"D"
"DANIEL BLOOD","WASH STATE",57,36.32,"D"
"MEKHI ANDERSON","UTSA",29,36.31,"D"
"BRADY KLUSE","MEMPHIS",33,36.17,"D"
"LA'DON BRYANT","N ILLINOIS",44,36.12,"D"
"DONOVAN BROWN","S DIEGO ST",31,35.82,"D"
"T.J. WEST","UTSA",20,35.82,"D"
"XAVYION NOLAND","OREGON ST",16,35.82,"D"
"DEMICK STARLING","UTAH ST",41,35.73,"D"
"MARCEL WILLIAMS","AKRON",29,35.62,"D"
"EJ REID","UAB",23,35.53,"D"
"TYSON CARTER","FIU",18,35.33,"D"
"JAYLEN BONELLI","ARK STATE",55,35.15,"D"
"JJ HARRELL","DOMINION",49,34.95,"D"
"CHARLIE COENEN","WYOMING",41,34.85,"D"
"CHAUNCY COBB","ARK STATE",42,34.72,"D"
"JOSIAH FETUI","HAWAII",22,34.51,"D"
"BRENNAN RIDLEY","BOWL GREEN",47,34.45,"D"
"DARRICK BLEDSOE III","SM HOUSTON",45,34.16,"D"
"CAM BATES","BOISE ST",41,34.02,"D"
"DEONDRE JOHNSON","JVILLE ST",50,33.86,"D"
"KARMELLO ENGLISH","COAST CAR",44,33.8,"D"
"DARRIUS CLEMONS","WASH STATE",49,33.7,"D"
"BRAYLON ISOM","MIAMI OH",44,33.29,"D"
"CAM KING","GA SOUTHRN",20,33.2,"D"
"NOAH GREVIOUS","JAMES MAD",18,33.17,"D"
"JAYLEN ANDREWS","BUFFALO",18,32.31,"D"
"DOMINIQUE HENRY","FAU",83,32.29,"D"
"ZACH STAIR","GA STATE",19,32.27,"D"
"TAE'SEAN ROBINSON","DELAWARE",21,32.19,"D"
"DARYL BARNETT JR.","TOLEDO",42,32.13,"D"
"LYNEL BILLUPS-WILLIAMS","MIAMI OH",34,31.75,"D"
"DJ RILES","GA STATE",16,31.7,"D"
"KYLE MCNEAL","FIU",41,31.54,"D"
"NICK TYREE","DELAWARE",20,31.49,"D"
"MARCELLUS JACKSON","LA MONROE",23,31.12,"D"
"KAYDEN MCGEE","UNLV",33,30.65,"D"
"TRENTON CHANEY","LA LAFAYET",25,30.54,"D"
"LYNDON RAVARE","NEW MEX ST",27,30.33,"D"
"RONNEL JOHNSON","JVILLE ST",50,30.26,"D"
"LUKE SIVON","AKRON",44,30.11,"D"
"MICAH WOODS","S ALABAMA",60,29.85,"D"
"STONKA BURNSIDE","MEMPHIS",43,29.71,"D"
"GRANT PAGE","SO MISS",38,29.5,"D"
"BRAYDEN MUNROE","KENNESAW",43,29.46,"D"
"A.J. LITTLE","SO MISS",53,29.25,"D"
"DOM DORWART","OHIO",52,29.24,"D"
"TITUS MYERS","AKRON",22,29.18,"D"
"ANDRE GREENE JR.","GA SOUTHRN",38,28.81,"D"
"KALEB BROWN","UAB",61,28.36,"D"
"BERT EMANUEL JR.","S DIEGO ST",24,28.24,"D"
"BEAU SPARKS","TEXAS ST",45,28.23,"D"
"TROY OMEIRE","NEW MEXICO",28,28.18,"D"
"NICK DELGADILLO","HAWAII",19,28,"D"
"WAYNE HARRIS","KENT STATE",37,27.81,"D"
"AERYN HAMPTON","OREGON ST",44,27.62,"D"
"MILES WILLIAMS","NEW MEXICO",17,27.16,"D"
"MALEEK HUGGINS","MIAMI OH",23,26.93,"D"
"BRYSON RODGERS","USF",26,26.9,"D"
"ANTHONY BROWN-STEPHENS","TULANE",38,26.46,"D"
"BRANDON BUCKHAULTER","LA MONROE",43,26.33,"D"
"DA'REALYST CLARK","KENT STATE",35,26.11,"D"
"XAYVION TURNER-BRADSHAW","MARSHALL",33,25.91,"D"
"JAYDON JOHNSON","LA LAFAYET",22,25.86,"D"
"JORDAN ANDERSON","S JOSE ST",25,25.6,"D"
"KYAN MASON","AKRON",25,25.4,"D"
"NAVELLE DEAN","KENNESAW",47,25.08,"D"
"OWEN SWEENEY","MARSHALL",40,25.07,"D"
"TERRENCE SMITH JR.","COLO STATE",35,24.78,"D"
"JASAIAH GATHINGS","BUFFALO",65,24.52,"D"
"JAMARION MCDOUGLE","BALL ST",33,24.35,"D"
"NOREEL WHITE","TROY",43,24.19,"D"
"TAESHAUN LYONS","UNLV",53,24.11,"D"
"DJ DARLING","NEW MEXICO",21,24.09,"D"
"DAVID AMADOR II","UTSA",25,24.08,"D"
"EIAN PUGH","OHIO",49,23.73,"D"
"DAMIEN MORGAN","NEVADA",47,23.59,"D"
"PATRICK CLACKS III","BUFFALO",24,23.58,"D"
"CARVER CHEEKS","UTEP",36,23.14,"D"
"DARIUS CANNON","JVILLE ST",26,23.1,"D"
"ANTHONY GARCIA","UTAH ST",49,22.93,"D"
"BAYLIN BROOKS","W MICHIGAN",56,22.92,"D"
"DAVIS BRYSON","KENNESAW",26,22.87,"D"
"REX HAYNES","UTAH ST",31,22.85,"D"
"JAVON ROBINSON","UTAH ST",29,22.83,"D"
"EZEKIEL AVIT","FRESNO ST",28,22.72,"D"
"BRANDON HILLS","AKRON",26,22.64,"D"
"RAY RAY JOSEPH JR.","E CAROLINA",27,22.63,"D"
"PARKER FULGHUM","LA MONROE",20,22.22,"D"
"JUSTIN RUFFIN JR.","C MICHIGAN",22,21.81,"D"
"DEVIN ALVES","HAWAII",51,21.38,"D"
"JAHLIL MCCLAIN","FRESNO ST",20,21.15,"D"
"NICK DEVEREAUX","E MICHIGAN",65,21.11,"D"
"JMARIYAE ROBINSON","MO STATE",25,20.91,"D"
"JOSH RODRIGUEZ","DOMINION",45,20.67,"D"
"DONOVAN HAMILTON","BALL ST",37,20.42,"D"
"MARKUS ALLEN","MIDDLE TN",36,20.36,"D"
"MOUSSA BARRY","W KENTUCKY",50,20.17,"D"
"JERRY MCCLURE","S JOSE ST",44,19.97,"F"
"AUDRIC HARRIS","HAWAII",24,19.95,"F"
"JP COULTER","LA MONROE",39,19.56,"F"
"QUINCY BURROUGHS","W KENTUCKY",33,19.45,"F"
"TANK HAWKINS JR.","WASH STATE",18,19.13,"F"
"NIKKO BONCORE","UTAH ST",32,19.07,"F"
"ISAIAH THACKER","BALL ST",30,19.06,"F"
"CARSON BROWN","HAWAII",51,18.69,"F"
"KAINOA CARVALHO","HAWAII",32,18.49,"F"
"CARL JENKINS","MIAMI OH",19,18.39,"F"
"JOSHUA PORTER","USF",37,18.12,"F"
"KYLEN EVANS","TEXAS ST",30,17.69,"F"
"KRISTION BROOKS","LA LAFAYET",24,16.76,"F"
"CJ NELSON","BALL ST",26,16.71,"F"
"CHRIS CULLIVER","MARSHALL",18,16.42,"F"
"CASH SEMONZA","TULANE",22,16.16,"F"
"BLAZE KAMOKU","HAWAII",26,15.72,"F"
"MALACHI DURANT","OREGON ST",31,15.58,"F"
"MILES BURRIS","AKRON",34,15.24,"F"
"EGYPT NELSON","W MICHIGAN",36,15.06,"F"
"DARREN MORRIS","BOISE ST",31,14.8,"F"
"CHRIS LOFTON","APP STATE",55,14.77,"F"
"ISAIAH MYERS","MO STATE",30,14.45,"F"
"JAYLEN HIMES","SO MISS",40,14.38,"F"
"JACKSON HOLMAN","WYOMING",22,14.29,"F"
"JAMEL HARDY JR.","UTSA",35,13.21,"F"
"GARRETT MMAHAT","TULANE",22,12.91,"F"
"DAVID WELLS JR.","TULSA",42,12.84,"F"
"LANGSTON LEWIS","C MICHIGAN",41,12.7,"F"
"QUA'VEZ HUMPHREYS","W KENTUCKY",22,12.51,"F"
"GRAYSON O'BARA","N TEXAS",24,12.24,"F"
"AJ JONES","MIDDLE TN",29,12.18,"F"
"GEORGE DIMOPOULOS","N ILLINOIS",36,12.16,"F"
"DEANGELO IRVIN JR.","UNLV",40,12.05,"F"
"GREG GAINES III","FIU",33,11.83,"F"
"AARON BUTLER","OREGON ST",32,11.7,"F"
"CALVIN THOMAS","DELAWARE",23,11.27,"F"
"COREY THOMPSON JR.","BALL ST",19,11.09,"F"
"ERIC RICHARDSON","WYOMING",49,10.69,"F"
"AKEEM WRIGHT","BOISE ST",31,9.68,"F"
"PRESTON BOWMAN","OHIO",26,9.28,"F"
"TAMA UILIATA","HAWAII",38,8.87,"F"
"MEKHI MILLER","MO STATE",21,8.31,"F"
"BENSON PROSPER","E MICHIGAN",30,8.3,"F"
"BRAYLEN WALKER","RICE",44,8.1,"F"
"KENJI LEWIS","N ILLINOIS",23,7.29,"F"
"ADRIAN NORTON","MARSHALL",39,6.79,"F"
"PAYTON MATTHEWS","RICE",32,6.39,"F"
"DEAREE ROGERS","N ILLINOIS",42,6.19,"F"
"LT ROBINSON","LA MONROE",18,4.87,"F"
"AJ JOHNSON","UAB",27,4.33,"F"
"ARDELL BANKS","KENT STATE",19,4.22,"F"
"BRANDEN GANASHAMOORTHY","WASH STATE",30,3.58,"F"
"KAM THOMAS","UTEP",27,3.46,"F"
"BARON TIPTON","N TEXAS",41,3.17,"F"
"TAZ REDDICKS","UNLV",26,3.13,"F"
"DYLAN GENTRY","JVILLE ST",19,2.46,"F"
"JERON ASKREN","MO STATE",29,2.45,"F"
"JOSIAH FREEMAN","FRESNO ST",27,2.25,"F"
"JYWON BOYD","TROY",26,1.72,"F"
"NIC TRUJILLO","LA MONROE",38,1.54,"F"
"ANTHONY IVEY","S JOSE ST",28,0.36,"F"
"GOLDIE LAWRENCE","COAST CAR",20,0,"F"
