"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"COLIN ALEXANDER","GA SOUTHRN",65,63.33,"B"
"NETO UMEOZULU","N TEXAS",71,63.15,"B"
"TYRIQ POINDEXTER","APP STATE",60,63.07,"B"
"COLE MILLWARD","NEW MEXICO",64,62.91,"B"
"RILEY MCGEHEE","MEMPHIS",25,62.54,"B"
"EVAN MALCORE","MIAMI OH",52,62.22,"B"
"CAM STANCIL","JVILLE ST",48,61.86,"B"
"QUENTIN BUTLER","MIDDLE TN",51,61.67,"B"
"BRIAN BEIDATSCH","MIAMI OH",46,61.5,"B"
"BRAYLON JENKINS","WYOMING",55,60.77,"B"
"TORIYAN JOHNSON","COLO STATE",67,60.64,"B"
"TRUMAIN LAWSON","OHIO",64,60.43,"B"
"JA'KAVION NONAR","FAU",90,59.69,"C"
"LARRY EDWARDS","SO MISS",38,58.96,"C"
"MOFE ADEWOLE","KENT STATE",38,58.8,"C"
"ZAY ALEXANDER","LA LAFAYET",56,58.29,"C"
"JOHN WATKINS","TEMPLE",46,57.47,"C"
"MANUEL SERNA","S JOSE ST",78,57.32,"C"
"CHRISTIAN WILLIAMS","LIBERTY",69,56.11,"C"
"AIDAN ANDREWS","GA STATE",25,55.41,"C"
"RAYKWON GOLDTHWAITE","DOMINION",57,54.75,"C"
"DAVID APPLEWHITE","LA MONROE",63,54.06,"C"
"BEN GUSTAFSON","N ILLINOIS",37,53.72,"C"
"KRISTOS FERNANDEZ","CHARLOTTE",76,53.13,"C"
"JACKSON BROWN","UNLV",62,52.86,"C"
"CAM EAST","TULSA",61,52.85,"C"
"ARMOND OWENS","NEW MEX ST",35,52.69,"C"
"BRAYDEN WALTON","FRESNO ST",46,52.67,"C"
"BRYCE WEAVER","E CAROLINA",42,51.75,"C"
"CHRIS HOOD","BALL ST",63,51.59,"C"
"JACK LAIRD","MARSHALL",36,50.5,"C"
"BEN GALLOWAY","FAU",90,50.44,"C"
"WAHKEEM ROMAN","DELAWARE",31,50,"C"
"HAYES CREEL","E CAROLINA",42,49.14,"C"
"JAYLEN GARTH","UTSA",34,48.81,"C"
"TAI RAY","W KENTUCKY",83,48.5,"C"
"SEBASTIAN ESPINOZA","MO STATE",27,48.39,"C"
"GEORGE JACKSON","LA LAFAYET",48,48.08,"C"
"BEN ROEBUCK","W MICHIGAN",69,47.39,"C"
"DEACON RAWLS","JAMES MAD",54,46.85,"C"
"MATTHEW WILLIAMS","GA SOUTHRN",57,46.79,"C"
"JARIAN SHELBY","OHIO",64,46.35,"C"
"TARIQ MONTGOMERY","MARSHALL",51,45.8,"C"
"ALEKAI AFOA","UNLV",62,45.52,"C"
"TYLER MEADOWS","KENT STATE",42,45.49,"C"
"MICHAEL WOOTEN","USF",56,45.17,"C"
"WILLIAM BOONE","TEXAS ST",59,44.56,"C"
"DEAN BRISKI","HAWAII",77,44.53,"C"
"KENDRICK HALL","DOMINION",57,44.46,"C"
"JONATHAN GOULD","AKRON",46,44.41,"C"
"JEREMY SMITH","FIU",78,43.86,"C"
"AJ VINSON","LA MONROE",63,42.98,"C"
"JADARIOUS LEE","KENNESAW",58,42.11,"C"
"TYLER ETHRIDGE","BOISE ST",68,41.99,"C"
"KARSTEN UPCHURCH","W KENTUCKY",83,40.74,"C"
"JONNY LESTER","WASH STATE",58,40.18,"C"
"PAYTON KIRKLAND","UAB",30,40.07,"C"
"JORDON JONES","TROY",68,39.78,"D"
"SAMUEL ADJIN","E MICHIGAN",57,38.85,"D"
"JIMMY LISTON","UTAH ST",94,38.72,"D"
"NICKOLAS MOLINA","FIU",70,37.98,"D"
"D.J. GETH","LIBERTY",69,37.88,"D"
"ISAAC SOHN","SM HOUSTON",72,37.4,"D"
"TYLER BRUMFIELD","E MICHIGAN",69,34.44,"D"
"GRAYSON JOHNSON","UTEP",46,34.1,"D"
"A'MARION BRELAND","UTSA",58,32.93,"D"
"RYAN MICKOW","TULANE",47,32.37,"D"
"CALEB PYFROM","NEW MEX ST",28,32.25,"D"
"MAKHETE GUEYE","MO STATE",25,31.4,"D"
"JACK FOSTER","NEVADA",55,30.21,"D"
"BARRETT MADDOX","UAB",82,29.31,"D"
"CHAD SCHUSTER","W MICHIGAN",69,29.06,"D"
"JOSIAH TIMOTEO","OREGON ST",73,29.03,"D"
"JAYCE MITCHELL","LA LAFAYET",32,27.69,"D"
"JACOB BOOTH","C MICHIGAN",32,25.63,"D"
"DOMINIC STEWARD","TULANE",40,24.02,"D"
"IBRAHIM TRAORE","TOLEDO",45,23.96,"D"
"DAYLON METOYER","BOISE ST",68,23.88,"D"
"DARION REED","TULANE",33,23.74,"D"
"TYLER ROBERTS","UTEP",46,21.5,"D"
"MYLES JOSEPH","SM HOUSTON",72,20.09,"D"
"LANE MAHNESMITH","N ILLINOIS",57,15.91,"F"
"MARTIN KOIVISTO","C MICHIGAN",46,14.58,"F"
"TRISTAN COOK","BALL ST",63,11.66,"F"
"DARION RIVERS","TROY",47,10.48,"F"
"DANIEL JONES","COAST CAR",69,9.5,"F"
"DAUGHTRY RICHARDSON","COAST CAR",69,8.3,"F"
"BOOGIE HENDERSON","HAWAII",77,0,"F"
