"Name","Team.Name","Offensive.Snaps","Composite_Score","Player_Grade","Jersey.Number","Position","Season","Conference","Receiving.Grade","Key.Plays","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles","Fumbles.Lost","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference_Level","Catch_Rate","Yards_Per_Tgt","Tgt_Per_Snap"
"JEREMIAH WARE","GA SOUTHRN",23,36.85,"D",18,"WR",2026,"Sun Belt",66.1,3,16,2,4,4,51,12.8,0,2,0,0,0,4,0,0,63,15.8,16,0,3.19,-3,2,0,1,0,"0.00%",118.8,0.188,0.25,0,1,"G5",1,12.75,0.25
"JAMARI PERSON","LIBERTY",62,36.82,"D",3,"WR",2026,"C-USA",60.7,4,30,3,3,2,49,24.5,0,2,0,0,0,2,0,0,7,3.5,1,0,1.63,23.7,2,0,1,0,"0.00%",109.7,0,0.1,0.667,0.667,"G5",0.666666666666667,16.3333333333333,0.1
"TIM BURNS JR.","SM HOUSTON",57,36.81,"D",3,"WR",2026,"C-USA",55.8,3,42,5,7,4,63,15.8,0,4,1,0,0,3,1,0,29,7.3,14,0,1.5,16.7,3,1,1.33,0.333,"14.30%",87.2,0,0.167,0.286,0.571,"G5",0.571428571428571,9,0.166666666666667
"RODSHAUN DORSEY","GA STATE",30,36.52,"D",9,"WR",2026,"Sun Belt",64.9,3,18,0,4,3,46,15.3,0,2,0,0,0,3,0,0,16,5.3,10,0,2.56,9.8,1,1,1,0,"0.00%",112.5,0.111,0.222,0,0.75,"G5",0.75,11.5,0.222222222222222
"ALEX TAYLOR","GA SOUTHRN",46,36.5,"D",5,"WR",2026,"Sun Belt",59.4,3,32,12,3,2,34,17,0,1,0,0,0,2,0,0,13,6.5,6,0,1.06,14.7,2,1,1,0,"0.00%",104.9,0.031,0.094,0.333,0.667,"G5",0.666666666666667,11.3333333333333,0.09375
"DANIEL BLOOD","WASH STATE",57,36.32,"D",1,"WR",2026,"Pac-12",62.3,6,31,5,6,5,57,11.4,0,3,1,0,0,6,0,0,17,3.4,6,0,1.84,6.3,1,0,0.833,0.167,"0.00%",106.3,0.097,0.194,0.167,0.833,"G5",0.833333333333333,9.5,0.193548387096774
"MEKHI ANDERSON","UTSA",29,36.31,"D",14,"WR",2026,"The American",62.8,3,17,1,8,7,42,6,0,1,0,0,0,7,1,1,30,4.3,7,1,2.47,5.1,1,0,1,0,"12.50%",88.5,0.235,0.471,0.125,0.875,"G5",0.875,5.25,0.470588235294118
"BRADY KLUSE","MEMPHIS",33,36.17,"D",12,"WR",2026,"The American",59.6,3,15,2,1,1,40,40,0,1,0,0,0,1,0,0,6,6,3,0,2.67,34,1,0,1,0,"0.00%",118.8,0,0.067,1,1,"G5",1,40,0.0666666666666667
"LA'DON BRYANT","N ILLINOIS",44,36.12,"D",0,"WR",2026,"MWC",63.7,6,30,6,7,4,42,10.5,0,2,0,0,0,4,2,1,12,3,5,0.5,1.4,13.9,1,1,1,0,"28.60%",35.1,0,0.233,0.286,0.571,"G5",0.571428571428571,6,0.233333333333333
"DONOVAN BROWN","S DIEGO ST",31,35.82,"D",14,"WR",2026,"Pac-12",64.7,4,18,14,3,2,24,12,0,2,0,0,0,2,1,0,7,3.5,4,0,1.33,12.3,1,0,1,0,"33.30%",91,0,0.167,0.333,0.667,"G5",0.666666666666667,8,0.166666666666667
"T.J. WEST","UTSA",20,35.82,"D",19,"WR",2026,"The American",67.9,2,14,6,4,3,27,9,0,1,0,0,0,3,1,1,9,3,5,1,1.93,11.3,0,0,1,0,"25.00%",92.7,0,0.286,0.25,0.75,"G5",0.75,6.75,0.285714285714286
"XAVYION NOLAND","OREGON ST",16,35.82,"D",4,"WR",2026,"Pac-12",68.3,3,13,1,3,3,34,11.3,0,2,0,0,0,3,0,0,17,5.7,3,0,2.62,5.7,0,1,1,0,"0.00%",113.9,0.231,0.231,0,1,"G5",1,11.3333333333333,0.230769230769231
"DEMICK STARLING","UTAH ST",41,35.73,"D",6,"WR",2026,"Pac-12",63.7,4,32,1,7,3,30,10,1,3,0,0,0,3,0,0,4,1.3,1,0,0.94,19.6,1,0,1,0,"0.00%",55.7,0.031,0.219,0.429,0.429,"G5",0.428571428571429,4.28571428571429,0.21875
"MARCEL WILLIAMS","AKRON",29,35.62,"D",2,"WR",2026,"MAC",65.4,3,19,6,4,4,38,9.5,0,2,0,0,0,4,0,0,22,5.5,3,0,2,4,0,0,1,0,"0.00%",106.3,0.053,0.211,0,1,"G5",1,9.5,0.210526315789474
"EJ REID","UAB",23,35.53,"D",4,"WR",2026,"The American",67.7,3,14,2,3,3,26,8.7,0,2,0,0,0,3,1,1,16,5.3,2,1,1.86,3.3,0,1,1,0,"33.30%",102.8,0,0.214,0,1,"G5",1,8.66666666666667,0.214285714285714
"TYSON CARTER","FIU",18,35.33,"D",13,"WR",2026,"C-USA",66.8,2,15,0,2,1,29,29,0,1,0,0,0,1,0,0,14,14,8,0,1.93,31.5,1,1,1,0,"0.00%",95.8,0.067,0.133,0.5,0.5,"G5",0.5,14.5,0.133333333333333
"JAYLEN BONELLI","ARK STATE",55,35.15,"D",10,"WR",2026,"Sun Belt",59.4,2,35,2,3,3,43,14.3,0,1,0,0,0,3,0,0,19,6.3,11,0,1.23,8,2,2,1,0,"0.00%",118.8,0.057,0.086,0,1,"G5",1,14.3333333333333,0.0857142857142857
"JJ HARRELL","DOMINION",49,34.95,"D",1,"WR",2026,"Sun Belt",60.4,2,19,1,3,3,51,17,0,1,0,0,0,3,0,0,24,8,11,0,2.68,9,1,1,1,0,"0.00%",118.8,0,0.158,0.333,1,"G5",1,17,0.157894736842105
"CHARLIE COENEN","WYOMING",41,34.85,"D",19,"WR",2026,"MWC",61.5,4,22,6,3,3,33,11,0,1,0,0,0,3,1,1,7,2.3,1,1,1.5,8.7,1,0,1,0,"33.30%",112.5,0,0.136,0.333,1,"G5",1,11,0.136363636363636
"CHAUNCY COBB","ARK STATE",42,34.72,"D",2,"WR",2026,"Sun Belt",65,9,31,0,10,6,75,12.5,0,5,2,0,0,8,1,0,19,3.2,4,0,2.42,9.5,3,0,0.75,0.25,"10.00%",43.8,0.226,0.323,0.1,0.6,"G5",0.6,7.5,0.32258064516129
"JOSIAH FETUI","HAWAII",22,34.51,"D",83,"WR",2026,"MWC",66.7,2,16,2,2,2,24,12,0,2,0,0,0,2,1,1,0,0,0,1,1.5,12,0,0,1,0,"50.00%",116.7,0,0.125,0,1,"G5",1,12,0.125
"BRENNAN RIDLEY","BOWL GREEN",47,34.45,"D",5,"WR",2026,"MAC",59.2,2,26,3,6,5,46,9.2,0,3,0,0,0,5,1,0,15,3,-9,0,1.77,5.8,2,0,1,0,"16.70%",98.6,0.039,0.231,0,0.833,"G5",0.833333333333333,7.66666666666667,0.230769230769231
"DARRICK BLEDSOE III","SM HOUSTON",45,34.16,"D",0,"WR",2026,"C-USA",57.7,4,33,2,5,4,26,6.5,1,1,0,0,0,3,0,0,10,2.5,3,0,0.79,5.8,0,0,1.33,0,"0.00%",127.9,0.152,0.152,0.2,0.8,"G5",0.8,5.2,0.151515151515152
"CAM BATES","BOISE ST",41,34.02,"D",3,"WR",2026,"Pac-12",57.5,3,30,4,3,2,15,7.5,1,1,0,0,0,2,1,1,0,0,0,1,0.5,14,0,0,1,0,"33.30%",118.1,0.1,0.1,0.333,0.667,"G5",0.666666666666667,5,0.1
"DEONDRE JOHNSON","JVILLE ST",50,33.86,"D",11,"WR",2026,"C-USA",67.6,4,26,7,4,3,22,7.3,0,2,0,0,0,3,1,0,-18,-6,3,0,0.85,13,1,0,1,0,"25.00%",87.5,0,0.154,0.25,0.75,"G5",0.75,5.5,0.153846153846154
"KARMELLO ENGLISH","COAST CAR",44,33.8,"D",0,"WR",2026,"Sun Belt",64.1,3,35,8,5,3,31,10.3,0,3,0,0,0,3,0,0,7,2.3,1,0,0.89,8.8,1,0,1,0,"0.00%",77.9,0.029,0.143,0,0.6,"G5",0.6,6.2,0.142857142857143
"DARRIUS CLEMONS","WASH STATE",49,33.7,"D",4,"WR",2026,"Pac-12",66.3,5,28,2,5,3,40,13.3,0,3,0,0,0,3,2,1,5,1.7,2,0.5,1.43,12,1,0,1,0,"40.00%",45.8,0,0.179,0,0.6,"G5",0.6,8,0.178571428571429
"BRAYLON ISOM","MIAMI OH",44,33.29,"D",18,"WR",2026,"MAC",60.5,2,31,6,6,2,40,20,0,2,0,0,0,2,0,0,5,2.5,4,0,1.29,16.2,2,1,1,0,"0.00%",57.6,0.194,0.194,0.167,0.333,"G5",0.333333333333333,6.66666666666667,0.193548387096774
"CAM KING","GA SOUTHRN",20,33.2,"D",12,"WR",2026,"Sun Belt",67.8,2,13,4,2,2,26,13,0,1,0,0,0,2,0,0,7,3.5,3,0,2,9.5,1,0,1,0,"0.00%",118.8,0.077,0.154,0,1,"G5",1,13,0.153846153846154
"NOAH GREVIOUS","JAMES MAD",18,33.17,"D",11,"WR",2026,"Sun Belt",69.3,3,13,1,5,4,39,9.8,0,2,0,0,0,4,0,0,20,5,4,0,3,8.8,1,0,1,0,"0.00%",59.6,0.385,0.385,0.2,0.8,"G5",0.8,7.8,0.384615384615385
"JAYLEN ANDREWS","BUFFALO",18,32.31,"D",2,"WR",2026,"MAC",67.7,3,13,6,6,4,37,9.3,0,1,1,0,0,5,0,0,9,2.3,4,0,2.85,11,1,0,0.8,0.2,"0.00%",83.3,0.077,0.462,0,0.667,"G5",0.666666666666667,6.16666666666667,0.461538461538462
"DOMINIQUE HENRY","FAU",83,32.29,"D",9,"WR",2026,"The American",54.6,4,51,8,9,6,38,6.3,0,2,1,0,0,7,0,0,15,2.5,13,0,0.75,10.6,0,2,0.857,0.143,"0.00%",75.2,0.039,0.176,0.111,0.667,"G5",0.666666666666667,4.22222222222222,0.176470588235294
"ZACH STAIR","GA STATE",19,32.27,"D",82,"WR",2026,"Sun Belt",74.5,4,11,1,3,2,19,9.5,0,1,0,0,0,2,1,0,8,4,2,0,1.73,17.3,0,0,1,0,"33.30%",84,0,0.273,0.333,0.667,"G5",0.666666666666667,6.33333333333333,0.272727272727273
"TAE'SEAN ROBINSON","DELAWARE",21,32.19,"D",10,"WR",2026,"C-USA",61,3,14,10,4,2,32,16,0,2,1,0,0,3,2,1,4,2,2,0.5,2.29,16.8,1,0,0.667,0.333,"50.00%",77.1,0.143,0.286,0.5,0.5,"G5",0.5,8,0.285714285714286
"DARYL BARNETT JR.","TOLEDO",42,32.13,"D",19,"WR",2026,"MAC",63.5,4,26,11,5,3,38,12.7,0,1,0,0,0,3,2,0,5,1.7,3,0,1.46,10.8,1,0,1,0,"40.00%",44.2,0,0.192,0,0.6,"G5",0.6,7.6,0.192307692307692
"LYNEL BILLUPS-WILLIAMS","MIAMI OH",34,31.75,"D",10,"WR",2026,"MAC",63.3,3,26,0,6,4,31,7.8,0,2,0,0,0,4,1,1,15,3.8,6,1,1.19,7.5,1,0,1,0,"16.70%",79.2,0.192,0.231,0.167,0.667,"G5",0.666666666666667,5.16666666666667,0.230769230769231
"DJ RILES","GA STATE",16,31.7,"D",10,"WR",2026,"Sun Belt",67.8,2,12,0,2,2,28,14,0,1,0,0,0,2,0,0,8,4,3,0,2.33,10,1,0,1,0,"0.00%",118.8,0.167,0.167,0,1,"G5",1,14,0.166666666666667
"KYLE MCNEAL","FIU",41,31.54,"D",7,"WR",2026,"C-USA",62,9,29,1,8,5,44,8.8,0,2,1,0,0,6,1,0,15,3,7,0,1.52,11.1,1,1,0.833,0.167,"12.50%",77.1,0.138,0.276,0.25,0.625,"G5",0.625,5.5,0.275862068965517
"NICK TYREE","DELAWARE",20,31.49,"D",6,"WR",2026,"C-USA",61.2,3,14,3,4,2,12,6,1,1,0,0,0,3,1,0,7,3.5,3,0,0.86,7,0,1,0.667,0,"25.00%",95.8,0.286,0.286,0,0.5,"G5",0.5,3,0.285714285714286
"MARCELLUS JACKSON","LA MONROE",23,31.12,"D",1,"WR",2026,"Sun Belt",63.1,5,16,0,8,6,37,6.2,0,3,1,0,0,7,1,0,35,5.8,6,0,2.31,0.9,0,1,0.857,0.143,"12.50%",83.9,0.25,0.5,0,0.75,"G5",0.75,4.625,0.5
"KAYDEN MCGEE","UNLV",33,30.65,"D",6,"WR",2026,"MWC",59.7,2,13,3,2,1,44,44,0,1,1,0,0,2,0,0,7,7,1,0,3.38,23,1,0,0.5,0.5,"0.00%",95.8,0.154,0.154,0.5,0.5,"G5",0.5,22,0.153846153846154
"TRENTON CHANEY","LA LAFAYET",25,30.54,"D",4,"WR",2026,"Sun Belt",68.4,4,14,1,4,3,20,6.7,0,1,0,0,0,3,1,0,21,7,12,0,1.43,5.5,1,1,1,0,"25.00%",85.4,0.214,0.286,0.25,0.75,"G5",0.75,5,0.285714285714286
"LYNDON RAVARE","NEW MEX ST",27,30.33,"D",10,"WR",2026,"C-USA",67.3,2,13,3,2,2,19,9.5,0,2,0,0,0,2,0,0,5,2.5,3,0,1.46,7,0,0,1,0,"0.00%",106.3,0.077,0.154,0,1,"G5",1,9.5,0.153846153846154
"RONNEL JOHNSON","JVILLE ST",50,30.26,"D",9,"WR",2026,"C-USA",62.9,3,30,7,4,3,33,11,0,2,0,0,0,3,0,0,4,1.3,2,0,1.1,9.8,0,0,1,0,"0.00%",59.4,0,0.133,0,0.75,"G5",0.75,8.25,0.133333333333333
"LUKE SIVON","AKRON",44,30.11,"D",14,"WR",2026,"MAC",58.1,2,30,4,5,5,30,6,0,1,0,0,0,5,1,1,24,4.8,8,1,1,1.2,0,0,1,0,"20.00%",91.7,0.033,0.167,0,1,"G5",1,6,0.166666666666667
"MICAH WOODS","S ALABAMA",60,29.85,"D",6,"WR",2026,"Sun Belt",61.4,3,27,1,7,3,20,6.7,0,2,0,0,0,4,2,1,15,5,7,0.5,0.74,10.7,0,2,0.75,0,"28.60%",50.3,0.074,0.259,0.286,0.429,"G5",0.428571428571429,2.85714285714286,0.259259259259259
"STONKA BURNSIDE","MEMPHIS",43,29.71,"D",5,"WR",2026,"The American",61.5,1,11,1,1,1,26,26,0,1,0,0,0,1,0,0,9,9,7,0,2.36,17,1,0,1,0,"0.00%",118.8,0,0.091,0,1,"G5",1,26,0.0909090909090909
"GRANT PAGE","SO MISS",38,29.5,"D",13,"WR",2026,"Sun Belt",60.8,1,13,5,1,1,13,13,0,1,0,0,0,1,1,1,0,0,0,1,1,13,0,0,1,0,"100%",118.8,0,0.077,0,1,"G5",1,13,0.0769230769230769
"BRAYDEN MUNROE","KENNESAW",43,29.46,"D",11,"WR",2026,"C-USA",60.7,4,19,6,4,3,27,9,0,1,0,0,0,3,0,0,13,4.3,7,0,1.42,11.3,0,0,1,0,"0.00%",92.7,0,0.211,0.25,0.75,"G5",0.75,6.75,0.210526315789474
"A.J. LITTLE","SO MISS",53,29.25,"D",8,"WR",2026,"Sun Belt",58.2,3,21,3,4,3,38,12.7,0,1,0,0,0,3,1,0,15,5,6,0,1.81,6.8,1,0,1,0,"25.00%",104.2,0,0.191,0.25,0.75,"G5",0.75,9.5,0.19047619047619
"DOM DORWART","OHIO",52,29.24,"D",3,"WR",2026,"MAC",56.2,4,34,11,7,3,32,10.7,0,1,1,0,0,4,3,1,11,3.7,1,0.333,0.94,22.1,1,0,0.75,0.25,"42.90%",56.8,0,0.206,0.571,0.429,"G5",0.428571428571429,4.57142857142857,0.205882352941176
"TITUS MYERS","AKRON",22,29.18,"D",5,"WR",2026,"MAC",61.1,2,12,3,2,1,4,4,1,1,0,0,0,1,1,0,0,0,0,0,0.33,22.5,0,0,1,0,"50.00%",95.8,0,0.167,0.5,0.5,"G5",0.5,2,0.166666666666667
"ANDRE GREENE JR.","GA SOUTHRN",38,28.81,"D",4,"WR",2026,"Sun Belt",63.2,3,22,6,4,2,20,10,0,2,0,0,0,2,1,0,0,0,0,0,0.91,18,0,0,1,0,"25.00%",64.6,0,0.182,0.5,0.5,"G5",0.5,5,0.181818181818182
"KALEB BROWN","UAB",61,28.36,"D",8,"WR",2026,"The American",57.3,3,34,10,5,2,20,10,0,1,0,0,0,2,1,1,8,4,5,1,0.59,18,0,0,1,0,"20.00%",52.1,0.118,0.147,0.4,0.4,"G5",0.4,4,0.147058823529412
"BERT EMANUEL JR.","S DIEGO ST",24,28.24,"D",5,"WR",2026,"Pac-12",62.2,2,11,10,1,1,8,8,0,0,0,0,0,1,1,1,0,0,0,1,0.73,8,0,0,1,0,"100%",100,0,0.091,0,1,"G5",1,8,0.0909090909090909
"BEAU SPARKS","TEXAS ST",45,28.23,"D",11,"WR",2026,"Pac-12",62.7,4,25,9,6,4,19,4.8,0,2,0,0,0,4,0,0,17,4.3,7,0,0.76,2.3,0,1,1,0,"0.00%",31.3,0.12,0.24,0,0.667,"G5",0.666666666666667,3.16666666666667,0.24
"TROY OMEIRE","NEW MEXICO",28,28.18,"D",5,"WR",2026,"MWC",58.8,4,18,13,4,2,20,10,0,1,0,0,0,2,2,0,0,0,0,0,1.11,12.3,0,0,1,0,"50.00%",64.6,0,0.222,0.25,0.5,"G5",0.5,5,0.222222222222222
"NICK DELGADILLO","HAWAII",19,28,"D",17,"WR",2026,"MWC",68.4,4,12,1,4,2,23,11.5,0,2,0,0,0,2,0,0,9,4.5,4,0,1.92,7.5,0,0,1,0,"0.00%",67.7,0,0.333,0,0.5,"G5",0.5,5.75,0.333333333333333
"WAYNE HARRIS","KENT STATE",37,27.81,"D",6,"WR",2026,"MAC",59.7,2,21,5,4,3,27,9,0,1,0,0,0,3,0,0,1,0.3,0,0,1.29,7.8,0,0,1,0,"0.00%",92.7,0.095,0.191,0,0.75,"G5",0.75,6.75,0.19047619047619
"AERYN HAMPTON","OREGON ST",44,27.62,"D",7,"WR",2026,"Pac-12",57.2,5,35,3,8,5,40,8,0,1,1,0,0,6,0,0,33,6.6,9,0,1.14,10.1,0,1,0.833,0.167,"0.00%",75,0.171,0.229,0.125,0.625,"G5",0.625,5,0.228571428571429
"MILES WILLIAMS","NEW MEXICO",17,27.16,"D",0,"WR",2026,"MWC",63,1,11,5,2,1,19,19,0,1,0,0,0,1,0,0,0,0,0,0,1.73,12,1,0,1,0,"0.00%",83.3,0,0.182,0,0.5,"G5",0.5,9.5,0.181818181818182
"MALEEK HUGGINS","MIAMI OH",23,26.93,"D",1,"WR",2026,"MAC",60,3,22,7,7,3,23,7.7,0,1,0,0,0,3,0,0,3,1,3,0,1.05,15.6,0,0,1,0,"0.00%",51.5,0.136,0.318,0.286,0.429,"G5",0.428571428571429,3.28571428571429,0.318181818181818
"BRYSON RODGERS","USF",26,26.9,"D",1,"WR",2026,"The American",62.3,2,14,1,3,3,25,8.3,0,1,0,0,0,3,0,0,11,3.7,6,0,1.79,4.7,0,0,1,0,"0.00%",101.4,0.143,0.214,0,1,"G5",1,8.33333333333333,0.214285714285714
"ANTHONY BROWN-STEPHENS","TULANE",38,26.46,"D",5,"WR",2026,"The American",59.7,5,23,2,6,4,16,4,0,1,0,0,0,5,2,0,21,5.3,17,0,0.7,2,0,2,0.8,0,"33.30%",70.1,0.13,0.261,0,0.667,"G5",0.666666666666667,2.66666666666667,0.260869565217391
"BRANDON BUCKHAULTER","LA MONROE",43,26.33,"D",5,"WR",2026,"Sun Belt",57.9,1,21,4,2,2,14,7,0,2,0,0,0,2,1,1,0,0,0,1,0.67,7,0,0,1,0,"50.00%",95.8,0,0.095,0,1,"G5",1,7,0.0952380952380952
"DA'REALYST CLARK","KENT STATE",35,26.11,"D",8,"WR",2026,"MAC",55.7,2,19,8,4,3,-3,-1,0,0,0,0,0,3,1,1,2,0.7,-2,1,-0.16,1.3,0,3,1,0,"25.00%",77.1,0.105,0.211,0,0.75,"G5",0.75,-0.75,0.210526315789474
"XAYVION TURNER-BRADSHAW","MARSHALL",33,25.91,"D",5,"WR",2026,"Sun Belt",59.9,2,24,0,5,4,23,5.8,0,1,0,0,0,4,0,0,31,7.8,9,0,0.96,1.4,0,1,1,0,"0.00%",85.8,0.208,0.208,0,0.8,"G5",0.8,4.6,0.208333333333333
"JAYDON JOHNSON","LA LAFAYET",22,25.86,"D",8,"WR",2026,"Sun Belt",54.9,1,11,3,1,1,21,21,0,1,0,0,0,1,0,0,16,16,11,0,1.91,5,1,1,1,0,"0.00%",118.8,0,0.091,0,1,"G5",1,21,0.0909090909090909
"JORDAN ANDERSON","S JOSE ST",25,25.6,"D",0,"WR",2026,"MWC",59.5,3,16,0,3,2,30,15,0,2,1,0,0,3,0,0,5,2.5,4,0,1.88,10,1,1,0.667,0.333,"0.00%",99.3,0.188,0.188,0,0.667,"G5",0.666666666666667,10,0.1875
"KYAN MASON","AKRON",25,25.4,"D",3,"WR",2026,"MAC",61,3,17,2,3,3,10,3.3,0,0,0,0,0,3,0,0,18,6,13,0,0.59,-2.7,0,3,1,0,"0.00%",80.6,0.118,0.176,0,1,"G5",1,3.33333333333333,0.176470588235294
"NAVELLE DEAN","KENNESAW",47,25.08,"D",7,"WR",2026,"C-USA",58.3,3,22,6,2,2,13,6.5,0,1,0,0,0,2,0,0,5,2.5,3,0,0.59,4,0,1,1,0,"0.00%",93.8,0,0.091,0,1,"G5",1,6.5,0.0909090909090909
"OWEN SWEENEY","MARSHALL",40,25.07,"D",20,"WR",2026,"Sun Belt",55.4,3,26,11,3,2,14,7,0,0,0,0,0,3,1,1,0,0,0,1,0.54,6.3,0,0,0.667,0,"33.30%",77.1,0,0.115,0,0.667,"G5",0.666666666666667,4.66666666666667,0.115384615384615
"TERRENCE SMITH JR.","COLO STATE",35,24.78,"D",15,"WR",2026,"Pac-12",59.1,5,19,1,5,4,29,7.3,0,1,1,0,0,5,1,0,24,6,5,0,1.53,4.6,0,1,0.8,0.2,"20.00%",90.8,0.211,0.263,0,0.8,"G5",0.8,5.8,0.263157894736842
"JASAIAH GATHINGS","BUFFALO",65,24.52,"D",8,"WR",2026,"MAC",56.2,5,43,21,7,2,14,7,0,1,1,0,0,3,1,0,0,0,0,0,0.33,10.7,0,0,0.667,0.333,"14.30%",39.6,0.023,0.163,0.143,0.286,"G5",0.285714285714286,2,0.162790697674419
"JAMARION MCDOUGLE","BALL ST",33,24.35,"D",10,"WR",2026,"MAC",59.3,3,21,4,4,2,16,8,0,1,0,0,0,2,1,1,7,3.5,1,1,0.76,8.3,0,0,1,0,"25.00%",60.4,0.048,0.191,0.25,0.5,"G5",0.5,4,0.19047619047619
"NOREEL WHITE","TROY",43,24.19,"D",4,"WR",2026,"Sun Belt",55.8,2,18,2,5,2,31,15.5,0,1,0,0,0,0,2,0,0,0,1,0,1.72,19,1,0,0,0,"40.00%",61.3,0,0.278,0.6,0.4,"G5",0.4,6.2,0.277777777777778
"TAESHAUN LYONS","UNLV",53,24.11,"D",8,"WR",2026,"MWC",59.4,3,19,8,4,2,11,5.5,0,2,0,0,0,2,1,0,1,0.5,1,0,0.58,11.3,0,0,1,0,"25.00%",56.3,0,0.211,0.25,0.5,"G5",0.5,2.75,0.210526315789474
"DJ DARLING","NEW MEXICO",21,24.09,"D",14,"WR",2026,"MWC",59.7,1,16,9,1,1,9,9,0,0,0,0,0,1,0,0,4,4,0,0,0.56,5,0,0,1,0,"0.00%",104.2,0,0.063,0,1,"G5",1,9,0.0625
"DAVID AMADOR II","UTSA",25,24.08,"D",0,"WR",2026,"The American",59.8,2,17,1,2,2,18,9,0,1,0,0,0,2,0,0,2,1,1,0,1.06,8,0,0,1,0,"0.00%",104.2,0.118,0.118,0,1,"G5",1,9,0.117647058823529
"EIAN PUGH","OHIO",49,23.73,"D",12,"WR",2026,"MAC",56.1,5,33,14,6,2,8,4,0,1,0,0,0,2,2,0,0,0,0,0,0.24,15,0,0,1,0,"33.30%",42.4,0.03,0.182,0.167,0.333,"G5",0.333333333333333,1.33333333333333,0.181818181818182
"DAMIEN MORGAN","NEVADA",47,23.59,"D",41,"WR",2026,"MWC",60.2,3,17,0,5,3,16,5.3,0,1,0,0,0,3,1,1,10,3.3,8,1,0.94,4.6,0,0,1,0,"20.00%",65.4,0.294,0.294,0,0.6,"G5",0.6,3.2,0.294117647058824
"PATRICK CLACKS III","BUFFALO",24,23.58,"D",3,"WR",2026,"MAC",56.5,3,23,5,2,1,15,15,0,1,0,0,0,1,1,0,10,10,3,0,0.65,20,1,0,1,0,"50.00%",75,0.087,0.087,0.5,0.5,"G5",0.5,7.5,0.0869565217391304
"CARVER CHEEKS","UTEP",36,23.14,"D",5,"WR",2026,"MWC",61,1,17,3,3,2,13,6.5,0,1,0,0,0,2,0,0,-1,-0.5,0,0,0.76,11.3,0,0,1,0,"0.00%",75.7,0,0.176,0.333,0.667,"G5",0.666666666666667,4.33333333333333,0.176470588235294
"DARIUS CANNON","JVILLE ST",26,23.1,"D",3,"WR",2026,"C-USA",58.7,2,17,0,5,2,26,13,0,1,0,0,0,2,1,0,18,9,7,0,1.53,14.4,1,0,1,0,"20.00%",57.1,0.294,0.294,0.4,0.4,"G5",0.4,5.2,0.294117647058824
"ANTHONY GARCIA","UTAH ST",49,22.93,"D",1,"WR",2026,"Pac-12",56,2,30,1,2,2,17,8.5,0,1,0,0,0,2,0,0,8,4,5,0,0.57,4.5,0,1,1,0,"0.00%",102.1,0.067,0.067,0,1,"G5",1,8.5,0.0666666666666667
"BAYLIN BROOKS","W MICHIGAN",56,22.92,"D",7,"WR",2026,"MAC",59.1,4,23,4,3,2,24,12,0,2,1,0,0,3,0,0,15,7.5,2,0,1.04,4.7,1,0,0.667,0.333,"0.00%",91,0.13,0.13,0,0.667,"G5",0.666666666666667,8,0.130434782608696
"DAVIS BRYSON","KENNESAW",26,22.87,"D",9,"WR",2026,"C-USA",61.1,3,15,0,2,1,17,17,0,1,0,0,0,1,0,0,0,0,0,0,1.13,13,1,0,1,0,"0.00%",79.2,0.067,0.133,0,0.5,"G5",0.5,8.5,0.133333333333333
"REX HAYNES","UTAH ST",31,22.85,"D",5,"WR",2026,"Pac-12",58.1,2,21,1,4,1,23,23,0,1,0,0,0,1,1,0,16,16,1,0,1.1,19.3,1,0,1,0,"25.00%",51,0,0.191,0.5,0.25,"G5",0.25,5.75,0.19047619047619
"JAVON ROBINSON","UTAH ST",29,22.83,"D",0,"WR",2026,"Pac-12",63.7,4,21,2,8,3,31,10.3,0,2,1,0,0,4,0,0,18,6,8,0,1.48,7,0,1,0.75,0.25,"0.00%",9.9,0.238,0.381,0,0.375,"G5",0.375,3.875,0.380952380952381
"EZEKIEL AVIT","FRESNO ST",28,22.72,"D",0,"WR",2026,"Pac-12",62.9,2,13,7,2,1,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0.46,13,0,0,1,0,"0.00%",56.3,0.077,0.154,0.5,0.5,"G5",0.5,3,0.153846153846154
"BRANDON HILLS","AKRON",26,22.64,"D",8,"WR",2026,"MAC",60.2,2,14,2,2,1,15,15,0,1,0,0,0,1,0,0,16,16,10,0,1.07,2,1,1,1,0,"0.00%",75,0,0.143,0,0.5,"G5",0.5,7.5,0.142857142857143
