"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"ISAIAH BULLERDICK","CHARLOTTE",45,100,"A"
"TREVARIS EDWARDS","MIDDLE TN",51,94.84,"A"
"DEYLIN HASERT","GA STATE",26,93.78,"A"
"GAGE STANALAND","GA STATE",40,93.09,"A"
"TYLER KEINATH","NEW MEX ST",55,92.61,"A"
"SHALIK HUBBARD","S ALABAMA",90,91.36,"A"
"EVAN BUSHONG","JAMES MAD",48,90.56,"A"
"MALIK ALIANE","NEW MEXICO",61,90.39,"A"
"TRISTIAN SMITH","ARK STATE",63,90.07,"A"
"GIOVANNI PANOZZO","WYOMING",55,88.87,"A"
"JACKSON PRUITT","TEMPLE",56,88.14,"A"
"MICHAEL LEVILLE WATKINS","S DIEGO ST",45,87,"A"
"TYLER BROWN","JAMES MAD",51,85.83,"A"
"THOMAS BARR","BUFFALO",84,85.74,"A"
"KALAN ELLIS","S DIEGO ST",52,85.7,"A"
"SKYLER GRANT","MEMPHIS",25,85.43,"A"
"TRENT RAMSEY","APP STATE",63,84.62,"A"
"PATRICK VALENT","RICE",60,84.22,"A"
"RASHEED JACKSON","TEXAS ST",55,84.02,"A"
"GRACESON SPANN","SM HOUSTON",72,83.52,"A"
"LAVAKA TAUKEIAHO","S JOSE ST",78,82.91,"A"
"KADIN LYNCH","UTAH ST",33,82.56,"A"
"BAMIDELE BADUSI","TEXAS ST",48,82.53,"A"
"JAMAL SILER","S ALABAMA",90,82.25,"A"
"DARIUS NEALS","KENNESAW",27,81.67,"A"
"MAARTEN WOUDSMA","MEMPHIS",64,81.65,"A"
"WILL HUTCHENS","LA TECH",25,81.57,"A"
"MIKE WALLACE JR.","KENNESAW",58,81.29,"A"
"COLE PRINCIPE","RICE",71,80.98,"A"
"ETHAN NEWMAN","NEVADA",55,80.48,"A"
"ETHAN WILLIAMS","GA SOUTHRN",68,80.3,"A"
"LUKE MOISE","NEW MEX ST",36,79.66,"B"
"ALOALI'I MAUI","SO MISS",67,79.4,"B"
"BRADEN HALES","COLO STATE",62,79.08,"B"
"AUSTIN ELLIS","LA TECH",26,78.98,"B"
"JOSIAH PETAIA","WYOMING",46,78.62,"B"
"SETH WILFRED","UTAH ST",94,78.03,"B"
"ZERIAN HUDSON","SO MISS",25,77.97,"B"
"ZACH SMITH","COLO STATE",70,77.81,"B"
"NATHAN ELU","OREGON ST",71,77.74,"B"
"GUZZY KAYED","E MICHIGAN",69,77.51,"B"
"RYAN WALKER","JVILLE ST",42,77.5,"B"
"LANCE JOHNSON","JVILLE ST",44,77.2,"B"
"LUKE ROGERS","SO MISS",36,76.61,"B"
"PARKER MITCHELL","MEMPHIS",41,76.58,"B"
"TAZIO ROSSO","LA TECH",25,76.55,"B"
"LIPE MOALA","HAWAII",77,75.95,"B"
"BRODY BOLYN","BOWL GREEN",69,75.68,"B"
"MATEO RODRIGUEZ","NEW MEX ST",39,75.61,"B"
"HUNTER ERB","TULSA",61,75.1,"B"
"PRECIOUS EKEH","KENNESAW",58,74.97,"B"
"MAC WALTERS","APP STATE",63,74.93,"B"
"JACKSON BELLAMY","BUFFALO",78,74.69,"B"
"TYLER CHEN","S JOSE ST",78,74.63,"B"
"NONSO OMEZI","W KENTUCKY",83,74.6,"B"
"BRANDON STONER","GA SOUTHRN",51,74.36,"B"
"CONNOR DRAKE","DOMINION",57,74.25,"B"
"JOSH WAITE","OHIO",30,73.93,"B"
"AHMAD CARWISE","TOLEDO",45,73.81,"B"
"WIL SAXTON","ARK STATE",59,73.76,"B"
"PATRICK METHLIE","DELAWARE",29,73.66,"B"
"MATTHEW GREENE","MO STATE",35,72.73,"B"
"COOPER YOUNG","UAB",27,72.31,"B"
"IAN MAYES","TULSA",47,72.15,"B"
