"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"JOE METZGER","UNLV",29,71.48,"B"
"JOEP ENGBERS","LIBERTY",69,71.27,"B"
"MUSTAFA KANNEH","DELAWARE",67,70.89,"B"
"JOHN IANNUZZI","C MICHIGAN",37,70.77,"B"
"BRYCE PARSON","OHIO",59,70.24,"B"
"GREG NUNNERY","SO MISS",41,69.87,"B"
"ZACH COCHNAUER","NEVADA",55,69.51,"B"
"MO CLIPPER JR.","GA SOUTHRN",35,69.48,"B"
"JOSH RAYMOND","GA SOUTHRN",31,69.11,"B"
"RHETT LARSON","W KENTUCKY",83,68.76,"B"
"ALEX HARRIS","BOWL GREEN",69,67.36,"B"
"TAVO MOTU'APUAKA","UTAH ST",94,65.22,"B"
"JAYDEN TRAPP","UTEP",26,65.18,"B"
"NATE HAMPTON","AKRON",57,64.69,"B"
"HUNTER WHITENACK","W MICHIGAN",69,64.64,"B"
"ALEX GALE","MIDDLE TN",29,64.55,"B"
"DUSTYN MORELL","KENT STATE",42,64.02,"B"
"ETHAN KRAMER","E CAROLINA",42,62.21,"B"
"THOMAS SHRADER","USF",56,61.69,"B"
"KARSON JONES","E CAROLINA",28,60.85,"B"
"DENELL NIX JR.","SM HOUSTON",72,60.76,"B"
"CALEB COOK","USF",56,60.53,"B"
"ASHANTI COLE","LA TECH",33,59.89,"C"
"VINCENT FIACABLE","FAU",90,59.73,"C"
"COLE DELLINGER","E MICHIGAN",54,59.33,"C"
"JACOB JEUDY","BALL ST",29,59.3,"C"
"LOGAN COX","DOMINION",57,59.11,"C"
"BRANDON SMITH","AKRON",28,58.78,"C"
"JACOB SCHORSCH","MIAMI OH",52,58.64,"C"
"ANTONIO TRIPP JR.","FIU",78,58.2,"C"
"JALEN SLAPPY","MARSHALL",51,57.98,"C"
"MARQUISE THORPE-TAYLOR","FRESNO ST",45,57.03,"C"
"MISAEL SANDOVAL","BALL ST",63,56.93,"C"
"DYLAN SHAW","N TEXAS",38,56.71,"C"
"TYLER VOLTIN","OREGON ST",78,56.07,"C"
"AMARIE ARCHER","AKRON",43,55.87,"C"
"ZAIRE FLOURNOY","FIU",78,55.77,"C"
"BEN RIOS","UTSA",61,55.72,"C"
"ALEX BIRCHMEIER","LIBERTY",69,55.28,"C"
"COLTON THOMASSON","UNLV",43,55.22,"C"
"AIDEN JONES","FAU",90,54.84,"C"
"JAKOBY ISOM","LA LAFAYET",35,54.77,"C"
"KADEN MOREAU","LA LAFAYET",46,54.49,"C"
"REESE BAKER","TULANE",60,53.97,"C"
"LUKE SANDY","CHARLOTTE",67,53.84,"C"
"WILLIAM JOHNSON III","KENT STATE",48,53.64,"C"
"ROGER CARREON","BOISE ST",68,53.39,"C"
"DARRELL JONES","UTSA",45,52.9,"C"
"ROBBY MARTIN","MARSHALL",51,52.85,"C"
"RYAN MITCHELL","MO STATE",30,52.4,"C"
"OMORUYI ALIU-OTOKITI","UTEP",34,52.32,"C"
"CARSON RASMUSSEN","BOISE ST",68,51.87,"C"
"AMARE TAASE","UNLV",58,51.06,"C"
"JAYMAR TASI","NEW MEXICO",50,50.47,"C"
"WILLIE GOODACRE","N TEXAS",33,50.13,"C"
"DOM SILVIA","CHARLOTTE",40,49.85,"C"
"NICK BAKKEN","WASH STATE",58,49.24,"C"
"LUKE SKARTVEDT","N ILLINOIS",57,49,"C"
"KALIEM CROSWELL","LA MONROE",63,48.88,"C"
"CHANDLER TELFAIRE","DELAWARE",56,47.14,"C"
"SETH ANSTEAD","OHIO",64,45.13,"C"
"JONATHAN HARDER","TOLEDO",30,43.4,"C"
"JUDAH KAIO","HAWAII",77,40.93,"C"
"GRAYSON MAINS","TEMPLE",56,38.17,"D"
"JAYMON LAMB","UTEP",34,37.64,"D"
"MATTHEW BROUSSARD","LA LAFAYET",55,36.63,"D"
"LUKE PETIT","TROY",68,35.92,"D"
"GAVIN DABO","W MICHIGAN",69,34.38,"D"
"QUENTIS GRIFFIN JR.","LA MONROE",63,34.3,"D"
"KEON JOHNSON","N TEXAS",71,34.02,"D"
"PATRICK SCREWS JR.","TROY",68,33.46,"D"
"GINO QUINONES","FRESNO ST",32,32.83,"D"
"CALIB PEREZ","UAB",55,32.53,"D"
"JOSHUA DANIEL","COAST CAR",69,28.08,"D"
"DONOVAN LAWRENCE","UAB",82,26.22,"D"
"GREG SMITH JR.","MIAMI OH",46,25.35,"D"
"TRAY FRANKLIN","COAST CAR",69,25.14,"D"
"GRESHAM PERRY","TULANE",60,24.51,"D"
"TYLER CHAMBERS","N ILLINOIS",57,22.32,"D"
"BRADY BARROWMAN","BALL ST",34,20.54,"D"
"KYLE MARTIN","WASH STATE",58,0,"F"
