"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"JAYLIN CARTER","MEMPHIS",30,100,"A"
"JAI'DEN THOMAS","UNLV",52,79.82,"B"
"KEVEUN MASON","TEMPLE",40,79.08,"B"
"AJAY ALLEN","W KENTUCKY",49,77.95,"B"
"DOMINIC KELLEY","NEVADA",26,73.81,"B"
"STEVEN ROBINSON","SO MISS",36,66.52,"B"
"KHAMANI ALEXANDER","CHARLOTTE",35,65.37,"B"
"LATRELLE MURRELL","KENNESAW",21,63.51,"B"
"JAMES JONES","NEW MEX ST",28,61.59,"B"
"A'MARION PETERSON","UTSA",NA,59.69,"C"
"CONNOR WALENDZAK","TOLEDO",25,54.64,"C"
"ROD ROBINSON II","UAB",32,54.05,"C"
"WILL HENDERSON III","UTSA",32,53.76,"C"
"D'ANDRE HARDEMAN JR.","RICE",23,53.25,"C"
"JAHIEM WHITE","N TEXAS",44,52.03,"C"
"ANTONIO MARTIN","MIDDLE TN",30,51.79,"C"
"JABARI BATES","S JOSE ST",57,51.5,"C"
"HERSCHEL TURNER","NEVADA",22,50.62,"C"
"JAQUARI LEWIS","APP STATE",31,49.72,"C"
"JAMARICE WILDER","SO MISS",29,49.57,"C"
"LUCKY SUTTON","S DIEGO ST",35,49.42,"C"
"BOOGIE WOODS III","KENNESAW",28,48.8,"C"
"LANEAR MCCRARY JR.","GA STATE",24,48.48,"C"
"AMAREON BLUE","E MICHIGAN",32,47.36,"C"
"TYVONN BYARS","RICE",29,45.13,"C"
"DARRELL SMITH","LA LAFAYET",21,45.06,"C"
"TJ WASHINGTON JR.","NEW MEX ST",16,44.91,"C"
"MANNY COVEY","MEMPHIS",21,44.73,"C"
"DAMARI ALSTON","TULSA",34,43.95,"C"
"KEENAN PHILLIPS","S ALABAMA",35,43.78,"C"
"JAVION KINNARD","S DIEGO ST",16,43.61,"C"
"BAM MCREYNOLDS","UAB",32,43.44,"C"
"DEVON RICE","HAWAII",51,42.88,"C"
"KENYON CLAY","ARK STATE",48,41.04,"C"
"JALEN BUCKLEY","W MICHIGAN",44,40.06,"C"
"PJ MARTIN","S ALABAMA",38,39.63,"D"
"JAVEN JACOBS","UTAH ST",75,39.6,"D"
"QUINTON JACKSON","RICE",32,39.57,"D"
"DENNIS MURRAY JR.","GA STATE",20,38.83,"D"
"LEONARD FARROW","FAU",19,38.63,"D"
"MESSIAH BURCH","BUFFALO",25,36.05,"D"
"TRAE'VON DUNBAR","S ALABAMA",19,36.02,"D"
"CARSON MORGAN","RICE",NA,35.82,"D"
"GAVIN GRIFFIN","TROY",33,35.6,"D"
"DYLONE BROOKS","LA TECH",NA,35.58,"D"
"JA'QUEZ CROSS","APP STATE",21,35.08,"D"
"SAMUEL HARRIS","WYOMING",34,34.02,"D"
"JASON COLLINS JR.","USF",33,33.18,"D"
"DURELL ROBINSON","COLO STATE",35,33.05,"D"
"SCOTTRE HUMPHREY","NEW MEXICO",32,31.68,"D"
"KAM DAVIS","LIBERTY",27,31.57,"D"
"D.J. CROWTHER","USF",24,31.45,"D"
"MEL BROWN","COLO STATE",26,31.05,"D"
"SIRE GAINES","BOISE ST",31,30.97,"D"
"GEORGE PETTAWAY","JAMES MAD",45,29.95,"D"
"DAVIAN JACKSON","TEXAS ST",20,29.59,"D"
"KIEFER SIBLEY","NEW MEXICO",35,28.59,"D"
"ANDREW BURNETTE","LA TECH",NA,28.25,"D"
"KY WOODS","NEVADA",17,26.92,"D"
"BRANDON HIGH JR.","UTSA",16,26.64,"D"
"TAEO TODD","GA SOUTHRN",NA,26.48,"D"
"CHANCE WILLIAMS","CHARLOTTE",38,26.29,"D"
"ALTON MCCASKILL","SM HOUSTON",42,25.72,"D"
"BRENDON HAYGOOD","N TEXAS",NA,25.17,"D"
"LANDAN BROWN","SM HOUSTON",32,25.05,"D"
"SEAN PATRICK","AKRON",26,24.65,"D"
"DYLAN RILEY","BOISE ST",40,24.6,"D"
"DE'CARLOS YOUNG","TEMPLE",18,24.56,"D"
"JORDAN LOVETT","TROY",20,24.2,"D"
"TREQUAN JONES","TULSA",16,24.11,"D"
"AUSTYN DENDY","BOWL GREEN",22,24.05,"D"
"ETHAN ERVIN","FAU",35,23.72,"D"
"JAYLEN JENKINS","TEXAS ST",NA,23.7,"D"
"SITANI MIKAELE","HAWAII",27,23.14,"D"
"TERRANCE SHELTON JR.","BUFFALO",60,22.94,"D"
"AJ NEWBERRY","OREGON ST",32,22.3,"D"
"DERRICK JAMESON","LA MONROE",21,22.25,"D"
"DEVIN ROCHE","DOMINION",30,22,"D"
"JOHNNIE DANIELS","TULANE",27,21.89,"D"
"JORDAN GANT","AKRON",33,21.53,"D"
"TORRANCE BURGESS JR.","TEXAS ST",23,21.35,"D"
"ANTHONY CARRIE","FIU",36,20.31,"D"
"DUNCAN BRUNE","OHIO",36,19.18,"F"
"ASHTON GRAY","E CAROLINA",18,18.92,"F"
"BRYSON ROLAND","LA MONROE",27,18.89,"F"
"JA'VARIEN SALTER","DOMINION",NA,18.88,"F"
"JEVON EDWARDS","COAST CAR",28,18.83,"F"
"ANTHONY REAGAN JR.","LA LAFAYET",NA,18.74,"F"
"KOURDEY GLASS","OREGON ST",29,18.69,"F"
"LE'KAMREN MEADOWS","W KENTUCKY",NA,18.43,"F"
"DALLAN HAYDEN","MEMPHIS",NA,16.75,"F"
"MASON KING","KENT STATE",15,15.8,"F"
"JO SILVER","DELAWARE",26,15.48,"F"
"JAHEIM MERRIWEATHER","TROY",15,13.26,"F"
"CJ MILLER","TOLEDO",18,13.22,"F"
"NAKAI AMACHREE","BOWL GREEN",35,12.72,"F"
"RAYSHON LUKE","FRESNO ST",16,12.41,"F"
"PEYTON JONES","LIBERTY",39,12.4,"F"
"QWANTAVIUS WIGGINS","GA STATE",NA,12.36,"F"
"KIRBY VORHEES","WASH STATE",29,12.3,"F"
"JA'VIN SIMPKINS","UAB",26,12.06,"F"
"ROBERT HENDERSON","SO MISS",NA,10.94,"F"
"JAYLEN FOSTER","SO MISS",NA,9.99,"F"
"TELLY JOHNSON JR.","N ILLINOIS",29,9.96,"F"
"LAZARO ROGERS","MIAMI OH",NA,9.89,"F"
"BRYSON DONELSON","FRESNO ST",19,8.44,"F"
"DEVONTE LYONS","FIU",31,8.35,"F"
"MICHAEL ALLEN","E CAROLINA",NA,7.3,"F"
"CEDRIC KOUEMI","JVILLE ST",NA,7.16,"F"
"BREEZY DUBAR","MO STATE",NA,6.94,"F"
"TJ HORTON","BALL ST",26,6.4,"F"
"TREY HALL","DOMINION",NA,0,"F"
