"Name","Team","Total_Snaps","Avg_Snaps_Per_Game","Games_Played","Adjusted_Score","Display_Grade"
"Andrew Monsivais","N IOWA",56,56,1,100,"A+"
"Ben Wallace","ILL STATE",66,66,1,100,"A+"
"EJ Pullins","ARKAPB",36,36,1,100,"A+"
"Leroy Woolridge III","CENT ARK",41,41,1,100,"A+"
"Zak Bowden","AUSTINPEAY",37,37,1,100,"A+"
"Noah Okoye","NC A&T",27,27,1,99.51,"A+"
"Kiande Marsh","SCAR STATE",127,63.5,2,97.29,"A+"
"Chris McCullers","VILLANOVA",105,52.5,2,96.77,"A+"
"Spencer Adams","LAFAYETTE",59,59,1,94.8,"A+"
"Kyler Gibson","AUSTINPEAY",32,32,1,94.07,"A+"
"Jaheer Foucault","MURRAY ST",26,26,1,93.13,"A"
"Michael Dincher","LAFAYETTE",59,59,1,92.77,"A"
"Bo Fowler","RICHMOND",119,59.5,2,92.23,"A"
"Anthony Johns","E KENTUCKY",119,59.5,2,92.12,"A"
"Marcus Smith","HOUCHR",60,60,1,91.41,"A"
"Will Tellers","ELON",125,62.5,2,91.31,"A"
"Panayiotis Mihalopoulos","E ILLINOIS",45,45,1,90.9,"A"
"Will Evans","GEORGETOWN",53,53,1,90.44,"A"
"Rex Lahr","YNGTOWN ST",26,26,1,90.25,"A"
"Leon Evans","IDAHO",61,61,1,89.54,"A"
"Daz Galloway","MURRAY ST",94,47,2,88.38,"A"
"Jacob Messina","LEHIGH",127,63.5,2,88.31,"A"
"Tre Webster","W ILLINOIS",32,32,1,87.27,"A"
"Kelsey Hundley","RICHMOND",108,54,2,87.08,"A"
"Jaden White","ARKAPB",41,41,1,87.04,"A"
"Landon Woodard","ILL STATE",137,68.5,2,85.36,"A-"
"Tyler Heggins-Hill","CITADEL",66,66,1,85.33,"A-"
"Reggie Houston","WOFFORD",112,56,2,85.18,"A-"
"Deshawn Leonard","ELON",59,59,1,85.1,"A-"
"Hunter Gulley","E KENTUCKY",60,30,2,84.99,"A-"
"Tyrone McDuffie III","NWSTATE",88,44,2,84.99,"A-"
"Andy Hertlein","INDIANA ST",50,50,1,84.94,"A-"
