"Name","Team","Total_Snaps","Avg_Snaps_Per_Game","Games_Played","Adjusted_Score","Display_Grade"
"DJ Williams","S ILLINOIS",70,70,1,99.03,"A+"
"Jack O'Connell","STHLSK",145,72.5,2,94.36,"A+"
"Beau Brungard","YNGTOWN ST",111,55.5,2,90.87,"A"
"Hayden Johnson","LEHIGH",70,70,1,85.06,"A-"
"David Parsons","MOREHEAD",70,35,2,83.78,"A-"
"Jerry Kaminski","N DAKOTA",57,57,2,82.7,"A-"
"Austyn Modrzewski","S DAKOTA",116,58,2,82.28,"A-"
"Nate Dahle","WEBER ST",150,75,2,81.66,"A-"
"Jared Lockhart","JACKSON ST",0,NA,1,80.54,"A-"
"Pat McQuaide","VILLANOVA",105,52.5,2,79.84,"B+"
"Devin Lippold","MCNEESE",113,56.5,2,79.37,"B+"
"Rowan Keefe","VALPO",62,62,1,79.12,"B+"
"Kaden Anderson","TARLETON",132,66,2,78.66,"B+"
"Chase Mason","S DAK ST",142,71,2,78.61,"B+"
"Jaylen King","MERCER",104,52,2,78.38,"B+"
"Jaxon Dailey","N IOWA",66,66,2,77.2,"B+"
"Kyle Lowe","SE LA",102,51,2,75.62,"B+"
"Gabe Downing","PORTLAND",155,77.5,2,74.35,"B+"
"Kenny Lueth","N COLORADO",125,62.5,2,73.75,"B+"
"Jacob Tiberi","CHISTA",20,20,1,73.6,"B+"
"Ashton Pannell","CHISTA",108,54,2,72.97,"B"
"Chris Parson","AUSTINPEAY",71,35.5,2,72.89,"B"
"Destin Wade","N ALABAMA",108,54,2,72.53,"B"
"Carson Haggard","ROB MORRIS",104,52,2,72.35,"B"
"Treynor Cleeland","UC DAVIS",105,52.5,2,71.51,"B"
"Ty'ray Davis","Argonauts",0,NA,1,71.42,"B"
"Gavin Rutherford","STF AUSTIN",112,56,2,71.39,"B"
"Anthony Grigsby Jr.","CAL POLY",131,65.5,2,71.11,"B"
"Jordan Cooke","IDAHO ST",109,54.5,2,70.56,"B"
"Andrew Indorf","TOWSON",89,44.5,2,69.96,"B"
"Thomas Von Grote","STETSON",69,34.5,2,69.39,"B"
"Kai Colon","ALBANY",107,53.5,2,68.78,"B"
"Jake Stearney","COLGATE",115,57.5,2,68,"B"
"Cason Carswell","W ILLINOIS",25,25,1,67.97,"B"
"Nate Bell","E WASHGTON",147,73.5,2,67.13,"B"
"Kamden Sixkiller","CAMPBELL",128,64,2,63.31,"B-"
"Tevin Carter","PRVIEW A&M",94,47,2,62.39,"B-"
"Cole Pennington","GARD-WEBB",161,80.5,2,62.07,"B-"
"Gage Roy","ILL STATE",90,45,2,61.65,"B-"
"Will Burns","SO UTAH",126,63,2,60.82,"B-"
"Aidan Jakobsohn","TXRG",56,28,2,60.7,"B-"
"Keali'i Ah Yat","MONTANA",128,64,2,60.13,"B-"
"Mason Mims","E TENN ST",118,59,2,60.08,"B-"
"Beckham Pellant","ILL STATE",44,44,1,59.73,"C+"
"Justin Lamson","MONTANA ST",105,52.5,2,59.68,"C+"
"Joshua Wood","IDAHO",128,64,2,59.38,"C+"
"Christopher Dietrich","BUCKNELL",72,72,2,59.24,"C+"
"Donovyn Omolo","CENT ARK",41,41,2,59.09,"C+"
"Nick Billoups","CITADEL",47,47,1,57.78,"C+"
"Tyler Budge","RHODE ISLD",132,66,2,57.54,"C+"
"Jack Johnson","GEORGETOWN",24,24,1,56.92,"C+"
"Braylen Ragland","SE MO ST",134,67,2,56.85,"C+"
"Brooks Bentley","NEW HAMP",89,44.5,2,56.57,"C+"
"Reginald Johnson","GRAMBLING",90,45,2,56.5,"C+"
"Elijah Owens","INDIANA ST",39,39,2,56.27,"C+"
"Lex Thomas","W CAROLINA",115,57.5,2,56.05,"C+"
"Nick Peipert","STTHOM",0,NA,2,56.02,"C+"
"Poochie Snyder","SACR HEART",116,58,2,55.79,"C+"
"Christian Johnson","SOUTHERN U",87,43.5,2,55.5,"C+"
"Cornelious Brown IV","ALAB A&M",0,NA,2,55.42,"C+"
"Gabe Passini","BUTLER",47,47,2,55.42,"C+"
"Gabarri Johnson","SAMFORD",68,68,2,55.33,"C+"
"Benjamin Newman","WAGNER",118,59,2,54.86,"C+"
"Cameron Edge","MORGAN ST",29,29,2,54.73,"C+"
"Keely Watson","SCAR STATE",100,50,2,54.58,"C+"
"Andrew Body","ALABAMA ST",94,47,2,53.5,"C+"
"Pops Battle","LNDNWD",129,64.5,2,52.53,"C"
"Kevin White","NC A&T",48,48,2,52.19,"C"
"Bronson Barben","UTAHTC",116,58,2,52.08,"C"
"Sonny Mannino","MARIST",0,NA,2,51.46,"C"
"Frankie Weaver","MONMOUTH",158,79,2,48.68,"C"
"Alex Gevaudan","MERCYHURST",39,39,1,48.45,"C"
"Ui Ale","DELWARE ST",100,50,2,48.07,"C"
"Riley Warzynski","DRAKE",66,66,2,47.97,"C"
"Brady Stober","ELON",20,20,1,47.92,"C"
"Ean Rodrigue","NICHOLLS",122,61,2,47.85,"C"
"Colton Fitzgerald","W GEORGIA",39,39,1,47.4,"C"
"Dom Nankil","SAN DIEGO",118,59,2,47.25,"C"
"Collin Shannon","MURRAY ST",46,46,1,47.07,"C"
"Landon Sharpe","PRESBYTERN",55,55,1,46.83,"C"
"Kennedy McGill","W ILLINOIS",100,50,2,46.48,"C-"
"Emmett Brown","INCAR WORD",0,NA,1,46.29,"C-"
"Jax Leatherwood","TENN TECH",61,61,2,45.99,"C-"
"Ethan Drumm","WOFFORD",38,38,1,45.97,"C-"
"Aiden McCown","LAMAR",106,53,2,45.94,"C-"
"Quinn Boyd","STNY BROOK",135,67.5,2,45.93,"C-"
"Cole LaCrue","E ILLINOIS",40,20,2,45.46,"C-"
"TJ Crews IV","ELON",61,61,1,45.45,"C-"
"Luca Stanzani","LIUSHAR",101,50.5,2,45.33,"C-"
"Jack Jacobs","TXAMEA",65,65,1,45.28,"C-"
"Casey Bullock","DAVIDSON",54,54,2,45.11,"C-"
"Eric Rodriguez","TXAMEA",34,34,1,44.45,"C-"
"David Lynch","HOLY CROSS",112,56,2,44.35,"C-"
"Nelson Layne","NC CENT",1,1,2,44.04,"C-"
"Cutter Stewart","HOUCHR",41,41,2,43.48,"C-"
"Jake Curry","S ILLINOIS",73,73,1,43.32,"C-"
"Jim Ogle","MURRAY ST",58,29,2,43.28,"C-"
"Quentin Hayes","CITADEL",0,NA,1,42.08,"C-"
"Ashten Snelsire","RICHMOND",100,50,2,41.93,"C-"
"Cole Meehan","MERRIMACK",36,36,1,41.64,"C-"
"Tyler Jefferson","BETH COOK",74,37,2,41.6,"C-"
"Tre'Von Taylor","HAMPTON",40,40,1,41.33,"C-"
"Jalen Woods","HAMPTON",27,27,1,41.3,"C-"
"Noah Brannock","DELWARE ST",44,22,2,41.15,"C-"
"Ty Pennington","N ARIZONA",46,46,2,40.49,"C-"
"Winston Watkins","WM & MARY",103,51.5,2,36.61,"D+"
"Brennan Myer","BRYANT",108,54,2,36.55,"D+"
"Garrison Davis","ARKAPB",22,22,2,36.45,"D+"
"Joshua Brown","MS VLY ST",26,26,2,36.39,"D+"
"Jaylon Tolbert","ALCORN ST",48,48,2,36.19,"D+"
"Garret Rangel","TXRG",97,48.5,2,35.45,"D+"
"Bryce Schondelmyer","DAYTON",0,NA,1,34.42,"D+"
"Ja'Shawn Scroggins","HOWARD",93,46.5,2,34.41,"D+"
"Isaiah Knowles","FL A&M",47,47,1,33.77,"D+"
"Deljay Bailey","NORFOLK",101,50.5,2,33.19,"D"
"Tate Surber","TENN MARTN",104,52,2,32.81,"D"
"John David Black","ABILENE CH",127,63.5,2,32.65,"D"
"AJ Hairston Jr.","MERRIMACK",87,43.5,2,32.37,"D"
"Eddie Buehler","MAINE",120,60,2,32.17,"D"
"Anthony Policare","STTHOM",0,NA,1,31.55,"D"
"Daniel Lipovski","LAFAYETTE",56,56,2,31.36,"D"
"Daylin Lee","TENN STATE",36,36,2,31.19,"D"
"Jake Garcia","FURMAN",108,54,2,31.07,"D"
"Tyler Travers","E KENTUCKY",134,67,2,30.46,"D"
"Connor Kenyon","CENT CT ST",27,27,1,30.29,"D"
"Zach Wilcke","NWSTATE",41,41,1,29.61,"D"
"Carson Camp","DUQUESNE",80,40,2,29.22,"D"
"Ian Reynolds","VA MILT IN",0,NA,1,28.48,"D"
"Lek Powell","CHARLES SO",49,49,2,28.27,"D"
"Jacob Holtschlag","GEORGETOWN",33,33,1,27.79,"D"
"Dustin Fletcher","FL A&M",29,29,1,25.93,"D-"
"AJ Duffy","NEWHVN",104,52,2,24.83,"D-"
"Battle Alberson","CHATTNOOGA",117,58.5,2,23.35,"D-"
"Anthony Wolter","MERCYHURST",44,44,1,22.65,"D-"
"Gunnar Smith","FORDHAM",93,46.5,2,21.66,"D-"
"Collin Hurst","W GEORGIA",29,29,1,20.56,"D-"
"Cam'Ron McCoy","TEXAS STHN",99,49.5,2,20.12,"D-"
"Abram Johnston","NWSTATE",35,35,1,18.89,"F"
"Carter Carroll","WM & MARY",23,23,1,16.94,"F"
"J.T. Fayard","WOFFORD",74,37,2,16.65,"F"
"Brett Griffis","CENT CT ST",31,31,1,12.57,"F"
