"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"MASON HEINTSCHEL","PITTSBURGH",70,100,"A"
"DARIAN MENSAH","MIAMI FL",54,92.57,"A"
"JULIAN SAYIN","OHIO STATE",47,90.3,"A"
"CUTTER BOLEY","ARIZONA ST",45,89.64,"A"
"JOSH HOOVER","INDIANA",47,85.36,"A"
"JAYDEN MAIAVA","USC",52,81.56,"A"
"FAIZON BRANDON","TENNESSEE",53,80.5,"A"
"KAMARIO TAYLOR","MISS STATE",52,79.43,"B"
"AUSTIN SIMMONS","MISSOURI",37,79.38,"B"
"LANORRIS SELLERS","S CAROLINA",43,77.68,"B"
"ARCH MANNING","TEXAS",52,76.37,"B"
"AARON PHILO","FLORIDA",49,75.56,"B"
"RYAN BROWNE","PURDUE",57,75.15,"B"
"ROCCO BECHT","PENN STATE",38,74.98,"B"
"ISAIAH MARSHALL","KANSAS",59,74.84,"B"
"BEAR BACHMEIER","BYU",45,72.81,"B"
"ANTHONY COLANDREA","NEBRASKA",74,72.02,"B"
"AVERY JOHNSON","KANSAS ST",46,71.71,"B"
"DEVON DAMPIER","UTAH",45,71.49,"B"
"GUNNER STOCKTON","GEORGIA",25,69.97,"B"
"JOHN MATEER","OKLAHOMA",42,66.38,"B"
"KENNY MINCHEY","KENTUCKY",58,65.02,"B"
"KATIN HOUSER","ILLINOIS",44,64.75,"B"
"SAM LEAVITT","LSU",69,64.46,"B"
"TRINIDAD CHAMBLISS","OLE MISS",81,64.35,"B"
"MARCEL REED","TEXAS A&M",73,63.28,"B"
"KEVIN JENNINGS","SMU",69,61.06,"B"
"GIO LOPEZ","WAKE",62,60.91,"B"
"ALESSIO MILIVOJEVIC","MICH STATE",87,59.79,"C"
"CONNER WEIGMAN","HOUSTON",75,59.33,"C"
"DRAKE LINDSEY","MINNESOTA",49,59.22,"C"
"STEVE ANGELI","SYRACUSE",65,58.98,"C"
"DANTE MOORE","OREGON",64,58.54,"C"
"JAYLEN RAYNOR","IOWA STATE",49,58.32,"C"
"KEELON RUSSELL","ALABAMA",76,56.01,"C"
"ETHAN GRUNKEMEYER","VA TECH",38,55.84,"C"
"MICHAEL HAWKINS JR.","W VIRGINIA",76,55.61,"C"
"AIDAN CHILES","NWESTERN",56,55.24,"C"
"DEMOND WILLIAMS JR.","WASHINGTON",68,54.26,"C"
"LINCOLN KIENHOLZ","LOUISVILLE",70,54.06,"C"
"NOAH FIFITA","ARIZONA",53,53.78,"C"
"BRYCE BAKER","VA TECH",39,52.97,"C"
"ALBERTO MENDOZA","GA TECH",57,50.76,"C"
"DJ LAGWAY","BAYLOR",102,50.56,"C"
"KJ JACKSON","ARKANSAS",88,48.5,"C"
"RYAN PUGLISI","GEORGIA",23,47.83,"C"
"WILL HAMMOND","TEXAS TECH",72,47.34,"C"
"JC FRENCH IV","CINCINNATI",60,46.12,"C"
"MALIK WASHINGTON","MARYLAND",55,43.56,"C"
"JARON-KEAWE SAGAPOLUTELE","CAL",84,43.34,"C"
"DAVIS WARREN","STANFORD",66,41.57,"C"
"BYRUM BROWN","AUBURN",76,39.53,"D"
"ALONZA BARNETT III","UCF",42,38.25,"D"
"BLAZE BERLOWITZ","VANDERBILT",46,38.05,"D"
"MASON MCKENZIE","BOSTON COL",77,36.38,"D"
"COLTON JOSEPH","WISCONSIN",61,34.3,"D"
"ASHTON DANIELS","FLORIDA ST",69,33.98,"D"
"MATT ZOLLERS","MISSOURI",33,32.58,"D"
"HANK BROWN","IOWA",36,30.63,"D"
"JULIAN LEWIS","COLORADO",78,25.84,"D"
"NICO IAMALEAVA","UCLA",53,24.4,"D"
"DREW MESTEMAKER","OKLA STATE",91,23.67,"D"
"JEREMY HECKLINSKI","IOWA",31,20.05,"D"
"BRYCE UNDERWOOD","MICHIGAN",52,18.21,"F"
"DYLAN LONERGAN","RUTGERS",53,17.6,"F"
"WALKER EGET","DUKE",73,16.12,"F"
"CHRISTOPHER VIZZINA","CLEMSON",33,0,"F"
