"Name","Team.Name","Offensive.Snaps","Composite_Score","Player_Grade","Jersey.Number","Position","Season","Conference","Receiving.Grade","Key.Plays","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles","Fumbles.Lost","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference_Level","Catch_Rate","Yards_Per_Tgt","Tgt_Per_Snap"
"MICAH MAYS JR.","FLORIDA",26,11.04,"F",5,"WR",2026,"SEC",60.1,3,13,5,5,2,15,7.5,0,1,1,0,0,3,0,0,7,3.5,2,0,1.15,12,1,0,0.667,0.333,"0.00%",8.3,0.077,0.385,0.2,0.4,"P4",0.4,3,0.384615384615385
"DJ MILLER","KENTUCKY",33,11,"F",7,"WR",2026,"SEC",51.9,1,19,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38.5,0,0,0,0,"50.00%",39.6,0,0.105,1,0,"P4",0,0,0.105263157894737
"DRAYDEN DICKMANN","WAKE",36,10.82,"F",18,"WR",2026,"ACC",48.7,2,22,3,5,1,4,4,0,0,1,0,0,2,1,1,0,0,0,1,0.18,13.4,0,0,0.5,0.5,"20.00%",39.6,0.045,0.227,0.4,0.2,"P4",0.2,0.8,0.227272727272727
"EVAN BOYD","IOWA STATE",23,9.93,"F",8,"WR",2026,"Big 12",53.8,1,12,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0,0,0,0,"100%",39.6,0.083,0.083,1,0,"P4",0,0,0.0833333333333333
"RAIDEN VINES-BRIGHT","ARIZONA ST",40,9.77,"F",7,"WR",2026,"Big 12",49.3,4,22,9,4,1,1,1,0,0,0,0,0,2,1,0,3,3,1,0,0.05,5,0,0,0.5,0,"25.00%",39.6,0.045,0.182,0,0.25,"P4",0.25,0.25,0.181818181818182
"JOHNTAY COOK II","OLE MISS",37,9.43,"F",0,"WR",2026,"SEC",52.6,1,18,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0,0,0,0,"100%",39.6,0.056,0.056,1,0,"P4",0,0,0.0555555555555556
"NIC ANDERSON","KENTUCKY",35,9.31,"F",4,"WR",2026,"SEC",52,1,16,3,3,1,4,4,0,0,0,0,0,1,1,0,5,5,3,0,0.25,6.3,0,0,1,0,"33.30%",42.4,0,0.188,0,0.333,"P4",0.333333333333333,1.33333333333333,0.1875
"ATTICUS JOSEPH","STANFORD",20,9.25,"F",89,"WR",2026,"ACC",53.3,2,16,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22.3,0,0,0,0,"25.00%",39.6,0.063,0.25,0.5,0,"P4",0,0,0.25
"JORDAN KING","CAL",33,8.96,"F",4,"WR",2026,"ACC",52.6,0,20,7,3,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0.1,4,0,0,1,0,"0.00%",42.4,0.15,0.15,0,0.333,"P4",0.333333333333333,0.666666666666667,0.15
"JONANTHONY HALL","STANFORD",36,8.82,"F",11,"WR",2026,"ACC",43.6,3,25,13,4,1,6,6,0,0,2,0,0,3,1,0,1,1,1,0,0.24,8.8,0,0,0.333,0.667,"25.00%",39.6,0.04,0.16,0.25,0.25,"P4",0.25,1.5,0.16
"JAEDN SKEETE","BOSTON COL",65,8.75,"F",1,"WR",2026,"ACC",54.1,2,44,6,4,1,8,8,0,0,0,0,0,1,1,0,5,5,3,0,0.18,8.8,0,0,1,0,"25.00%",0,0.023,0.091,0,0.25,"P4",0.25,2,0.0909090909090909
"CHANNING GOODWIN","MICHIGAN",21,8.1,"F",9,"WR",2026,"Big Ten",52.7,0,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,"0.00%",39.6,0,0.071,1,0,"P4",0,0,0.0714285714285714
"KALEB WEBB","MARYLAND",53,7.59,"F",2,"WR",2026,"Big Ten",47.5,5,32,2,6,1,9,9,0,0,2,0,0,3,2,0,4,4,2,0,0.28,15.7,0,0,0.333,0.667,"33.30%",39.6,0.031,0.188,0.5,0.167,"P4",0.166666666666667,1.5,0.1875
"CALEB SMITH","ARIZONA",21,7.31,"F",20,"WR",2026,"Big 12",48.4,1,11,0,3,1,9,9,0,0,1,0,0,2,0,0,5,5,2,0,0.82,2,0,0,0.5,0.5,"0.00%",42.4,0.273,0.273,0,0.333,"P4",0.333333333333333,3,0.272727272727273
"DRE'LON MILLER","BAYLOR",16,6.98,"F",1,"WR",2026,"Big 12",53.3,2,11,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,"0.00%",39.6,0,0.273,0,0,"P4",0,0,0.272727272727273
"TY CLAIBORNE","IOWA STATE",23,6.83,"F",89,"WR",2026,"Big 12",53.7,1,12,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,"100%",39.6,0,0.083,0,0,"P4",0,0,0.0833333333333333
"JARED RICHARDSON","DUKE",57,6.75,"F",17,"WR",2026,"ACC",51.9,0,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,"0.00%",39.6,0,0.045,0,0,"P4",0,0,0.0454545454545455
"RICKY AHUMARAEZE","NWESTERN",27,6.11,"F",10,"WR",2026,"Big Ten",53.8,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,"0.00%",39.6,0,0.077,0,0,"P4",0,0,0.0769230769230769
"TONY KINSLER","PITTSBURGH",30,6.02,"F",2,"WR",2026,"ACC",51.6,1,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,"0.00%",39.6,0,0.048,0,0,"P4",0,0,0.0476190476190476
"ISAIAH JOHNSON","CINCINNATI",24,5.88,"F",0,"WR",2026,"Big 12",48.3,2,11,1,2,1,-1,-1,0,0,1,0,0,2,0,0,3,3,0,0,-0.09,12,0,0,0.5,0.5,"0.00%",56.3,0.182,0.182,0.5,0.5,"P4",0.5,-0.5,0.181818181818182
"JACK FOLEY","WAKE",33,5.75,"F",10,"WR",2026,"ACC",52.6,2,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,"100%",39.6,0,0.05,0,0,"P4",0,0,0.05
"KAVON SIMMONS","DUKE",24,5.56,"F",7,"WR",2026,"ACC",54.2,1,11,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,"100%",39.6,0,0.091,0,0,"P4",0,0,0.0909090909090909
"EVAN JAMES","IOWA",29,5.51,"F",8,"WR",2026,"Big Ten",46.3,4,24,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8.7,0,0,0,0,"66.70%",39.6,0.125,0.125,0,0,"P4",0,0,0.125
"MALACHI HENRY","CINCINNATI",28,4.83,"F",9,"WR",2026,"Big 12",53.4,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,"0.00%",39.6,0,0.083,0,0,"P4",0,0,0.0833333333333333
"DAWSON POUGH","BOSTON COL",46,4.83,"F",3,"WR",2026,"ACC",51.1,0,30,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,"0.00%",0,0,0.033,0,0,"P4",0,0,0.0333333333333333
"ZAMONDRE MERRIWEATHER","SYRACUSE",25,4.01,"F",14,"WR",2026,"ACC",46.8,3,11,5,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.5,0,0,0,1,"0.00%",39.6,0,0.182,0,0,"P4",0,0,0.181818181818182
"JAMARI HAWKINS","ARKANSAS",28,2.43,"F",9,"WR",2026,"SEC",46.5,2,15,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,0,0,0,1,"0.00%",39.6,0.067,0.067,0,0,"P4",0,0,0.0666666666666667
"WADEN CHARLES","UCF",31,0.79,"F",9,"WR",2026,"Big 12",52.8,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4",0,0,0
"BISI OWENS","PURDUE",22,0.01,"F",17,"WR",2026,"Big Ten",54,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4",0,0,0
"DARIUS JOHNSON","SYRACUSE",31,0,"F",6,"WR",2026,"ACC",53.4,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4",0,0,0
