"Name","Team","Jersey.Number.x","Position","Season","Conference.x","Rush.Grade","Key.Plays.x","Attempts","Rush.Yards","Yards.per.Attempt","Rush.Touchdowns","First.Down.Runs","Fumbles.x","Fumbles.Lost.x","Missed.Tackles.on.Runs","Yards.before.Contact","Yards.before.Contact.per.Attempt","Yards.after.Contact","Yards.after.Contract.per.Attempt","Scrambles","First.down.or.Touchdown.percentage","Missed.Tackles.forced.per.Attempt","Explosive.Runs","Change.of.direction.percentage","Team.Name","Jersey.Number.y","Conference.y","Receiving.Grade","Key.Plays.y","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles.y","Fumbles.Lost.y","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference","Conference_Level","Offensive.Snaps","Composite_Score","Player_Grade"
"ADAM MOHAMMED","CAL",24,"HB",2026,"ACC",68.4,11,29,119,4.1,1,6,0,0,6,21,0.7,98,3.4,0,0.207,0.21,4,0.103,"CAL",24,"ACC",68.2,4,34,0,7,7,46,6.6,0,3,0,0,0,7,0,0,68,9.7,32,0,1.35,-3.1,0,2,"100%","0.00%","0.00%",94,0,0.206,0,"100%","ACC","P4",70,62.58,"B"
"DUKE WATSON","UCF",26,"HB",2026,"Big 12",80.1,6,7,110,15.7,1,3,0,0,5,89,12.7,21,3,0,0.429,0.71,3,0.429,"UCF",26,"Big 12",56.7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big 12","P4",20,61.92,"B"
"WAYNE KNIGHT","UCLA",3,"HB",2026,"Big Ten",69.6,5,8,71,8.9,3,5,0,0,4,12,1.5,59,7.4,0,0.625,0.5,2,0.125,"UCLA",3,"Big Ten",72.7,3,12,0,3,2,25,12.5,0,1,0,0,0,2,1,0,33,16.5,2,0,2.08,-1,1,0,"100%","0.00%","33.30%",92.4,0,0.25,0,"66.70%","Big Ten","P4",27,61.38,"B"
"MARCELLOUS HAWKINS JR.","VA TECH",27,"HB",2026,"ACC",82.3,12,14,86,6.1,3,7,0,0,6,34,2.4,52,3.7,0,0.5,0.43,4,0.286,"VA TECH",27,"ACC",55.3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","ACC","P4",27,61.12,"B"
"ANTHONY WOODS","UCLA",6,"HB",2026,"Big Ten",88.6,6,8,118,14.8,2,2,0,0,4,28,3.5,90,11.3,0,0.25,0.5,2,0,"UCLA",6,"Big Ten",60.2,0,8,0,1,1,1,1,0,0,0,0,0,1,0,0,3,3,1,0,0.13,-2,0,0,"100%","0.00%","0.00%",79.2,0,0.125,0,"100%","Big Ten","P4",17,60.29,"B"
"J'KOBY WILLIAMS","TEXAS TECH",20,"HB",2026,"Big 12",65.8,7,13,71,5.5,1,6,0,0,4,19,1.5,52,4,0,0.462,0.31,2,0.077,"TEXAS TECH",20,"Big 12",87.4,5,17,0,8,8,57,7.1,0,2,0,0,0,8,0,0,70,8.8,37,0,3.35,-1.6,1,4,"100%","0.00%","0.00%",96.4,0.118,0.471,0,"100%","Big 12","P4",31,55.62,"C"
"LANDEN CHAMBERS","UCF",11,"HB",2026,"Big 12",77.4,4,6,56,9.3,2,3,0,0,5,15,2.5,41,6.8,0,0.5,0.83,2,0.167,"UCF",11,"Big 12",68.7,1,4,0,2,1,15,15,0,1,0,0,0,1,0,0,4,4,0,0,3.75,7,1,0,"100%","0.00%","0.00%",75,0,0.5,0,"50.00%","Big 12","P4",15,55.27,"C"
"DARIUS TAYLOR","MINNESOTA",1,"HB",2026,"Big Ten",73.3,9,15,56,3.7,3,3,0,0,5,16,1.1,40,2.7,0,0.2,0.33,1,0.133,"MINNESOTA",1,"Big Ten",87.4,3,11,0,3,3,31,10.3,0,2,0,0,0,3,0,0,23,7.7,10,0,2.82,2.7,1,1,"100%","0.00%","0.00%",109.7,0.091,0.273,0,"100%","Big Ten","P4",29,54.83,"C"
"OUSMANE KROMAH","FLORIDA ST",32,"HB",2026,"ACC",72.2,9,22,120,5.5,1,5,0,0,5,23,1.1,97,4.4,0,0.227,0.23,2,0.045,"FLORIDA ST",32,"ACC",55.9,2,15,0,1,1,8,8,0,0,0,0,0,1,0,0,5,5,1,0,0.53,3,0,0,"100%","0.00%","0.00%",100,0,0.067,0,"100%","ACC","P4",50,53.36,"C"
"MEKHI NELSON","NEBRASKA",13,"HB",2026,"Big Ten",74.8,5,10,64,6.4,1,1,0,0,4,5,0.5,59,5.9,0,0.1,0.4,1,0,"NEBRASKA",13,"Big Ten",84.9,2,12,0,3,2,65,32.5,1,2,0,0,0,3,0,0,53,26.5,39,0,5.42,4.7,1,4,"66.70%","0.00%","0.00%",149.3,0,0.25,0,"66.70%","Big Ten","P4",28,53.28,"C"
"MAKHI HUGHES","HOUSTON",21,"HB",2026,"Big 12",67.1,12,18,103,5.7,1,7,1,1,4,35,1.9,68,3.8,0,0.389,0.22,3,0.167,"HOUSTON",21,"Big 12",67,4,11,0,3,2,8,4,0,1,0,0,0,2,0,0,14,7,7,0,0.73,1.3,0,2,"100%","0.00%","0.00%",30.6,0,0.273,0,"66.70%","Big 12","P4",36,53.07,"C"
"WAYSHAWN PARKER","UTAH",1,"HB",2026,"Big 12",74.4,6,12,71,5.9,1,3,0,0,3,23,1.9,48,4,0,0.25,0.25,2,0.333,"UTAH",1,"Big 12",66.8,3,12,1,3,3,23,7.7,2,3,0,0,0,3,0,0,24,8,6,0,1.92,-0.3,0,4,"100%","0.00%","0.00%",138.2,0,0.25,0,"100%","Big 12","P4",36,52.05,"C"
"CAM EDWARDS","MICH STATE",0,"HB",2026,"Big Ten",67.5,12,27,98,3.6,1,7,0,0,4,23,0.8,75,2.8,0,0.259,0.15,3,0.259,"MICH STATE",0,"Big Ten",70.9,2,14,0,2,2,7,3.5,0,1,0,0,0,2,0,0,12,6,3,0,0.5,-2.5,0,0,"100%","0.00%","0.00%",81.3,0.071,0.143,0,"100%","Big Ten","P4",51,50.93,"C"
"IVERSON HOWARD","MARYLAND",24,"HB",2026,"Big Ten",74.7,8,12,66,5.5,2,6,0,0,6,27,2.3,39,3.3,0,0.5,0.5,1,0,"MARYLAND",24,"Big Ten",59.5,0,10,0,1,1,6,6,0,0,0,0,0,1,0,0,3,3,1,0,0.6,3,0,0,"100%","0.00%","0.00%",91.7,0,0.1,0,"100%","Big Ten","P4",25,50.43,"C"
"TURBO RICHARD","INDIANA",1,"HB",2026,"Big Ten",64.5,6,15,58,3.9,2,4,0,0,3,11,0.7,47,3.1,0,0.267,0.2,1,0.133,"INDIANA",1,"Big Ten",67.5,1,5,0,1,1,38,38,0,1,0,0,0,1,0,0,34,34,5,0,7.6,4,1,0,"100%","0.00%","0.00%",118.8,0,0.2,0,"100%","Big Ten","P4",21,50.23,"C"
"JEFFREY OVERTON JR.","VA TECH",16,"HB",2026,"ACC",70.2,4,9,104,11.6,2,4,0,0,0,48,5.3,56,6.2,0,0.444,0,3,0.222,"VA TECH",16,"ACC",54.7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","ACC","P4",24,48.81,"C"
"JA'KOBI JACKSON","OHIO STATE",24,"HB",2026,"Big Ten",90.9,7,8,83,10.4,1,3,0,0,6,9,1.1,74,9.3,0,0.375,0.75,1,0.125,"OHIO STATE",24,"Big Ten",55.6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big Ten","P4",18,48.21,"C"
"BO JACKSON","OHIO STATE",25,"HB",2026,"Big Ten",75.8,3,9,83,9.2,1,2,0,0,5,17,1.9,66,7.3,0,0.222,0.56,2,0.222,"OHIO STATE",25,"Big Ten",41.7,2,18,0,2,1,13,13,0,1,1,0,0,2,0,0,10,10,8,0,0.72,4.5,0,2,"50.00%","50.00%","0.00%",70.8,0,0.111,0,"50.00%","Big Ten","P4",28,47.72,"C"
"DESEAN BISHOP","TENNESSEE",18,"HB",2026,"SEC",70.9,11,14,95,6.8,1,5,1,1,5,37,2.6,58,4.1,0,0.357,0.36,4,0.214,"TENNESSEE",18,"SEC",54.8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","SEC","P4",31,47.17,"C"
"LAMARCUS BELL","UTAH",26,"HB",2026,"Big 12",81.5,4,7,87,12.4,1,3,0,0,4,17,2.4,70,10,0,0.429,0.57,3,0,"UTAH",26,"Big 12",58.8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big 12","P4",NA,46.39,"C"
"YASIN WILLIS","KANSAS",6,"HB",2026,"Big 12",76.3,8,11,72,6.5,2,5,0,0,5,33,3,39,3.5,0,0.455,0.45,2,0.091,"KANSAS",6,"Big 12",52.8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big 12","P4",26,46.11,"C"
"LLOYD AVANT","OKLAHOMA",9,"HB",2026,"SEC",69.8,10,15,79,5.3,1,4,0,0,6,23,1.5,56,3.7,0,0.267,0.4,2,0.067,"OKLAHOMA",9,"SEC",74.6,1,4,0,1,1,6,6,0,1,0,0,0,1,0,0,11,11,11,0,1.5,-5,0,1,"100%","0.00%","0.00%",91.7,0,0.25,0,"100%","SEC","P4",25,46.07,"C"
"RODNEY FIELDS JR.","KANSAS ST",20,"HB",2026,"Big 12",77.6,9,14,101,7.2,1,7,0,0,1,64,4.6,37,2.6,0,0.5,0.07,4,0,"KANSAS ST",20,"Big 12",54.3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big 12","P4",35,46.06,"C"
"KYSON BROWN","ARIZONA ST",1,"HB",2026,"Big 12",74.2,4,6,80,13.3,1,2,0,0,1,63,10.5,17,2.8,0,0.333,0.17,2,0,"ARIZONA ST",1,"Big 12",65.4,1,7,0,1,1,11,11,0,1,0,0,0,1,0,0,17,17,11,0,1.57,-6,0,0,"100%","0.00%","0.00%",112.5,0,0.143,0,"100%","Big 12","P4",18,45.4,"C"
"JASON PATTERSON","KENTUCKY",26,"HB",2026,"SEC",81.2,11,11,78,7.1,0,4,0,0,4,19,1.7,59,5.4,0,0.364,0.36,1,0,"KENTUCKY",26,"SEC",71.5,2,6,0,2,1,16,16,0,1,0,0,0,1,1,0,17,17,2,0,2.67,-0.5,1,0,"100%","0.00%","50.00%",77.1,0,0.333,0,"50.00%","SEC","P4",18,45.23,"C"
"TY CLARK III","WAKE",4,"HB",2026,"ACC",79.2,4,7,105,15,0,3,0,0,1,67,9.6,38,5.4,0,0.429,0.14,3,0.143,"WAKE",4,"ACC",53.7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","ACC","P4",37,45.22,"C"
"KEDRICK REESCANO","ARIZONA",3,"HB",2026,"Big 12",72.6,7,11,52,4.7,2,4,0,0,3,8,0.7,44,4,0,0.364,0.27,1,0.182,"ARIZONA",3,"Big 12",66.2,2,7,0,2,2,18,9,0,1,0,0,0,2,0,0,14,7,2,0,2.57,2,0,1,"100%","0.00%","0.00%",104.2,0,0.286,0,"100%","Big 12","P4",28,44.75,"C"
"MONTERRIO ELSTON JR.","KANSAS ST",31,"HB",2026,"Big 12",75.2,4,7,87,12.4,1,3,0,0,2,79,11.3,8,1.1,0,0.429,0.29,3,0,"KANSAS ST",31,"Big 12",57.6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big 12","P4",15,44.33,"C"
"JOE JACKSON","KANSAS ST",4,"HB",2026,"Big 12",64.7,4,7,38,5.4,1,2,0,0,1,17,2.4,21,3,0,0.286,0.14,2,0.143,"KANSAS ST",4,"Big 12",75.8,1,7,0,2,2,48,24,1,1,0,0,0,2,1,1,31,15.5,3,1,6.86,8.5,1,0,"100%","0.00%","50.00%",158.3,0,0.286,0,"100%","Big 12","P4",19,44.01,"C"
"DUKE CLARK","FLORIDA",20,"HB",2026,"SEC",69.4,4,8,65,8.1,1,3,0,0,2,32,4,33,4.1,0,0.375,0.25,2,0,"FLORIDA",20,"SEC",68.2,1,9,0,1,1,10,10,1,1,0,0,0,1,0,0,4,4,0,0,1.11,6,0,0,"100%","0.00%","0.00%",147.9,0,0.111,0,"100%","SEC","P4",20,43.13,"C"
"WAYMOND JORDAN","USC",2,"HB",2026,"Big Ten",66.6,7,11,67,6.1,1,6,0,0,5,9,0.8,58,5.3,0,0.545,0.45,4,0.091,"USC",2,"Big Ten",27.8,1,7,0,2,2,12,6,0,0,0,1,1,2,0,0,24,12,3,0,1.71,-6,0,0,"100%","0.00%","0.00%",91.7,0,0.286,0,"100%","Big Ten","P4",25,42.98,"C"
"HOLLYWOOD SMOTHERS","TEXAS",2,"HB",2026,"SEC",70.6,4,10,70,7,0,3,0,0,2,20,2,50,5,0,0.3,0.2,1,0.3,"TEXAS",2,"SEC",76.3,3,10,0,3,3,28,9.3,1,2,0,0,0,3,0,0,30,10,4,0,2.8,-0.7,0,0,"100%","0.00%","0.00%",145.1,0,0.3,0,"100%","SEC","P4",20,42.85,"C"
"CALEB HAWKINS","OKLA STATE",24,"HB",2026,"Big 12",67.7,8,19,83,4.4,0,6,0,0,2,31,1.6,52,2.7,0,0.316,0.11,4,0,"OKLA STATE",24,"Big 12",62.3,3,31,2,8,6,29,4.8,0,1,0,0,0,6,0,0,36,6,10,0,0.94,3.4,0,0,"100%","0.00%","0.00%",79.7,0.032,0.258,0.125,"75.00%","Big 12","P4",52,42.76,"C"
"DAWSON PENDERGRASS","BAYLOR",35,"HB",2026,"Big 12",76.6,13,25,88,3.5,0,6,0,0,4,13,0.5,75,3,0,0.24,0.16,0,0.08,"BAYLOR",35,"Big 12",69.1,2,30,0,3,2,11,5.5,0,1,0,0,0,2,0,0,8,4,4,0,0.37,-0.3,0,1,"100%","0.00%","0.00%",72.9,0.033,0.1,0,"66.70%","Big 12","P4",61,42.28,"C"
"DANIEL HILL","ALABAMA",4,"HB",2026,"SEC",79,8,9,47,5.2,2,4,0,0,2,11,1.2,36,4,0,0.444,0.22,1,0.111,"ALABAMA",4,"SEC",59.7,1,12,0,2,2,14,7,0,0,0,0,0,2,0,0,11,5.5,6,0,1.17,1.5,0,1,"100%","0.00%","0.00%",95.8,0,0.167,0,"100%","SEC","P4",30,41.66,"C"
"JORDON DAVISON","OREGON",0,"HB",2026,"Big Ten",67.6,7,12,90,7.5,1,6,0,0,1,57,4.8,33,2.8,0,0.5,0.08,2,0,"OREGON",0,"Big Ten",53.1,2,16,1,1,1,0,0,0,0,0,0,0,1,0,0,6,6,4,0,0,-6,0,0,"100%","0.00%","0.00%",79.2,0,0.063,0,"100%","Big Ten","P4",36,41.5,"C"
"KENDRICK RAPHAEL","SMU",6,"HB",2026,"ACC",69.1,6,13,102,7.8,0,2,0,0,1,54,4.2,48,3.7,0,0.154,0.08,3,0.308,"SMU",6,"ACC",62.2,1,17,0,2,1,11,11,0,1,0,0,0,1,0,0,10,10,1,0,0.65,0,0,0,"100%","0.00%","0.00%",66.7,0,0.118,0,"50.00%","ACC","P4",34,41.22,"C"
"RUEBEN OWENS II","TEXAS A&M",4,"HB",2026,"SEC",69.1,8,18,79,4.4,0,5,0,0,2,20,1.1,59,3.3,0,0.278,0.11,2,0.222,"TEXAS A&M",4,"SEC",61.1,1,24,0,2,2,25,12.5,0,1,0,0,0,2,0,0,32,16,3,0,1.04,-3.5,1,0,"100%","0.00%","0.00%",118.8,0.042,0.083,0,"100%","SEC","P4",49,40.62,"C"
"MATT FULLER","S CAROLINA",28,"HB",2026,"SEC",62.4,6,10,74,7.4,1,4,1,0,6,37,3.7,37,3.7,0,0.4,0.6,2,0,"S CAROLINA",28,"SEC",55.7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","SEC","P4",24,39.42,"D"
"MICAH WELCH","COLORADO",29,"HB",2026,"Big 12",79.2,8,15,58,3.9,1,5,0,0,6,11,0.7,47,3.1,0,0.333,0.4,2,0.2,"COLORADO",29,"Big 12",55.2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big 12","P4",24,38.94,"D"
"CA'LIL VALENTINE","ILLINOIS",5,"HB",2026,"Big Ten",63.5,3,11,88,8,1,3,0,0,1,65,5.9,23,2.1,0,0.273,0.09,2,0,"ILLINOIS",5,"Big Ten",59.2,1,7,0,2,1,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0.57,3,0,0,"100%","0.00%","0.00%",56.3,0,0.286,0,"50.00%","Big Ten","P4",23,38.73,"D"
"KEWAN LACY","OLE MISS",5,"HB",2026,"SEC",70.5,11,17,61,3.6,1,6,0,0,2,25,1.5,36,2.1,0,0.353,0.12,1,0,"OLE MISS",5,"SEC",64.2,4,15,0,7,4,19,4.8,0,1,1,0,0,5,0,0,30,7.5,14,0,1.27,1.3,0,1,"80.00%","20.00%","0.00%",62.2,0.2,0.467,0.143,"57.10%","SEC","P4",37,38.47,"D"
"LEGEND BEY","OHIO STATE",2,"HB",2026,"Big Ten",65.5,2,6,37,6.2,0,2,0,0,1,3,0.5,34,5.7,0,0.333,0.17,1,0.167,"OHIO STATE",2,"Big Ten",90.4,2,4,0,2,2,37,18.5,1,2,0,0,0,2,0,0,51,25.5,26,0,9.25,-7,1,3,"100%","0.00%","0.00%",158.3,0,0.5,0,"100%","Big Ten","P4",NA,37.89,"D"
"RE'SHAUN SANFORD II","HOUSTON",6,"HB",2026,"Big 12",69,3,11,75,6.8,1,1,0,0,2,2,0.2,73,6.6,0,0.091,0.18,1,0.364,"HOUSTON",6,"Big 12",64.5,1,13,0,1,1,9,9,0,0,0,0,0,1,0,0,12,12,5,0,0.69,-3,0,1,"100%","0.00%","0.00%",104.2,0,0.077,0,"100%","Big 12","P4",32,37.88,"D"
"JAY HARRIS","KANSAS ST",9,"HB",2026,"Big 12",67.2,5,6,53,8.8,1,3,1,1,4,8,1.3,45,7.5,0,0.5,0.67,3,0.333,"KANSAS ST",9,"Big 12",57.8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big 12","P4",NA,37.78,"D"
"DEVAUGHN EKA","BYU",25,"HB",2026,"Big 12",82.2,8,8,59,7.4,1,4,0,0,3,23,2.9,36,4.5,0,0.5,0.38,1,0.125,"BYU",25,"Big 12",60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big 12","P4",NA,37.55,"D"
"EJ CROWELL","ALABAMA",13,"HB",2026,"SEC",76.5,5,7,37,5.3,1,2,0,0,4,1,0.1,36,5.1,0,0.286,0.57,1,0.286,"ALABAMA",13,"SEC",73.1,1,5,0,1,1,13,13,0,1,0,0,0,1,0,0,19,19,4,0,2.6,-6,0,0,"100%","0.00%","0.00%",118.8,0,0.2,0,"100%","SEC","P4",NA,37.44,"D"
"XAI'SHAUN EDWARDS","MISSOURI",24,"HB",2026,"SEC",70,6,8,49,6.1,0,4,0,0,2,28,3.5,21,2.6,0,0.5,0.25,2,0.25,"MISSOURI",24,"SEC",74,2,7,0,2,2,14,7,0,1,0,0,0,2,0,0,15,7.5,7,0,2,-0.5,1,1,"100%","0.00%","0.00%",95.8,0,0.286,0,"100%","SEC","P4",17,37.37,"D"
"EVAN DICKENS","BOSTON COL",23,"HB",2026,"ACC",66,5,11,47,4.3,1,4,0,0,2,7,0.6,40,3.6,0,0.364,0.18,2,0.091,"BOSTON COL",23,"ACC",62.6,1,20,0,2,2,27,13.5,0,1,0,0,0,2,0,0,35,17.5,25,0,1.35,-4,1,1,"100%","0.00%","0.00%",118.8,0,0.1,0,"100%","ACC","P4",35,36.22,"D"
"JA'KYRIAN TURNER","PITTSBURGH",9,"HB",2026,"ACC",60.2,3,11,39,3.5,0,3,0,0,2,-1,-0.1,40,3.6,0,0.273,0.18,2,0,"PITTSBURGH",9,"ACC",71.6,4,18,0,4,4,69,17.3,1,3,0,0,0,4,0,0,48,12,3,0,3.83,5.3,1,1,"100%","0.00%","0.00%",158.3,0.056,0.222,0,"100%","ACC","P4",34,35.75,"D"
"GI'BRAN PAYNE","CINCINNATI",6,"HB",2026,"Big 12",60.2,5,14,108,7.7,0,3,1,0,3,42,3,66,4.7,0,0.214,0.21,3,0,"CINCINNATI",6,"Big 12",57.2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big 12","P4",26,35.46,"D"
"JUSTICE HAYNES","GA TECH",22,"HB",2026,"ACC",78.9,8,19,64,3.4,0,4,0,0,5,-6,-0.3,70,3.7,0,0.211,0.26,3,0.105,"GA TECH",22,"ACC",57.4,1,14,0,2,1,4,4,0,0,0,0,0,1,0,0,7,7,3,0,0.29,-2.5,0,1,"100%","0.00%","0.00%",56.3,0,0.143,0,"50.00%","ACC","P4",40,35.06,"D"
