"Name","Team.Name","Offensive.Snaps","Composite_Score","Player_Grade"
"MALACHI TONEY","MIAMI FL",51,100,"A"
"KJ DUFF","RUTGERS",62,93.74,"A"
"KOBY HOWARD","PENN STATE",28,80.54,"A"
"UMARI HATCHER","SYRACUSE",48,80.46,"A"
"JEREMIAH SMITH","OHIO STATE",36,79.02,"B"
"NIK MCMILLAN","KANSAS",28,74.83,"B"
"CARLOS HERNANDEZ","WAKE",28,72.77,"B"
"QUE'SEAN BROWN","VA TECH",16,70.58,"B"
"REED HARRIS","ARIZONA ST",39,70.36,"B"
"DONOVAN OLUGBODE","MISSOURI",30,67.41,"B"
"JJ BUCHANAN","MICHIGAN",48,66.95,"B"
"DEUCE ALEXANDER","OLE MISS",64,66.91,"B"
"GAVIN FREEMAN","BAYLOR",101,65.43,"B"
"TRENT MOSLEY","USC",35,63.83,"B"
"JEREMIAH MCCLELLAN","OREGON",63,62.96,"B"
"MIKE MATTHEWS","TENNESSEE",44,62.05,"B"
"CHARLIE BECKER","INDIANA",42,59.36,"C"
"ANTHONY EVANS III","MISS STATE",42,58.86,"C"
"DEVIN MCCUIN","OHIO STATE",37,57.62,"C"
"COLLIN DIXON","ILLINOIS",44,57.37,"C"
"MARQUIS JOHNSON","MISS STATE",40,57.34,"C"
"VERNELL BROWN III","FLORIDA",40,57.32,"C"
"YANNICK SMITH","SMU",55,56.79,"C"
"ASAAD WASEEM","PURDUE",27,56.61,"C"
"AMARE THOMAS","HOUSTON",73,56.54,"C"
"LAWAYNE MCCOY","LOUISVILLE",65,55.97,"C"
"LOUIS BROWN IV","BAYLOR",100,55.24,"C"
"BRADEN PEGAN","UTAH",45,55.01,"C"
"OMARION MILLER","ARIZONA ST",36,54.87,"C"
"ISAIAH SATEGNA III","OKLAHOMA",20,54.75,"C"
"DAKORIEN MOORE","OREGON",54,54.01,"C"
"CAM COLEMAN","TEXAS",49,52.92,"C"
"RYAN WINGO","TEXAS",43,52.86,"C"
"KENNY DARBY","KENTUCKY",20,52.62,"C"
"ANTONIO MEEKS","WAKE",24,51.96,"C"
"RODNEY BULLARD JR.","MICH STATE",73,51.19,"C"
"CAYDEN LEE","MISSOURI",30,51.18,"C"
"CATAURUS HICKS","PITTSBURGH",52,51.09,"C"
"CADEN HIGH","STANFORD",23,50.81,"C"
"TJ ABRAMS","FLORIDA",27,50.63,"C"
"COOPER BARKATE","MIAMI FL",45,50.32,"C"
"CENSERE LEE","PITTSBURGH",41,50.24,"C"
"WINSTON WATKINS JR.","LSU",68,49.7,"C"
"MALACHI COLEMAN","WISCONSIN",40,49.21,"C"
"KAYDEN DIXON-WYATT","USC",41,48.42,"C"
"ISAIAH HORTON","TEXAS A&M",57,48.38,"C"
"JV GIBSON","CINCINNATI",39,48.36,"C"
"JAVON TRACY","MINNESOTA",31,48.34,"C"
"TRELL HARRIS","OKLAHOMA",29,48.03,"C"
"RYAN COLEMAN-WILLIAMS","ALABAMA",58,47.71,"C"
"JORDAN ALLEN","GA TECH",45,47.24,"C"
"SHAUN TERRY II","MISSOURI",37,47.18,"C"
"RASHID WILLIAMS","WASHINGTON",50,46.32,"C"
"GRIFFIN WILDE","NWESTERN",54,46.03,"C"
"TRE RICHARDSON","LOUISVILLE",60,45.87,"C"
"TONY DIAZ","IOWA",46,45.71,"C"
"CHRIS LAWSON","WASHINGTON",56,45.62,"C"
"CHASE HENDRICKS","CAL",86,43.54,"C"
"BRETT ESKILDSEN","PENN STATE",30,43.54,"C"
"JONATHAN BIBBS","UCF",16,42.88,"C"
"MIKEY MATTHEWS","UCLA",35,42.65,"C"
"BRYCE YATES","PITTSBURGH",28,42.29,"C"
"NA'EEM ABDUL-RAHIM GLADDING","MARYLAND",50,41.88,"C"
"NAHZAE COX","KANSAS",36,41.88,"C"
"JALEN COOPER","SMU",47,41.77,"C"
"JALEN HALE","SMU",34,41.73,"C"
"KESHAUN SINGLETON","AUBURN",75,41.59,"C"
"KAM SHANKS","WAKE",24,41.52,"C"
"TATE NAGY","KANSAS",35,41.2,"C"
"IAN STRONG","CAL",88,40.46,"C"
"DAYLYN UPSHAW","MIAMI FL",27,40.36,"C"
"JARON TIBBS","KANSAS ST",44,40.25,"C"
"NYZIAH HUNTER","NEBRASKA",42,40.21,"C"
"TREYSHUN HURRY","LOUISVILLE",70,39.67,"D"
"MALIK KNIGHT","PITTSBURGH",44,39.07,"D"
"JADON PORTER","BAYLOR",72,39.06,"D"
"GIOVANNI RICHARDSON","ARIZONA",35,38.56,"D"
"CHRISHON MCCRAY","MICH STATE",69,38.3,"D"
"CHRIS MARSHALL","ARKANSAS",72,37.94,"D"
"SANFRISCO MAGEE","MISS STATE",29,37.92,"D"
"NYCK HARBOR","S CAROLINA",32,37.8,"D"
"WYATT YOUNG","OKLA STATE",44,37.68,"D"
"DJ BLACK","S CAROLINA",24,37.29,"D"
"EVAN STEWART","OREGON",58,37.25,"D"
"MARIO CRAVER","TEXAS A&M",41,37.16,"D"
"JOSH MANNING","KANSAS ST",45,36.42,"D"
"ZION RAGINS","MISS STATE",38,36.02,"D"
"JEREMIAH KOGER","AUBURN",55,35.59,"D"
"TRE SPIVEY","ARIZONA",37,35.41,"D"
"JACORY BARNEY JR.","NEBRASKA",62,35.24,"D"
"KENNY JOHNSON","TEXAS TECH",52,34.9,"D"
"TK KEYS","TENNESSEE",26,34.77,"D"
"DALEN PENSON","GA TECH",45,34.55,"D"
"NICK MARSH","INDIANA",43,34.36,"D"
"DJ EPPS","W VIRGINIA",49,33.16,"D"
"JOSH DERRY","UCF",29,32.76,"D"
"DALLAS WILSON","FLORIDA",38,32.38,"D"
"NOAH JENNINGS","MINNESOTA",33,32.32,"D"
"JUNIOR SHERRILL","VANDERBILT",55,32.03,"D"
"TRA'MAR HARRIS","PURDUE",18,31.98,"D"
"KWAZI GILMER","NEBRASKA",64,31.74,"D"
"ZACHARYUS WILLIAMS","USC",33,31.68,"D"
"COREY SIMMS","USC",35,31.67,"D"
"RADARIOUS JACKSON","TENNESSEE",25,31.2,"D"
"REECE VANDER ZEE","IOWA",35,30.95,"D"
"MAZEO BENNETT JR.","S CAROLINA",29,30.44,"D"
"HAYDEN MOORE","MINNESOTA",25,29.83,"D"
"TRAYLON RAY","OLE MISS",20,29.74,"D"
"JORDAN ONOVUGHE","STANFORD",30,29.73,"D"
"JOSHUA MOORE","MIAMI FL",22,29.6,"D"
"KOBY YOUNG","HOUSTON",65,29.29,"D"
"ISMAEL CISSE","ARKANSAS",32,29.28,"D"
"MICAH HUDSON","TEXAS TECH",47,29.13,"D"
"JAVARIUS GREEN","BOSTON COL",51,29.07,"D"
"TANOOK HINES","USC",25,29.05,"D"
"ISAIAH MIZELL","ARIZONA",27,28.99,"D"
"EUGENE WILSON III","LSU",65,28.32,"D"
"JONAH BURTON","DUKE",36,28,"D"
"CHRIS DURR JR.","MARYLAND",39,27.84,"D"
"XAVIER TOWNSEND","PURDUE",29,27.7,"D"
"CHASE SOWELL","PENN STATE",36,27.62,"D"
"DAVION BROWN","VA TECH",28,27.59,"D"
"HORATIO FIELDS","OLE MISS",68,27.37,"D"
"CHRIS BARNES","OKLA STATE",78,27.13,"D"
"JOJO PHILLIPS","BYU",30,26.82,"D"
"TYLER MORRIS","INDIANA",33,26.7,"D"
"TRENT WALKER","HOUSTON",46,26.65,"D"
"JARRIETT BUIE","IOWA",45,26.52,"D"
"BRANDON INNISS","OHIO STATE",24,26.42,"D"
"TERRY BUSSEY","TEXAS A&M",38,26.28,"D"
"KYLER KASPER","BYU",33,26.04,"D"
"JADEN BRAY","W VIRGINIA",59,25.94,"D"
"TYSEER DENMARK","VA TECH",16,25.85,"D"
"JACKSON HARRIS","LSU",40,25.71,"D"
"NAESHAUN MONTGOMERY","MISSOURI",59,25.62,"D"
"COLE WEAVER","SYRACUSE",36,25.43,"D"
"R.J. MOSLEY","ARIZONA",23,25.43,"D"
"DEZMEN ROEBUCK","WASHINGTON",56,25.08,"D"
"MILES COLEMAN","OKLA STATE",54,25.07,"D"
"JALEN SMITH","MINNESOTA",37,24.64,"D"
"DUCE ROBINSON","FLORIDA ST",68,24.6,"D"
"LANDON ELLIS","UCLA",31,24.43,"D"
"YAMIR KNIGHT","SMU",50,24.15,"D"
"BEN BLACK III","RUTGERS",35,24.12,"D"
"TYREN HORNES","UCF",22,23.7,"D"
"RICKY JOHNSON","UTAH",39,23.68,"D"
"CHAUNCEY MAGWOOD","PURDUE",36,23.46,"D"
"ZION ROBINSON","STANFORD",35,23.45,"D"
"CHRIS BROOKS JR.","WISCONSIN",47,22.93,"D"
"CREED WHITTEMORE","UTAH",21,22.54,"D"
"CJ BROWN","ARKANSAS",52,21.9,"D"
"JAYVAN BOGGS","FLORIDA ST",47,21.83,"D"
"CHRIS HENRY JR.","OHIO STATE",38,21.68,"D"
"T.J. MOORE","CLEMSON",40,21.51,"D"
"LOTZEIR BROOKS","ALABAMA",37,21.5,"D"
"TYSHAWN RUSSELL","SYRACUSE",21,21.44,"D"
"RICO SCOTT","ALABAMA",60,21.28,"D"
"ISIAH CANION","GEORGIA",23,21.02,"D"
"TYRELL HENRY","WISCONSIN",43,20.91,"D"
"BRANDON WHITE","KANSAS ST",23,20.64,"D"
"CHAS NIMROD","AUBURN",68,20.51,"D"
"JOSEPH WILLIAMS","COLORADO",70,20.34,"D"
"JAYCE BROWN","LSU",51,20.29,"D"
"HUDSON CLEMENT","ILLINOIS",40,19.98,"F"
"GRACEN HARRIS","MISS STATE",25,19.98,"F"
"VERNON ALLEN III","RUTGERS",27,19.96,"F"
"QUAYD HENDRYX","MINNESOTA",25,19.93,"F"
"FREDRICK MOORE","MICH STATE",73,19.84,"F"
"COOPER PERRY","CAL",31,19.52,"F"
"DAMARION FOWLKES","MISSOURI",32,19.39,"F"
"DREW WAGNER","NWESTERN",41,19.34,"F"
"EMMETT MOSLEY V","TEXAS",37,19.3,"F"
"ANDREW MARSH","MICHIGAN",45,19.24,"F"
"CORY BUTLER JR.","ARIZONA ST",32,19.03,"F"
"DEANDRE MOORE JR.","COLORADO",70,18.79,"F"
"JOURDIN HOUSTON","RUTGERS",42,18.73,"F"
"TERRENCE LEWIS","OKLA STATE",34,18.25,"F"
"ISAIAH FUHRMANN","GA TECH",29,18.24,"F"
"TRISTEN BROWN","VANDERBILT",48,18.07,"F"
"TRAVIS SMITH JR.","TENNESSEE",24,16.81,"F"
"ASHTON BETHEL-ROMAN","TEXAS A&M",42,16.74,"F"
"COY EAKIN","TEXAS TECH",36,16.62,"F"
"DYZIER CARTER","RUTGERS",17,16.49,"F"
"MICAHI DANZY","FLORIDA ST",64,16.31,"F"
"AYDEN GREENE","VA TECH",29,16.19,"F"
"BRIAN ROWE JR.","UCLA",44,16.18,"F"
"JAYDEN MOORE","DUKE",40,16.1,"F"
"JUSTIN BOWICK","OKLA STATE",80,15.72,"F"
"HAYDEN ELIGON II","NWESTERN",25,15.42,"F"
"JA'CORY THOMAS","VANDERBILT",22,14.94,"F"
"CHRIS HUNTER III","ARIZONA",36,14.73,"F"
"JALEN MOSS","ARIZONA ST",28,14.46,"F"
"BRAYLON STALEY","TENNESSEE",40,14.35,"F"
"SEMAJ MORGAN","UCLA",25,13.83,"F"
"KEATON KUBECKA","KANSAS",36,13.48,"F"
"BRAYDEN TRIMBLE","ILLINOIS",29,13.43,"F"
"TYLER BROWN","CLEMSON",29,13.34,"F"
"THOMAS BLACKSHEAR","GEORGIA",21,13.13,"F"
"PHILLIP BELL","OHIO STATE",20,12.6,"F"
"BRYANT WESCO JR.","CLEMSON",41,12.57,"F"
"DE'NYLON MORRISSETTE","PURDUE",27,12.48,"F"
"JOHN NEIDER","W VIRGINIA",56,12.48,"F"
"CALEB GOODIE SR.","MISSOURI",34,11.55,"F"
"MICAH MAYS JR.","FLORIDA",26,11.04,"F"
"DJ MILLER","KENTUCKY",33,11,"F"
"DRAYDEN DICKMANN","WAKE",36,10.82,"F"
"EVAN BOYD","IOWA STATE",23,9.93,"F"
"RAIDEN VINES-BRIGHT","ARIZONA ST",40,9.77,"F"
"JOHNTAY COOK II","OLE MISS",37,9.43,"F"
"NIC ANDERSON","KENTUCKY",35,9.31,"F"
"ATTICUS JOSEPH","STANFORD",20,9.25,"F"
"JORDAN KING","CAL",33,8.96,"F"
"JONANTHONY HALL","STANFORD",36,8.82,"F"
"JAEDN SKEETE","BOSTON COL",65,8.75,"F"
"CHANNING GOODWIN","MICHIGAN",21,8.1,"F"
"KALEB WEBB","MARYLAND",53,7.59,"F"
"CALEB SMITH","ARIZONA",21,7.31,"F"
"DRE'LON MILLER","BAYLOR",16,6.98,"F"
"TY CLAIBORNE","IOWA STATE",23,6.83,"F"
"JARED RICHARDSON","DUKE",57,6.75,"F"
"RICKY AHUMARAEZE","NWESTERN",27,6.11,"F"
"TONY KINSLER","PITTSBURGH",30,6.02,"F"
"ISAIAH JOHNSON","CINCINNATI",24,5.88,"F"
"JACK FOLEY","WAKE",33,5.75,"F"
"KAVON SIMMONS","DUKE",24,5.56,"F"
"EVAN JAMES","IOWA",29,5.51,"F"
"MALACHI HENRY","CINCINNATI",28,4.83,"F"
"DAWSON POUGH","BOSTON COL",46,4.83,"F"
"ZAMONDRE MERRIWEATHER","SYRACUSE",25,4.01,"F"
"JAMARI HAWKINS","ARKANSAS",28,2.43,"F"
"WADEN CHARLES","UCF",31,0.79,"F"
"BISI OWENS","PURDUE",22,0.01,"F"
"DARIUS JOHNSON","SYRACUSE",31,0,"F"
