"Name","Team","Total_Snaps","Avg_Snaps_Per_Game","Games_Played","Adjusted_Score","Display_Grade"
"NATE SHEPPARD","DUKE",153,51,3,100,"A+"
"JADAN BAUGH","FLORIDA",102,34,3,99.7,"A+"
"WAYNE KNIGHT","UCLA",88,29.3333333333333,3,86.17,"A-"
"KENDRICK RAPHAEL","SMU",86,43,2,84.38,"A-"
"FAME IJEBOI","PURDUE",95,31.6666666666667,3,83.56,"A-"
"JAMAL RULE","NEBRASKA",94,31.3333333333333,3,82.52,"A-"
"TURBO RICHARD","INDIANA",70,23.3333333333333,3,82.45,"A-"
"ADAM MOHAMMED","CAL",173,57.6666666666667,3,81.12,"A-"
"JUSTICE HAYNES","GA TECH",120,40,3,80.5,"A-"
"LJ MARTIN","BYU",75,25,3,78.29,"B+"
"ANTWAN RAYMOND","RUTGERS",134,44.6666666666667,3,78.24,"B+"
"KAMARI MOULTON","IOWA",60,30,2,78.21,"B+"
"DAUNE MORRIS","TENNESSEE",46,23,2,77.21,"B+"
"DUKE WATSON","UCF",66,22,3,77.03,"B+"
"KEYJUAN BROWN","LOUISVILLE",59,29.5,2,76.35,"B+"
"DESEAN BISHOP","TENNESSEE",84,28,3,74.89,"B+"
"WAYSHAWN PARKER","UTAH",115,38.3333333333333,3,74.1,"B+"
"MATT FULLER","S CAROLINA",110,36.6666666666667,3,73.74,"B+"
"CAM COOK","W VIRGINIA",180,60,3,73.51,"B+"
"FLUFF BOTHWELL","MISS STATE",131,43.6666666666667,3,72.71,"B"
"JAYDEN SCOTT","NC STATE",48,48,2,71.77,"B"
"XAVIER WILLIAMS","IOWA",13,13,2,71.53,"B"
"AIDEN FLORA","IOWA STATE",37,18.5,3,71.07,"B"
"DILIN JONES","LSU",176,58.6666666666667,3,70.92,"B"
"OUSMANE KROMAH","FLORIDA ST",99,49.5,2,70.81,"B"
"MARK FLETCHER JR.","MIAMI FL",104,34.6666666666667,3,70.04,"B"
"J'KOBY WILLIAMS","TEXAS TECH",86,28.6666666666667,3,69.98,"B"
"KING MILLER","USC",112,37.3333333333333,3,69.83,"B"
"NATE FRAZIER","GEORGIA",34,17,2,69.02,"B"
"BO JACKSON","OHIO STATE",74,24.6666666666667,3,68.61,"B"
"JEREMY PAYNE","TCU",55,55,2,68.47,"B"
"DANIEL HILL","ALABAMA",91,30.3333333333333,3,67.96,"B"
"JAVIAN MALLORY","MIAMI FL",28,14,2,67.75,"B"
"CAM EDWARDS","MICH STATE",128,42.6666666666667,3,67.48,"B"
"MARCELLOUS HAWKINS JR.","VA TECH",97,32.3333333333333,3,67.2,"B"
"HOLLYWOOD SMOTHERS","TEXAS",75,25,3,67.11,"B"
"CALEB HAWKINS","OKLA STATE",133,44.3333333333333,3,63.55,"B-"
"KEWAN LACY","OLE MISS",117,39,3,63.07,"B-"
"LA'VELL WRIGHT","PITTSBURGH",47,23.5,2,62.19,"B-"
"JAMAL ROBERTS","MISSOURI",105,35,3,61.77,"B-"
"JEFFREY OVERTON JR.","VA TECH",96,32,3,61.7,"B-"
