"Name","Team","Total_Snaps","Avg_Snaps_Per_Game","Games_Played","Adjusted_Score","Display_Grade"
"RYAN RODRIGUEZ","MIAMI FL",160,53.3333333333333,3,91.68,"A"
"BRUCE MITCHELL","BYU",152,50.6666666666667,3,87.07,"A"
"JAKE RENFRO","ILLINOIS",169,56.3333333333333,3,83.41,"A-"
"CHRISTO KELLY","N CAROLINA",112,56,2,83.18,"A-"
"DOMINICK GIUDICE","MISSOURI",159,53,3,83.01,"A-"
"SHERIDAN WILSON","TEXAS TECH",214,71.3333333333333,3,82.54,"A-"
"BRADEN SMITH","IOWA STATE",146,48.6666666666667,3,81.05,"A-"
"TOMMY RICARD","VA TECH",127,63.5,2,80.72,"A-"
"ASHTON BEERS","MINNESOTA",160,53.3333333333333,3,79.93,"B+"
"SAM PENDLETON","TENNESSEE",125,62.5,2,78.23,"B+"
"WILL WAY","WAKE",181,60.3333333333333,3,77.74,"B+"
"ANTHONY BOSWELL","HOUSTON",153,76.5,2,76.63,"B+"
"MARK NABOU JR.","TEXAS A&M",216,72,3,75.51,"B+"
"JAHEIM BUCHANON","TCU",137,68.5,2,73.39,"B+"
"SEAN KINNEY","COLORADO",164,54.6666666666667,3,73.15,"B"
"JACKSON CARSELLO","NWESTERN",90,45,2,72.72,"B"
"ZACH HENNING","ARIZONA",179,59.6666666666667,3,69.33,"B"
"DRAKE METCALF","VIRGINIA",112,56,2,69.24,"B"
"IAPANI LALOULU","OREGON",170,56.6666666666667,3,69.12,"B"
"MICHAEL HERSHEY","MARYLAND",202,67.3333333333333,3,68.43,"B"
"JUSTIN EVANS","NEBRASKA",186,62,3,67.63,"B"
"CAEL WINTER","IOWA",151,50.3333333333333,3,67.62,"B"
"JOSHUA BATES","SMU",154,77,2,67.55,"B"
"HARRISON MOORE","FLORIDA",184,61.3333333333333,3,66.76,"B"
"BRAY LYNCH","INDIANA",155,51.6666666666667,3,66.14,"B-"
"TRENT FRALEY","MICH STATE",195,65,3,65.65,"B-"
"BRADYN WELCH-JOINER","FLORIDA ST",136,68,2,65.2,"B-"
"COLETON PRICE","KENTUCKY",177,59,3,63.36,"B-"
"DYLAN VILLAROUEL","KANSAS ST",181,60.3333333333333,3,62.86,"B-"
"BRAELIN MOORE","LSU",218,72.6666666666667,3,62.77,"B-"
"KYLE ALTUNER","VA TECH",120,60,2,62.77,"B-"
"RYAN CARRETTA","PITTSBURGH",208,69.3333333333333,3,62.58,"B-"
"RILEY ROBELL","UCLA",187,62.3333333333333,3,61.84,"B-"
"CANON BOONE","MISS STATE",195,65,3,58.77,"C+"
"JAMESON RIGGS","GA TECH",126,63,2,58.52,"C+"
"WES KING","W VIRGINIA",180,60,3,58.26,"C+"
"TOBIAS RAYMOND","USC",188,62.6666666666667,3,57.81,"C+"
"BOAZ STANLEY","PURDUE",206,68.6666666666667,3,57.8,"C+"
"TARAN TYO","CINCINNATI",194,64.6666666666667,3,56.9,"C+"
"CONNOR ROBERTSON","TEXAS",210,70,3,56.63,"C+"
"MATT CRAYCRAFT","DUKE",214,71.3333333333333,3,56.33,"C+"
"KASEN CARPENTER","KANSAS",205,68.3333333333333,3,56.21,"C+"
"EVAN WIBBERLEY","LOUISVILLE",126,63,2,56.12,"C+"
"TANA ALO-TUPUOLA","ARIZONA ST",174,58,3,55.14,"C+"
"TERRENCE SALAMI","RUTGERS",206,68.6666666666667,3,54.85,"C+"
"ALEX HARRISON","UTAH",164,54.6666666666667,3,54.83,"C+"
"JAKE GUARNERA","MICHIGAN",177,59,3,53.71,"C+"
"CARSON HINZMAN","OHIO STATE",160,53.3333333333333,3,53.51,"C+"
"TYLER MERCER","OKLA STATE",223,74.3333333333333,3,53.2,"C"
"HARRIS SEWELL","CLEMSON",200,66.6666666666667,3,50.55,"C"
"RACIN DELGATTY","ALABAMA",212,70.6666666666667,3,45.41,"C-"
"BROCK RIKER","PENN STATE",115,57.5,2,44.57,"C-"
"JOE CRUZ","SYRACUSE",205,68.3333333333333,3,43.46,"C-"
"BRYCEN SANDERS","OLE MISS",211,70.3333333333333,3,43.07,"C-"
"KOLTIN SIERACKI","BAYLOR",177,88.5,2,42.59,"C-"
"NOAH BEST","OKLAHOMA",107,53.5,2,41.43,"C-"
"BASTIAN SWINNEY","CAL",174,58,3,39.99,"D+"
"AUSTIN KAWECKI","WISCONSIN",172,57.3333333333333,3,39.79,"D+"
"KOLT DIETERICH","WASHINGTON",199,66.3333333333333,3,39.39,"D+"
"DJ WILLIAMS","BOSTON COL",154,51.3333333333333,3,37.72,"D+"
"JAKE MAIKKULA","OKLAHOMA",124,62,2,37.62,"D+"
"CARTER MILLER","S CAROLINA",86,43,2,37.26,"D+"
"CADEN KITLER","ARKANSAS",228,76,3,37.23,"D+"
"COLE BEST","AUBURN",218,72.6666666666667,3,36.76,"D+"
"CONNOR MEADOWS","UCF",157,52.3333333333333,3,34.14,"D+"
"LYNDON COOPER","VANDERBILT",198,66,3,33.78,"D+"
"CHARLIE HOITINK","STANFORD",131,65.5,2,24.11,"D-"
