"Name","Team","Total_Snaps","Avg_Snaps_Per_Game","Games_Played","Adjusted_Score","Display_Grade"
"Tylan Hines","TARLETON",125,62.5,2,100,"A+"
"Luke Yoder","LEHIGH",112,37.3333333333333,3,93.5,"A+"
"Floyd Chalk","SO UTAH",91,45.5,3,86.84,"A"
"Eli Gillman","MONTANA",152,50.6666666666667,3,83.64,"A-"
"Mason Pickett-Hicks","SCAR STATE",51,25.5,2,81.21,"A-"
"Adam Jones","MONTANA ST",140,46.6666666666667,3,81.1,"A-"
"Gavin Garcia","CITADEL",58,58,2,77.8,"B+"
"Danny Shaban","COLGATE",155,51.6666666666667,3,77.09,"B+"
"Plez Lawrence","NC CENT",25,25,2,76.87,"B+"
"Josiah Johnson","S DAK ST",119,39.6666666666667,3,75.82,"B+"
"Aaron Ball","INDIANA ST",45,45,2,75.16,"B+"
"Kamerin McDowell-Moore","ELON",115,38.3333333333333,3,74.4,"B+"
"Trey Holly","SOUTHERN U",47,47,2,73.59,"B+"
"Charles Pierre Jr.","S DAKOTA",111,37,3,73.42,"B+"
"CJ Hester","STNY BROOK",121,40.3333333333333,3,73.31,"B"
"Jalen Washington","CENT ARK",46,23,2,73.15,"B"
"Andrew King","WM & MARY",132,44,3,72.57,"B"
"Tyrell Campbell","MURRAY ST",46,23,2,72.4,"B"
"Jamell James","FORDHAM",49,24.5,2,71.48,"B"
"Misa Paiau","CAL POLY",60,30,2,70.27,"B"
"Josh Perry","W CAROLINA",69,34.5,2,69.17,"B"
"Kenveon Stone","N ARIZONA",30,30,2,68.77,"B"
"Jaden Green","CAL POLY",110,36.6666666666667,3,68.71,"B"
"Payton Brown","SE MO ST",88,44,2,68.14,"B"
"Chase Bingmon","PRVIEW A&M",47,23.5,2,67.29,"B"
"Kevin Lalin","CHATTNOOGA",95,31.6666666666667,3,67.21,"B"
"Deonte Dean","ABILENE CH",64,32,2,67.18,"B"
"Ace Chatman","UTAHTC",140,46.6666666666667,3,66.84,"B"
"Athean Renfro Jr.","TEXAS STHN",81,40.5,2,65.59,"B-"
"Spencer Ferguson","WEBER ST",70,70,2,65.34,"B-"
"Jayden Jenkins","DELWARE ST",77,38.5,2,65.25,"B-"
"Kenny Smith Jr.","MONMOUTH",107,35.6666666666667,3,65.01,"B-"
"Tommy Ansley","TENN MARTN",82,27.3333333333333,3,64.82,"B-"
"JJ Cowan","CAMPBELL",76,25.3333333333333,3,64.33,"B-"
"Champ Dozier","HOUCHR",80,40,2,64.3,"B-"
"Jaylen Jenkins","STF AUSTIN",99,33,3,64.14,"B-"
"Brady Hensley","E KENTUCKY",34,17,3,63.68,"B-"
"Chandler Chapman","S ILLINOIS",124,41.3333333333333,3,63.54,"B-"
"Joquez Smith","NEW HAMP",69,23,3,63.05,"B-"
"Adam Criter","SAN DIEGO",127,42.3333333333333,3,62.99,"B-"
"Aziz Foster-Powell","RICHMOND",89,44.5,2,62.19,"B-"
"Gerald Modest Jr.","WOFFORD",117,39,3,61.82,"B-"
"Devon Caldwell","MERCER",41,20.5,2,61.77,"B-"
"TJ Peyton","E TENN ST",62,20.6666666666667,3,61.35,"B-"
"Jeremiah Coney","STNY BROOK",89,29.6666666666667,3,60.61,"B-"
"Speedy Jones","STF AUSTIN",38,19,2,57.61,"C+"
"Tyler Lofton","ILL STATE",55,27.5,2,57.41,"C+"
"Preston Alford","STF AUSTIN",37,18.5,2,57.36,"C+"
"Lontrell Turner","INCAR WORD",33,33,2,57.15,"C+"
"Quran Gossett","N ARIZONA",79,39.5,3,57.11,"C+"
"Yohan-Li Louis","FORDHAM",71,23.6666666666667,3,56.67,"C+"
"Zaon Laney","NEWHVN",111,37,3,56.24,"C+"
"Isaiah Daniel","BETH COOK",39,13,3,56.02,"C+"
"Za'Marion Webber","ARKAPB",10,10,2,55.73,"C+"
"Nick Laughlin","MAINE",62,31,2,55.72,"C+"
"Rahshan La Mons","ALBANY",122,40.6666666666667,3,55.48,"C+"
"Jordan Fisher","UC DAVIS",99,33,3,55.37,"C+"
"Major McBride","TXAMEA",35,17.5,2,55.34,"C+"
"Elijah Jennings","MONMOUTH",90,30,3,55.3,"C+"
"Jayden Hibbler","INCAR WORD",42,42,2,55.12,"C+"
"Jared Rhodes","LNDNWD",71,35.5,2,55.02,"C+"
"Desmin Jackson","BUTLER",60,30,3,54.98,"C+"
"Rashon Brown","BETH COOK",57,19,3,54.92,"C+"
"Ja'briel Mace","VILLANOVA",88,29.3333333333333,3,54.84,"C+"
"Shane Eason","STHLSK",98,32.6666666666667,3,54.43,"C+"
"Victor Dawson","ILL STATE",73,36.5,2,54.14,"C+"
"Dylan Paine","MONTANA",49,24.5,2,54.12,"C+"
"Jamarie Hostzclaw","ALABAMA ST",49,24.5,2,54.09,"C+"
"Jojo Uga","LAMAR",56,28,2,53.86,"C+"
"Delon Thompson","PORTLAND",148,49.3333333333333,3,53.04,"C"
"Khyair Spain","SE MO ST",99,33,3,52.73,"C"
"Chris Franklin","TENN MARTN",90,30,3,52.69,"C"
"BJ Barrow","RHODE ISLD",101,33.6666666666667,3,52.39,"C"
"Charles Langama","N DAKOTA",47,23.5,3,52.11,"C"
"Joseph Williams","HOLY CROSS",131,43.6666666666667,3,51.9,"C"
"Joey Koch","ALBANY",79,26.3333333333333,3,51.66,"C"
"Chuck Webb","SACR HEART",121,40.3333333333333,3,51.64,"C"
"Dazhaun Hopkins","DUQUESNE",26,13,2,51.63,"C"
"Zahmari Palode-Gary","MERCER",84,28,3,51.53,"C"
"Jayden Sumpter","GEORGETOWN",40,20,2,51.48,"C"
"Jordan Barnett","MORGAN ST",21,21,2,50.36,"C"
"Matthias Latham","MERRIMACK",105,35,3,50.03,"C"
"Journey Wyche","CHATTNOOGA",69,23,3,50.02,"C"
"Omar Mbakwe","SAN DIEGO",66,22,3,49.91,"C"
"Keith Jenkins Jr.","MORGAN ST",44,22,2,49.21,"C"
"Myles Thomason","NEW HAMP",109,36.3333333333333,3,48.48,"C"
"Ness Davis","DUQUESNE",65,21.6666666666667,3,48.33,"C"
"Hayden Kincheloe","IDAHO",48,24,2,48.2,"C"
"Christian Vann","GARD-WEBB",111,37,3,48.18,"C"
"Rovaughn Banks Jr.","ABILENE CH",74,37,2,47.73,"C"
"Tamaj Hoffman","NICHOLLS",66,22,3,45.47,"C-"
"Markel Townsend","Argonauts",33,33,2,45.45,"C-"
"Roderick Taylor Jr.","N ALABAMA",65,32.5,2,44.95,"C-"
"Warrick Stephenson","RICHMOND",52,26,2,44.87,"C-"
"Seth Rigtrup","WEBER ST",34,34,2,44.83,"C-"
"Jaiden Daniels","E TENN ST",36,12,3,44.71,"C-"
"Aidan Garrett","STHLSK",70,35,2,44.62,"C-"
"Matt Morad","WAGNER",63,31.5,2,44.19,"C-"
"Mike Franklin","SOUTHERN U",7,7,2,44.11,"C-"
"Craig Cunningham","MOREHEAD",43,21.5,2,43.86,"C-"
"Mykel Allen","MURRAY ST",60,30,2,43.8,"C-"
"Jameir Gamble","MERCYHURST",85,28.3333333333333,3,43.68,"C-"
"Justin Guin","N COLORADO",82,41,3,43.43,"C-"
"Brayden Latham","E KENTUCKY",68,34,3,43.03,"C-"
"Davon Smith Jr.","CENT CT ST",65,32.5,2,42.91,"C-"
"Ferrari Miller","IDAHO",70,35,2,42.9,"C-"
"Kendrick Agenor","BRYANT",44,22,2,42.65,"C-"
"Matt Lawson","N DAKOTA",67,33.5,3,42.65,"C-"
"Corey Blair Jr.","S DAK ST",61,30.5,2,42.64,"C-"
"Billy Roberson II","HOWARD",39,19.5,2,42.51,"C-"
"OJ Ross","BRYANT",75,25,3,42.37,"C-"
"Jah'Kei Chavis","WM & MARY",39,19.5,2,42.36,"C-"
"Shane Lee","NICHOLLS",102,34,3,42.13,"C-"
"Michael Cadden","BUCKNELL",62,31,3,42.09,"C-"
"Gracen Goldsmith","HAMPTON",43,21.5,2,42.08,"C-"
"Troy Bruce","ALAB A&M",0,NA,2,42.06,"C-"
"Calvin Smith Jr.","SE LA",39,19.5,2,41.78,"C-"
"Keino Fitzpatrick II","ROB MORRIS",64,32,2,41.03,"C-"
"Josh Shaw","SCAR STATE",25,12.5,2,40.99,"C-"
"Fredrick Robertson","ALCORN ST",72,36,2,40.97,"C-"
"Charles Kellom","E ILLINOIS",44,14.6666666666667,3,40.8,"C-"
"Troy Flowers","STETSON",100,33.3333333333333,3,40.77,"C-"
"Rashawn Marshall","MAINE",94,31.3333333333333,3,40.44,"C-"
"Jakyre Henley","LAFAYETTE",31,31,3,40.22,"C-"
"Seth Glatz","ILL STATE",47,23.5,2,40.12,"C-"
"Clay Ash","GEORGETOWN",62,31,2,39.85,"D+"
"Isaiah Ragland","VILLANOVA",77,25.6666666666667,3,39.77,"D+"
"Hakeem Watters","CHARLES SO",11,11,3,39.69,"D+"
"Byron Cardwell Jr.","MERCYHURST",63,21,3,38.99,"D+"
"Jordan Bennett","BRYANT",30,15,2,38.92,"D+"
"Adrian Cormier","GARD-WEBB",89,29.6666666666667,3,38.31,"D+"
"Jalyn Daniels","NORFOLK",63,31.5,3,38.28,"D+"
"Galamama Mulbah","MERRIMACK",55,18.3333333333333,3,37.66,"D+"
"Kemarrion Battles","TOWSON",75,25,3,37.62,"D+"
"Tyren Buggs","E ILLINOIS",40,20,2,37.25,"D+"
"JT Smith","NC A&T",35,35,2,37.23,"D+"
"Luke Hansen","DAYTON",0,NA,2,33.49,"D+"
"Ernest Temple","ALCORN ST",39,19.5,3,33.32,"D"
"TJ Dement","TXRG",69,34.5,2,33.23,"D"
"Jaylen Jennings","ARKAPB",25,25,3,33.09,"D"
"Chris McMillian","N ALABAMA",51,25.5,2,32.63,"D"
"Michael Dellumo","BUTLER",49,24.5,3,32.38,"D"
"Shawn James","WAGNER",35,17.5,2,32.1,"D"
"Zay Davis","NWSTATE",61,30.5,3,31.88,"D"
"Amari Pryear","HAMPTON",24,24,2,31.56,"D"
"Cameron Young","CENT ARK",43,21.5,2,31.37,"D"
"Gabriel Abel","STTHOM",0,NA,3,31.29,"D"
"Ravon Moore","NORFOLK",22,22,2,31.09,"D"
"Nathan Gray","LIUSHAR",68,34,2,30.96,"D"
"Shawn Solomon Jr.","DUQUESNE",32,16,2,30.89,"D"
"Damashja Harris","INCAR WORD",14,14,2,30.76,"D"
"Kolton Nero","ALAB A&M",0,NA,3,30.62,"D"
"MJ Flowers","TENN TECH",32,32,2,30.62,"D"
"Jimmyll Williams","ELON",71,23.6666666666667,3,30.53,"D"
