"Name","Team","Total_Snaps","Avg_Snaps_Per_Game","Games_Played","Adjusted_Score","Display_Grade"
"Colby Reph","LEHIGH",189,63,3,96.15,"A+"
"Lucas Feldkamp","S DAKOTA",175,58.3333333333333,3,88.71,"A"
"Brennan Kurtz","BRYANT",179,59.6666666666667,3,88.22,"A"
"Jason Smith","RICHMOND",199,66.3333333333333,3,87.24,"A"
"Senon Chapple","CENT ARK",123,61.5,2,86.87,"A"
"Avery Ferris","E KENTUCKY",134,67,2,86.81,"A"
"Brayden Jellison","ILL STATE",190,63.3333333333333,3,86.45,"A-"
"James Reddick II","SCAR STATE",127,63.5,2,83.39,"A-"
"Zach Watson","W CAROLINA",190,63.3333333333333,3,83.1,"A-"
"Ryan Karby","IDAHO ST",116,58,2,82.86,"A-"
"Matthew Perdue","COLGATE",193,64.3333333333333,3,82.01,"A-"
"Ryan Bernard","NICHOLLS",178,59.3333333333333,3,82.01,"A-"
"Shane Willenbring","S DAK ST",210,70,3,81.61,"A-"
"Dylan Haines","FORDHAM",171,57,3,81.22,"A-"
"Gabe Navarro","ELON",193,64.3333333333333,3,81.16,"A-"
"Arthur Avila","MCNEESE",116,58,2,80.94,"A-"
"Tyler Murray","MERCER",171,57,3,80.51,"A-"
"Miada Jones","DELWARE ST",111,55.5,2,80.38,"A-"
"Daniel Casillas Jr.","MORGAN ST",76,38,2,80.23,"A-"
"Layton Vining","IDAHO",210,70,3,79.88,"B+"
"Brandon Stuckey","LAMAR",118,59,2,78.88,"B+"
"Cade Draper","UTAHTC",181,60.3333333333333,3,78.3,"B+"
"Jack Boutaugh","MAINE",194,64.6666666666667,3,78.28,"B+"
"Devin Lively","CHATTNOOGA",175,58.3333333333333,3,74.6,"B+"
"Tyler Leinberger","NORFOLK",119,59.5,2,74.54,"B+"
"Parker Thomas","N IOWA",129,64.5,2,74.45,"B+"
"Caleb Billiot","NWSTATE",119,59.5,2,74.39,"B+"
"Krush Sowers","SO UTAH",125,62.5,2,74.34,"B+"
"Anthony Massa","NEWHVN",193,64.3333333333333,3,74.31,"B+"
"Christian Blackwell","SACR HEART",194,64.6666666666667,3,74.04,"B+"
"Jack D'Ambra","MONTANA",198,66,3,73.98,"B+"
"Maicah Talavou","SAN DIEGO",196,65.3333333333333,3,73.77,"B+"
"Timothy Artis Jr.","SOUTHERN U",106,53,2,73.3,"B"
"Zaire Collier","UC DAVIS",160,53.3333333333333,3,73.14,"B"
"Jacob Edmonds","WEBER ST",150,75,2,73.08,"B"
"Michael Moore Jr.","ALABAMA ST",113,56.5,2,72.76,"B"
"Eugene Avei","MERCYHURST",168,56,3,72.22,"B"
"Joshua Troiano","STHLSK",192,64,3,72.01,"B"
"Andrew Dorsey","NC A&T",118,59,2,71.55,"B"
"Scotty Parker","HOUCHR",136,68,2,71.46,"B"
"Kevin Shriner","MONMOUTH",211,70.3333333333333,3,71.45,"B"
"Erik Gray","STF AUSTIN",169,56.3333333333333,3,71.38,"B"
"Tony Failla","LNDNWD",118,59,2,71.12,"B"
"Cam Nolan","HOLY CROSS",185,61.6666666666667,3,71.04,"B"
"Rahfeeq Katumbusi","E ILLINOIS",90,45,2,71.03,"B"
"Ben Buxa","N DAKOTA",111,55.5,2,70.87,"B"
"Nik Belski","BUTLER",110,55,2,67.13,"B"
"Tre Alexander","RHODE ISLD",192,64,3,67.03,"B"
"Riley Whitten","SE LA",158,52.6666666666667,3,66.95,"B"
"Trevor Winters","WAGNER",123,61.5,2,66.44,"B-"
"Hayden Jones","CAL POLY",183,61,3,66.32,"B-"
"Alexander Vigil","GRAMBLING",81,40.5,2,66.21,"B-"
"Aiden Kaplan","MONTANA ST",181,60.3333333333333,3,65.79,"B-"
"Blake Rhodes-Brown","DELWARE ST",148,49.3333333333333,3,65.48,"B-"
"Clayton Hixon","WOFFORD",168,56,3,64.97,"B-"
"Jayden Colvin","CAMPBELL",198,66,3,64.89,"B-"
"Colter Lynch","ABILENE CH",192,64,3,64.79,"B-"
"Will French III","N ALABAMA",189,63,3,64.53,"B-"
"Ethan Goodin","S ILLINOIS",193,64.3333333333333,3,64.23,"B-"
"Matthew Keeley","YNGTOWN ST",181,60.3333333333333,3,64.22,"B-"
"Thades Crump","CENT CT ST",125,62.5,2,64,"B-"
"Braxton Goff","TARLETON",192,64,3,63.77,"B-"
"Quin Whalen","VILLANOVA",171,57,3,63.44,"B-"
"Dylan Scott","E WASHGTON",147,73.5,2,61.98,"B-"
"Caleb Flores","TARLETON",133,66.5,2,61.78,"B-"
"Trent Savage","TXAMEA",134,44.6666666666667,3,61.55,"B-"
"Chris Luna","FURMAN",123,61.5,2,60.42,"B-"
"Garrett Smith","TENN MARTN",183,61,3,60.26,"B-"
"Mike Brennan","PRESBYTERN",136,68,2,59.96,"C+"
"Matt Brooks","DUQUESNE",129,43,3,54.06,"C+"
"Jake Kiernan","BUCKNELL",124,62,2,53.98,"C+"
"Maddox Radcliffe","E TENN ST",140,46.6666666666667,3,53.97,"C+"
"Sam Reynolds","SE MO ST",145,72.5,2,53.77,"C+"
"Christian Loving","BETH COOK",118,59,2,53.75,"C+"
"John Golden","STNY BROOK",215,71.6666666666667,3,53.62,"C+"
"Colton Patterson","N COLORADO",140,70,2,53.43,"C+"
"Drew Page","INDIANA ST",113,56.5,2,53.26,"C"
"Luke Swaine","NEW HAMP",193,64.3333333333333,3,52.44,"C"
"Hudson Brewer","SE MO ST",172,57.3333333333333,3,51.57,"C"
"Abram Nicklas","TXRG",133,66.5,2,50.75,"C"
"Jackson Pickett","ALCORN ST",145,72.5,2,50.22,"C"
"Jabari Edwards","GARD-WEBB",240,80,3,50.05,"C"
"Tyler Barrett","GEORGETOWN",113,56.5,2,49.47,"C"
"Logan Wylie","MERRIMACK",191,63.6666666666667,3,47.85,"C"
"Ian Markham-Miller","TOWSON",189,63,3,46.74,"C"
"Jonah Bossette","CHISTA",166,55.3333333333333,3,45.42,"C-"
"Charles Stewart","WM & MARY",195,65,3,44.29,"C-"
"Guan Price II","HOWARD",112,56,2,43.69,"C-"
"Jackson Nixon","ALBANY",207,69,3,43.09,"C-"
"Semisi Latu","PORTLAND",194,64.6666666666667,3,42.75,"C-"
"Cooper Bothwell","VALPO",126,63,2,42.48,"C-"
"Emery D'Urso","HAMPTON",120,60,2,41.8,"C-"
"Jorge Rodriguez","LIUSHAR",185,61.6666666666667,3,31.06,"D"
