"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"David Parsons","MOREHEAD",31,100,"A"
"Treynor Cleeland","UC DAVIS",62,96.8,"A"
"Jaylen King","MERCER",31,92.38,"A"
"Jake Stearney","COLGATE",51,84.31,"A"
"Tevin Carter","PRVIEW A&M",46,83.1,"A"
"Nate Dahle","WEBER ST",77,75.31,"B"
"Carson Haggard","ROB MORRIS",56,74.19,"B"
"Kamden Sixkiller","CAMPBELL",83,74.11,"B"
"Devin Lippold","MCNEESE",36,73.52,"B"
"Christian Johnson","SOUTHERN U",66,71.22,"B"
"Hayden Johnson","LEHIGH",70,70.86,"B"
"Cole Pennington","GARD-WEBB",85,70.71,"B"
"Justin Lamson","MONTANA ST",37,70.37,"B"
"Austyn Modrzewski","S DAKOTA",57,67.91,"B"
"Kaden Anderson","TARLETON",59,66.02,"B"
"Anthony Grigsby Jr.","CAL POLY",60,65.92,"B"
"Pat McQuaide","VILLANOVA",53,65.87,"B"
"Andrew Indorf","TOWSON",39,65.71,"B"
"Jared Lockhart","JACKSON ST",NA,65.54,"B"
"Jack O'Connell","STHLSK",63,64.36,"B"
"Beau Brungard","YNGTOWN ST",62,63.69,"B"
"Jerry Kaminski","N DAKOTA",NA,63.32,"B"
"Benjamin Newman","WAGNER",77,62.43,"B"
"Will Burns","SO UTAH",72,62.36,"B"
"Quinn Boyd","STNY BROOK",67,61.78,"B"
"Christopher Dietrich","BUCKNELL",72,60.16,"B"
"Gabarri Johnson","SAMFORD",68,59.66,"C"
"Gabe Downing","PORTLAND",84,57.64,"C"
"Ty'ray Davis","Argonauts",NA,55.2,"C"
"Gavin Rutherford","STF AUSTIN",46,55.04,"C"
"Mason Mims","E TENN ST",52,53.81,"C"
"Lex Thomas","W CAROLINA",64,52.25,"C"
"Cason Carswell","W ILLINOIS",25,51.43,"C"
"Reginald Johnson","GRAMBLING",56,50.7,"C"
"Ashten Snelsire","RICHMOND",69,49.81,"C"
"Kenny Lueth","N COLORADO",65,49.76,"C"
"Gage Roy","ILL STATE",27,49,"C"
"Dom Nankil","SAN DIEGO",61,48.14,"C"
"Poochie Snyder","SACR HEART",76,47.52,"C"
"Frankie Weaver","MONMOUTH",66,47.44,"C"
"Thomas Von Grote","STETSON",11,47.34,"C"
"Beckham Pellant","ILL STATE",44,45.61,"C"
"Ashton Pannell","CHISTA",59,44.6,"C"
"Gabe Passini","BUTLER",47,44.46,"C"
"Ja'Shawn Scroggins","HOWARD",65,43.61,"C"
"Nick Billoups","CITADEL",47,43.5,"C"
"Tyler Budge","RHODE ISLD",61,43.4,"C"
"Pops Battle","LNDNWD",74,42.96,"C"
"Nate Bell","E WASHGTON",77,42.61,"C"
"Jack Johnson","GEORGETOWN",24,42.58,"C"
"Nick Peipert","STTHOM",NA,42.09,"C"
"Sonny Mannino","MARIST",NA,41.85,"C"
"Chris Parson","AUSTINPEAY",44,41.43,"C"
"Kai Colon","ALBANY",61,41.4,"C"
"Chase Mason","S DAK ST",93,40.68,"C"
"Noah Brannock","DELWARE ST",21,40.39,"C"
"Keali'i Ah Yat","MONTANA",67,39.09,"D"
"Nelson Layne","NC CENT",1,38.38,"D"
"Jordan Cooke","IDAHO ST",62,37.52,"D"
"Casey Bullock","DAVIDSON",54,37.45,"D"
"Donovyn Omolo","CENT ARK",NA,37.28,"D"
"Eddie Buehler","MAINE",58,36.56,"D"
"Elijah Owens","INDIANA ST",39,36.51,"D"
"Alex Gevaudan","MERCYHURST",39,36.24,"D"
"Cornelious Brown IV","ALAB A&M",NA,36.16,"D"
"Andrew Body","ALABAMA ST",43,36.11,"D"
"Brady Stober","ELON",20,35.68,"D"
"David Lynch","HOLY CROSS",71,35.67,"D"
"Landon Sharpe","PRESBYTERN",55,34.52,"D"
"Jaxon Dailey","N IOWA",NA,34.19,"D"
"Kyle Lowe","SE LA",38,33.68,"D"
"Riley Warzynski","DRAKE",NA,32.27,"D"
"Kevin White","NC A&T",48,32.12,"D"
"Eric Rodriguez","TXAMEA",34,32.04,"D"
"Luca Stanzani","LIUSHAR",45,31.63,"D"
"Jake Curry","S ILLINOIS",73,30.89,"D"
"Destin Wade","N ALABAMA",42,30.64,"D"
"Jim Ogle","MURRAY ST",32,30.17,"D"
"Tate Surber","TENN MARTN",49,29.29,"D"
"Cole Meehan","MERRIMACK",36,29.19,"D"
"Jalen Woods","HAMPTON",27,28.85,"D"
"Ty Pennington","N ARIZONA",46,28.85,"D"
"Keely Watson","SCAR STATE",54,28.8,"D"
"Aiden McCown","LAMAR",52,28.03,"D"
"Jax Leatherwood","TENN TECH",61,27.91,"D"
"Bronson Barben","UTAHTC",43,27.32,"D"
"Ui Ale","DELWARE ST",61,27.29,"D"
"John David Black","ABILENE CH",63,27.17,"D"
"Deljay Bailey","NORFOLK",60,26.72,"D"
"Cameron Edge","MORGAN ST",29,26.59,"D"
"Daylin Lee","TENN STATE",36,25.42,"D"
"Winston Watkins","WM & MARY",52,25.14,"D"
"Garret Rangel","TXRG",51,25.02,"D"
"Isaiah Knowles","FL A&M",47,24.95,"D"
"AJ Duffy","NEWHVN",60,24.8,"D"
"Daniel Lipovski","LAFAYETTE",56,24.64,"D"
"Cam'Ron McCoy","TEXAS STHN",53,23.81,"D"
"AJ Hairston Jr.","MERRIMACK",35,23.15,"D"
"Anthony Policare","STTHOM",NA,22.64,"D"
"Kennedy McGill","W ILLINOIS",40,22.49,"D"
"Tyler Jefferson","BETH COOK",29,21.32,"D"
"Joshua Wood","IDAHO",50,20.91,"D"
"Jaylon Tolbert","ALCORN ST",48,19.98,"F"
"Braylen Ragland","SE MO ST",56,19.54,"F"
"Lek Powell","CHARLES SO",49,19.08,"F"
"Jacob Holtschlag","GEORGETOWN",33,18.89,"F"
"Brennan Myer","BRYANT",45,17.26,"F"
"Tyler Travers","E KENTUCKY",63,16.73,"F"
"Ean Rodrigue","NICHOLLS",46,16.67,"F"
"Cole LaCrue","E ILLINOIS",35,16.56,"F"
"Aidan Jakobsohn","TXRG",20,16.25,"F"
"Brooks Bentley","NEW HAMP",34,15.48,"F"
"Cutter Stewart","HOUCHR",41,14.99,"F"
"J.T. Fayard","WOFFORD",55,13.89,"F"
"Garrison Davis","ARKAPB",22,13.53,"F"
"Battle Alberson","CHATTNOOGA",57,13.26,"F"
"Collin Hurst","W GEORGIA",29,12.28,"F"
"Jake Garcia","FURMAN",40,12.16,"F"
"Abram Johnston","NWSTATE",35,10.88,"F"
"Carson Camp","DUQUESNE",37,10.28,"F"
"Joshua Brown","MS VLY ST",26,8.08,"F"
"Gunnar Smith","FORDHAM",48,0,"F"
