"Name","Team.Name","Offensive.Snaps","Composite_Score","Player_Grade","Jersey.Number","Position","Season","Conference","Receiving.Grade","Key.Plays","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles","Fumbles.Lost","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference_Level","Catch_Rate","Yards_Per_Tgt","Tgt_Per_Snap"
"Devin Downing","SO UTAH",44,37.91,"D",6,"WR",2026,"Big Sky",64.7,1,16,9,3,1,16,16,1,1,0,0,0,1,1,1,0,0,0,1,1,25.3,1,0,1,0,"33.30%",91.7,0,0.188,0.667,0.333,"FCS",0.333333333333333,5.33333333333333,0.1875
"Fidel Pitts","CAL POLY",54,37.6,"D",4,"WR",2026,"Big Sky",65.9,6,26,3,7,4,39,9.8,1,3,0,0,0,4,1,0,14,3.5,1,0,1.5,9.1,0,0,1,0,"14.30%",112.5,0,0.269,0.143,0.571,"FCS",0.571428571428571,5.57142857142857,0.269230769230769
"Evan Van Dyke","MERCYHURST",48,37.33,"D",1,"WR",2026,"Northeast",69,3,28,5,7,4,56,14,0,1,0,0,0,4,1,0,18,4.5,4,0,2,19.6,1,0,1,0,"14.30%",83,0,0.25,0.429,0.571,"FCS",0.571428571428571,8,0.25
"Jack Smith","S DAK ST",73,37.17,"D",2,"WR",2026,"Missouri Valley",62.6,8,47,2,9,5,79,15.8,0,5,2,0,0,7,1,0,26,5.2,10,0,1.68,13.3,3,1,0.714,0.286,"11.10%",85,0.149,0.191,0.222,0.556,"FCS",0.555555555555556,8.77777777777778,0.191489361702128
"Denver Harper","AUSTINPEAY",29,37.16,"D",15,"WR",2026,"United Athletic",63.9,2,20,5,2,1,24,24,1,1,0,0,0,1,1,0,0,0,0,0,1.2,16.5,1,0,1,0,"50.00%",133.3,0.1,0.1,0.5,0.5,"FCS",0.5,12,0.1
"Lorenzo Jenkins","YNGTOWN ST",32,36.36,"D",11,"WR",2026,"Missouri Valley",68.6,2,19,5,3,3,46,15.3,0,1,0,0,0,3,0,0,8,2.7,3,0,2.42,12.7,1,0,1,0,"0.00%",118.8,0,0.158,0.333,1,"FCS",1,15.3333333333333,0.157894736842105
"Kevonte Corbin","SAMFORD",56,36.12,"D",0,"WR",2026,"Southern",67,10,39,10,12,7,63,9,0,2,1,0,0,8,3,1,13,1.9,6,0.333,1.62,12.4,1,0,0.875,0.125,"25.00%",37.8,0.128,0.308,0.25,0.583,"FCS",0.583333333333333,5.25,0.307692307692308
"Tra Neal","MONMOUTH",62,36.03,"D",7,"WR",2026,"CAA",59.9,7,41,15,13,8,52,6.5,0,3,1,0,0,9,1,1,36,4.5,13,1,1.27,8.2,1,0,0.889,0.111,"7.70%",70,0.146,0.317,0.154,0.615,"FCS",0.615384615384615,4,0.317073170731707
"Jaylin Baker","STHLSK",39,35.8,"D",4,"WR",2026,"Northeast",71.7,3,15,6,3,2,24,12,0,2,0,0,0,2,1,1,6,3,6,1,1.6,12,0,0,1,0,"33.30%",91,0,0.2,0,0.667,"FCS",0.666666666666667,8,0.2
"Nick Munson","BUTLER",42,35.79,"D",8,"WR",2026,"Pioneer",63.7,3,22,1,4,3,32,10.7,1,2,0,0,0,3,0,0,8,2.7,2,0,1.45,6.8,1,0,1,0,"0.00%",137.5,0.136,0.182,0,0.75,"FCS",0.75,8,0.181818181818182
"Owen Garwood","BUCKNELL",33,35.32,"D",16,"WR",2026,"Patriot",63.2,3,23,15,2,2,28,14,0,2,0,0,0,2,1,1,3,1.5,3,1,1.22,12.5,0,0,1,0,"50.00%",118.8,0,0.087,0,1,"FCS",1,14,0.0869565217391304
"Wesley Garrett","E WASHGTON",64,35.28,"D",13,"WR",2026,"Big Sky",51.7,0,39,4,8,4,70,17.5,0,4,0,0,0,0,0,0,16,4,3,0,1.79,13.5,3,0,0,0,"0.00%",80.2,0.103,0.205,0.125,0.5,"FCS",0.5,8.75,0.205128205128205
"Jamarien Dalton","ELON",46,35.16,"D",1,"WR",2026,"CAA",69.9,3,19,0,3,2,33,16.5,0,2,0,0,0,2,1,0,4,2,0,0,1.74,22.3,1,0,1,0,"33.30%",103.5,0.158,0.158,0.667,0.667,"FCS",0.666666666666667,11,0.157894736842105
"Tyree Kelly","ALCORN ST",38,34.74,"D",5,"WR",2026,"SWAC",70.9,4,19,3,5,3,39,13,0,3,0,0,0,3,1,0,-1,-0.3,0,0,2.05,17.6,1,0,1,0,"20.00%",84.6,0,0.263,0.2,0.6,"FCS",0.6,7.8,0.263157894736842
"Jacob Kania","W ILLINOIS",30,34.7,"D",8,"WR",2026,"Big South - OVC Football Association",59.7,3,22,2,5,4,54,13.5,0,1,0,0,0,4,0,0,12,3,5,0,2.45,11.4,1,0,1,0,"0.00%",111.7,0.045,0.227,0.2,0.8,"FCS",0.8,10.8,0.227272727272727
"Kyree Benton","DELWARE ST",35,34.63,"D",3,"WR",2026,"MEAC",68.8,4,24,3,7,3,39,13,0,3,0,0,0,3,0,0,25,8.3,13,0,1.63,9.9,1,1,1,0,"0.00%",61,0.167,0.292,0.143,0.429,"FCS",0.428571428571429,5.57142857142857,0.291666666666667
"Matt Chandler","NEWHVN",32,34.55,"D",1,"WR",2026,"Northeast",69.1,6,18,5,5,3,45,15,0,2,1,0,0,4,0,0,11,3.7,11,0,2.5,13.4,1,1,0.75,0.25,"0.00%",89.6,0,0.278,0.2,0.6,"FCS",0.6,9,0.277777777777778
"Roriyon Richardson","TEXAS STHN",53,33.91,"D",1,"WR",2026,"SWAC",61.3,3,33,6,7,4,52,13,0,2,0,0,0,4,2,0,8,2,1,0,1.58,18.7,2,0,1,0,"28.60%",80.7,0.182,0.212,0.571,0.571,"FCS",0.571428571428571,7.42857142857143,0.212121212121212
"Zion Fowler-El","WAGNER",64,33.83,"D",1,"WR",2026,"Northeast",67.7,10,33,1,11,8,68,8.5,0,4,2,0,0,10,0,0,24,3,11,0,2.06,6.5,0,0,0.8,0.2,"0.00%",88.4,0.03,0.333,0,0.727,"FCS",0.727272727272727,6.18181818181818,0.333333333333333
"Andrez Lewis","TXAMEA",35,33.79,"D",8,"WR",2026,"Southland",58.3,7,23,7,6,3,42,14,1,2,0,0,0,4,1,0,6,2,0,0,1.83,14.7,2,0,0.75,0,"16.70%",72.9,0,0.261,0.333,0.5,"FCS",0.5,7,0.260869565217391
"Nick Palumbo","LEHIGH",47,33.66,"D",7,"WR",2026,"Patriot",67.7,2,21,10,3,3,38,12.7,0,2,0,0,0,3,0,0,3,1,1,0,1.81,11.7,1,0,1,0,"0.00%",118.8,0,0.143,0.333,1,"FCS",1,12.6666666666667,0.142857142857143
"Khylen Harris-Norman","SE MO ST",36,33.63,"D",16,"WR",2026,"Big South - OVC Football Association",67,3,16,8,5,4,23,5.8,0,1,0,0,0,4,2,1,25,6.3,16,0.5,1.44,4.8,1,2,1,0,"40.00%",46.3,0.063,0.313,0.2,0.8,"FCS",0.8,4.6,0.3125
"Marvin Sims","AUSTINPEAY",37,33.57,"D",19,"WR",2026,"United Athletic",65,3,23,0,9,6,55,9.2,0,1,0,0,0,6,0,0,13,2.2,3,0,2.39,8.2,0,0,1,0,"0.00%",83.1,0.043,0.391,0,0.667,"FCS",0.666666666666667,6.11111111111111,0.391304347826087
"Jordan Herron","N COLORADO",23,33.57,"D",23,"WR",2026,"Big Sky",65.2,3,17,0,4,3,34,11.3,1,2,1,0,0,4,0,0,18,6,3,0,2,5.3,1,0,0.75,0.25,"0.00%",139.6,0.059,0.235,0.25,0.75,"FCS",0.75,8.5,0.235294117647059
"AJ Adams","DAVIDSON",33,33.21,"D",10,"WR",2026,"Pioneer",63.4,5,26,2,6,4,41,10.3,0,2,0,0,0,4,1,0,24,6,19,0,1.58,6.2,1,0,1,0,"16.70%",86.1,0.231,0.231,0,0.667,"FCS",0.666666666666667,6.83333333333333,0.230769230769231
"Jordan Rae","ALBANY",54,32.88,"D",1,"WR",2026,"CAA",64,4,34,9,6,2,35,17.5,0,2,0,0,0,2,2,1,19,9.5,2,0.5,1.03,13.7,1,0,1,0,"33.30%",54.2,0.088,0.176,0.167,0.333,"FCS",0.333333333333333,5.83333333333333,0.176470588235294
"Joey Stout","N ARIZONA",40,32.65,"D",3,"WR",2026,"Big Sky",69.8,6,32,2,6,6,37,6.2,0,2,0,0,0,6,0,0,23,3.8,-7,0,1.16,2.3,1,3,1,0,"0.00%",92.4,0.031,0.188,0,1,"FCS",1,6.16666666666667,0.1875
"Montez Green","GARD-WEBB",44,32.23,"D",13,"WR",2026,"Big South - OVC Football Association",63.9,4,31,1,5,2,42,21,0,2,0,0,0,2,1,0,10,5,7,0,1.35,12.6,1,0,1,0,"20.00%",70.4,0.161,0.161,0.4,0.4,"FCS",0.4,8.4,0.161290322580645
"Justus Murray Jr.","ALBANY",33,31.96,"D",15,"WR",2026,"CAA",57.8,3,29,7,4,1,14,14,1,1,0,0,0,1,3,1,2,2,2,0.333,0.48,17.3,0,0,1,0,"75.00%",81.3,0.138,0.138,0.25,0.25,"FCS",0.25,3.5,0.137931034482759
"Derek Burrell","WAGNER",27,31.82,"D",19,"WR",2026,"Northeast",66.2,2,16,0,2,2,22,11,0,2,0,0,0,2,0,0,15,7.5,11,0,1.38,3.5,0,2,1,0,"0.00%",112.5,0.063,0.125,0,1,"FCS",1,11,0.125
"BJ Norman","ALBANY",61,31.82,"D",5,"WR",2026,"CAA",54.6,9,42,13,12,6,67,11.2,0,2,2,0,0,8,1,1,40,6.7,10,1,1.6,12.2,1,0,0.75,0.25,"8.30%",67,0.024,0.286,0.25,0.5,"FCS",0.5,5.58333333333333,0.285714285714286
"Trey Firestone","MURRAY ST",50,31.81,"D",13,"WR",2026,"Missouri Valley",61.5,4,23,14,5,2,42,21,0,2,1,0,0,3,0,0,14,7,12,0,1.83,12.6,2,2,0.667,0.333,"0.00%",70.4,0,0.217,0,0.4,"FCS",0.4,8.4,0.217391304347826
"D.J. Linkins","STNY BROOK",52,31.51,"D",1,"WR",2026,"CAA",56.4,4,34,7,8,4,24,6,0,1,0,0,0,4,2,1,15,3.8,8,0.5,0.71,10.5,0,3,1,0,"25.00%",56.3,0,0.235,0.25,0.5,"FCS",0.5,3,0.235294117647059
"Jaquan Lee","FL A&M",24,31.47,"D",21,"WR",2026,"SWAC",57.7,4,15,6,7,2,46,23,0,1,0,0,0,2,0,0,41,20.5,5,0,3.07,13.9,1,0,1,0,"0.00%",54.5,0.2,0.467,0.286,0.286,"FCS",0.285714285714286,6.57142857142857,0.466666666666667
"Terrence Honeywood","WOFFORD",45,30.87,"D",10,"WR",2026,"Southern",64.1,2,20,1,3,2,26,13,0,2,0,0,0,2,1,1,6,3,4,1,1.3,13.3,1,0,1,0,"33.30%",54.2,0,0.15,0.333,0.667,"FCS",0.666666666666667,8.66666666666667,0.15
"Keylijah Williams","BRYANT",30,30.86,"D",1,"WR",2026,"CAA",60,1,15,1,1,1,24,24,0,1,0,0,0,1,0,0,5,5,1,0,1.6,19,1,0,1,0,"0.00%",118.8,0,0.067,0,1,"FCS",1,24,0.0666666666666667
"Tysen Boze","S DAKOTA",51,30.8,"D",6,"WR",2026,"Missouri Valley",63.8,1,20,3,2,2,31,15.5,0,1,0,0,0,2,0,0,1,0.5,0,0,1.55,15,1,0,1,0,"0.00%",118.8,0.05,0.1,0.5,1,"FCS",1,15.5,0.1
"Clayton Wayland","STF AUSTIN",39,30.79,"D",14,"WR",2026,"Southland",59.4,6,23,7,5,4,50,12.5,0,2,0,1,1,4,0,0,18,4.5,5,0,2.17,13.2,3,0,1,0,"0.00%",108.3,0,0.217,0.2,0.8,"FCS",0.8,10,0.217391304347826
"Damir Abdullah","CITADEL",63,30.4,"D",82,"WR",2026,"Southern",60.3,3,17,3,3,2,43,21.5,0,1,1,0,0,3,0,0,1,0.5,2,0,2.53,17.7,1,0,0.667,0.333,"0.00%",109.7,0,0.176,0.333,0.667,"FCS",0.666666666666667,14.3333333333333,0.176470588235294
"Matthew Scerbo","LAFAYETTE",37,30.31,"D",10,"WR",2026,"Patriot",61.7,3,28,16,3,3,24,8,0,2,0,0,0,3,1,1,4,1.3,3,1,0.86,6.7,0,0,1,0,"33.30%",100,0,0.107,0,1,"FCS",1,8,0.107142857142857
"Jamai East","E WASHGTON",38,30.09,"D",17,"WR",2026,"Big Sky",53.3,0,24,3,4,3,24,8,1,2,0,0,0,0,0,0,1,0.3,1,0,1,11.5,1,0,0,0,"0.00%",129.2,0.042,0.167,0.25,0.75,"FCS",0.75,6,0.166666666666667
"Toric Goins Jr.","PRVIEW A&M",29,30,"D",11,"WR",2026,"SWAC",65.7,4,16,4,3,3,29,9.7,0,1,0,0,0,3,0,0,7,2.3,3,0,1.81,7.3,1,1,1,0,"0.00%",106.9,0,0.188,0,1,"FCS",1,9.66666666666667,0.1875
"Matt D'Avino","LEHIGH",45,29.97,"D",11,"WR",2026,"Patriot",60.3,1,17,6,2,2,21,10.5,0,1,0,0,0,2,1,1,1,0.5,1,1,1.24,10,0,0,1,0,"50.00%",110.4,0,0.118,0,1,"FCS",1,10.5,0.117647058823529
"Jobe Bryant","SE MO ST",25,29.78,"D",11,"WR",2026,"Big South - OVC Football Association",55.3,4,19,0,7,7,39,5.6,0,1,0,1,1,7,1,1,36,5.1,12,1,2.05,0.4,0,0,1,0,"14.30%",89.9,0.158,0.368,0,1,"FCS",1,5.57142857142857,0.368421052631579
"Tommy Troy","NEWHVN",38,29.64,"D",15,"WR",2026,"Northeast",62.6,1,23,3,5,3,40,13.3,0,1,0,0,0,4,1,0,11,3.7,4,0,1.74,10.2,1,0,0.75,0,"20.00%",85.4,0.087,0.217,0.2,0.6,"FCS",0.6,8,0.217391304347826
"Nick Bierman","LAFAYETTE",20,28.73,"D",87,"WR",2026,"Patriot",66,7,15,11,8,4,30,7.5,0,2,1,0,0,5,0,0,28,7,14,0,2,14.9,0,1,0.8,0.2,"0.00%",59.4,0.067,0.533,0.5,0.5,"FCS",0.5,3.75,0.533333333333333
"Markell Quick","S ILLINOIS",53,28.71,"D",11,"WR",2026,"Missouri Valley",62.4,5,24,10,5,3,47,15.7,0,2,1,0,0,4,0,0,26,8.7,6,0,1.96,9.4,1,0,0.75,0.25,"0.00%",91.3,0.042,0.208,0,0.6,"FCS",0.6,9.4,0.208333333333333
"Chaz Portis","HAMPTON",37,28.63,"D",19,"WR",2026,"CAA",65.5,4,17,3,6,2,40,20,0,2,1,0,0,3,1,1,10,5,0,1,2.35,10.5,1,0,0.667,0.333,"16.70%",18.1,0.059,0.353,0.333,0.333,"FCS",0.333333333333333,6.66666666666667,0.352941176470588
"Allen Middleton","S ILLINOIS",35,28.55,"D",5,"WR",2026,"Missouri Valley",58.8,1,21,2,4,2,17,8.5,0,1,0,0,0,2,1,1,6,3,6,1,0.81,9.5,0,2,1,0,"25.00%",61.5,0.191,0.191,0.25,0.5,"FCS",0.5,4.25,0.19047619047619
"Mark Harris","CHISTA",30,28.53,"D",6,"WR",2026,"IND (FCS)",66.4,1,17,0,6,3,22,7.3,0,1,0,0,0,3,2,1,4,1.3,2,0.5,1.29,7.7,1,0,1,0,"33.30%",59,0.353,0.353,0.167,0.5,"FCS",0.5,3.66666666666667,0.352941176470588
"Chinua Ezeigbo","CAMPBELL",28,28.29,"D",19,"WR",2026,"CAA",60.5,4,19,2,6,3,37,12.3,0,1,0,0,0,4,1,0,8,2.7,9,0,1.95,9.3,1,0,0.75,0,"16.70%",69.4,0,0.316,0.167,0.5,"FCS",0.5,6.16666666666667,0.31578947368421
"Drew Carlson","E WASHGTON",28,28.02,"D",80,"WR",2026,"Big Sky",55.6,0,21,11,7,5,45,9,0,1,0,0,0,0,0,0,24,4.8,4,0,2.14,7.3,0,0,0,0,"0.00%",88.4,0.048,0.333,0,0.714,"FCS",0.714285714285714,6.42857142857143,0.333333333333333
"KD Dorsey","CHARLES SO",34,27.74,"D",14,"WR",2026,"Big South - OVC Football Association",61.6,4,16,4,5,3,42,14,0,2,1,0,0,4,1,0,4,1.3,2,0,2.63,12.2,1,0,0.75,0.25,"20.00%",87.1,0,0.313,0,0.6,"FCS",0.6,8.4,0.3125
"DK Daniel","W GEORGIA",23,27.66,"D",7,"WR",2026,"United Athletic",64,1,19,4,3,2,26,13,0,1,0,0,0,2,0,0,2,1,0,0,1.37,15.7,1,0,1,0,"0.00%",93.8,0.158,0.158,0.667,0.667,"FCS",0.666666666666667,8.66666666666667,0.157894736842105
"Tayvion McCoy","CAL POLY",57,27.62,"D",2,"WR",2026,"Big Sky",57.8,2,28,5,8,4,24,6,0,0,0,0,0,4,1,1,24,6,14,1,0.86,7.9,0,0,1,0,"12.50%",56.3,0.25,0.286,0.125,0.5,"FCS",0.5,3,0.285714285714286
"Semaj Pierre","HOWARD",43,27.3,"D",2,"WR",2026,"MEAC",57.7,3,27,1,4,2,29,14.5,0,0,0,0,0,2,1,0,7,3.5,1,0,1.07,16.8,1,2,1,0,"25.00%",74,0.148,0.148,0.25,0.5,"FCS",0.5,7.25,0.148148148148148
"Jamaal Hall II","HOUCHR",42,27.28,"D",14,"WR",2026,"Southland",64.3,2,20,2,4,2,27,13.5,0,2,0,0,0,2,0,0,2,1,2,0,1.35,15.3,1,0,1,0,"0.00%",71.9,0.05,0.2,0.25,0.5,"FCS",0.5,6.75,0.2
"Sean Carter","STF AUSTIN",25,27.11,"D",85,"WR",2026,"Southland",59.9,5,16,1,5,3,37,12.3,0,2,2,0,0,5,0,0,44,14.7,27,0,2.31,-1.6,2,2,0.6,0.4,"0.00%",82.9,0.188,0.313,0,0.6,"FCS",0.6,7.4,0.3125
"TJ Smith","CHARLES SO",27,27,"D",10,"WR",2026,"Big South - OVC Football Association",60.7,2,17,7,2,1,22,22,0,1,0,0,0,1,1,0,4,4,2,0,1.29,14.5,1,0,1,0,"50.00%",89.6,0,0.118,0,0.5,"FCS",0.5,11,0.117647058823529
"Tennel Bryant","S DAKOTA",24,26.88,"D",9,"WR",2026,"Missouri Valley",64.9,2,17,3,3,1,18,18,0,1,0,0,0,1,0,0,2,2,2,0,1.06,28.7,1,0,1,0,"0.00%",54.9,0.059,0.176,0.333,0.333,"FCS",0.333333333333333,6,0.176470588235294
"Cru Newman","PORTLAND",53,26.84,"D",6,"WR",2026,"Big Sky",56.9,7,32,3,9,5,26,5.2,0,1,1,0,0,6,3,2,5,1,-1,0.667,0.81,7.6,0,0,0.833,0.167,"33.30%",60.9,0.219,0.281,0.111,0.556,"FCS",0.555555555555556,2.88888888888889,0.28125
"Dylan Rhodes","NWSTATE",40,26.7,"D",1,"WR",2026,"Southland",60.5,1,19,6,2,2,25,12.5,0,1,0,0,0,2,0,0,2,1,0,0,1.32,11.5,1,0,1,0,"0.00%",118.8,0,0.105,0,1,"FCS",1,12.5,0.105263157894737
"Keenan Campbell","N COLORADO",25,26.38,"D",8,"WR",2026,"Big Sky",66.5,2,16,1,2,2,20,10,0,2,0,0,0,2,0,0,9,4.5,3,0,1.25,5.5,0,0,1,0,"0.00%",108.3,0,0.125,0,1,"FCS",1,10,0.125
"Tony Harste","IDAHO",41,26.36,"D",4,"WR",2026,"Big Sky",63,2,26,11,2,2,23,11.5,0,2,0,0,0,2,0,0,6,3,1,0,0.88,8.5,0,0,1,0,"0.00%",114.6,0,0.077,0,1,"FCS",1,11.5,0.0769230769230769
"Dylan Evans","MERCYHURST",50,26.2,"D",23,"WR",2026,"Northeast",57.8,2,28,5,5,3,29,9.7,0,1,0,0,0,3,2,1,10,3.3,4,0.5,1.04,11.2,1,0,1,0,"40.00%",36.7,0.036,0.179,0.2,0.6,"FCS",0.6,5.8,0.178571428571429
"Jason Palmieri","SACR HEART",65,26.14,"D",8,"WR",2026,"CAA",56.2,5,36,2,8,3,32,10.7,1,2,1,0,0,4,2,0,13,4.3,4,0,0.89,6,1,0,0.75,0.25,"25.00%",89.6,0.139,0.222,0,0.375,"FCS",0.375,4,0.222222222222222
"Myseth Currie","N ARIZONA",43,26.07,"D",4,"WR",2026,"Big Sky",56.9,2,33,7,4,2,31,15.5,0,1,0,0,0,2,0,0,3,1.5,1,0,0.94,20,1,0,1,0,"0.00%",76,0,0.121,0.75,0.5,"FCS",0.5,7.75,0.121212121212121
"Carson Persing","LAFAYETTE",37,25.89,"D",7,"WR",2026,"Patriot",63.3,3,25,0,6,5,25,5,0,2,0,0,0,5,0,0,5,1,1,0,1,3.5,0,1,1,0,"0.00%",84,0.2,0.24,0,0.833,"FCS",0.833333333333333,4.16666666666667,0.24
"Amare Lattimore","MERCYHURST",28,25.82,"D",4,"WR",2026,"Northeast",59.8,4,18,1,4,2,24,12,0,1,0,0,0,3,2,0,14,7,6,0,1.33,10.5,1,1,0.667,0,"50.00%",68.8,0.222,0.222,0.25,0.5,"FCS",0.5,6,0.222222222222222
"Kaleb Washington","TENN MARTN",45,25.78,"D",3,"WR",2026,"Big South - OVC Football Association",62.7,4,20,8,7,3,28,9.3,0,2,1,0,0,5,2,0,9,3,8,0,1.4,12,1,2,0.6,0.2,"28.60%",54.5,0,0.35,0.286,0.429,"FCS",0.428571428571429,4,0.35
"Cam Edwards","W ILLINOIS",32,25.58,"D",11,"WR",2026,"Big South - OVC Football Association",66.8,2,22,1,4,2,29,14.5,0,2,0,0,0,2,1,0,4,2,2,0,1.32,13.5,1,0,1,0,"25.00%",34.4,0,0.182,0.5,0.5,"FCS",0.5,7.25,0.181818181818182
"Malachi Casey","LAMAR",26,25.48,"D",13,"WR",2026,"Southland",71.4,4,18,6,5,3,26,8.7,0,3,0,0,0,3,1,0,2,0.7,0,0,1.44,11,0,0,1,0,"20.00%",34.2,0,0.278,0,0.6,"FCS",0.6,5.2,0.277777777777778
"Antwon Thomas","DUQUESNE",21,25.44,"D",1,"WR",2026,"Northeast",61.7,3,16,1,5,3,27,9,0,2,0,0,0,3,2,0,5,1.7,2,0,1.69,8.8,0,0,1,0,"40.00%",74.6,0,0.313,0,0.6,"FCS",0.6,5.4,0.3125
"Malik Leverett","W GEORGIA",35,25.29,"D",17,"WR",2026,"United Athletic",59.2,2,24,4,2,2,28,14,0,1,0,0,0,2,0,0,29,14.5,4,0,1.17,-0.5,1,0,1,0,"0.00%",118.8,0.042,0.083,0,1,"FCS",1,14,0.0833333333333333
"Michael Rossin","W CAROLINA",47,25.26,"D",5,"WR",2026,"Southern",59.5,3,35,10,6,3,20,6.7,0,1,0,0,0,4,1,0,11,3.7,10,0,0.57,12.7,0,2,0.75,0,"16.70%",57.6,0.029,0.171,0.167,0.5,"FCS",0.5,3.33333333333333,0.171428571428571
"Jayvonne Dillard","NC A&T",40,25.1,"D",5,"WR",2026,"CAA",58.8,5,28,3,8,3,32,10.7,0,2,1,0,0,5,4,0,17,5.7,13,0,1.14,6.4,1,2,0.6,0.2,"50.00%",50,0.071,0.286,0,0.375,"FCS",0.375,4,0.285714285714286
"Evan Austin","CAMPBELL",39,25.03,"D",2,"WR",2026,"CAA",57.5,1,29,5,4,4,32,8,0,1,0,0,0,4,0,0,20,5,6,0,1.1,3,1,0,1,0,"0.00%",100,0.138,0.138,0,1,"FCS",1,8,0.137931034482759
"Jayden Simpson","LIUSHAR",28,24.9,"D",10,"WR",2026,"Northeast",67.9,4,16,3,3,3,19,6.3,0,2,0,0,0,3,0,0,6,2,2,0,1.19,4.3,0,0,1,0,"0.00%",93.1,0.188,0.188,0,1,"FCS",1,6.33333333333333,0.1875
"DeArmond Mathews","CHISTA",22,24.89,"D",4,"WR",2026,"IND (FCS)",60.8,1,18,1,2,2,8,4,1,1,0,0,0,2,0,0,2,1,1,0,0.44,6,0,0,1,0,"0.00%",122.9,0.111,0.111,0,1,"FCS",1,4,0.111111111111111
"Andrew Frazier","DAVIDSON",31,24.81,"D",8,"WR",2026,"Pioneer",67.6,2,20,0,4,4,20,5,0,0,0,0,0,4,0,0,13,3.3,6,0,1,1.8,0,1,1,0,"0.00%",87.5,0.05,0.2,0,1,"FCS",1,5,0.2
"Jalen Patrick","PRESBYTERN",45,24.81,"D",1,"WR",2026,"Pioneer",62.4,3,29,0,7,3,21,7,0,2,0,0,0,3,1,0,11,3.7,6,0,0.72,12.4,0,1,1,0,"14.30%",50.3,0.241,0.241,0.429,0.429,"FCS",0.428571428571429,3,0.241379310344828
"Ryan Pellum Taylor","DELWARE ST",36,24.8,"D",16,"WR",2026,"MEAC",57.2,3,29,10,4,1,31,31,0,0,0,0,0,1,2,0,3,3,2,0,1.07,19.3,1,0,1,0,"50.00%",19.8,0,0.138,0.5,0.25,"FCS",0.25,7.75,0.137931034482759
"Cam Bulluck","TENN STATE",31,24.79,"D",1,"WR",2026,"Big South - OVC Football Association",61.9,3,18,13,6,4,28,7,0,1,0,0,0,4,1,0,4,1,3,0,1.56,7.2,0,0,1,0,"16.70%",77.1,0,0.333,0,0.667,"FCS",0.666666666666667,4.66666666666667,0.333333333333333
"Ryan Petras","DUQUESNE",31,24.6,"D",14,"WR",2026,"Northeast",65.5,3,19,1,5,3,16,5.3,0,2,0,0,0,3,1,1,12,4,5,1,0.84,6.4,0,0,1,0,"20.00%",25.8,0.158,0.263,0.2,0.6,"FCS",0.6,3.2,0.263157894736842
"Lofton O'Groske","S DAK ST",73,24.59,"D",1,"WR",2026,"Missouri Valley",56.7,5,48,7,11,4,60,15,0,2,1,0,0,5,3,0,8,2,3,0,1.25,14.3,1,0,0.8,0.2,"27.30%",17.2,0.083,0.229,0.182,0.364,"FCS",0.363636363636364,5.45454545454545,0.229166666666667
"Jimmy Trilla","IDAHO ST",56,24.32,"D",10,"WR",2026,"Big Sky",59.7,3,33,6,5,4,24,6,0,2,0,0,0,4,0,0,11,2.8,3,0,0.73,3.4,0,1,1,0,"0.00%",86.7,0.152,0.152,0,0.8,"FCS",0.8,4.8,0.151515151515152
"Develle Barksdale","CHISTA",50,24.29,"D",3,"WR",2026,"IND (FCS)",59.5,2,33,8,2,1,22,22,0,1,0,0,0,1,1,0,17,17,4,0,0.67,5,1,0,1,0,"50.00%",89.6,0,0.061,0,0.5,"FCS",0.5,11,0.0606060606060606
"Kyran Lee","TXRG",57,24.19,"D",12,"WR",2026,"Southland",58.6,4,44,3,8,4,35,8.8,0,2,0,0,0,4,0,0,11,2.8,4,0,0.8,6.4,0,0,1,0,"0.00%",62,0.182,0.182,0,0.5,"FCS",0.5,4.375,0.181818181818182
"Jeremiah Sanders","YNGTOWN ST",29,24.17,"D",6,"WR",2026,"Missouri Valley",64.2,3,19,6,4,2,23,11.5,0,1,0,0,0,2,1,0,3,1.5,1,0,1.21,13.5,0,0,1,0,"25.00%",67.7,0,0.211,0.25,0.5,"FCS",0.5,5.75,0.210526315789474
"Justin Perry","MORGAN ST",29,23.84,"D",15,"WR",2026,"MEAC",62,1,17,7,5,3,21,7,0,1,0,0,0,3,0,0,1,0.3,1,0,1.24,11,0,1,1,0,"0.00%",69.6,0,0.294,0.2,0.6,"FCS",0.6,4.2,0.294117647058824
"Jarvis Hayes","E KENTUCKY",47,23.8,"D",11,"WR",2026,"United Athletic",65,5,22,9,3,2,22,11,0,1,0,0,0,3,1,0,10,5,1,0,1,6,1,0,0.667,0,"33.30%",88.2,0.045,0.136,0,0.667,"FCS",0.666666666666667,7.33333333333333,0.136363636363636
