"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"Jackson Kostmayer","MERCER",30,100,"A"
"Sean Tanner","ELON",59,92.39,"A"
"Mikale Perry","W GEORGIA",54,92,"A"
"Justin Frost","IDAHO ST",65,90.22,"A"
"Aaron Session","MCNEESE",39,89.21,"A"
"Jaylen Robinson","STF AUSTIN",35,85.94,"A"
"Jezniah Thurston","UC DAVIS",30,85.06,"A"
"Andrew Kocan","MAINE",60,83.57,"A"
"Justin Kaye","STNY BROOK",67,83.12,"A"
"Braden Zimmer","MONTANA ST",49,82.19,"A"
"Matthew Mena","CAL POLY",60,80.98,"A"
"Isaiah Hayes","SE LA",38,79.92,"B"
"Moses Umoren","SCAR STATE",40,79.75,"B"
"Johnny Holly","STF AUSTIN",66,78.79,"B"
"Hayes Formby","TENN MARTN",72,78.01,"B"
"Brandin Carpenter","E ILLINOIS",35,76.6,"B"
"Nathan Shaw","ARKAPB",32,75.12,"B"
"Trinidad Wilson","SOUTHERN U",66,74.62,"B"
"Brody Balliew","MERCER",44,74.05,"B"
"Cameron Pascal","PRVIEW A&M",50,73.63,"B"
"Charles Soska","LEHIGH",63,72.89,"B"
"Sirri Kandiyeli","SO UTAH",71,72.32,"B"
"Travis Gray","TENN MARTN",64,72.24,"B"
"AJ Hasson","UC DAVIS",62,71.38,"B"
"Jacob Katauskas","S ILLINOIS",74,71.21,"B"
"Sam Browder","E TENN ST",40,71.02,"B"
"John Pica","S DAK ST",59,70.98,"B"
"Jarvis Williams","ROB MORRIS",67,70.5,"B"
"Samuel Petros","MERCYHURST",56,70.26,"B"
"Andrew Nicholson","BUCKNELL",72,69.51,"B"
"Ben Wallace","ILL STATE",71,69.01,"B"
"Sawyer Prementine","MERCYHURST",61,68.89,"B"
"Chris Leonardo","MERRIMACK",38,68.78,"B"
"Jelani Lomotey","STHLSK",59,68.72,"B"
"Andrew Steger","E KENTUCKY",25,68.65,"B"
"Joshua Sales Jr.","AUSTINPEAY",35,68.56,"B"
"Ryan Cregan","VILLANOVA",53,68.44,"B"
"Kaleb May","SAMFORD",68,68.21,"B"
"Ryan Murphy","COLGATE",51,67.85,"B"
"Xavier Parker","TARLETON",60,67.28,"B"
"Woody Celucien","SCAR STATE",33,67.1,"B"
"KT Carter","N ARIZONA",46,67.02,"B"
"Dondiago Collins","MS VLY ST",42,66.88,"B"
"Daniel Cole","MURRAY ST",52,66.74,"B"
"Kirk Doskocil","BUTLER",49,66.68,"B"
"Christopher Harris","WAGNER",25,66.62,"B"
"Elijah Baker","ALABAMA ST",53,66.39,"B"
"Leavy Johnson","N ALABAMA",46,65.86,"B"
"James Aldrich","WAGNER",77,65.35,"B"
"Parker Peterson","FURMAN",32,65.07,"B"
"Cameron Vann","ABILENE CH",57,65.01,"B"
"Watts Alexander","CHATTNOOGA",57,64.88,"B"
"Anthony Patt","CAL POLY",60,64.75,"B"
"Rashad Turner","SE MO ST",69,64.6,"B"
"Nick Nielsen","YNGTOWN ST",66,64.52,"B"
"Jordan Yandila","E ILLINOIS",35,64.35,"B"
"Brady O'Hara","MONMOUTH",52,64.23,"B"
"Steven O'Dell","FURMAN",26,64.16,"B"
"Beau Riley","NEW HAMP",61,63.91,"B"
"Michael Muldrow Jr.","ELON",59,63.87,"B"
"Zy'Terrio Lee","CAMPBELL",83,63.86,"B"
"Anthony Iliano","MAINE",60,63.84,"B"
"William Cook","HOUCHR",60,63.47,"B"
"Yusef Sanogo-Kendrick","E KENTUCKY",25,63.42,"B"
"Olivier Camerlain","LAFAYETTE",59,62.76,"B"
"Abe Hilbert","MOREHEAD",30,62.72,"B"
"Spencer McClintock","STHLSK",63,62.44,"B"
"Anfernee Crease","LAMAR",52,62.37,"B"
"Coleon Smith","S ILLINOIS",73,61.89,"B"
"Brendon Crispe","S DAKOTA",58,61.29,"B"
"Secrea Algie","W CAROLINA",44,61.19,"B"
"Zach Corrigan","SE LA",38,61.19,"B"
"Khavijae Nixon","CHARLES SO",25,60.96,"B"
"Torin Jeske","MONTANA",58,60.32,"B"
"Wyatt Whalen","BRYANT",45,59.76,"C"
"Eric Aschenbeck","MCNEESE",50,59.74,"C"
"Quinten Christensen","S DAK ST",92,59.7,"C"
"Austin Buehler","MONTANA",69,59.6,"C"
"Gabriel Rzany","E WASHGTON",73,59.36,"C"
"Freddie Pelling","W GEORGIA",54,59.26,"C"
"Ty Williams","E TENN ST",38,59.07,"C"
"Alex Willis","TENN TECH",58,59.07,"C"
"Russell Hutchens","DAVIDSON",64,59.05,"C"
"Kaikoa Kanakaole","MONTANA",43,58.95,"C"
"Josh Duran","MONMOUTH",43,58.81,"C"
"Jayden Simmons","N ALABAMA",36,58.62,"C"
"Marvin Lee Jr.","ALABAMA ST",31,58.57,"C"
"Tyler Sulsberger","W ILLINOIS",65,58.55,"C"
"Gavin Allen","E WASHGTON",77,58.49,"C"
"Messiah Johnson","IDAHO ST",65,58.42,"C"
